#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/WT_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.up.bed
NR47104--MA1107.1.KLF9	chr4	134796742	134796754	-	0.000	0.000	Merged-chr4-134796618-44
NR6091--MA0599.1.KLF5	chr10	68040144	68040153	-	0.000	0.000	Merged-chr10-68039987-57
NR64687--MA0039.3.KLF4	chr8	115113105	115113115	+	0.000	0.000	Merged-chr8-115113135-10
NR31122--MA0599.1.KLF5	chr18	57085740	57085749	+	0.000	0.000	Merged-chr18-57085717-36
NR53903--MA1107.1.KLF9	chr6	41177284	41177296	+	0.000	0.000	Merged-chr6-41177322-23
NR1268--MA0493.1.Klf1	chr1	75487621	75487631	+	0.000	0.000	Merged-chr1-75487610-71
NR8100--MA0741.1.KLF16	chr10	116397673	116397683	-	0.000	0.000	Merged-chr10-116397793-21
NR57014--MA0493.1.Klf1	chr6	143327068	143327078	-	0.000	0.000	Merged-chr6-143327148-45
NR30239--MA0740.1.KLF14	chr18	3507870	3507883	-	0.000	0.000	Merged-chr18-3507740-84
NR38910--MA0741.1.KLF16	chr2	160421740	160421750	+	0.000	0.000	Merged-chr2-160421769-26
NR63948--MA0599.1.KLF5	chr8	86838905	86838914	-	0.000	0.000	Merged-chr8-86839061-45
NR1864--MA0599.1.KLF5	chr1	119504867	119504876	-	0.000	0.000	Merged-chr1-119504796-62
NR41699--MA0741.1.KLF16	chr3	97124355	97124365	-	0.000	0.000	Merged-chr3-97124449-32
NR31394--MA0740.1.KLF14	chr18	65924897	65924910	-	0.000	0.000	Merged-chr18-65924997-33
NR66443--MA0599.1.KLF5	chr9	51977706	51977715	-	0.000	0.000	Merged-chr9-51977664-31
NR70480--MA0741.1.KLF16	chrX	159911827	159911837	+	0.000	0.000	Merged-chrX-159911925-18
NR52790--MA0740.1.KLF14	chr5	144165947	144165960	-	0.000	0.000	Merged-chr5-144166019-31
NR52707--MA0599.1.KLF5	chr5	142895215	142895224	-	0.000	0.000	Merged-chr5-142895252-53
NR45479--MA0039.3.KLF4	chr4	86722130	86722140	-	0.000	0.000	Merged-chr4-86721990-52
NR70167--MA0599.1.KLF5	chrX	109095475	109095484	+	0.000	0.000	Merged-chrX-109095439-58
NR67706--MA0039.3.KLF4	chr9	88329261	88329271	-	0.000	0.000	Merged-chr9-88329441-57
NR24213--MA0493.1.Klf1	chr15	97908368	97908378	+	0.000	0.000	Merged-chr15-97908198-86
NR50657--MA0599.1.KLF5	chr5	107220073	107220082	-	0.000	0.000	Merged-chr5-107220058-5
NR47467--MA0741.1.KLF16	chr4	141214492	141214502	+	0.000	0.000	Merged-chr4-141214360-102
NR14562--MA0740.1.KLF14	chr12	79580448	79580461	+	0.000	0.000	Merged-chr12-79580500-49
NR47315--MA0493.1.Klf1	chr4	138262442	138262452	+	0.000	0.000	Merged-chr4-138262353-56
NR50781--MA1107.1.KLF9	chr5	110107935	110107947	-	0.000	0.000	Merged-chr5-110107935-87
NR53491--MA1107.1.KLF9	chr6	14900920	14900932	-	0.000	0.000	Merged-chr6-14901186-100
NR21619--MA1107.1.KLF9	chr14	118700606	118700618	+	0.000	0.000	Merged-chr14-118700795-2
NR53714--MA0741.1.KLF16	chr6	30617395	30617405	+	0.000	0.000	Merged-chr6-30617295-15
NR19632--MA0493.1.Klf1	chr14	25862038	25862048	-	0.000	0.000	Merged-chr14-25862098-51
NR21404--MA1107.1.KLF9	chr14	105232610	105232622	-	0.000	0.000	Merged-chr14-105232653-27
NR64632--MA0741.1.KLF16	chr8	114439477	114439487	+	0.000	0.000	Merged-chr8-114439788-92
NR30389--MA0742.1.Klf12	chr18	20946557	20946571	+	0.000	0.000	Merged-chr18-20946448-65
NR27510--MA0599.1.KLF5	chr17	24707718	24707727	-	0.000	0.000	Merged-chr17-24707755-49
NR860--MA0599.1.KLF5	chr1	59482086	59482095	-	0.000	0.000	Merged-chr1-59482272-104
NR20566--MA0599.1.KLF5	chr14	63940967	63940976	-	0.000	0.000	Merged-chr14-63940977-13
NR25111--MA0599.1.KLF5	chr16	20498769	20498778	-	0.000	0.000	Merged-chr16-20498882-53
NR44192--MA0039.3.KLF4	chr4	11769336	11769346	+	0.000	0.000	Merged-chr4-11769375-29
NR25450--MA1107.1.KLF9	chr16	35485090	35485102	-	0.000	0.000	Merged-chr16-35485007-20
NR54122--MA0740.1.KLF14	chr6	50596970	50596983	+	0.000	0.000	Merged-chr6-50596805-84
NR3689--MA1107.1.KLF9	chr1	176996975	176996987	+	0.000	0.000	Merged-chr1-176997002-19
NR29658--MA0493.1.Klf1	chr17	80373615	80373625	-	0.000	0.000	Merged-chr17-80373576-67
NR52269--MA0741.1.KLF16	chr5	136953067	136953077	+	0.000	0.000	Merged-chr5-136953170-41
NR9795--MA0599.1.KLF5	chr11	52046654	52046663	+	0.000	0.000	Merged-chr11-52046638-57
NR20547--MA1107.1.KLF9	chr14	63227825	63227837	-	0.000	0.000	Merged-chr14-63227977-21
NR55887--MA0599.1.KLF5	chr6	121017544	121017553	-	0.000	0.000	Merged-chr6-121017523-33
NR37536--MA0599.1.KLF5	chr2	125135990	125135999	-	0.000	0.000	Merged-chr2-125136116-38
NR39710--MA1107.1.KLF9	chr2	174533126	174533138	+	0.000	0.000	Merged-chr2-174532982-23
NR28909--MA0599.1.KLF5	chr17	55959464	55959473	+	0.000	0.000	Merged-chr17-55959368-72
NR45373--MA0741.1.KLF16	chr4	83321984	83321994	+	0.000	0.000	Merged-chr4-83321868-23
NR29158--MA0740.1.KLF14	chr17	64332012	64332025	+	0.000	0.000	Merged-chr17-64332180-104
NR65258--MA0657.1.KLF13	chr8	124617426	124617443	-	0.000	0.000	Merged-chr8-124617386-28
NR55672--MA0599.1.KLF5	chr6	116682496	116682505	-	0.000	0.000	Merged-chr6-116682504-22
NR394--MA0493.1.Klf1	chr1	37300937	37300947	-	0.000	0.000	Merged-chr1-37301008-22
NR19427--MA0740.1.KLF14	chr14	12284256	12284269	-	0.000	0.000	Merged-chr14-12284486-97
NR56063--MA0493.1.Klf1	chr6	125191794	125191804	-	0.000	0.000	Merged-chr6-125191910-87
NR6512--MA0599.1.KLF5	chr10	78169838	78169847	-	0.000	0.000	Merged-chr10-78169866-58
NR64495--MA1107.1.KLF9	chr8	109957364	109957376	+	0.000	0.000	Merged-chr8-109957445-42
NR66835--MA0741.1.KLF16	chr9	64281513	64281523	-	0.000	0.000	Merged-chr9-64281696-49
NR9561--MA1107.1.KLF9	chr11	43703694	43703706	+	0.000	0.000	Merged-chr11-43703862-10
NR33486--MA0741.1.KLF16	chr19	38395880	38395890	-	0.000	0.000	Merged-chr19-38396042-54
NR1742--MA1107.1.KLF9	chr1	105663810	105663822	-	0.000	0.000	Merged-chr1-105663837-98
NR57909--MA1107.1.KLF9	chr7	16891717	16891729	+	0.000	0.000	Merged-chr7-16891959-60
NR62988--MA0599.1.KLF5	chr8	54077297	54077306	+	0.000	0.000	Merged-chr8-54077425-74
NR23145--MA0742.1.Klf12	chr15	76368851	76368865	+	0.000	0.000	Merged-chr15-76369030-46
NR10547--MA0742.1.Klf12	chr11	70669978	70669992	-	0.000	0.000	Merged-chr11-70669977-7
NR64128--MA1107.1.KLF9	chr8	94134754	94134766	+	0.000	0.000	Merged-chr8-94134861-17
NR65710--MA0741.1.KLF16	chr9	21265281	21265291	+	0.000	0.000	Merged-chr9-21265250-55
NR39374--MA0657.1.KLF13	chr2	168451128	168451145	+	0.000	0.000	Merged-chr2-168451122-14
NR55085--MA0740.1.KLF14	chr6	97473509	97473522	-	0.000	0.000	Merged-chr6-97473618-39
NR47847--MA0741.1.KLF16	chr4	148160215	148160225	+	0.000	0.000	Merged-chr4-148160107-67
NR2759--MA0741.1.KLF16	chr1	153320184	153320194	-	0.000	0.000	Merged-chr1-153320307-48
NR46284--MA0599.1.KLF5	chr4	117289613	117289622	+	0.000	0.000	Merged-chr4-117289417-85
NR63966--MA0599.1.KLF5	chr8	87472690	87472699	+	0.000	0.000	Merged-chr8-87472817-24
NR57914--MA0493.1.Klf1	chr7	16891758	16891768	+	0.000	0.000	Merged-chr7-16891959-60
NR6090--MA1107.1.KLF9	chr10	67979438	67979450	+	0.000	0.000	Merged-chr10-67979614-53
NR8346--MA1107.1.KLF9	chr10	119001584	119001596	-	0.000	0.000	Merged-chr10-119001692-38
NR63435--MA0657.1.KLF13	chr8	71367447	71367464	+	0.000	0.000	Merged-chr8-71367350-68
NR3372--MA0740.1.KLF14	chr1	169969330	169969343	-	0.000	0.000	Merged-chr1-169969262-62
NR21736--MA0493.1.Klf1	chr14	120313644	120313654	+	0.000	0.000	Merged-chr14-120313531-118
NR20105--MA0599.1.KLF5	chr14	52304850	52304859	+	0.000	0.000	Merged-chr14-52304982-66
NR63947--MA1107.1.KLF9	chr8	86746118	86746130	-	0.000	0.000	Merged-chr8-86745959-100
NR61279--MA0657.1.KLF13	chr7	127393812	127393829	-	0.000	0.000	Merged-chr7-127393642-77
NR30283--MA0599.1.KLF5	chr18	6310321	6310330	-	0.000	0.000	Merged-chr18-6310381-25
NR32539--MA0599.1.KLF5	chr19	4269306	4269315	+	0.000	0.000	Merged-chr19-4269199-28
NR28490--MA0740.1.KLF14	chr17	44569345	44569358	+	0.000	0.000	Merged-chr17-44569444-63
NR61558--MA0599.1.KLF5	chr7	133122283	133122292	+	0.000	0.000	Merged-chr7-133122119-15
NR50675--MA0599.1.KLF5	chr5	107437891	107437900	-	0.000	0.000	Merged-chr5-107438056-55
NR61897--MA1107.1.KLF9	chr7	140908800	140908812	-	0.000	0.000	Merged-chr7-140908830-38
NR62585--MA0741.1.KLF16	chr8	25059796	25059806	+	0.000	0.000	Merged-chr8-25059963-13
NR2184--MA0599.1.KLF5	chr1	133053260	133053269	+	0.000	0.000	Merged-chr1-133053249-27
NR38500--MA0493.1.Klf1	chr2	152029393	152029403	-	0.000	0.000	Merged-chr2-152029501-52
NR39365--MA0039.3.KLF4	chr2	167996216	167996226	+	0.000	0.000	Merged-chr2-167996083-9
NR46932--MA1107.1.KLF9	chr4	132946596	132946608	-	0.000	0.000	Merged-chr4-132946711-2
NR10799--MA0742.1.Klf12	chr11	76184656	76184670	-	0.000	0.000	Merged-chr11-76184587-9
NR68394--MA0493.1.Klf1	chr9	107624774	107624784	-	0.000	0.000	Merged-chr9-107624781-39
NR38706--MA0493.1.Klf1	chr2	155811963	155811973	+	0.000	0.000	Merged-chr2-155812086-49
NR62894--MA0599.1.KLF5	chr8	46471041	46471050	-	0.000	0.000	Merged-chr8-46471112-117
NR5641--MA0493.1.Klf1	chr10	42699280	42699290	+	0.000	0.000	Merged-chr10-42699170-35
NR68082--MA0741.1.KLF16	chr9	101251857	101251867	+	0.000	0.000	Merged-chr9-101251656-72
NR62722--MA0742.1.Klf12	chr8	34529601	34529615	-	0.000	0.000	Merged-chr8-34529653-1
NR5561--MA0599.1.KLF5	chr10	41476319	41476328	-	0.000	0.000	Merged-chr10-41476446-34
NR45753--MA0741.1.KLF16	chr4	101217267	101217277	-	0.000	0.000	Merged-chr4-101217167-64
NR38411--MA0599.1.KLF5	chr2	150570423	150570432	+	0.000	0.000	Merged-chr2-150570310-66
NR39643--MA0742.1.Klf12	chr2	173659684	173659698	+	0.000	0.000	Merged-chr2-173659827-104
NR62536--MA0599.1.KLF5	chr8	22185554	22185563	+	0.000	0.000	Merged-chr8-22185664-67
NR19570--MA0599.1.KLF5	chr14	21112781	21112790	+	0.000	0.000	Merged-chr14-21112934-51
NR38750--MA1107.1.KLF9	chr2	156730763	156730775	+	0.000	0.000	Merged-chr2-156730705-70
NR40094--MA0599.1.KLF5	chr3	10440102	10440111	-	0.000	0.000	Merged-chr3-10439955-87
NR40770--MA0599.1.KLF5	chr3	62338941	62338950	-	0.000	0.000	Merged-chr3-62339060-22
NR58117--MA1107.1.KLF9	chr7	24369909	24369921	-	0.000	0.000	Merged-chr7-24370030-56
NR51992--MA1107.1.KLF9	chr5	134507454	134507466	-	0.000	0.000	Merged-chr5-134507549-21
NR12372--MA0740.1.KLF14	chr11	106536355	106536368	+	0.000	0.000	Merged-chr11-106536245-61
NR42811--MA0599.1.KLF5	chr3	131272108	131272117	+	0.000	0.000	Merged-chr3-131271947-79
NR56466--MA0741.1.KLF16	chr6	134567026	134567036	+	0.000	0.000	Merged-chr6-134566901-76
NR33847--MA1107.1.KLF9	chr19	47068447	47068459	+	0.000	0.000	Merged-chr19-47068180-121
NR45521--MA0599.1.KLF5	chr4	88935582	88935591	+	0.000	0.000	Merged-chr4-88935517-14
NR64701--MA1107.1.KLF9	chr8	115398224	115398236	-	0.000	0.000	Merged-chr8-115398205-61
NR51524--MA0741.1.KLF16	chr5	123683474	123683484	+	0.000	0.000	Merged-chr5-123683382-5
NR10963--MA0740.1.KLF14	chr11	78343483	78343496	+	0.000	0.000	Merged-chr11-78343551-35
NR69578--MA0493.1.Klf1	chrX	12069273	12069283	+	0.000	0.000	Merged-chrX-12069329-24
NR12709--MA0740.1.KLF14	chr11	114479019	114479032	-	0.000	0.000	Merged-chr11-114478882-8
NR7494--MA0493.1.Klf1	chr10	94378595	94378605	-	0.000	0.000	Merged-chr10-94378414-58
NR59572--MA0741.1.KLF16	chr7	78583833	78583843	-	0.000	0.000	Merged-chr7-78583930-15
NR66788--MA0599.1.KLF5	chr9	63698602	63698611	-	0.000	0.000	Merged-chr9-63698652-22
NR56061--MA0742.1.Klf12	chr6	125191790	125191804	-	0.000	0.000	Merged-chr6-125191910-87
NR10083--MA0493.1.Klf1	chr11	59384666	59384676	+	0.000	0.000	Merged-chr11-59384734-17
NR70493--MA0741.1.KLF16	chrX	162643608	162643618	+	0.000	0.000	Merged-chrX-162643590-34
NR2170--MA0493.1.Klf1	chr1	132168340	132168350	+	0.000	0.000	Merged-chr1-132168228-20
NR35010--MA0039.3.KLF4	chr2	27438501	27438511	+	0.000	0.000	Merged-chr2-27438518-5
NR27062--MA0493.1.Klf1	chr17	8306074	8306084	+	0.000	0.000	Merged-chr17-8305975-23
NR31678--MA0740.1.KLF14	chr18	74294917	74294930	+	0.000	0.000	Merged-chr18-74294799-40
NR46377--MA1107.1.KLF9	chr4	119733754	119733766	-	0.000	0.000	Merged-chr4-119733692-69
NR39158--MA0741.1.KLF16	chr2	165285778	165285788	+	0.000	0.000	Merged-chr2-165285935-14
NR15510--MA0493.1.Klf1	chr12	108334123	108334133	-	0.000	0.000	Merged-chr12-108333959-92
NR55070--MA0741.1.KLF16	chr6	97300931	97300941	-	0.000	0.000	Merged-chr6-97300820-20
NR24214--MA0741.1.KLF16	chr15	97908369	97908379	+	0.000	0.000	Merged-chr15-97908198-86
NR30117--MA0493.1.Klf1	chr17	88511234	88511244	+	0.000	0.000	Merged-chr17-88511397-31
NR57927--MA1107.1.KLF9	chr7	16980380	16980392	+	0.000	0.000	Merged-chr7-16980470-23
NR50509--MA0493.1.Klf1	chr5	103439281	103439291	+	0.000	0.000	Merged-chr5-103439387-46
NR35485--MA1107.1.KLF9	chr2	35690018	35690030	+	0.000	0.000	Merged-chr2-35690128-14
NR53661--MA0741.1.KLF16	chr6	29474063	29474073	+	0.000	0.000	Merged-chr6-29474137-48
NR63219--MA0741.1.KLF16	chr8	68735175	68735185	-	0.000	0.000	Merged-chr8-68735158-122
NR57109--MA0742.1.Klf12	chr6	144664995	144665009	+	0.000	0.000	Merged-chr6-144664964-20
NR64841--MA0599.1.KLF5	chr8	119344374	119344383	-	0.000	0.000	Merged-chr8-119344551-61
NR70615--MA0599.1.KLF5	chrX	167382751	167382760	-	0.000	0.000	Merged-chrX-167382956-3
NR32417--MA1107.1.KLF9	chr18	89159653	89159665	-	0.000	0.000	Merged-chr18-89159613-61
NR17389--MA0657.1.KLF13	chr13	64161739	64161756	-	0.000	0.000	Merged-chr13-64161873-63
NR12024--MA0740.1.KLF14	chr11	101119874	101119887	-	0.000	0.000	Merged-chr11-101119908-69
NR20551--MA0740.1.KLF14	chr14	63606424	63606437	+	0.000	0.000	Merged-chr14-63606739-89
NR13576--MA1107.1.KLF9	chr12	17736622	17736634	-	0.000	0.000	Merged-chr12-17736753-13
NR45928--MA0493.1.Klf1	chr4	106678992	106679002	-	0.000	0.000	Merged-chr4-106678973-52
NR45937--MA0742.1.Klf12	chr4	106935040	106935054	-	0.000	0.000	Merged-chr4-106934885-1
NR33414--MA0599.1.KLF5	chr19	36384690	36384699	+	0.000	0.000	Merged-chr19-36384536-37
NR36353--MA0741.1.KLF16	chr2	76648022	76648032	-	0.000	0.000	Merged-chr2-76648077-91
NR33113--MA0742.1.Klf12	chr19	19111342	19111356	-	0.000	0.000	Merged-chr19-19111184-72
NR70269--MA0740.1.KLF14	chrX	140062346	140062359	-	0.000	0.000	Merged-chrX-140062450-72
NR24195--MA0741.1.KLF16	chr15	97578166	97578176	-	0.000	0.000	Merged-chr15-97578299-40
NR64150--MA0039.3.KLF4	chr8	94454238	94454248	-	0.000	0.000	Merged-chr8-94454274-59
NR28833--MA0599.1.KLF5	chr17	50525135	50525144	+	0.000	0.000	Merged-chr17-50525188-50
NR55864--MA0741.1.KLF16	chr6	120539397	120539407	-	0.000	0.000	Merged-chr6-120539283-23
NR65124--MA1107.1.KLF9	chr8	122712181	122712193	-	0.000	0.000	Merged-chr8-122712057-14
NR19521--MA0741.1.KLF16	chr14	20023918	20023928	-	0.000	0.000	Merged-chr14-20024041-29
NR22120--MA0741.1.KLF16	chr15	25696041	25696051	-	0.000	0.000	Merged-chr15-25696018-37
NR55739--MA0493.1.Klf1	chr6	118167302	118167312	-	0.000	0.000	Merged-chr6-118167184-65
NR35132--MA0493.1.Klf1	chr2	30078180	30078190	+	0.000	0.000	Merged-chr2-30077913-94
NR44846--MA0039.3.KLF4	chr4	46635542	46635552	-	0.000	0.000	Merged-chr4-46635507-41
NR10791--MA0599.1.KLF5	chr11	75769481	75769490	-	0.000	0.000	Merged-chr11-75769458-27
NR49401--MA0493.1.Klf1	chr5	52142060	52142070	-	0.000	0.000	Merged-chr5-52142110-48
NR61840--MA0741.1.KLF16	chr7	139973292	139973302	-	0.000	0.000	Merged-chr7-139973198-14
NR66460--MA1107.1.KLF9	chr9	53301447	53301459	+	0.000	0.000	Merged-chr9-53301567-34
NR50468--MA0742.1.Klf12	chr5	100846229	100846243	-	0.000	0.000	Merged-chr5-100846236-82
NR41165--MA1107.1.KLF9	chr3	84772123	84772135	-	0.000	0.000	Merged-chr3-84772067-31
NR15685--MA0741.1.KLF16	chr12	110857410	110857420	-	0.000	0.000	Merged-chr12-110857404-28
NR38859--MA0599.1.KLF5	chr2	158767863	158767872	-	0.000	0.000	Merged-chr2-158768121-83
NR23194--MA0740.1.KLF14	chr15	76818178	76818191	+	0.000	0.000	Merged-chr15-76818018-57
NR6510--MA0740.1.KLF14	chr10	78169835	78169848	-	0.000	0.000	Merged-chr10-78169866-58
NR70727--MA0599.1.KLF5	chrY	1116319	1116328	-	0.000	0.000	Merged-chrY-1116441-17
NR31219--MA0741.1.KLF16	chr18	61459486	61459496	+	0.000	0.000	Merged-chr18-61459524-23
NR18196--MA0657.1.KLF13	chr13	98299064	98299081	+	0.000	0.000	Merged-chr13-98299222-33
NR34530--MA0741.1.KLF16	chr2	9792595	9792605	-	0.000	0.000	Merged-chr2-9792573-15
NR10424--MA0599.1.KLF5	chr11	69401435	69401444	+	0.000	0.000	Merged-chr11-69401473-44
NR24017--MA0599.1.KLF5	chr15	93712783	93712792	+	0.000	0.000	Merged-chr15-93712745-43
NR36030--MA0599.1.KLF5	chr2	65196077	65196086	-	0.000	0.000	Merged-chr2-65195826-52
NR49865--MA0657.1.KLF13	chr5	75662514	75662531	-	0.000	0.000	Merged-chr5-75662405-46
NR64934--MA1107.1.KLF9	chr8	120335572	120335584	+	0.000	0.000	Merged-chr8-120335497-13
NR29233--MA0740.1.KLF14	chr17	66111524	66111537	+	0.000	0.000	Merged-chr17-66111783-86
NR27609--MA0599.1.KLF5	chr17	26414768	26414777	+	0.000	0.000	Merged-chr17-26414868-28
NR58112--MA0741.1.KLF16	chr7	24301022	24301032	+	0.000	0.000	Merged-chr7-24301044-7
NR59338--MA0599.1.KLF5	chr7	65644766	65644775	+	0.000	0.000	Merged-chr7-65644925-69
NR39070--MA1107.1.KLF9	chr2	163750225	163750237	+	0.000	0.000	Merged-chr2-163750187-67
NR15067--MA0493.1.Klf1	chr12	98628101	98628111	-	0.000	0.000	Merged-chr12-98628210-48
NR23701--MA0493.1.Klf1	chr15	84988022	84988032	+	0.000	0.000	Merged-chr15-84988046-80
NR15542--MA0741.1.KLF16	chr12	108646573	108646583	-	0.000	0.000	Merged-chr12-108646363-75
NR58644--MA0742.1.Klf12	chr7	34630503	34630517	-	0.000	0.000	Merged-chr7-34630517-24
NR27517--MA0742.1.Klf12	chr17	24804283	24804297	-	0.000	0.000	Merged-chr17-24804401-35
NR38413--MA0741.1.KLF16	chr2	150570423	150570433	+	0.000	0.000	Merged-chr2-150570310-66
NR13693--MA0493.1.Klf1	chr12	25247232	25247242	-	0.000	0.000	Merged-chr12-25247115-16
NR65021--MA1107.1.KLF9	chr8	121591459	121591471	-	0.000	0.000	Merged-chr8-121591458-17
NR63523--MA0599.1.KLF5	chr8	72169419	72169428	+	0.000	0.000	Merged-chr8-72169499-55
NR35379--MA0599.1.KLF5	chr2	33887628	33887637	+	0.000	0.000	Merged-chr2-33887388-77
NR47380--MA0741.1.KLF16	chr4	139319888	139319898	+	0.000	0.000	Merged-chr4-139319909-27
NR49126--MA0741.1.KLF16	chr5	35105751	35105761	+	0.000	0.000	Merged-chr5-35105769-58
NR37173--MA0741.1.KLF16	chr2	116893949	116893959	+	0.000	0.000	Merged-chr2-116894094-31
NR24003--MA0493.1.Klf1	chr15	93275328	93275338	+	0.000	0.000	Merged-chr15-93275409-98
NR16887--MA0740.1.KLF14	chr13	48546688	48546701	+	0.000	0.000	Merged-chr13-48546690-1
NR24846--MA0741.1.KLF16	chr16	8513343	8513353	+	0.000	0.000	Merged-chr16-8513381-32
NR65704--MA0740.1.KLF14	chr9	21265258	21265271	-	0.000	0.000	Merged-chr9-21265250-55
NR50786--MA1107.1.KLF9	chr5	110110105	110110117	+	0.000	0.000	Merged-chr5-110110204-41
NR19630--MA0741.1.KLF16	chr14	25842081	25842091	-	0.000	0.000	Merged-chr14-25842298-78
NR14541--MA0740.1.KLF14	chr12	79006882	79006895	+	0.000	0.000	Merged-chr12-79007002-75
NR22895--MA0741.1.KLF16	chr15	64382594	64382604	+	0.000	0.000	Merged-chr15-64382690-41
NR22088--MA0599.1.KLF5	chr15	12895613	12895622	-	0.000	0.000	Merged-chr15-12895648-51
NR7947--MA0599.1.KLF5	chr10	111108850	111108859	+	0.000	0.000	Merged-chr10-111108936-32
NR29037--MA0657.1.KLF13	chr17	57188911	57188928	+	0.000	0.000	Merged-chr17-57188930-47
NR27952--MA0741.1.KLF16	chr17	29841932	29841942	-	0.000	0.000	Merged-chr17-29841943-28
NR36357--MA0599.1.KLF5	chr2	76648245	76648254	+	0.000	0.000	Merged-chr2-76648077-91
NR11881--MA0599.1.KLF5	chr11	98786607	98786616	-	0.000	0.000	Merged-chr11-98786782-44
NR5859--MA0740.1.KLF14	chr10	59702456	59702469	-	0.000	0.000	Merged-chr10-59702548-66
NR38870--MA0741.1.KLF16	chr2	158794739	158794749	-	0.000	0.000	Merged-chr2-158794730-73
NR29013--MA1107.1.KLF9	chr17	56904952	56904964	+	0.000	0.000	Merged-chr17-56905051-10
NR3498--MA0599.1.KLF5	chr1	172500205	172500214	+	0.000	0.000	Merged-chr1-172500115-14
NR35154--MA0742.1.Klf12	chr2	30286407	30286421	-	0.000	0.000	Merged-chr2-30286345-59
NR14519--MA0493.1.Klf1	chr12	77130758	77130768	+	0.000	0.000	Merged-chr12-77130787-68
NR10408--MA0741.1.KLF16	chr11	69266484	69266494	+	0.000	0.000	Merged-chr11-69266485-18
NR20356--MA0599.1.KLF5	chr14	57525614	57525623	-	0.000	0.000	Merged-chr14-57525572-80
NR17292--MA0599.1.KLF5	chr13	59704631	59704640	+	0.000	0.000	Merged-chr13-59704642-41
NR41806--MA0741.1.KLF16	chr3	100162475	100162485	-	0.000	0.000	Merged-chr3-100162487-59
NR37684--MA0599.1.KLF5	chr2	129065935	129065944	-	0.000	0.000	Merged-chr2-129066183-78
NR15169--MA0039.3.KLF4	chr12	101075372	101075382	+	0.000	0.000	Merged-chr12-101075229-34
NR24482--MA0493.1.Klf1	chr15	100665100	100665110	+	0.000	0.000	Merged-chr15-100665160-50
NR48003--MA0599.1.KLF5	chr4	150112975	150112984	-	0.000	0.000	Merged-chr4-150113122-17
NR12389--MA0599.1.KLF5	chr11	106961922	106961931	-	0.000	0.000	Merged-chr11-106961822-47
NR47032--MA0741.1.KLF16	chr4	134000953	134000963	-	0.000	0.000	Merged-chr4-134000910-52
NR24432--MA0741.1.KLF16	chr15	100304703	100304713	+	0.000	0.000	Merged-chr15-100304601-63
NR68058--MA1107.1.KLF9	chr9	100460395	100460407	-	0.000	0.000	Merged-chr9-100460410-54
NR33991--MA0493.1.Klf1	chr19	53760461	53760471	-	0.000	0.000	Merged-chr19-53760542-10
NR46409--MA0742.1.Klf12	chr4	120288020	120288034	+	0.000	0.000	Merged-chr4-120287807-68
NR55677--MA0599.1.KLF5	chr6	116682513	116682522	-	0.000	0.000	Merged-chr6-116682504-22
NR37111--MA0599.1.KLF5	chr2	114260757	114260766	-	0.000	0.000	Merged-chr2-114260586-35
NR61236--MA0599.1.KLF5	chr7	127091182	127091191	-	0.000	0.000	Merged-chr7-127091307-65
NR64908--MA0493.1.Klf1	chr8	120071855	120071865	+	0.000	0.000	Merged-chr8-120071867-24
NR34498--MA0039.3.KLF4	chr2	7254631	7254641	-	0.000	0.000	Merged-chr2-7254714-17
NR356--MA0741.1.KLF16	chr1	36471532	36471542	-	0.000	0.000	Merged-chr1-36471708-91
NR63616--MA1107.1.KLF9	chr8	76899694	76899706	-	0.000	0.000	Merged-chr8-76899430-75
NR627--MA0741.1.KLF16	chr1	44101588	44101598	+	0.000	0.000	Merged-chr1-44101717-6
NR25209--MA0741.1.KLF16	chr16	24151451	24151461	-	0.000	0.000	Merged-chr16-24151708-115
NR20564--MA0740.1.KLF14	chr14	63940969	63940982	-	0.000	0.000	Merged-chr14-63940977-13
NR38522--MA0741.1.KLF16	chr2	152344161	152344171	+	0.000	0.000	Merged-chr2-152344055-110
NR14783--MA0493.1.Klf1	chr12	86800994	86801004	-	0.000	0.000	Merged-chr12-86801088-15
NR13152--MA0599.1.KLF5	chr11	119856864	119856873	+	0.000	0.000	Merged-chr11-119856710-37
NR36571--MA0741.1.KLF16	chr2	90475063	90475073	-	0.000	0.000	Merged-chr2-90475063-42
NR48817--MA0742.1.Klf12	chr5	24445273	24445287	+	0.000	0.000	Merged-chr5-24445119-58
NR50325--MA1107.1.KLF9	chr5	96964582	96964594	-	0.000	0.000	Merged-chr5-96964527-33
NR46154--MA0493.1.Klf1	chr4	114172962	114172972	+	0.000	0.000	Merged-chr4-114173056-28
NR5230--MA0599.1.KLF5	chr10	21159059	21159068	+	0.000	0.000	Merged-chr10-21158926-108
NR23178--MA0599.1.KLF5	chr15	76671556	76671565	+	0.000	0.000	Merged-chr15-76671670-56
NR22133--MA0741.1.KLF16	chr15	25900763	25900773	-	0.000	0.000	Merged-chr15-25900715-20
