#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Maf/Naive_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.dn.bed
NR3619--MA0117.2.Mafb	chr13	97789942	97789953	+	0.000	0.000	Merged-chr13-97790032-25
NR2429--MA0495.2.MAFF	chr11	113536965	113536985	-	0.000	0.000	Merged-chr11-113536889-33
NR1005--MA0117.2.Mafb	chr1	182657754	182657765	-	0.000	0.000	Merged-chr1-182657860-43
NR10469--MA0117.2.Mafb	chr5	106982741	106982752	+	0.000	0.000	Merged-chr5-106982609-23
NR887--MA0089.1.MAFG::NFE2L1	chr1	164405703	164405708	-	0.000	0.000	Merged-chr1-164405623-22
NR8995--MA0495.2.MAFF	chr3	154372398	154372418	-	0.000	0.000	Merged-chr3-154372398-2
NR10305--MA0089.1.MAFG::NFE2L1	chr5	75808763	75808768	-	0.000	0.000	Merged-chr5-75808701-3
NR11823--MA0591.1.Bach1::Mafk	chr7	44527955	44527969	-	0.000	0.000	Merged-chr7-44527953-37
NR3671--MA0495.2.MAFF	chr13	103374635	103374655	-	0.000	0.000	Merged-chr13-103374467-6
NR1923--MA0659.1.MAFG	chr10	111107640	111107660	-	0.000	0.000	Merged-chr10-111107692-40
NR7350--MA0495.2.MAFF	chr2	75823972	75823992	-	0.000	0.000	Merged-chr2-75823994-29
NR8951--MA0089.1.MAFG::NFE2L1	chr3	149326931	149326936	+	0.000	0.000	Merged-chr3-149326950-53
NR9863--MA0659.1.MAFG	chr4	155129613	155129633	-	0.000	0.000	Merged-chr4-155129607-22
NR10091--MA0089.1.MAFG::NFE2L1	chr5	36465041	36465046	-	0.000	0.000	Merged-chr5-36465079-55
NR11324--MA0496.2.MAFK	chr6	108426943	108426961	+	0.000	0.000	Merged-chr6-108426934-21
NR477--MA0591.1.Bach1::Mafk	chr1	88285062	88285076	-	0.000	0.000	Merged-chr1-88285028-12
NR12316--MA0495.2.MAFF	chr7	141072584	141072604	+	0.000	0.000	Merged-chr7-141072410-71
NR4277--MA0496.2.MAFK	chr14	78273821	78273839	-	0.000	0.000	Merged-chr14-78273841-14
NR3673--MA0659.1.MAFG	chr13	103374635	103374655	-	0.000	0.000	Merged-chr13-103374467-6
NR2458--MA0659.1.MAFG	chr11	117109896	117109916	-	0.000	0.000	Merged-chr11-117109823-31
NR8406--MA0117.2.Mafb	chr3	69156710	69156721	+	0.000	0.000	Merged-chr3-69156652-55
NR13406--MA0495.2.MAFF	chr9	108150735	108150755	-	0.000	0.000	Merged-chr9-108150702-30
NR9327--MA0089.1.MAFG::NFE2L1	chr4	56088685	56088690	+	0.000	0.000	Merged-chr4-56088865-1
NR8588--MA0501.1.MAF::NFE2	chr3	95434258	95434272	-	0.000	0.000	Merged-chr3-95434415-68
NR10284--MA0495.2.MAFF	chr5	72622447	72622467	+	0.000	0.000	Merged-chr5-72622310-11
NR6130--MA0496.2.MAFK	chr17	86063693	86063711	-	0.000	0.000	Merged-chr17-86063661-27
NR1712--MA0501.1.MAF::NFE2	chr10	85829471	85829485	-	0.000	0.000	Merged-chr10-85829298-76
NR6743--MA0501.1.MAF::NFE2	chr19	5850313	5850327	-	0.000	0.000	Merged-chr19-5850230-41
NR5940--MA0496.2.MAFK	chr17	52312186	52312204	-	0.000	0.000	Merged-chr17-52312219-8
NR596--MA0089.1.MAFG::NFE2L1	chr1	106171605	106171610	-	0.000	0.000	Merged-chr1-106171565-10
NR4065--MA0089.1.MAFG::NFE2L1	chr14	36316078	36316083	+	0.000	0.000	Merged-chr14-36316254-1
NR13408--MA0659.1.MAFG	chr9	108150735	108150755	+	0.000	0.000	Merged-chr9-108150702-30
NR4545--MA0501.1.MAF::NFE2	chr14	122000896	122000910	-	0.000	0.000	Merged-chr14-122000857-51
NR6328--MA0591.1.Bach1::Mafk	chr18	32311876	32311890	-	0.000	0.000	Merged-chr18-32311918-36
NR2460--MA0496.2.MAFK	chr11	117109897	117109915	+	0.000	0.000	Merged-chr11-117109823-31
NR4656--MA0089.1.MAFG::NFE2L1	chr15	25817422	25817427	-	0.000	0.000	Merged-chr15-25817272-36
NR5083--MA0659.1.MAFG	chr16	4736340	4736360	-	0.000	0.000	Merged-chr16-4736414-28
NR12941--MA0089.1.MAFG::NFE2L1	chr8	123807201	123807206	+	0.000	0.000	Merged-chr8-123807206-24
NR13314--MA0659.1.MAFG	chr9	90257560	90257580	-	0.000	0.000	Merged-chr9-90257512-5
NR4837--MA0496.2.MAFK	chr15	60141741	60141759	-	0.000	0.000	Merged-chr15-60141822-49
NR9601--MA0089.1.MAFG::NFE2L1	chr4	99942369	99942374	-	0.000	0.000	Merged-chr4-99942261-47
NR4535--MA0659.1.MAFG	chr14	121315821	121315841	+	0.000	0.000	Merged-chr14-121315767-6
NR10869--MA0591.1.Bach1::Mafk	chr6	31803375	31803389	+	0.000	0.000	Merged-chr6-31803356-16
NR11140--MA0591.1.Bach1::Mafk	chr6	72601931	72601945	-	0.000	0.000	Merged-chr6-72601954-26
NR12376--MA0089.1.MAFG::NFE2L1	chr8	12607412	12607417	-	0.000	0.000	Merged-chr8-12607436-37
NR7542--MA0089.1.MAFG::NFE2L1	chr2	116438914	116438919	-	0.000	0.000	Merged-chr2-116438825-1
NR6372--MA0496.2.MAFK	chr18	39068274	39068292	-	0.000	0.000	Merged-chr18-39068377-42
NR5545--MA0591.1.Bach1::Mafk	chr16	78532154	78532168	+	0.000	0.000	Merged-chr16-78532286-51
NR13554--MA0495.2.MAFF	chrX	48310730	48310750	-	0.000	0.000	Merged-chrX-48310773-8
NR11251--MA0501.1.MAF::NFE2	chr6	97420173	97420187	-	0.000	0.000	Merged-chr6-97420267-23
NR8673--MA0089.1.MAFG::NFE2L1	chr3	109732676	109732681	-	0.000	0.000	Merged-chr3-109732646-37
NR6329--MA0501.1.MAF::NFE2	chr18	32311873	32311887	-	0.000	0.000	Merged-chr18-32311918-36
NR3510--MA0089.1.MAFG::NFE2L1	chr13	83318500	83318505	-	0.000	0.000	Merged-chr13-83318611-6
NR11258--MA0089.1.MAFG::NFE2L1	chr6	99220668	99220673	-	0.000	0.000	Merged-chr6-99220619-12
NR2485--MA0117.2.Mafb	chr12	3441356	3441367	-	0.000	0.000	Merged-chr12-3441534-29
NR5909--MA0591.1.Bach1::Mafk	chr17	44614177	44614191	-	0.000	0.000	Merged-chr17-44614219-8
NR8887--MA0591.1.Bach1::Mafk	chr3	142770982	142770996	+	0.000	0.000	Merged-chr3-142770783-6
NR9338--MA0089.1.MAFG::NFE2L1	chr4	57797804	57797809	+	0.000	0.000	Merged-chr4-57797871-1
NR2507--MA0089.1.MAFG::NFE2L1	chr12	8844996	8845001	+	0.000	0.000	Merged-chr12-8844937-14
NR6135--MA0089.1.MAFG::NFE2L1	chr17	86937939	86937944	-	0.000	0.000	Merged-chr17-86937929-29
NR5849--MA0659.1.MAFG	chr17	33781060	33781080	+	0.000	0.000	Merged-chr17-33781173-86
NR10504--MA0495.2.MAFF	chr5	118269183	118269203	+	0.000	0.000	Merged-chr5-118269215-26
NR10980--MA0117.2.Mafb	chr6	51384105	51384116	-	0.000	0.000	Merged-chr6-51384192-15
NR11832--MA0501.1.MAF::NFE2	chr7	49335179	49335193	+	0.000	0.000	Merged-chr7-49335315-27
NR494--MA0501.1.MAF::NFE2	chr1	90128191	90128205	+	0.000	0.000	Merged-chr1-90128117-1
NR11736--MA0501.1.MAF::NFE2	chr7	19841915	19841929	-	0.000	0.000	Merged-chr7-19841908-7
NR8465--MA0659.1.MAFG	chr3	78958961	78958981	+	0.000	0.000	Merged-chr3-78959037-23
NR8607--MA0591.1.Bach1::Mafk	chr3	98030695	98030709	-	0.000	0.000	Merged-chr3-98030658-2
NR3347--MA0659.1.MAFG	chr13	63365383	63365403	+	0.000	0.000	Merged-chr13-63365525-19
NR11952--MA0495.2.MAFF	chr7	73588797	73588817	-	0.000	0.000	Merged-chr7-73589087-116
NR6073--MA0495.2.MAFF	chr17	80139917	80139937	-	0.000	0.000	Merged-chr17-80140059-47
NR3141--MA0591.1.Bach1::Mafk	chr13	9882506	9882520	+	0.000	0.000	Merged-chr13-9882509-19
NR5522--MA0117.2.Mafb	chr16	76202324	76202335	-	0.000	0.000	Merged-chr16-76202306-30
NR842--MA0495.2.MAFF	chr1	155029375	155029395	+	0.000	0.000	Merged-chr1-155029443-27
NR7077--MA0089.1.MAFG::NFE2L1	chr2	30699950	30699955	-	0.000	0.000	Merged-chr2-30700028-24
NR2758--MA0501.1.MAF::NFE2	chr12	54313285	54313299	+	0.000	0.000	Merged-chr12-54313214-97
NR11954--MA0659.1.MAFG	chr7	73588797	73588817	-	0.000	0.000	Merged-chr7-73589087-116
NR6075--MA0659.1.MAFG	chr17	80139917	80139937	+	0.000	0.000	Merged-chr17-80140059-47
NR5780--MA0495.2.MAFF	chr17	23630405	23630425	+	0.000	0.000	Merged-chr17-23630399-39
NR1991--MA0659.1.MAFG	chr10	122987857	122987877	-	0.000	0.000	Merged-chr10-122987873-30
NR1926--MA0496.2.MAFK	chr10	111107641	111107659	-	0.000	0.000	Merged-chr10-111107692-40
NR9323--MA0089.1.MAFG::NFE2L1	chr4	55738674	55738679	+	0.000	0.000	Merged-chr4-55738499-1
NR3045--MA0089.1.MAFG::NFE2L1	chr12	117993607	117993612	+	0.000	0.000	Merged-chr12-117993666-52
NR2830--MA0117.2.Mafb	chr12	75572498	75572509	-	0.000	0.000	Merged-chr12-75572455-24
NR13234--MA0659.1.MAFG	chr9	78448210	78448230	+	0.000	0.000	Merged-chr9-78448370-64
NR13616--MA0501.1.MAF::NFE2	chrX	71468813	71468827	-	0.000	0.000	Merged-chrX-71468864-48
NR12613--MA0501.1.MAF::NFE2	chr8	64826687	64826701	-	0.000	0.000	Merged-chr8-64826546-37
NR11169--MA0089.1.MAFG::NFE2L1	chr6	83763019	83763024	+	0.000	0.000	Merged-chr6-83763123-27
NR2216--MA0089.1.MAFG::NFE2L1	chr11	43388470	43388475	-	0.000	0.000	Merged-chr11-43388426-63
NR10506--MA0117.2.Mafb	chr5	118269183	118269194	+	0.000	0.000	Merged-chr5-118269215-26
NR13039--MA0089.1.MAFG::NFE2L1	chr9	14926806	14926811	-	0.000	0.000	Merged-chr9-14926732-51
NR2387--MA0117.2.Mafb	chr11	98513118	98513129	+	0.000	0.000	Merged-chr11-98513180-30
NR5838--MA0496.2.MAFK	chr17	31789318	31789336	-	0.000	0.000	Merged-chr17-31789470-34
NR2057--MA0591.1.Bach1::Mafk	chr11	3165469	3165483	-	0.000	0.000	Merged-chr11-3165665-33
NR12406--MA0501.1.MAF::NFE2	chr8	18936424	18936438	+	0.000	0.000	Merged-chr8-18936505-32
NR3938--MA0089.1.MAFG::NFE2L1	chr14	14347567	14347572	-	0.000	0.000	Merged-chr14-14347680-9
NR6816--MA0496.2.MAFK	chr19	32320555	32320573	-	0.000	0.000	Merged-chr19-32320426-40
NR6742--MA0117.2.Mafb	chr19	5850313	5850324	+	0.000	0.000	Merged-chr19-5850230-41
NR2279--MA0501.1.MAF::NFE2	chr11	62280809	62280823	+	0.000	0.000	Merged-chr11-62280813-1
NR2536--MA0501.1.MAF::NFE2	chr12	16874311	16874325	+	0.000	0.000	Merged-chr12-16874379-16
NR511--MA0495.2.MAFF	chr1	94497025	94497045	+	0.000	0.000	Merged-chr1-94497080-23
NR4887--MA0496.2.MAFK	chr15	69158261	69158279	-	0.000	0.000	Merged-chr15-69158261-1
NR2963--MA0495.2.MAFF	chr12	102425144	102425164	+	0.000	0.000	Merged-chr12-102425206-5
NR6233--MA0089.1.MAFG::NFE2L1	chr18	10531709	10531714	+	0.000	0.000	Merged-chr18-10531815-35
NR13778--MA0496.2.MAFK	chrY	1010508	1010526	+	0.000	0.000	Merged-chrY-1010379-42
NR11090--MA0117.2.Mafb	chr6	67348193	67348204	+	0.000	0.000	Merged-chr6-67348220-52
NR13428--MA0089.1.MAFG::NFE2L1	chr9	109862857	109862862	-	0.000	0.000	Merged-chr9-109862838-42
NR2264--MA0501.1.MAF::NFE2	chr11	60108754	60108768	+	0.000	0.000	Merged-chr11-60108750-22
NR2853--MA0659.1.MAFG	chr12	81845168	81845188	-	0.000	0.000	Merged-chr12-81845150-28
NR5028--MA0089.1.MAFG::NFE2L1	chr15	93712836	93712841	-	0.000	0.000	Merged-chr15-93712745-43
NR11530--MA0089.1.MAFG::NFE2L1	chr6	136498015	136498020	+	0.000	0.000	Merged-chr6-136498019-38
NR6754--MA0495.2.MAFF	chr19	8997796	8997816	-	0.000	0.000	Merged-chr19-8997882-60
NR9116--MA0591.1.Bach1::Mafk	chr4	14819961	14819975	+	0.000	0.000	Merged-chr4-14819908-10
NR4206--MA0591.1.Bach1::Mafk	chr14	54200359	54200373	+	0.000	0.000	Merged-chr14-54200449-7
NR7174--MA0117.2.Mafb	chr2	52176797	52176808	+	0.000	0.000	Merged-chr2-52176630-15
NR9912--MA0089.1.MAFG::NFE2L1	chr5	8426055	8426060	+	0.000	0.000	Merged-chr5-8426095-8
NR1979--MA0089.1.MAFG::NFE2L1	chr10	121331255	121331260	+	0.000	0.000	Merged-chr10-121331107-36
NR4012--MA0117.2.Mafb	chr14	27560687	27560698	+	0.000	0.000	Merged-chr14-27560598-17
NR3037--MA0495.2.MAFF	chr12	116625952	116625972	+	0.000	0.000	Merged-chr12-116625840-46
NR13211--MA0089.1.MAFG::NFE2L1	chr9	75645726	75645731	+	0.000	0.000	Merged-chr9-75645586-46
NR11831--MA0591.1.Bach1::Mafk	chr7	49335176	49335190	+	0.000	0.000	Merged-chr7-49335315-27
NR5839--MA0501.1.MAF::NFE2	chr17	31871323	31871337	+	0.000	0.000	Merged-chr17-31871254-26
NR8170--MA0117.2.Mafb	chr3	27607605	27607616	-	0.000	0.000	Merged-chr3-27607578-27
NR1084--MA0089.1.MAFG::NFE2L1	chr1	191259313	191259318	-	0.000	0.000	Merged-chr1-191259374-46
NR9838--MA0089.1.MAFG::NFE2L1	chr4	148742849	148742854	-	0.000	0.000	Merged-chr4-148742861-33
NR12208--MA0089.1.MAFG::NFE2L1	chr7	112225753	112225758	+	0.000	0.000	Merged-chr7-112225883-54
NR10308--MA0495.2.MAFF	chr5	76565520	76565540	-	0.000	0.000	Merged-chr5-76565486-34
NR7564--MA0089.1.MAFG::NFE2L1	chr2	121866041	121866046	+	0.000	0.000	Merged-chr2-121866161-7
NR1665--MA0659.1.MAFG	chr10	79909196	79909216	-	0.000	0.000	Merged-chr10-79909301-6
NR9852--MA0501.1.MAF::NFE2	chr4	152318824	152318838	-	0.000	0.000	Merged-chr4-152318994-28
NR13387--MA0501.1.MAF::NFE2	chr9	99469970	99469984	-	0.000	0.000	Merged-chr9-99469936-29
NR8712--MA0117.2.Mafb	chr3	116661661	116661672	-	0.000	0.000	Merged-chr3-116661706-5
NR8795--MA0089.1.MAFG::NFE2L1	chr3	130976469	130976474	+	0.000	0.000	Merged-chr3-130976377-12
NR3256--MA0089.1.MAFG::NFE2L1	chr13	32965638	32965643	+	0.000	0.000	Merged-chr13-32965785-122
NR6331--MA0089.1.MAFG::NFE2L1	chr18	32353049	32353054	+	0.000	0.000	Merged-chr18-32352849-42
NR11016--MA0591.1.Bach1::Mafk	chr6	57583832	57583846	-	0.000	0.000	Merged-chr6-57584006-3
NR1672--MA0501.1.MAF::NFE2	chr10	80249141	80249155	-	0.000	0.000	Merged-chr10-80249310-65
NR7462--MA0089.1.MAFG::NFE2L1	chr2	102040308	102040313	+	0.000	0.000	Merged-chr2-102040255-6
NR1688--MA0089.1.MAFG::NFE2L1	chr10	82795540	82795545	+	0.000	0.000	Merged-chr10-82795366-64
NR12181--MA0089.1.MAFG::NFE2L1	chr7	109265802	109265807	-	0.000	0.000	Merged-chr7-109265818-41
NR8550--MA0591.1.Bach1::Mafk	chr3	89912852	89912866	+	0.000	0.000	Merged-chr3-89912987-87
NR11966--MA0496.2.MAFK	chr7	74471952	74471970	-	0.000	0.000	Merged-chr7-74471905-6
NR670--MA0117.2.Mafb	chr1	119457064	119457075	+	0.000	0.000	Merged-chr1-119457268-70
NR5213--MA0089.1.MAFG::NFE2L1	chr16	23171169	23171174	+	0.000	0.000	Merged-chr16-23171002-17
NR4850--MA0089.1.MAFG::NFE2L1	chr15	63969410	63969415	+	0.000	0.000	Merged-chr15-63969330-24
NR1341--MA0591.1.Bach1::Mafk	chr10	34418442	34418456	-	0.000	0.000	Merged-chr10-34418340-93
NR5602--MA0501.1.MAF::NFE2	chr16	88710908	88710922	-	0.000	0.000	Merged-chr16-88710826-2
NR9238--MA0117.2.Mafb	chr4	41714401	41714412	+	0.000	0.000	Merged-chr4-41714458-10
NR7938--MA0496.2.MAFK	chr2	173749173	173749191	+	0.000	0.000	Merged-chr2-173749391-11
NR7595--MA0501.1.MAF::NFE2	chr2	125136046	125136060	+	0.000	0.000	Merged-chr2-125136116-38
NR4275--MA0495.2.MAFF	chr14	78273820	78273840	-	0.000	0.000	Merged-chr14-78273841-14
NR3057--MA0117.2.Mafb	chr13	4110540	4110551	-	0.000	0.000	Merged-chr13-4110676-26
NR4393--MA0117.2.Mafb	chr14	103017209	103017220	-	0.000	0.000	Merged-chr14-103017290-44
NR2533--MA0591.1.Bach1::Mafk	chr12	15811188	15811202	+	0.000	0.000	Merged-chr12-15811206-3
NR9258--MA0089.1.MAFG::NFE2L1	chr4	47287681	47287686	-	0.000	0.000	Merged-chr4-47287610-6
NR5139--MA0089.1.MAFG::NFE2L1	chr16	8470799	8470804	-	0.000	0.000	Merged-chr16-8470808-56
NR5577--MA0117.2.Mafb	chr16	84972108	84972119	+	0.000	0.000	Merged-chr16-84972104-8
NR968--MA0496.2.MAFK	chr1	174921247	174921265	-	0.000	0.000	Merged-chr1-174921307-1
NR744--MA0591.1.Bach1::Mafk	chr1	139179655	139179669	-	0.000	0.000	Merged-chr1-139179531-1
NR2979--MA0117.2.Mafb	chr12	104076285	104076296	+	0.000	0.000	Merged-chr12-104076319-3
NR13150--MA0501.1.MAF::NFE2	chr9	53603581	53603595	-	0.000	0.000	Merged-chr9-53603556-33
NR6531--MA0089.1.MAFG::NFE2L1	chr18	61638188	61638193	-	0.000	0.000	Merged-chr18-61638222-61
NR301--MA0496.2.MAFK	chr1	65186473	65186491	+	0.000	0.000	Merged-chr1-65186701-72
NR12987--MA0659.1.MAFG	chr8	128596686	128596706	+	0.000	0.000	Merged-chr8-128596588-1
NR4403--MA0591.1.Bach1::Mafk	chr14	103979916	103979930	-	0.000	0.000	Merged-chr14-103979829-3
NR2471--MA0591.1.Bach1::Mafk	chr11	119991486	119991500	+	0.000	0.000	Merged-chr11-119991452-27
NR899--MA0659.1.MAFG	chr1	165828808	165828828	+	0.000	0.000	Merged-chr1-165828679-59
NR4597--MA0496.2.MAFK	chr15	8625547	8625565	-	0.000	0.000	Merged-chr15-8625615-29
NR10131--MA0117.2.Mafb	chr5	43425120	43425131	+	0.000	0.000	Merged-chr5-43425059-17
NR5492--MA0117.2.Mafb	chr16	70421351	70421362	+	0.000	0.000	Merged-chr16-70421204-38
NR9062--MA0495.2.MAFF	chr4	6446815	6446835	+	0.000	0.000	Merged-chr4-6446926-20
NR11888--MA0117.2.Mafb	chr7	58770478	58770489	+	0.000	0.000	Merged-chr7-58770520-9
NR9386--MA0117.2.Mafb	chr4	63486681	63486692	+	0.000	0.000	Merged-chr4-63486767-20
NR11754--MA0089.1.MAFG::NFE2L1	chr7	28209117	28209122	-	0.000	0.000	Merged-chr7-28209018-32
NR8893--MA0089.1.MAFG::NFE2L1	chr3	143399664	143399669	-	0.000	0.000	Merged-chr3-143399493-1
NR11263--MA0089.1.MAFG::NFE2L1	chr6	99643708	99643713	-	0.000	0.000	Merged-chr6-99643748-32
NR291--MA0501.1.MAF::NFE2	chr1	62986479	62986493	-	0.000	0.000	Merged-chr1-62986538-11
NR431--MA0496.2.MAFK	chr1	81301964	81301982	-	0.000	0.000	Merged-chr1-81301857-6
NR813--MA0089.1.MAFG::NFE2L1	chr1	149127700	149127705	-	0.000	0.000	Merged-chr1-149127777-1
NR9834--MA0089.1.MAFG::NFE2L1	chr4	147904931	147904936	-	0.000	0.000	Merged-chr4-147904845-69
NR12318--MA0591.1.Bach1::Mafk	chr7	141072587	141072601	-	0.000	0.000	Merged-chr7-141072410-71
NR205--MA0117.2.Mafb	chr1	45825388	45825399	+	0.000	0.000	Merged-chr1-45825325-25
NR4924--MA0496.2.MAFK	chr15	75549077	75549095	-	0.000	0.000	Merged-chr15-75549017-20
NR6951--MA0501.1.MAF::NFE2	chr2	11205823	11205837	+	0.000	0.000	Merged-chr2-11205998-7
NR9064--MA0659.1.MAFG	chr4	6446815	6446835	+	0.000	0.000	Merged-chr4-6446926-20
NR11964--MA0591.1.Bach1::Mafk	chr7	74471954	74471968	+	0.000	0.000	Merged-chr7-74471905-6
NR13687--MA0501.1.MAF::NFE2	chrX	114474092	114474106	+	0.000	0.000	Merged-chrX-114474330-36
NR13233--MA0591.1.Bach1::Mafk	chr9	78448213	78448227	+	0.000	0.000	Merged-chr9-78448370-64
NR10636--MA0089.1.MAFG::NFE2L1	chr5	147063457	147063462	-	0.000	0.000	Merged-chr5-147063758-85
NR5802--MA0089.1.MAFG::NFE2L1	chr17	26503163	26503168	+	0.000	0.000	Merged-chr17-26503198-72
NR3793--MA0591.1.Bach1::Mafk	chr13	119472036	119472050	-	0.000	0.000	Merged-chr13-119472102-16
NR6731--MA0089.1.MAFG::NFE2L1	chr18	90098930	90098935	+	0.000	0.000	Merged-chr18-90098932-1
NR3152--MA0089.1.MAFG::NFE2L1	chr13	12278062	12278067	-	0.000	0.000	Merged-chr13-12278128-6
NR4657--MA0501.1.MAF::NFE2	chr15	25817412	25817426	-	0.000	0.000	Merged-chr15-25817272-36
NR1382--MA0089.1.MAFG::NFE2L1	chr10	37721369	37721374	+	0.000	0.000	Merged-chr10-37721362-7
NR8738--MA0495.2.MAFF	chr3	121593326	121593346	-	0.000	0.000	Merged-chr3-121593516-30
NR6124--MA0495.2.MAFF	chr17	86063692	86063712	+	0.000	0.000	Merged-chr17-86063661-27
NR1730--MA0591.1.Bach1::Mafk	chr10	88405930	88405944	-	0.000	0.000	Merged-chr10-88405928-47
NR3606--MA0496.2.MAFK	chr13	92636942	92636960	+	0.000	0.000	Merged-chr13-92636983-54
NR2459--MA0501.1.MAF::NFE2	chr11	117109902	117109916	+	0.000	0.000	Merged-chr11-117109823-31
NR1263--MA0659.1.MAFG	chr10	20119542	20119562	-	0.000	0.000	Merged-chr10-20119637-31
NR12493--MA0591.1.Bach1::Mafk	chr8	35250900	35250914	-	0.000	0.000	Merged-chr8-35250826-10
NR2308--MA0117.2.Mafb	chr11	73137763	73137774	-	0.000	0.000	Merged-chr11-73137945-101
NR12211--MA0495.2.MAFF	chr7	112369096	112369116	-	0.000	0.000	Merged-chr7-112369142-36
NR7082--MA0089.1.MAFG::NFE2L1	chr2	34790510	34790515	+	0.000	0.000	Merged-chr2-34790571-52
NR13031--MA0089.1.MAFG::NFE2L1	chr9	13536892	13536897	+	0.000	0.000	Merged-chr9-13536890-20
NR380--MA0659.1.MAFG	chr1	72870499	72870519	-	0.000	0.000	Merged-chr1-72870469-25
NR4499--MA0496.2.MAFK	chr14	118796409	118796427	+	0.000	0.000	Merged-chr14-118796395-16
NR10236--MA0591.1.Bach1::Mafk	chr5	65895445	65895459	-	0.000	0.000	Merged-chr5-65895360-6
NR6633--MA0501.1.MAF::NFE2	chr18	78579514	78579528	-	0.000	0.000	Merged-chr18-78579539-1
NR5620--MA0591.1.Bach1::Mafk	chr16	92696776	92696790	+	0.000	0.000	Merged-chr16-92696848-16
NR12213--MA0659.1.MAFG	chr7	112369096	112369116	+	0.000	0.000	Merged-chr7-112369142-36
NR2465--MA0659.1.MAFG	chr11	117878437	117878457	+	0.000	0.000	Merged-chr11-117878483-30
NR13413--MA0495.2.MAFF	chr9	108156924	108156944	+	0.000	0.000	Merged-chr9-108157018-18
NR2815--MA0591.1.Bach1::Mafk	chr12	69893059	69893073	-	0.000	0.000	Merged-chr12-69892936-80
NR6555--MA0089.1.MAFG::NFE2L1	chr18	65301639	65301644	-	0.000	0.000	Merged-chr18-65301634-12
NR6366--MA0495.2.MAFF	chr18	39068273	39068293	-	0.000	0.000	Merged-chr18-39068377-42
NR9752--MA0495.2.MAFF	chr4	142153734	142153754	-	0.000	0.000	Merged-chr4-142153700-30
NR1592--MA0496.2.MAFK	chr10	67512299	67512317	-	0.000	0.000	Merged-chr10-67512381-13
NR12896--MA0089.1.MAFG::NFE2L1	chr8	111527342	111527347	-	0.000	0.000	Merged-chr8-111527388-53
NR6126--MA0117.2.Mafb	chr17	86063701	86063712	-	0.000	0.000	Merged-chr17-86063661-27
NR13131--MA0089.1.MAFG::NFE2L1	chr9	44361684	44361689	-	0.000	0.000	Merged-chr9-44361748-43
NR12668--MA0495.2.MAFF	chr8	72571103	72571123	-	0.000	0.000	Merged-chr8-72571324-95
NR5928--MA0089.1.MAFG::NFE2L1	chr17	51408573	51408578	+	0.000	0.000	Merged-chr17-51408616-68
NR12492--MA0089.1.MAFG::NFE2L1	chr8	35205679	35205684	+	0.000	0.000	Merged-chr8-35205738-9
NR11072--MA0089.1.MAFG::NFE2L1	chr6	66155080	66155085	-	0.000	0.000	Merged-chr6-66154948-26
NR9754--MA0659.1.MAFG	chr4	142153734	142153754	+	0.000	0.000	Merged-chr4-142153700-30
NR10690--MA0591.1.Bach1::Mafk	chr6	3345466	3345480	+	0.000	0.000	Merged-chr6-3345422-65
NR6908--MA0495.2.MAFF	chr2	6478400	6478420	-	0.000	0.000	Merged-chr2-6478572-51
NR6944--MA0089.1.MAFG::NFE2L1	chr2	11100473	11100478	+	0.000	0.000	Merged-chr2-11100320-38
NR3649--MA0117.2.Mafb	chr13	102273405	102273416	+	0.000	0.000	Merged-chr13-102273368-2
NR8539--MA0659.1.MAFG	chr3	88503277	88503297	-	0.000	0.000	Merged-chr3-88503323-39
NR11128--MA0659.1.MAFG	chr6	70709472	70709492	-	0.000	0.000	Merged-chr6-70709572-48
NR11287--MA0089.1.MAFG::NFE2L1	chr6	103685175	103685180	-	0.000	0.000	Merged-chr6-103685153-3
NR1599--MA0117.2.Mafb	chr10	67911606	67911617	-	0.000	0.000	Merged-chr10-67911704-3
NR13149--MA0591.1.Bach1::Mafk	chr9	53603584	53603598	-	0.000	0.000	Merged-chr9-53603556-33
NR5033--MA0089.1.MAFG::NFE2L1	chr15	94276645	94276650	-	0.000	0.000	Merged-chr15-94276800-21
NR1595--MA0089.1.MAFG::NFE2L1	chr10	67658044	67658049	+	0.000	0.000	Merged-chr10-67657975-87
NR10897--MA0501.1.MAF::NFE2	chr6	34869614	34869628	+	0.000	0.000	Merged-chr6-34869594-48
NR6811--MA0117.2.Mafb	chr19	32268705	32268716	+	0.000	0.000	Merged-chr19-32268730-8
NR9244--MA0501.1.MAF::NFE2	chr4	43052782	43052796	+	0.000	0.000	Merged-chr4-43052876-24
NR12236--MA0591.1.Bach1::Mafk	chr7	118922766	118922780	-	0.000	0.000	Merged-chr7-118922669-15
NR12106--MA0659.1.MAFG	chr7	96629755	96629775	-	0.000	0.000	Merged-chr7-96629765-2
NR2436--MA0496.2.MAFK	chr11	115463666	115463684	+	0.000	0.000	Merged-chr11-115463666-29
NR12228--MA0089.1.MAFG::NFE2L1	chr7	114494256	114494261	+	0.000	0.000	Merged-chr7-114494244-9
