#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Maf/DKO_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.up.bed
NR1734--MA0591.1.Bach1::Mafk	chr10	121294169	121294183	+	0.000	0.000	Merged-chr10-121294097-50
NR3598--MA0496.2.MAFK	chr13	113322204	113322222	+	0.000	0.000	Merged-chr13-113322180-25
NR37--MA0117.2.Mafb	chr1	20766839	20766850	-	0.000	0.000	Merged-chr1-20766829-14
NR12082--MA0495.2.MAFF	chr8	123287510	123287530	-	0.000	0.000	Merged-chr8-123287508-25
NR8900--MA0591.1.Bach1::Mafk	chr4	127060912	127060926	-	0.000	0.000	Merged-chr4-127061069-56
NR8942--MA0117.2.Mafb	chr4	133688691	133688702	+	0.000	0.000	Merged-chr4-133688584-12
NR5559--MA0495.2.MAFF	chr17	88213760	88213780	+	0.000	0.000	Merged-chr17-88213709-19
NR8945--MA0495.2.MAFF	chr4	134121760	134121780	-	0.000	0.000	Merged-chr4-134121781-8
NR3943--MA0501.1.MAF::NFE2	chr14	72778152	72778166	-	0.000	0.000	Merged-chr14-72778135-45
NR4158--MA0089.1.MAFG::NFE2L1	chr15	9528410	9528415	-	0.000	0.000	Merged-chr15-9528468-81
NR2879--MA0089.1.MAFG::NFE2L1	chr12	110706907	110706912	-	0.000	0.000	Merged-chr12-110706932-16
NR1459--MA0089.1.MAFG::NFE2L1	chr10	81266888	81266893	+	0.000	0.000	Merged-chr10-81266768-46
NR5677--MA0117.2.Mafb	chr18	34856036	34856047	-	0.000	0.000	Merged-chr18-34855881-9
NR12443--MA0089.1.MAFG::NFE2L1	chr9	67902174	67902179	+	0.000	0.000	Merged-chr9-67901955-26
NR5458--MA0659.1.MAFG	chr17	73893415	73893435	-	0.000	0.000	Merged-chr17-73893477-27
NR561--MA0089.1.MAFG::NFE2L1	chr1	131204609	131204614	+	0.000	0.000	Merged-chr1-131204658-49
NR7873--MA0495.2.MAFF	chr3	95664227	95664247	+	0.000	0.000	Merged-chr3-95664146-32
NR5463--MA0089.1.MAFG::NFE2L1	chr17	74394749	74394754	-	0.000	0.000	Merged-chr17-74394908-1
NR2065--MA0496.2.MAFK	chr11	73131229	73131247	+	0.000	0.000	Merged-chr11-73131233-35
NR8868--MA0089.1.MAFG::NFE2L1	chr4	122939253	122939258	+	0.000	0.000	Merged-chr4-122939330-24
NR4171--MA0659.1.MAFG	chr15	10723725	10723745	+	0.000	0.000	Merged-chr15-10723648-41
NR10950--MA0591.1.Bach1::Mafk	chr7	30973524	30973538	-	0.000	0.000	Merged-chr7-30973485-1
NR1922--MA0089.1.MAFG::NFE2L1	chr11	46375151	46375156	+	0.000	0.000	Merged-chr11-46375177-31
NR11979--MA0117.2.Mafb	chr8	111955336	111955347	-	0.000	0.000	Merged-chr8-111955328-48
NR10384--MA0089.1.MAFG::NFE2L1	chr6	108324513	108324518	+	0.000	0.000	Merged-chr6-108324380-1
NR4998--MA0501.1.MAF::NFE2	chr16	87665452	87665466	+	0.000	0.000	Merged-chr16-87665627-46
NR1949--MA0591.1.Bach1::Mafk	chr11	52274944	52274958	+	0.000	0.000	Merged-chr11-52275171-95
NR8947--MA0659.1.MAFG	chr4	134121760	134121780	-	0.000	0.000	Merged-chr4-134121781-8
NR5838--MA0501.1.MAF::NFE2	chr18	63692315	63692329	-	0.000	0.000	Merged-chr18-63692384-62
NR11959--MA0496.2.MAFK	chr8	106795005	106795023	-	0.000	0.000	Merged-chr8-106794988-23
NR2819--MA0591.1.Bach1::Mafk	chr12	105022392	105022406	-	0.000	0.000	Merged-chr12-105022450-54
NR8928--MA0501.1.MAF::NFE2	chr4	130902725	130902739	+	0.000	0.000	Merged-chr4-130902724-33
NR9595--MA0089.1.MAFG::NFE2L1	chr5	103719958	103719963	+	0.000	0.000	Merged-chr5-103720100-12
NR2415--MA0495.2.MAFF	chr11	121039351	121039371	+	0.000	0.000	Merged-chr11-121039238-62
NR12392--MA0591.1.Bach1::Mafk	chr9	61187133	61187147	+	0.000	0.000	Merged-chr9-61187199-16
NR10314--MA0496.2.MAFK	chr6	99435315	99435333	+	0.000	0.000	Merged-chr6-99435291-39
NR8407--MA0591.1.Bach1::Mafk	chr4	20033154	20033168	+	0.000	0.000	Merged-chr4-20033263-40
NR8385--MA0496.2.MAFK	chr4	11887895	11887913	-	0.000	0.000	Merged-chr4-11887917-34
NR5460--MA0496.2.MAFK	chr17	73893416	73893434	-	0.000	0.000	Merged-chr17-73893477-27
NR8966--MA0591.1.Bach1::Mafk	chr4	136206419	136206433	-	0.000	0.000	Merged-chr4-136206356-47
NR6461--MA0495.2.MAFF	chr2	27693883	27693903	+	0.000	0.000	Merged-chr2-27693880-30
NR12669--MA0591.1.Bach1::Mafk	chr9	106203250	106203264	-	0.000	0.000	Merged-chr9-106203255-66
NR10195--MA0089.1.MAFG::NFE2L1	chr6	73210625	73210630	+	0.000	0.000	Merged-chr6-73210689-51
NR3560--MA0501.1.MAF::NFE2	chr13	109843231	109843245	-	0.000	0.000	Merged-chr13-109843139-39
NR5361--MA0089.1.MAFG::NFE2L1	chr17	56162384	56162389	-	0.000	0.000	Merged-chr17-56162461-54
NR789--MA0089.1.MAFG::NFE2L1	chr1	162186935	162186940	+	0.000	0.000	Merged-chr1-162187046-32
NR7346--MA0089.1.MAFG::NFE2L1	chr2	158160159	158160164	-	0.000	0.000	Merged-chr2-158160127-37
NR6302--MA0089.1.MAFG::NFE2L1	chr19	56682007	56682012	-	0.000	0.000	Merged-chr19-56681979-1
NR7087--MA0117.2.Mafb	chr2	125667316	125667327	-	0.000	0.000	Merged-chr2-125667396-37
NR6492--MA0089.1.MAFG::NFE2L1	chr2	32288078	32288083	-	0.000	0.000	Merged-chr2-32288192-62
NR312--MA0501.1.MAF::NFE2	chr1	80746546	80746560	+	0.000	0.000	Merged-chr1-80746602-112
NR12640--MA0501.1.MAF::NFE2	chr9	100462315	100462329	+	0.000	0.000	Merged-chr9-100462229-47
NR11460--MA0659.1.MAFG	chr7	127014384	127014404	-	0.000	0.000	Merged-chr7-127014477-45
NR7814--MA0501.1.MAF::NFE2	chr3	86247958	86247972	-	0.000	0.000	Merged-chr3-86247740-69
NR13006--MA0089.1.MAFG::NFE2L1	chrX	159257272	159257277	+	0.000	0.000	Merged-chrX-159257265-34
NR1432--MA0496.2.MAFK	chr10	77939676	77939694	+	0.000	0.000	Merged-chr10-77939812-4
NR12152--MA0089.1.MAFG::NFE2L1	chr8	127381452	127381457	-	0.000	0.000	Merged-chr8-127381511-17
NR9180--MA0495.2.MAFF	chr5	8075506	8075526	-	0.000	0.000	Merged-chr5-8075370-38
NR5616--MA0501.1.MAF::NFE2	chr18	10744227	10744241	-	0.000	0.000	Merged-chr18-10744169-16
NR12858--MA0089.1.MAFG::NFE2L1	chrX	36983869	36983874	+	0.000	0.000	Merged-chrX-36983948-23
NR8918--MA0496.2.MAFK	chr4	129575382	129575400	+	0.000	0.000	Merged-chr4-129575376-54
NR350--MA0659.1.MAFG	chr1	85982152	85982172	+	0.000	0.000	Merged-chr1-85981995-4
NR2049--MA0591.1.Bach1::Mafk	chr11	71230852	71230866	+	0.000	0.000	Merged-chr11-71230864-28
NR1575--MA0501.1.MAF::NFE2	chr10	96391831	96391845	+	0.000	0.000	Merged-chr10-96391802-8
NR6368--MA0591.1.Bach1::Mafk	chr2	6086121	6086135	-	0.000	0.000	Merged-chr2-6086104-9
NR1695--MA0591.1.Bach1::Mafk	chr10	117710138	117710152	-	0.000	0.000	Merged-chr10-117710308-131
NR7768--MA0659.1.MAFG	chr3	65886304	65886324	+	0.000	0.000	Merged-chr3-65886068-18
NR8779--MA0089.1.MAFG::NFE2L1	chr4	108371682	108371687	+	0.000	0.000	Merged-chr4-108371608-19
NR12945--MA0089.1.MAFG::NFE2L1	chrX	101737587	101737592	-	0.000	0.000	Merged-chrX-101737471-46
NR8288--MA0089.1.MAFG::NFE2L1	chr3	152209744	152209749	+	0.000	0.000	Merged-chr3-152209810-2
NR8965--MA0117.2.Mafb	chr4	136172145	136172156	-	0.000	0.000	Merged-chr4-136172134-18
NR3616--MA0089.1.MAFG::NFE2L1	chr13	115011757	115011762	-	0.000	0.000	Merged-chr13-115011790-8
NR2386--MA0089.1.MAFG::NFE2L1	chr11	118260066	118260071	+	0.000	0.000	Merged-chr11-118260262-42
NR9126--MA0496.2.MAFK	chr4	152196520	152196538	+	0.000	0.000	Merged-chr4-152196535-12
NR11557--MA0495.2.MAFF	chr7	140983129	140983149	-	0.000	0.000	Merged-chr7-140983161-18
NR13019--MA0089.1.MAFG::NFE2L1	chrX	164402270	164402275	-	0.000	0.000	Merged-chrX-164402268-12
NR9715--MA0659.1.MAFG	chr5	121503092	121503112	+	0.000	0.000	Merged-chr5-121503139-12
NR10930--MA0659.1.MAFG	chr7	29816016	29816036	+	0.000	0.000	Merged-chr7-29816029-62
NR8375--MA0089.1.MAFG::NFE2L1	chr4	8907038	8907043	-	0.000	0.000	Merged-chr4-8906961-41
NR5676--MA0089.1.MAFG::NFE2L1	chr18	34751628	34751633	+	0.000	0.000	Merged-chr18-34751743-52
NR3827--MA0496.2.MAFK	chr14	59087336	59087354	-	0.000	0.000	Merged-chr14-59087274-14
NR8260--MA0089.1.MAFG::NFE2L1	chr3	148465812	148465817	-	0.000	0.000	Merged-chr3-148465597-36
NR7529--MA0495.2.MAFF	chr2	173452102	173452122	+	0.000	0.000	Merged-chr2-173452276-60
NR5479--MA0495.2.MAFF	chr17	79100059	79100079	-	0.000	0.000	Merged-chr17-79100085-51
NR688--MA0501.1.MAF::NFE2	chr1	152042554	152042568	+	0.000	0.000	Merged-chr1-152042522-12
NR12989--MA0659.1.MAFG	chrX	142792380	142792400	-	0.000	0.000	Merged-chrX-142792362-24
NR8650--MA0495.2.MAFF	chr4	89351107	89351127	+	0.000	0.000	Merged-chr4-89351221-94
NR6126--MA0089.1.MAFG::NFE2L1	chr19	21785914	21785919	-	0.000	0.000	Merged-chr19-21785964-7
NR2208--MA0501.1.MAF::NFE2	chr11	97936097	97936111	-	0.000	0.000	Merged-chr11-97936039-14
NR2844--MA0591.1.Bach1::Mafk	chr12	107640584	107640598	+	0.000	0.000	Merged-chr12-107640697-5
NR7839--MA0591.1.Bach1::Mafk	chr3	90248127	90248141	-	0.000	0.000	Merged-chr3-90248138-59
NR9391--MA0089.1.MAFG::NFE2L1	chr5	65091565	65091570	+	0.000	0.000	Merged-chr5-65091600-42
NR3865--MA0117.2.Mafb	chr14	63194859	63194870	+	0.000	0.000	Merged-chr14-63194714-49
NR7220--MA0495.2.MAFF	chr2	144245718	144245738	+	0.000	0.000	Merged-chr2-144245539-27
NR1192--MA0501.1.MAF::NFE2	chr10	20104789	20104803	+	0.000	0.000	Merged-chr10-20104701-24
NR4994--MA0591.1.Bach1::Mafk	chr16	87665449	87665463	+	0.000	0.000	Merged-chr16-87665627-46
NR3200--MA0591.1.Bach1::Mafk	chr13	49294321	49294335	+	0.000	0.000	Merged-chr13-49294257-17
NR10142--MA0117.2.Mafb	chr6	66972548	66972559	-	0.000	0.000	Merged-chr6-66972767-79
NR11423--MA0089.1.MAFG::NFE2L1	chr7	123369060	123369065	+	0.000	0.000	Merged-chr7-123369010-1,Merged-chr7-123369239-2
NR6687--MA0117.2.Mafb	chr2	68466205	68466216	-	0.000	0.000	Merged-chr2-68466295-74
NR5689--MA0089.1.MAFG::NFE2L1	chr18	38484253	38484258	+	0.000	0.000	Merged-chr18-38484055-88
NR6428--MA0089.1.MAFG::NFE2L1	chr2	18953284	18953289	+	0.000	0.000	Merged-chr2-18953259-7
NR7222--MA0659.1.MAFG	chr2	144245718	144245738	-	0.000	0.000	Merged-chr2-144245539-27
NR8979--MA0089.1.MAFG::NFE2L1	chr4	139337303	139337308	-	0.000	0.000	Merged-chr4-139337251-35
NR3801--MA0591.1.Bach1::Mafk	chr14	54169043	54169057	+	0.000	0.000	Merged-chr14-54168999-35
NR8488--MA0089.1.MAFG::NFE2L1	chr4	46630482	46630487	+	0.000	0.000	Merged-chr4-46630507-12
NR11799--MA0495.2.MAFF	chr8	75202261	75202281	+	0.000	0.000	Merged-chr8-75202303-18
NR6381--MA0495.2.MAFF	chr2	9536067	9536087	+	0.000	0.000	Merged-chr2-9536121-12
NR1166--MA0089.1.MAFG::NFE2L1	chr10	10224829	10224834	+	0.000	0.000	Merged-chr10-10224805-34
NR5661--MA0089.1.MAFG::NFE2L1	chr18	25479855	25479860	-	0.000	0.000	Merged-chr18-25479728-10
NR5237--MA0496.2.MAFK	chr17	26572480	26572498	+	0.000	0.000	Merged-chr17-26572396-49
NR304--MA0591.1.Bach1::Mafk	chr1	79581567	79581581	+	0.000	0.000	Merged-chr1-79581562-59
NR9429--MA0089.1.MAFG::NFE2L1	chr5	75791987	75791992	+	0.000	0.000	Merged-chr5-75792010-32
NR11812--MA0089.1.MAFG::NFE2L1	chr8	77482225	77482230	+	0.000	0.000	Merged-chr8-77482121-16
NR12452--MA0659.1.MAFG	chr9	72097291	72097311	+	0.000	0.000	Merged-chr9-72097262-35
NR13007--MA0501.1.MAF::NFE2	chrX	159678605	159678619	-	0.000	0.000	Merged-chrX-159678637-12
NR12004--MA0501.1.MAF::NFE2	chr8	115227110	115227124	+	0.000	0.000	Merged-chr8-115227272-68
NR5480--MA0591.1.Bach1::Mafk	chr17	79100062	79100076	-	0.000	0.000	Merged-chr17-79100085-51
NR3425--MA0495.2.MAFF	chr13	96697952	96697972	+	0.000	0.000	Merged-chr13-96698036-39
NR3210--MA0495.2.MAFF	chr13	51738918	51738938	+	0.000	0.000	Merged-chr13-51738760-6
NR10524--MA0591.1.Bach1::Mafk	chr6	125541049	125541063	+	0.000	0.000	Merged-chr6-125540912-17
NR6383--MA0659.1.MAFG	chr2	9536067	9536087	+	0.000	0.000	Merged-chr2-9536121-12
NR3123--MA0089.1.MAFG::NFE2L1	chr13	32993542	32993547	-	0.000	0.000	Merged-chr13-32993550-50
NR3588--MA0591.1.Bach1::Mafk	chr13	113170411	113170425	+	0.000	0.000	Merged-chr13-113170375-49
NR10682--MA0089.1.MAFG::NFE2L1	chr6	140542105	140542110	-	0.000	0.000	Merged-chr6-140542293-26
NR8440--MA0495.2.MAFF	chr4	33791655	33791675	-	0.000	0.000	Merged-chr4-33791808-5
NR219--MA0089.1.MAFG::NFE2L1	chr1	62829929	62829934	-	0.000	0.000	Merged-chr1-62829921-36
NR3829--MA0089.1.MAFG::NFE2L1	chr14	59397162	59397167	+	0.000	0.000	Merged-chr14-59397210-50
NR93--MA0501.1.MAF::NFE2	chr1	40315683	40315697	-	0.000	0.000	Merged-chr1-40315664-11
NR8632--MA0496.2.MAFK	chr4	88045001	88045019	-	0.000	0.000	Merged-chr4-88045023-3
NR5049--MA0591.1.Bach1::Mafk	chr16	92059201	92059215	-	0.000	0.000	Merged-chr16-92059027-26
NR11247--MA0089.1.MAFG::NFE2L1	chr7	101896630	101896635	-	0.000	0.000	Merged-chr7-101896554-69
NR3655--MA0117.2.Mafb	chr14	7933844	7933855	-	0.000	0.000	Merged-chr14-7933850-33
NR7342--MA0089.1.MAFG::NFE2L1	chr2	156882593	156882598	-	0.000	0.000	Merged-chr2-156882642-42
NR10393--MA0089.1.MAFG::NFE2L1	chr6	108537159	108537164	+	0.000	0.000	Merged-chr6-108536943-79
NR349--MA0495.2.MAFF	chr1	85982152	85982172	-	0.000	0.000	Merged-chr1-85981995-4
NR3223--MA0591.1.Bach1::Mafk	chr13	51970334	51970348	+	0.000	0.000	Merged-chr13-51970284-43
NR12424--MA0501.1.MAF::NFE2	chr9	65010832	65010846	-	0.000	0.000	Merged-chr9-65010971-53
NR10909--MA0089.1.MAFG::NFE2L1	chr7	24377288	24377293	+	0.000	0.000	Merged-chr7-24377357-8
NR9327--MA0089.1.MAFG::NFE2L1	chr5	36374157	36374162	-	0.000	0.000	Merged-chr5-36374064-52
NR4469--MA0089.1.MAFG::NFE2L1	chr15	82147324	82147329	-	0.000	0.000	Merged-chr15-82147198-69
NR9703--MA0089.1.MAFG::NFE2L1	chr5	118376009	118376014	+	0.000	0.000	Merged-chr5-118376006-52
NR2554--MA0501.1.MAF::NFE2	chr12	36215294	36215308	-	0.000	0.000	Merged-chr12-36215246-21
NR12884--MA0496.2.MAFK	chrX	59568330	59568348	+	0.000	0.000	Merged-chrX-59568240-6
NR7585--MA0501.1.MAF::NFE2	chr2	180300403	180300417	-	0.000	0.000	Merged-chr2-180300527-7
NR7053--MA0089.1.MAFG::NFE2L1	chr2	120352979	120352984	-	0.000	0.000	Merged-chr2-120353009-52
NR5774--MA0089.1.MAFG::NFE2L1	chr18	56435951	56435956	+	0.000	0.000	Merged-chr18-56435913-30
NR5373--MA0591.1.Bach1::Mafk	chr17	57126034	57126048	-	0.000	0.000	Merged-chr17-57126152-41
NR6715--MA0089.1.MAFG::NFE2L1	chr2	75683096	75683101	+	0.000	0.000	Merged-chr2-75683146-50
NR3340--MA0495.2.MAFF	chr13	75844206	75844226	+	0.000	0.000	Merged-chr13-75844274-45
NR11058--MA0089.1.MAFG::NFE2L1	chr7	66652484	66652489	-	0.000	0.000	Merged-chr7-66652361-19
NR7644--MA0089.1.MAFG::NFE2L1	chr3	21953069	21953074	+	0.000	0.000	Merged-chr3-21953185-77
NR6224--MA0089.1.MAFG::NFE2L1	chr19	42306374	42306379	+	0.000	0.000	Merged-chr19-42306300-48
NR1697--MA0496.2.MAFK	chr10	117710136	117710154	+	0.000	0.000	Merged-chr10-117710308-131
NR6790--MA0089.1.MAFG::NFE2L1	chr2	91921901	91921906	+	0.000	0.000	Merged-chr2-91921982-40
NR5548--MA0501.1.MAF::NFE2	chr17	86850856	86850870	+	0.000	0.000	Merged-chr17-86850931-27
NR10714--MA0495.2.MAFF	chr6	142884193	142884213	+	0.000	0.000	Merged-chr6-142884312-23
NR9629--MA0089.1.MAFG::NFE2L1	chr5	107777610	107777615	+	0.000	0.000	Merged-chr5-107777420-29
NR8573--MA0501.1.MAF::NFE2	chr4	62696110	62696124	-	0.000	0.000	Merged-chr4-62695960-32
NR4996--MA0659.1.MAFG	chr16	87665446	87665466	+	0.000	0.000	Merged-chr16-87665627-46
NR8570--MA0495.2.MAFF	chr4	62696110	62696130	+	0.000	0.000	Merged-chr4-62695960-32
NR1892--MA0591.1.Bach1::Mafk	chr11	32580671	32580685	+	0.000	0.000	Merged-chr11-32580688-47
NR4449--MA0501.1.MAF::NFE2	chr15	80704286	80704300	+	0.000	0.000	Merged-chr15-80704480-26
NR11145--MA0089.1.MAFG::NFE2L1	chr7	81789498	81789503	-	0.000	0.000	Merged-chr7-81789360-69
NR11134--MA0117.2.Mafb	chr7	80410467	80410478	+	0.000	0.000	Merged-chr7-80410451-25
NR2604--MA0501.1.MAF::NFE2	chr12	69386065	69386079	-	0.000	0.000	Merged-chr12-69386095-60
NR6375--MA0501.1.MAF::NFE2	chr2	8870268	8870282	+	0.000	0.000	Merged-chr2-8870300-9
NR3427--MA0117.2.Mafb	chr13	96697952	96697963	+	0.000	0.000	Merged-chr13-96698036-39
NR9653--MA0659.1.MAFG	chr5	112227398	112227418	-	0.000	0.000	Merged-chr5-112227442-20
NR10997--MA0089.1.MAFG::NFE2L1	chr7	45873008	45873013	-	0.000	0.000	Merged-chr7-45873052-66
NR4252--MA0089.1.MAFG::NFE2L1	chr15	55699888	55699893	+	0.000	0.000	Merged-chr15-55699814-18
NR1934--MA0591.1.Bach1::Mafk	chr11	51264661	51264675	+	0.000	0.000	Merged-chr11-51264498-29
NR10869--MA0591.1.Bach1::Mafk	chr7	16003172	16003186	+	0.000	0.000	Merged-chr7-16003232-2
NR651--MA0591.1.Bach1::Mafk	chr1	144330438	144330452	+	0.000	0.000	Merged-chr1-144330572-51
NR3431--MA0501.1.MAF::NFE2	chr13	96697952	96697966	-	0.000	0.000	Merged-chr13-96698036-39
NR9993--MA0117.2.Mafb	chr6	31168962	31168973	-	0.000	0.000	Merged-chr6-31168865-5
NR4067--MA0496.2.MAFK	chr14	105177468	105177486	+	0.000	0.000	Merged-chr14-105177397-2
NR4958--MA0089.1.MAFG::NFE2L1	chr16	78236975	78236980	+	0.000	0.000	Merged-chr16-78236959-38
NR2799--MA0089.1.MAFG::NFE2L1	chr12	102725393	102725398	-	0.000	0.000	Merged-chr12-102725313-9
NR2139--MA0591.1.Bach1::Mafk	chr11	87074104	87074118	-	0.000	0.000	Merged-chr11-87073947-35
NR11584--MA0496.2.MAFK	chr7	143764031	143764049	-	0.000	0.000	Merged-chr7-143764018-22
NR3239--MA0501.1.MAF::NFE2	chr13	52985565	52985579	+	0.000	0.000	Merged-chr13-52985661-11
NR180--MA0591.1.Bach1::Mafk	chr1	58195681	58195695	+	0.000	0.000	Merged-chr1-58195651-24
NR877--MA0501.1.MAF::NFE2	chr1	171921518	171921532	-	0.000	0.000	Merged-chr1-171921445-86
NR1233--MA0501.1.MAF::NFE2	chr10	28696608	28696622	-	0.000	0.000	Merged-chr10-28696715-18
NR7579--MA0495.2.MAFF	chr2	180300403	180300423	+	0.000	0.000	Merged-chr2-180300527-7
NR9964--MA0496.2.MAFK	chr6	17060330	17060348	+	0.000	0.000	Merged-chr6-17060384-13
NR6168--MA0501.1.MAF::NFE2	chr19	32172691	32172705	+	0.000	0.000	Merged-chr19-32172725-56
NR9747--MA0117.2.Mafb	chr5	124943817	124943828	+	0.000	0.000	Merged-chr5-124943788-2
NR2395--MA0089.1.MAFG::NFE2L1	chr11	118401985	118401990	+	0.000	0.000	Merged-chr11-118401958-49
NR11076--MA0591.1.Bach1::Mafk	chr7	68350178	68350192	+	0.000	0.000	Merged-chr7-68350249-38
NR4066--MA0501.1.MAF::NFE2	chr14	105177473	105177487	+	0.000	0.000	Merged-chr14-105177397-2
NR3900--MA0495.2.MAFF	chr14	68048502	68048522	+	0.000	0.000	Merged-chr14-68048538-29
NR2418--MA0591.1.Bach1::Mafk	chr11	121039354	121039368	-	0.000	0.000	Merged-chr11-121039238-62
NR6539--MA0089.1.MAFG::NFE2L1	chr2	37565818	37565823	+	0.000	0.000	Merged-chr2-37565860-32
NR11059--MA0501.1.MAF::NFE2	chr7	66652474	66652488	-	0.000	0.000	Merged-chr7-66652361-19
NR9870--MA0496.2.MAFK	chr5	146655356	146655374	+	0.000	0.000	Merged-chr5-146655552-37
NR12678--MA0089.1.MAFG::NFE2L1	chr9	109000710	109000715	-	0.000	0.000	Merged-chr9-109000906-26
NR9123--MA0089.1.MAFG::NFE2L1	chr4	151996271	151996276	-	0.000	0.000	Merged-chr4-151996356-68
NR10844--MA0501.1.MAF::NFE2	chr7	3444859	3444873	+	0.000	0.000	Merged-chr7-3444811-26
NR5685--MA0089.1.MAFG::NFE2L1	chr18	37813972	37813977	-	0.000	0.000	Merged-chr18-37813954-31
NR9718--MA0496.2.MAFK	chr5	121503093	121503111	+	0.000	0.000	Merged-chr5-121503139-12
NR1566--MA0089.1.MAFG::NFE2L1	chr10	96015941	96015946	-	0.000	0.000	Merged-chr10-96015913-48
NR544--MA0591.1.Bach1::Mafk	chr1	128615674	128615688	-	0.000	0.000	Merged-chr1-128615599-2
NR8454--MA0495.2.MAFF	chr4	40785958	40785978	-	0.000	0.000	Merged-chr4-40785986-16
NR7104--MA0496.2.MAFK	chr2	128365991	128366009	-	0.000	0.000	Merged-chr2-128365920-27
NR12594--MA0495.2.MAFF	chr9	94441517	94441537	+	0.000	0.000	Merged-chr9-94441414-62
NR12611--MA0591.1.Bach1::Mafk	chr9	94993600	94993614	+	0.000	0.000	Merged-chr9-94993790-30
NR12143--MA0501.1.MAF::NFE2	chr8	126867736	126867750	+	0.000	0.000	Merged-chr8-126867742-65
NR8429--MA0117.2.Mafb	chr4	32405326	32405337	+	0.000	0.000	Merged-chr4-32405236-4
NR603--MA0501.1.MAF::NFE2	chr1	136423395	136423409	+	0.000	0.000	Merged-chr1-136423367-9
NR12903--MA0495.2.MAFF	chrX	77801762	77801782	-	0.000	0.000	Merged-chrX-77801758-16
NR883--MA0089.1.MAFG::NFE2L1	chr1	173392126	173392131	-	0.000	0.000	Merged-chr1-173392014-26
NR602--MA0659.1.MAFG	chr1	136423389	136423409	-	0.000	0.000	Merged-chr1-136423367-9
NR10301--MA0089.1.MAFG::NFE2L1	chr6	97387388	97387393	-	0.000	0.000	Merged-chr6-97387514-39
NR3902--MA0659.1.MAFG	chr14	68048502	68048522	+	0.000	0.000	Merged-chr14-68048538-29
NR9757--MA0591.1.Bach1::Mafk	chr5	125340635	125340649	-	0.000	0.000	Merged-chr5-125340767-86
NR5496--MA0089.1.MAFG::NFE2L1	chr17	80169141	80169146	+	0.000	0.000	Merged-chr17-80169005-20
NR7588--MA0591.1.Bach1::Mafk	chr2	180300552	180300566	+	0.000	0.000	Merged-chr2-180300527-7
NR7931--MA0591.1.Bach1::Mafk	chr3	101286486	101286500	-	0.000	0.000	Merged-chr3-101286451-105
NR7122--MA0496.2.MAFK	chr2	130030039	130030057	+	0.000	0.000	Merged-chr2-130029976-28
NR3709--MA0501.1.MAF::NFE2	chr14	25640608	25640622	-	0.000	0.000	Merged-chr14-25640736-54
NR10227--MA0089.1.MAFG::NFE2L1	chr6	86148813	86148818	+	0.000	0.000	Merged-chr6-86148822-10
NR1579--MA0089.1.MAFG::NFE2L1	chr10	96725018	96725023	+	0.000	0.000	Merged-chr10-96724956-66
NR5737--MA0117.2.Mafb	chr18	50016872	50016883	+	0.000	0.000	Merged-chr18-50017066-69
NR4698--MA0591.1.Bach1::Mafk	chr16	22794958	22794972	-	0.000	0.000	Merged-chr16-22794765-7
NR4699--MA0501.1.MAF::NFE2	chr16	22794961	22794975	+	0.000	0.000	Merged-chr16-22794765-7
NR7981--MA0501.1.MAF::NFE2	chr3	107274069	107274083	+	0.000	0.000	Merged-chr3-107274021-28
NR4005--MA0501.1.MAF::NFE2	chr14	86847324	86847338	-	0.000	0.000	Merged-chr14-86847401-13
NR3449--MA0089.1.MAFG::NFE2L1	chr13	98832868	98832873	-	0.000	0.000	Merged-chr13-98832743-37
NR2029--MA0089.1.MAFG::NFE2L1	chr11	67578715	67578720	-	0.000	0.000	Merged-chr11-67578583-16
NR1175--MA0089.1.MAFG::NFE2L1	chr10	13832742	13832747	+	0.000	0.000	Merged-chr10-13832875-42
NR10526--MA0501.1.MAF::NFE2	chr6	125541046	125541060	-	0.000	0.000	Merged-chr6-125540912-17
NR290--MA0089.1.MAFG::NFE2L1	chr1	78478073	78478078	+	0.000	0.000	Merged-chr1-78478073-15
NR4636--MA0496.2.MAFK	chr16	11014662	11014680	+	0.000	0.000	Merged-chr16-11014683-9
NR4977--MA0591.1.Bach1::Mafk	chr16	84710154	84710168	-	0.000	0.000	Merged-chr16-84710095-10
NR9667--MA0659.1.MAFG	chr5	113664320	113664340	+	0.000	0.000	Merged-chr5-113664370-10
NR9323--MA0089.1.MAFG::NFE2L1	chr5	35818088	35818093	-	0.000	0.000	Merged-chr5-35818089-1
NR7502--MA0591.1.Bach1::Mafk	chr2	170126439	170126453	+	0.000	0.000	Merged-chr2-170126544-26
NR3045--MA0089.1.MAFG::NFE2L1	chr13	8831748	8831753	+	0.000	0.000	Merged-chr13-8831757-38
NR8093--MA0089.1.MAFG::NFE2L1	chr3	130691917	130691922	-	0.000	0.000	Merged-chr3-130691928-1
NR4841--MA0089.1.MAFG::NFE2L1	chr16	50372815	50372820	-	0.000	0.000	Merged-chr16-50372785-42
