#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Runx/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.up.bed
NR7156--MA0002.2.RUNX1	chr4	148070074	148070084	-	0.000	0.000	Merged-chr4-148069999-26
NR9392--MA0511.2.RUNX2	chr8	114264135	114264143	-	0.000	0.000	Merged-chr8-114264109-12
NR3468--MA0684.1.RUNX3	chr15	41846675	41846684	-	0.000	0.000	Merged-chr15-41846585-48
NR9458--MA0511.2.RUNX2	chr8	124242430	124242438	-	0.000	0.000	Merged-chr8-124242348-54
NR9236--MA0684.1.RUNX3	chr8	56476307	56476316	-	0.000	0.000	Merged-chr8-56476391-12
NR4080--MA0002.2.RUNX1	chr16	95820194	95820204	+	0.000	0.000	Merged-chr16-95820235-13
NR7679--MA0002.2.RUNX1	chr5	121564595	121564605	+	0.000	0.000	Merged-chr5-121564703-31
NR2737--MA0002.2.RUNX1	chr13	86046847	86046857	+	0.000	0.000	Merged-chr13-86046681-54
NR10245--MA0002.2.RUNX1	chrX	164427444	164427454	+	0.000	0.000	Merged-chrX-164427497-25
NR612--MA0684.1.RUNX3	chr1	161794747	161794756	-	0.000	0.000	Merged-chr1-161794797-65
NR9567--MA0511.2.RUNX2	chr9	31301275	31301283	+	0.000	0.000	Merged-chr9-31301307-111
NR3848--MA0684.1.RUNX3	chr16	36724112	36724121	-	0.000	0.000	Merged-chr16-36724137-4
NR7394--MA0684.1.RUNX3	chr5	62858476	62858485	-	0.000	0.000	Merged-chr5-62858471-55
NR9197--MA0002.2.RUNX1	chr8	34124342	34124352	+	0.000	0.000	Merged-chr8-34124409-82
NR3656--MA0511.2.RUNX2	chr15	93438922	93438930	-	0.000	0.000	Merged-chr15-93438886-30
NR9468--MA0002.2.RUNX1	chr8	124617348	124617358	-	0.000	0.000	Merged-chr8-124617386-28
NR4255--MA0002.2.RUNX1	chr17	37203822	37203832	+	0.000	0.000	Merged-chr17-37203831-32
NR2780--MA0002.2.RUNX1	chr13	93785433	93785443	+	0.000	0.000	Merged-chr13-93785385-35
NR9739--MA0002.2.RUNX1	chr9	70040165	70040175	+	0.000	0.000	Merged-chr9-70040199-23
NR5114--MA0684.1.RUNX3	chr19	57055914	57055923	+	0.000	0.000	Merged-chr19-57055875-36
NR10248--MA0511.2.RUNX2	chrX	168673463	168673471	+	0.000	0.000	Merged-chrX-168673546-118
NR71--MA0511.2.RUNX2	chr1	36025101	36025109	-	0.000	0.000	Merged-chr1-36025179-31
NR9202--MA0684.1.RUNX3	chr8	34740485	34740494	-	0.000	0.000	Merged-chr8-34740455-84
NR4112--MA0002.2.RUNX1	chr17	6008217	6008227	+	0.000	0.000	Merged-chr17-6008372-53
NR5366--MA0684.1.RUNX3	chr2	59482995	59483004	-	0.000	0.000	Merged-chr2-59482840-22
NR7169--MA0002.2.RUNX1	chr4	149697983	149697993	-	0.000	0.000	Merged-chr4-149697962-1
NR8595--MA0002.2.RUNX1	chr7	43438734	43438744	+	0.000	0.000	Merged-chr7-43438752-42
NR8200--MA0002.2.RUNX1	chr6	108630932	108630942	+	0.000	0.000	Merged-chr6-108631007-44
NR368--MA0002.2.RUNX1	chr1	98130231	98130241	+	0.000	0.000	Merged-chr1-98130284-39
NR5174--MA0511.2.RUNX2	chr2	8965051	8965059	-	0.000	0.000	Merged-chr2-8965212-53
NR6520--MA0002.2.RUNX1	chr3	146758174	146758184	+	0.000	0.000	Merged-chr3-146758289-47
NR6315--MA0002.2.RUNX1	chr3	115692546	115692556	-	0.000	0.000	Merged-chr3-115692552-34
NR7569--MA0684.1.RUNX3	chr5	105675682	105675691	-	0.000	0.000	Merged-chr5-105675662-27
NR6871--MA0511.2.RUNX2	chr4	97657874	97657882	+	0.000	0.000	Merged-chr4-97657761-27
NR10135--MA0684.1.RUNX3	chrX	71378634	71378643	-	0.000	0.000	Merged-chrX-71378738-26
NR6715--MA0684.1.RUNX3	chr4	43562673	43562682	-	0.000	0.000	Merged-chr4-43562415-82
NR9106--MA0684.1.RUNX3	chr7	144822211	144822220	-	0.000	0.000	Merged-chr7-144822124-13
NR1195--MA0511.2.RUNX2	chr10	83719015	83719023	-	0.000	0.000	Merged-chr10-83719047-59
NR1466--MA0511.2.RUNX2	chr10	130439228	130439236	-	0.000	0.000	Merged-chr10-130439179-24
NR625--MA0684.1.RUNX3	chr1	162740461	162740470	+	0.000	0.000	Merged-chr1-162740242-97
NR682--MA0002.2.RUNX1	chr1	171222657	171222667	+	0.000	0.000	Merged-chr1-171222616-56
NR3047--MA0002.2.RUNX1	chr14	45080380	45080390	-	0.000	0.000	Merged-chr14-45080367-24
NR5349--MA0511.2.RUNX2	chr2	58282830	58282838	+	0.000	0.000	Merged-chr2-58282647-50
NR433--MA0511.2.RUNX2	chr1	126817906	126817914	+	0.000	0.000	Merged-chr1-126817924-65
NR1989--MA0511.2.RUNX2	chr12	25240277	25240285	+	0.000	0.000	Merged-chr12-25240283-42
NR2588--MA0002.2.RUNX1	chr13	49298749	49298759	-	0.000	0.000	Merged-chr13-49298668-48
NR9437--MA0511.2.RUNX2	chr8	120889336	120889344	-	0.000	0.000	Merged-chr8-120889347-18
NR8356--MA0002.2.RUNX1	chr6	129608688	129608698	+	0.000	0.000	Merged-chr6-129608600-43
NR4996--MA0002.2.RUNX1	chr19	32496627	32496637	+	0.000	0.000	Merged-chr19-32496642-11
NR7059--MA0684.1.RUNX3	chr4	134511127	134511136	-	0.000	0.000	Merged-chr4-134511089-32
NR9338--MA0002.2.RUNX1	chr8	94134682	94134692	+	0.000	0.000	Merged-chr8-94134861-17
NR2716--MA0002.2.RUNX1	chr13	81675840	81675850	-	0.000	0.000	Merged-chr13-81675595-44
NR2401--MA0511.2.RUNX2	chr12	118411072	118411080	-	0.000	0.000	Merged-chr12-118411153-21
NR8879--MA0002.2.RUNX1	chr7	112918188	112918198	-	0.000	0.000	Merged-chr7-112918016-3
NR6262--MA0002.2.RUNX1	chr3	105133261	105133271	+	0.000	0.000	Merged-chr3-105133189-20
NR6804--MA0002.2.RUNX1	chr4	63861393	63861403	-	0.000	0.000	Merged-chr4-63861232-54
NR10019--MA0002.2.RUNX1	chr9	119823990	119824000	-	0.000	0.000	Merged-chr9-119823942-29
NR8835--MA0511.2.RUNX2	chr7	105554416	105554424	+	0.000	0.000	Merged-chr7-105554530-56
NR8465--MA0002.2.RUNX1	chr6	145002345	145002355	+	0.000	0.000	Merged-chr6-145002461-23
NR238--MA0002.2.RUNX1	chr1	73826561	73826571	-	0.000	0.000	Merged-chr1-73826476-37
NR9324--MA0684.1.RUNX3	chr8	86856476	86856485	+	0.000	0.000	Merged-chr8-86856376-59
NR2160--MA0684.1.RUNX3	chr12	85603048	85603057	-	0.000	0.000	Merged-chr12-85603037-13
NR2702--MA0684.1.RUNX3	chr13	76139035	76139044	-	0.000	0.000	Merged-chr13-76139009-23
NR5488--MA0684.1.RUNX3	chr2	85725975	85725984	+	0.000	0.000	Merged-chr2-85725914-24
NR3208--MA0684.1.RUNX3	chr14	79115159	79115168	-	0.000	0.000	Merged-chr14-79115074-10
NR380--MA0511.2.RUNX2	chr1	105443391	105443399	+	0.000	0.000	Merged-chr1-105443622-43
NR2954--MA0684.1.RUNX3	chr14	12243954	12243963	-	0.000	0.000	Merged-chr14-12243878-61
NR8180--MA0684.1.RUNX3	chr6	100323496	100323505	+	0.000	0.000	Merged-chr6-100323311-5
NR5197--MA0002.2.RUNX1	chr2	13718971	13718981	-	0.000	0.000	Merged-chr2-13718816-55
NR9655--MA0511.2.RUNX2	chr9	53786873	53786881	+	0.000	0.000	Merged-chr9-53786922-72
NR4886--MA0684.1.RUNX3	chr18	89214999	89215008	-	0.000	0.000	Merged-chr18-89214991-26
NR969--MA0511.2.RUNX2	chr10	26919701	26919709	-	0.000	0.000	Merged-chr10-26919627-16
NR10065--MA0511.2.RUNX2	chrX	17521350	17521358	+	0.000	0.000	Merged-chrX-17521323-26
NR8974--MA0684.1.RUNX3	chr7	125635628	125635637	-	0.000	0.000	Merged-chr7-125635870-68
NR4965--MA0511.2.RUNX2	chr19	21510326	21510334	-	0.000	0.000	Merged-chr19-21510334-13
NR1095--MA0684.1.RUNX3	chr10	67727768	67727777	+	0.000	0.000	Merged-chr10-67727735-22
NR8431--MA0002.2.RUNX1	chr6	140508635	140508645	+	0.000	0.000	Merged-chr6-140508405-40
NR7627--MA0511.2.RUNX2	chr5	114826496	114826504	+	0.000	0.000	Merged-chr5-114826460-42
NR3298--MA0684.1.RUNX3	chr14	116210532	116210541	+	0.000	0.000	Merged-chr14-116210530-30
NR7008--MA0511.2.RUNX2	chr4	124695933	124695941	-	0.000	0.000	Merged-chr4-124696004-25
NR6132--MA0002.2.RUNX1	chr3	84679038	84679048	-	0.000	0.000	Merged-chr3-84679070-45
NR6798--MA0002.2.RUNX1	chr4	63399419	63399429	-	0.000	0.000	Merged-chr4-63399469-54
NR4247--MA0002.2.RUNX1	chr17	35704810	35704820	+	0.000	0.000	Merged-chr17-35704869-55
NR2772--MA0002.2.RUNX1	chr13	93175820	93175830	-	0.000	0.000	Merged-chr13-93175751-12
NR9416--MA0511.2.RUNX2	chr8	117074472	117074480	-	0.000	0.000	Merged-chr8-117074609-38
NR8811--MA0002.2.RUNX1	chr7	99429113	99429123	+	0.000	0.000	Merged-chr7-99429027-29
NR4499--MA0002.2.RUNX1	chr17	88599092	88599102	+	0.000	0.000	Merged-chr17-88599180-35
NR2424--MA0002.2.RUNX1	chr13	6652639	6652649	-	0.000	0.000	Merged-chr13-6652733-20
NR6241--MA0002.2.RUNX1	chr3	102724374	102724384	-	0.000	0.000	Merged-chr3-102724263-19
NR7495--MA0684.1.RUNX3	chr5	96171825	96171834	-	0.000	0.000	Merged-chr5-96171884-25
NR1206--MA0511.2.RUNX2	chr10	84897547	84897555	+	0.000	0.000	Merged-chr10-84897526-62
NR2947--MA0002.2.RUNX1	chr14	7913994	7914004	+	0.000	0.000	Merged-chr14-7914040-29
NR965--MA0684.1.RUNX3	chr10	26799660	26799669	+	0.000	0.000	Merged-chr10-26799592-100
NR7098--MA0511.2.RUNX2	chr4	139242141	139242149	-	0.000	0.000	Merged-chr4-139242159-17
NR8795--MA0511.2.RUNX2	chr7	97748279	97748287	+	0.000	0.000	Merged-chr7-97748330-11
NR8400--MA0511.2.RUNX2	chr6	136683866	136683874	+	0.000	0.000	Merged-chr6-136683885-26
NR1458--MA0511.2.RUNX2	chr10	128637208	128637216	-	0.000	0.000	Merged-chr10-128637070-78
NR822--MA0684.1.RUNX3	chr1	191480307	191480316	-	0.000	0.000	Merged-chr1-191480137-17
NR6621--MA0002.2.RUNX1	chr4	8907046	8907056	-	0.000	0.000	Merged-chr4-8906961-41
NR4613--MA0684.1.RUNX3	chr18	37877745	37877754	-	0.000	0.000	Merged-chr18-37877604-30
NR6416--MA0002.2.RUNX1	chr3	135402594	135402604	-	0.000	0.000	Merged-chr3-135402581-53
NR4194--MA0002.2.RUNX1	chr17	25248490	25248500	-	0.000	0.000	Merged-chr17-25248347-49
NR154--MA0511.2.RUNX2	chr1	54279845	54279853	-	0.000	0.000	Merged-chr1-54279813-25
NR10187--MA0511.2.RUNX2	chrX	101737443	101737451	-	0.000	0.000	Merged-chrX-101737471-46
NR8701--MA0684.1.RUNX3	chr7	72350238	72350247	+	0.000	0.000	Merged-chr7-72350151-23
NR4051--MA0002.2.RUNX1	chr16	91562219	91562229	+	0.000	0.000	Merged-chr16-91562152-19
NR7527--MA0684.1.RUNX3	chr5	100916620	100916629	+	0.000	0.000	Merged-chr5-100916697-39
NR3247--MA0511.2.RUNX2	chr14	101879179	101879187	+	0.000	0.000	Merged-chr14-101879110-69
NR948--MA0511.2.RUNX2	chr10	22732437	22732445	-	0.000	0.000	Merged-chr10-22732322-3
NR2122--MA0511.2.RUNX2	chr12	76853983	76853991	-	0.000	0.000	Merged-chr12-76853895-20
NR4574--MA0002.2.RUNX1	chr18	30272702	30272712	-	0.000	0.000	Merged-chr18-30272872-57
NR2894--MA0002.2.RUNX1	chr13	112388364	112388374	+	0.000	0.000	Merged-chr13-112388467-40
NR2023--MA0002.2.RUNX1	chr12	36019761	36019771	+	0.000	0.000	Merged-chr12-36019766-41
NR312--MA0684.1.RUNX3	chr1	89090406	89090415	+	0.000	0.000	Merged-chr1-89090487-27
NR4801--MA0511.2.RUNX2	chr18	75716276	75716284	+	0.000	0.000	Merged-chr18-75716251-26
NR9538--MA0511.2.RUNX2	chr9	14568450	14568458	+	0.000	0.000	Merged-chr9-14568666-36
NR8391--MA0002.2.RUNX1	chr6	134829973	134829983	-	0.000	0.000	Merged-chr6-134830106-68
NR6511--MA0684.1.RUNX3	chr3	145942219	145942228	-	0.000	0.000	Merged-chr3-145942154-31
NR4954--MA0002.2.RUNX1	chr19	20390559	20390569	+	0.000	0.000	Merged-chr19-20390603-26
NR8566--MA0002.2.RUNX1	chr7	27933615	27933625	-	0.000	0.000	Merged-chr7-27933719-74
NR89--MA0511.2.RUNX2	chr1	37030883	37030891	+	0.000	0.000	Merged-chr1-37030914-29
NR8251--MA0511.2.RUNX2	chr6	118621848	118621856	-	0.000	0.000	Merged-chr6-118621968-6
NR500--MA0511.2.RUNX2	chr1	138136593	138136601	-	0.000	0.000	Merged-chr1-138136631-55
NR9992--MA0002.2.RUNX1	chr9	116243855	116243865	-	0.000	0.000	Merged-chr9-116243832-57
NR8695--MA0684.1.RUNX3	chr7	68350155	68350164	-	0.000	0.000	Merged-chr7-68350249-38
NR1358--MA0684.1.RUNX3	chr10	117419100	117419109	-	0.000	0.000	Merged-chr10-117418980-24
NR7619--MA0511.2.RUNX2	chr5	113931086	113931094	+	0.000	0.000	Merged-chr5-113931158-18
NR10229--MA0002.2.RUNX1	chrX	151344070	151344080	+	0.000	0.000	Merged-chrX-151344027-1
NR7126--MA0684.1.RUNX3	chr4	145045906	145045915	+	0.000	0.000	Merged-chr4-145045932-55
NR2512--MA0002.2.RUNX1	chr13	30192029	30192039	+	0.000	0.000	Merged-chr13-30192249-19
NR9485--MA0511.2.RUNX2	chr8	125871176	125871184	+	0.000	0.000	Merged-chr8-125871015-13
NR177--MA0002.2.RUNX1	chr1	60343583	60343593	+	0.000	0.000	Merged-chr1-60343430-63
NR7378--MA0684.1.RUNX3	chr5	53509645	53509654	+	0.000	0.000	Merged-chr5-53509705-20
NR2493--MA0002.2.RUNX1	chr13	24866804	24866814	-	0.000	0.000	Merged-chr13-24866887-32
NR6951--MA0511.2.RUNX2	chr4	109274054	109274062	-	0.000	0.000	Merged-chr4-109273984-17
NR6524--MA0684.1.RUNX3	chr3	146758209	146758218	+	0.000	0.000	Merged-chr3-146758289-47
NR8056--MA0002.2.RUNX1	chr6	72566266	72566276	-	0.000	0.000	Merged-chr6-72566205-29
NR10067--MA0002.2.RUNX1	chrX	17521350	17521360	-	0.000	0.000	Merged-chrX-17521323-26
NR4030--MA0002.2.RUNX1	chr16	89960552	89960562	-	0.000	0.000	Merged-chr16-89960655-20
NR385--MA0511.2.RUNX2	chr1	106152018	106152026	-	0.000	0.000	Merged-chr1-106152101-46
NR7087--MA0002.2.RUNX1	chr4	137854093	137854103	-	0.000	0.000	Merged-chr4-137854061-36
NR163--MA0684.1.RUNX3	chr1	54647525	54647534	-	0.000	0.000	Merged-chr1-54647549-11
NR434--MA0684.1.RUNX3	chr1	126817906	126817915	+	0.000	0.000	Merged-chr1-126817924-65
NR557--MA0002.2.RUNX1	chr1	152369329	152369339	-	0.000	0.000	Merged-chr1-152369531-31
NR3842--MA0002.2.RUNX1	chr16	35952649	35952659	-	0.000	0.000	Merged-chr16-35952666-4
NR9438--MA0684.1.RUNX3	chr8	120889335	120889344	-	0.000	0.000	Merged-chr8-120889347-18
NR5158--MA0511.2.RUNX2	chr2	3756052	3756060	-	0.000	0.000	Merged-chr2-3756075-14
NR4348--MA0002.2.RUNX1	chr17	57194407	57194417	+	0.000	0.000	Merged-chr17-57194359-63
NR3256--MA0684.1.RUNX3	chr14	102834735	102834744	+	0.000	0.000	Merged-chr14-102834808-33
NR7295--MA0511.2.RUNX2	chr5	25092799	25092807	+	0.000	0.000	Merged-chr5-25092896-11
NR8707--MA0002.2.RUNX1	chr7	74544584	74544594	+	0.000	0.000	Merged-chr7-74544568-34
NR4205--MA0002.2.RUNX1	chr17	28015636	28015646	+	0.000	0.000	Merged-chr17-28015703-1
NR543--MA0684.1.RUNX3	chr1	150396149	150396158	+	0.000	0.000	Merged-chr1-150396130-66
NR9498--MA0511.2.RUNX2	chr8	127968207	127968215	-	0.000	0.000	Merged-chr8-127968270-33
NR4063--MA0684.1.RUNX3	chr16	92748397	92748406	+	0.000	0.000	Merged-chr16-92748370-54
NR2383--MA0684.1.RUNX3	chr12	116000042	116000051	+	0.000	0.000	Merged-chr12-116000112-33
NR5316--MA0684.1.RUNX3	chr2	48249784	48249793	+	0.000	0.000	Merged-chr2-48249744-17
NR8545--MA0002.2.RUNX1	chr7	19404180	19404190	+	0.000	0.000	Merged-chr7-19404013-49
NR1800--MA0684.1.RUNX3	chr11	102739354	102739363	+	0.000	0.000	Merged-chr11-102739455-28
NR4314--MA0002.2.RUNX1	chr17	50525193	50525203	+	0.000	0.000	Merged-chr17-50525188-50
NR8674--MA0684.1.RUNX3	chr7	65373545	65373554	-	0.000	0.000	Merged-chr7-65373607-20
NR5376--MA0511.2.RUNX2	chr2	60845519	60845527	-	0.000	0.000	Merged-chr2-60845573-40
NR6246--MA0002.2.RUNX1	chr3	103466208	103466218	-	0.000	0.000	Merged-chr3-103466121-19
NR4295--MA0002.2.RUNX1	chr17	47943291	47943301	+	0.000	0.000	Merged-chr17-47943297-31
NR98--MA0684.1.RUNX3	chr1	38557783	38557792	+	0.000	0.000	Merged-chr1-38557840-50
NR4837--MA0002.2.RUNX1	chr18	80670770	80670780	-	0.000	0.000	Merged-chr18-80670695-6
NR6868--MA0511.2.RUNX2	chr4	95778035	95778043	+	0.000	0.000	Merged-chr4-95778146-34
NR8383--MA0002.2.RUNX1	chr6	133206197	133206207	+	0.000	0.000	Merged-chr6-133206224-36
NR8449--MA0002.2.RUNX1	chr6	143751326	143751336	+	0.000	0.000	Merged-chr6-143751233-79
NR112--MA0511.2.RUNX2	chr1	40473884	40473892	-	0.000	0.000	Merged-chr1-40473860-44
NR4218--MA0002.2.RUNX1	chr17	29304535	29304545	-	0.000	0.000	Merged-chr17-29304449-24
NR490--MA0684.1.RUNX3	chr1	136568883	136568892	-	0.000	0.000	Merged-chr1-136568866-12
NR6454--MA0511.2.RUNX2	chr3	142281331	142281339	+	0.000	0.000	Merged-chr3-142281213-32
NR6725--MA0511.2.RUNX2	chr4	46479220	46479228	+	0.000	0.000	Merged-chr4-46479311-23
NR827--MA0684.1.RUNX3	chr1	192062561	192062570	+	0.000	0.000	Merged-chr1-192062779-52
NR7009--MA0684.1.RUNX3	chr4	124695932	124695941	-	0.000	0.000	Merged-chr4-124696004-25
NR265--MA0002.2.RUNX1	chr1	80418894	80418904	+	0.000	0.000	Merged-chr1-80418874-24
NR8558--MA0002.2.RUNX1	chr7	25155920	25155930	-	0.000	0.000	Merged-chr7-25155994-40
NR9269--MA0002.2.RUNX1	chr8	69176673	69176683	-	0.000	0.000	Merged-chr8-69176623-23
NR8892--MA0684.1.RUNX3	chr7	114480043	114480052	-	0.000	0.000	Merged-chr7-114480046-60
NR3950--MA0684.1.RUNX3	chr16	58694217	58694226	-	0.000	0.000	Merged-chr16-58694307-32
NR7069--MA0511.2.RUNX2	chr4	134853870	134853878	+	0.000	0.000	Merged-chr4-134853664-104
NR9398--MA0684.1.RUNX3	chr8	115045818	115045827	+	0.000	0.000	Merged-chr8-115045943-98
NR4456--MA0684.1.RUNX3	chr17	84226583	84226592	-	0.000	0.000	Merged-chr17-84226544-42
NR9841--MA0002.2.RUNX1	chr9	88722011	88722021	-	0.000	0.000	Merged-chr9-88721964-40
NR7890--MA0002.2.RUNX1	chr6	30617185	30617195	+	0.000	0.000	Merged-chr6-30617295-15
NR2233--MA0002.2.RUNX1	chr12	98212586	98212596	+	0.000	0.000	Merged-chr12-98212636-31
NR2504--MA0002.2.RUNX1	chr13	29756208	29756218	-	0.000	0.000	Merged-chr13-29756237-14
NR5610--MA0002.2.RUNX1	chr2	126467941	126467951	-	0.000	0.000	Merged-chr2-126467944-38
NR2855--MA0511.2.RUNX2	chr13	107095622	107095630	+	0.000	0.000	Merged-chr13-107095527-25
NR1774--MA0002.2.RUNX1	chr11	97434943	97434953	+	0.000	0.000	Merged-chr11-97435107-48
NR8081--MA0511.2.RUNX2	chr6	86548167	86548175	-	0.000	0.000	Merged-chr6-86548021-53
NR8796--MA0684.1.RUNX3	chr7	97748279	97748288	+	0.000	0.000	Merged-chr7-97748330-11
NR7079--MA0002.2.RUNX1	chr4	136570152	136570162	+	0.000	0.000	Merged-chr4-136570246-39
NR5084--MA0511.2.RUNX2	chr19	55384867	55384875	+	0.000	0.000	Merged-chr19-55384868-20
NR549--MA0002.2.RUNX1	chr1	151245253	151245263	+	0.000	0.000	Merged-chr1-151245323-7
NR2742--MA0684.1.RUNX3	chr13	88833923	88833932	-	0.000	0.000	Merged-chr13-88833857-16
NR7922--MA0002.2.RUNX1	chr6	41554461	41554471	+	0.000	0.000	Merged-chr6-41554402-95
NR7558--MA0511.2.RUNX2	chr5	105642691	105642699	-	0.000	0.000	Merged-chr5-105642805-64
NR9016--MA0684.1.RUNX3	chr7	132749006	132749015	+	0.000	0.000	Merged-chr7-132748920-16
NR6748--MA0002.2.RUNX1	chr4	53826422	53826432	+	0.000	0.000	Merged-chr4-53826364-82
NR4797--MA0002.2.RUNX1	chr18	75374180	75374190	+	0.000	0.000	Merged-chr18-75374196-25
NR658--MA0002.2.RUNX1	chr1	165322304	165322314	-	0.000	0.000	Merged-chr1-165322509-22
NR4326--MA0684.1.RUNX3	chr17	52125414	52125423	-	0.000	0.000	Merged-chr17-52125389-32
NR8636--MA0511.2.RUNX2	chr7	55890220	55890228	-	0.000	0.000	Merged-chr7-55890160-26
NR3086--MA0684.1.RUNX3	chr14	55392567	55392576	-	0.000	0.000	Merged-chr14-55392653-26
NR787--MA0684.1.RUNX3	chr1	187228920	187228929	-	0.000	0.000	Merged-chr1-187228770-56
NR8808--MA0002.2.RUNX1	chr7	98809877	98809887	+	0.000	0.000	Merged-chr7-98809754-32
NR2232--MA0684.1.RUNX3	chr12	98212468	98212477	-	0.000	0.000	Merged-chr12-98212636-31
NR1915--MA0002.2.RUNX1	chr11	120729876	120729886	-	0.000	0.000	Merged-chr11-120729772-16
NR6271--MA0511.2.RUNX2	chr3	106996465	106996473	+	0.000	0.000	Merged-chr3-106996369-21
NR2355--MA0002.2.RUNX1	chr12	115003321	115003331	-	0.000	0.000	Merged-chr12-115003436-23
NR9599--MA0511.2.RUNX2	chr9	43096539	43096547	+	0.000	0.000	Merged-chr9-43096353-58
NR6986--MA0684.1.RUNX3	chr4	119897309	119897318	-	0.000	0.000	Merged-chr4-119897419-50
NR6172--MA0002.2.RUNX1	chr3	89906197	89906207	-	0.000	0.000	Merged-chr3-89906356-37
NR6238--MA0002.2.RUNX1	chr3	101661694	101661704	-	0.000	0.000	Merged-chr3-101661770-28
NR2878--MA0002.2.RUNX1	chr13	109922429	109922439	+	0.000	0.000	Merged-chr13-109922319-36
NR6843--MA0684.1.RUNX3	chr4	88115656	88115665	-	0.000	0.000	Merged-chr4-88115597-29
NR148--MA0002.2.RUNX1	chr1	52650254	52650264	+	0.000	0.000	Merged-chr1-52650227-37
NR6909--MA0684.1.RUNX3	chr4	102629842	102629851	-	0.000	0.000	Merged-chr4-102629885-23
NR1753--MA0002.2.RUNX1	chr11	90264333	90264343	+	0.000	0.000	Merged-chr11-90264264-53
NR4415--MA0002.2.RUNX1	chr17	73952311	73952321	-	0.000	0.000	Merged-chr17-73952254-58
NR10137--MA0511.2.RUNX2	chrX	71492680	71492688	+	0.000	0.000	Merged-chrX-71492883-59
NR8232--MA0002.2.RUNX1	chr6	114893967	114893977	-	0.000	0.000	Merged-chr6-114894029-89
NR6347--MA0002.2.RUNX1	chr3	123174283	123174293	+	0.000	0.000	Merged-chr3-123174284-65
NR6618--MA0002.2.RUNX1	chr4	7912803	7912813	-	0.000	0.000	Merged-chr4-7913015-48
NR4667--MA0002.2.RUNX1	chr18	54940565	54940575	-	0.000	0.000	Merged-chr18-54940674-40
NR2987--MA0002.2.RUNX1	chr14	21750404	21750414	-	0.000	0.000	Merged-chr14-21750492-17
NR4081--MA0511.2.RUNX2	chr16	95985000	95985008	-	0.000	0.000	Merged-chr16-95985074-35
NR4352--MA0511.2.RUNX2	chr17	62784252	62784260	+	0.000	0.000	Merged-chr17-62784192-42
NR2196--MA0511.2.RUNX2	chr12	91765685	91765693	+	0.000	0.000	Merged-chr12-91765630-19
NR2467--MA0511.2.RUNX2	chr13	21160944	21160952	+	0.000	0.000	Merged-chr13-21161115-55
NR8235--MA0511.2.RUNX2	chr6	115594677	115594685	+	0.000	0.000	Merged-chr6-115594731-47
NR2368--MA0002.2.RUNX1	chr12	115359119	115359129	+	0.000	0.000	Merged-chr12-115359237-46
NR5950--MA0002.2.RUNX1	chr3	21884395	21884405	-	0.000	0.000	Merged-chr3-21884458-21
NR4875--MA0511.2.RUNX2	chr18	84851323	84851331	-	0.000	0.000	Merged-chr18-84851440-69
NR1991--MA0684.1.RUNX3	chr12	25240277	25240286	+	0.000	0.000	Merged-chr12-25240283-42
NR8341--MA0002.2.RUNX1	chr6	129210617	129210627	+	0.000	0.000	Merged-chr6-129210550-50
NR2324--MA0511.2.RUNX2	chr12	111442587	111442595	-	0.000	0.000	Merged-chr12-111442481-10
NR8407--MA0002.2.RUNX1	chr6	136854829	136854839	-	0.000	0.000	Merged-chr6-136854628-21
NR6185--MA0002.2.RUNX1	chr3	93562573	93562583	-	0.000	0.000	Merged-chr3-93562558-40
NR6456--MA0002.2.RUNX1	chr3	142281338	142281348	-	0.000	0.000	Merged-chr3-142281213-32
NR5159--MA0684.1.RUNX3	chr2	3756051	3756060	-	0.000	0.000	Merged-chr2-3756075-14
NR4190--MA0511.2.RUNX2	chr17	24687236	24687244	-	0.000	0.000	Merged-chr17-24687301-48
NR514--MA0684.1.RUNX3	chr1	139009757	139009766	-	0.000	0.000	Merged-chr1-139009798-23
NR8807--MA0684.1.RUNX3	chr7	98728800	98728809	+	0.000	0.000	Merged-chr7-98728750-2
NR366--MA0002.2.RUNX1	chr1	98022055	98022065	-	0.000	0.000	Merged-chr1-98022036-10
NR8388--MA0002.2.RUNX1	chr6	134048226	134048236	+	0.000	0.000	Merged-chr6-134048216-52
NR9247--MA0684.1.RUNX3	chr8	61561437	61561446	+	0.000	0.000	Merged-chr8-61561458-9
NR988--MA0511.2.RUNX2	chr10	37207077	37207085	-	0.000	0.000	Merged-chr10-37207171-14
NR10084--MA0511.2.RUNX2	chrX	37141941	37141949	-	0.000	0.000	Merged-chrX-37141960-22
NR117--MA0511.2.RUNX2	chr1	40515391	40515399	+	0.000	0.000	Merged-chr1-40515347-62
NR5016--MA0684.1.RUNX3	chr19	36083078	36083087	-	0.000	0.000	Merged-chr19-36083098-3
NR2477--MA0002.2.RUNX1	chr13	22049920	22049930	-	0.000	0.000	Merged-chr13-22049966-26
NR6935--MA0511.2.RUNX2	chr4	106804496	106804504	+	0.000	0.000	Merged-chr4-106804422-78
