#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Runx/Bcl6KO_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.up.bed
NR3184--MA0684.1.RUNX3	chr14	65351608	65351617	+	0.000	0.000	Merged-chr14-65351604-1
NR9174--MA0511.2.RUNX2	chr8	25149178	25149186	+	0.000	0.000	Merged-chr8-25149287-19
NR8635--MA0002.2.RUNX1	chr7	63925515	63925525	-	0.000	0.000	Merged-chr7-63925651-49
NR4881--MA0684.1.RUNX3	chr18	68927254	68927263	-	0.000	0.000	Merged-chr18-68927150-24
NR408--MA0002.2.RUNX1	chr1	135268270	135268280	+	0.000	0.000	Merged-chr1-135268339-27
NR1027--MA0002.2.RUNX1	chr10	59901160	59901170	-	0.000	0.000	Merged-chr10-59901079-2
NR3041--MA0684.1.RUNX3	chr14	25534437	25534446	-	0.000	0.000	Merged-chr14-25534315-15
NR4960--MA0511.2.RUNX2	chr18	81400357	81400365	-	0.000	0.000	Merged-chr18-81400344-68
NR9302--MA0511.2.RUNX2	chr8	83740326	83740334	+	0.000	0.000	Merged-chr8-83740218-49
NR3107--MA0684.1.RUNX3	chr14	53370039	53370048	+	0.000	0.000	Merged-chr14-53369975-12
NR594--MA0002.2.RUNX1	chr1	171782705	171782715	-	0.000	0.000	Merged-chr1-171782627-54
NR865--MA0002.2.RUNX1	chr10	20119533	20119543	-	0.000	0.000	Merged-chr10-20119637-31
NR6541--MA0002.2.RUNX1	chr3	131153976	131153986	+	0.000	0.000	Merged-chr3-131154084-19
NR10027--MA0002.2.RUNX1	chr9	119744091	119744101	-	0.000	0.000	Merged-chr9-119744132-67
NR4804--MA0684.1.RUNX3	chr18	56459018	56459027	+	0.000	0.000	Merged-chr18-56459089-42
NR3120--MA0511.2.RUNX2	chr14	54222638	54222646	-	0.000	0.000	Merged-chr14-54222562-63
NR4861--MA0002.2.RUNX1	chr18	65691625	65691635	-	0.000	0.000	Merged-chr18-65691617-34
NR9283--MA0511.2.RUNX2	chr8	77482106	77482114	+	0.000	0.000	Merged-chr8-77482121-16
NR10090--MA0684.1.RUNX3	chrX	7618418	7618427	+	0.000	0.000	Merged-chrX-7618327-48
NR2661--MA0511.2.RUNX2	chr13	48929802	48929810	-	0.000	0.000	Merged-chr13-48929819-47
NR7669--MA0511.2.RUNX2	chr5	115538823	115538831	-	0.000	0.000	Merged-chr5-115538781-31
NR6859--MA0002.2.RUNX1	chr4	63401123	63401133	+	0.000	0.000	Merged-chr4-63401068-56
NR4242--MA0002.2.RUNX1	chr17	12165580	12165590	-	0.000	0.000	Merged-chr17-12165459-54
NR7447--MA0684.1.RUNX3	chr5	65653980	65653989	-	0.000	0.000	Merged-chr5-65654078-14
NR2291--MA0002.2.RUNX1	chr12	100890846	100890856	-	0.000	0.000	Merged-chr12-100890798-28
NR4593--MA0511.2.RUNX2	chr17	84306339	84306347	-	0.000	0.000	Merged-chr17-84306486-55
NR1536--MA0684.1.RUNX3	chr11	43358960	43358969	-	0.000	0.000	Merged-chr11-43358857-56
NR5575--MA0511.2.RUNX2	chr2	72590114	72590122	-	0.000	0.000	Merged-chr2-72590175-15
NR1388--MA0002.2.RUNX1	chr10	127107654	127107664	-	0.000	0.000	Merged-chr10-127107710-55
NR6445--MA0002.2.RUNX1	chr3	108061524	108061534	-	0.000	0.000	Merged-chr3-108061628-33
NR725--MA0511.2.RUNX2	chr1	185404012	185404020	-	0.000	0.000	Merged-chr1-185404130-28
NR8919--MA0002.2.RUNX1	chr7	118254166	118254176	+	0.000	0.000	Merged-chr7-118254195-24
NR6302--MA0002.2.RUNX1	chr3	82365230	82365240	-	0.000	0.000	Merged-chr3-82365236-33
NR6968--MA0002.2.RUNX1	chr4	102711980	102711990	+	0.000	0.000	Merged-chr4-102711875-43
NR977--MA0511.2.RUNX2	chr10	44029767	44029775	-	0.000	0.000	Merged-chr10-44029776-28
NR3818--MA0511.2.RUNX2	chr16	11455905	11455913	-	0.000	0.000	Merged-chr16-11455887-1
NR2195--MA0002.2.RUNX1	chr12	82268111	82268121	+	0.000	0.000	Merged-chr12-82268056-22
NR2737--MA0002.2.RUNX1	chr13	67375569	67375579	-	0.000	0.000	Merged-chr13-67375654-59
NR8710--MA0002.2.RUNX1	chr7	79423060	79423070	+	0.000	0.000	Merged-chr7-79423104-20
NR3448--MA0002.2.RUNX1	chr15	25817122	25817132	-	0.000	0.000	Merged-chr15-25817272-36
NR2422--MA0511.2.RUNX2	chr12	115258013	115258021	+	0.000	0.000	Merged-chr12-115257987-63
NR878--MA0002.2.RUNX1	chr10	21204900	21204910	-	0.000	0.000	Merged-chr10-21204743-52
NR4480--MA0684.1.RUNX3	chr17	56289436	56289445	+	0.000	0.000	Merged-chr17-56289493-28
NR6283--MA0002.2.RUNX1	chr3	65929644	65929654	-	0.000	0.000	Merged-chr3-65929899-83
NR8790--MA0511.2.RUNX2	chr7	99428990	99428998	-	0.000	0.000	Merged-chr7-99429027-29
NR6825--MA0002.2.RUNX1	chr4	55356025	55356035	-	0.000	0.000	Merged-chr4-55356076-20
NR292--MA0511.2.RUNX2	chr1	94074944	94074952	-	0.000	0.000	Merged-chr1-94075001-17
NR4874--MA0002.2.RUNX1	chr18	67869990	67870000	-	0.000	0.000	Merged-chr18-67870077-8
NR6683--MA0684.1.RUNX3	chr3	153895679	153895688	+	0.000	0.000	Merged-chr3-153895730-42
NR6411--MA0002.2.RUNX1	chr3	101274922	101274932	+	0.000	0.000	Merged-chr3-101274930-55
NR7394--MA0684.1.RUNX3	chr5	43802881	43802890	-	0.000	0.000	Merged-chr5-43802965-6
NR4460--MA0002.2.RUNX1	chr17	51789246	51789256	+	0.000	0.000	Merged-chr17-51789354-14
NR9197--MA0002.2.RUNX1	chr8	34124342	34124352	+	0.000	0.000	Merged-chr8-34124409-82
NR420--MA0511.2.RUNX2	chr1	138931093	138931101	+	0.000	0.000	Merged-chr1-138931080-29
NR10248--MA0511.2.RUNX2	chrX	167206002	167206010	+	0.000	0.000	Merged-chrX-167206151-49
NR9153--MA0511.2.RUNX2	chr8	18626688	18626696	-	0.000	0.000	Merged-chr8-18626725-25
NR864--MA0684.1.RUNX3	chr10	19718862	19718871	-	0.000	0.000	Merged-chr10-19718932-45
NR9424--MA0511.2.RUNX2	chr8	116635507	116635515	+	0.000	0.000	Merged-chr8-116635370-35
NR5237--MA0002.2.RUNX1	chr19	53461507	53461517	-	0.000	0.000	Merged-chr19-53461472-73
NR3229--MA0684.1.RUNX3	chr14	74646555	74646564	-	0.000	0.000	Merged-chr14-74646498-47
NR71--MA0511.2.RUNX2	chr1	40465641	40465649	-	0.000	0.000	Merged-chr1-40465740-44
NR321--MA0002.2.RUNX1	chr1	106152016	106152026	+	0.000	0.000	Merged-chr1-106152101-46
NR2802--MA0511.2.RUNX2	chr13	91541189	91541197	-	0.000	0.000	Merged-chr13-91541138-52
NR8614--MA0002.2.RUNX1	chr7	47094105	47094115	+	0.000	0.000	Merged-chr7-47094137-9
NR3242--MA0511.2.RUNX2	chr14	75318932	75318940	-	0.000	0.000	Merged-chr14-75318936-27
NR4112--MA0002.2.RUNX1	chr16	91562219	91562229	+	0.000	0.000	Merged-chr16-91562152-19
NR5095--MA0684.1.RUNX3	chr19	16128833	16128842	-	0.000	0.000	Merged-chr19-16128909-3
NR2432--MA0002.2.RUNX1	chr12	115359119	115359129	+	0.000	0.000	Merged-chr12-115359237-46
NR5637--MA0684.1.RUNX3	chr2	80579451	80579460	+	0.000	0.000	Merged-chr2-80579477-19
NR10105--MA0511.2.RUNX2	chrX	17365286	17365294	-	0.000	0.000	Merged-chrX-17365333-21
NR7169--MA0002.2.RUNX1	chr4	144906594	144906604	+	0.000	0.000	Merged-chr4-144906777-28
NR2703--MA0002.2.RUNX1	chr13	56507379	56507389	+	0.000	0.000	Merged-chr13-56507278-42
NR8472--MA0684.1.RUNX3	chr6	146776791	146776800	-	0.000	0.000	Merged-chr6-146776808-33
NR639--MA0002.2.RUNX1	chr1	178321440	178321450	+	0.000	0.000	Merged-chr1-178321345-28
NR5445--MA0511.2.RUNX2	chr2	31062383	31062391	-	0.000	0.000	Merged-chr2-31062467-40
NR5716--MA0511.2.RUNX2	chr2	114145438	114145446	+	0.000	0.000	Merged-chr2-114145226-70
NR2290--MA0684.1.RUNX3	chr12	100773292	100773301	-	0.000	0.000	Merged-chr12-100773284-41
NR6315--MA0002.2.RUNX1	chr3	86206739	86206749	+	0.000	0.000	Merged-chr3-86206725-10
NR2832--MA0684.1.RUNX3	chr13	96995393	96995402	+	0.000	0.000	Merged-chr13-96995429-17
NR4364--MA0002.2.RUNX1	chr17	32340362	32340372	-	0.000	0.000	Merged-chr17-32340357-1
NR2955--MA0002.2.RUNX1	chr13	113870521	113870531	+	0.000	0.000	Merged-chr13-113870669-48
NR8995--MA0684.1.RUNX3	chr7	128105589	128105598	+	0.000	0.000	Merged-chr7-128105500-13
NR4320--MA0511.2.RUNX2	chr17	26752476	26752484	-	0.000	0.000	Merged-chr17-26752448-33
NR6715--MA0684.1.RUNX3	chr4	7341338	7341347	-	0.000	0.000	Merged-chr4-7341351-14
NR4493--MA0684.1.RUNX3	chr17	62857484	62857493	+	0.000	0.000	Merged-chr17-62857583-41
NR9977--MA0684.1.RUNX3	chr9	114758432	114758441	+	0.000	0.000	Merged-chr9-114758587-29
NR5697--MA0511.2.RUNX2	chr2	104176657	104176665	+	0.000	0.000	Merged-chr2-104176652-3
NR4221--MA0002.2.RUNX1	chr17	6772125	6772135	-	0.000	0.000	Merged-chr17-6772098-32
NR2541--MA0002.2.RUNX1	chr13	17627285	17627295	-	0.000	0.000	Merged-chr13-17627310-18
NR2812--MA0002.2.RUNX1	chr13	92859007	92859017	+	0.000	0.000	Merged-chr13-92859070-18
NR8581--MA0684.1.RUNX3	chr7	38271429	38271438	-	0.000	0.000	Merged-chr7-38271372-62
NR8975--MA0002.2.RUNX1	chr7	125635627	125635637	+	0.000	0.000	Merged-chr7-125635870-68
NR477--MA0002.2.RUNX1	chr1	155140166	155140176	-	0.000	0.000	Merged-chr1-155140247-32
NR8104--MA0002.2.RUNX1	chr6	86595128	86595138	+	0.000	0.000	Merged-chr6-86595040-14
NR6424--MA0002.2.RUNX1	chr3	103091903	103091913	+	0.000	0.000	Merged-chr3-103091976-34
NR162--MA0511.2.RUNX2	chr1	62829802	62829810	-	0.000	0.000	Merged-chr1-62829921-36
NR1989--MA0511.2.RUNX2	chr11	117872115	117872123	-	0.000	0.000	Merged-chr11-117872185-83
NR2588--MA0002.2.RUNX1	chr13	29974480	29974490	+	0.000	0.000	Merged-chr13-29974387-22
NR8290--MA0002.2.RUNX1	chr6	127302987	127302997	-	0.000	0.000	Merged-chr6-127302896-25
NR7486--MA0511.2.RUNX2	chr5	77253372	77253380	-	0.000	0.000	Merged-chr5-77253463-13
NR10039--MA0684.1.RUNX3	chr9	120030616	120030625	-	0.000	0.000	Merged-chr9-120030518-100
NR6947--MA0002.2.RUNX1	chr4	101176441	101176451	+	0.000	0.000	Merged-chr4-101176356-14
NR3255--MA0511.2.RUNX2	chr14	77861400	77861408	+	0.000	0.000	Merged-chr14-77861310-50
NR685--MA0511.2.RUNX2	chr1	182504347	182504355	-	0.000	0.000	Merged-chr1-182504417-24
NR7059--MA0684.1.RUNX3	chr4	126181386	126181395	+	0.000	0.000	Merged-chr4-126181413-29
NR4125--MA0002.2.RUNX1	chr16	92565886	92565896	-	0.000	0.000	Merged-chr16-92565942-11
NR8690--MA0684.1.RUNX3	chr7	75600561	75600570	+	0.000	0.000	Merged-chr7-75600674-52
NR4681--MA0511.2.RUNX2	chr18	12643081	12643089	+	0.000	0.000	Merged-chr18-12643158-2
NR9023--MA0511.2.RUNX2	chr7	132686646	132686654	+	0.000	0.000	Merged-chr7-132686748-28
NR1148--MA0684.1.RUNX3	chr10	79689276	79689285	+	0.000	0.000	Merged-chr10-79689199-4
NR9196--MA0684.1.RUNX3	chr8	33797599	33797608	+	0.000	0.000	Merged-chr8-33797511-16
NR4853--MA0002.2.RUNX1	chr18	65479299	65479309	-	0.000	0.000	Merged-chr18-65479334-47
NR4648--MA0002.2.RUNX1	chr18	4295372	4295382	-	0.000	0.000	Merged-chr18-4295238-102
NR4919--MA0002.2.RUNX1	chr18	75541214	75541224	-	0.000	0.000	Merged-chr18-75541168-25
NR2697--MA0002.2.RUNX1	chr13	55255485	55255495	+	0.000	0.000	Merged-chr13-55255412-37
NR5507--MA0684.1.RUNX3	chr2	52561263	52561272	+	0.000	0.000	Merged-chr2-52561333-21
NR1227--MA0511.2.RUNX2	chr10	93830105	93830113	+	0.000	0.000	Merged-chr10-93830099-23
NR9546--MA0511.2.RUNX2	chr8	127968207	127968215	-	0.000	0.000	Merged-chr8-127968270-33
NR8194--MA0002.2.RUNX1	chr6	114680768	114680778	+	0.000	0.000	Merged-chr6-114680975-48
NR2924--MA0511.2.RUNX2	chr13	111269819	111269827	+	0.000	0.000	Merged-chr13-111269948-21
NR6785--MA0002.2.RUNX1	chr4	43478608	43478618	+	0.000	0.000	Merged-chr4-43478535-62
NR7373--MA0684.1.RUNX3	chr5	34538613	34538622	-	0.000	0.000	Merged-chr5-34538812-69
NR7439--MA0684.1.RUNX3	chr5	63943498	63943507	+	0.000	0.000	Merged-chr5-63943362-36
NR37--MA0684.1.RUNX3	chr1	20740682	20740691	-	0.000	0.000	Merged-chr1-20740658-39
NR5488--MA0684.1.RUNX3	chr2	46372995	46373004	+	0.000	0.000	Merged-chr2-46373080-32
NR9798--MA0511.2.RUNX2	chr9	80510297	80510305	-	0.000	0.000	Merged-chr9-80510164-9
NR966--MA0002.2.RUNX1	chr10	41984450	41984460	+	0.000	0.000	Merged-chr10-41984389-13
NR8988--MA0002.2.RUNX1	chr7	127376117	127376127	-	0.000	0.000	Merged-chr7-127375955-65
NR4691--MA0002.2.RUNX1	chr18	13016458	13016468	-	0.000	0.000	Merged-chr18-13016580-10
NR651--MA0511.2.RUNX2	chr1	180296300	180296308	-	0.000	0.000	Merged-chr1-180296318-42
NR2683--MA0684.1.RUNX3	chr13	52807815	52807824	-	0.000	0.000	Merged-chr13-52807824-44
NR4962--MA0002.2.RUNX1	chr18	81400378	81400388	+	0.000	0.000	Merged-chr18-81400344-68
NR4486--MA0002.2.RUNX1	chr17	57060614	57060624	+	0.000	0.000	Merged-chr17-57060464-86
NR2411--MA0002.2.RUNX1	chr12	115003321	115003331	-	0.000	0.000	Merged-chr12-115003436-23
NR7148--MA0002.2.RUNX1	chr4	138464070	138464080	-	0.000	0.000	Merged-chr4-138464044-32
NR1607--MA0511.2.RUNX2	chr11	54802018	54802026	+	0.000	0.000	Merged-chr11-54802192-79
NR7419--MA0002.2.RUNX1	chr5	54105738	54105748	-	0.000	0.000	Merged-chr5-54105686-48
NR4442--MA0511.2.RUNX2	chr17	50167698	50167706	+	0.000	0.000	Merged-chr17-50167764-6
NR6771--MA0684.1.RUNX3	chr4	40172494	40172503	+	0.000	0.000	Merged-chr4-40172628-23
NR5153--MA0511.2.RUNX2	chr19	32266644	32266652	+	0.000	0.000	Merged-chr19-32266743-101
NR6023--MA0002.2.RUNX1	chr2	164829008	164829018	+	0.000	0.000	Merged-chr2-164829091-12
NR6850--MA0511.2.RUNX2	chr4	62367820	62367828	+	0.000	0.000	Merged-chr4-62367859-6
NR681--MA0684.1.RUNX3	chr1	182363906	182363915	+	0.000	0.000	Merged-chr1-182363988-37
NR952--MA0684.1.RUNX3	chr10	39402666	39402675	-	0.000	0.000	Merged-chr10-39402648-48
NR7085--MA0511.2.RUNX2	chr4	132463884	132463892	+	0.000	0.000	Merged-chr4-132463983-61
NR8702--MA0002.2.RUNX1	chr7	75891660	75891670	+	0.000	0.000	Merged-chr7-75891656-12
NR6817--MA0002.2.RUNX1	chr4	46618589	46618599	-	0.000	0.000	Merged-chr4-46618486-40
NR2858--MA0684.1.RUNX3	chr13	101529242	101529251	+	0.000	0.000	Merged-chr13-101529212-7
NR2520--MA0002.2.RUNX1	chr13	12575254	12575264	-	0.000	0.000	Merged-chr13-12575154-46
NR4280--MA0511.2.RUNX2	chr17	19435175	19435183	+	0.000	0.000	Merged-chr17-19435269-18
NR185--MA0002.2.RUNX1	chr1	66932130	66932140	+	0.000	0.000	Merged-chr1-66932043-30
NR9608--MA0684.1.RUNX3	chr9	32815671	32815680	-	0.000	0.000	Merged-chr9-32815663-32
NR4723--MA0002.2.RUNX1	chr18	34416004	34416014	+	0.000	0.000	Merged-chr18-34416070-31
NR10174--MA0511.2.RUNX2	chrX	77510082	77510090	-	0.000	0.000	Merged-chrX-77510141-17
NR3155--MA0684.1.RUNX3	chr14	61736909	61736918	-	0.000	0.000	Merged-chr14-61736949-84
NR9416--MA0511.2.RUNX2	chr8	115450956	115450964	-	0.000	0.000	Merged-chr8-115450993-14
NR8606--MA0002.2.RUNX1	chr7	46714622	46714632	+	0.000	0.000	Merged-chr7-46714654-6
NR7243--MA0684.1.RUNX3	chr4	150570117	150570126	-	0.000	0.000	Merged-chr4-150570161-6
NR9046--MA0002.2.RUNX1	chr7	137438346	137438356	+	0.000	0.000	Merged-chr7-137438337-3
NR4975--MA0002.2.RUNX1	chr18	82751303	82751313	-	0.000	0.000	Merged-chr18-82751310-32
NR3678--MA0684.1.RUNX3	chr15	79932477	79932486	+	0.000	0.000	Merged-chr15-79932596-65
NR294--MA0002.2.RUNX1	chr1	94074942	94074952	+	0.000	0.000	Merged-chr1-94075001-17
NR6241--MA0002.2.RUNX1	chr3	52343737	52343747	-	0.000	0.000	Merged-chr3-52343640-60
NR9298--MA0002.2.RUNX1	chr8	82383382	82383392	-	0.000	0.000	Merged-chr8-82383447-3
NR6307--MA0002.2.RUNX1	chr3	84126137	84126147	-	0.000	0.000	Merged-chr3-84126096-28
NR9569--MA0002.2.RUNX1	chr9	14568675	14568685	-	0.000	0.000	Merged-chr9-14568666-36
NR316--MA0511.2.RUNX2	chr1	105752370	105752378	+	0.000	0.000	Merged-chr1-105752373-14
NR8321--MA0684.1.RUNX3	chr6	129045253	129045262	+	0.000	0.000	Merged-chr6-129045306-7
NR8987--MA0684.1.RUNX3	chr7	127208957	127208966	+	0.000	0.000	Merged-chr7-127208983-91
NR7098--MA0511.2.RUNX2	chr4	133752950	133752958	-	0.000	0.000	Merged-chr4-133753126-20
NR4485--MA0684.1.RUNX3	chr17	56911818	56911827	+	0.000	0.000	Merged-chr17-56911797-14
NR4756--MA0684.1.RUNX3	chr18	39282250	39282259	+	0.000	0.000	Merged-chr18-39282313-47
NR5467--MA0684.1.RUNX3	chr2	35039212	35039221	-	0.000	0.000	Merged-chr2-35039142-23
NR2533--MA0002.2.RUNX1	chr13	13557077	13557087	+	0.000	0.000	Merged-chr13-13557258-36
NR10206--MA0511.2.RUNX2	chrX	102061106	102061114	+	0.000	0.000	Merged-chrX-102061073-12
NR551--MA0684.1.RUNX3	chr1	164966197	164966206	+	0.000	0.000	Merged-chr1-164966286-53
NR2804--MA0002.2.RUNX1	chr13	91882276	91882286	-	0.000	0.000	Merged-chr13-91882258-26
NR8696--MA0002.2.RUNX1	chr7	75794082	75794092	-	0.000	0.000	Merged-chr7-75794140-5
NR4342--MA0684.1.RUNX3	chr17	29304535	29304544	+	0.000	0.000	Merged-chr17-29304449-24
NR6416--MA0002.2.RUNX1	chr3	101588972	101588982	-	0.000	0.000	Merged-chr3-101588946-10
NR2933--MA0684.1.RUNX3	chr13	112211235	112211244	-	0.000	0.000	Merged-chr13-112211274-7
NR5053--MA0684.1.RUNX3	chr19	8967155	8967164	-	0.000	0.000	Merged-chr19-8966988-63
NR4736--MA0002.2.RUNX1	chr18	37814059	37814069	+	0.000	0.000	Merged-chr18-37813954-31
NR10187--MA0511.2.RUNX2	chrX	77795899	77795907	+	0.000	0.000	Merged-chrX-77795992-119
NR1044--MA0511.2.RUNX2	chr10	60389728	60389736	-	0.000	0.000	Merged-chr10-60389736-64
NR2785--MA0002.2.RUNX1	chr13	86046840	86046850	+	0.000	0.000	Merged-chr13-86046681-54
NR8282--MA0002.2.RUNX1	chr6	125277043	125277053	+	0.000	0.000	Merged-chr6-125277000-16
NR6816--MA0684.1.RUNX3	chr4	46568357	46568366	-	0.000	0.000	Merged-chr4-46568404-15
NR2536--MA0511.2.RUNX2	chr13	14063501	14063509	-	0.000	0.000	Merged-chr13-14063519-130
NR6668--MA0002.2.RUNX1	chr3	149443134	149443144	+	0.000	0.000	Merged-chr3-149443176-11
NR9059--MA0002.2.RUNX1	chr7	139197238	139197248	-	0.000	0.000	Merged-chr7-139197222-17
NR2371--MA0002.2.RUNX1	chr12	111912897	111912907	+	0.000	0.000	Merged-chr12-111913088-13
NR7379--MA0002.2.RUNX1	chr5	35819746	35819756	+	0.000	0.000	Merged-chr5-35819826-21
NR2993--MA0511.2.RUNX2	chr14	14088430	14088438	+	0.000	0.000	Merged-chr14-14088309-59
NR6131--MA0684.1.RUNX3	chr2	180080937	180080946	-	0.000	0.000	Merged-chr2-180080885-21
NR3148--MA0002.2.RUNX1	chr14	60269552	60269562	-	0.000	0.000	Merged-chr14-60269485-15
NR578--MA0002.2.RUNX1	chr1	170861934	170861944	+	0.000	0.000	Merged-chr1-170861853-46
NR7606--MA0511.2.RUNX2	chr5	107288569	107288577	+	0.000	0.000	Merged-chr5-107288558-3
NR8205--MA0002.2.RUNX1	chr6	116136108	116136118	+	0.000	0.000	Merged-chr6-116136227-16
NR4574--MA0002.2.RUNX1	chr17	80762564	80762574	+	0.000	0.000	Merged-chr17-80762560-27
NR2023--MA0002.2.RUNX1	chr11	121712892	121712902	-	0.000	0.000	Merged-chr11-121712816-9
NR3548--MA0684.1.RUNX3	chr15	57996119	57996128	+	0.000	0.000	Merged-chr15-57996173-39
NR7587--MA0511.2.RUNX2	chr5	106639782	106639790	+	0.000	0.000	Merged-chr5-106639695-17
NR435--MA0002.2.RUNX1	chr1	143985165	143985175	+	0.000	0.000	Merged-chr1-143985220-17
NR4974--MA0684.1.RUNX3	chr18	82513364	82513373	-	0.000	0.000	Merged-chr18-82513500-48
NR9316--MA0684.1.RUNX3	chr8	85543630	85543639	-	0.000	0.000	Merged-chr8-85543776-5
NR4702--MA0002.2.RUNX1	chr18	23734925	23734935	+	0.000	0.000	Merged-chr18-23734973-16
NR4355--MA0684.1.RUNX3	chr17	29693746	29693755	+	0.000	0.000	Merged-chr17-29693798-13
NR10010--MA0511.2.RUNX2	chr9	116369244	116369252	-	0.000	0.000	Merged-chr9-116369265-54
NR4749--MA0002.2.RUNX1	chr18	39102429	39102439	-	0.000	0.000	Merged-chr18-39102352-12
NR4434--MA0511.2.RUNX2	chr17	46705098	46705106	+	0.000	0.000	Merged-chr17-46705032-57
NR8771--MA0002.2.RUNX1	chr7	97463491	97463501	+	0.000	0.000	Merged-chr7-97463655-18
NR6886--MA0002.2.RUNX1	chr4	83273863	83273873	+	0.000	0.000	Merged-chr4-83273873-49
NR5416--MA0511.2.RUNX2	chr2	25913387	25913395	-	0.000	0.000	Merged-chr2-25913406-29
NR8522--MA0511.2.RUNX2	chr7	24457834	24457842	+	0.000	0.000	Merged-chr7-24457903-49
NR2803--MA0684.1.RUNX3	chr13	91541188	91541197	-	0.000	0.000	Merged-chr13-91541138-52
NR2384--MA0002.2.RUNX1	chr12	112861005	112861015	-	0.000	0.000	Merged-chr12-112860925-89
NR4891--MA0511.2.RUNX2	chr18	70544482	70544490	+	0.000	0.000	Merged-chr18-70544560-36
NR2926--MA0002.2.RUNX1	chr13	111286975	111286985	+	0.000	0.000	Merged-chr13-111286910-46
NR944--MA0684.1.RUNX3	chr10	34416976	34416985	+	0.000	0.000	Merged-chr10-34416785-1
NR2340--MA0511.2.RUNX2	chr12	107993223	107993231	-	0.000	0.000	Merged-chr12-107993325-68
NR8423--MA0002.2.RUNX1	chr6	145115677	145115687	+	0.000	0.000	Merged-chr6-145115950-82
NR4940--MA0684.1.RUNX3	chr18	79300920	79300929	-	0.000	0.000	Merged-chr18-79300838-16
NR6472--MA0002.2.RUNX1	chr3	115660798	115660808	-	0.000	0.000	Merged-chr3-115660829-1
NR4464--MA0684.1.RUNX3	chr17	51891831	51891840	+	0.000	0.000	Merged-chr17-51891929-12
NR4050--MA0684.1.RUNX3	chr16	70326813	70326822	-	0.000	0.000	Merged-chr16-70326807-66
NR5049--MA0511.2.RUNX2	chr19	8592429	8592437	+	0.000	0.000	Merged-chr19-8592238-38
NR404--MA0511.2.RUNX2	chr1	135268209	135268217	+	0.000	0.000	Merged-chr1-135268339-27
NR2436--MA0684.1.RUNX3	chr12	115371966	115371975	-	0.000	0.000	Merged-chr12-115372046-26
NR8532--MA0002.2.RUNX1	chr7	25674667	25674677	-	0.000	0.000	Merged-chr7-25674756-20
NR6581--MA0002.2.RUNX1	chr3	136556658	136556668	-	0.000	0.000	Merged-chr3-136556627-33
NR1910--MA0002.2.RUNX1	chr11	106762618	106762628	+	0.000	0.000	Merged-chr11-106762485-69
NR6918--MA0002.2.RUNX1	chr4	89400558	89400568	+	0.000	0.000	Merged-chr4-89400416-12
NR4696--MA0002.2.RUNX1	chr18	14985656	14985666	+	0.000	0.000	Merged-chr18-14985821-9
NR9309--MA0002.2.RUNX1	chr8	84759290	84759300	-	0.000	0.000	Merged-chr8-84759322-6
NR6332--MA0511.2.RUNX2	chr3	88452427	88452435	+	0.000	0.000	Merged-chr3-88452451-33
NR9389--MA0511.2.RUNX2	chr8	107360745	107360753	-	0.000	0.000	Merged-chr8-107360738-8
NR6981--MA0684.1.RUNX3	chr4	107006388	107006397	-	0.000	0.000	Merged-chr4-107006366-21
NR286--MA0002.2.RUNX1	chr1	92080355	92080365	-	0.000	0.000	Merged-chr1-92080187-57
NR557--MA0002.2.RUNX1	chr1	165788716	165788726	-	0.000	0.000	Merged-chr1-165788733-30
NR1119--MA0684.1.RUNX3	chr10	75702611	75702620	+	0.000	0.000	Merged-chr10-75702628-18
NR7487--MA0684.1.RUNX3	chr5	77253371	77253380	-	0.000	0.000	Merged-chr5-77253463-13
NR2545--MA0684.1.RUNX3	chr13	17975976	17975985	+	0.000	0.000	Merged-chr13-17976038-42
NR2397--MA0002.2.RUNX1	chr12	114299940	114299950	+	0.000	0.000	Merged-chr12-114300093-52
NR2668--MA0002.2.RUNX1	chr13	49247423	49247433	+	0.000	0.000	Merged-chr13-49247553-2
NR4304--MA0511.2.RUNX2	chr17	24687236	24687244	-	0.000	0.000	Merged-chr17-24687301-48
NR143--MA0002.2.RUNX1	chr1	60744504	60744514	+	0.000	0.000	Merged-chr1-60744410-6
NR2353--MA0511.2.RUNX2	chr12	110759165	110759173	+	0.000	0.000	Merged-chr12-110759192-38
NR6904--MA0684.1.RUNX3	chr4	88088943	88088952	-	0.000	0.000	Merged-chr4-88088936-18
NR6756--MA0002.2.RUNX1	chr4	32768264	32768274	-	0.000	0.000	Merged-chr4-32768214-30
NR4748--MA0684.1.RUNX3	chr18	39082249	39082258	-	0.000	0.000	Merged-chr18-39082152-23
NR2402--MA0684.1.RUNX3	chr12	114646586	114646595	+	0.000	0.000	Merged-chr12-114646696-21
NR395--MA0002.2.RUNX1	chr1	133847640	133847650	+	0.000	0.000	Merged-chr1-133847657-11
NR2210--MA0511.2.RUNX2	chr12	84926741	84926749	-	0.000	0.000	Merged-chr12-84926670-1
NR7218--MA0511.2.RUNX2	chr4	149542145	149542153	+	0.000	0.000	Merged-chr4-149542129-26
