#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Maf/Naive_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.up.bed
NR7482--MA0496.2.MAFK	chr2	103632773	103632791	-	0.000	0.000	Merged-chr2-103632734-49
NR10071--MA0496.2.MAFK	chr5	28072064	28072082	-	0.000	0.000	Merged-chr5-28071950-1
NR7728--MA0089.1.MAFG::NFE2L1	chr2	147013119	147013124	-	0.000	0.000	Merged-chr2-147012981-151
NR7256--MA0117.2.Mafb	chr2	59338614	59338625	-	0.000	0.000	Merged-chr2-59338660-28
NR6498--MA0089.1.MAFG::NFE2L1	chr18	56455713	56455718	-	0.000	0.000	Merged-chr18-56455831-43
NR6874--MA0089.1.MAFG::NFE2L1	chr19	56680623	56680628	-	0.000	0.000	Merged-chr19-56680835-51
NR5830--MA0089.1.MAFG::NFE2L1	chr17	31176460	31176465	+	0.000	0.000	Merged-chr17-31176516-21
NR10173--MA0089.1.MAFG::NFE2L1	chr5	53355266	53355271	+	0.000	0.000	Merged-chr5-53355267-30
NR2258--MA0591.1.Bach1::Mafk	chr11	57951761	57951775	-	0.000	0.000	Merged-chr11-57951726-64
NR5669--MA0089.1.MAFG::NFE2L1	chr17	5195642	5195647	+	0.000	0.000	Merged-chr17-5195608-19
NR10879--MA0089.1.MAFG::NFE2L1	chr6	32548872	32548877	-	0.000	0.000	Merged-chr6-32548882-1
NR1046--MA0089.1.MAFG::NFE2L1	chr1	187227965	187227970	+	0.000	0.000	Merged-chr1-187228023-6
NR12153--MA0495.2.MAFF	chr7	104465137	104465157	-	0.000	0.000	Merged-chr7-104465292-53
NR7890--MA0089.1.MAFG::NFE2L1	chr2	168154776	168154781	+	0.000	0.000	Merged-chr2-168154639-40
NR4240--MA0495.2.MAFF	chr14	64884951	64884971	-	0.000	0.000	Merged-chr14-64885056-34
NR3771--MA0089.1.MAFG::NFE2L1	chr13	114189406	114189411	-	0.000	0.000	Merged-chr13-114189236-113
NR6534--MA0591.1.Bach1::Mafk	chr18	62156039	62156053	+	0.000	0.000	Merged-chr18-62156054-2
NR1302--MA0591.1.Bach1::Mafk	chr10	25457377	25457391	-	0.000	0.000	Merged-chr10-25457296-47
NR5887--MA0659.1.MAFG	chr17	36042869	36042889	+	0.000	0.000	Merged-chr17-36042760-57
NR11056--MA0117.2.Mafb	chr6	63424364	63424375	+	0.000	0.000	Merged-chr6-63424255-1
NR6206--MA0089.1.MAFG::NFE2L1	chr18	5334382	5334387	-	0.000	0.000	Merged-chr18-5334580-80
NR4927--MA0089.1.MAFG::NFE2L1	chr15	76199519	76199524	+	0.000	0.000	Merged-chr15-76199609-68
NR8579--MA0117.2.Mafb	chr3	93608162	93608173	-	0.000	0.000	Merged-chr3-93607971-30
NR7713--MA0089.1.MAFG::NFE2L1	chr2	144555951	144555956	-	0.000	0.000	Merged-chr2-144556034-87
NR1939--MA0089.1.MAFG::NFE2L1	chr10	111997264	111997269	+	0.000	0.000	Merged-chr10-111997186-1
NR8641--MA0591.1.Bach1::Mafk	chr3	105892542	105892556	+	0.000	0.000	Merged-chr3-105892493-111
NR7064--MA0659.1.MAFG	chr2	26964418	26964438	+	0.000	0.000	Merged-chr2-26964427-62
NR2345--MA0591.1.Bach1::Mafk	chr11	87074104	87074118	-	0.000	0.000	Merged-chr11-87073947-35
NR5086--MA0591.1.Bach1::Mafk	chr16	4790140	4790154	+	0.000	0.000	Merged-chr16-4790072-71
NR2177--MA0495.2.MAFF	chr11	26640668	26640688	+	0.000	0.000	Merged-chr11-26640535-47
NR5836--MA0591.1.Bach1::Mafk	chr17	31789320	31789334	+	0.000	0.000	Merged-chr17-31789470-34
NR3380--MA0089.1.MAFG::NFE2L1	chr13	67814191	67814196	-	0.000	0.000	Merged-chr13-67814064-68
NR3029--MA0089.1.MAFG::NFE2L1	chr12	115013018	115013023	-	0.000	0.000	Merged-chr12-115012998-22
NR10084--MA0089.1.MAFG::NFE2L1	chr5	34198822	34198827	+	0.000	0.000	Merged-chr5-34198802-20
NR1532--MA0117.2.Mafb	chr10	57743591	57743602	+	0.000	0.000	Merged-chr10-57743822-47
NR5316--MA0501.1.MAF::NFE2	chr16	49888309	49888323	-	0.000	0.000	Merged-chr16-49888266-54
NR10997--MA0501.1.MAF::NFE2	chr6	54775914	54775928	-	0.000	0.000	Merged-chr6-54775842-27
NR8540--MA0089.1.MAFG::NFE2L1	chr3	88664176	88664181	+	0.000	0.000	Merged-chr3-88664296-18
NR7826--MA0089.1.MAFG::NFE2L1	chr2	158666585	158666590	+	0.000	0.000	Merged-chr2-158666771-26
NR10970--MA0591.1.Bach1::Mafk	chr6	49128471	49128485	-	0.000	0.000	Merged-chr6-49128471-29
NR3475--MA0591.1.Bach1::Mafk	chr13	81685088	81685102	-	0.000	0.000	Merged-chr13-81685096-36
NR5832--MA0501.1.MAF::NFE2	chr17	31176461	31176475	+	0.000	0.000	Merged-chr17-31176516-21
NR7046--MA0089.1.MAFG::NFE2L1	chr2	23006446	23006451	+	0.000	0.000	Merged-chr2-23006422-36
NR6322--MA0591.1.Bach1::Mafk	chr18	30365829	30365843	-	0.000	0.000	Merged-chr18-30365802-26
NR7422--MA0089.1.MAFG::NFE2L1	chr2	90917617	90917622	-	0.000	0.000	Merged-chr2-90917717-75
NR4925--MA0089.1.MAFG::NFE2L1	chr15	75894615	75894620	-	0.000	0.000	Merged-chr15-75894455-46
NR5782--MA0496.2.MAFK	chr17	23630406	23630424	+	0.000	0.000	Merged-chr17-23630399-39
NR3007--MA0501.1.MAF::NFE2	chr12	110591599	110591613	+	0.000	0.000	Merged-chr12-110591527-74
NR5260--MA0591.1.Bach1::Mafk	chr16	33684470	33684484	+	0.000	0.000	Merged-chr16-33684496-70
NR9697--MA0089.1.MAFG::NFE2L1	chr4	124752709	124752714	-	0.000	0.000	Merged-chr4-124752780-50
NR12715--MA0117.2.Mafb	chr8	77534636	77534647	+	0.000	0.000	Merged-chr8-77534912-51
NR11454--MA0501.1.MAF::NFE2	chr6	127945883	127945897	+	0.000	0.000	Merged-chr6-127945972-30
NR11711--MA0501.1.MAF::NFE2	chr7	16194081	16194095	-	0.000	0.000	Merged-chr7-16193928-27
NR9910--MA0501.1.MAF::NFE2	chr5	8075512	8075526	+	0.000	0.000	Merged-chr5-8075370-38
NR2587--MA0501.1.MAF::NFE2	chr12	26315180	26315194	-	0.000	0.000	Merged-chr12-26315128-15
NR1584--MA0501.1.MAF::NFE2	chr10	67004294	67004308	+	0.000	0.000	Merged-chr10-67004511-105
NR11643--MA0117.2.Mafb	chr6	146516336	146516347	-	0.000	0.000	Merged-chr6-146516138-30
NR12269--MA0089.1.MAFG::NFE2L1	chr7	128062740	128062745	-	0.000	0.000	Merged-chr7-128062681-13
NR12645--MA0089.1.MAFG::NFE2L1	chr8	70439463	70439468	+	0.000	0.000	Merged-chr8-70439592-70
NR10516--MA0501.1.MAF::NFE2	chr5	120775897	120775911	-	0.000	0.000	Merged-chr5-120775735-65
NR13198--MA0089.1.MAFG::NFE2L1	chr9	72797588	72797593	-	0.000	0.000	Merged-chr9-72797397-34
NR2462--MA0089.1.MAFG::NFE2L1	chr11	117302177	117302182	-	0.000	0.000	Merged-chr11-117302059-32
NR10905--MA0591.1.Bach1::Mafk	chr6	37046546	37046560	-	0.000	0.000	Merged-chr6-37046555-33
NR7071--MA0496.2.MAFK	chr2	27693884	27693902	-	0.000	0.000	Merged-chr2-27693880-30
NR1257--MA0089.1.MAFG::NFE2L1	chr10	19209893	19209898	+	0.000	0.000	Merged-chr10-19209945-33
NR2971--MA0591.1.Bach1::Mafk	chr12	103341442	103341456	-	0.000	0.000	Merged-chr12-103341437-53
NR10898--MA0117.2.Mafb	chr6	34869689	34869700	+	0.000	0.000	Merged-chr6-34869594-48
NR5261--MA0089.1.MAFG::NFE2L1	chr16	33751788	33751793	+	0.000	0.000	Merged-chr16-33751645-59
NR166--MA0501.1.MAF::NFE2	chr1	36160372	36160386	-	0.000	0.000	Merged-chr1-36160446-48
NR6881--MA0496.2.MAFK	chr19	58104747	58104765	+	0.000	0.000	Merged-chr19-58104736-34
NR3127--MA0089.1.MAFG::NFE2L1	chr13	8400881	8400886	+	0.000	0.000	Merged-chr13-8400702-31
NR5991--MA0591.1.Bach1::Mafk	chr17	66101702	66101716	-	0.000	0.000	Merged-chr17-66101673-100
NR170--MA0089.1.MAFG::NFE2L1	chr1	36797660	36797665	-	0.000	0.000	Merged-chr1-36797700-29
NR8332--MA0501.1.MAF::NFE2	chr3	59081063	59081077	+	0.000	0.000	Merged-chr3-59081244-57
NR11829--MA0089.1.MAFG::NFE2L1	chr7	46796045	46796050	-	0.000	0.000	Merged-chr7-46795936-83
NR1900--MA0659.1.MAFG	chr10	107858904	107858924	+	0.000	0.000	Merged-chr10-107858878-12
NR5485--MA0659.1.MAFG	chr16	69946790	69946810	+	0.000	0.000	Merged-chr16-69946695-9
NR4230--MA0089.1.MAFG::NFE2L1	chr14	62870636	62870641	-	0.000	0.000	Merged-chr14-62870465-48
NR12863--MA0117.2.Mafb	chr8	107561294	107561305	-	0.000	0.000	Merged-chr8-107561256-43
NR59--MA0089.1.MAFG::NFE2L1	chr1	13301687	13301692	+	0.000	0.000	Merged-chr1-13301807-39
NR2286--MA0089.1.MAFG::NFE2L1	chr11	63908723	63908728	+	0.000	0.000	Merged-chr11-63908633-20
NR7631--MA0496.2.MAFK	chr2	133558723	133558741	+	0.000	0.000	Merged-chr2-133558747-1
NR4834--MA0659.1.MAFG	chr15	60141740	60141760	-	0.000	0.000	Merged-chr15-60141822-49
NR896--MA0117.2.Mafb	chr1	165822163	165822174	+	0.000	0.000	Merged-chr1-165822211-30
NR13370--MA0089.1.MAFG::NFE2L1	chr9	96936080	96936085	-	0.000	0.000	Merged-chr9-96936027-74
NR12955--MA0496.2.MAFK	chr8	125557552	125557570	+	0.000	0.000	Merged-chr8-125557520-11
NR7797--MA0591.1.Bach1::Mafk	chr2	154603868	154603882	+	0.000	0.000	Merged-chr2-154603925-61
NR1544--MA0089.1.MAFG::NFE2L1	chr10	61233192	61233197	+	0.000	0.000	Merged-chr10-61233317-40
NR13708--MA0501.1.MAF::NFE2	chrX	142385197	142385211	+	0.000	0.000	Merged-chrX-142385026-32
NR4949--MA0089.1.MAFG::NFE2L1	chr15	80562585	80562590	-	0.000	0.000	Merged-chr15-80562627-18
NR6113--MA0089.1.MAFG::NFE2L1	chr17	84136596	84136601	-	0.000	0.000	Merged-chr17-84136663-5
NR12743--MA0089.1.MAFG::NFE2L1	chr8	81756826	81756831	+	0.000	0.000	Merged-chr8-81756964-44
NR1631--MA0089.1.MAFG::NFE2L1	chr10	70903777	70903782	+	0.000	0.000	Merged-chr10-70903939-1
NR8298--MA0117.2.Mafb	chr3	52638891	52638902	-	0.000	0.000	Merged-chr3-52638981-9
NR1140--MA0089.1.MAFG::NFE2L1	chr10	6997174	6997179	+	0.000	0.000	Merged-chr10-6997125-11
NR7748--MA0089.1.MAFG::NFE2L1	chr2	148262013	148262018	+	0.000	0.000	Merged-chr2-148262100-2
NR12958--MA0089.1.MAFG::NFE2L1	chr8	126584487	126584492	-	0.000	0.000	Merged-chr8-126584527-70
NR1933--MA0089.1.MAFG::NFE2L1	chr10	111578563	111578568	-	0.000	0.000	Merged-chr10-111578564-64
NR672--MA0089.1.MAFG::NFE2L1	chr1	120073728	120073733	-	0.000	0.000	Merged-chr1-120073802-51
NR3006--MA0591.1.Bach1::Mafk	chr12	110591596	110591610	+	0.000	0.000	Merged-chr12-110591527-74
NR1142--MA0495.2.MAFF	chr10	7470129	7470149	+	0.000	0.000	Merged-chr10-7470291-37
NR5776--MA0089.1.MAFG::NFE2L1	chr17	22081174	22081179	+	0.000	0.000	Merged-chr17-22081170-26
NR12641--MA0089.1.MAFG::NFE2L1	chr8	69920482	69920487	-	0.000	0.000	Merged-chr8-69920362-48
NR4732--MA0089.1.MAFG::NFE2L1	chr15	38284029	38284034	+	0.000	0.000	Merged-chr15-38283996-39
NR10996--MA0591.1.Bach1::Mafk	chr6	54775917	54775931	-	0.000	0.000	Merged-chr6-54775842-27
NR12407--MA0117.2.Mafb	chr8	18954109	18954120	-	0.000	0.000	Merged-chr8-18954142-48
NR11927--MA0089.1.MAFG::NFE2L1	chr7	67631035	67631040	+	0.000	0.000	Merged-chr7-67631020-23
NR11474--MA0659.1.MAFG	chr6	130029867	130029887	-	0.000	0.000	Merged-chr6-130029953-23
NR12856--MA0089.1.MAFG::NFE2L1	chr8	105623141	105623146	-	0.000	0.000	Merged-chr8-105622975-103
NR2297--MA0089.1.MAFG::NFE2L1	chr11	69063596	69063601	+	0.000	0.000	Merged-chr11-69063631-1
NR6792--MA0089.1.MAFG::NFE2L1	chr19	18555805	18555810	-	0.000	0.000	Merged-chr19-18555822-23
NR13135--MA0591.1.Bach1::Mafk	chr9	44716936	44716950	+	0.000	0.000	Merged-chr9-44717151-19
NR194--MA0089.1.MAFG::NFE2L1	chr1	43299542	43299547	-	0.000	0.000	Merged-chr1-43299668-27
NR11436--MA0501.1.MAF::NFE2	chr6	124805733	124805747	+	0.000	0.000	Merged-chr6-124805887-69
NR6103--MA0496.2.MAFK	chr17	83654980	83654998	-	0.000	0.000	Merged-chr17-83654883-58
NR4254--MA0089.1.MAFG::NFE2L1	chr14	69805329	69805334	-	0.000	0.000	Merged-chr14-69805276-121
NR6615--MA0089.1.MAFG::NFE2L1	chr18	73846872	73846877	+	0.000	0.000	Merged-chr18-73846935-30
NR6128--MA0659.1.MAFG	chr17	86063692	86063712	-	0.000	0.000	Merged-chr17-86063661-27
NR11691--MA0496.2.MAFK	chr7	13038282	13038300	+	0.000	0.000	Merged-chr7-13038148-88
NR496--MA0089.1.MAFG::NFE2L1	chr1	91086428	91086433	+	0.000	0.000	Merged-chr1-91086368-53
NR10595--MA0089.1.MAFG::NFE2L1	chr5	135962695	135962700	-	0.000	0.000	Merged-chr5-135962796-70
NR1266--MA0089.1.MAFG::NFE2L1	chr10	20281670	20281675	-	0.000	0.000	Merged-chr10-20281832-45
NR2346--MA0659.1.MAFG	chr11	87074101	87074121	+	0.000	0.000	Merged-chr11-87073947-35
NR5270--MA0089.1.MAFG::NFE2L1	chr16	38239768	38239773	-	0.000	0.000	Merged-chr16-38239886-27
NR10609--MA0591.1.Bach1::Mafk	chr5	139206884	139206898	-	0.000	0.000	Merged-chr5-139206711-28
NR910--MA0117.2.Mafb	chr1	166409889	166409900	-	0.000	0.000	Merged-chr1-166409730-81
NR3627--MA0089.1.MAFG::NFE2L1	chr13	99148661	99148666	-	0.000	0.000	Merged-chr13-99148566-18
NR4974--MA0591.1.Bach1::Mafk	chr15	83474198	83474212	+	0.000	0.000	Merged-chr15-83474258-63
NR11230--MA0496.2.MAFK	chr6	94623148	94623166	-	0.000	0.000	Merged-chr6-94623201-16
NR2282--MA0089.1.MAFG::NFE2L1	chr11	62466776	62466781	+	0.000	0.000	Merged-chr11-62466803-41
NR6374--MA0117.2.Mafb	chr18	39185933	39185944	-	0.000	0.000	Merged-chr18-39185847-29
NR2988--MA0089.1.MAFG::NFE2L1	chr12	107139114	107139119	+	0.000	0.000	Merged-chr12-107139139-48
NR6802--MA0089.1.MAFG::NFE2L1	chr19	21144872	21144877	-	0.000	0.000	Merged-chr19-21144812-47
NR2974--MA0501.1.MAF::NFE2	chr12	103341439	103341453	-	0.000	0.000	Merged-chr12-103341437-53
NR4931--MA0591.1.Bach1::Mafk	chr15	76671569	76671583	+	0.000	0.000	Merged-chr15-76671670-56
NR6137--MA0089.1.MAFG::NFE2L1	chr17	88123955	88123960	+	0.000	0.000	Merged-chr17-88123873-45
NR1655--MA0089.1.MAFG::NFE2L1	chr10	75446552	75446557	-	0.000	0.000	Merged-chr10-75446685-44
NR1903--MA0496.2.MAFK	chr10	107858905	107858923	-	0.000	0.000	Merged-chr10-107858878-12
NR1779--MA0501.1.MAF::NFE2	chr10	93442283	93442297	-	0.000	0.000	Merged-chr10-93442339-20
NR5488--MA0496.2.MAFK	chr16	69946791	69946809	+	0.000	0.000	Merged-chr16-69946695-9
NR13417--MA0659.1.MAFG	chr9	108156924	108156944	+	0.000	0.000	Merged-chr9-108157018-18
NR8197--MA0089.1.MAFG::NFE2L1	chr3	31056840	31056845	+	0.000	0.000	Merged-chr3-31056991-112
NR2291--MA0591.1.Bach1::Mafk	chr11	65795003	65795017	-	0.000	0.000	Merged-chr11-65794880-54
NR11018--MA0659.1.MAFG	chr6	57583829	57583849	-	0.000	0.000	Merged-chr6-57584006-3
NR7243--MA0495.2.MAFF	chr2	58107017	58107037	+	0.000	0.000	Merged-chr2-58107175-53
NR4869--MA0501.1.MAF::NFE2	chr15	65731459	65731473	-	0.000	0.000	Merged-chr15-65731476-9
NR10971--MA0659.1.MAFG	chr6	49128468	49128488	+	0.000	0.000	Merged-chr6-49128471-29
NR10859--MA0501.1.MAF::NFE2	chr6	28410153	28410167	-	0.000	0.000	Merged-chr6-28410269-14
NR7798--MA0501.1.MAF::NFE2	chr2	154603871	154603885	+	0.000	0.000	Merged-chr2-154603925-61
NR7744--MA0089.1.MAFG::NFE2L1	chr2	147789907	147789912	-	0.000	0.000	Merged-chr2-147789871-1
NR779--MA0591.1.Bach1::Mafk	chr1	143985375	143985389	+	0.000	0.000	Merged-chr1-143985220-17
NR4824--MA0591.1.Bach1::Mafk	chr15	58823463	58823477	-	0.000	0.000	Merged-chr15-58823489-98
NR2570--MA0591.1.Bach1::Mafk	chr12	24630454	24630468	+	0.000	0.000	Merged-chr12-24630472-12
NR12112--MA0117.2.Mafb	chr7	97361721	97361732	-	0.000	0.000	Merged-chr7-97361642-27
NR7887--MA0591.1.Bach1::Mafk	chr2	167840482	167840496	+	0.000	0.000	Merged-chr2-167840232-36
NR7079--MA0089.1.MAFG::NFE2L1	chr2	32288078	32288083	-	0.000	0.000	Merged-chr2-32288192-62
NR12665--MA0089.1.MAFG::NFE2L1	chr8	72354340	72354345	-	0.000	0.000	Merged-chr8-72354274-101
NR7476--MA0495.2.MAFF	chr2	103632772	103632792	-	0.000	0.000	Merged-chr2-103632734-49
NR292--MA0089.1.MAFG::NFE2L1	chr1	63730649	63730654	-	0.000	0.000	Merged-chr1-63730554-61
NR736--MA0591.1.Bach1::Mafk	chr1	134106866	134106880	-	0.000	0.000	Merged-chr1-134106892-31
NR10631--MA0659.1.MAFG	chr5	146655355	146655375	+	0.000	0.000	Merged-chr5-146655552-37
NR4843--MA0089.1.MAFG::NFE2L1	chr15	62091866	62091871	-	0.000	0.000	Merged-chr15-62091960-25
NR11020--MA0496.2.MAFK	chr6	57583830	57583848	-	0.000	0.000	Merged-chr6-57584006-3
NR9891--MA0089.1.MAFG::NFE2L1	chr5	4936873	4936878	+	0.000	0.000	Merged-chr5-4936814-3
NR12227--MA0495.2.MAFF	chr7	114301694	114301714	+	0.000	0.000	Merged-chr7-114301594-55
NR12967--MA0089.1.MAFG::NFE2L1	chr8	126971098	126971103	-	0.000	0.000	Merged-chr8-126971027-48
NR7478--MA0659.1.MAFG	chr2	103632772	103632792	+	0.000	0.000	Merged-chr2-103632734-49
NR12476--MA0089.1.MAFG::NFE2L1	chr8	31211801	31211806	-	0.000	0.000	Merged-chr8-31211623-10
NR1381--MA0501.1.MAF::NFE2	chr10	37721261	37721275	+	0.000	0.000	Merged-chr10-37721362-7
NR9627--MA0089.1.MAFG::NFE2L1	chr4	106970971	106970976	+	0.000	0.000	Merged-chr4-106970923-40
NR10214--MA0089.1.MAFG::NFE2L1	chr5	62772116	62772121	+	0.000	0.000	Merged-chr5-62772215-28
NR13566--MA0501.1.MAF::NFE2	chrX	50565332	50565346	-	0.000	0.000	Merged-chrX-50565283-19
NR8328--MA0591.1.Bach1::Mafk	chr3	58470216	58470230	-	0.000	0.000	Merged-chr3-58470222-35
NR6074--MA0591.1.Bach1::Mafk	chr17	80139920	80139934	-	0.000	0.000	Merged-chr17-80140059-47
NR13128--MA0089.1.MAFG::NFE2L1	chr9	42076580	42076585	+	0.000	0.000	Merged-chr9-42076417-27
NR8988--MA0089.1.MAFG::NFE2L1	chr3	153959451	153959456	-	0.000	0.000	Merged-chr3-153959576-42
NR12778--MA0089.1.MAFG::NFE2L1	chr8	88755530	88755535	+	0.000	0.000	Merged-chr8-88755451-48
NR9243--MA0591.1.Bach1::Mafk	chr4	43025719	43025733	-	0.000	0.000	Merged-chr4-43025638-49
NR1431--MA0501.1.MAF::NFE2	chr10	43330942	43330956	+	0.000	0.000	Merged-chr10-43330902-16
NR5625--MA0117.2.Mafb	chr16	92884160	92884171	-	0.000	0.000	Merged-chr16-92884167-7
NR10025--MA0089.1.MAFG::NFE2L1	chr5	20061957	20061962	+	0.000	0.000	Merged-chr5-20062093-32
NR12677--MA0591.1.Bach1::Mafk	chr8	75084004	75084018	-	0.000	0.000	Merged-chr8-75083999-30
NR11477--MA0496.2.MAFK	chr6	130029868	130029886	-	0.000	0.000	Merged-chr6-130029953-23
NR1179--MA0495.2.MAFF	chr10	12823922	12823942	-	0.000	0.000	Merged-chr10-12823956-45
NR13225--MA0591.1.Bach1::Mafk	chr9	78074141	78074155	+	0.000	0.000	Merged-chr9-78074095-46
NR4934--MA0591.1.Bach1::Mafk	chr15	77807414	77807428	+	0.000	0.000	Merged-chr15-77807264-57
NR1400--MA0591.1.Bach1::Mafk	chr10	39371676	39371690	-	0.000	0.000	Merged-chr10-39371656-31
NR2418--MA0089.1.MAFG::NFE2L1	chr11	110997611	110997616	-	0.000	0.000	Merged-chr11-110997533-14
NR12265--MA0659.1.MAFG	chr7	127573108	127573128	-	0.000	0.000	Merged-chr7-127573236-53
NR7553--MA0089.1.MAFG::NFE2L1	chr2	119034821	119034826	-	0.000	0.000	Merged-chr2-119034979-52
NR723--MA0117.2.Mafb	chr1	131200226	131200237	+	0.000	0.000	Merged-chr1-131199978-81
NR6839--MA0089.1.MAFG::NFE2L1	chr19	40762495	40762500	+	0.000	0.000	Merged-chr19-40762334-20
NR10515--MA0117.2.Mafb	chr5	120697034	120697045	-	0.000	0.000	Merged-chr5-120697061-40
NR2251--MA0591.1.Bach1::Mafk	chr11	55033347	55033361	-	0.000	0.000	Merged-chr11-55033376-52
NR8709--MA0089.1.MAFG::NFE2L1	chr3	115972158	115972163	+	0.000	0.000	Merged-chr3-115972355-68
NR1937--MA0591.1.Bach1::Mafk	chr10	111957848	111957862	+	0.000	0.000	Merged-chr10-111957923-33
NR2187--MA0591.1.Bach1::Mafk	chr11	29692909	29692923	-	0.000	0.000	Merged-chr11-29692902-6
NR4211--MA0496.2.MAFK	chr14	54259125	54259143	-	0.000	0.000	Merged-chr14-54259345-44
NR13139--MA0089.1.MAFG::NFE2L1	chr9	45955289	45955294	-	0.000	0.000	Merged-chr9-45955056-98
NR12776--MA0089.1.MAFG::NFE2L1	chr8	88244522	88244527	+	0.000	0.000	Merged-chr8-88244347-35
NR13515--MA0089.1.MAFG::NFE2L1	chrX	11653441	11653446	-	0.000	0.000	Merged-chrX-11653555-22
NR4867--MA0089.1.MAFG::NFE2L1	chr15	65727359	65727364	-	0.000	0.000	Merged-chr15-65727192-50
NR12650--MA0501.1.MAF::NFE2	chr8	70611884	70611898	+	0.000	0.000	Merged-chr8-70611821-55
NR5321--MA0117.2.Mafb	chr16	50737736	50737747	-	0.000	0.000	Merged-chr16-50737708-13
NR1828--MA0496.2.MAFK	chr10	99459978	99459996	+	0.000	0.000	Merged-chr10-99459996-60
NR5317--MA0089.1.MAFG::NFE2L1	chr16	50736973	50736978	-	0.000	0.000	Merged-chr16-50736996-81
NR5883--MA0089.1.MAFG::NFE2L1	chr17	36042761	36042766	-	0.000	0.000	Merged-chr17-36042760-57
NR9654--MA0501.1.MAF::NFE2	chr4	115057376	115057390	-	0.000	0.000	Merged-chr4-115057224-34
NR5392--MA0089.1.MAFG::NFE2L1	chr16	55839045	55839050	-	0.000	0.000	Merged-chr16-55838869-118
NR7868--MA0089.1.MAFG::NFE2L1	chr2	163232497	163232502	-	0.000	0.000	Merged-chr2-163232321-36
NR11658--MA0089.1.MAFG::NFE2L1	chr7	3693596	3693601	+	0.000	0.000	Merged-chr7-3693587-203
NR12587--MA0089.1.MAFG::NFE2L1	chr8	57592886	57592891	+	0.000	0.000	Merged-chr8-57592904-21
NR3258--MA0089.1.MAFG::NFE2L1	chr13	34078064	34078069	-	0.000	0.000	Merged-chr13-34078203-66
NR3634--MA0089.1.MAFG::NFE2L1	chr13	100124842	100124847	+	0.000	0.000	Merged-chr13-100125011-52
NR9909--MA0591.1.Bach1::Mafk	chr5	8075509	8075523	+	0.000	0.000	Merged-chr5-8075370-38
NR7262--MA0089.1.MAFG::NFE2L1	chr2	60200263	60200268	-	0.000	0.000	Merged-chr2-60200262-30
NR13467--MA0117.2.Mafb	chr9	114730377	114730388	-	0.000	0.000	Merged-chr9-114730346-23
NR7333--MA0591.1.Bach1::Mafk	chr2	69802945	69802959	-	0.000	0.000	Merged-chr2-69803068-39
NR6288--MA0496.2.MAFK	chr18	20946629	20946647	-	0.000	0.000	Merged-chr18-20946448-65
NR9738--MA0089.1.MAFG::NFE2L1	chr4	135946566	135946571	-	0.000	0.000	Merged-chr4-135946528-48
NR9704--MA0501.1.MAF::NFE2	chr4	126202726	126202740	-	0.000	0.000	Merged-chr4-126202610-98
NR167--MA0501.1.MAF::NFE2	chr1	36264360	36264374	-	0.000	0.000	Merged-chr1-36264360-59
NR2359--MA0591.1.Bach1::Mafk	chr11	94386618	94386632	-	0.000	0.000	Merged-chr11-94386453-49
NR10634--MA0496.2.MAFK	chr5	146655356	146655374	-	0.000	0.000	Merged-chr5-146655552-37
NR11441--MA0089.1.MAFG::NFE2L1	chr6	125084669	125084674	+	0.000	0.000	Merged-chr6-125084626-24
NR5517--MA0089.1.MAFG::NFE2L1	chr16	75920923	75920928	+	0.000	0.000	Merged-chr16-75921068-56
NR13239--MA0117.2.Mafb	chr9	80082605	80082616	+	0.000	0.000	Merged-chr9-80082362-35
NR9376--MA0591.1.Bach1::Mafk	chr4	62696113	62696127	-	0.000	0.000	Merged-chr4-62695960-32
NR5722--MA0591.1.Bach1::Mafk	chr17	13228715	13228729	+	0.000	0.000	Merged-chr17-13228732-1
NR1964--MA0089.1.MAFG::NFE2L1	chr10	117629309	117629314	-	0.000	0.000	Merged-chr10-117629481-71
NR2968--MA0495.2.MAFF	chr12	103341439	103341459	+	0.000	0.000	Merged-chr12-103341437-53
NR5592--MA0089.1.MAFG::NFE2L1	chr16	87709519	87709524	+	0.000	0.000	Merged-chr16-87709397-19
NR2489--MA0591.1.Bach1::Mafk	chr12	3823696	3823710	-	0.000	0.000	Merged-chr12-3823687-29
NR4878--MA0089.1.MAFG::NFE2L1	chr15	66801066	66801071	-	0.000	0.000	Merged-chr15-66801047-6
NR2038--MA0089.1.MAFG::NFE2L1	chr10	128536488	128536493	+	0.000	0.000	Merged-chr10-128536413-59
NR6533--MA0089.1.MAFG::NFE2L1	chr18	62156041	62156046	+	0.000	0.000	Merged-chr18-62156054-2
NR9343--MA0496.2.MAFK	chr4	58236003	58236021	-	0.000	0.000	Merged-chr4-58236026-17
NR9655--MA0591.1.Bach1::Mafk	chr4	116053504	116053518	-	0.000	0.000	Merged-chr4-116053495-96
NR721--MA0591.1.Bach1::Mafk	chr1	131153186	131153200	-	0.000	0.000	Merged-chr1-131153253-37
