#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Runx/Naive_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.up.bed
NR6145--MA0002.2.RUNX1	chr3	142281338	142281348	-	0.000	0.000	Merged-chr3-142281213-32
NR7004--MA0684.1.RUNX3	chr5	44217871	44217880	+	0.000	0.000	Merged-chr5-44218043-54
NR901--MA0511.2.RUNX2	chr10	18965062	18965070	+	0.000	0.000	Merged-chr10-18964975-40
NR6101--MA0511.2.RUNX2	chr3	133332484	133332492	-	0.000	0.000	Merged-chr3-133332565-72
NR455--MA0684.1.RUNX3	chr1	121220445	121220454	+	0.000	0.000	Merged-chr1-121220429-14
NR1074--MA0684.1.RUNX3	chr10	67658077	67658086	-	0.000	0.000	Merged-chr10-67657975-87
NR7335--MA0511.2.RUNX2	chr5	134444618	134444626	-	0.000	0.000	Merged-chr5-134444752-37
NR2894--MA0002.2.RUNX1	chr14	31569121	31569131	+	0.000	0.000	Merged-chr14-31569304-6
NR7951--MA0002.2.RUNX1	chr6	134186625	134186635	-	0.000	0.000	Merged-chr6-134186526-3
NR4974--MA0684.1.RUNX3	chr2	22805730	22805739	-	0.000	0.000	Merged-chr2-22805681-51
NR7094--MA0684.1.RUNX3	chr5	72636228	72636237	-	0.000	0.000	Merged-chr5-72636293-57
NR4103--MA0684.1.RUNX3	chr17	19445082	19445091	+	0.000	0.000	Merged-chr17-19445027-33
NR4702--MA0002.2.RUNX1	chr18	80933879	80933889	+	0.000	0.000	Merged-chr18-80933858-70
NR2275--MA0002.2.RUNX1	chr13	8783856	8783866	+	0.000	0.000	Merged-chr13-8783962-14
NR835--MA0684.1.RUNX3	chr10	9856012	9856021	+	0.000	0.000	Merged-chr10-9856019-18
NR2231--MA0511.2.RUNX2	chr12	119148036	119148044	+	0.000	0.000	Merged-chr12-119148040-28
NR6092--MA0002.2.RUNX1	chr3	129561207	129561217	+	0.000	0.000	Merged-chr3-129561081-2
NR4683--MA0002.2.RUNX1	chr18	77767858	77767868	+	0.000	0.000	Merged-chr18-77767671-52
NR4954--MA0002.2.RUNX1	chr2	19344909	19344919	-	0.000	0.000	Merged-chr2-19344795-21
NR5189--MA0002.2.RUNX1	chr2	75638276	75638286	+	0.000	0.000	Merged-chr2-75638306-35
NR339--MA0002.2.RUNX1	chr1	87378986	87378996	+	0.000	0.000	Merged-chr1-87378937-12
NR4064--MA0002.2.RUNX1	chr17	17444481	17444491	-	0.000	0.000	Merged-chr17-17444556-14
NR4193--MA0684.1.RUNX3	chr17	36227189	36227198	-	0.000	0.000	Merged-chr17-36227159-19
NR6472--MA0002.2.RUNX1	chr4	58121128	58121138	-	0.000	0.000	Merged-chr4-58121225-3
NR6809--MA0002.2.RUNX1	chr4	150570003	150570013	+	0.000	0.000	Merged-chr4-150570161-6
NR2592--MA0511.2.RUNX2	chr13	95813840	95813848	-	0.000	0.000	Merged-chr13-95813903-46
NR177--MA0002.2.RUNX1	chr1	54871549	54871559	-	0.000	0.000	Merged-chr1-54871447-51
NR4987--MA0684.1.RUNX3	chr2	25913386	25913395	-	0.000	0.000	Merged-chr2-25913406-29
NR9329--MA0684.1.RUNX3	chr9	107280571	107280580	+	0.000	0.000	Merged-chr9-107280639-112
NR6951--MA0511.2.RUNX2	chr5	29195825	29195833	+	0.000	0.000	Merged-chr5-29195906-68
NR6918--MA0002.2.RUNX1	chr5	21002894	21002904	-	0.000	0.000	Merged-chr5-21002908-38
NR4967--MA0002.2.RUNX1	chr2	21223168	21223178	+	0.000	0.000	Merged-chr2-21222970-39
NR9309--MA0002.2.RUNX1	chr9	98616575	98616585	+	0.000	0.000	Merged-chr9-98616546-17
NR3399--MA0684.1.RUNX3	chr15	59619972	59619981	+	0.000	0.000	Merged-chr15-59620120-63
NR6110--MA0684.1.RUNX3	chr3	135402594	135402603	+	0.000	0.000	Merged-chr3-135402581-53
NR6504--MA0002.2.RUNX1	chr4	63399419	63399429	-	0.000	0.000	Merged-chr4-63399469-54
NR513--MA0511.2.RUNX2	chr1	138233362	138233370	-	0.000	0.000	Merged-chr1-138233240-32
NR4824--MA0002.2.RUNX1	chr19	33265322	33265332	+	0.000	0.000	Merged-chr19-33265390-26
NR2397--MA0002.2.RUNX1	chr13	44097391	44097401	-	0.000	0.000	Merged-chr13-44097360-12
NR4953--MA0684.1.RUNX3	chr2	19344824	19344833	-	0.000	0.000	Merged-chr2-19344795-21
NR5015--MA0511.2.RUNX2	chr2	32062951	32062959	+	0.000	0.000	Merged-chr2-32063200-64
NR6756--MA0002.2.RUNX1	chr4	145045906	145045916	-	0.000	0.000	Merged-chr4-145045932-55
NR2402--MA0684.1.RUNX3	chr13	45876563	45876572	+	0.000	0.000	Merged-chr13-45876609-5
NR2254--MA0002.2.RUNX1	chr13	5864746	5864756	+	0.000	0.000	Merged-chr13-5864867-1
NR4761--MA0511.2.RUNX2	chr19	8592422	8592430	+	0.000	0.000	Merged-chr19-8592238-38
NR8294--MA0684.1.RUNX3	chr7	75600561	75600570	+	0.000	0.000	Merged-chr7-75600674-52
NR338--MA0684.1.RUNX3	chr1	86440719	86440728	+	0.000	0.000	Merged-chr1-86440751-39
NR395--MA0002.2.RUNX1	chr1	95655728	95655738	+	0.000	0.000	Merged-chr1-95655731-50
NR8644--MA0511.2.RUNX2	chr8	34740486	34740494	-	0.000	0.000	Merged-chr8-34740455-84
NR8915--MA0511.2.RUNX2	chr8	123000573	123000581	-	0.000	0.000	Merged-chr8-123000494-51
NR1307--MA0511.2.RUNX2	chr10	121189374	121189382	-	0.000	0.000	Merged-chr10-121189304-59
NR2733--MA0511.2.RUNX2	chr13	117034088	117034096	+	0.000	0.000	Merged-chr13-117034098-43
NR8545--MA0002.2.RUNX1	chr8	11464118	11464128	-	0.000	0.000	Merged-chr8-11464225-54
NR5297--MA0684.1.RUNX3	chr2	112507524	112507533	-	0.000	0.000	Merged-chr2-112507413-30
NR2306--MA0684.1.RUNX3	chr13	15936316	15936325	+	0.000	0.000	Merged-chr13-15936339-55
NR4394--MA0511.2.RUNX2	chr17	88562692	88562700	-	0.000	0.000	Merged-chr17-88562797-4
NR7056--MA0511.2.RUNX2	chr5	62772103	62772111	+	0.000	0.000	Merged-chr5-62772215-28
NR9--MA0511.2.RUNX2	chr1	6406418	6406426	-	0.000	0.000	Merged-chr1-6406629-55
NR4566--MA0002.2.RUNX1	chr18	54940565	54940575	-	0.000	0.000	Merged-chr18-54940674-40
NR4837--MA0002.2.RUNX1	chr19	41874495	41874505	-	0.000	0.000	Merged-chr19-41874574-30
NR5992--MA0002.2.RUNX1	chr3	103466208	103466218	-	0.000	0.000	Merged-chr3-103466121-19
NR6646--MA0684.1.RUNX3	chr4	108987773	108987782	+	0.000	0.000	Merged-chr4-108987548-41
NR2809--MA0002.2.RUNX1	chr14	10368323	10368333	+	0.000	0.000	Merged-chr14-10368196-11
NR8511--MA0002.2.RUNX1	chr7	143004973	143004983	+	0.000	0.000	Merged-chr7-143004947-1
NR2124--MA0002.2.RUNX1	chr12	98800481	98800491	-	0.000	0.000	Merged-chr12-98800600-14
NR4360--MA0511.2.RUNX2	chr17	80772670	80772678	-	0.000	0.000	Merged-chr17-80772766-52
NR142--MA0684.1.RUNX3	chr1	40465640	40465649	-	0.000	0.000	Merged-chr1-40465740-44
NR4902--MA0511.2.RUNX2	chr2	11040240	11040248	+	0.000	0.000	Merged-chr2-11040200-20
NR8558--MA0002.2.RUNX1	chr8	14090512	14090522	+	0.000	0.000	Merged-chr8-14090395-62
NR2253--MA0684.1.RUNX3	chr13	5806318	5806327	-	0.000	0.000	Merged-chr13-5806398-17
NR665--MA0684.1.RUNX3	chr1	172312074	172312083	+	0.000	0.000	Merged-chr1-172312178-79
NR4949--MA0511.2.RUNX2	chr2	18952328	18952336	+	0.000	0.000	Merged-chr2-18952458-63
NR122--MA0002.2.RUNX1	chr1	38777641	38777651	-	0.000	0.000	Merged-chr1-38777708-41
NR1079--MA0684.1.RUNX3	chr10	68673690	68673699	-	0.000	0.000	Merged-chr10-68673774-53
NR8144--MA0002.2.RUNX1	chr7	27508321	27508331	+	0.000	0.000	Merged-chr7-27508351-96
NR6193--MA0002.2.RUNX1	chr3	145538145	145538155	-	0.000	0.000	Merged-chr3-145538069-30
NR8938--MA0002.2.RUNX1	chr8	127588517	127588527	+	0.000	0.000	Merged-chr8-127588569-23
NR8081--MA0511.2.RUNX2	chr7	6172089	6172097	+	0.000	0.000	Merged-chr7-6172024-124
NR6116--MA0002.2.RUNX1	chr3	136688185	136688195	+	0.000	0.000	Merged-chr3-136688298-63
NR1015--MA0511.2.RUNX2	chr10	53889738	53889746	-	0.000	0.000	Merged-chr10-53889619-14
NR8796--MA0684.1.RUNX3	chr8	96552737	96552746	-	0.000	0.000	Merged-chr8-96552694-31
NR6573--MA0002.2.RUNX1	chr4	88046544	88046554	-	0.000	0.000	Merged-chr4-88046485-60
NR1360--MA0002.2.RUNX1	chr11	5541337	5541347	-	0.000	0.000	Merged-chr11-5541384-26
NR8319--MA0002.2.RUNX1	chr7	80450004	80450014	-	0.000	0.000	Merged-chr7-80450087-44
NR2342--MA0002.2.RUNX1	chr13	28502512	28502522	-	0.000	0.000	Merged-chr13-28502397-49
NR8110--MA0002.2.RUNX1	chr7	16827511	16827521	+	0.000	0.000	Merged-chr7-16827547-27
NR4422--MA0684.1.RUNX3	chr18	4295245	4295254	+	0.000	0.000	Merged-chr18-4295238-102
NR2616--MA0511.2.RUNX2	chr13	99503596	99503604	-	0.000	0.000	Merged-chr13-99503494-98
NR4674--MA0684.1.RUNX3	chr18	75541214	75541223	+	0.000	0.000	Merged-chr18-75541168-25
NR4131--MA0002.2.RUNX1	chr17	25255286	25255296	+	0.000	0.000	Merged-chr17-25255345-21
NR757--MA0511.2.RUNX2	chr1	189746649	189746657	-	0.000	0.000	Merged-chr1-189746591-10
NR6211--MA0684.1.RUNX3	chr3	148465711	148465720	-	0.000	0.000	Merged-chr3-148465597-36
NR8014--MA0002.2.RUNX1	chr6	140817135	140817145	-	0.000	0.000	Merged-chr6-140817043-66
NR929--MA0002.2.RUNX1	chr10	26322495	26322505	-	0.000	0.000	Merged-chr10-26322631-48
NR3579--MA0511.2.RUNX2	chr15	103177128	103177136	-	0.000	0.000	Merged-chr15-103177180-34
NR409--MA0511.2.RUNX2	chr1	105435212	105435220	-	0.000	0.000	Merged-chr1-105435161-34
NR4578--MA0684.1.RUNX3	chr18	56413121	56413130	-	0.000	0.000	Merged-chr18-56413005-50
NR6608--MA0511.2.RUNX2	chr4	97657874	97657882	+	0.000	0.000	Merged-chr4-97657761-27
NR5461--MA0002.2.RUNX1	chr2	151959545	151959555	-	0.000	0.000	Merged-chr2-151959461-52
NR1329--MA0684.1.RUNX3	chr10	127107654	127107663	+	0.000	0.000	Merged-chr10-127107710-55
NR1501--MA0002.2.RUNX1	chr11	50371494	50371504	-	0.000	0.000	Merged-chr11-50371605-32
NR2007--MA0002.2.RUNX1	chr12	73604919	73604929	-	0.000	0.000	Merged-chr12-73604732-122
NR4687--MA0684.1.RUNX3	chr18	77822831	77822840	+	0.000	0.000	Merged-chr18-77822747-6
NR4958--MA0684.1.RUNX3	chr2	19734664	19734673	-	0.000	0.000	Merged-chr2-19734692-8
NR2612--MA0684.1.RUNX3	chr13	97681987	97681996	+	0.000	0.000	Merged-chr13-97682077-4
NR2193--MA0002.2.RUNX1	chr12	115593089	115593099	+	0.000	0.000	Merged-chr12-115593226-26
NR1389--MA0511.2.RUNX2	chr11	11657343	11657351	+	0.000	0.000	Merged-chr11-11657249-55
NR3118--MA0684.1.RUNX3	chr14	105480284	105480293	-	0.000	0.000	Merged-chr14-105480266-22
NR8503--MA0002.2.RUNX1	chr7	140321276	140321286	+	0.000	0.000	Merged-chr7-140321203-63
NR290--MA0511.2.RUNX2	chr1	82839797	82839805	+	0.000	0.000	Merged-chr1-82839592-65
NR2864--MA0684.1.RUNX3	chr14	20885308	20885317	-	0.000	0.000	Merged-chr14-20885499-75
NR2987--MA0002.2.RUNX1	chr14	64487042	64487052	+	0.000	0.000	Merged-chr14-64487000-12
NR6303--MA0511.2.RUNX2	chr4	10770174	10770182	+	0.000	0.000	Merged-chr4-10770192-53
NR8632--MA0684.1.RUNX3	chr8	31123527	31123536	-	0.000	0.000	Merged-chr8-31123527-1
NR8903--MA0684.1.RUNX3	chr8	119914362	119914371	-	0.000	0.000	Merged-chr8-119914410-20
NR8427--MA0684.1.RUNX3	chr7	117635774	117635783	+	0.000	0.000	Merged-chr7-117635751-13
NR2368--MA0002.2.RUNX1	chr13	35798096	35798106	-	0.000	0.000	Merged-chr13-35798104-40
NR8407--MA0002.2.RUNX1	chr7	114070252	114070262	+	0.000	0.000	Merged-chr7-114069993-85
NR194--MA0511.2.RUNX2	chr1	60777111	60777119	-	0.000	0.000	Merged-chr1-60777260-88
NR6141--MA0511.2.RUNX2	chr3	141690927	141690935	+	0.000	0.000	Merged-chr3-141690828-16
NR2225--MA0002.2.RUNX1	chr12	118255872	118255882	-	0.000	0.000	Merged-chr12-118255780-45
NR8741--MA0684.1.RUNX3	chr8	77534646	77534655	+	0.000	0.000	Merged-chr8-77534912-51
NR514--MA0684.1.RUNX3	chr1	138233361	138233370	-	0.000	0.000	Merged-chr1-138233240-32
NR6585--MA0684.1.RUNX3	chr4	89875745	89875754	+	0.000	0.000	Merged-chr4-89875945-52
NR6313--MA0002.2.RUNX1	chr4	11492627	11492637	+	0.000	0.000	Merged-chr4-11492586-1
NR117--MA0511.2.RUNX2	chr1	38557783	38557791	+	0.000	0.000	Merged-chr1-38557840-50
NR2477--MA0002.2.RUNX1	chr13	67375569	67375579	-	0.000	0.000	Merged-chr13-67375654-59
NR5583--MA0002.2.RUNX1	chr2	181288180	181288190	+	0.000	0.000	Merged-chr2-181288221-3
NR1623--MA0002.2.RUNX1	chr11	86371399	86371409	+	0.000	0.000	Merged-chr11-86371454-26
NR845--MA0511.2.RUNX2	chr10	12614550	12614558	+	0.000	0.000	Merged-chr10-12614708-18
NR369--MA0511.2.RUNX2	chr1	92064488	92064496	-	0.000	0.000	Merged-chr1-92064482-52
NR352--MA0684.1.RUNX3	chr1	88587508	88587517	+	0.000	0.000	Merged-chr1-88587471-60
NR2956--MA0511.2.RUNX2	chr14	54138478	54138486	-	0.000	0.000	Merged-chr14-54138460-21
NR4266--MA0002.2.RUNX1	chr17	62246892	62246902	+	0.000	0.000	Merged-chr17-62246918-5
NR4808--MA0002.2.RUNX1	chr19	24301133	24301143	+	0.000	0.000	Merged-chr19-24301170-38
NR5840--MA0684.1.RUNX3	chr3	65435375	65435384	+	0.000	0.000	Merged-chr3-65435198-48
NR5963--MA0002.2.RUNX1	chr3	95720578	95720588	-	0.000	0.000	Merged-chr3-95720525-5
NR1289--MA0684.1.RUNX3	chr10	118714234	118714243	+	0.000	0.000	Merged-chr10-118714396-52
NR1461--MA0002.2.RUNX1	chr11	34048974	34048984	-	0.000	0.000	Merged-chr11-34049016-54
NR2986--MA0684.1.RUNX3	chr14	64416932	64416941	+	0.000	0.000	Merged-chr14-64416997-9
NR2172--MA0002.2.RUNX1	chr12	113446236	113446246	+	0.000	0.000	Merged-chr12-113446224-29
NR3664--MA0002.2.RUNX1	chr16	23838334	23838344	+	0.000	0.000	Merged-chr16-23838386-46
NR6578--MA0002.2.RUNX1	chr4	88300824	88300834	-	0.000	0.000	Merged-chr4-88300823-32
NR6805--MA0511.2.RUNX2	chr4	150339060	150339068	-	0.000	0.000	Merged-chr4-150339180-18
NR8863--MA0684.1.RUNX3	chr8	114879898	114879907	-	0.000	0.000	Merged-chr8-114879936-19
NR8658--MA0684.1.RUNX3	chr8	36319285	36319294	-	0.000	0.000	Merged-chr8-36319399-12
NR4649--MA0511.2.RUNX2	chr18	70633836	70633844	+	0.000	0.000	Merged-chr18-70633740-34
NR8115--MA0002.2.RUNX1	chr7	16950377	16950387	-	0.000	0.000	Merged-chr7-16950305-32
NR2204--MA0002.2.RUNX1	chr12	116620054	116620064	+	0.000	0.000	Merged-chr12-116620074-47
NR1950--MA0002.2.RUNX1	chr12	52035392	52035402	+	0.000	0.000	Merged-chr12-52035285-2
NR5932--MA0511.2.RUNX2	chr3	86961165	86961173	-	0.000	0.000	Merged-chr3-86961231-31
NR2456--MA0002.2.RUNX1	chr13	63189852	63189862	-	0.000	0.000	Merged-chr13-63189715-33
NR4963--MA0511.2.RUNX2	chr2	21222924	21222932	+	0.000	0.000	Merged-chr2-21222970-39
NR1331--MA0002.2.RUNX1	chr10	128270427	128270437	+	0.000	0.000	Merged-chr10-128270552-51
NR6339--MA0002.2.RUNX1	chr4	19932238	19932248	+	0.000	0.000	Merged-chr4-19932184-11
NR4659--MA0002.2.RUNX1	chr18	73643249	73643259	-	0.000	0.000	Merged-chr18-73643262-33
NR2042--MA0002.2.RUNX1	chr12	84209273	84209283	-	0.000	0.000	Merged-chr12-84209279-4
NR2979--MA0002.2.RUNX1	chr14	61698837	61698847	+	0.000	0.000	Merged-chr14-61698789-31
NR2459--MA0511.2.RUNX2	chr13	63411080	63411088	-	0.000	0.000	Merged-chr13-63411317-71
NR6796--MA0002.2.RUNX1	chr4	148683727	148683737	+	0.000	0.000	Merged-chr4-148683681-71
NR2171--MA0684.1.RUNX3	chr12	112976384	112976393	+	0.000	0.000	Merged-chr12-112976486-72
NR1854--MA0002.2.RUNX1	chr12	25784513	25784523	-	0.000	0.000	Merged-chr12-25784585-45
NR8161--MA0511.2.RUNX2	chr7	30333028	30333036	-	0.000	0.000	Merged-chr7-30333026-1
NR8876--MA0684.1.RUNX3	chr8	116635507	116635516	+	0.000	0.000	Merged-chr8-116635370-35
NR4201--MA0511.2.RUNX2	chr17	44256761	44256769	-	0.000	0.000	Merged-chr17-44256797-30
NR5942--MA0002.2.RUNX1	chr3	89187824	89187834	-	0.000	0.000	Merged-chr3-89188181-94
NR649--MA0684.1.RUNX3	chr1	170167995	170168004	+	0.000	0.000	Merged-chr1-170167960-28
NR1983--MA0684.1.RUNX3	chr12	69539513	69539522	+	0.000	0.000	Merged-chr12-69539558-45
NR1440--MA0002.2.RUNX1	chr11	30166353	30166363	-	0.000	0.000	Merged-chr11-30166468-16
NR4102--MA0002.2.RUNX1	chr17	19445082	19445092	-	0.000	0.000	Merged-chr17-19445027-33
NR6404--MA0511.2.RUNX2	chr4	40721076	40721084	+	0.000	0.000	Merged-chr4-40721165-38
NR4724--MA0511.2.RUNX2	chr18	84851323	84851331	-	0.000	0.000	Merged-chr18-84851440-69
NR6577--MA0684.1.RUNX3	chr4	88115656	88115665	-	0.000	0.000	Merged-chr4-88115597-29
NR4083--MA0002.2.RUNX1	chr17	18558981	18558991	+	0.000	0.000	Merged-chr17-18558777-104
NR9411--MA0002.2.RUNX1	chr9	123734267	123734277	+	0.000	0.000	Merged-chr9-123734197-54
NR3772--MA0684.1.RUNX3	chr16	52007168	52007177	-	0.000	0.000	Merged-chr16-52007257-28
NR6286--MA0002.2.RUNX1	chr4	8811197	8811207	+	0.000	0.000	Merged-chr4-8811216-44
NR2203--MA0684.1.RUNX3	chr12	116138977	116138986	+	0.000	0.000	Merged-chr12-116138953-46
NR4006--MA0002.2.RUNX1	chr17	7889095	7889105	-	0.000	0.000	Merged-chr17-7889151-33
NR8366--MA0684.1.RUNX3	chr7	99087176	99087185	-	0.000	0.000	Merged-chr7-99087128-56
NR4086--MA0511.2.RUNX2	chr17	18615280	18615288	+	0.000	0.000	Merged-chr17-18615356-8
NR4357--MA0511.2.RUNX2	chr17	80419014	80419022	+	0.000	0.000	Merged-chr17-80418993-27
NR4340--MA0684.1.RUNX3	chr17	73815028	73815037	-	0.000	0.000	Merged-chr17-73814943-62
NR8445--MA0511.2.RUNX2	chr7	122288946	122288954	-	0.000	0.000	Merged-chr7-122289082-6
NR7906--MA0002.2.RUNX1	chr6	128411302	128411312	+	0.000	0.000	Merged-chr6-128411332-35
NR8075--MA0002.2.RUNX1	chr6	149348341	149348351	-	0.000	0.000	Merged-chr6-149348388-7
NR8617--MA0002.2.RUNX1	chr8	25274700	25274710	+	0.000	0.000	Merged-chr8-25274715-82
NR3404--MA0002.2.RUNX1	chr15	59739349	59739359	-	0.000	0.000	Merged-chr15-59739461-33
NR6609--MA0684.1.RUNX3	chr4	97657874	97657883	+	0.000	0.000	Merged-chr4-97657761-27
NR1182--MA0002.2.RUNX1	chr10	93191225	93191235	+	0.000	0.000	Merged-chr10-93191041-25
NR4658--MA0684.1.RUNX3	chr18	73548756	73548765	-	0.000	0.000	Merged-chr18-73548790-35
NR2978--MA0684.1.RUNX3	chr14	60783447	60783456	+	0.000	0.000	Merged-chr14-60783398-4
NR4115--MA0002.2.RUNX1	chr17	21733926	21733936	-	0.000	0.000	Merged-chr17-21733799-41
NR2164--MA0002.2.RUNX1	chr12	112861005	112861015	-	0.000	0.000	Merged-chr12-112860925-89
NR6047--MA0002.2.RUNX1	chr3	116808332	116808342	+	0.000	0.000	Merged-chr3-116808199-73
NR2088--MA0684.1.RUNX3	chr12	91765685	91765694	+	0.000	0.000	Merged-chr12-91765630-19
NR4909--MA0002.2.RUNX1	chr2	11619774	11619784	+	0.000	0.000	Merged-chr2-11619993-9
NR71--MA0002.2.RUNX1	chr1	20259103	20259113	+	0.000	0.000	Merged-chr1-20259129-7
NR8332--MA0684.1.RUNX3	chr7	84681780	84681789	+	0.000	0.000	Merged-chr7-84681796-26
NR6447--MA0684.1.RUNX3	chr4	53826423	53826432	-	0.000	0.000	Merged-chr4-53826364-82
NR3513--MA0002.2.RUNX1	chr15	89131568	89131578	-	0.000	0.000	Merged-chr15-89131620-40
NR7330--MA0002.2.RUNX1	chr5	134282794	134282804	+	0.000	0.000	Merged-chr5-134282688-60
NR5921--MA0002.2.RUNX1	chr3	84069505	84069515	+	0.000	0.000	Merged-chr3-84069466-34
NR4624--MA0684.1.RUNX3	chr18	65819117	65819126	-	0.000	0.000	Merged-chr18-65819211-50
NR707--MA0511.2.RUNX2	chr1	179240818	179240826	+	0.000	0.000	Merged-chr1-179240877-38
NR7853--MA0002.2.RUNX1	chr6	119918695	119918705	-	0.000	0.000	Merged-chr6-119918835-40
NR8293--MA0002.2.RUNX1	chr7	75600561	75600571	-	0.000	0.000	Merged-chr7-75600674-52
NR1737--MA0002.2.RUNX1	chr11	117872113	117872123	+	0.000	0.000	Merged-chr11-117872185-83
NR8315--MA0511.2.RUNX2	chr7	80209934	80209942	-	0.000	0.000	Merged-chr7-80209951-53
NR8693--MA0684.1.RUNX3	chr8	61451114	61451123	-	0.000	0.000	Merged-chr8-61451013-86
NR8759--MA0684.1.RUNX3	chr8	83740326	83740335	+	0.000	0.000	Merged-chr8-83740218-49
NR6142--MA0684.1.RUNX3	chr3	141690927	141690936	+	0.000	0.000	Merged-chr3-141690828-16
NR4191--MA0684.1.RUNX3	chr17	35997110	35997119	-	0.000	0.000	Merged-chr17-35997233-37
NR2577--MA0684.1.RUNX3	chr13	92859008	92859017	-	0.000	0.000	Merged-chr13-92859070-18
NR2305--MA0002.2.RUNX1	chr13	15936316	15936326	-	0.000	0.000	Merged-chr13-15936339-55
NR8074--MA0684.1.RUNX3	chr6	149348299	149348308	+	0.000	0.000	Merged-chr6-149348388-7
NR1723--MA0684.1.RUNX3	chr11	115231721	115231730	+	0.000	0.000	Merged-chr11-115231746-46
NR5762--MA0511.2.RUNX2	chr3	51128999	51129007	-	0.000	0.000	Merged-chr3-51128926-47
NR131--MA0511.2.RUNX2	chr1	39896694	39896702	-	0.000	0.000	Merged-chr1-39896761-43
NR4508--MA0002.2.RUNX1	chr18	39559518	39559528	-	0.000	0.000	Merged-chr18-39559520-6
NR1531--MA0511.2.RUNX2	chr11	54802018	54802026	+	0.000	0.000	Merged-chr11-54802192-79
NR7343--MA0002.2.RUNX1	chr5	137072177	137072187	+	0.000	0.000	Merged-chr5-137072251-26
NR7614--MA0002.2.RUNX1	chr6	58881090	58881100	-	0.000	0.000	Merged-chr6-58880983-47
NR8868--MA0684.1.RUNX3	chr8	115185669	115185678	-	0.000	0.000	Merged-chr8-115185594-22
NR2037--MA0511.2.RUNX2	chr12	80795095	80795103	-	0.000	0.000	Merged-chr12-80795087-3
NR4095--MA0684.1.RUNX3	chr17	18957940	18957949	+	0.000	0.000	Merged-chr17-18957901-23
NR1703--MA0002.2.RUNX1	chr11	109671985	109671995	+	0.000	0.000	Merged-chr11-109672054-52
NR2957--MA0684.1.RUNX3	chr14	54138477	54138486	-	0.000	0.000	Merged-chr14-54138460-21
NR4489--MA0002.2.RUNX1	chr18	34856379	34856389	-	0.000	0.000	Merged-chr18-34856324-36
NR7200--MA0002.2.RUNX1	chr5	100886743	100886753	-	0.000	0.000	Merged-chr5-100886788-32
NR7866--MA0002.2.RUNX1	chr6	120486195	120486205	+	0.000	0.000	Merged-chr6-120486424-77
NR8454--MA0684.1.RUNX3	chr7	123355109	123355118	+	0.000	0.000	Merged-chr7-123355107-50
NR5520--MA0002.2.RUNX1	chr2	167657066	167657076	+	0.000	0.000	Merged-chr2-167656925-59
NR8249--MA0684.1.RUNX3	chr7	64141526	64141535	+	0.000	0.000	Merged-chr7-64141555-53
NR3906--MA0002.2.RUNX1	chr16	87657461	87657471	+	0.000	0.000	Merged-chr16-87657392-20
NR50--MA0002.2.RUNX1	chr1	13514011	13514021	+	0.000	0.000	Merged-chr1-13513958-35
NR479--MA0684.1.RUNX3	chr1	128614922	128614931	-	0.000	0.000	Merged-chr1-128615083-92
NR3221--MA0002.2.RUNX1	chr15	5144621	5144631	+	0.000	0.000	Merged-chr15-5144505-4
NR4598--MA0002.2.RUNX1	chr18	60501175	60501185	-	0.000	0.000	Merged-chr18-60500961-174
NR4869--MA0002.2.RUNX1	chr19	56687200	56687210	-	0.000	0.000	Merged-chr19-56687212-16
NR8642--MA0511.2.RUNX2	chr8	34689158	34689166	+	0.000	0.000	Merged-chr8-34689039-1
NR2299--MA0002.2.RUNX1	chr13	13729840	13729850	+	0.000	0.000	Merged-chr13-13729900-19
NR7832--MA0002.2.RUNX1	chr6	114893967	114893977	-	0.000	0.000	Merged-chr6-114894029-89
NR5881--MA0002.2.RUNX1	chr3	75930325	75930335	+	0.000	0.000	Merged-chr3-75930291-55
NR760--MA0002.2.RUNX1	chr1	189783119	189783129	+	0.000	0.000	Merged-chr1-189783161-5
NR3601--MA0002.2.RUNX1	chr16	10690240	10690250	-	0.000	0.000	Merged-chr16-10690218-33
NR2699--MA0684.1.RUNX3	chr13	109845031	109845040	-	0.000	0.000	Merged-chr13-109845162-65
NR8023--MA0511.2.RUNX2	chr6	142915580	142915588	-	0.000	0.000	Merged-chr6-142915635-53
NR6409--MA0511.2.RUNX2	chr4	40845073	40845081	-	0.000	0.000	Merged-chr4-40845013-13
NR253--MA0511.2.RUNX2	chr1	72123869	72123877	-	0.000	0.000	Merged-chr1-72123822-28
NR2679--MA0002.2.RUNX1	chr13	108667277	108667287	+	0.000	0.000	Merged-chr13-108667281-5
NR8718--MA0002.2.RUNX1	chr8	69196705	69196715	+	0.000	0.000	Merged-chr8-69196673-22
NR5470--MA0511.2.RUNX2	chr2	154754296	154754304	+	0.000	0.000	Merged-chr2-154754253-27
NR3505--MA0002.2.RUNX1	chr15	85233150	85233160	-	0.000	0.000	Merged-chr15-85233310-62
NR4759--MA0684.1.RUNX3	chr19	8519019	8519028	+	0.000	0.000	Merged-chr19-8519085-2
