#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.up.bed
NR71354--MA1107.1.KLF9	chr9	120055046	120055058	+	0.000	0.000	Merged-chr9-120055033-46
NR41577--MA0493.1.Klf1	chr3	84770750	84770760	-	0.000	0.000	Merged-chr3-84770670-24
NR20147--MA0741.1.KLF16	chr14	48446629	48446639	+	0.000	0.000	Merged-chr14-48446535-78
NR10416--MA0741.1.KLF16	chr11	60115376	60115386	+	0.000	0.000	Merged-chr11-60115208-93
NR58895--MA0039.3.KLF4	chr7	6383276	6383286	-	0.000	0.000	Merged-chr7-6383352-66
NR6725--MA0741.1.KLF16	chr10	75835757	75835767	+	0.000	0.000	Merged-chr10-75835813-94
NR31443--MA1107.1.KLF9	chr18	43687764	43687776	+	0.000	0.000	Merged-chr18-43687697-2
NR10011--MA0742.1.Klf12	chr11	49244240	49244254	-	0.000	0.000	Merged-chr11-49244035-93
NR18259--MA0741.1.KLF16	chr13	100744700	100744710	+	0.000	0.000	Merged-chr13-100744526-62
NR34171--MA0741.1.KLF16	chr19	46761359	46761369	+	0.000	0.000	Merged-chr19-46761432-95
NR23270--MA1107.1.KLF9	chr15	67290895	67290907	-	0.000	0.000	Merged-chr15-67291006-6
NR67174--MA0493.1.Klf1	chr8	121591461	121591471	-	0.000	0.000	Merged-chr8-121591458-17
NR47040--MA0741.1.KLF16	chr4	119195348	119195358	+	0.000	0.000	Merged-chr4-119195443-60
NR52700--MA0740.1.KLF14	chr5	124629054	124629067	-	0.000	0.000	Merged-chr5-124629076-75
NR16579--MA0741.1.KLF16	chr13	36932253	36932263	+	0.000	0.000	Merged-chr13-36932203-7
NR63715--MA0599.1.KLF5	chr7	141455858	141455867	-	0.000	0.000	Merged-chr7-141455879-2
NR11908--MA0741.1.KLF16	chr11	97362351	97362361	-	0.000	0.000	Merged-chr11-97362524-68
NR46915--MA0599.1.KLF5	chr4	116150506	116150515	-	0.000	0.000	Merged-chr4-116150435-60
NR71496--MA0741.1.KLF16	chr9	123253117	123253127	+	0.000	0.000	Merged-chr9-123252996-28
NR61101--MA0599.1.KLF5	chr7	79273162	79273171	-	0.000	0.000	Merged-chr7-79273041-64
NR12250--MA0740.1.KLF14	chr11	101984795	101984808	-	0.000	0.000	Merged-chr11-101984579-31
NR16157--MA0599.1.KLF5	chr13	8870598	8870607	+	0.000	0.000	Merged-chr13-8870736-169
NR31583--MA0599.1.KLF5	chr18	55161851	55161860	-	0.000	0.000	Merged-chr18-55161771-19
NR48413--MA0657.1.KLF13	chr4	141862226	141862243	+	0.000	0.000	Merged-chr4-141862091-43
NR45176--MA0599.1.KLF5	chr4	43937234	43937243	+	0.000	0.000	Merged-chr4-43937152-65
NR43882--MA0493.1.Klf1	chr3	146308447	146308457	+	0.000	0.000	Merged-chr3-146308303-21
NR42251--MA0599.1.KLF5	chr3	100969700	100969709	+	0.000	0.000	Merged-chr3-100969599-56
NR896--MA0742.1.Klf12	chr1	60016437	60016451	-	0.000	0.000	Merged-chr1-60016690-100
NR14783--MA0599.1.KLF5	chr12	84114567	84114576	-	0.000	0.000	Merged-chr12-84114389-28
NR68278--MA0599.1.KLF5	chr9	37613732	37613741	-	0.000	0.000	Merged-chr9-37613719-89
NR10788--MA0657.1.KLF13	chr11	69834201	69834218	-	0.000	0.000	Merged-chr11-69834211-15
NR42108--MA0599.1.KLF5	chr3	96697390	96697399	-	0.000	0.000	Merged-chr3-96697439-1
NR27707--MA0599.1.KLF5	chr17	12205995	12206004	+	0.000	0.000	Merged-chr17-12205812-57
NR67328--MA0741.1.KLF16	chr8	123805951	123805961	+	0.000	0.000	Merged-chr8-123805891-37
NR2680--MA0741.1.KLF16	chr1	136415261	136415271	-	0.000	0.000	Merged-chr1-136415287-72
NR34694--MA0741.1.KLF16	chr2	3475131	3475141	-	0.000	0.000	Merged-chr2-3474992-83
NR9607--MA0740.1.KLF14	chr11	23257527	23257540	-	0.000	0.000	Merged-chr11-23257441-61
NR11223--MA0741.1.KLF16	chr11	78261638	78261648	-	0.000	0.000	Merged-chr11-78261664-62
NR15165--MA0493.1.Klf1	chr12	98628096	98628106	-	0.000	0.000	Merged-chr12-98628210-48
NR24487--MA0741.1.KLF16	chr15	94589885	94589895	+	0.000	0.000	Merged-chr15-94589770-65
NR16285--MA0657.1.KLF13	chr13	21222581	21222598	-	0.000	0.000	Merged-chr13-21222520-28
NR42745--MA0740.1.KLF14	chr3	115692526	115692539	+	0.000	0.000	Merged-chr3-115692552-34
NR6861--MA0599.1.KLF5	chr10	77978592	77978601	+	0.000	0.000	Merged-chr10-77978614-55
NR37627--MA0741.1.KLF16	chr2	112240503	112240513	+	0.000	0.000	Merged-chr2-112240570-1
NR23043--MA0599.1.KLF5	chr15	58171624	58171633	+	0.000	0.000	Merged-chr15-58171434-29
NR67286--MA0493.1.Klf1	chr8	123037169	123037179	-	0.000	0.000	Merged-chr8-123037224-33
NR17862--MA0741.1.KLF16	chr13	89739572	89739582	+	0.000	0.000	Merged-chr13-89739593-12
NR46821--MA0599.1.KLF5	chr4	111720134	111720143	+	0.000	0.000	Merged-chr4-111720211-159
NR1057--MA1107.1.KLF9	chr1	66932105	66932117	+	0.000	0.000	Merged-chr1-66932043-30
NR27016--MA0039.3.KLF4	chr16	91588233	91588243	+	0.000	0.000	Merged-chr16-91588038-25
NR27015--MA0742.1.Klf12	chr16	91588231	91588245	+	0.000	0.000	Merged-chr16-91588038-25
NR44771--MA0599.1.KLF5	chr4	32250332	32250341	-	0.000	0.000	Merged-chr4-32250559-148
NR9419--MA0599.1.KLF5	chr11	17159263	17159272	+	0.000	0.000	Merged-chr11-17159248-29
NR23486--MA0740.1.KLF14	chr15	75969089	75969102	+	0.000	0.000	Merged-chr15-75969244-47
NR54045--MA0741.1.KLF16	chr5	144190218	144190228	-	0.000	0.000	Merged-chr5-144190229-35
NR41918--MA0599.1.KLF5	chr3	94758218	94758227	+	0.000	0.000	Merged-chr3-94758240-64
NR53255--MA0599.1.KLF5	chr5	134582750	134582759	-	0.000	0.000	Merged-chr5-134582735-45
NR36320--MA0493.1.Klf1	chr2	59882644	59882654	+	0.000	0.000	Merged-chr2-59882495-61
NR16269--MA0599.1.KLF5	chr13	20093615	20093624	-	0.000	0.000	Merged-chr13-20093624-50
NR7830--MA0599.1.KLF5	chr10	95299983	95299992	-	0.000	0.000	Merged-chr10-95299831-73
NR57422--MA0741.1.KLF16	chr6	124740453	124740463	-	0.000	0.000	Merged-chr6-124740500-3
NR60687--MA0741.1.KLF16	chr7	58569009	58569019	-	0.000	0.000	Merged-chr7-58568960-29
NR60860--MA0740.1.KLF14	chr7	65644818	65644831	+	0.000	0.000	Merged-chr7-65644925-69
NR40034--MA0039.3.KLF4	chr2	173659569	173659579	+	0.000	0.000	Merged-chr2-173659827-104
NR16054--MA0599.1.KLF5	chr12	118836995	118837004	-	0.000	0.000	Merged-chr12-118836898-44
NR9486--MA0742.1.Klf12	chr11	20561486	20561500	-	0.000	0.000	Merged-chr11-20561447-13
NR9096--MA0493.1.Klf1	chr11	3167588	3167598	-	0.000	0.000	Merged-chr11-3167570-33
NR54519--MA0493.1.Klf1	chr6	7844637	7844647	+	0.000	0.000	Merged-chr6-7844794-101
NR58799--MA0741.1.KLF16	chr7	4460697	4460707	+	0.000	0.000	Merged-chr7-4460679-27
NR42005--MA0599.1.KLF5	chr3	95434493	95434502	+	0.000	0.000	Merged-chr3-95434415-68
NR35057--MA0741.1.KLF16	chr2	18909775	18909785	-	0.000	0.000	Merged-chr2-18909851-2
NR22459--MA0741.1.KLF16	chr15	25884683	25884693	-	0.000	0.000	Merged-chr15-25884835-36
NR58101--MA0740.1.KLF14	chr6	137754678	137754691	-	0.000	0.000	Merged-chr6-137754640-54
NR12728--MA0741.1.KLF16	chr11	113649510	113649520	-	0.000	0.000	Merged-chr11-113649629-54
NR40344--MA0742.1.Klf12	chr3	9500013	9500027	-	0.000	0.000	Merged-chr3-9499976-58
NR3109--MA0741.1.KLF16	chr1	153740168	153740178	-	0.000	0.000	Merged-chr1-153740161-56
NR67182--MA0039.3.KLF4	chr8	121898639	121898649	-	0.000	0.000	Merged-chr8-121898554-47
NR25544--MA1107.1.KLF9	chr16	20622573	20622585	-	0.000	0.000	Merged-chr16-20622479-9
NR33648--MA0741.1.KLF16	chr19	31337344	31337354	-	0.000	0.000	Merged-chr19-31337298-1
NR27538--MA0742.1.Klf12	chr17	6978843	6978857	-	0.000	0.000	Merged-chr17-6979052-61
NR55099--MA0599.1.KLF5	chr6	41553493	41553502	-	0.000	0.000	Merged-chr6-41553590-24
NR41699--MA0741.1.KLF16	chr3	88772639	88772649	+	0.000	0.000	Merged-chr3-88772617-19
NR1429--MA0741.1.KLF16	chr1	84839291	84839301	+	0.000	0.000	Merged-chr1-84839421-169
NR37424--MA0599.1.KLF5	chr2	103761227	103761236	-	0.000	0.000	Merged-chr2-103761224-59
NR35589--MA0599.1.KLF5	chr2	30469938	30469947	+	0.000	0.000	Merged-chr2-30470096-26
NR17238--MA0599.1.KLF5	chr13	58443994	58444003	-	0.000	0.000	Merged-chr13-58444018-18
NR18225--MA0741.1.KLF16	chr13	99781081	99781091	-	0.000	0.000	Merged-chr13-99781144-21
NR66782--MA1107.1.KLF9	chr8	115137016	115137028	-	0.000	0.000	Merged-chr8-115136921-34
NR13136--MA0740.1.KLF14	chr11	119041137	119041150	-	0.000	0.000	Merged-chr11-119041092-76
NR52790--MA0740.1.KLF14	chr5	125475822	125475835	-	0.000	0.000	Merged-chr5-125475935-61
NR42779--MA0493.1.Klf1	chr3	116024477	116024487	-	0.000	0.000	Merged-chr3-116024547-26
NR16069--MA0741.1.KLF16	chr12	119238859	119238869	-	0.000	0.000	Merged-chr12-119238922-2
NR11998--MA0741.1.KLF16	chr11	98358337	98358347	-	0.000	0.000	Merged-chr11-98358396-75
NR25979--MA0493.1.Klf1	chr16	38353837	38353847	+	0.000	0.000	Merged-chr16-38353945-34
NR17219--MA1107.1.KLF9	chr13	58158328	58158340	-	0.000	0.000	Merged-chr13-58158134-148
NR19922--MA0741.1.KLF16	chr14	41013865	41013875	+	0.000	0.000	Merged-chr14-41013855-53
NR35355--MA1107.1.KLF9	chr2	25983491	25983503	+	0.000	0.000	Merged-chr2-25983366-83
NR46914--MA1107.1.KLF9	chr4	116144605	116144617	-	0.000	0.000	Merged-chr4-116144473-31
NR44525--MA0599.1.KLF5	chr4	11156398	11156407	-	0.000	0.000	Merged-chr4-11156378-59
NR193--MA0599.1.KLF5	chr1	21079256	21079265	+	0.000	0.000	Merged-chr1-21079276-92
NR71257--MA0741.1.KLF16	chr9	118678598	118678608	+	0.000	0.000	Merged-chr9-118678587-68
NR48856--MA0039.3.KLF4	chr4	151996277	151996287	-	0.000	0.000	Merged-chr4-151996356-68
NR29199--MA0742.1.Klf12	chr17	47221305	47221319	+	0.000	0.000	Merged-chr17-47221287-27
NR33642--MA0599.1.KLF5	chr19	31337334	31337343	-	0.000	0.000	Merged-chr19-31337298-1
NR71701--MA0740.1.KLF14	chrX	9272619	9272632	-	0.000	0.000	Merged-chrX-9272776-84
NR17100--MA0741.1.KLF16	chr13	55623008	55623018	-	0.000	0.000	Merged-chr13-55622931-60
NR60342--MA0493.1.Klf1	chr7	45016363	45016373	-	0.000	0.000	Merged-chr7-45016248-46
NR43712--MA0741.1.KLF16	chr3	142881037	142881047	-	0.000	0.000	Merged-chr3-142881152-2
NR33234--MA0741.1.KLF16	chr19	8757069	8757079	+	0.000	0.000	Merged-chr19-8757243-84
NR10060--MA0740.1.KLF14	chr11	50325775	50325788	+	0.000	0.000	Merged-chr11-50325698-61
NR15398--MA0493.1.Klf1	chr12	105027967	105027977	+	0.000	0.000	Merged-chr12-105027877-30
NR56944--MA0740.1.KLF14	chr6	113655252	113655265	+	0.000	0.000	Merged-chr6-113655068-39
NR70815--MA1107.1.KLF9	chr9	110229699	110229711	-	0.000	0.000	Merged-chr9-110229688-19
NR38957--MA0741.1.KLF16	chr2	151974370	151974380	-	0.000	0.000	Merged-chr2-151974232-5
NR10997--MA0740.1.KLF14	chr11	74838633	74838646	-	0.000	0.000	Merged-chr11-74838839-1
NR72683--MA0741.1.KLF16	chrX	152353051	152353061	-	0.000	0.000	Merged-chrX-152352945-26
NR64427--MA0741.1.KLF16	chr8	23237739	23237749	+	0.000	0.000	Merged-chr8-23237698-54
NR1378--MA0740.1.KLF14	chr1	82283347	82283360	+	0.000	0.000	Merged-chr1-82283308-57
NR36333--MA1107.1.KLF9	chr2	60210493	60210505	+	0.000	0.000	Merged-chr2-60210153-124
NR10278--MA0657.1.KLF13	chr11	55131241	55131258	+	0.000	0.000	Merged-chr11-55131266-10
NR33100--MA0742.1.Klf12	chr19	6236307	6236321	-	0.000	0.000	Merged-chr19-6236407-1
NR62476--MA0741.1.KLF16	chr7	119794084	119794094	-	0.000	0.000	Merged-chr7-119794114-60
NR52295--MA0599.1.KLF5	chr5	117115946	117115955	+	0.000	0.000	Merged-chr5-117115821-87
NR44120--MA0740.1.KLF14	chr3	152210452	152210465	+	0.000	0.000	Merged-chr3-152210438-105
NR64893--MA0742.1.Klf12	chr8	53639081	53639095	+	0.000	0.000	Merged-chr8-53639020-77
NR54788--MA0740.1.KLF14	chr6	29474062	29474075	+	0.000	0.000	Merged-chr6-29474137-48
NR11038--MA1107.1.KLF9	chr11	75410434	75410446	+	0.000	0.000	Merged-chr11-75410293-22
NR39668--MA0741.1.KLF16	chr2	167760229	167760239	+	0.000	0.000	Merged-chr2-167760188-26
NR54686--MA0742.1.Klf12	chr6	22340134	22340148	-	0.000	0.000	Merged-chr6-22340067-27
NR67980--MA0493.1.Klf1	chr9	21927594	21927604	+	0.000	0.000	Merged-chr9-21927505-18
NR62185--MA0039.3.KLF4	chr7	114088140	114088150	+	0.000	0.000	Merged-chr7-114088152-53
NR50858--MA0493.1.Klf1	chr5	72203205	72203215	-	0.000	0.000	Merged-chr5-72203390-56
NR14246--MA0741.1.KLF16	chr12	55443356	55443366	-	0.000	0.000	Merged-chr12-55443297-11
NR57928--MA0599.1.KLF5	chr6	134220566	134220575	+	0.000	0.000	Merged-chr6-134220428-49
NR40284--MA0740.1.KLF14	chr2	181520309	181520322	+	0.000	0.000	Merged-chr2-181520538-61
NR66894--MA1107.1.KLF9	chr8	117052563	117052575	-	0.000	0.000	Merged-chr8-117052612-3
NR40724--MA1107.1.KLF9	chr3	32438011	32438023	-	0.000	0.000	Merged-chr3-32438051-51
NR9437--MA0599.1.KLF5	chr11	19920048	19920057	-	0.000	0.000	Merged-chr11-19920148-102
NR58382--MA0599.1.KLF5	chr6	142571414	142571423	-	0.000	0.000	Merged-chr6-142571386-44
NR64156--MA0599.1.KLF5	chr8	13200628	13200637	-	0.000	0.000	Merged-chr8-13200567-28
NR35610--MA0740.1.KLF14	chr2	30658476	30658489	-	0.000	0.000	Merged-chr2-30658589-67
NR58876--MA0740.1.KLF14	chr7	6286395	6286408	-	0.000	0.000	Merged-chr7-6286404-52
NR3272--MA0657.1.KLF13	chr1	156474386	156474403	+	0.000	0.000	Merged-chr1-156474258-59
NR35708--MA0741.1.KLF16	chr2	32288143	32288153	+	0.000	0.000	Merged-chr2-32288192-62
NR35261--MA1107.1.KLF9	chr2	25054332	25054344	+	0.000	0.000	Merged-chr2-25054565-53
NR29005--MA0599.1.KLF5	chr17	44188492	44188501	+	0.000	0.000	Merged-chr17-44188735-54
NR53479--MA0599.1.KLF5	chr5	137189636	137189645	+	0.000	0.000	Merged-chr5-137189571-38
NR44431--MA0599.1.KLF5	chr4	4793225	4793234	+	0.000	0.000	Merged-chr4-4792948-124
NR42596--MA0599.1.KLF5	chr3	108383790	108383799	-	0.000	0.000	Merged-chr3-108383794-50
NR67613--MA0493.1.Klf1	chr8	128333494	128333504	-	0.000	0.000	Merged-chr8-128333532-18
NR6800--MA0741.1.KLF16	chr10	77033199	77033209	+	0.000	0.000	Merged-chr10-77033384-72
NR18461--MA1107.1.KLF9	chr13	105047442	105047454	-	0.000	0.000	Merged-chr13-105047400-59
NR28812--MA0741.1.KLF16	chr17	35516891	35516901	+	0.000	0.000	Merged-chr17-35516869-65
NR17693--MA0039.3.KLF4	chr13	76018683	76018693	+	0.000	0.000	Merged-chr13-76018576-95
NR9203--MA1107.1.KLF9	chr11	4823897	4823909	+	0.000	0.000	Merged-chr11-4823993-46
NR47347--MA0599.1.KLF5	chr4	126556926	126556935	-	0.000	0.000	Merged-chr4-126557087-49
NR7368--MA1107.1.KLF9	chr10	83161887	83161899	+	0.000	0.000	Merged-chr10-83161895-41
NR56223--MA0742.1.Klf12	chr6	88465414	88465428	-	0.000	0.000	Merged-chr6-88465559-62
NR47686--MA1107.1.KLF9	chr4	132749052	132749064	-	0.000	0.000	Merged-chr4-132748989-25
NR13558--MA1107.1.KLF9	chr12	16384356	16384368	+	0.000	0.000	Merged-chr12-16384404-18
NR2259--MA1107.1.KLF9	chr1	127380937	127380949	-	0.000	0.000	Merged-chr1-127381080-26
NR1070--MA0039.3.KLF4	chr1	69499064	69499074	-	0.000	0.000	Merged-chr1-69499196-51
NR20472--MA0599.1.KLF5	chr14	57525641	57525650	-	0.000	0.000	Merged-chr14-57525572-80
NR52126--MA0741.1.KLF16	chr5	114175814	114175824	-	0.000	0.000	Merged-chr5-114175903-40
NR8365--MA0599.1.KLF5	chr10	117532277	117532286	+	0.000	0.000	Merged-chr10-117532128-28
NR44618--MA1107.1.KLF9	chr4	15273293	15273305	+	0.000	0.000	Merged-chr4-15273435-28
NR12585--MA0493.1.Klf1	chr11	109611684	109611694	+	0.000	0.000	Merged-chr11-109611660-96
NR65629--MA0740.1.KLF14	chr8	77376621	77376634	+	0.000	0.000	Merged-chr8-77376569-21
NR39155--MA1107.1.KLF9	chr2	156878024	156878036	+	0.000	0.000	Merged-chr2-156878033-50
NR45025--MA0741.1.KLF16	chr4	41348060	41348070	+	0.000	0.000	Merged-chr4-41348000-22
NR22425--MA0741.1.KLF16	chr15	25269715	25269725	-	0.000	0.000	Merged-chr15-25269773-79
NR8461--MA0741.1.KLF16	chr10	118869516	118869526	+	0.000	0.000	Merged-chr10-118869269-178
NR50041--MA0742.1.Klf12	chr5	35757879	35757893	-	0.000	0.000	Merged-chr5-35757894-103
NR58789--MA0493.1.Klf1	chr7	4124371	4124381	+	0.000	0.000	Merged-chr7-4124539-46
NR17256--MA0599.1.KLF5	chr13	59557513	59557522	-	0.000	0.000	Merged-chr13-59557232-89
NR20474--MA0741.1.KLF16	chr14	57525640	57525650	-	0.000	0.000	Merged-chr14-57525572-80
NR12218--MA0741.1.KLF16	chr11	101082555	101082565	+	0.000	0.000	Merged-chr11-101082516-61
NR30498--MA0599.1.KLF5	chr17	84336153	84336162	-	0.000	0.000	Merged-chr17-84336226-16
NR69108--MA0493.1.Klf1	chr9	62847934	62847944	-	0.000	0.000	Merged-chr9-62847920-25
NR23369--MA1107.1.KLF9	chr15	73169062	73169074	-	0.000	0.000	Merged-chr15-73169118-30
NR20105--MA0599.1.KLF5	chr14	46832053	46832062	+	0.000	0.000	Merged-chr14-46832058-73
NR6972--MA1107.1.KLF9	chr10	79908590	79908602	+	0.000	0.000	Merged-chr10-79908801-95
NR10853--MA0493.1.Klf1	chr11	70410221	70410231	-	0.000	0.000	Merged-chr11-70410140-52
NR39822--MA1107.1.KLF9	chr2	170205676	170205688	-	0.000	0.000	Merged-chr2-170205615-94
NR38400--MA0741.1.KLF16	chr2	132511676	132511686	-	0.000	0.000	Merged-chr2-132511544-14
NR72020--MA0599.1.KLF5	chrX	53643798	53643807	-	0.000	0.000	Merged-chrX-53643613-70
NR66812--MA0657.1.KLF13	chr8	115568529	115568546	+	0.000	0.000	Merged-chr8-115568627-19
NR29475--MA0599.1.KLF5	chr17	56009201	56009210	-	0.000	0.000	Merged-chr17-56009009-115
NR41936--MA0741.1.KLF16	chr3	94786680	94786690	-	0.000	0.000	Merged-chr3-94786570-53
NR10773--MA0599.1.KLF5	chr11	69580361	69580370	+	0.000	0.000	Merged-chr11-69580339-58
NR59320--MA0741.1.KLF16	chr7	19665134	19665144	+	0.000	0.000	Merged-chr7-19665223-91
NR28859--MA0741.1.KLF16	chr17	35910130	35910140	+	0.000	0.000	Merged-chr17-35910117-56
NR4896--MA0741.1.KLF16	chr1	192532340	192532350	-	0.000	0.000	Merged-chr1-192532397-12
NR35710--MA0599.1.KLF5	chr2	32288336	32288345	+	0.000	0.000	Merged-chr2-32288192-62
NR37629--MA1107.1.KLF9	chr2	112240497	112240509	+	0.000	0.000	Merged-chr2-112240570-1
NR49303--MA0599.1.KLF5	chr5	8997237	8997246	+	0.000	0.000	Merged-chr5-8996968-123
NR7460--MA0740.1.KLF14	chr10	85035595	85035608	-	0.000	0.000	Merged-chr10-85035484-19
NR25978--MA0039.3.KLF4	chr16	38353839	38353849	+	0.000	0.000	Merged-chr16-38353945-34
NR27958--MA0599.1.KLF5	chr17	22424057	22424066	-	0.000	0.000	Merged-chr17-22424161-65
NR35916--MA0599.1.KLF5	chr2	36091473	36091482	+	0.000	0.000	Merged-chr2-36091401-36
NR22714--MA0493.1.Klf1	chr15	38452896	38452906	-	0.000	0.000	Merged-chr15-38452892-28
NR42615--MA0740.1.KLF14	chr3	108653853	108653866	+	0.000	0.000	Merged-chr3-108653855-66
NR9315--MA1107.1.KLF9	chr11	6410289	6410301	-	0.000	0.000	Merged-chr11-6410402-18
NR70833--MA1107.1.KLF9	chr9	110449129	110449141	-	0.000	0.000	Merged-chr9-110449150-25
NR44524--MA1107.1.KLF9	chr4	11076339	11076351	+	0.000	0.000	Merged-chr4-11076222-62
NR24--MA0599.1.KLF5	chr1	6454098	6454107	+	0.000	0.000	Merged-chr1-6454252-50
NR51859--MA0599.1.KLF5	chr5	110176573	110176582	-	0.000	0.000	Merged-chr5-110176742-78
NR735--MA0599.1.KLF5	chr1	52500480	52500489	+	0.000	0.000	Merged-chr1-52500431-96
NR54354--MA0599.1.KLF5	chr5	149861700	149861709	+	0.000	0.000	Merged-chr5-149861626-19
NR37769--MA0599.1.KLF5	chr2	117120685	117120694	+	0.000	0.000	Merged-chr2-117120973-155
NR58695--MA0493.1.Klf1	chr6	148212166	148212176	-	0.000	0.000	Merged-chr6-148212124-77
NR40618--MA0599.1.KLF5	chr3	28781285	28781294	-	0.000	0.000	Merged-chr3-28781211-76
NR49094--MA0741.1.KLF16	chr4	155563586	155563596	+	0.000	0.000	Merged-chr4-155563706-85
NR46038--MA0599.1.KLF5	chr4	83324235	83324244	+	0.000	0.000	Merged-chr4-83324069-95
NR23818--MA0599.1.KLF5	chr15	80704347	80704356	+	0.000	0.000	Merged-chr15-80704480-26
NR16558--MA0741.1.KLF16	chr13	36117586	36117596	+	0.000	0.000	Merged-chr13-36117623-83
NR2597--MA0741.1.KLF16	chr1	135019083	135019093	+	0.000	0.000	Merged-chr1-135019182-17
NR29871--MA0741.1.KLF16	chr17	69475518	69475528	-	0.000	0.000	Merged-chr17-69475612-28
NR32470--MA0741.1.KLF16	chr18	80200699	80200709	-	0.000	0.000	Merged-chr18-80200692-56
NR32741--MA0741.1.KLF16	chr18	84859617	84859627	+	0.000	0.000	Merged-chr18-84859622-32
NR19095--MA0493.1.Klf1	chr14	6757209	6757219	+	0.000	0.000	Merged-chr14-6757064-86
NR65738--MA0740.1.KLF14	chr8	81015075	81015088	+	0.000	0.000	Merged-chr8-81015053-72
NR29023--MA0599.1.KLF5	chr17	44662289	44662298	-	0.000	0.000	Merged-chr17-44662083-35
NR71475--MA0741.1.KLF16	chr9	122805542	122805552	+	0.000	0.000	Merged-chr9-122805643-54
NR12926--MA0599.1.KLF5	chr11	116138899	116138908	+	0.000	0.000	Merged-chr11-116138884-66
NR35132--MA0741.1.KLF16	chr2	21205620	21205630	+	0.000	0.000	Merged-chr2-21205632-118
NR38195--MA1107.1.KLF9	chr2	128470342	128470354	-	0.000	0.000	Merged-chr2-128470524-44
NR70615--MA0599.1.KLF5	chr9	106438462	106438471	+	0.000	0.000	Merged-chr9-106438400-53
NR50429--MA0599.1.KLF5	chr5	53998316	53998325	+	0.000	0.000	Merged-chr5-53998390-11
NR33772--MA0599.1.KLF5	chr19	37018706	37018715	-	0.000	0.000	Merged-chr19-37018602-32
NR12895--MA0740.1.KLF14	chr11	115999778	115999791	+	0.000	0.000	Merged-chr11-115999757-14
NR20570--MA0493.1.Klf1	chr14	59558941	59558951	-	0.000	0.000	Merged-chr14-59558966-13
NR8598--MA0599.1.KLF5	chr10	121507536	121507545	-	0.000	0.000	Merged-chr10-121507364-82
NR27855--MA0599.1.KLF5	chr17	15704866	15704875	+	0.000	0.000	Merged-chr17-15704757-20
NR10376--MA0741.1.KLF16	chr11	58960079	58960089	-	0.000	0.000	Merged-chr11-58960238-57
NR53478--MA1107.1.KLF9	chr5	137116413	137116425	-	0.000	0.000	Merged-chr5-137116340-58
NR39192--MA0599.1.KLF5	chr2	158160216	158160225	+	0.000	0.000	Merged-chr2-158160127-37
NR977--MA0740.1.KLF14	chr1	64121726	64121739	-	0.000	0.000	Merged-chr1-64121787-120
NR6685--MA0741.1.KLF16	chr10	75517403	75517413	+	0.000	0.000	Merged-chr10-75517574-101
NR23960--MA0741.1.KLF16	chr15	82899888	82899898	-	0.000	0.000	Merged-chr15-82899938-12
NR17850--MA0742.1.Klf12	chr13	89521652	89521666	+	0.000	0.000	Merged-chr13-89521757-30
NR41926--MA1107.1.KLF9	chr3	94786402	94786414	+	0.000	0.000	Merged-chr3-94786570-53
NR47007--MA0599.1.KLF5	chr4	118135096	118135105	-	0.000	0.000	Merged-chr4-118134983-71
NR72696--MA0741.1.KLF16	chrX	153007172	153007182	-	0.000	0.000	Merged-chrX-153007191-68
NR58229--MA1107.1.KLF9	chr6	140576331	140576343	+	0.000	0.000	Merged-chr6-140576321-13
NR10615--MA0740.1.KLF14	chr11	65807157	65807170	+	0.000	0.000	Merged-chr11-65807044-98
NR36353--MA0741.1.KLF16	chr2	60774638	60774648	-	0.000	0.000	Merged-chr2-60774747-55
NR46588--MA0493.1.Klf1	chr4	106679045	106679055	+	0.000	0.000	Merged-chr4-106678973-52
NR59619--MA0740.1.KLF14	chr7	27330965	27330978	+	0.000	0.000	Merged-chr7-27331112-44
NR70621--MA0741.1.KLF16	chr9	106438519	106438529	-	0.000	0.000	Merged-chr9-106438400-53
NR10308--MA0742.1.Klf12	chr11	57791222	57791236	+	0.000	0.000	Merged-chr11-57791276-17
NR58797--MA0039.3.KLF4	chr7	4460698	4460708	+	0.000	0.000	Merged-chr7-4460679-27
NR17274--MA0599.1.KLF5	chr13	59704637	59704646	+	0.000	0.000	Merged-chr13-59704642-41
NR45591--MA0741.1.KLF16	chr4	56865498	56865508	+	0.000	0.000	Merged-chr4-56865675-1
NR37606--MA0741.1.KLF16	chr2	109890949	109890959	-	0.000	0.000	Merged-chr2-109890954-88
NR22718--MA1107.1.KLF9	chr15	38452888	38452900	-	0.000	0.000	Merged-chr15-38452892-28
NR53473--MA0039.3.KLF4	chr5	137069069	137069079	-	0.000	0.000	Merged-chr5-137068922-9
NR55729--MA0039.3.KLF4	chr6	65662243	65662253	+	0.000	0.000	Merged-chr6-65662238-38
NR54108--MA0599.1.KLF5	chr5	145280541	145280550	-	0.000	0.000	Merged-chr5-145280725-65
