#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Maf/DKO_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.dn.bed
NR9452--MA0591.1.Bach1::Mafk	chr5	139344971	139344985	+	0.000	0.000	Merged-chr5-139345082-66
NR10218--MA0117.2.Mafb	chr6	134615230	134615241	-	0.000	0.000	Merged-chr6-134615220-54
NR8288--MA0089.1.MAFG::NFE2L1	chr4	63372196	63372201	+	0.000	0.000	Merged-chr4-63372139-33
NR2305--MA0117.2.Mafb	chr11	106716760	106716771	-	0.000	0.000	Merged-chr11-106716812-28
NR44--MA0089.1.MAFG::NFE2L1	chr1	16228115	16228120	+	0.000	0.000	Merged-chr1-16228179-38
NR1450--MA0496.2.MAFK	chr10	91141580	91141598	+	0.000	0.000	Merged-chr10-91141704-33
NR12532--MA0117.2.Mafb	chrX	113005444	113005455	-	0.000	0.000	Merged-chrX-113005437-15
NR6390--MA0089.1.MAFG::NFE2L1	chr2	24776396	24776401	+	0.000	0.000	Merged-chr2-24776490-30
NR2271--MA0089.1.MAFG::NFE2L1	chr11	102185305	102185310	-	0.000	0.000	Merged-chr11-102185121-56
NR3242--MA0501.1.MAF::NFE2	chr13	48516052	48516066	-	0.000	0.000	Merged-chr13-48516187-54
NR3327--MA0089.1.MAFG::NFE2L1	chr13	70611221	70611226	-	0.000	0.000	Merged-chr13-70611194-23
NR11973--MA0591.1.Bach1::Mafk	chr9	61277817	61277831	+	0.000	0.000	Merged-chr9-61277901-26
NR12541--MA0089.1.MAFG::NFE2L1	chrX	135753065	135753070	+	0.000	0.000	Merged-chrX-135752954-36
NR9680--MA0089.1.MAFG::NFE2L1	chr6	40818752	40818757	-	0.000	0.000	Merged-chr6-40818610-48
NR6457--MA0495.2.MAFF	chr2	34945756	34945776	-	0.000	0.000	Merged-chr2-34945759-18
NR6692--MA0089.1.MAFG::NFE2L1	chr2	91921901	91921906	+	0.000	0.000	Merged-chr2-91921982-40
NR9023--MA0591.1.Bach1::Mafk	chr5	43869181	43869195	+	0.000	0.000	Merged-chr5-43869112-81
NR1153--MA0089.1.MAFG::NFE2L1	chr10	39506801	39506806	+	0.000	0.000	Merged-chr10-39506782-12
NR1457--MA0117.2.Mafb	chr10	93179961	93179972	+	0.000	0.000	Merged-chr10-93180050-46
NR9811--MA0496.2.MAFK	chr6	70714456	70714474	+	0.000	0.000	Merged-chr6-70714490-34
NR7091--MA0591.1.Bach1::Mafk	chr2	145905464	145905478	+	0.000	0.000	Merged-chr2-145905286-60
NR8072--MA0496.2.MAFK	chr3	152912879	152912897	+	0.000	0.000	Merged-chr3-152912643-81
NR9326--MA0501.1.MAF::NFE2	chr5	112297495	112297509	+	0.000	0.000	Merged-chr5-112297415-51
NR11899--MA0117.2.Mafb	chr9	48817460	48817471	-	0.000	0.000	Merged-chr9-48817420-28
NR2458--MA0591.1.Bach1::Mafk	chr11	119991486	119991500	+	0.000	0.000	Merged-chr11-119991452-27
NR12069--MA0496.2.MAFK	chr9	75408028	75408046	-	0.000	0.000	Merged-chr9-75408031-5
NR11819--MA0501.1.MAF::NFE2	chr9	14559645	14559659	+	0.000	0.000	Merged-chr9-14559722-16
NR834--MA0501.1.MAF::NFE2	chr1	181866628	181866642	-	0.000	0.000	Merged-chr1-181866572-42
NR11866--MA0591.1.Bach1::Mafk	chr9	41153244	41153258	+	0.000	0.000	Merged-chr9-41153398-36
NR262--MA0591.1.Bach1::Mafk	chr1	75236467	75236481	-	0.000	0.000	Merged-chr1-75236679-106
NR1363--MA0117.2.Mafb	chr10	80270224	80270235	-	0.000	0.000	Merged-chr10-80270188-4
NR10305--MA0089.1.MAFG::NFE2L1	chr6	142780002	142780007	+	0.000	0.000	Merged-chr6-142779867-87
NR8864--MA0089.1.MAFG::NFE2L1	chr5	3301172	3301177	-	0.000	0.000	Merged-chr5-3301212-57
NR6587--MA0495.2.MAFF	chr2	65182839	65182859	+	0.000	0.000	Merged-chr2-65182800-62
NR2149--MA0501.1.MAF::NFE2	chr11	85324146	85324160	-	0.000	0.000	Merged-chr11-85324179-42
NR466--MA0501.1.MAF::NFE2	chr1	125390051	125390065	+	0.000	0.000	Merged-chr1-125390190-80
NR6229--MA0495.2.MAFF	chr19	57882131	57882151	+	0.000	0.000	Merged-chr19-57882261-17
NR7155--MA0089.1.MAFG::NFE2L1	chr2	150909716	150909721	-	0.000	0.000	Merged-chr2-150909929-87
NR5876--MA0089.1.MAFG::NFE2L1	chr18	80642635	80642640	+	0.000	0.000	Merged-chr18-80642669-13
NR11115--MA0591.1.Bach1::Mafk	chr7	139295825	139295839	-	0.000	0.000	Merged-chr7-139295944-32
NR11996--MA0591.1.Bach1::Mafk	chr9	62425370	62425384	-	0.000	0.000	Merged-chr9-62425384-15
NR2424--MA0496.2.MAFK	chr11	117292600	117292618	+	0.000	0.000	Merged-chr11-117292606-56
NR155--MA0591.1.Bach1::Mafk	chr1	51509240	51509254	+	0.000	0.000	Merged-chr1-51509217-43
NR4179--MA0591.1.Bach1::Mafk	chr15	31239948	31239962	-	0.000	0.000	Merged-chr15-31239940-27
NR9025--MA0089.1.MAFG::NFE2L1	chr5	44220711	44220716	-	0.000	0.000	Merged-chr5-44220668-26
NR9839--MA0591.1.Bach1::Mafk	chr6	81940100	81940114	+	0.000	0.000	Merged-chr6-81939929-17
NR1209--MA0496.2.MAFK	chr10	53344049	53344067	-	0.000	0.000	Merged-chr10-53344095-9
NR9591--MA0089.1.MAFG::NFE2L1	chr6	15726641	15726646	+	0.000	0.000	Merged-chr6-15726718-35
NR228--MA0495.2.MAFF	chr1	66816149	66816169	+	0.000	0.000	Merged-chr1-66816152-31
NR10702--MA0117.2.Mafb	chr7	80269714	80269725	+	0.000	0.000	Merged-chr7-80269676-53
NR6413--MA0089.1.MAFG::NFE2L1	chr2	31108353	31108358	-	0.000	0.000	Merged-chr2-31108373-37
NR11150--MA0495.2.MAFF	chr7	141072584	141072604	-	0.000	0.000	Merged-chr7-141072410-71
NR1440--MA0089.1.MAFG::NFE2L1	chr10	89686280	89686285	+	0.000	0.000	Merged-chr10-89686200-60
NR3867--MA0591.1.Bach1::Mafk	chr14	64440770	64440784	-	0.000	0.000	Merged-chr14-64440768-77
NR7672--MA0496.2.MAFK	chr3	87744157	87744175	-	0.000	0.000	Merged-chr3-87744056-12
NR7489--MA0501.1.MAF::NFE2	chr3	9863314	9863328	+	0.000	0.000	Merged-chr3-9863342-50
NR1455--MA0501.1.MAF::NFE2	chr10	93006606	93006620	-	0.000	0.000	Merged-chr10-93006828-34
NR2715--MA0501.1.MAF::NFE2	chr12	84417265	84417279	+	0.000	0.000	Merged-chr12-84417394-49
NR12572--MA0501.1.MAF::NFE2	chrX	163848710	163848724	-	0.000	0.000	Merged-chrX-163848776-29
NR596--MA0089.1.MAFG::NFE2L1	chr1	151011278	151011283	-	0.000	0.000	Merged-chr1-151011231-27
NR3747--MA0496.2.MAFK	chr14	31662029	31662047	-	0.000	0.000	Merged-chr14-31662081-78
NR12446--MA0495.2.MAFF	chrX	59568329	59568349	-	0.000	0.000	Merged-chrX-59568240-6
NR4441--MA0089.1.MAFG::NFE2L1	chr15	81872346	81872351	-	0.000	0.000	Merged-chr15-81872198-88
NR6242--MA0496.2.MAFK	chr19	58104747	58104765	-	0.000	0.000	Merged-chr19-58104736-34
NR11152--MA0659.1.MAFG	chr7	141072584	141072604	+	0.000	0.000	Merged-chr7-141072410-71
NR11891--MA0591.1.Bach1::Mafk	chr9	45241507	45241521	+	0.000	0.000	Merged-chr9-45241570-21
NR9747--MA0659.1.MAFG	chr6	54775914	54775934	-	0.000	0.000	Merged-chr6-54775842-27
NR5652--MA0591.1.Bach1::Mafk	chr18	39035427	39035441	+	0.000	0.000	Merged-chr18-39035384-28
NR11214--MA0501.1.MAF::NFE2	chr8	13649302	13649316	-	0.000	0.000	Merged-chr8-13649370-68
NR1453--MA0089.1.MAFG::NFE2L1	chr10	92722429	92722434	+	0.000	0.000	Merged-chr10-92722301-72
NR1259--MA0495.2.MAFF	chr10	60352062	60352082	+	0.000	0.000	Merged-chr10-60352057-41
NR7140--MA0495.2.MAFF	chr2	150840384	150840404	+	0.000	0.000	Merged-chr2-150840392-23
NR9946--MA0496.2.MAFK	chr6	99435315	99435333	+	0.000	0.000	Merged-chr6-99435291-39
NR2022--MA0495.2.MAFF	chr11	69098727	69098747	-	0.000	0.000	Merged-chr11-69098613-81
NR5181--MA0591.1.Bach1::Mafk	chr17	29381585	29381599	+	0.000	0.000	Merged-chr17-29381670-18
NR9585--MA0591.1.Bach1::Mafk	chr6	8649427	8649441	-	0.000	0.000	Merged-chr6-8649574-3
NR8350--MA0591.1.Bach1::Mafk	chr4	88722181	88722195	+	0.000	0.000	Merged-chr4-88722242-68
NR10167--MA0501.1.MAF::NFE2	chr6	128767004	128767018	+	0.000	0.000	Merged-chr6-128766936-56
NR9765--MA0659.1.MAFG	chr6	59411873	59411893	-	0.000	0.000	Merged-chr6-59411943-3
NR7166--MA0089.1.MAFG::NFE2L1	chr2	152787725	152787730	-	0.000	0.000	Merged-chr2-152787799-43
NR5036--MA0496.2.MAFK	chr16	96358153	96358171	-	0.000	0.000	Merged-chr16-96358039-35
NR11090--MA0501.1.MAF::NFE2	chr7	132824563	132824577	-	0.000	0.000	Merged-chr7-132824609-20
NR7524--MA0501.1.MAF::NFE2	chr3	28244543	28244557	+	0.000	0.000	Merged-chr3-28244555-21
NR9629--MA0495.2.MAFF	chr6	29735986	29736006	+	0.000	0.000	Merged-chr6-29735888-24
NR6425--MA0501.1.MAF::NFE2	chr2	32867502	32867516	-	0.000	0.000	Merged-chr2-32867635-14
NR5598--MA0089.1.MAFG::NFE2L1	chr18	23734842	23734847	-	0.000	0.000	Merged-chr18-23734973-16
NR5157--MA0496.2.MAFK	chr17	24344785	24344803	-	0.000	0.000	Merged-chr17-24344874-27
NR8675--MA0117.2.Mafb	chr4	139599026	139599037	-	0.000	0.000	Merged-chr4-139599159-54
NR1077--MA0591.1.Bach1::Mafk	chr10	21659612	21659626	+	0.000	0.000	Merged-chr10-21659696-16
NR6460--MA0591.1.Bach1::Mafk	chr2	34945759	34945773	-	0.000	0.000	Merged-chr2-34945759-18
NR6415--MA0591.1.Bach1::Mafk	chr2	31139025	31139039	+	0.000	0.000	Merged-chr2-31139048-4
NR10750--MA0495.2.MAFF	chr7	84750042	84750062	-	0.000	0.000	Merged-chr7-84750055-36
NR2986--MA0089.1.MAFG::NFE2L1	chr12	115813183	115813188	-	0.000	0.000	Merged-chr12-115813006-23
NR12550--MA0089.1.MAFG::NFE2L1	chrX	142737404	142737409	-	0.000	0.000	Merged-chrX-142737448-59
NR4911--MA0591.1.Bach1::Mafk	chr16	84496931	84496945	-	0.000	0.000	Merged-chr16-84496971-26
NR2127--MA0117.2.Mafb	chr11	83065283	83065294	+	0.000	0.000	Merged-chr11-83065248-62
NR6941--MA0501.1.MAF::NFE2	chr2	128087143	128087157	+	0.000	0.000	Merged-chr2-128087251-38
NR11836--MA0089.1.MAFG::NFE2L1	chr9	25592350	25592355	+	0.000	0.000	Merged-chr9-25592229-40
NR154--MA0117.2.Mafb	chr1	51478541	51478552	-	0.000	0.000	Merged-chr1-51478318-72
NR6135--MA0089.1.MAFG::NFE2L1	chr19	41366698	41366703	-	0.000	0.000	Merged-chr19-41366765-21
NR1277--MA0089.1.MAFG::NFE2L1	chr10	66864650	66864655	-	0.000	0.000	Merged-chr10-66864707-69
NR7931--MA0089.1.MAFG::NFE2L1	chr3	135438504	135438509	+	0.000	0.000	Merged-chr3-135438319-11
NR1194--MA0659.1.MAFG	chr10	45635338	45635358	-	0.000	0.000	Merged-chr10-45635407-27
NR11677--MA0591.1.Bach1::Mafk	chr8	124242446	124242460	+	0.000	0.000	Merged-chr8-124242348-54
NR1653--MA0089.1.MAFG::NFE2L1	chr10	122748520	122748525	+	0.000	0.000	Merged-chr10-122748643-28
NR5865--MA0495.2.MAFF	chr18	80554953	80554973	-	0.000	0.000	Merged-chr18-80555147-42
NR5650--MA0495.2.MAFF	chr18	39035417	39035437	-	0.000	0.000	Merged-chr18-39035384-28
NR66--MA0089.1.MAFG::NFE2L1	chr1	21618845	21618850	-	0.000	0.000	Merged-chr1-21618952-34
NR2700--MA0117.2.Mafb	chr12	81484798	81484809	-	0.000	0.000	Merged-chr12-81484946-51
NR1510--MA0495.2.MAFF	chr10	98880174	98880194	-	0.000	0.000	Merged-chr10-98880383-54
NR12260--MA0117.2.Mafb	chr9	108156924	108156935	+	0.000	0.000	Merged-chr9-108157018-18
NR3934--MA0591.1.Bach1::Mafk	chr14	73253976	73253990	+	0.000	0.000	Merged-chr14-73253840-37
NR2219--MA0496.2.MAFK	chr11	94386616	94386634	-	0.000	0.000	Merged-chr11-94386453-49
NR1957--MA0591.1.Bach1::Mafk	chr11	58938734	58938748	-	0.000	0.000	Merged-chr11-58938745-55
NR5867--MA0659.1.MAFG	chr18	80554953	80554973	+	0.000	0.000	Merged-chr18-80555147-42
NR10793--MA0089.1.MAFG::NFE2L1	chr7	99449154	99449159	-	0.000	0.000	Merged-chr7-99449077-51
NR7460--MA0591.1.Bach1::Mafk	chr2	180732251	180732265	-	0.000	0.000	Merged-chr2-180732168-28
NR1740--MA0117.2.Mafb	chr11	3932071	3932082	-	0.000	0.000	Merged-chr11-3931934-36
NR2313--MA0591.1.Bach1::Mafk	chr11	107875959	107875973	-	0.000	0.000	Merged-chr11-107875991-6
NR11374--MA0496.2.MAFK	chr8	71882026	71882044	-	0.000	0.000	Merged-chr8-71881954-63
NR2405--MA0089.1.MAFG::NFE2L1	chr11	116368394	116368399	+	0.000	0.000	Merged-chr11-116368348-10
NR11913--MA0591.1.Bach1::Mafk	chr9	53603584	53603598	-	0.000	0.000	Merged-chr9-53603556-33
NR6033--MA0089.1.MAFG::NFE2L1	chr19	21144874	21144879	+	0.000	0.000	Merged-chr19-21144812-47
NR5773--MA0659.1.MAFG	chr18	64476938	64476958	-	0.000	0.000	Merged-chr18-64476957-10
NR11529--MA0501.1.MAF::NFE2	chr8	107504408	107504422	+	0.000	0.000	Merged-chr8-107504298-30
NR6297--MA0495.2.MAFF	chr2	3742585	3742605	-	0.000	0.000	Merged-chr2-3742681-34
NR9323--MA0089.1.MAFG::NFE2L1	chr5	112242535	112242540	+	0.000	0.000	Merged-chr5-112242517-49
NR6161--MA0591.1.Bach1::Mafk	chr19	45363654	45363668	+	0.000	0.000	Merged-chr19-45363754-58
NR2163--MA0117.2.Mafb	chr11	87422942	87422953	+	0.000	0.000	Merged-chr11-87422985-71
NR7824--MA0591.1.Bach1::Mafk	chr3	109748061	109748075	-	0.000	0.000	Merged-chr3-109747952-27
NR11527--MA0591.1.Bach1::Mafk	chr8	107504405	107504419	+	0.000	0.000	Merged-chr8-107504298-30
NR1165--MA0496.2.MAFK	chr10	40310009	40310027	+	0.000	0.000	Merged-chr10-40310287-68
NR12390--MA0117.2.Mafb	chr9	122865930	122865941	-	0.000	0.000	Merged-chr9-122865982-50
NR4269--MA0591.1.Bach1::Mafk	chr15	55906989	55907003	-	0.000	0.000	Merged-chr15-55906885-1
NR9508--MA0496.2.MAFK	chr5	146655356	146655374	+	0.000	0.000	Merged-chr5-146655552-37
NR7515--MA0501.1.MAF::NFE2	chr3	21936122	21936136	+	0.000	0.000	Merged-chr3-21936128-91
NR2730--MA0495.2.MAFF	chr12	87411186	87411206	+	0.000	0.000	Merged-chr12-87411276-22
NR6422--MA0089.1.MAFG::NFE2L1	chr2	32496372	32496377	-	0.000	0.000	Merged-chr2-32496495-8
NR8356--MA0495.2.MAFF	chr4	88998479	88998499	+	0.000	0.000	Merged-chr4-88998396-38
NR12482--MA0496.2.MAFK	chrX	77801763	77801781	-	0.000	0.000	Merged-chrX-77801758-16
NR10467--MA0501.1.MAF::NFE2	chr7	17135446	17135460	-	0.000	0.000	Merged-chr7-17135418-14
NR2379--MA0591.1.Bach1::Mafk	chr11	114676579	114676593	-	0.000	0.000	Merged-chr11-114676631-1
NR3957--MA0591.1.Bach1::Mafk	chr14	76787759	76787773	-	0.000	0.000	Merged-chr14-76787743-20
NR9667--MA0117.2.Mafb	chr6	34869689	34869700	+	0.000	0.000	Merged-chr6-34869594-48
NR8986--MA0089.1.MAFG::NFE2L1	chr5	31154125	31154130	+	0.000	0.000	Merged-chr5-31154214-47
NR10882--MA0117.2.Mafb	chr7	110630430	110630441	-	0.000	0.000	Merged-chr7-110630391-39
NR11979--MA0591.1.Bach1::Mafk	chr9	61708042	61708056	-	0.000	0.000	Merged-chr9-61708026-57
NR10524--MA0117.2.Mafb	chr7	30608044	30608055	+	0.000	0.000	Merged-chr7-30607986-27
NR6468--MA0501.1.MAF::NFE2	chr2	34982237	34982251	+	0.000	0.000	Merged-chr2-34982434-20
NR6993--MA0659.1.MAFG	chr2	132874100	132874120	+	0.000	0.000	Merged-chr2-132874056-29
NR1375--MA0089.1.MAFG::NFE2L1	chr10	81409221	81409226	-	0.000	0.000	Merged-chr10-81409039-20
NR4314--MA0496.2.MAFK	chr15	62079563	62079581	+	0.000	0.000	Merged-chr15-62079594-24
NR6418--MA0591.1.Bach1::Mafk	chr2	32150988	32151002	+	0.000	0.000	Merged-chr2-32151176-48
NR1982--MA0591.1.Bach1::Mafk	chr11	62648010	62648024	-	0.000	0.000	Merged-chr11-62648207-2
NR126--MA0089.1.MAFG::NFE2L1	chr1	40393362	40393367	-	0.000	0.000	Merged-chr1-40393516-44
NR12156--MA0495.2.MAFF	chr9	89221266	89221286	-	0.000	0.000	Merged-chr9-89221104-50
NR1745--MA0591.1.Bach1::Mafk	chr11	4236907	4236921	-	0.000	0.000	Merged-chr11-4237290-86
NR502--MA0089.1.MAFG::NFE2L1	chr1	131000553	131000558	+	0.000	0.000	Merged-chr1-131000577-8
NR9523--MA0089.1.MAFG::NFE2L1	chr5	148715044	148715049	-	0.000	0.000	Merged-chr5-148715169-40
NR8161--MA0591.1.Bach1::Mafk	chr4	24569253	24569267	-	0.000	0.000	Merged-chr4-24569297-30
NR7456--MA0501.1.MAF::NFE2	chr2	179966558	179966572	-	0.000	0.000	Merged-chr2-179966777-32
NR11760--MA0495.2.MAFF	chr8	127973399	127973419	-	0.000	0.000	Merged-chr8-127973425-20
NR4209--MA0117.2.Mafb	chr15	38122314	38122325	+	0.000	0.000	Merged-chr15-38122272-49
NR8999--MA0089.1.MAFG::NFE2L1	chr5	34761724	34761729	+	0.000	0.000	Merged-chr5-34761763-63
NR7944--MA0117.2.Mafb	chr3	136959406	136959417	-	0.000	0.000	Merged-chr3-136959339-20
NR9234--MA0089.1.MAFG::NFE2L1	chr5	100466778	100466783	+	0.000	0.000	Merged-chr5-100466890-43
NR1980--MA0496.2.MAFK	chr11	61660917	61660935	+	0.000	0.000	Merged-chr11-61660971-31
NR5190--MA0089.1.MAFG::NFE2L1	chr17	31176460	31176465	+	0.000	0.000	Merged-chr17-31176516-21
NR8203--MA0591.1.Bach1::Mafk	chr4	41713750	41713764	-	0.000	0.000	Merged-chr4-41713787-95
NR4245--MA0659.1.MAFG	chr15	51823240	51823260	-	0.000	0.000	Merged-chr15-51823268-39
NR5874--MA0496.2.MAFK	chr18	80612046	80612064	+	0.000	0.000	Merged-chr18-80611991-79
NR2732--MA0117.2.Mafb	chr12	87411195	87411206	-	0.000	0.000	Merged-chr12-87411276-22
NR7177--MA0495.2.MAFF	chr2	153350989	153351009	+	0.000	0.000	Merged-chr2-153350886-63
NR10442--MA0495.2.MAFF	chr7	16057370	16057390	-	0.000	0.000	Merged-chr7-16057177-61
NR4444--MA0496.2.MAFK	chr15	82906878	82906896	+	0.000	0.000	Merged-chr15-82906941-10
NR9045--MA0089.1.MAFG::NFE2L1	chr5	57964487	57964492	+	0.000	0.000	Merged-chr5-57964492-18
NR7141--MA0591.1.Bach1::Mafk	chr2	150840387	150840401	-	0.000	0.000	Merged-chr2-150840392-23
NR7734--MA0659.1.MAFG	chr3	96269595	96269615	-	0.000	0.000	Merged-chr3-96269426-97
NR3143--MA0089.1.MAFG::NFE2L1	chr13	32849896	32849901	-	0.000	0.000	Merged-chr13-32849948-19
NR2429--MA0089.1.MAFG::NFE2L1	chr11	117349600	117349605	-	0.000	0.000	Merged-chr11-117349622-30
NR4778--MA0089.1.MAFG::NFE2L1	chr16	45016733	45016738	+	0.000	0.000	Merged-chr16-45016685-21
NR11643--MA0089.1.MAFG::NFE2L1	chr8	120716594	120716599	+	0.000	0.000	Merged-chr8-120716591-36
NR1460--MA0089.1.MAFG::NFE2L1	chr10	93425854	93425859	-	0.000	0.000	Merged-chr10-93425888-29
NR1752--MA0496.2.MAFK	chr11	5099438	5099456	+	0.000	0.000	Merged-chr11-5099369-106
NR7399--MA0591.1.Bach1::Mafk	chr2	174503036	174503050	+	0.000	0.000	Merged-chr2-174503229-12
NR1320--MA0117.2.Mafb	chr10	75667572	75667583	-	0.000	0.000	Merged-chr10-75667633-88
NR5794--MA0089.1.MAFG::NFE2L1	chr18	67441275	67441280	+	0.000	0.000	Merged-chr18-67441262-43
NR3885--MA0501.1.MAF::NFE2	chr14	66225136	66225150	+	0.000	0.000	Merged-chr14-66225302-32
NR1197--MA0496.2.MAFK	chr10	45635339	45635357	+	0.000	0.000	Merged-chr10-45635407-27
NR3914--MA0496.2.MAFK	chr14	70096506	70096524	-	0.000	0.000	Merged-chr14-70096534-4
NR10554--MA0501.1.MAF::NFE2	chr7	45054217	45054231	-	0.000	0.000	Merged-chr7-45054001-89
NR3274--MA0591.1.Bach1::Mafk	chr13	54569970	54569984	+	0.000	0.000	Merged-chr13-54570147-9
NR9434--MA0089.1.MAFG::NFE2L1	chr5	135962695	135962700	-	0.000	0.000	Merged-chr5-135962796-70
NR11569--MA0089.1.MAFG::NFE2L1	chr8	114815498	114815503	-	0.000	0.000	Merged-chr8-114815485-46
NR7401--MA0495.2.MAFF	chr2	174566021	174566041	+	0.000	0.000	Merged-chr2-174566072-46
NR8580--MA0089.1.MAFG::NFE2L1	chr4	127319878	127319883	-	0.000	0.000	Merged-chr4-127319840-19
NR1386--MA0089.1.MAFG::NFE2L1	chr10	82856445	82856450	-	0.000	0.000	Merged-chr10-82856367-8
NR5881--MA0089.1.MAFG::NFE2L1	chr18	81385552	81385557	-	0.000	0.000	Merged-chr18-81385709-31
NR12480--MA0501.1.MAF::NFE2	chrX	77801768	77801782	+	0.000	0.000	Merged-chrX-77801758-16
NR250--MA0591.1.Bach1::Mafk	chr1	72718986	72719000	-	0.000	0.000	Merged-chr1-72719042-27
NR572--MA0591.1.Bach1::Mafk	chr1	143985335	143985349	-	0.000	0.000	Merged-chr1-143985220-17
NR8795--MA0089.1.MAFG::NFE2L1	chr4	148038929	148038934	+	0.000	0.000	Merged-chr4-148038906-70
NR527--MA0591.1.Bach1::Mafk	chr1	134560540	134560554	+	0.000	0.000	Merged-chr1-134560564-90
NR12585--MA0089.1.MAFG::NFE2L1	chrX	167382404	167382409	+	0.000	0.000	Merged-chrX-167382487-107
NR11165--MA0089.1.MAFG::NFE2L1	chr7	142095317	142095322	-	0.000	0.000	Merged-chr7-142095287-55
NR11662--MA0495.2.MAFF	chr8	123287510	123287530	+	0.000	0.000	Merged-chr8-123287508-25
NR7179--MA0117.2.Mafb	chr2	153350989	153351000	+	0.000	0.000	Merged-chr2-153350886-63
NR2403--MA0591.1.Bach1::Mafk	chr11	116254800	116254814	+	0.000	0.000	Merged-chr11-116254750-41
NR11767--MA0659.1.MAFG	chr8	128148522	128148542	+	0.000	0.000	Merged-chr8-128148641-36
NR224--MA0089.1.MAFG::NFE2L1	chr1	63730649	63730654	-	0.000	0.000	Merged-chr1-63730554-61
NR3834--MA0089.1.MAFG::NFE2L1	chr14	59397162	59397167	+	0.000	0.000	Merged-chr14-59397210-50
NR9621--MA0089.1.MAFG::NFE2L1	chr6	22424194	22424199	-	0.000	0.000	Merged-chr6-22424289-78
NR7462--MA0089.1.MAFG::NFE2L1	chr2	181681029	181681034	-	0.000	0.000	Merged-chr2-181680994-14
NR6444--MA0501.1.MAF::NFE2	chr2	34140011	34140025	+	0.000	0.000	Merged-chr2-34139840-30
NR11843--MA0089.1.MAFG::NFE2L1	chr9	32704263	32704268	+	0.000	0.000	Merged-chr9-32704216-31
NR4246--MA0501.1.MAF::NFE2	chr15	51823240	51823254	-	0.000	0.000	Merged-chr15-51823268-39
NR465--MA0591.1.Bach1::Mafk	chr1	125390048	125390062	+	0.000	0.000	Merged-chr1-125390190-80
NR11863--MA0496.2.MAFK	chr9	40482609	40482627	+	0.000	0.000	Merged-chr9-40482628-42
NR9505--MA0591.1.Bach1::Mafk	chr5	146655358	146655372	-	0.000	0.000	Merged-chr5-146655552-37
NR12210--MA0591.1.Bach1::Mafk	chr9	96631603	96631617	-	0.000	0.000	Merged-chr9-96631627-5
NR5300--MA0089.1.MAFG::NFE2L1	chr17	50171180	50171185	-	0.000	0.000	Merged-chr17-50171299-20
NR11930--MA0089.1.MAFG::NFE2L1	chr9	55541142	55541147	-	0.000	0.000	Merged-chr9-55541090-24
NR4490--MA0501.1.MAF::NFE2	chr15	93229310	93229324	-	0.000	0.000	Merged-chr15-93229270-37
NR3154--MA0089.1.MAFG::NFE2L1	chr13	34078064	34078069	-	0.000	0.000	Merged-chr13-34078203-66
NR1192--MA0591.1.Bach1::Mafk	chr10	45635341	45635355	-	0.000	0.000	Merged-chr10-45635407-27
NR2533--MA0591.1.Bach1::Mafk	chr12	25095903	25095917	-	0.000	0.000	Merged-chr12-25096104-64
NR5037--MA0591.1.Bach1::Mafk	chr16	96358211	96358225	+	0.000	0.000	Merged-chr16-96358039-35
NR5515--MA0089.1.MAFG::NFE2L1	chr17	88599190	88599195	+	0.000	0.000	Merged-chr17-88599180-35
NR12004--MA0089.1.MAFG::NFE2L1	chr9	63602415	63602420	+	0.000	0.000	Merged-chr9-63602538-63
NR5702--MA0591.1.Bach1::Mafk	chr18	50022529	50022543	-	0.000	0.000	Merged-chr18-50022640-10
NR8954--MA0117.2.Mafb	chr5	23620783	23620794	-	0.000	0.000	Merged-chr5-23620874-12
NR12570--MA0089.1.MAFG::NFE2L1	chrX	163848672	163848677	-	0.000	0.000	Merged-chrX-163848776-29
NR321--MA0117.2.Mafb	chr1	86178948	86178959	-	0.000	0.000	Merged-chr1-86179069-36
NR8443--MA0591.1.Bach1::Mafk	chr4	106987844	106987858	-	0.000	0.000	Merged-chr4-106987990-49
NR5111--MA0089.1.MAFG::NFE2L1	chr17	13564981	13564986	-	0.000	0.000	Merged-chr17-13564978-21
NR10913--MA0501.1.MAF::NFE2	chr7	113419555	113419569	-	0.000	0.000	Merged-chr7-113419557-35
NR273--MA0591.1.Bach1::Mafk	chr1	79703629	79703643	+	0.000	0.000	Merged-chr1-79703728-12
NR442--MA0117.2.Mafb	chr1	119457064	119457075	+	0.000	0.000	Merged-chr1-119457268-70
NR5553--MA0591.1.Bach1::Mafk	chr18	5989814	5989828	+	0.000	0.000	Merged-chr18-5989979-54
NR1182--MA0089.1.MAFG::NFE2L1	chr10	44069388	44069393	+	0.000	0.000	Merged-chr10-44069344-19
NR5454--MA0496.2.MAFK	chr17	80621327	80621345	+	0.000	0.000	Merged-chr17-80621176-31
NR12381--MA0089.1.MAFG::NFE2L1	chr9	121277663	121277668	+	0.000	0.000	Merged-chr9-121277649-80
NR10586--MA0495.2.MAFF	chr7	51892630	51892650	-	0.000	0.000	Merged-chr7-51892724-31
