#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Runx/Naive_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.dn.bed
NR5769--MA0511.2.RUNX2	chr3	51583739	51583747	-	0.000	0.000	Merged-chr3-51583913-17
NR631--MA0684.1.RUNX3	chr1	165154336	165154345	+	0.000	0.000	Merged-chr1-165154267-24
NR8209--MA0684.1.RUNX3	chr7	49335377	49335386	-	0.000	0.000	Merged-chr7-49335315-27
NR5355--MA0511.2.RUNX2	chr2	129816172	129816180	+	0.000	0.000	Merged-chr2-129816219-15
NR3675--MA0511.2.RUNX2	chr16	25426504	25426512	-	0.000	0.000	Merged-chr16-25426499-60
NR710--MA0511.2.RUNX2	chr1	179578841	179578849	+	0.000	0.000	Merged-chr1-179578897-31
NR6066--MA0511.2.RUNX2	chr3	122202354	122202362	+	0.000	0.000	Merged-chr3-122202498-54
NR7207--MA0002.2.RUNX1	chr5	101937984	101937994	-	0.000	0.000	Merged-chr5-101938144-3
NR7492--MA0511.2.RUNX2	chr6	28949422	28949430	+	0.000	0.000	Merged-chr6-28949446-17
NR9221--MA0684.1.RUNX3	chr9	83551778	83551787	+	0.000	0.000	Merged-chr9-83551807-21
NR9344--MA0002.2.RUNX1	chr9	108792863	108792873	+	0.000	0.000	Merged-chr9-108792822-33
NR4038--MA0511.2.RUNX2	chr17	12745964	12745972	+	0.000	0.000	Merged-chr17-12746015-29
NR5193--MA0511.2.RUNX2	chr2	75991053	75991061	-	0.000	0.000	Merged-chr2-75991050-38
NR2851--MA0684.1.RUNX3	chr14	20025508	20025517	+	0.000	0.000	Merged-chr14-20025381-48
NR4925--MA0002.2.RUNX1	chr2	14712031	14712041	+	0.000	0.000	Merged-chr2-14711970-14
NR3291--MA0684.1.RUNX3	chr15	35529529	35529538	-	0.000	0.000	Merged-chr15-35529547-26
NR9552--MA0511.2.RUNX2	chrX	136646126	136646134	-	0.000	0.000	Merged-chrX-136646048-6
NR6019--MA0684.1.RUNX3	chr3	108562546	108562555	-	0.000	0.000	Merged-chr3-108562830-113
NR5494--MA0684.1.RUNX3	chr2	160746825	160746834	-	0.000	0.000	Merged-chr2-160746776-15
NR5844--MA0511.2.RUNX2	chr3	65650569	65650577	-	0.000	0.000	Merged-chr3-65650597-39
NR3893--MA0511.2.RUNX2	chr16	84995833	84995841	+	0.000	0.000	Merged-chr16-84995665-26
NR5701--MA0511.2.RUNX2	chr3	35306266	35306274	-	0.000	0.000	Merged-chr3-35306167-21
NR1594--MA0511.2.RUNX2	chr11	78984907	78984915	+	0.000	0.000	Merged-chr11-78984832-47
NR7140--MA0684.1.RUNX3	chr5	89198656	89198665	-	0.000	0.000	Merged-chr5-89198704-31
NR8139--MA0511.2.RUNX2	chr7	27361579	27361587	-	0.000	0.000	Merged-chr7-27361571-54
NR1517--MA0511.2.RUNX2	chr11	52320786	52320794	-	0.000	0.000	Merged-chr11-52320694-9
NR9343--MA0684.1.RUNX3	chr9	108617516	108617525	-	0.000	0.000	Merged-chr9-108617434-16
NR6661--MA0002.2.RUNX1	chr4	117892107	117892117	+	0.000	0.000	Merged-chr4-117892019-55
NR7520--MA0684.1.RUNX3	chr6	34495210	34495219	-	0.000	0.000	Merged-chr6-34495216-31
NR9052--MA0002.2.RUNX1	chr9	37554455	37554465	+	0.000	0.000	Merged-chr9-37554470-32
NR1133--MA0684.1.RUNX3	chr10	82887536	82887545	+	0.000	0.000	Merged-chr10-82887554-36
NR1799--MA0684.1.RUNX3	chr12	8818046	8818055	+	0.000	0.000	Merged-chr12-8817903-12
NR5887--MA0684.1.RUNX3	chr3	76268630	76268639	-	0.000	0.000	Merged-chr3-76268438-1
NR2953--MA0002.2.RUNX1	chr14	54042311	54042321	+	0.000	0.000	Merged-chr14-54042366-24
NR9260--MA0511.2.RUNX2	chr9	92217820	92217828	-	0.000	0.000	Merged-chr9-92217904-40
NR3459--MA0002.2.RUNX1	chr15	75033764	75033774	-	0.000	0.000	Merged-chr15-75033830-3
NR9227--MA0002.2.RUNX1	chr9	84466077	84466087	+	0.000	0.000	Merged-chr9-84466111-2
NR6422--MA0002.2.RUNX1	chr4	44097942	44097952	+	0.000	0.000	Merged-chr4-44098042-4
NR3938--MA0511.2.RUNX2	chr16	92801760	92801768	-	0.000	0.000	Merged-chr16-92801827-54
NR1987--MA0511.2.RUNX2	chr12	70123785	70123793	+	0.000	0.000	Merged-chr12-70123693-6
NR7799--MA0002.2.RUNX1	chr6	108098721	108098731	-	0.000	0.000	Merged-chr6-108098714-35
NR5582--MA0684.1.RUNX3	chr2	181213119	181213128	-	0.000	0.000	Merged-chr2-181212887-72
NR1622--MA0684.1.RUNX3	chr11	85324192	85324201	-	0.000	0.000	Merged-chr11-85324179-42
NR7407--MA0511.2.RUNX2	chr6	3620708	3620716	-	0.000	0.000	Merged-chr6-3620670-56
NR8118--MA0511.2.RUNX2	chr7	19405547	19405555	+	0.000	0.000	Merged-chr7-19405612-30
NR5357--MA0002.2.RUNX1	chr2	130291707	130291717	-	0.000	0.000	Merged-chr2-130291664-33
NR170--MA0002.2.RUNX1	chr1	53774180	53774190	-	0.000	0.000	Merged-chr1-53774073-61
NR2552--MA0002.2.RUNX1	chr13	89288481	89288491	-	0.000	0.000	Merged-chr13-89288354-4
NR9130--MA0511.2.RUNX2	chr9	59959390	59959398	-	0.000	0.000	Merged-chr9-59959525-42
NR920--MA0511.2.RUNX2	chr10	23812342	23812350	+	0.000	0.000	Merged-chr10-23812313-29
NR9302--MA0002.2.RUNX1	chr9	96936025	96936035	+	0.000	0.000	Merged-chr9-96936027-74
NR5466--MA0002.2.RUNX1	chr2	153161502	153161512	-	0.000	0.000	Merged-chr2-153161513-55
NR8843--MA0002.2.RUNX1	chr8	110929262	110929272	+	0.000	0.000	Merged-chr8-110929357-31
NR345--MA0002.2.RUNX1	chr1	88475603	88475613	-	0.000	0.000	Merged-chr1-88475619-20
NR9226--MA0684.1.RUNX3	chr9	84031079	84031088	+	0.000	0.000	Merged-chr9-84030961-27
NR1506--MA0002.2.RUNX1	chr11	51644500	51644510	-	0.000	0.000	Merged-chr11-51644413-4
NR3808--MA0511.2.RUNX2	chr16	59567917	59567925	+	0.000	0.000	Merged-chr16-59568011-23
NR7669--MA0002.2.RUNX1	chr6	72347187	72347197	-	0.000	0.000	Merged-chr6-72347109-1
NR3044--MA0684.1.RUNX3	chr14	78908657	78908666	-	0.000	0.000	Merged-chr14-78908483-12
NR1364--MA0684.1.RUNX3	chr11	6569372	6569381	-	0.000	0.000	Merged-chr11-6569400-3
NR8700--MA0002.2.RUNX1	chr8	64618842	64618852	+	0.000	0.000	Merged-chr8-64618871-24
NR1487--MA0002.2.RUNX1	chr11	46358575	46358585	+	0.000	0.000	Merged-chr11-46358620-3
NR4593--MA0002.2.RUNX1	chr18	58556955	58556965	+	0.000	0.000	Merged-chr18-58556890-22
NR2313--MA0002.2.RUNX1	chr13	16751807	16751817	+	0.000	0.000	Merged-chr13-16751922-1
NR1509--MA0511.2.RUNX2	chr11	52224161	52224169	+	0.000	0.000	Merged-chr11-52224357-50
NR8681--MA0002.2.RUNX1	chr8	57540439	57540449	-	0.000	0.000	Merged-chr8-57540400-20
NR3024--MA0002.2.RUNX1	chr14	73389250	73389260	+	0.000	0.000	Merged-chr14-73389146-30
NR1073--MA0002.2.RUNX1	chr10	67658076	67658086	+	0.000	0.000	Merged-chr10-67657975-87
NR1139--MA0002.2.RUNX1	chr10	84070468	84070478	-	0.000	0.000	Merged-chr10-84070351-2
NR3219--MA0684.1.RUNX3	chr15	5108561	5108570	-	0.000	0.000	Merged-chr15-5108448-64
NR977--MA0002.2.RUNX1	chr10	39005776	39005786	-	0.000	0.000	Merged-chr10-39005753-18
NR9044--MA0002.2.RUNX1	chr9	32706387	32706397	+	0.000	0.000	Merged-chr9-32706237-53
NR2151--MA0002.2.RUNX1	chr12	107982497	107982507	-	0.000	0.000	Merged-chr12-107982520-41
NR5479--MA0002.2.RUNX1	chr2	156267596	156267606	+	0.000	0.000	Merged-chr2-156267698-19
NR4830--MA0002.2.RUNX1	chr19	36083077	36083087	+	0.000	0.000	Merged-chr19-36083098-3
NR1204--MA0511.2.RUNX2	chr10	96481315	96481323	+	0.000	0.000	Merged-chr10-96481360-10
NR8713--MA0002.2.RUNX1	chr8	67889329	67889339	+	0.000	0.000	Merged-chr8-67889219-2
NR9219--MA0002.2.RUNX1	chr9	83324582	83324592	+	0.000	0.000	Merged-chr9-83324607-4
NR820--MA0684.1.RUNX3	chr10	8766172	8766181	+	0.000	0.000	Merged-chr10-8766277-7
NR467--MA0002.2.RUNX1	chr1	126670684	126670694	-	0.000	0.000	Merged-chr1-126670494-1
NR1108--MA0511.2.RUNX2	chr10	76355126	76355134	+	0.000	0.000	Merged-chr10-76355086-35
NR3708--MA0684.1.RUNX3	chr16	35781231	35781240	-	0.000	0.000	Merged-chr16-35781109-15
NR3417--MA0002.2.RUNX1	chr15	63969325	63969335	+	0.000	0.000	Merged-chr15-63969330-24
NR1195--MA0002.2.RUNX1	chr10	95476119	95476129	-	0.000	0.000	Merged-chr10-95476158-26
NR1409--MA0684.1.RUNX3	chr11	19823814	19823823	-	0.000	0.000	Merged-chr11-19823630-23
NR4720--MA0684.1.RUNX3	chr18	84302688	84302697	+	0.000	0.000	Merged-chr18-84302803-33
NR6523--MA0002.2.RUNX1	chr4	70410407	70410417	-	0.000	0.000	Merged-chr4-70410445-57
NR2958--MA0002.2.RUNX1	chr14	54227640	54227650	-	0.000	0.000	Merged-chr14-54227788-83
NR3398--MA0002.2.RUNX1	chr15	59619972	59619982	-	0.000	0.000	Merged-chr15-59620120-63
NR8726--MA0002.2.RUNX1	chr8	71205760	71205770	+	0.000	0.000	Merged-chr8-71205756-43
NR291--MA0684.1.RUNX3	chr1	82839797	82839806	+	0.000	0.000	Merged-chr1-82839592-65
NR1452--MA0684.1.RUNX3	chr11	32486695	32486704	-	0.000	0.000	Merged-chr11-32486832-15
NR7886--MA0684.1.RUNX3	chr6	124898450	124898459	-	0.000	0.000	Merged-chr6-124898421-2
NR4952--MA0002.2.RUNX1	chr2	19344823	19344833	+	0.000	0.000	Merged-chr2-19344795-21
NR2130--MA0002.2.RUNX1	chr12	99647051	99647061	-	0.000	0.000	Merged-chr12-99647039-10
NR3384--MA0684.1.RUNX3	chr15	53324886	53324895	-	0.000	0.000	Merged-chr15-53324911-2
NR5187--MA0002.2.RUNX1	chr2	75055026	75055036	+	0.000	0.000	Merged-chr2-75055098-51
NR1499--MA0684.1.RUNX3	chr11	50280317	50280326	+	0.000	0.000	Merged-chr11-50280206-7
NR1104--MA0684.1.RUNX3	chr10	73889370	73889379	-	0.000	0.000	Merged-chr10-73889444-2
NR9275--MA0002.2.RUNX1	chr9	94258922	94258932	+	0.000	0.000	Merged-chr9-94258829-1
NR3258--MA0511.2.RUNX2	chr15	25828626	25828634	-	0.000	0.000	Merged-chr15-25828667-44
NR4999--MA0002.2.RUNX1	chr2	30796783	30796793	-	0.000	0.000	Merged-chr2-30796578-35
NR3529--MA0511.2.RUNX2	chr15	93298366	93298374	-	0.000	0.000	Merged-chr15-93298411-30
NR794--MA0002.2.RUNX1	chr10	4518565	4518575	+	0.000	0.000	Merged-chr10-4518552-9
NR4541--MA0511.2.RUNX2	chr18	49721779	49721787	+	0.000	0.000	Merged-chr18-49721855-41
NR9278--MA0511.2.RUNX2	chr9	94621079	94621087	-	0.000	0.000	Merged-chr9-94620917-97
NR8673--MA0002.2.RUNX1	chr8	47173216	47173226	+	0.000	0.000	Merged-chr8-47173269-33
NR717--MA0002.2.RUNX1	chr1	180987910	180987920	+	0.000	0.000	Merged-chr1-180987901-35
NR5153--MA0002.2.RUNX1	chr2	62332033	62332043	+	0.000	0.000	Merged-chr2-62332140-9
NR1588--MA0002.2.RUNX1	chr11	77519252	77519262	+	0.000	0.000	Merged-chr11-77519189-54
NR7627--MA0002.2.RUNX1	chr6	60940542	60940552	-	0.000	0.000	Merged-chr6-60940563-22
NR6502--MA0002.2.RUNX1	chr4	63214340	63214350	-	0.000	0.000	Merged-chr4-63214261-1,Merged-chr4-63214492-2
NR2937--MA0002.2.RUNX1	chr14	45219653	45219663	+	0.000	0.000	Merged-chr14-45219848-107
NR3999--MA0511.2.RUNX2	chr17	6782895	6782903	+	0.000	0.000	Merged-chr17-6782813-110
NR1448--MA0511.2.RUNX2	chr11	31824841	31824849	-	0.000	0.000	Merged-chr11-31824780-24
NR664--MA0002.2.RUNX1	chr1	172312074	172312084	-	0.000	0.000	Merged-chr1-172312178-79
NR1078--MA0002.2.RUNX1	chr10	68673689	68673699	+	0.000	0.000	Merged-chr10-68673774-53
NR9002--MA0002.2.RUNX1	chr9	16400680	16400690	-	0.000	0.000	Merged-chr9-16400607-2
NR3856--MA0511.2.RUNX2	chr16	76002577	76002585	+	0.000	0.000	Merged-chr16-76002490-12
NR3363--MA0684.1.RUNX3	chr15	50667820	50667829	+	0.000	0.000	Merged-chr15-50667671-62
NR3171--MA0511.2.RUNX2	chr14	118816677	118816685	-	0.000	0.000	Merged-chr14-118816766-15
NR6929--MA0002.2.RUNX1	chr5	23631660	23631670	-	0.000	0.000	Merged-chr5-23631694-6
NR2361--MA0002.2.RUNX1	chr13	33957198	33957208	-	0.000	0.000	Merged-chr13-33957078-33
NR5023--MA0002.2.RUNX1	chr2	35259890	35259900	-	0.000	0.000	Merged-chr2-35259882-5
NR716--MA0684.1.RUNX3	chr1	180432049	180432058	-	0.000	0.000	Merged-chr1-180432015-44
NR1606--MA0684.1.RUNX3	chr11	81613445	81613454	-	0.000	0.000	Merged-chr11-81613412-31
NR6720--MA0002.2.RUNX1	chr4	134642024	134642034	-	0.000	0.000	Merged-chr4-134642170-32
NR4564--MA0002.2.RUNX1	chr18	54906903	54906913	-	0.000	0.000	Merged-chr18-54907072-1
NR2013--MA0002.2.RUNX1	chr12	76376820	76376830	+	0.000	0.000	Merged-chr12-76376904-35
NR5275--MA0002.2.RUNX1	chr2	102874128	102874138	+	0.000	0.000	Merged-chr2-102874098-65
NR9528--MA0511.2.RUNX2	chrX	99593325	99593333	+	0.000	0.000	Merged-chrX-99593260-13
NR8381--MA0002.2.RUNX1	chr7	105554388	105554398	+	0.000	0.000	Merged-chr7-105554530-56
NR630--MA0002.2.RUNX1	chr1	165154336	165154346	-	0.000	0.000	Merged-chr1-165154267-24
NR6501--MA0684.1.RUNX3	chr4	63049712	63049721	-	0.000	0.000	Merged-chr4-63049665-7
NR9015--MA0002.2.RUNX1	chr9	23212598	23212608	-	0.000	0.000	Merged-chr9-23212520-26
NR2122--MA0002.2.RUNX1	chr12	98453479	98453489	-	0.000	0.000	Merged-chr12-98453618-41
NR3376--MA0684.1.RUNX3	chr15	52928615	52928624	+	0.000	0.000	Merged-chr15-52928656-21
NR2850--MA0002.2.RUNX1	chr14	20025508	20025518	-	0.000	0.000	Merged-chr14-20025381-48
NR2645--MA0002.2.RUNX1	chr13	102645049	102645059	+	0.000	0.000	Merged-chr13-102645059-45
NR4881--MA0511.2.RUNX2	chr2	3910639	3910647	+	0.000	0.000	Merged-chr2-3910596-12
NR9124--MA0002.2.RUNX1	chr9	57998047	57998057	+	0.000	0.000	Merged-chr9-57998251-45
NR8936--MA0002.2.RUNX1	chr8	125871031	125871041	-	0.000	0.000	Merged-chr8-125871015-13
NR5515--MA0511.2.RUNX2	chr2	166549238	166549246	+	0.000	0.000	Merged-chr2-166549284-30
NR4163--MA0002.2.RUNX1	chr17	31871356	31871366	-	0.000	0.000	Merged-chr17-31871254-26
NR3359--MA0511.2.RUNX2	chr15	50402756	50402764	-	0.000	0.000	Merged-chr15-50402763-30
NR895--MA0002.2.RUNX1	chr10	17797004	17797014	-	0.000	0.000	Merged-chr10-17797209-6
NR4686--MA0002.2.RUNX1	chr18	77822831	77822841	-	0.000	0.000	Merged-chr18-77822747-6
NR3216--MA0511.2.RUNX2	chr15	5108562	5108570	-	0.000	0.000	Merged-chr15-5108448-64
NR917--MA0511.2.RUNX2	chr10	22714805	22714813	+	0.000	0.000	Merged-chr10-22714818-39
NR3117--MA0002.2.RUNX1	chr14	105480283	105480293	+	0.000	0.000	Merged-chr14-105480266-22
NR1109--MA0684.1.RUNX3	chr10	76355126	76355135	+	0.000	0.000	Merged-chr10-76355086-35
NR7413--MA0511.2.RUNX2	chr6	5436828	5436836	-	0.000	0.000	Merged-chr6-5436735-3
NR656--MA0002.2.RUNX1	chr1	171782705	171782715	-	0.000	0.000	Merged-chr1-171782627-54
NR6061--MA0002.2.RUNX1	chr3	121444167	121444177	+	0.000	0.000	Merged-chr3-121444097-11
NR1990--MA0002.2.RUNX1	chr12	71897512	71897522	-	0.000	0.000	Merged-chr12-71897525-19
NR8949--MA0002.2.RUNX1	chr8	128473688	128473698	-	0.000	0.000	Merged-chr8-128473725-2
NR9389--MA0002.2.RUNX1	chr9	118167867	118167877	-	0.000	0.000	Merged-chr9-118167872-33
NR6954--MA0511.2.RUNX2	chr5	31964052	31964060	-	0.000	0.000	Merged-chr5-31963887-11
NR1026--MA0511.2.RUNX2	chr10	56115381	56115389	+	0.000	0.000	Merged-chr10-56115476-67
NR1199--MA0684.1.RUNX3	chr10	95781380	95781389	-	0.000	0.000	Merged-chr10-95781275-17
NR6584--MA0002.2.RUNX1	chr4	89875745	89875755	-	0.000	0.000	Merged-chr4-89875945-52
NR4699--MA0002.2.RUNX1	chr18	79297926	79297936	-	0.000	0.000	Merged-chr18-79298014-36
NR1278--MA0511.2.RUNX2	chr10	116914010	116914018	+	0.000	0.000	Merged-chr10-116914032-56
NR765--MA0002.2.RUNX1	chr1	189855827	189855837	+	0.000	0.000	Merged-chr1-189855745-11
NR146--MA0002.2.RUNX1	chr1	43361816	43361826	-	0.000	0.000	Merged-chr1-43361754-62
NR3272--MA0511.2.RUNX2	chr15	30463080	30463088	+	0.000	0.000	Merged-chr15-30463100-4
NR3067--MA0511.2.RUNX2	chr14	87452283	87452291	-	0.000	0.000	Merged-chr14-87452152-30
NR2462--MA0002.2.RUNX1	chr13	63552696	63552706	-	0.000	0.000	Merged-chr13-63552773-18
NR8896--MA0002.2.RUNX1	chr8	119784332	119784342	+	0.000	0.000	Merged-chr8-119784383-58
NR9484--MA0684.1.RUNX3	chrX	59508505	59508514	-	0.000	0.000	Merged-chrX-59508552-38
NR1288--MA0002.2.RUNX1	chr10	118714234	118714244	-	0.000	0.000	Merged-chr10-118714396-52
NR5253--MA0684.1.RUNX3	chr2	91710623	91710632	+	0.000	0.000	Merged-chr2-91710716-76
NR3368--MA0684.1.RUNX3	chr15	50841965	50841974	+	0.000	0.000	Merged-chr15-50841998-15
NR2736--MA0511.2.RUNX2	chr13	117193646	117193654	-	0.000	0.000	Merged-chr13-117193569-3
NR8819--MA0002.2.RUNX1	chr8	106718343	106718353	+	0.000	0.000	Merged-chr8-106718294-10
NR3447--MA0511.2.RUNX2	chr15	73225334	73225342	+	0.000	0.000	Merged-chr15-73225223-4
NR655--MA0684.1.RUNX3	chr1	171778191	171778200	+	0.000	0.000	Merged-chr1-171778353-20
NR8690--MA0511.2.RUNX2	chr8	61426326	61426334	+	0.000	0.000	Merged-chr8-61426321-97
NR6583--MA0684.1.RUNX3	chr4	89550724	89550733	-	0.000	0.000	Merged-chr4-89550701-62
NR8657--MA0002.2.RUNX1	chr8	36319284	36319294	+	0.000	0.000	Merged-chr8-36319399-12
NR9516--MA0684.1.RUNX3	chrX	85839395	85839404	+	0.000	0.000	Merged-chrX-85839388-40
NR1049--MA0002.2.RUNX1	chr10	60381312	60381322	+	0.000	0.000	Merged-chr10-60381393-83
NR4631--MA0002.2.RUNX1	chr18	68830804	68830814	+	0.000	0.000	Merged-chr18-68830668-16
NR986--MA0511.2.RUNX2	chr10	39793436	39793444	-	0.000	0.000	Merged-chr10-39793457-38
NR5137--MA0002.2.RUNX1	chr2	60019020	60019030	-	0.000	0.000	Merged-chr2-60019234-65
NR221--MA0002.2.RUNX1	chr1	66279438	66279448	+	0.000	0.000	Merged-chr1-66279555-43
NR8514--MA0002.2.RUNX1	chr7	143021894	143021904	-	0.000	0.000	Merged-chr7-143021894-22
NR9102--MA0684.1.RUNX3	chr9	51239013	51239022	-	0.000	0.000	Merged-chr9-51239066-41
NR8865--MA0511.2.RUNX2	chr8	115110655	115110663	-	0.000	0.000	Merged-chr8-115110593-29
NR638--MA0511.2.RUNX2	chr1	166153509	166153517	-	0.000	0.000	Merged-chr1-166153550-30
NR8643--MA0684.1.RUNX3	chr8	34689158	34689167	+	0.000	0.000	Merged-chr8-34689039-1
NR8914--MA0684.1.RUNX3	chr8	123000551	123000560	+	0.000	0.000	Merged-chr8-123000494-51
NR6420--MA0002.2.RUNX1	chr4	43941552	43941562	-	0.000	0.000	Merged-chr4-43941357-2
NR2461--MA0684.1.RUNX3	chr13	63411079	63411088	-	0.000	0.000	Merged-chr13-63411317-71
NR6672--MA0002.2.RUNX1	chr4	123416432	123416442	+	0.000	0.000	Merged-chr4-123416422-1
NR2170--MA0002.2.RUNX1	chr12	112976384	112976394	-	0.000	0.000	Merged-chr12-112976486-72
NR3218--MA0002.2.RUNX1	chr15	5108560	5108570	+	0.000	0.000	Merged-chr15-5108448-64
NR1982--MA0002.2.RUNX1	chr12	69539513	69539523	-	0.000	0.000	Merged-chr12-69539558-45
NR8190--MA0002.2.RUNX1	chr7	42642552	42642562	-	0.000	0.000	Merged-chr7-42642590-33
NR6724--MA0684.1.RUNX3	chr4	134683125	134683134	+	0.000	0.000	Merged-chr4-134683033-16
NR8256--MA0002.2.RUNX1	chr7	65061158	65061168	-	0.000	0.000	Merged-chr7-65061119-5
NR9238--MA0002.2.RUNX1	chr9	86103760	86103770	-	0.000	0.000	Merged-chr9-86103730-10
NR7287--MA0002.2.RUNX1	chr5	118678867	118678877	-	0.000	0.000	Merged-chr5-118678760-15
NR9589--MA0511.2.RUNX2	chrX	159828383	159828391	+	0.000	0.000	Merged-chrX-159828290-35
NR6976--MA0684.1.RUNX3	chr5	37067425	37067434	-	0.000	0.000	Merged-chr5-37067269-61
NR2696--MA0511.2.RUNX2	chr13	109685703	109685711	-	0.000	0.000	Merged-chr13-109685834-42
NR2301--MA0511.2.RUNX2	chr13	14063501	14063509	-	0.000	0.000	Merged-chr13-14063519-130
NR8113--MA0002.2.RUNX1	chr7	16898940	16898950	+	0.000	0.000	Merged-chr7-16898857-1
NR6162--MA0002.2.RUNX1	chr3	143355127	143355137	-	0.000	0.000	Merged-chr3-143355064-4
NR343--MA0002.2.RUNX1	chr1	87866839	87866849	-	0.000	0.000	Merged-chr1-87866806-30
NR6833--MA0684.1.RUNX3	chr4	155306844	155306853	+	0.000	0.000	Merged-chr4-155306831-50
NR7068--MA0684.1.RUNX3	chr5	65929347	65929356	+	0.000	0.000	Merged-chr5-65929353-41
NR2725--MA0002.2.RUNX1	chr13	113816054	113816064	-	0.000	0.000	Merged-chr13-113816059-33
NR8765--MA0684.1.RUNX3	chr8	86708144	86708153	-	0.000	0.000	Merged-chr8-86708082-46
NR16--MA0511.2.RUNX2	chr1	7095995	7096003	-	0.000	0.000	Merged-chr1-7096130-35
NR6813--MA0002.2.RUNX1	chr4	150964761	150964771	-	0.000	0.000	Merged-chr4-150964729-1
NR2583--MA0684.1.RUNX3	chr13	93939605	93939614	-	0.000	0.000	Merged-chr13-93939742-17
NR7319--MA0002.2.RUNX1	chr5	125475880	125475890	+	0.000	0.000	Merged-chr5-125475935-61
NR4071--MA0511.2.RUNX2	chr17	18032518	18032526	-	0.000	0.000	Merged-chr17-18032603-1
NR2292--MA0002.2.RUNX1	chr13	13517052	13517062	-	0.000	0.000	Merged-chr13-13516959-38
NR8331--MA0002.2.RUNX1	chr7	84681780	84681790	-	0.000	0.000	Merged-chr7-84681796-26
NR8997--MA0002.2.RUNX1	chr9	15582170	15582180	-	0.000	0.000	Merged-chr9-15582230-13
NR499--MA0002.2.RUNX1	chr1	135019166	135019176	-	0.000	0.000	Merged-chr1-135019182-17
NR6380--MA0002.2.RUNX1	chr4	33072929	33072939	+	0.000	0.000	Merged-chr4-33073054-38
NR6446--MA0002.2.RUNX1	chr4	53826422	53826432	+	0.000	0.000	Merged-chr4-53826364-82
NR8854--MA0002.2.RUNX1	chr8	112034853	112034863	+	0.000	0.000	Merged-chr8-112034861-32
NR6698--MA0002.2.RUNX1	chr4	132040469	132040479	-	0.000	0.000	Merged-chr4-132040319-80
NR7286--MA0684.1.RUNX3	chr5	118601661	118601670	-	0.000	0.000	Merged-chr5-118601665-20
NR6969--MA0002.2.RUNX1	chr5	36557813	36557823	+	0.000	0.000	Merged-chr5-36557813-28
NR2196--MA0002.2.RUNX1	chr12	115691868	115691878	+	0.000	0.000	Merged-chr12-115691944-41
NR3178--MA0002.2.RUNX1	chr14	118950746	118950756	-	0.000	0.000	Merged-chr14-118950797-17
NR6284--MA0002.2.RUNX1	chr4	8666943	8666953	-	0.000	0.000	Merged-chr4-8666905-29
NR9297--MA0511.2.RUNX2	chr9	96783897	96783905	+	0.000	0.000	Merged-chr9-96783920-38
NR8906--MA0684.1.RUNX3	chr8	120396888	120396897	-	0.000	0.000	Merged-chr8-120396987-32
NR2946--MA0511.2.RUNX2	chr14	52338913	52338921	-	0.000	0.000	Merged-chr14-52338882-26
NR8758--MA0002.2.RUNX1	chr8	83740326	83740336	-	0.000	0.000	Merged-chr8-83740218-49
NR6412--MA0002.2.RUNX1	chr4	41064289	41064299	+	0.000	0.000	Merged-chr4-41064306-11
NR2847--MA0002.2.RUNX1	chr14	19968847	19968857	+	0.000	0.000	Merged-chr14-19968812-56
NR180--MA0684.1.RUNX3	chr1	55372863	55372872	+	0.000	0.000	Merged-chr1-55372833-8
NR8724--MA0002.2.RUNX1	chr8	70160137	70160147	+	0.000	0.000	Merged-chr8-70160118-32
NR226--MA0002.2.RUNX1	chr1	66896355	66896365	+	0.000	0.000	Merged-chr1-66896467-67
NR4494--MA0684.1.RUNX3	chr18	37877745	37877754	-	0.000	0.000	Merged-chr18-37877604-30
NR1196--MA0511.2.RUNX2	chr10	95476168	95476176	-	0.000	0.000	Merged-chr10-95476158-26
NR478--MA0002.2.RUNX1	chr1	128614921	128614931	+	0.000	0.000	Merged-chr1-128615083-92
NR2959--MA0511.2.RUNX2	chr14	54231331	54231339	+	0.000	0.000	Merged-chr14-54231287-11
NR6425--MA0002.2.RUNX1	chr4	46152065	46152075	-	0.000	0.000	Merged-chr4-46152127-36
NR4331--MA0002.2.RUNX1	chr17	71662806	71662816	-	0.000	0.000	Merged-chr17-71662918-53
NR4602--MA0002.2.RUNX1	chr18	61647390	61647400	+	0.000	0.000	Merged-chr18-61647433-25
NR6091--MA0511.2.RUNX2	chr3	129561209	129561217	-	0.000	0.000	Merged-chr3-129561081-2
NR4682--MA0511.2.RUNX2	chr18	77767860	77767868	-	0.000	0.000	Merged-chr18-77767671-52
NR6411--MA0684.1.RUNX3	chr4	40845072	40845081	-	0.000	0.000	Merged-chr4-40845013-13
NR858--MA0002.2.RUNX1	chr10	13967574	13967584	-	0.000	0.000	Merged-chr10-13967586-131
NR8466--MA0002.2.RUNX1	chr7	127376117	127376127	-	0.000	0.000	Merged-chr7-127375955-65
NR9325--MA0684.1.RUNX3	chr9	105689659	105689668	-	0.000	0.000	Merged-chr9-105689631-24
NR2432--MA0684.1.RUNX3	chr13	55255486	55255495	-	0.000	0.000	Merged-chr13-55255412-37
