#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/Bcl6KO_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.dn.bed
NR34259--MA0742.1.Klf12	chr2	131820505	131820519	+	0.000	0.000	Merged-chr2-131820410-33
NR46700--MA0599.1.KLF5	chr5	122284329	122284338	-	0.000	0.000	Merged-chr5-122284507-55
NR42536--MA0039.3.KLF4	chr4	135168040	135168050	+	0.000	0.000	Merged-chr4-135168211-13
NR37738--MA0740.1.KLF14	chr3	97658170	97658183	-	0.000	0.000	Merged-chr3-97658299-79
NR30211--MA0741.1.KLF16	chr19	36409568	36409578	-	0.000	0.000	Merged-chr19-36409790-61
NR50713--MA0742.1.Klf12	chr6	118197431	118197445	-	0.000	0.000	Merged-chr6-118197312-39
NR12619--MA0741.1.KLF16	chr12	40037415	40037425	+	0.000	0.000	Merged-chr12-40037304-3
NR29900--MA0599.1.KLF5	chr19	16780964	16780973	-	0.000	0.000	Merged-chr19-16781022-84
NR42466--MA0599.1.KLF5	chr4	134535426	134535435	+	0.000	0.000	Merged-chr4-134535132-103
NR34293--MA0599.1.KLF5	chr2	132180654	132180663	+	0.000	0.000	Merged-chr2-132180846-32
NR35956--MA0742.1.Klf12	chr2	173349676	173349690	+	0.000	0.000	Merged-chr2-173349812-58
NR39259--MA0599.1.KLF5	chr3	146328965	146328974	+	0.000	0.000	Merged-chr3-146328953-17
NR39800--MA0493.1.Klf1	chr4	6958647	6958657	-	0.000	0.000	Merged-chr4-6958431-33
NR59721--MA0741.1.KLF16	chr8	121301100	121301110	+	0.000	0.000	Merged-chr8-121301223-50
NR31761--MA0740.1.KLF14	chr2	30472130	30472143	-	0.000	0.000	Merged-chr2-30472114-26
NR59516--MA0493.1.Klf1	chr8	117802061	117802071	+	0.000	0.000	Merged-chr8-117802067-74
NR25451--MA0599.1.KLF5	chr17	27909229	27909238	+	0.000	0.000	Merged-chr17-27909139-107
NR18322--MA1107.1.KLF9	chr14	54894566	54894578	-	0.000	0.000	Merged-chr14-54894532-1
NR54530--MA0742.1.Klf12	chr7	92420555	92420569	-	0.000	0.000	Merged-chr7-92420666-38
NR47563--MA0741.1.KLF16	chr5	139150111	139150121	+	0.000	0.000	Merged-chr5-139150117-104
NR24963--MA0741.1.KLF16	chr17	13668662	13668672	+	0.000	0.000	Merged-chr17-13668793-34
NR39875--MA0740.1.KLF14	chr4	11965780	11965793	-	0.000	0.000	Merged-chr4-11965839-3
NR39926--MA0599.1.KLF5	chr4	16163693	16163702	+	0.000	0.000	Merged-chr4-16163634-149
NR42474--MA0740.1.KLF14	chr4	134642278	134642291	+	0.000	0.000	Merged-chr4-134642170-32
NR7385--MA0740.1.KLF14	chr10	120697632	120697645	+	0.000	0.000	Merged-chr10-120697518-32
NR2746--MA0741.1.KLF16	chr1	161748417	161748427	-	0.000	0.000	Merged-chr1-161748373-32
NR22722--MA1107.1.KLF9	chr16	11526649	11526661	-	0.000	0.000	Merged-chr16-11526520-43
NR51402--MA0599.1.KLF5	chr6	134981448	134981457	-	0.000	0.000	Merged-chr6-134981456-22
NR23597--MA1107.1.KLF9	chr16	52061154	52061166	-	0.000	0.000	Merged-chr16-52060989-97
NR19542--MA0741.1.KLF16	chr14	118137015	118137025	+	0.000	0.000	Merged-chr14-118137201-79
NR37627--MA0741.1.KLF16	chr3	96040569	96040579	-	0.000	0.000	Merged-chr3-96040740-50
NR38267--MA0493.1.Klf1	chr3	115758852	115758862	-	0.000	0.000	Merged-chr3-115758930-94
NR8096--MA0740.1.KLF14	chr11	16951194	16951207	+	0.000	0.000	Merged-chr11-16951345-72
NR64496--MA0599.1.KLF5	chrX	96095988	96095997	-	0.000	0.000	Merged-chrX-96096006-43
NR32552--MA0599.1.KLF5	chr2	65239149	65239158	+	0.000	0.000	Merged-chr2-65239330-1
NR29425--MA0493.1.Klf1	chr19	4214533	4214543	+	0.000	0.000	Merged-chr19-4214536-81
NR58142--MA0742.1.Klf12	chr8	71670849	71670863	-	0.000	0.000	Merged-chr8-71670762-16
NR35542--MA0742.1.Klf12	chr2	166786808	166786822	+	0.000	0.000	Merged-chr2-166786664-60
NR4883--MA0741.1.KLF16	chr10	42761716	42761726	-	0.000	0.000	Merged-chr10-42761888-112
NR36231--MA0741.1.KLF16	chr2	181459545	181459555	+	0.000	0.000	Merged-chr2-181459478-100
NR9204--MA0599.1.KLF5	chr11	65807170	65807179	+	0.000	0.000	Merged-chr11-65807044-98
NR52094--MA0741.1.KLF16	chr6	148444286	148444296	+	0.000	0.000	Merged-chr6-148444259-43
NR19059--MA0493.1.Klf1	chr14	79236476	79236486	+	0.000	0.000	Merged-chr14-79236608-48
NR41703--MA0599.1.KLF5	chr4	119540432	119540441	+	0.000	0.000	Merged-chr4-119540328-7
NR11680--MA0741.1.KLF16	chr11	117135864	117135874	+	0.000	0.000	Merged-chr11-117136064-7
NR64262--MA1107.1.KLF9	chrX	56597730	56597742	+	0.000	0.000	Merged-chrX-56597586-1
NR52365--MA0741.1.KLF16	chr7	12978297	12978307	+	0.000	0.000	Merged-chr7-12978119-80
NR59627--MA0039.3.KLF4	chr8	120050177	120050187	-	0.000	0.000	Merged-chr8-120050156-23
NR13898--MA1107.1.KLF9	chr12	105027967	105027979	+	0.000	0.000	Merged-chr12-105027877-30
NR11951--MA0741.1.KLF16	chr11	120581251	120581261	-	0.000	0.000	Merged-chr11-120581105-4
NR44109--MA0741.1.KLF16	chr5	21414605	21414615	+	0.000	0.000	Merged-chr5-21414590-10
NR4949--MA0741.1.KLF16	chr10	44529546	44529556	+	0.000	0.000	Merged-chr10-44529535-56
NR60021--MA0741.1.KLF16	chr8	124943222	124943232	+	0.000	0.000	Merged-chr8-124943132-9
NR36048--MA0742.1.Klf12	chr2	174472926	174472940	+	0.000	0.000	Merged-chr2-174473048-89
NR7242--MA0740.1.KLF14	chr10	117792862	117792875	-	0.000	0.000	Merged-chr10-117792709-55
NR16054--MA0599.1.KLF5	chr13	74166919	74166928	+	0.000	0.000	Merged-chr13-74166987-58
NR40179--MA0599.1.KLF5	chr4	40948253	40948262	+	0.000	0.000	Merged-chr4-40948225-82
NR16730--MA0599.1.KLF5	chr13	104109652	104109661	+	0.000	0.000	Merged-chr13-104109580-88
NR56632--MA0599.1.KLF5	chr7	143549141	143549150	+	0.000	0.000	Merged-chr7-143549269-5
NR21104--MA0742.1.Klf12	chr15	79281443	79281457	+	0.000	0.000	Merged-chr15-79281486-15
NR5389--MA0741.1.KLF16	chr10	68724521	68724531	+	0.000	0.000	Merged-chr10-68724362-53
NR55188--MA0493.1.Klf1	chr7	111028917	111028927	+	0.000	0.000	Merged-chr7-111029015-63
NR33511--MA1107.1.KLF9	chr2	112510345	112510357	-	0.000	0.000	Merged-chr2-112510265-49
NR30320--MA0741.1.KLF16	chr19	41317884	41317894	-	0.000	0.000	Merged-chr19-41317870-18
NR37719--MA0493.1.Klf1	chr3	97124356	97124366	-	0.000	0.000	Merged-chr3-97124449-32
NR4654--MA0493.1.Klf1	chr10	28518543	28518553	-	0.000	0.000	Merged-chr10-28518434-39
NR2908--MA1107.1.KLF9	chr1	165816640	165816652	-	0.000	0.000	Merged-chr1-165816619-40
NR54224--MA0599.1.KLF5	chr7	79273206	79273215	-	0.000	0.000	Merged-chr7-79273041-64
NR15197--MA0599.1.KLF5	chr13	41249803	41249812	-	0.000	0.000	Merged-chr13-41249879-71
NR58350--MA0493.1.Klf1	chr8	82402649	82402659	-	0.000	0.000	Merged-chr8-82402722-77
NR23614--MA0740.1.KLF14	chr16	52470451	52470464	+	0.000	0.000	Merged-chr16-52470408-42
NR60122--MA1107.1.KLF9	chr8	126601494	126601506	-	0.000	0.000	Merged-chr8-126601517-21
NR64370--MA0742.1.Klf12	chrX	73911348	73911362	+	0.000	0.000	Merged-chrX-73911389-83
NR28693--MA0742.1.Klf12	chr18	69344382	69344396	-	0.000	0.000	Merged-chr18-69344405-52
NR62074--MA0493.1.Klf1	chr9	83893336	83893346	+	0.000	0.000	Merged-chr9-83893287-19
NR21187--MA0740.1.KLF14	chr15	80264439	80264452	-	0.000	0.000	Merged-chr15-80264351-45
NR34019--MA1107.1.KLF9	chr2	126932642	126932654	+	0.000	0.000	Merged-chr2-126932550-2
NR30265--MA0599.1.KLF5	chr19	38746192	38746201	-	0.000	0.000	Merged-chr19-38746267-36
NR2246--MA0493.1.Klf1	chr1	138604168	138604178	+	0.000	0.000	Merged-chr1-138604109-41
NR38760--MA0599.1.KLF5	chr3	131208706	131208715	+	0.000	0.000	Merged-chr3-131208535-89
NR10079--MA0599.1.KLF5	chr11	83964375	83964384	+	0.000	0.000	Merged-chr11-83964406-50
NR44197--MA1107.1.KLF9	chr5	24039572	24039584	+	0.000	0.000	Merged-chr5-24039695-21
NR42730--MA0741.1.KLF16	chr4	137913503	137913513	+	0.000	0.000	Merged-chr4-137913590-20
NR45274--MA0493.1.Klf1	chr5	76140333	76140343	-	0.000	0.000	Merged-chr5-76140459-72
NR32306--MA0599.1.KLF5	chr2	55437056	55437065	+	0.000	0.000	Merged-chr2-55437134-25
NR24867--MA0741.1.KLF16	chr17	10840204	10840214	+	0.000	0.000	Merged-chr17-10840429-74
NR27058--MA0599.1.KLF5	chr17	80373615	80373624	-	0.000	0.000	Merged-chr17-80373576-67
NR14389--MA0741.1.KLF16	chr12	112853268	112853278	-	0.000	0.000	Merged-chr12-112853218-38
NR50781--MA1107.1.KLF9	chr6	119848398	119848410	+	0.000	0.000	Merged-chr6-119848153-79
NR36567--MA0599.1.KLF5	chr3	35754079	35754088	-	0.000	0.000	Merged-chr3-35754323-108
NR8352--MA0741.1.KLF16	chr11	30986394	30986404	-	0.000	0.000	Merged-chr11-30986417-66
NR58457--MA1107.1.KLF9	chr8	84203582	84203594	+	0.000	0.000	Merged-chr8-84203798-52
NR17100--MA0741.1.KLF16	chr13	113031869	113031879	-	0.000	0.000	Merged-chr13-113031920-44
NR51492--MA0741.1.KLF16	chr6	137754483	137754493	-	0.000	0.000	Merged-chr6-137754640-54
NR17019--MA0740.1.KLF14	chr13	111489949	111489962	-	0.000	0.000	Merged-chr13-111489960-149
NR56673--MA0740.1.KLF14	chr7	143830039	143830052	-	0.000	0.000	Merged-chr7-143830009-91
NR43507--MA0741.1.KLF16	chr4	151861947	151861957	+	0.000	0.000	Merged-chr4-151861997-138
NR8253--MA0599.1.KLF5	chr11	22851534	22851543	+	0.000	0.000	Merged-chr11-22851672-11
NR45924--MA0742.1.Klf12	chr5	106574759	106574773	+	0.000	0.000	Merged-chr5-106574617-63
NR6943--MA0741.1.KLF16	chr10	110920129	110920139	+	0.000	0.000	Merged-chr10-110920143-70
NR44506--MA1107.1.KLF9	chr5	35814403	35814415	-	0.000	0.000	Merged-chr5-35814257-27
NR10997--MA0740.1.KLF14	chr11	103017171	103017184	-	0.000	0.000	Merged-chr11-103017025-48
NR19758--MA0599.1.KLF5	chr14	121931749	121931758	+	0.000	0.000	Merged-chr14-121931841-19
NR25111--MA0599.1.KLF5	chr17	22424101	22424110	-	0.000	0.000	Merged-chr17-22424161-65
NR37410--MA0493.1.Klf1	chr3	89801687	89801697	+	0.000	0.000	Merged-chr3-89801691-40
NR44120--MA0740.1.KLF14	chr5	21645775	21645788	-	0.000	0.000	Merged-chr5-21645848-87
NR2170--MA0741.1.KLF16	chr1	136117144	136117154	-	0.000	0.000	Merged-chr1-136117046-63
NR26799--MA0741.1.KLF16	chr17	70851772	70851782	-	0.000	0.000	Merged-chr17-70852117-218
NR39002--MA0741.1.KLF16	chr3	136727482	136727492	-	0.000	0.000	Merged-chr3-136727461-5
NR21315--MA0740.1.KLF14	chr15	82987881	82987894	-	0.000	0.000	Merged-chr15-82987818-75
NR60401--MA0741.1.KLF16	chr9	21265281	21265291	+	0.000	0.000	Merged-chr9-21265250-55
NR17144--MA0599.1.KLF5	chr13	113816178	113816187	-	0.000	0.000	Merged-chr13-113816059-33
NR37051--MA0741.1.KLF16	chr3	69316799	69316809	-	0.000	0.000	Merged-chr3-69316855-103
NR11855--MA0741.1.KLF16	chr11	119238576	119238586	+	0.000	0.000	Merged-chr11-119238341-66
NR43792--MA1107.1.KLF9	chr4	155669291	155669303	-	0.000	0.000	Merged-chr4-155669356-57
NR18550--MA0039.3.KLF4	chr14	61687284	61687294	-	0.000	0.000	Merged-chr14-61687149-11
NR35217--MA0493.1.Klf1	chr2	160731190	160731200	-	0.000	0.000	Merged-chr2-160731143-4
NR50589--MA0741.1.KLF16	chr6	115134918	115134928	+	0.000	0.000	Merged-chr6-115134991-29
NR50762--MA0740.1.KLF14	chr6	119848186	119848199	+	0.000	0.000	Merged-chr6-119848153-79
NR24324--MA0039.3.KLF4	chr16	94370977	94370987	-	0.000	0.000	Merged-chr16-94371065-139
NR22773--MA0741.1.KLF16	chr16	13819303	13819313	-	0.000	0.000	Merged-chr16-13819185-114
NR55104--MA0740.1.KLF14	chr7	109703642	109703655	+	0.000	0.000	Merged-chr7-109703745-52
NR7181--MA0599.1.KLF5	chr10	117148606	117148615	-	0.000	0.000	Merged-chr10-117148498-52
NR9437--MA0599.1.KLF5	chr11	70432500	70432509	-	0.000	0.000	Merged-chr11-70432530-65
NR60933--MA0742.1.Klf12	chr9	44135050	44135064	-	0.000	0.000	Merged-chr9-44135009-18
NR44501--MA0039.3.KLF4	chr5	35790057	35790067	-	0.000	0.000	Merged-chr5-35789877-12
NR24584--MA1107.1.KLF9	chr17	3326442	3326454	-	0.000	0.000	Merged-chr17-3326553-34
NR18063--MA0741.1.KLF16	chr14	47104866	47104876	+	0.000	0.000	Merged-chr14-47104934-63
NR36679--MA0599.1.KLF5	chr3	41083296	41083305	-	0.000	0.000	Merged-chr3-41083179-113
NR1235--MA0740.1.KLF14	chr1	85703773	85703786	-	0.000	0.000	Merged-chr1-85703643-71
NR10509--MA0599.1.KLF5	chr11	96777769	96777778	+	0.000	0.000	Merged-chr11-96777630-53
NR28661--MA0657.1.KLF13	chr18	67800044	67800061	+	0.000	0.000	Merged-chr18-67800270-84
NR28371--MA0493.1.Klf1	chr18	60624413	60624423	+	0.000	0.000	Merged-chr18-60624660-132
NR10848--MA1107.1.KLF9	chr11	100939494	100939506	+	0.000	0.000	Merged-chr11-100939606-96
NR18031--MA0740.1.KLF14	chr14	45329776	45329789	+	0.000	0.000	Merged-chr14-45329780-80
NR2259--MA1107.1.KLF9	chr1	139181135	139181147	-	0.000	0.000	Merged-chr1-139181025-29
NR39174--MA0599.1.KLF5	chr3	144570223	144570232	+	0.000	0.000	Merged-chr3-144570161-115
NR40944--MA0493.1.Klf1	chr4	83525529	83525539	-	0.000	0.000	Merged-chr4-83525430-94
NR18454--MA0657.1.KLF13	chr14	59397264	59397281	-	0.000	0.000	Merged-chr14-59397210-50
NR41674--MA0742.1.Klf12	chr4	119195281	119195295	+	0.000	0.000	Merged-chr4-119195443-60
NR59566--MA0599.1.KLF5	chr8	119437080	119437089	+	0.000	0.000	Merged-chr8-119437136-21
NR34978--MA0741.1.KLF16	chr2	154300600	154300610	-	0.000	0.000	Merged-chr2-154300709-27
NR54814--MA0742.1.Klf12	chr7	101310827	101310841	-	0.000	0.000	Merged-chr7-101310709-58
NR47847--MA0741.1.KLF16	chr5	142440805	142440815	+	0.000	0.000	Merged-chr5-142441069-143
NR43574--MA0599.1.KLF5	chr4	152212640	152212649	-	0.000	0.000	Merged-chr4-152212643-15
NR22852--MA1107.1.KLF9	chr16	17405427	17405439	+	0.000	0.000	Merged-chr16-17405439-1
NR45896--MA0741.1.KLF16	chr5	105700717	105700727	+	0.000	0.000	Merged-chr5-105700734-6
NR50088--MA0493.1.Klf1	chr6	94700298	94700308	+	0.000	0.000	Merged-chr6-94700200-117
NR22154--MA0741.1.KLF16	chr15	99295081	99295091	-	0.000	0.000	Merged-chr15-99295026-65
NR37813--MA0740.1.KLF14	chr3	100969699	100969712	+	0.000	0.000	Merged-chr3-100969599-56
NR42656--MA0742.1.Klf12	chr4	136206311	136206325	-	0.000	0.000	Merged-chr4-136206356-47
NR22425--MA0741.1.KLF16	chr15	102746860	102746870	+	0.000	0.000	Merged-chr15-102746842-41
NR32897--MA0599.1.KLF5	chr2	76648051	76648060	+	0.000	0.000	Merged-chr2-76648077-91
NR46006--MA0493.1.Klf1	chr5	108132570	108132580	-	0.000	0.000	Merged-chr5-108132484-96
NR40169--MA1107.1.KLF9	chr4	40757924	40757936	+	0.000	0.000	Merged-chr4-40757747-77
NR41236--MA0039.3.KLF4	chr4	101217175	101217185	+	0.000	0.000	Merged-chr4-101217167-64
NR33072--MA0741.1.KLF16	chr2	84727431	84727441	-	0.000	0.000	Merged-chr2-84727435-53
NR63576--MA0742.1.Klf12	chr9	120493294	120493308	-	0.000	0.000	Merged-chr9-120493281-1
NR12218--MA0741.1.KLF16	chr12	11281788	11281798	-	0.000	0.000	Merged-chr12-11281796-7
NR64470--MA0741.1.KLF16	chrX	85776723	85776733	-	0.000	0.000	Merged-chrX-85776712-109
NR17932--MA0599.1.KLF5	chr14	34661964	34661973	+	0.000	0.000	Merged-chr14-34661835-65
NR61638--MA0493.1.Klf1	chr9	66795792	66795802	-	0.000	0.000	Merged-chr9-66795647-70
NR12486--MA1107.1.KLF9	chr12	31567823	31567835	+	0.000	0.000	Merged-chr12-31567847-31
NR64536--MA0741.1.KLF16	chrX	100774422	100774432	-	0.000	0.000	Merged-chrX-100774527-35
NR46007--MA0741.1.KLF16	chr5	108132569	108132579	-	0.000	0.000	Merged-chr5-108132484-96
NR33409--MA0741.1.KLF16	chr2	104027817	104027827	-	0.000	0.000	Merged-chr2-104027987-88
NR12271--MA1107.1.KLF9	chr12	16533756	16533768	-	0.000	0.000	Merged-chr12-16533665-29
NR54231--MA0740.1.KLF14	chr7	79392302	79392315	-	0.000	0.000	Merged-chr7-79392504-115
NR32663--MA1107.1.KLF9	chr2	71055639	71055651	-	0.000	0.000	Merged-chr2-71055719-62
NR33199--MA0599.1.KLF5	chr2	91537758	91537767	+	0.000	0.000	Merged-chr2-91537835-43
NR18449--MA0599.1.KLF5	chr14	59341189	59341198	+	0.000	0.000	Merged-chr14-59341391-54
NR52280--MA0740.1.KLF14	chr7	4964459	4964472	+	0.000	0.000	Merged-chr7-4964465-28
NR53170--MA0599.1.KLF5	chr7	30072824	30072833	+	0.000	0.000	Merged-chr7-30072642-62
NR2550--MA0741.1.KLF16	chr1	155083556	155083566	+	0.000	0.000	Merged-chr1-155083440-69
NR30264--MA1107.1.KLF9	chr19	38746133	38746145	-	0.000	0.000	Merged-chr19-38746267-36
NR52822--MA0740.1.KLF14	chr7	25681098	25681111	-	0.000	0.000	Merged-chr7-25680895-61
NR36307--MA0493.1.Klf1	chr3	9466339	9466349	+	0.000	0.000	Merged-chr3-9466321-50
NR6605--MA1107.1.KLF9	chr10	94942931	94942943	+	0.000	0.000	Merged-chr10-94942923-6
NR38965--MA1107.1.KLF9	chr3	135594597	135594609	+	0.000	0.000	Merged-chr3-135594497-62
NR64034--MA1107.1.KLF9	chrX	20688311	20688323	+	0.000	0.000	Merged-chrX-20688182-94
NR21117--MA0742.1.Klf12	chr15	79403387	79403401	+	0.000	0.000	Merged-chr15-79403302-73
NR53909--MA0599.1.KLF5	chr7	56050071	56050080	-	0.000	0.000	Merged-chr7-56050202-57
NR805--MA0039.3.KLF4	chr1	60409651	60409661	-	0.000	0.000	Merged-chr1-60409634-93
NR33302--MA0599.1.KLF5	chr2	94273473	94273482	+	0.000	0.000	Merged-chr2-94273480-55
NR63535--MA0740.1.KLF14	chr9	120039504	120039517	-	0.000	0.000	Merged-chr9-120039595-19
NR58146--MA0741.1.KLF16	chr8	71670839	71670849	-	0.000	0.000	Merged-chr8-71670762-16
NR33641--MA1107.1.KLF9	chr2	117399618	117399630	+	0.000	0.000	Merged-chr2-117399695-40
NR48311--MA0493.1.Klf1	chr5	149604967	149604977	+	0.000	0.000	Merged-chr5-149605038-10
NR27485--MA0742.1.Klf12	chr17	87974944	87974958	+	0.000	0.000	Merged-chr17-87975056-71
NR56404--MA0599.1.KLF5	chr7	139914561	139914570	-	0.000	0.000	Merged-chr7-139914511-29
NR22625--MA0599.1.KLF5	chr16	8655813	8655822	-	0.000	0.000	Merged-chr16-8655850-21
NR43868--MA0741.1.KLF16	chr4	156203245	156203255	+	0.000	0.000	Merged-chr4-156203414-81
NR33847--MA1107.1.KLF9	chr2	121294389	121294401	+	0.000	0.000	Merged-chr2-121294452-16
NR8952--MA0740.1.KLF14	chr11	57791206	57791219	+	0.000	0.000	Merged-chr11-57791276-17
NR17377--MA0599.1.KLF5	chr13	120300191	120300200	-	0.000	0.000	Merged-chr13-120300021-103
NR40075--MA1107.1.KLF9	chr4	32950899	32950911	+	0.000	0.000	Merged-chr4-32950743-79
NR64788--MA0741.1.KLF16	chrX	140456579	140456589	+	0.000	0.000	Merged-chrX-140456761-74
NR48437--MA0599.1.KLF5	chr5	151368642	151368651	+	0.000	0.000	Merged-chr5-151368809-80
NR59659--MA1107.1.KLF9	chr8	120404059	120404071	+	0.000	0.000	Merged-chr8-120404007-24
NR40957--MA1107.1.KLF9	chr4	84118522	84118534	-	0.000	0.000	Merged-chr4-84118627-8
NR41072--MA0599.1.KLF5	chr4	89137730	89137739	-	0.000	0.000	Merged-chr4-89137676-98
NR28927--MA0599.1.KLF5	chr18	76035159	76035168	-	0.000	0.000	Merged-chr18-76035068-49
NR62713--MA0741.1.KLF16	chr9	106453803	106453813	-	0.000	0.000	Merged-chr9-106453760-51
NR18509--MA0741.1.KLF16	chr14	61498533	61498543	-	0.000	0.000	Merged-chr14-61498358-24
NR9455--MA0599.1.KLF5	chr11	70540175	70540184	-	0.000	0.000	Merged-chr11-70540175-47
NR52506--MA0741.1.KLF16	chr7	17051273	17051283	-	0.000	0.000	Merged-chr7-17051285-27
NR44699--MA0657.1.KLF13	chr5	45450370	45450387	+	0.000	0.000	Merged-chr5-45450240-63
NR49773--MA0599.1.KLF5	chr6	85069168	85069177	+	0.000	0.000	Merged-chr6-85069179-83
NR62880--MA0493.1.Klf1	chr9	108991855	108991865	-	0.000	0.000	Merged-chr9-108991792-53
NR29871--MA0741.1.KLF16	chr19	14668706	14668716	-	0.000	0.000	Merged-chr19-14668781-26
NR2202--MA0741.1.KLF16	chr1	136672791	136672801	+	0.000	0.000	Merged-chr1-136672733-46
NR34825--MA1107.1.KLF9	chr2	151967945	151967957	+	0.000	0.000	Merged-chr2-151967993-15
NR21768--MA0599.1.KLF5	chr15	93712783	93712792	+	0.000	0.000	Merged-chr15-93712745-43
NR47956--MA0741.1.KLF16	chr5	143975135	143975145	+	0.000	0.000	Merged-chr5-143975077-1
NR48418--MA1107.1.KLF9	chr5	151263648	151263660	+	0.000	0.000	Merged-chr5-151263593-10
NR16526--MA0740.1.KLF14	chr13	98692030	98692043	-	0.000	0.000	Merged-chr13-98692096-35
NR52961--MA1107.1.KLF9	chr7	27689538	27689550	-	0.000	0.000	Merged-chr7-27689389-55
NR22534--MA0741.1.KLF16	chr16	4469939	4469949	+	0.000	0.000	Merged-chr16-4469915-27
NR15975--MA1107.1.KLF9	chr13	69821375	69821387	+	0.000	0.000	Merged-chr13-69821460-47
NR29905--MA0599.1.KLF5	chr19	16781131	16781140	+	0.000	0.000	Merged-chr19-16781022-84
NR43454--MA0741.1.KLF16	chr4	150964984	150964994	-	0.000	0.000	Merged-chr4-150965142-91
NR8365--MA0741.1.KLF16	chr11	31870786	31870796	-	0.000	0.000	Merged-chr11-31870754-70
NR13237--MA0599.1.KLF5	chr12	79646698	79646707	-	0.000	0.000	Merged-chr12-79646873-78
NR53139--MA0599.1.KLF5	chr7	29289127	29289136	+	0.000	0.000	Merged-chr7-29289173-29
NR19762--MA0493.1.Klf1	chr14	121999699	121999709	+	0.000	0.000	Merged-chr14-121999673-38
NR42256--MA0599.1.KLF5	chr4	132639002	132639011	-	0.000	0.000	Merged-chr4-132639093-52
NR27169--MA1107.1.KLF9	chr17	83158738	83158750	+	0.000	0.000	Merged-chr17-83158899-1
NR721--MA0493.1.Klf1	chr1	58304558	58304568	-	0.000	0.000	Merged-chr1-58304515-8
NR31373--MA0599.1.KLF5	chr2	18690479	18690488	+	0.000	0.000	Merged-chr2-18690426-15
NR64374--MA0741.1.KLF16	chrX	73911349	73911359	+	0.000	0.000	Merged-chrX-73911389-83
NR14653--MA0493.1.Klf1	chr13	6648841	6648851	-	0.000	0.000	Merged-chr13-6648891-51
NR20649--MA0741.1.KLF16	chr15	64113266	64113276	+	0.000	0.000	Merged-chr15-64113403-29
NR22746--MA0599.1.KLF5	chr16	13256612	13256621	-	0.000	0.000	Merged-chr16-13256575-87
NR30704--MA0599.1.KLF5	chr19	53741031	53741040	-	0.000	0.000	Merged-chr19-53741018-5
NR45928--MA0493.1.Klf1	chr5	106696382	106696392	-	0.000	0.000	Merged-chr5-106696480-111
NR61134--MA0742.1.Klf12	chr9	50528544	50528558	+	0.000	0.000	Merged-chr9-50528435-81
NR37079--MA0493.1.Klf1	chr3	75557052	75557062	-	0.000	0.000	Merged-chr3-75556873-176
NR33414--MA0599.1.KLF5	chr2	104122695	104122704	-	0.000	0.000	Merged-chr2-104122905-60
NR47007--MA0599.1.KLF5	chr5	129008592	129008601	+	0.000	0.000	Merged-chr5-129008452-69
NR28968--MA0741.1.KLF16	chr18	76222434	76222444	+	0.000	0.000	Merged-chr18-76222464-24
NR26196--MA0493.1.Klf1	chr17	45686922	45686932	-	0.000	0.000	Merged-chr17-45686924-2
NR22531--MA0599.1.KLF5	chr16	4469939	4469948	+	0.000	0.000	Merged-chr16-4469915-27
NR20696--MA0599.1.KLF5	chr15	66994804	66994813	+	0.000	0.000	Merged-chr15-66994727-12
NR4610--MA0741.1.KLF16	chr10	25296995	25297005	-	0.000	0.000	Merged-chr10-25296937-67
NR31264--MA0740.1.KLF14	chr2	11187430	11187443	-	0.000	0.000	Merged-chr2-11187260-69
NR36624--MA0741.1.KLF16	chr3	37419777	37419787	+	0.000	0.000	Merged-chr3-37419954-169
NR21087--MA0493.1.Klf1	chr15	79071971	79071981	-	0.000	0.000	Merged-chr15-79071846-7
NR4690--MA0493.1.Klf1	chr10	30618172	30618182	+	0.000	0.000	Merged-chr10-30618352-61
NR4973--MA0740.1.KLF14	chr10	52417545	52417558	-	0.000	0.000	Merged-chr10-52417781-87
NR19324--MA0599.1.KLF5	chr14	103070197	103070206	+	0.000	0.000	Merged-chr14-103070212-78
NR17489--MA0599.1.KLF5	chr14	14702973	14702982	+	0.000	0.000	Merged-chr14-14703073-95
NR52758--MA0741.1.KLF16	chr7	24975004	24975014	-	0.000	0.000	Merged-chr7-24975175-18
NR30586--MA0039.3.KLF4	chr19	47464461	47464471	-	0.000	0.000	Merged-chr19-47464349-56
NR26417--MA0741.1.KLF16	chr17	50292854	50292864	+	0.000	0.000	Merged-chr17-50292906-47
NR48343--MA0599.1.KLF5	chr5	150118622	150118631	-	0.000	0.000	Merged-chr5-150118801-72
NR32993--MA0741.1.KLF16	chr2	79255430	79255440	-	0.000	0.000	Merged-chr2-79255338-118
NR22512--MA1107.1.KLF9	chr16	3926830	3926842	+	0.000	0.000	Merged-chr16-3926775-6
NR52082--MA0742.1.Klf12	chr6	148212162	148212176	-	0.000	0.000	Merged-chr6-148212124-77
NR8907--MA0599.1.KLF5	chr11	55131243	55131252	+	0.000	0.000	Merged-chr11-55131266-10
