#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/DKO_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.up.bed
NR156--MA1107.1.KLF9	chr1	17097960	17097972	+	0.000	0.000	Merged-chr1-17097864-27
NR44399--MA0493.1.Klf1	chr4	137714172	137714182	-	0.000	0.000	Merged-chr4-137714339-14
NR61660--MA0493.1.Klf1	chr8	128420724	128420734	+	0.000	0.000	Merged-chr8-128420826-46
NR11223--MA0741.1.KLF16	chr11	98925114	98925124	-	0.000	0.000	Merged-chr11-98925291-3
NR24487--MA0741.1.KLF16	chr16	45347019	45347029	-	0.000	0.000	Merged-chr16-45346908-42
NR13911--MA0742.1.Klf12	chr12	85632517	85632531	-	0.000	0.000	Merged-chr12-85632486-20
NR12375--MA0599.1.KLF5	chr11	117809644	117809653	-	0.000	0.000	Merged-chr11-117809789-20
NR39711--MA0599.1.KLF5	chr3	109444053	109444062	+	0.000	0.000	Merged-chr3-109444108-35
NR32538--MA0740.1.KLF14	chr2	5003272	5003285	+	0.000	0.000	Merged-chr2-5003396-19
NR21884--MA0599.1.KLF5	chr15	78515919	78515928	+	0.000	0.000	Merged-chr15-78515914-15
NR47766--MA0039.3.KLF4	chr5	110343023	110343033	-	0.000	0.000	Merged-chr5-110342964-29
NR23925--MA0599.1.KLF5	chr16	18426562	18426571	-	0.000	0.000	Merged-chr16-18426465-56
NR12017--MA0599.1.KLF5	chr11	113751839	113751848	+	0.000	0.000	Merged-chr11-113751660-154
NR7378--MA0599.1.KLF5	chr10	116473919	116473928	+	0.000	0.000	Merged-chr10-116473728-88
NR10254--MA0741.1.KLF16	chr11	77493318	77493328	-	0.000	0.000	Merged-chr11-77493393-62
NR64218--MA0493.1.Klf1	chr9	99469927	99469937	+	0.000	0.000	Merged-chr9-99469936-29
NR2124--MA0039.3.KLF4	chr1	134405862	134405872	+	0.000	0.000	Merged-chr1-134406034-69
NR21526--MA0599.1.KLF5	chr15	67209636	67209645	-	0.000	0.000	Merged-chr15-67209828-75
NR3848--MA0657.1.KLF13	chr1	183388889	183388906	-	0.000	0.000	Merged-chr1-183388953-51
NR29130--MA0599.1.KLF5	chr18	33463960	33463969	-	0.000	0.000	Merged-chr18-33464031-50
NR20918--MA0657.1.KLF13	chr15	27578264	27578281	+	0.000	0.000	Merged-chr15-27578127-37
NR1724--MA1107.1.KLF9	chr1	120233858	120233870	-	0.000	0.000	Merged-chr1-120234014-4
NR49766--MA0741.1.KLF16	chr5	142371760	142371770	+	0.000	0.000	Merged-chr5-142371888-2
NR2599--MA1107.1.KLF9	chr1	153690114	153690126	-	0.000	0.000	Merged-chr1-153690210-8
NR39559--MA0741.1.KLF16	chr3	105825731	105825741	+	0.000	0.000	Merged-chr3-105825792-34
NR17685--MA0493.1.Klf1	chr13	108100601	108100611	+	0.000	0.000	Merged-chr13-108100820-31
NR55471--MA0741.1.KLF16	chr7	45339708	45339718	-	0.000	0.000	Merged-chr7-45339768-30
NR24615--MA0741.1.KLF16	chr16	55835885	55835895	-	0.000	0.000	Merged-chr16-55835900-11
NR28488--MA0599.1.KLF5	chr17	84148971	84148980	+	0.000	0.000	Merged-chr17-84148977-32
NR21104--MA0742.1.Klf12	chr15	37961107	37961121	+	0.000	0.000	Merged-chr15-37960995-82
NR32000--MA0741.1.KLF16	chr19	47512935	47512945	-	0.000	0.000	Merged-chr19-47513064-53
NR53021--MA1107.1.KLF9	chr6	129049279	129049291	-	0.000	0.000	Merged-chr6-129049251-27
NR45264--MA0741.1.KLF16	chr4	151861947	151861957	+	0.000	0.000	Merged-chr4-151861997-138
NR23244--MA0493.1.Klf1	chr15	100914884	100914894	+	0.000	0.000	Merged-chr15-100915024-15
NR22664--MA0741.1.KLF16	chr15	93712783	93712793	+	0.000	0.000	Merged-chr15-93712745-43
NR17327--MA0493.1.Klf1	chr13	99781082	99781092	-	0.000	0.000	Merged-chr13-99781144-21
NR42005--MA0599.1.KLF5	chr4	43669259	43669268	-	0.000	0.000	Merged-chr4-43669290-57
NR50075--MA0742.1.Klf12	chr5	147076374	147076388	+	0.000	0.000	Merged-chr5-147076568-5
NR16035--MA1107.1.KLF9	chr13	45694899	45694911	-	0.000	0.000	Merged-chr13-45695027-25
NR43855--MA0741.1.KLF16	chr4	130914277	130914287	+	0.000	0.000	Merged-chr4-130914232-60
NR57488--MA1107.1.KLF9	chr7	127091395	127091407	+	0.000	0.000	Merged-chr7-127091307-65
NR3023--MA0599.1.KLF5	chr1	165174214	165174223	-	0.000	0.000	Merged-chr1-165174283-37
NR35794--MA0742.1.Klf12	chr2	139778447	139778461	-	0.000	0.000	Merged-chr2-139778494-20
NR40970--MA1107.1.KLF9	chr3	148799649	148799661	+	0.000	0.000	Merged-chr3-148799603-2
NR58665--MA0742.1.Klf12	chr8	15018751	15018765	+	0.000	0.000	Merged-chr8-15018606-116
NR26621--MA0493.1.Klf1	chr17	29429022	29429032	+	0.000	0.000	Merged-chr17-29429080-41
NR66523--MA0493.1.Klf1	chrX	113181121	113181131	-	0.000	0.000	Merged-chrX-113181070-1
NR13893--MA0039.3.KLF4	chr12	84851597	84851607	+	0.000	0.000	Merged-chr12-84851532-12
NR45936--MA1107.1.KLF9	chr5	24517981	24517993	+	0.000	0.000	Merged-chr5-24518156-18
NR23831--MA0599.1.KLF5	chr16	16994868	16994877	-	0.000	0.000	Merged-chr16-16994862-34
NR66997--MA1107.1.KLF9	chrX	166672851	166672863	+	0.000	0.000	Merged-chrX-166672902-11
NR26752--MA0741.1.KLF16	chr17	31753549	31753559	+	0.000	0.000	Merged-chr17-31753653-23
NR42779--MA0493.1.Klf1	chr4	101235194	101235204	+	0.000	0.000	Merged-chr4-101235092-24
NR13535--MA0039.3.KLF4	chr12	70913636	70913646	-	0.000	0.000	Merged-chr12-70913651-14
NR60544--MA0741.1.KLF16	chr8	105851991	105852001	+	0.000	0.000	Merged-chr8-105851882-54
NR55994--MA0741.1.KLF16	chr7	73771762	73771772	-	0.000	0.000	Merged-chr7-73771720-13
NR24867--MA0741.1.KLF16	chr16	76283307	76283317	+	0.000	0.000	Merged-chr16-76283420-1
NR14291--MA0740.1.KLF14	chr12	101718561	101718574	+	0.000	0.000	Merged-chr12-101718493-65
NR64589--MA1107.1.KLF9	chr9	108078356	108078368	+	0.000	0.000	Merged-chr9-108078583-17
NR16040--MA0493.1.Klf1	chr13	45695239	45695249	+	0.000	0.000	Merged-chr13-45695027-25
NR42484--MA0599.1.KLF5	chr4	63544792	63544801	-	0.000	0.000	Merged-chr4-63544778-69
NR21762--MA1107.1.KLF9	chr15	76657080	76657092	-	0.000	0.000	Merged-chr15-76656952-45
NR6292--MA0493.1.Klf1	chr10	81037317	81037327	+	0.000	0.000	Merged-chr10-81037291-52
NR62661--MA0599.1.KLF5	chr9	50856912	50856921	-	0.000	0.000	Merged-chr9-50856954-76
NR51635--MA0599.1.KLF5	chr6	83078269	83078278	-	0.000	0.000	Merged-chr6-83078364-77
NR46252--MA0493.1.Klf1	chr5	34949389	34949399	+	0.000	0.000	Merged-chr5-34949325-82
NR59793--MA1107.1.KLF9	chr8	71988594	71988606	+	0.000	0.000	Merged-chr8-71988666-16
NR14719--MA0039.3.KLF4	chr12	109445245	109445255	+	0.000	0.000	Merged-chr12-109445419-17
NR44506--MA1107.1.KLF9	chr4	138973618	138973630	-	0.000	0.000	Merged-chr4-138973676-1
NR48044--MA0742.1.Klf12	chr5	114175787	114175801	-	0.000	0.000	Merged-chr5-114175903-40
NR41827--MA0741.1.KLF16	chr4	41348059	41348069	+	0.000	0.000	Merged-chr4-41348000-22
NR2138--MA1107.1.KLF9	chr1	134747712	134747724	+	0.000	0.000	Merged-chr1-134747834-30
NR11939--MA0599.1.KLF5	chr11	111066112	111066121	-	0.000	0.000	Merged-chr11-111066070-45
NR62642--MA1107.1.KLF9	chr9	50512120	50512132	-	0.000	0.000	Merged-chr9-50512107-7
NR23276--MA0599.1.KLF5	chr15	101141405	101141414	-	0.000	0.000	Merged-chr15-101141305-22
NR46448--MA0039.3.KLF4	chr5	45450345	45450355	+	0.000	0.000	Merged-chr5-45450240-63
NR20502--MA0742.1.Klf12	chr14	121340737	121340751	+	0.000	0.000	Merged-chr14-121340948-17
NR25450--MA1107.1.KLF9	chr16	95712325	95712337	-	0.000	0.000	Merged-chr16-95712235-1
NR1094--MA0599.1.KLF5	chr1	75487818	75487827	-	0.000	0.000	Merged-chr1-75487610-71
NR35575--MA0493.1.Klf1	chr2	131204728	131204738	-	0.000	0.000	Merged-chr2-131204704-19
NR17214--MA0039.3.KLF4	chr13	97235269	97235279	+	0.000	0.000	Merged-chr13-97235164-28
NR31910--MA0599.1.KLF5	chr19	46057211	46057220	-	0.000	0.000	Merged-chr19-46057333-4
NR5524--MA1107.1.KLF9	chr10	62984209	62984221	+	0.000	0.000	Merged-chr10-62984405-51
NR49004--MA0741.1.KLF16	chr5	134099979	134099989	+	0.000	0.000	Merged-chr5-134099725-50
NR18089--MA0039.3.KLF4	chr13	117206194	117206204	+	0.000	0.000	Merged-chr13-117206316-8
NR17698--MA1107.1.KLF9	chr13	108170112	108170124	+	0.000	0.000	Merged-chr13-108170237-20
NR48552--MA1107.1.KLF9	chr5	122899256	122899268	-	0.000	0.000	Merged-chr5-122899343-2
NR56510--MA1107.1.KLF9	chr7	98797413	98797425	-	0.000	0.000	Merged-chr7-98797577-28
NR62201--MA0657.1.KLF13	chr9	32488003	32488020	-	0.000	0.000	Merged-chr9-32487772-66
NR32570--MA0599.1.KLF5	chr2	6872689	6872698	-	0.000	0.000	Merged-chr2-6872514-89
NR44609--MA0657.1.KLF13	chr4	140750570	140750587	+	0.000	0.000	Merged-chr4-140750542-28
NR52276--MA1107.1.KLF9	chr6	112206990	112207002	+	0.000	0.000	Merged-chr6-112206825-1
NR60234--MA1107.1.KLF9	chr8	88647315	88647327	-	0.000	0.000	Merged-chr8-88647358-34
NR29905--MA0740.1.KLF14	chr18	65924897	65924910	-	0.000	0.000	Merged-chr18-65924997-33
NR55672--MA0599.1.KLF5	chr7	52006000	52006009	+	0.000	0.000	Merged-chr7-52006054-77
NR55609--MA0493.1.Klf1	chr7	47104265	47104275	-	0.000	0.000	Merged-chr7-47104097-36
NR60910--MA1107.1.KLF9	chr8	117052551	117052563	-	0.000	0.000	Merged-chr8-117052612-3
NR21883--MA1107.1.KLF9	chr15	78515886	78515898	+	0.000	0.000	Merged-chr15-78515914-15
NR2358--MA0493.1.Klf1	chr1	143814144	143814154	-	0.000	0.000	Merged-chr1-143814080-47
NR33087--MA0599.1.KLF5	chr2	28445303	28445312	-	0.000	0.000	Merged-chr2-28445231-10
NR48750--MA0741.1.KLF16	chr5	125475787	125475797	-	0.000	0.000	Merged-chr5-125475935-61
NR17623--MA0741.1.KLF16	chr13	105156553	105156563	-	0.000	0.000	Merged-chr13-105156682-2
NR56086--MA0741.1.KLF16	chr7	79536235	79536245	+	0.000	0.000	Merged-chr7-79536349-24
NR61898--MA0657.1.KLF13	chr9	21265255	21265272	-	0.000	0.000	Merged-chr9-21265250-55
NR38543--MA0741.1.KLF16	chr3	68784320	68784330	-	0.000	0.000	Merged-chr3-68784168-43
NR6800--MA0741.1.KLF16	chr10	94087500	94087510	+	0.000	0.000	Merged-chr10-94087553-20
NR54895--MA0493.1.Klf1	chr7	27330970	27330980	+	0.000	0.000	Merged-chr7-27331112-44
NR43830--MA0742.1.Klf12	chr4	130520441	130520455	-	0.000	0.000	Merged-chr4-130520365-48
NR4658--MA1107.1.KLF9	chr10	17948132	17948144	+	0.000	0.000	Merged-chr10-17948244-7
NR63379--MA0493.1.Klf1	chr9	69455444	69455454	+	0.000	0.000	Merged-chr9-69455583-28
NR1799--MA0742.1.Klf12	chr1	126817822	126817836	+	0.000	0.000	Merged-chr1-126817924-65
NR62453--MA0657.1.KLF13	chr9	44076883	44076900	+	0.000	0.000	Merged-chr9-44076925-5
NR21838--MA0740.1.KLF14	chr15	77956719	77956732	+	0.000	0.000	Merged-chr15-77956720-50
NR29886--MA0740.1.KLF14	chr18	65430912	65430925	+	0.000	0.000	Merged-chr18-65430843-87
NR8150--MA0599.1.KLF5	chr10	128232055	128232064	+	0.000	0.000	Merged-chr10-128232191-128
NR45072--MA1107.1.KLF9	chr4	148704912	148704924	+	0.000	0.000	Merged-chr4-148704871-18
NR15971--MA0493.1.Klf1	chr13	42093771	42093781	+	0.000	0.000	Merged-chr13-42093848-28
NR52517--MA0657.1.KLF13	chr6	116311604	116311621	+	0.000	0.000	Merged-chr6-116311503-1
NR35023--MA0741.1.KLF16	chr2	116893953	116893963	+	0.000	0.000	Merged-chr2-116894094-31
NR41246--MA0493.1.Klf1	chr3	154628466	154628476	+	0.000	0.000	Merged-chr3-154628476-23
NR28478--MA1107.1.KLF9	chr17	84056506	84056518	-	0.000	0.000	Merged-chr17-84056540-29
NR64142--MA0493.1.Klf1	chr9	96714228	96714238	-	0.000	0.000	Merged-chr9-96714307-38
NR48110--MA0599.1.KLF5	chr5	114801303	114801312	+	0.000	0.000	Merged-chr5-114801255-6
NR66069--MA0740.1.KLF14	chrX	57185035	57185048	+	0.000	0.000	Merged-chrX-57185087-24
NR21726--MA0039.3.KLF4	chr15	76299958	76299968	+	0.000	0.000	Merged-chr15-76299697-39
NR33073--MA0493.1.Klf1	chr2	27438483	27438493	+	0.000	0.000	Merged-chr2-27438518-5
NR10843--MA0039.3.KLF4	chr11	93995234	93995244	-	0.000	0.000	Merged-chr11-93995310-5
NR28793--MA0741.1.KLF16	chr18	3507872	3507882	-	0.000	0.000	Merged-chr18-3507740-84
NR24446--MA0493.1.Klf1	chr16	44016449	44016459	+	0.000	0.000	Merged-chr16-44016321-50
NR49661--MA0599.1.KLF5	chr5	140659780	140659789	-	0.000	0.000	Merged-chr5-140659760-18
NR30283--MA0599.1.KLF5	chr18	75377590	75377599	-	0.000	0.000	Merged-chr18-75377712-65
NR55300--MA0493.1.Klf1	chr7	38236942	38236952	+	0.000	0.000	Merged-chr7-38237245-30
NR41665--MA0741.1.KLF16	chr4	32950867	32950877	+	0.000	0.000	Merged-chr4-32950743-79
NR10538--MA0741.1.KLF16	chr11	85407803	85407813	+	0.000	0.000	Merged-chr11-85407928-27
NR6576--MA0741.1.KLF16	chr10	84534060	84534070	+	0.000	0.000	Merged-chr10-84533973-56
NR33409--MA0741.1.KLF16	chr2	32312444	32312454	+	0.000	0.000	Merged-chr2-32312482-34
NR14527--MA1107.1.KLF9	chr12	106016399	106016411	-	0.000	0.000	Merged-chr12-106016418-37
NR3228--MA1107.1.KLF9	chr1	170147759	170147771	+	0.000	0.000	Merged-chr1-170147878-39
NR23104--MA0740.1.KLF14	chr15	99803325	99803338	-	0.000	0.000	Merged-chr15-99803335-29
NR31458--MA0741.1.KLF16	chr19	31198631	31198641	+	0.000	0.000	Merged-chr19-31198738-18
NR31902--MA0740.1.KLF14	chr19	46003460	46003473	-	0.000	0.000	Merged-chr19-46003515-58
NR9238--MA0741.1.KLF16	chr11	52220442	52220452	-	0.000	0.000	Merged-chr11-52220531-6
NR33875--MA0599.1.KLF5	chr2	59244898	59244907	-	0.000	0.000	Merged-chr2-59244755-83
NR28482--MA0039.3.KLF4	chr17	84116650	84116660	-	0.000	0.000	Merged-chr17-84116630-65
NR1854--MA1107.1.KLF9	chr1	127796457	127796469	-	0.000	0.000	Merged-chr1-127796546-56
NR13689--MA0599.1.KLF5	chr12	76548065	76548074	-	0.000	0.000	Merged-chr12-76548068-14
NR60575--MA0493.1.Klf1	chr8	106211013	106211023	+	0.000	0.000	Merged-chr8-106210878-81
NR32305--MA1107.1.KLF9	chr19	57132261	57132273	-	0.000	0.000	Merged-chr19-57132265-94
NR60305--MA0741.1.KLF16	chr8	92853468	92853478	-	0.000	0.000	Merged-chr8-92853475-1
NR31547--MA0493.1.Klf1	chr19	34202905	34202915	+	0.000	0.000	Merged-chr19-34202860-9
NR54433--MA0039.3.KLF4	chr7	16891733	16891743	+	0.000	0.000	Merged-chr7-16891959-60
NR52598--MA0039.3.KLF4	chr6	119388795	119388805	+	0.000	0.000	Merged-chr6-119388745-63
NR43560--MA0493.1.Klf1	chr4	124936956	124936966	+	0.000	0.000	Merged-chr4-124937021-50
NR4206--MA1107.1.KLF9	chr1	191445857	191445869	-	0.000	0.000	Merged-chr1-191445969-55
NR5575--MA0740.1.KLF14	chr10	67194234	67194247	+	0.000	0.000	Merged-chr10-67194243-31
NR34933--MA0493.1.Klf1	chr2	112510310	112510320	-	0.000	0.000	Merged-chr2-112510265-49
NR12372--MA0740.1.KLF14	chr11	117809631	117809644	+	0.000	0.000	Merged-chr11-117809789-20
NR57349--MA0039.3.KLF4	chr7	122317167	122317177	+	0.000	0.000	Merged-chr7-122317075-24
NR43202--MA0741.1.KLF16	chr4	117835297	117835307	+	0.000	0.000	Merged-chr4-117835233-2
NR20180--MA0657.1.KLF13	chr14	105232606	105232623	-	0.000	0.000	Merged-chr14-105232653-27
NR37758--MA0742.1.Klf12	chr3	9655151	9655165	+	0.000	0.000	Merged-chr3-9655169-12
NR45184--MA1107.1.KLF9	chr4	150626591	150626603	+	0.000	0.000	Merged-chr4-150626501-41
NR64701--MA1107.1.KLF9	chr9	110684513	110684525	+	0.000	0.000	Merged-chr9-110684620-5
NR23006--MA0039.3.KLF4	chr15	98985892	98985902	-	0.000	0.000	Merged-chr15-98985703-57
NR66739--MA0741.1.KLF16	chrX	151343842	151343852	+	0.000	0.000	Merged-chrX-151344027-1
NR56737--MA0741.1.KLF16	chr7	105787150	105787160	+	0.000	0.000	Merged-chr7-105787393-34
NR725--MA0740.1.KLF14	chr1	58195686	58195699	+	0.000	0.000	Merged-chr1-58195651-24
NR38923--MA0741.1.KLF16	chr3	90052682	90052692	+	0.000	0.000	Merged-chr3-90052542-109
NR14452--MA0599.1.KLF5	chr12	105027968	105027977	+	0.000	0.000	Merged-chr12-105027877-30
NR28174--MA0741.1.KLF16	chr17	74864999	74865009	-	0.000	0.000	Merged-chr17-74864979-18
NR26751--MA0493.1.Klf1	chr17	31753548	31753558	+	0.000	0.000	Merged-chr17-31753653-23
NR6704--MA0741.1.KLF16	chr10	89747864	89747874	+	0.000	0.000	Merged-chr10-89747839-80
NR32515--MA0039.3.KLF4	chr2	4454952	4454962	-	0.000	0.000	Merged-chr2-4454837-7
NR39092--MA0741.1.KLF16	chr3	95673115	95673125	+	0.000	0.000	Merged-chr3-95672932-76
NR18509--MA0741.1.KLF16	chr14	21832222	21832232	-	0.000	0.000	Merged-chr14-21832195-1
NR30395--MA0599.1.KLF5	chr18	80206742	80206751	-	0.000	0.000	Merged-chr18-80206935-61
NR41954--MA0599.1.KLF5	chr4	42866051	42866060	+	0.000	0.000	Merged-chr4-42865977-16
NR2597--MA0741.1.KLF16	chr1	153690065	153690075	+	0.000	0.000	Merged-chr1-153690210-8
NR60557--MA0741.1.KLF16	chr8	105930864	105930874	-	0.000	0.000	Merged-chr8-105930842-27
NR1421--MA0599.1.KLF5	chr1	91831310	91831319	+	0.000	0.000	Merged-chr1-91831329-12
NR50079--MA0741.1.KLF16	chr5	147076375	147076385	+	0.000	0.000	Merged-chr5-147076568-5
NR49415--MA0599.1.KLF5	chr5	137746066	137746075	-	0.000	0.000	Merged-chr5-137746052-62
NR41259--MA1107.1.KLF9	chr3	154628506	154628518	+	0.000	0.000	Merged-chr3-154628476-23
NR18346--MA0599.1.KLF5	chr14	14633231	14633240	-	0.000	0.000	Merged-chr14-14633159-94
NR18685--MA1107.1.KLF9	chr14	31398271	31398283	-	0.000	0.000	Merged-chr14-31398460-1
NR7386--MA1107.1.KLF9	chr10	116664588	116664600	-	0.000	0.000	Merged-chr10-116664420-26
NR614--MA0741.1.KLF16	chr1	52500600	52500610	-	0.000	0.000	Merged-chr1-52500431-96
NR20551--MA0740.1.KLF14	chr14	122104962	122104975	+	0.000	0.000	Merged-chr14-122105066-47
NR15162--MA0741.1.KLF16	chr12	117447359	117447369	-	0.000	0.000	Merged-chr12-117447459-59
NR10651--MA1107.1.KLF9	chr11	88145379	88145391	+	0.000	0.000	Merged-chr11-88145442-32
NR56172--MA0657.1.KLF13	chr7	80779536	80779553	+	0.000	0.000	Merged-chr7-80779458-48
NR11187--MA0599.1.KLF5	chr11	98786602	98786611	-	0.000	0.000	Merged-chr11-98786782-44
NR55519--MA1107.1.KLF9	chr7	45814545	45814557	-	0.000	0.000	Merged-chr7-45814403-76
NR11863--MA0599.1.KLF5	chr11	109585338	109585347	+	0.000	0.000	Merged-chr11-109585234-31
NR14859--MA0493.1.Klf1	chr12	111759785	111759795	+	0.000	0.000	Merged-chr12-111759639-3
NR10615--MA0740.1.KLF14	chr11	87639412	87639425	-	0.000	0.000	Merged-chr11-87639357-20
NR36124--MA0599.1.KLF5	chr2	151009195	151009204	+	0.000	0.000	Merged-chr2-151009126-67
NR13753--MA0741.1.KLF16	chr12	79359080	79359090	+	0.000	0.000	Merged-chr12-79359000-17
NR66764--MA0039.3.KLF4	chrX	152327590	152327600	-	0.000	0.000	Merged-chrX-152327497-47
NR45848--MA0599.1.KLF5	chr5	23413835	23413844	+	0.000	0.000	Merged-chr5-23413835-21
NR36463--MA1107.1.KLF9	chr2	157119297	157119309	-	0.000	0.000	Merged-chr2-157119108-55
NR18112--MA1107.1.KLF9	chr13	117390200	117390212	-	0.000	0.000	Merged-chr13-117390259-3
NR39173--MA1107.1.KLF9	chr3	96675344	96675356	+	0.000	0.000	Merged-chr3-96675499-26
NR52660--MA0740.1.KLF14	chr6	120666242	120666255	+	0.000	0.000	Merged-chr6-120666537-45
NR62629--MA1107.1.KLF9	chr9	50438203	50438215	+	0.000	0.000	Merged-chr9-50438268-18
NR48682--MA1107.1.KLF9	chr5	124629060	124629072	-	0.000	0.000	Merged-chr5-124629076-75
NR42453--MA0740.1.KLF14	chr4	62519637	62519650	-	0.000	0.000	Merged-chr4-62519693-67
NR20338--MA0599.1.KLF5	chr14	118137117	118137126	+	0.000	0.000	Merged-chr14-118137201-79
NR41264--MA0493.1.Klf1	chr3	154683893	154683903	-	0.000	0.000	Merged-chr3-154683777-15
NR59011--MA0599.1.KLF5	chr8	35680851	35680860	+	0.000	0.000	Merged-chr8-35680841-8
NR6651--MA0599.1.KLF5	chr10	88201195	88201204	-	0.000	0.000	Merged-chr10-88201281-63
NR47608--MA0741.1.KLF16	chr5	105715633	105715643	-	0.000	0.000	Merged-chr5-105715715-26
NR6857--MA0599.1.KLF5	chr10	95605269	95605278	-	0.000	0.000	Merged-chr10-95605167-17
NR11835--MA1107.1.KLF9	chr11	109124569	109124581	+	0.000	0.000	Merged-chr11-109124612-1
NR14206--MA0599.1.KLF5	chr12	99468029	99468038	-	0.000	0.000	Merged-chr12-99468213-62
NR48324--MA1107.1.KLF9	chr5	118449306	118449318	+	0.000	0.000	Merged-chr5-118449335-28
NR58449--MA0493.1.Klf1	chr8	3631084	3631094	-	0.000	0.000	Merged-chr8-3631064-68
NR10791--MA0599.1.KLF5	chr11	90388723	90388732	-	0.000	0.000	Merged-chr11-90388867-14
NR3880--MA0741.1.KLF16	chr1	184197438	184197448	-	0.000	0.000	Merged-chr1-184197455-33
NR32342--MA0599.1.KLF5	chr19	57360901	57360910	+	0.000	0.000	Merged-chr19-57361016-100
NR55730--MA0742.1.Klf12	chr7	58758695	58758709	+	0.000	0.000	Merged-chr7-58758564-8
NR27094--MA0599.1.KLF5	chr17	35969810	35969819	+	0.000	0.000	Merged-chr17-35969818-62
NR34937--MA1107.1.KLF9	chr2	112510345	112510357	-	0.000	0.000	Merged-chr2-112510265-49
NR65692--MA0039.3.KLF4	chrX	9219771	9219781	-	0.000	0.000	Merged-chrX-9219820-29
NR38761--MA0741.1.KLF16	chr3	88042935	88042945	-	0.000	0.000	Merged-chr3-88043136-39
NR24106--MA0493.1.Klf1	chr16	24834894	24834904	+	0.000	0.000	Merged-chr16-24834930-16
NR25145--MA0740.1.KLF14	chr16	91588231	91588244	+	0.000	0.000	Merged-chr16-91588038-25
NR36879--MA0039.3.KLF4	chr2	166622925	166622935	+	0.000	0.000	Merged-chr2-166622738-30
NR61657--MA0742.1.Klf12	chr8	128420724	128420738	+	0.000	0.000	Merged-chr8-128420826-46
NR41708--MA0599.1.KLF5	chr4	33310188	33310197	-	0.000	0.000	Merged-chr4-33310385-59
NR16139--MA0493.1.Klf1	chr13	51408712	51408722	+	0.000	0.000	Merged-chr13-51408755-27
NR33198--MA1107.1.KLF9	chr2	30178515	30178527	-	0.000	0.000	Merged-chr2-30178500-45
NR30273--MA1107.1.KLF9	chr18	75247015	75247027	+	0.000	0.000	Merged-chr18-75247078-14
NR4657--MA0741.1.KLF16	chr10	17948133	17948143	+	0.000	0.000	Merged-chr10-17948244-7
NR55425--MA1107.1.KLF9	chr7	45120441	45120453	-	0.000	0.000	Merged-chr7-45120364-12
NR51671--MA0599.1.KLF5	chr6	83711177	83711186	-	0.000	0.000	Merged-chr6-83711196-55
NR833--MA0493.1.Klf1	chr1	60823144	60823154	-	0.000	0.000	Merged-chr1-60823075-21
NR56502--MA0493.1.Klf1	chr7	98489938	98489948	-	0.000	0.000	Merged-chr7-98489839-41
NR54667--MA0493.1.Klf1	chr7	24413747	24413757	+	0.000	0.000	Merged-chr7-24413787-50
NR24052--MA0741.1.KLF16	chr16	24160876	24160886	+	0.000	0.000	Merged-chr16-24160756-32
NR34932--MA0039.3.KLF4	chr2	112510308	112510318	-	0.000	0.000	Merged-chr2-112510265-49
NR6096--MA0599.1.KLF5	chr10	80172929	80172938	-	0.000	0.000	Merged-chr10-80173084-48
NR22982--MA1107.1.KLF9	chr15	98805540	98805552	-	0.000	0.000	Merged-chr15-98805557-3
NR27609--MA0599.1.KLF5	chr17	55959464	55959473	+	0.000	0.000	Merged-chr17-55959368-72
NR50903--MA0740.1.KLF14	chr6	47621483	47621496	+	0.000	0.000	Merged-chr6-47621326-39
NR42349--MA1107.1.KLF9	chr4	57954791	57954803	-	0.000	0.000	Merged-chr4-57954652-15
NR37652--MA0493.1.Klf1	chr2	180745519	180745529	-	0.000	0.000	Merged-chr2-180745387-39
NR39285--MA1107.1.KLF9	chr3	100582913	100582925	-	0.000	0.000	Merged-chr3-100582913-18
NR31466--MA1107.1.KLF9	chr19	31210486	31210498	-	0.000	0.000	Merged-chr19-31210653-54
NR8137--MA0599.1.KLF5	chr10	128149912	128149921	+	0.000	0.000	Merged-chr10-128149784-21
NR32543--MA0493.1.Klf1	chr2	5003272	5003282	+	0.000	0.000	Merged-chr2-5003396-19
NR53836--MA0741.1.KLF16	chr6	145002400	145002410	-	0.000	0.000	Merged-chr6-145002461-23
NR58898--MA0657.1.KLF13	chr8	33318402	33318419	-	0.000	0.000	Merged-chr8-33318480-6
NR66528--MA0493.1.Klf1	chrX	113298149	113298159	-	0.000	0.000	Merged-chrX-113298172-75
NR518--MA0741.1.KLF16	chr1	40283507	40283517	+	0.000	0.000	Merged-chr1-40283621-12
NR28140--MA0741.1.KLF16	chr17	74295576	74295586	+	0.000	0.000	Merged-chr17-74295561-5
NR3283--MA0742.1.Klf12	chr1	171390339	171390353	+	0.000	0.000	Merged-chr1-171390239-45
NR26411--MA0493.1.Klf1	chr17	26917013	26917023	-	0.000	0.000	Merged-chr17-26916999-47
NR48539--MA0740.1.KLF14	chr5	122732156	122732169	+	0.000	0.000	Merged-chr5-122732278-42
