#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Maf/Naive_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.dn.bed
NR4727--MA0089.1.MAFG::NFE2L1	chr15	36792595	36792600	-	0.000	0.000	Merged-chr15-36792702-8
NR2275--MA0495.2.MAFF	chr11	62280803	62280823	-	0.000	0.000	Merged-chr11-62280813-1
NR13565--MA0089.1.MAFG::NFE2L1	chrX	50565195	50565200	-	0.000	0.000	Merged-chrX-50565283-19
NR6572--MA0089.1.MAFG::NFE2L1	chr18	68765798	68765803	+	0.000	0.000	Merged-chr18-68765844-17
NR1924--MA0501.1.MAF::NFE2	chr10	111107640	111107654	-	0.000	0.000	Merged-chr10-111107692-40
NR11732--MA0659.1.MAFG	chr7	19332921	19332941	-	0.000	0.000	Merged-chr7-19332998-44
NR9879--MA0117.2.Mafb	chr5	3383784	3383795	+	0.000	0.000	Merged-chr5-3383814-54
NR7482--MA0496.2.MAFK	chr2	103632773	103632791	-	0.000	0.000	Merged-chr2-103632734-49
NR13161--MA0089.1.MAFG::NFE2L1	chr9	61385988	61385993	-	0.000	0.000	Merged-chr9-61385921-10
NR7728--MA0089.1.MAFG::NFE2L1	chr2	147013119	147013124	-	0.000	0.000	Merged-chr2-147012981-151
NR7256--MA0117.2.Mafb	chr2	59338614	59338625	-	0.000	0.000	Merged-chr2-59338660-28
NR10736--MA0117.2.Mafb	chr6	8648666	8648677	-	0.000	0.000	Merged-chr6-8648625-101
NR10866--MA0659.1.MAFG	chr6	30671874	30671894	+	0.000	0.000	Merged-chr6-30671721-27
NR5830--MA0089.1.MAFG::NFE2L1	chr17	31176460	31176465	+	0.000	0.000	Merged-chr17-31176516-21
NR1260--MA0591.1.Bach1::Mafk	chr10	19712419	19712433	-	0.000	0.000	Merged-chr10-19712534-24
NR6748--MA0501.1.MAF::NFE2	chr19	6858288	6858302	+	0.000	0.000	Merged-chr19-6858226-46
NR5669--MA0089.1.MAFG::NFE2L1	chr17	5195642	5195647	+	0.000	0.000	Merged-chr17-5195608-19
NR10879--MA0089.1.MAFG::NFE2L1	chr6	32548872	32548877	-	0.000	0.000	Merged-chr6-32548882-1
NR13042--MA0591.1.Bach1::Mafk	chr9	15550735	15550749	+	0.000	0.000	Merged-chr9-15550755-58
NR3386--MA0501.1.MAF::NFE2	chr13	70600400	70600414	-	0.000	0.000	Merged-chr13-70600282-8
NR9756--MA0496.2.MAFK	chr4	142153735	142153753	+	0.000	0.000	Merged-chr4-142153700-30
NR5887--MA0659.1.MAFG	chr17	36042869	36042889	+	0.000	0.000	Merged-chr17-36042760-57
NR1946--MA0591.1.Bach1::Mafk	chr10	112922666	112922680	-	0.000	0.000	Merged-chr10-112922544-15
NR6206--MA0089.1.MAFG::NFE2L1	chr18	5334382	5334387	-	0.000	0.000	Merged-chr18-5334580-80
NR10096--MA0117.2.Mafb	chr5	38039281	38039292	+	0.000	0.000	Merged-chr5-38039260-92
NR7064--MA0659.1.MAFG	chr2	26964418	26964438	+	0.000	0.000	Merged-chr2-26964427-62
NR2667--MA0591.1.Bach1::Mafk	chr12	40017109	40017123	+	0.000	0.000	Merged-chr12-40017136-45
NR261--MA0089.1.MAFG::NFE2L1	chr1	58304618	58304623	-	0.000	0.000	Merged-chr1-58304515-8
NR6583--MA0089.1.MAFG::NFE2L1	chr18	70678712	70678717	+	0.000	0.000	Merged-chr18-70678715-18
NR5836--MA0591.1.Bach1::Mafk	chr17	31789320	31789334	+	0.000	0.000	Merged-chr17-31789470-34
NR3380--MA0089.1.MAFG::NFE2L1	chr13	67814191	67814196	-	0.000	0.000	Merged-chr13-67814064-68
NR4923--MA0591.1.Bach1::Mafk	chr15	75549079	75549093	+	0.000	0.000	Merged-chr15-75549017-20
NR846--MA0117.2.Mafb	chr1	155220481	155220492	-	0.000	0.000	Merged-chr1-155220299-6
NR4825--MA0089.1.MAFG::NFE2L1	chr15	58933698	58933703	+	0.000	0.000	Merged-chr15-58933655-73
NR1747--MA0117.2.Mafb	chr10	90981770	90981781	+	0.000	0.000	Merged-chr10-90981841-14
NR5316--MA0501.1.MAF::NFE2	chr16	49888309	49888323	-	0.000	0.000	Merged-chr16-49888266-54
NR10997--MA0501.1.MAF::NFE2	chr6	54775914	54775928	-	0.000	0.000	Merged-chr6-54775842-27
NR11933--MA0501.1.MAF::NFE2	chr7	68323143	68323157	+	0.000	0.000	Merged-chr7-68323295-58
NR8540--MA0089.1.MAFG::NFE2L1	chr3	88664176	88664181	+	0.000	0.000	Merged-chr3-88664296-18
NR7826--MA0089.1.MAFG::NFE2L1	chr2	158666585	158666590	+	0.000	0.000	Merged-chr2-158666771-26
NR2477--MA0089.1.MAFG::NFE2L1	chr11	120776302	120776307	+	0.000	0.000	Merged-chr11-120776291-32
NR1433--MA0089.1.MAFG::NFE2L1	chr10	43742748	43742753	+	0.000	0.000	Merged-chr10-43742761-23
NR3475--MA0591.1.Bach1::Mafk	chr13	81685088	81685102	-	0.000	0.000	Merged-chr13-81685096-36
NR13583--MA0496.2.MAFK	chrX	53670508	53670526	+	0.000	0.000	Merged-chrX-53670342-87
NR5832--MA0501.1.MAF::NFE2	chr17	31176461	31176475	+	0.000	0.000	Merged-chr17-31176516-21
NR4925--MA0089.1.MAFG::NFE2L1	chr15	75894615	75894620	-	0.000	0.000	Merged-chr15-75894455-46
NR3007--MA0501.1.MAF::NFE2	chr12	110591599	110591613	+	0.000	0.000	Merged-chr12-110591527-74
NR5854--MA0089.1.MAFG::NFE2L1	chr17	34031995	34032000	-	0.000	0.000	Merged-chr17-34031904-65
NR4810--MA0089.1.MAFG::NFE2L1	chr15	53328210	53328215	+	0.000	0.000	Merged-chr15-53328390-15
NR2849--MA0495.2.MAFF	chr12	81845168	81845188	+	0.000	0.000	Merged-chr12-81845150-28
NR2587--MA0501.1.MAF::NFE2	chr12	26315180	26315194	-	0.000	0.000	Merged-chr12-26315128-15
NR11717--MA0496.2.MAFK	chr7	16314088	16314106	+	0.000	0.000	Merged-chr7-16314036-50
NR1584--MA0501.1.MAF::NFE2	chr10	67004294	67004308	+	0.000	0.000	Merged-chr10-67004511-105
NR1969--MA0496.2.MAFK	chr10	117829927	117829945	-	0.000	0.000	Merged-chr10-117829855-64
NR12269--MA0089.1.MAFG::NFE2L1	chr7	128062740	128062745	-	0.000	0.000	Merged-chr7-128062681-13
NR9000--MA0496.2.MAFK	chr3	154372399	154372417	-	0.000	0.000	Merged-chr3-154372398-2
NR2462--MA0089.1.MAFG::NFE2L1	chr11	117302177	117302182	-	0.000	0.000	Merged-chr11-117302059-32
NR12948--MA0117.2.Mafb	chr8	125391398	125391409	-	0.000	0.000	Merged-chr8-125391496-45
NR1257--MA0089.1.MAFG::NFE2L1	chr10	19209893	19209898	+	0.000	0.000	Merged-chr10-19209945-33
NR10898--MA0117.2.Mafb	chr6	34869689	34869700	+	0.000	0.000	Merged-chr6-34869594-48
NR5261--MA0089.1.MAFG::NFE2L1	chr16	33751788	33751793	+	0.000	0.000	Merged-chr16-33751645-59
NR4415--MA0501.1.MAF::NFE2	chr14	105177473	105177487	+	0.000	0.000	Merged-chr14-105177397-2
NR6881--MA0496.2.MAFK	chr19	58104747	58104765	+	0.000	0.000	Merged-chr19-58104736-34
NR9607--MA0089.1.MAFG::NFE2L1	chr4	101349694	101349699	-	0.000	0.000	Merged-chr4-101349658-19
NR10888--MA0089.1.MAFG::NFE2L1	chr6	34029420	34029425	+	0.000	0.000	Merged-chr6-34029485-50
NR4236--MA0496.2.MAFK	chr14	64434254	64434272	+	0.000	0.000	Merged-chr14-64434245-45
NR170--MA0089.1.MAFG::NFE2L1	chr1	36797660	36797665	-	0.000	0.000	Merged-chr1-36797700-29
NR6342--MA0659.1.MAFG	chr18	33060132	33060152	-	0.000	0.000	Merged-chr18-33060171-12
NR8332--MA0501.1.MAF::NFE2	chr3	59081063	59081077	+	0.000	0.000	Merged-chr3-59081244-57
NR11829--MA0089.1.MAFG::NFE2L1	chr7	46796045	46796050	-	0.000	0.000	Merged-chr7-46795936-83
NR13192--MA0659.1.MAFG	chr9	72097291	72097311	+	0.000	0.000	Merged-chr9-72097262-35
NR8605--MA0495.2.MAFF	chr3	98030692	98030712	-	0.000	0.000	Merged-chr3-98030658-2
NR876--MA0089.1.MAFG::NFE2L1	chr1	161894385	161894390	-	0.000	0.000	Merged-chr1-161894254-19
NR843--MA0501.1.MAF::NFE2	chr1	155029375	155029389	-	0.000	0.000	Merged-chr1-155029443-27
NR4230--MA0089.1.MAFG::NFE2L1	chr14	62870636	62870641	-	0.000	0.000	Merged-chr14-62870465-48
NR3614--MA0117.2.Mafb	chr13	95765097	95765108	+	0.000	0.000	Merged-chr13-95765232-46
NR4692--MA0591.1.Bach1::Mafk	chr15	31239948	31239962	-	0.000	0.000	Merged-chr15-31239940-27
NR2286--MA0089.1.MAFG::NFE2L1	chr11	63908723	63908728	+	0.000	0.000	Merged-chr11-63908633-20
NR472--MA0089.1.MAFG::NFE2L1	chr1	87862704	87862709	+	0.000	0.000	Merged-chr1-87862821-1
NR7654--MA0495.2.MAFF	chr2	135748539	135748559	+	0.000	0.000	Merged-chr2-135748609-5
NR8838--MA0495.2.MAFF	chr3	136686690	136686710	-	0.000	0.000	Merged-chr3-136686664-13
NR9695--MA0089.1.MAFG::NFE2L1	chr4	123588811	123588816	+	0.000	0.000	Merged-chr4-123588937-38
NR4834--MA0659.1.MAFG	chr15	60141740	60141760	-	0.000	0.000	Merged-chr15-60141822-49
NR896--MA0117.2.Mafb	chr1	165822163	165822174	+	0.000	0.000	Merged-chr1-165822211-30
NR5812--MA0659.1.MAFG	chr17	27755570	27755590	-	0.000	0.000	Merged-chr17-27755639-7
NR12955--MA0496.2.MAFK	chr8	125557552	125557570	+	0.000	0.000	Merged-chr8-125557520-11
NR13183--MA0117.2.Mafb	chr9	66946099	66946110	+	0.000	0.000	Merged-chr9-66946019-72
NR7656--MA0659.1.MAFG	chr2	135748539	135748559	-	0.000	0.000	Merged-chr2-135748609-5
NR13708--MA0501.1.MAF::NFE2	chrX	142385197	142385211	+	0.000	0.000	Merged-chrX-142385026-32
NR13671--MA0591.1.Bach1::Mafk	chrX	103616989	103617003	-	0.000	0.000	Merged-chrX-103616839-86
NR4949--MA0089.1.MAFG::NFE2L1	chr15	80562585	80562590	-	0.000	0.000	Merged-chr15-80562627-18
NR3672--MA0591.1.Bach1::Mafk	chr13	103374638	103374652	+	0.000	0.000	Merged-chr13-103374467-6
NR9229--MA0496.2.MAFK	chr4	40785959	40785977	+	0.000	0.000	Merged-chr4-40785986-16
NR6113--MA0089.1.MAFG::NFE2L1	chr17	84136596	84136601	-	0.000	0.000	Merged-chr17-84136663-5
NR12958--MA0089.1.MAFG::NFE2L1	chr8	126584487	126584492	-	0.000	0.000	Merged-chr8-126584527-70
NR3286--MA0591.1.Bach1::Mafk	chr13	43628148	43628162	-	0.000	0.000	Merged-chr13-43628200-5
NR4921--MA0089.1.MAFG::NFE2L1	chr15	74788806	74788811	+	0.000	0.000	Merged-chr15-74788759-4
NR11134--MA0089.1.MAFG::NFE2L1	chr6	71500833	71500838	-	0.000	0.000	Merged-chr6-71500692-12
NR2486--MA0089.1.MAFG::NFE2L1	chr12	3568935	3568940	+	0.000	0.000	Merged-chr12-3568895-12
NR672--MA0089.1.MAFG::NFE2L1	chr1	120073728	120073733	-	0.000	0.000	Merged-chr1-120073802-51
NR9861--MA0591.1.Bach1::Mafk	chr4	155129616	155129630	-	0.000	0.000	Merged-chr4-155129607-22
NR3006--MA0591.1.Bach1::Mafk	chr12	110591596	110591610	+	0.000	0.000	Merged-chr12-110591527-74
NR1142--MA0495.2.MAFF	chr10	7470129	7470149	+	0.000	0.000	Merged-chr10-7470291-37
NR10996--MA0591.1.Bach1::Mafk	chr6	54775917	54775931	-	0.000	0.000	Merged-chr6-54775842-27
NR12856--MA0089.1.MAFG::NFE2L1	chr8	105623141	105623146	-	0.000	0.000	Merged-chr8-105622975-103
NR9570--MA0501.1.MAF::NFE2	chr4	94603207	94603221	+	0.000	0.000	Merged-chr4-94603187-63
NR1675--MA0591.1.Bach1::Mafk	chr10	80539303	80539317	-	0.000	0.000	Merged-chr10-80539129-37
NR8997--MA0659.1.MAFG	chr3	154372398	154372418	+	0.000	0.000	Merged-chr3-154372398-2
NR11436--MA0501.1.MAF::NFE2	chr6	124805733	124805747	+	0.000	0.000	Merged-chr6-124805887-69
NR10293--MA0089.1.MAFG::NFE2L1	chr5	73199824	73199829	-	0.000	0.000	Merged-chr5-73199876-43
NR2760--MA0089.1.MAFG::NFE2L1	chr12	55465240	55465245	-	0.000	0.000	Merged-chr12-55465291-109
NR5936--MA0495.2.MAFF	chr17	52312185	52312205	-	0.000	0.000	Merged-chr17-52312219-8
NR2456--MA0495.2.MAFF	chr11	117109896	117109916	-	0.000	0.000	Merged-chr11-117109823-31
NR7659--MA0089.1.MAFG::NFE2L1	chr2	135847975	135847980	-	0.000	0.000	Merged-chr2-135848156-1
NR6615--MA0089.1.MAFG::NFE2L1	chr18	73846872	73846877	+	0.000	0.000	Merged-chr18-73846935-30
NR11691--MA0496.2.MAFK	chr7	13038282	13038300	+	0.000	0.000	Merged-chr7-13038148-88
NR10595--MA0089.1.MAFG::NFE2L1	chr5	135962695	135962700	-	0.000	0.000	Merged-chr5-135962796-70
NR5270--MA0089.1.MAFG::NFE2L1	chr16	38239768	38239773	-	0.000	0.000	Merged-chr16-38239886-27
NR5938--MA0659.1.MAFG	chr17	52312185	52312205	-	0.000	0.000	Merged-chr17-52312219-8
NR10609--MA0591.1.Bach1::Mafk	chr5	139206884	139206898	-	0.000	0.000	Merged-chr5-139206711-28
NR910--MA0117.2.Mafb	chr1	166409889	166409900	-	0.000	0.000	Merged-chr1-166409730-81
NR11421--MA0089.1.MAFG::NFE2L1	chr6	122259017	122259022	-	0.000	0.000	Merged-chr6-122259137-47
NR2282--MA0089.1.MAFG::NFE2L1	chr11	62466776	62466781	+	0.000	0.000	Merged-chr11-62466803-41
NR6374--MA0117.2.Mafb	chr18	39185933	39185944	-	0.000	0.000	Merged-chr18-39185847-29
NR2988--MA0089.1.MAFG::NFE2L1	chr12	107139114	107139119	+	0.000	0.000	Merged-chr12-107139139-48
NR6802--MA0089.1.MAFG::NFE2L1	chr19	21144872	21144877	-	0.000	0.000	Merged-chr19-21144812-47
NR5607--MA0591.1.Bach1::Mafk	chr16	90220958	90220972	+	0.000	0.000	Merged-chr16-90220998-103
NR8894--MA0117.2.Mafb	chr3	143733692	143733703	+	0.000	0.000	Merged-chr3-143733757-2
NR6137--MA0089.1.MAFG::NFE2L1	chr17	88123955	88123960	+	0.000	0.000	Merged-chr17-88123873-45
NR13195--MA0496.2.MAFK	chr9	72097292	72097310	-	0.000	0.000	Merged-chr9-72097262-35
NR588--MA0117.2.Mafb	chr1	105883621	105883632	-	0.000	0.000	Merged-chr1-105883714-7
NR5308--MA0089.1.MAFG::NFE2L1	chr16	49016785	49016790	+	0.000	0.000	Merged-chr16-49016858-18
NR13417--MA0659.1.MAFG	chr9	108156924	108156944	+	0.000	0.000	Merged-chr9-108157018-18
NR7243--MA0495.2.MAFF	chr2	58107017	58107037	+	0.000	0.000	Merged-chr2-58107175-53
NR376--MA0495.2.MAFF	chr1	72870499	72870519	-	0.000	0.000	Merged-chr1-72870469-25
NR7361--MA0117.2.Mafb	chr2	76220732	76220743	-	0.000	0.000	Merged-chr2-76220899-10
NR11002--MA0496.2.MAFK	chr6	54925896	54925914	-	0.000	0.000	Merged-chr6-54926058-40
NR6363--MA0496.2.MAFK	chr18	39035418	39035436	-	0.000	0.000	Merged-chr18-39035384-28
NR779--MA0591.1.Bach1::Mafk	chr1	143985375	143985389	+	0.000	0.000	Merged-chr1-143985220-17
NR4824--MA0591.1.Bach1::Mafk	chr15	58823463	58823477	-	0.000	0.000	Merged-chr15-58823489-98
NR4909--MA0591.1.Bach1::Mafk	chr15	73228430	73228444	-	0.000	0.000	Merged-chr15-73228515-7
NR12112--MA0117.2.Mafb	chr7	97361721	97361732	-	0.000	0.000	Merged-chr7-97361642-27
NR7079--MA0089.1.MAFG::NFE2L1	chr2	32288078	32288083	-	0.000	0.000	Merged-chr2-32288192-62
NR5815--MA0496.2.MAFK	chr17	27755571	27755589	-	0.000	0.000	Merged-chr17-27755639-7
NR8666--MA0117.2.Mafb	chr3	108444800	108444811	-	0.000	0.000	Merged-chr3-108444779-133
NR7476--MA0495.2.MAFF	chr2	103632772	103632792	-	0.000	0.000	Merged-chr2-103632734-49
NR292--MA0089.1.MAFG::NFE2L1	chr1	63730649	63730654	-	0.000	0.000	Merged-chr1-63730554-61
NR4526--MA0117.2.Mafb	chr14	120572435	120572446	+	0.000	0.000	Merged-chr14-120572441-59
NR5206--MA0089.1.MAFG::NFE2L1	chr16	18733476	18733481	-	0.000	0.000	Merged-chr16-18733506-32
NR10631--MA0659.1.MAFG	chr5	146655355	146655375	+	0.000	0.000	Merged-chr5-146655552-37
NR12227--MA0495.2.MAFF	chr7	114301694	114301714	+	0.000	0.000	Merged-chr7-114301594-55
NR3740--MA0501.1.MAF::NFE2	chr13	109822600	109822614	-	0.000	0.000	Merged-chr13-109822486-79
NR12967--MA0089.1.MAFG::NFE2L1	chr8	126971098	126971103	-	0.000	0.000	Merged-chr8-126971027-48
NR7478--MA0659.1.MAFG	chr2	103632772	103632792	+	0.000	0.000	Merged-chr2-103632734-49
NR5079--MA0659.1.MAFG	chr16	4475219	4475239	-	0.000	0.000	Merged-chr16-4475244-54
NR9627--MA0089.1.MAFG::NFE2L1	chr4	106970971	106970976	+	0.000	0.000	Merged-chr4-106970923-40
NR8051--MA0591.1.Bach1::Mafk	chr3	9974554	9974568	+	0.000	0.000	Merged-chr3-9974623-36
NR4009--MA0591.1.Bach1::Mafk	chr14	25855698	25855712	-	0.000	0.000	Merged-chr14-25855569-55
NR13566--MA0501.1.MAF::NFE2	chrX	50565332	50565346	-	0.000	0.000	Merged-chrX-50565283-19
NR13128--MA0089.1.MAFG::NFE2L1	chr9	42076580	42076585	+	0.000	0.000	Merged-chr9-42076417-27
NR11365--MA0496.2.MAFK	chr6	114905020	114905038	+	0.000	0.000	Merged-chr6-114905018-60
NR1431--MA0501.1.MAF::NFE2	chr10	43330942	43330956	+	0.000	0.000	Merged-chr10-43330902-16
NR5625--MA0117.2.Mafb	chr16	92884160	92884171	-	0.000	0.000	Merged-chr16-92884167-7
NR2607--MA0089.1.MAFG::NFE2L1	chr12	31997023	31997028	+	0.000	0.000	Merged-chr12-31997107-37
NR504--MA0089.1.MAFG::NFE2L1	chr1	93507122	93507127	+	0.000	0.000	Merged-chr1-93507138-11
NR13232--MA0495.2.MAFF	chr9	78448210	78448230	-	0.000	0.000	Merged-chr9-78448370-64
NR12229--MA0117.2.Mafb	chr7	114817825	114817836	-	0.000	0.000	Merged-chr7-114817676-52
NR3676--MA0496.2.MAFK	chr13	103374636	103374654	-	0.000	0.000	Merged-chr13-103374467-6
NR9612--MA0089.1.MAFG::NFE2L1	chr4	102955809	102955814	-	0.000	0.000	Merged-chr4-102955684-33
NR2418--MA0089.1.MAFG::NFE2L1	chr11	110997611	110997616	-	0.000	0.000	Merged-chr11-110997533-14
NR13402--MA0089.1.MAFG::NFE2L1	chr9	106394745	106394750	-	0.000	0.000	Merged-chr9-106394684-34
NR479--MA0496.2.MAFK	chr1	88497592	88497610	-	0.000	0.000	Merged-chr1-88497619-10
NR723--MA0117.2.Mafb	chr1	131200226	131200237	+	0.000	0.000	Merged-chr1-131199978-81
NR1651--MA0089.1.MAFG::NFE2L1	chr10	75303954	75303959	-	0.000	0.000	Merged-chr10-75303775-85
NR13328--MA0089.1.MAFG::NFE2L1	chr9	92265849	92265854	-	0.000	0.000	Merged-chr9-92266025-66
NR697--MA0591.1.Bach1::Mafk	chr1	126408116	126408130	+	0.000	0.000	Merged-chr1-126408111-35
NR10515--MA0117.2.Mafb	chr5	120697034	120697045	-	0.000	0.000	Merged-chr5-120697061-40
NR4827--MA0591.1.Bach1::Mafk	chr15	59618586	59618600	-	0.000	0.000	Merged-chr15-59618561-44
NR6435--MA0089.1.MAFG::NFE2L1	chr18	46741618	46741623	-	0.000	0.000	Merged-chr18-46741724-81
NR3736--MA0089.1.MAFG::NFE2L1	chr13	109776341	109776346	-	0.000	0.000	Merged-chr13-109776276-46
NR13139--MA0089.1.MAFG::NFE2L1	chr9	45955289	45955294	-	0.000	0.000	Merged-chr9-45955056-98
NR2161--MA0496.2.MAFK	chr11	21180809	21180827	+	0.000	0.000	Merged-chr11-21180890-47
NR4417--MA0496.2.MAFK	chr14	105177468	105177486	-	0.000	0.000	Merged-chr14-105177397-2
NR12776--MA0089.1.MAFG::NFE2L1	chr8	88244522	88244527	+	0.000	0.000	Merged-chr8-88244347-35
NR13515--MA0089.1.MAFG::NFE2L1	chrX	11653441	11653446	-	0.000	0.000	Merged-chrX-11653555-22
NR5593--MA0591.1.Bach1::Mafk	chr16	87713179	87713193	+	0.000	0.000	Merged-chr16-87713250-69
NR268--MA0591.1.Bach1::Mafk	chr1	58742700	58742714	+	0.000	0.000	Merged-chr1-58742743-31
NR5321--MA0117.2.Mafb	chr16	50737736	50737747	-	0.000	0.000	Merged-chr16-50737708-13
NR226--MA0501.1.MAF::NFE2	chr1	51509243	51509257	+	0.000	0.000	Merged-chr1-51509217-43
NR5317--MA0089.1.MAFG::NFE2L1	chr16	50736973	50736978	-	0.000	0.000	Merged-chr16-50736996-81
NR5883--MA0089.1.MAFG::NFE2L1	chr17	36042761	36042766	-	0.000	0.000	Merged-chr17-36042760-57
NR5392--MA0089.1.MAFG::NFE2L1	chr16	55839045	55839050	-	0.000	0.000	Merged-chr16-55838869-118
NR8797--MA0089.1.MAFG::NFE2L1	chr3	131215000	131215005	-	0.000	0.000	Merged-chr3-131215009-18
NR3258--MA0089.1.MAFG::NFE2L1	chr13	34078064	34078069	-	0.000	0.000	Merged-chr13-34078203-66
NR9251--MA0659.1.MAFG	chr4	46617719	46617739	-	0.000	0.000	Merged-chr4-46617709-8
NR12807--MA0117.2.Mafb	chr8	90909239	90909250	-	0.000	0.000	Merged-chr8-90909205-4
NR7262--MA0089.1.MAFG::NFE2L1	chr2	60200263	60200268	-	0.000	0.000	Merged-chr2-60200262-30
NR13467--MA0117.2.Mafb	chr9	114730377	114730388	-	0.000	0.000	Merged-chr9-114730346-23
NR9738--MA0089.1.MAFG::NFE2L1	chr4	135946566	135946571	-	0.000	0.000	Merged-chr4-135946528-48
NR2982--MA0591.1.Bach1::Mafk	chr12	105069097	105069111	-	0.000	0.000	Merged-chr12-105069151-33
NR11520--MA0117.2.Mafb	chr6	135364620	135364631	-	0.000	0.000	Merged-chr6-135364478-50
NR2301--MA0089.1.MAFG::NFE2L1	chr11	70762833	70762838	-	0.000	0.000	Merged-chr11-70762814-15
NR9704--MA0501.1.MAF::NFE2	chr4	126202726	126202740	-	0.000	0.000	Merged-chr4-126202610-98
NR167--MA0501.1.MAF::NFE2	chr1	36264360	36264374	-	0.000	0.000	Merged-chr1-36264360-59
NR1777--MA0089.1.MAFG::NFE2L1	chr10	93425854	93425859	-	0.000	0.000	Merged-chr10-93425888-29
NR2359--MA0591.1.Bach1::Mafk	chr11	94386618	94386632	-	0.000	0.000	Merged-chr11-94386453-49
NR1286--MA0089.1.MAFG::NFE2L1	chr10	22345892	22345897	+	0.000	0.000	Merged-chr10-22345907-34
NR10634--MA0496.2.MAFK	chr5	146655356	146655374	-	0.000	0.000	Merged-chr5-146655552-37
NR9525--MA0591.1.Bach1::Mafk	chr4	86712868	86712882	-	0.000	0.000	Merged-chr4-86712811-38
NR9339--MA0495.2.MAFF	chr4	57798052	57798072	+	0.000	0.000	Merged-chr4-57797871-1
NR11932--MA0089.1.MAFG::NFE2L1	chr7	68250585	68250590	-	0.000	0.000	Merged-chr7-68250535-42
NR10512--MA0089.1.MAFG::NFE2L1	chr5	118633282	118633287	+	0.000	0.000	Merged-chr5-118633117-20
NR4576--MA0089.1.MAFG::NFE2L1	chr15	6584918	6584923	-	0.000	0.000	Merged-chr15-6584866-9
NR12194--MA0659.1.MAFG	chr7	111015013	111015033	-	0.000	0.000	Merged-chr7-111015040-32
NR11441--MA0089.1.MAFG::NFE2L1	chr6	125084669	125084674	+	0.000	0.000	Merged-chr6-125084626-24
NR5517--MA0089.1.MAFG::NFE2L1	chr16	75920923	75920928	+	0.000	0.000	Merged-chr16-75921068-56
NR4494--MA0495.2.MAFF	chr14	118796408	118796428	+	0.000	0.000	Merged-chr14-118796395-16
NR5722--MA0591.1.Bach1::Mafk	chr17	13228715	13228729	+	0.000	0.000	Merged-chr17-13228732-1
NR8166--MA0659.1.MAFG	chr3	26667906	26667926	-	0.000	0.000	Merged-chr3-26667999-1
NR1964--MA0089.1.MAFG::NFE2L1	chr10	117629309	117629314	-	0.000	0.000	Merged-chr10-117629481-71
NR5592--MA0089.1.MAFG::NFE2L1	chr16	87709519	87709524	+	0.000	0.000	Merged-chr16-87709397-19
NR12831--MA0591.1.Bach1::Mafk	chr8	95697286	95697300	-	0.000	0.000	Merged-chr8-95697272-29
NR4878--MA0089.1.MAFG::NFE2L1	chr15	66801066	66801071	-	0.000	0.000	Merged-chr15-66801047-6
NR2038--MA0089.1.MAFG::NFE2L1	chr10	128536488	128536493	+	0.000	0.000	Merged-chr10-128536413-59
NR378--MA0591.1.Bach1::Mafk	chr1	72870502	72870516	-	0.000	0.000	Merged-chr1-72870469-25
NR9655--MA0591.1.Bach1::Mafk	chr4	116053504	116053518	-	0.000	0.000	Merged-chr4-116053495-96
NR721--MA0591.1.Bach1::Mafk	chr1	131153186	131153200	-	0.000	0.000	Merged-chr1-131153253-37
NR13728--MA0089.1.MAFG::NFE2L1	chrX	151520616	151520621	+	0.000	0.000	Merged-chrX-151520837-93
NR7664--MA0089.1.MAFG::NFE2L1	chr2	135999721	135999726	-	0.000	0.000	Merged-chr2-135999681-5
NR6620--MA0089.1.MAFG::NFE2L1	chr18	75410352	75410357	+	0.000	0.000	Merged-chr18-75410439-27
NR12949--MA0495.2.MAFF	chr8	125557551	125557571	+	0.000	0.000	Merged-chr8-125557520-11
NR9596--MA0117.2.Mafb	chr4	97831817	97831828	-	0.000	0.000	Merged-chr4-97831633-55
NR12185--MA0117.2.Mafb	chr7	110382046	110382057	+	0.000	0.000	Merged-chr7-110381862-5
NR10670--MA0496.2.MAFK	chr5	150220633	150220651	-	0.000	0.000	Merged-chr5-150220578-7
NR5415--MA0089.1.MAFG::NFE2L1	chr16	59469922	59469927	-	0.000	0.000	Merged-chr16-59469978-46
NR13700--MA0089.1.MAFG::NFE2L1	chrX	133898292	133898297	+	0.000	0.000	Merged-chrX-133898261-39
NR8178--MA0501.1.MAF::NFE2	chr3	28031826	28031840	-	0.000	0.000	Merged-chr3-28031945-16
NR6651--MA0496.2.MAFK	chr18	80612046	80612064	-	0.000	0.000	Merged-chr18-80611991-79
NR9749--MA0089.1.MAFG::NFE2L1	chr4	141148487	141148492	-	0.000	0.000	Merged-chr4-141148544-3
NR8329--MA0089.1.MAFG::NFE2L1	chr3	58583003	58583008	-	0.000	0.000	Merged-chr3-58583098-16
NR885--MA0117.2.Mafb	chr1	163910307	163910318	-	0.000	0.000	Merged-chr1-163910520-32
NR7562--MA0089.1.MAFG::NFE2L1	chr2	121442635	121442640	+	0.000	0.000	Merged-chr2-121442652-51
