#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Gata/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.dn.bed
NR6913--MA0036.3.GATA2	chr7	82834593	82834603	+	0.000	0.000	Merged-chr7-82834673-11
NR1636--MA1104.1.GATA6	chr12	84773165	84773177	-	0.000	0.000	Merged-chr12-84773092-54
NR5427--MA0140.2.GATA1::TAL1	chr4	75278964	75278981	-	0.000	0.000	Merged-chr4-75279089-1
NR4375--MA0037.3.GATA3	chr2	92192029	92192036	+	0.000	0.000	Merged-chr2-92192158-30
NR4343--MA0036.3.GATA2	chr2	84887895	84887905	+	0.000	0.000	Merged-chr2-84887926-27
NR4030--MA0035.3.Gata1	chr2	6711289	6711299	+	0.000	0.000	Merged-chr2-6711188-63
NR214--MA0766.1.GATA5	chr1	90677875	90677882	-	0.000	0.000	Merged-chr1-90677857-31
NR3061--MA0035.3.Gata1	chr16	44965139	44965149	-	0.000	0.000	Merged-chr16-44965339-61
NR1474--MA1104.1.GATA6	chr12	28589596	28589608	-	0.000	0.000	Merged-chr12-28589573-34
NR7257--MA0036.3.GATA2	chr8	69168492	69168502	-	0.000	0.000	Merged-chr8-69168549-18
NR7528--MA0036.3.GATA2	chr9	32710126	32710136	+	0.000	0.000	Merged-chr9-32710187-80
NR7809--MA0766.1.GATA5	chr9	100522273	100522280	+	0.000	0.000	Merged-chr9-100522209-27
NR1152--MA0482.1.Gata4	chr11	46389539	46389549	+	0.000	0.000	Merged-chr11-46389577-59
NR5229--MA0036.3.GATA2	chr3	146776673	146776683	-	0.000	0.000	Merged-chr3-146776816-2
NR3288--MA0766.1.GATA5	chr16	92641313	92641320	+	0.000	0.000	Merged-chr16-92641253-41
NR5787--MA0035.3.Gata1	chr5	24505728	24505738	+	0.000	0.000	Merged-chr5-24505685-17
NR4407--MA0037.3.GATA3	chr2	102812794	102812801	+	0.000	0.000	Merged-chr2-102812992-26
NR2910--MA0766.1.GATA5	chr15	96827789	96827796	+	0.000	0.000	Merged-chr15-96827730-24
NR6251--MA0766.1.GATA5	chr6	49354721	49354728	-	0.000	0.000	Merged-chr6-49354722-8
NR7223--MA0036.3.GATA2	chr8	46859563	46859573	+	0.000	0.000	Merged-chr8-46859659-64
NR3397--MA0766.1.GATA5	chr17	13655026	13655033	+	0.000	0.000	Merged-chr17-13654932-70
NR5881--MA0140.2.GATA1::TAL1	chr5	62939204	62939221	-	0.000	0.000	Merged-chr5-62939189-18
NR3735--MA0482.1.Gata4	chr18	61479926	61479936	+	0.000	0.000	Merged-chr18-61480035-15
NR878--MA0140.2.GATA1::TAL1	chr10	85411158	85411175	-	0.000	0.000	Merged-chr10-85411172-67
NR2272--MA0766.1.GATA5	chr14	16172526	16172533	+	0.000	0.000	Merged-chr14-16172497-2
NR6360--MA0766.1.GATA5	chr6	86922089	86922096	-	0.000	0.000	Merged-chr6-86921974-19
NR2886--MA0035.3.Gata1	chr15	91616640	91616650	-	0.000	0.000	Merged-chr15-91616695-12
NR4497--MA0037.3.GATA3	chr2	127923473	127923480	-	0.000	0.000	Merged-chr2-127923410-36
NR3895--MA1104.1.GATA6	chr19	4119833	4119845	+	0.000	0.000	Merged-chr19-4119891-46
NR2795--MA0766.1.GATA5	chr15	56047196	56047203	+	0.000	0.000	Merged-chr15-56047041-38
NR1688--MA0482.1.Gata4	chr12	92625447	92625457	+	0.000	0.000	Merged-chr12-92625384-3
NR3158--MA0766.1.GATA5	chr16	57319940	57319947	+	0.000	0.000	Merged-chr16-57319907-20
NR578--MA0036.3.GATA2	chr1	184016503	184016513	+	0.000	0.000	Merged-chr1-184016575-13
NR2852--MA0035.3.Gata1	chr15	78903332	78903342	+	0.000	0.000	Merged-chr15-78903471-19
NR4258--MA0037.3.GATA3	chr2	65552090	65552097	+	0.000	0.000	Merged-chr2-65551988-12
NR2546--MA0036.3.GATA2	chr14	79557827	79557837	-	0.000	0.000	Merged-chr14-79557870-40
NR3605--MA0482.1.Gata4	chr17	87036794	87036804	-	0.000	0.000	Merged-chr17-87036710-20
NR4954--MA0036.3.GATA2	chr3	84570696	84570706	+	0.000	0.000	Merged-chr3-84570776-21
NR4707--MA0035.3.Gata1	chr2	163229299	163229309	-	0.000	0.000	Merged-chr2-163229277-53
NR3494--MA1104.1.GATA6	chr17	53570081	53570093	-	0.000	0.000	Merged-chr17-53570221-85
NR4811--MA0036.3.GATA2	chr3	27067359	27067369	+	0.000	0.000	Merged-chr3-27067455-6
NR3738--MA0035.3.Gata1	chr18	61479925	61479935	+	0.000	0.000	Merged-chr18-61480035-15
NR130--MA0036.3.GATA2	chr1	79752488	79752498	-	0.000	0.000	Merged-chr1-79752241-78
NR5968--MA1104.1.GATA6	chr5	92398408	92398420	+	0.000	0.000	Merged-chr5-92398390-31
NR4991--MA0140.2.GATA1::TAL1	chr3	101701495	101701512	-	0.000	0.000	Merged-chr3-101701370-14
NR1195--MA1104.1.GATA6	chr11	58948838	58948850	+	0.000	0.000	Merged-chr11-58948790-70
NR5283--MA1104.1.GATA6	chr3	159509170	159509182	-	0.000	0.000	Merged-chr3-159509158-33
NR730--MA0482.1.Gata4	chr10	34096573	34096583	-	0.000	0.000	Merged-chr10-34096665-20
NR5302--MA0140.2.GATA1::TAL1	chr4	11404222	11404239	+	0.000	0.000	Merged-chr4-11404244-13
NR1627--MA0140.2.GATA1::TAL1	chr12	83018090	83018107	-	0.000	0.000	Merged-chr12-83018186-36
NR344--MA0140.2.GATA1::TAL1	chr1	128771002	128771019	-	0.000	0.000	Merged-chr1-128770934-28
NR7757--MA1104.1.GATA6	chr9	95113473	95113485	-	0.000	0.000	Merged-chr9-95113538-34
NR1575--MA1104.1.GATA6	chr12	70232400	70232412	-	0.000	0.000	Merged-chr12-70232391-28
NR6816--MA0140.2.GATA1::TAL1	chr7	42980460	42980477	+	0.000	0.000	Merged-chr7-42980472-32
NR1253--MA0482.1.Gata4	chr11	74371769	74371779	-	0.000	0.000	Merged-chr11-74371741-4
NR4003--MA0140.2.GATA1::TAL1	chr19	56721492	56721509	+	0.000	0.000	Merged-chr19-56721379-1
NR4630--MA0482.1.Gata4	chr2	148368485	148368495	-	0.000	0.000	Merged-chr2-148368361-1
NR1134--MA0035.3.Gata1	chr11	32126242	32126252	+	0.000	0.000	Merged-chr11-32126247-55
NR7687--MA0482.1.Gata4	chr9	78024981	78024991	+	0.000	0.000	Merged-chr9-78024957-31
NR4410--MA0036.3.GATA2	chr2	102812792	102812802	-	0.000	0.000	Merged-chr2-102812992-26
NR1703--MA0037.3.GATA3	chr12	92976672	92976679	-	0.000	0.000	Merged-chr12-92976529-13
NR5517--MA0140.2.GATA1::TAL1	chr4	101222342	101222359	+	0.000	0.000	Merged-chr4-101222255-9
NR1208--MA0036.3.GATA2	chr11	64086046	64086056	+	0.000	0.000	Merged-chr11-64086070-15
NR6278--MA0037.3.GATA3	chr6	58832867	58832874	-	0.000	0.000	Merged-chr6-58832889-39
NR1189--MA0036.3.GATA2	chr11	58189860	58189870	-	0.000	0.000	Merged-chr11-58189839-18
NR4777--MA0140.2.GATA1::TAL1	chr2	180227650	180227667	-	0.000	0.000	Merged-chr2-180227803-24
NR838--MA0140.2.GATA1::TAL1	chr10	76237928	76237945	-	0.000	0.000	Merged-chr10-76237890-83
NR462--MA0035.3.Gata1	chr1	160195097	160195107	+	0.000	0.000	Merged-chr1-160195203-53
NR4847--MA0766.1.GATA5	chr3	51744642	51744649	-	0.000	0.000	Merged-chr3-51744632-10
NR2318--MA0037.3.GATA3	chr14	27562729	27562736	+	0.000	0.000	Merged-chr14-27562668-44
NR1046--MA0036.3.GATA2	chr11	6528674	6528684	-	0.000	0.000	Merged-chr11-6528717-51
NR1004--MA0035.3.Gata1	chr10	120183061	120183071	+	0.000	0.000	Merged-chr10-120183053-23
NR6365--MA0766.1.GATA5	chr6	87041205	87041212	+	0.000	0.000	Merged-chr6-87041204-35
NR1445--MA0037.3.GATA3	chr12	12172556	12172563	-	0.000	0.000	Merged-chr12-12172464-29
NR908--MA0035.3.Gata1	chr10	95746062	95746072	+	0.000	0.000	Merged-chr10-95746044-53
NR7414--MA0482.1.Gata4	chr8	122533227	122533237	-	0.000	0.000	Merged-chr8-122533289-14
NR1140--MA1104.1.GATA6	chr11	36001077	36001089	-	0.000	0.000	Merged-chr11-36000971-2
NR4794--MA0766.1.GATA5	chr3	9867517	9867524	+	0.000	0.000	Merged-chr3-9867662-24
NR2791--MA0035.3.Gata1	chr15	53222538	53222548	+	0.000	0.000	Merged-chr15-53222571-24
NR1059--MA0036.3.GATA2	chr11	8524116	8524126	+	0.000	0.000	Merged-chr11-8524008-23
NR4651--MA0766.1.GATA5	chr2	153147906	153147913	+	0.000	0.000	Merged-chr2-153147891-25
NR4286--MA0140.2.GATA1::TAL1	chr2	70425816	70425833	+	0.000	0.000	Merged-chr2-70425902-24
NR2966--MA0035.3.Gata1	chr16	8640132	8640142	-	0.000	0.000	Merged-chr16-8639905-53
NR6528--MA0037.3.GATA3	chr6	127419918	127419925	+	0.000	0.000	Merged-chr6-127420078-9
NR1449--MA0766.1.GATA5	chr12	12172556	12172563	-	0.000	0.000	Merged-chr12-12172464-29
NR1153--MA1104.1.GATA6	chr11	46389537	46389549	-	0.000	0.000	Merged-chr11-46389577-59
NR1396--MA0140.2.GATA1::TAL1	chr11	108910991	108911008	+	0.000	0.000	Merged-chr11-108910906-74
NR212--MA0482.1.Gata4	chr1	90677875	90677885	+	0.000	0.000	Merged-chr1-90677857-31
NR6748--MA0036.3.GATA2	chr7	19332940	19332950	+	0.000	0.000	Merged-chr7-19332998-44
NR3290--MA0037.3.GATA3	chr16	92995630	92995637	-	0.000	0.000	Merged-chr16-92995449-20
NR6596--MA0766.1.GATA5	chr6	134189986	134189993	+	0.000	0.000	Merged-chr6-134189868-22
NR7263--MA0140.2.GATA1::TAL1	chr8	71542801	71542818	+	0.000	0.000	Merged-chr8-71542903-45
NR6172--MA0036.3.GATA2	chr6	4664523	4664533	+	0.000	0.000	Merged-chr6-4664595-18
NR353--MA0036.3.GATA2	chr1	130838473	130838483	-	0.000	0.000	Merged-chr1-130838519-27
NR3395--MA0482.1.Gata4	chr17	13655023	13655033	-	0.000	0.000	Merged-chr17-13654932-70
NR4620--MA0036.3.GATA2	chr2	144941395	144941405	-	0.000	0.000	Merged-chr2-144941527-10
NR4102--MA0035.3.Gata1	chr2	25111312	25111322	+	0.000	0.000	Merged-chr2-25111409-51
NR6281--MA0036.3.GATA2	chr6	58832866	58832876	+	0.000	0.000	Merged-chr6-58832889-39
NR5111--MA1104.1.GATA6	chr3	131271268	131271280	+	0.000	0.000	Merged-chr3-131271223-1
NR5479--MA0035.3.Gata1	chr4	86725381	86725391	-	0.000	0.000	Merged-chr4-86725378-12
NR358--MA0035.3.Gata1	chr1	131204670	131204680	-	0.000	0.000	Merged-chr1-131204658-49
NR2161--MA0140.2.GATA1::TAL1	chr13	107571662	107571679	+	0.000	0.000	Merged-chr13-107571801-8
NR4524--MA0036.3.GATA2	chr2	132292254	132292264	-	0.000	0.000	Merged-chr2-132292299-25
NR2854--MA0766.1.GATA5	chr15	79729230	79729237	-	0.000	0.000	Merged-chr15-79729133-34
NR7911--MA0766.1.GATA5	chr9	120493245	120493252	-	0.000	0.000	Merged-chr9-120493281-1
NR6480--MA0140.2.GATA1::TAL1	chr6	120065987	120066004	+	0.000	0.000	Merged-chr6-120065938-28
NR3606--MA1104.1.GATA6	chr17	87036794	87036806	+	0.000	0.000	Merged-chr17-87036710-20
NR7177--MA0766.1.GATA5	chr8	27137213	27137220	-	0.000	0.000	Merged-chr8-27137178-38
NR5905--MA0037.3.GATA3	chr5	71903684	71903691	-	0.000	0.000	Merged-chr5-71903621-28
NR6074--MA0037.3.GATA3	chr5	120648693	120648700	-	0.000	0.000	Merged-chr5-120648871-127
NR3289--MA0035.3.Gata1	chr16	92641311	92641321	-	0.000	0.000	Merged-chr16-92641253-41
NR2748--MA0036.3.GATA2	chr15	36440113	36440123	-	0.000	0.000	Merged-chr15-36440213-15
NR899--MA0766.1.GATA5	chr10	94116420	94116427	+	0.000	0.000	Merged-chr10-94116374-33
NR4031--MA0140.2.GATA1::TAL1	chr2	8870207	8870224	+	0.000	0.000	Merged-chr2-8870300-9
NR6252--MA0035.3.Gata1	chr6	49354720	49354730	+	0.000	0.000	Merged-chr6-49354722-8
NR2958--MA0035.3.Gata1	chr16	7419925	7419935	+	0.000	0.000	Merged-chr16-7419949-42
NR460--MA1104.1.GATA6	chr1	160195096	160195108	-	0.000	0.000	Merged-chr1-160195203-53
NR731--MA1104.1.GATA6	chr10	34096573	34096585	+	0.000	0.000	Merged-chr10-34096665-20
NR162--MA0035.3.Gata1	chr1	84817775	84817785	-	0.000	0.000	Merged-chr1-84817778-11
NR265--MA0140.2.GATA1::TAL1	chr1	106374352	106374369	+	0.000	0.000	Merged-chr1-106374432-8
NR2273--MA0035.3.Gata1	chr14	16172524	16172534	-	0.000	0.000	Merged-chr14-16172497-2
NR3568--MA0140.2.GATA1::TAL1	chr17	79348066	79348083	+	0.000	0.000	Merged-chr17-79348160-59
NR6358--MA0037.3.GATA3	chr6	86922089	86922096	-	0.000	0.000	Merged-chr6-86921974-19
NR6629--MA0037.3.GATA3	chr6	140308148	140308155	+	0.000	0.000	Merged-chr6-140308190-9
NR7688--MA1104.1.GATA6	chr9	78024979	78024991	-	0.000	0.000	Merged-chr9-78024957-31
NR1841--MA0036.3.GATA2	chr12	117403955	117403965	-	0.000	0.000	Merged-chr12-117403786-38
NR5137--MA1104.1.GATA6	chr3	136531891	136531903	-	0.000	0.000	Merged-chr3-136531691-41
NR3159--MA0035.3.Gata1	chr16	57319938	57319948	-	0.000	0.000	Merged-chr16-57319907-20
NR294--MA0482.1.Gata4	chr1	108038618	108038628	+	0.000	0.000	Merged-chr1-108038539-17
NR4740--MA1104.1.GATA6	chr2	173018132	173018144	-	0.000	0.000	Merged-chr2-173018174-48
NR2881--MA0482.1.Gata4	chr15	91616639	91616649	-	0.000	0.000	Merged-chr15-91616695-12
NR422--MA0482.1.Gata4	chr1	151002319	151002329	+	0.000	0.000	Merged-chr1-151002204-60
NR2466--MA0766.1.GATA5	chr14	60072723	60072730	-	0.000	0.000	Merged-chr14-60072713-24
NR202--MA0036.3.GATA2	chr1	88578422	88578432	-	0.000	0.000	Merged-chr1-88578300-28
NR1634--MA0037.3.GATA3	chr12	84773167	84773174	-	0.000	0.000	Merged-chr12-84773092-54
NR6825--MA0766.1.GATA5	chr7	43894806	43894813	-	0.000	0.000	Merged-chr7-43894981-37
NR5954--MA0140.2.GATA1::TAL1	chr5	91278586	91278603	-	0.000	0.000	Merged-chr5-91278708-28
NR249--MA0036.3.GATA2	chr1	95375655	95375665	+	0.000	0.000	Merged-chr1-95375799-8
NR1472--MA0037.3.GATA3	chr12	28589598	28589605	-	0.000	0.000	Merged-chr12-28589573-34
NR5355--MA0037.3.GATA3	chr4	47319835	47319842	+	0.000	0.000	Merged-chr4-47319930-54
NR7415--MA1104.1.GATA6	chr8	122533227	122533239	+	0.000	0.000	Merged-chr8-122533289-14
NR629--MA0036.3.GATA2	chr10	4079704	4079714	-	0.000	0.000	Merged-chr10-4079812-35
NR250--MA0035.3.Gata1	chr1	95375655	95375665	+	0.000	0.000	Merged-chr1-95375799-8
NR6491--MA0036.3.GATA2	chr6	122334236	122334246	-	0.000	0.000	Merged-chr6-122334221-7
NR297--MA0035.3.Gata1	chr1	108038617	108038627	+	0.000	0.000	Merged-chr1-108038539-17
NR2849--MA0036.3.GATA2	chr15	78835267	78835277	-	0.000	0.000	Merged-chr15-78835387-37
NR2926--MA0482.1.Gata4	chr15	102296188	102296198	-	0.000	0.000	Merged-chr15-102296189-42
NR796--MA0482.1.Gata4	chr10	62327712	62327722	-	0.000	0.000	Merged-chr10-62327638-49
NR2722--MA0140.2.GATA1::TAL1	chr15	25673750	25673767	+	0.000	0.000	Merged-chr15-25673661-24
NR1389--MA1104.1.GATA6	chr11	108911011	108911023	-	0.000	0.000	Merged-chr11-108910906-74
NR4100--MA1104.1.GATA6	chr2	25111311	25111323	-	0.000	0.000	Merged-chr2-25111409-51
NR847--MA0036.3.GATA2	chr10	79937303	79937313	+	0.000	0.000	Merged-chr10-79937148-47
NR653--MA0482.1.Gata4	chr10	12821596	12821606	-	0.000	0.000	Merged-chr10-12821526-15
NR356--MA1104.1.GATA6	chr1	131204669	131204681	+	0.000	0.000	Merged-chr1-131204658-49
NR1572--MA0766.1.GATA5	chr12	69446045	69446052	+	0.000	0.000	Merged-chr12-69446107-1
NR5077--MA0140.2.GATA1::TAL1	chr3	126628664	126628681	+	0.000	0.000	Merged-chr3-126628752-25
NR1910--MA0482.1.Gata4	chr13	33079454	33079464	-	0.000	0.000	Merged-chr13-33079670-11
NR4848--MA0035.3.Gata1	chr3	51744641	51744651	+	0.000	0.000	Merged-chr3-51744632-10
NR6156--MA0036.3.GATA2	chr5	149246271	149246281	-	0.000	0.000	Merged-chr5-149246178-51
NR4476--MA0036.3.GATA2	chr2	121457052	121457062	+	0.000	0.000	Merged-chr2-121457132-54
NR6233--MA0482.1.Gata4	chr6	41104184	41104194	-	0.000	0.000	Merged-chr6-41104184-15
NR6884--MA0036.3.GATA2	chr7	78583902	78583912	-	0.000	0.000	Merged-chr7-78583930-15
NR6366--MA0035.3.Gata1	chr6	87041203	87041213	-	0.000	0.000	Merged-chr6-87041204-35
NR6226--MA0140.2.GATA1::TAL1	chr6	38810230	38810247	-	0.000	0.000	Merged-chr6-38810070-95
NR547--MA0035.3.Gata1	chr1	176877891	176877901	+	0.000	0.000	Merged-chr1-176877943-17
NR3492--MA0037.3.GATA3	chr17	53570083	53570090	-	0.000	0.000	Merged-chr17-53570221-85
NR6798--MA0766.1.GATA5	chr7	30280502	30280509	+	0.000	0.000	Merged-chr7-30280528-94
NR160--MA1104.1.GATA6	chr1	84817774	84817786	+	0.000	0.000	Merged-chr1-84817778-11
NR3396--MA1104.1.GATA6	chr17	13655023	13655035	+	0.000	0.000	Merged-chr17-13654932-70
NR6594--MA0482.1.Gata4	chr6	133904594	133904604	-	0.000	0.000	Merged-chr6-133904717-21
NR4795--MA0035.3.Gata1	chr3	9867515	9867525	-	0.000	0.000	Merged-chr3-9867662-24
NR698--MA0036.3.GATA2	chr10	21975619	21975629	+	0.000	0.000	Merged-chr10-21975536-24
NR1193--MA0037.3.GATA3	chr11	58948841	58948848	+	0.000	0.000	Merged-chr11-58948790-70
NR656--MA0035.3.Gata1	chr10	12821597	12821607	-	0.000	0.000	Merged-chr10-12821526-15
NR6630--MA1104.1.GATA6	chr6	140308145	140308157	+	0.000	0.000	Merged-chr6-140308190-9
NR3660--MA0140.2.GATA1::TAL1	chr18	32311819	32311836	+	0.000	0.000	Merged-chr18-32311918-36
NR7755--MA0037.3.GATA3	chr9	95113475	95113482	-	0.000	0.000	Merged-chr9-95113538-34
NR4423--MA0482.1.Gata4	chr2	106985121	106985131	+	0.000	0.000	Merged-chr2-106985167-21
NR2079--MA0037.3.GATA3	chr13	94381980	94381987	+	0.000	0.000	Merged-chr13-94381981-20
NR4285--MA0035.3.Gata1	chr2	70425814	70425824	+	0.000	0.000	Merged-chr2-70425902-24
NR326--MA0766.1.GATA5	chr1	125466896	125466903	+	0.000	0.000	Merged-chr1-125466833-56
NR3611--MA0766.1.GATA5	chr17	87514007	87514014	+	0.000	0.000	Merged-chr17-87513976-28
NR669--MA0035.3.Gata1	chr10	13993678	13993688	+	0.000	0.000	Merged-chr10-13993632-56
NR5198--MA1104.1.GATA6	chr3	143977277	143977289	+	0.000	0.000	Merged-chr3-143977087-2
NR6500--MA1104.1.GATA6	chr6	122742622	122742634	-	0.000	0.000	Merged-chr6-122742614-91
NR7941--MA0036.3.GATA2	chrX	37110342	37110352	-	0.000	0.000	Merged-chrX-37110282-56
NR4641--MA0482.1.Gata4	chr2	150667354	150667364	-	0.000	0.000	Merged-chr2-150667676-130
NR6597--MA0035.3.Gata1	chr6	134189984	134189994	-	0.000	0.000	Merged-chr6-134189868-22
NR2817--MA0766.1.GATA5	chr15	67410171	67410178	+	0.000	0.000	Merged-chr15-67410100-57
NR6353--MA0036.3.GATA2	chr6	82922015	82922025	-	0.000	0.000	Merged-chr6-82922037-57
NR6658--MA0140.2.GATA1::TAL1	chr6	142567587	142567604	+	0.000	0.000	Merged-chr6-142567710-6
NR2332--MA0035.3.Gata1	chr14	30024460	30024470	+	0.000	0.000	Merged-chr14-30024538-20
NR295--MA1104.1.GATA6	chr1	108038616	108038628	-	0.000	0.000	Merged-chr1-108038539-17
NR2882--MA1104.1.GATA6	chr15	91616639	91616651	+	0.000	0.000	Merged-chr15-91616695-12
NR4163--MA0036.3.GATA2	chr2	43739403	43739413	+	0.000	0.000	Merged-chr2-43739518-2
NR6857--MA0482.1.Gata4	chr7	68225793	68225803	+	0.000	0.000	Merged-chr7-68225775-20
NR4492--MA0482.1.Gata4	chr2	125214598	125214608	+	0.000	0.000	Merged-chr2-125214795-24
NR6119--MA0035.3.Gata1	chr5	143038557	143038567	+	0.000	0.000	Merged-chr5-143038769-30
NR4644--MA0035.3.Gata1	chr2	150667355	150667365	-	0.000	0.000	Merged-chr2-150667676-130
NR803--MA1104.1.GATA6	chr10	62984253	62984265	+	0.000	0.000	Merged-chr10-62984405-51
NR4609--MA0036.3.GATA2	chr2	144217579	144217589	-	0.000	0.000	Merged-chr2-144217495-19
NR7101--MA0140.2.GATA1::TAL1	chr7	143052807	143052824	-	0.000	0.000	Merged-chr7-143053012-41
NR5621--MA0036.3.GATA2	chr4	134047865	134047875	-	0.000	0.000	Merged-chr4-134047792-28
NR1151--MA0037.3.GATA3	chr11	46389539	46389546	-	0.000	0.000	Merged-chr11-46389577-59
NR1364--MA0140.2.GATA1::TAL1	chr11	106438889	106438906	+	0.000	0.000	Merged-chr11-106438995-31
NR1686--MA0140.2.GATA1::TAL1	chr12	92582433	92582450	-	0.000	0.000	Merged-chr12-92582334-1
NR5560--MA0035.3.Gata1	chr4	117478332	117478342	-	0.000	0.000	Merged-chr4-117478210-39
NR3922--MA0482.1.Gata4	chr19	14370965	14370975	+	0.000	0.000	Merged-chr19-14371021-10
NR797--MA1104.1.GATA6	chr10	62327712	62327724	+	0.000	0.000	Merged-chr10-62327638-49
NR4495--MA0035.3.Gata1	chr2	125214597	125214607	+	0.000	0.000	Merged-chr2-125214795-24
NR2334--MA0482.1.Gata4	chr14	30675115	30675125	-	0.000	0.000	Merged-chr14-30675172-26
NR654--MA1104.1.GATA6	chr10	12821596	12821608	+	0.000	0.000	Merged-chr10-12821526-15
NR5230--MA0766.1.GATA5	chr3	146776675	146776682	+	0.000	0.000	Merged-chr3-146776816-2
NR3540--MA0036.3.GATA2	chr17	71204548	71204558	+	0.000	0.000	Merged-chr17-71204716-50
NR1687--MA0037.3.GATA3	chr12	92625447	92625454	-	0.000	0.000	Merged-chr12-92625384-3
NR2467--MA0035.3.Gata1	chr14	60072722	60072732	+	0.000	0.000	Merged-chr14-60072713-24
NR1911--MA1104.1.GATA6	chr13	33079454	33079466	+	0.000	0.000	Merged-chr13-33079670-11
NR4789--MA0482.1.Gata4	chr3	9826843	9826853	+	0.000	0.000	Merged-chr3-9826871-7
NR6826--MA0035.3.Gata1	chr7	43894805	43894815	+	0.000	0.000	Merged-chr7-43894981-37
NR2028--MA0766.1.GATA5	chr13	66991739	66991746	+	0.000	0.000	Merged-chr13-66991703-16
NR4646--MA0482.1.Gata4	chr2	150909932	150909942	+	0.000	0.000	Merged-chr2-150909929-87
NR4917--MA0482.1.Gata4	chr3	69177419	69177429	+	0.000	0.000	Merged-chr3-69177555-55
NR5995--MA0036.3.GATA2	chr5	97055840	97055850	-	0.000	0.000	Merged-chr5-97055881-18
NR4503--MA0482.1.Gata4	chr2	128366015	128366025	-	0.000	0.000	Merged-chr2-128365920-27
NR3604--MA0037.3.GATA3	chr17	87036797	87036804	+	0.000	0.000	Merged-chr17-87036710-20
NR3282--MA0036.3.GATA2	chr16	92307632	92307642	-	0.000	0.000	Merged-chr16-92307633-7
NR3901--MA0482.1.Gata4	chr19	5802464	5802474	+	0.000	0.000	Merged-chr19-5802452-32
NR7468--MA0037.3.GATA3	chr9	7576787	7576794	+	0.000	0.000	Merged-chr9-7576753-19
NR4341--MA0482.1.Gata4	chr2	84887896	84887906	+	0.000	0.000	Merged-chr2-84887926-27
NR5833--MA0482.1.Gata4	chr5	36140704	36140714	+	0.000	0.000	Merged-chr5-36140594-4,Merged-chr5-36140888-1
NR2337--MA0035.3.Gata1	chr14	30675116	30675126	-	0.000	0.000	Merged-chr14-30675172-26
NR6544--MA0482.1.Gata4	chr6	129304488	129304498	-	0.000	0.000	Merged-chr6-129304354-36
NR6063--MA0766.1.GATA5	chr5	114681322	114681329	+	0.000	0.000	Merged-chr5-114681129-21
NR5278--MA1104.1.GATA6	chr3	159505786	159505798	+	0.000	0.000	Merged-chr3-159505893-1
NR4424--MA1104.1.GATA6	chr2	106985119	106985131	-	0.000	0.000	Merged-chr2-106985167-21
NR6576--MA0036.3.GATA2	chr6	130312044	130312054	+	0.000	0.000	Merged-chr6-130312055-26
NR5281--MA0035.3.Gata1	chr3	159505787	159505797	-	0.000	0.000	Merged-chr3-159505893-1
NR4819--MA0036.3.GATA2	chr3	28318056	28318066	+	0.000	0.000	Merged-chr3-28318064-9
NR1573--MA0035.3.Gata1	chr12	69446043	69446053	-	0.000	0.000	Merged-chr12-69446107-1
NR1646--MA0140.2.GATA1::TAL1	chr12	85177367	85177384	+	0.000	0.000	Merged-chr12-85177311-38
NR1995--MA0036.3.GATA2	chr13	61788292	61788302	+	0.000	0.000	Merged-chr13-61788395-14
NR3633--MA0035.3.Gata1	chr18	7703682	7703692	+	0.000	0.000	Merged-chr18-7703691-3
NR4642--MA1104.1.GATA6	chr2	150667354	150667366	+	0.000	0.000	Merged-chr2-150667676-130
NR324--MA0482.1.Gata4	chr1	125466893	125466903	-	0.000	0.000	Merged-chr1-125466833-56
NR5836--MA0035.3.Gata1	chr5	36140703	36140713	+	0.000	0.000	Merged-chr5-36140594-4,Merged-chr5-36140888-1
NR4986--MA0482.1.Gata4	chr3	96814563	96814573	+	0.000	0.000	Merged-chr3-96814496-20
NR576--MA0482.1.Gata4	chr1	184016504	184016514	+	0.000	0.000	Merged-chr1-184016575-13
NR6799--MA0035.3.Gata1	chr7	30280500	30280510	-	0.000	0.000	Merged-chr7-30280528-94
NR1971--MA0766.1.GATA5	chr13	52922198	52922205	+	0.000	0.000	Merged-chr13-52922066-27
NR3717--MA0766.1.GATA5	chr18	49982268	49982275	-	0.000	0.000	Merged-chr18-49982392-61
NR2544--MA0482.1.Gata4	chr14	79557826	79557836	-	0.000	0.000	Merged-chr14-79557870-40
NR3022--MA0036.3.GATA2	chr16	27395272	27395282	+	0.000	0.000	Merged-chr16-27395267-15
NR3303--MA0766.1.GATA5	chr16	94374312	94374319	-	0.000	0.000	Merged-chr16-94374445-4
NR3959--MA0036.3.GATA2	chr19	29418705	29418715	+	0.000	0.000	Merged-chr19-29418635-70
NR8015--MA1104.1.GATA6	chrX	160766222	160766234	+	0.000	0.000	Merged-chrX-160766177-60
NR7413--MA0037.3.GATA3	chr8	122533230	122533237	+	0.000	0.000	Merged-chr8-122533289-14
