#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/Naive_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.dn.bed
NR34694--MA0741.1.KLF16	chr19	45805272	45805282	+	0.000	0.000	Merged-chr19-45805178-27
NR57117--MA0493.1.Klf1	chr6	127566597	127566607	+	0.000	0.000	Merged-chr6-127566523-22
NR31827--MA0740.1.KLF14	chr18	25554826	25554839	-	0.000	0.000	Merged-chr18-25554898-22
NR39036--MA0741.1.KLF16	chr2	139776490	139776500	-	0.000	0.000	Merged-chr2-139776654-18
NR26438--MA0741.1.KLF16	chr16	32658892	32658902	+	0.000	0.000	Merged-chr16-32659000-27
NR42232--MA1107.1.KLF9	chr3	79178356	79178368	+	0.000	0.000	Merged-chr3-79178280-26
NR65074--MA0740.1.KLF14	chr8	120114018	120114031	-	0.000	0.000	Merged-chr8-120114148-66
NR55885--MA0741.1.KLF16	chr6	87810842	87810852	+	0.000	0.000	Merged-chr6-87810946-16
NR24758--MA0741.1.KLF16	chr15	86034253	86034263	+	0.000	0.000	Merged-chr15-86034188-82
NR56707--MA1107.1.KLF9	chr6	115762206	115762218	+	0.000	0.000	Merged-chr6-115762298-33
NR11960--MA0742.1.Klf12	chr11	96777439	96777453	+	0.000	0.000	Merged-chr11-96777630-53
NR20672--MA1107.1.KLF9	chr14	48246375	48246387	+	0.000	0.000	Merged-chr14-48246381-22
NR60911--MA0599.1.KLF5	chr7	105581306	105581315	-	0.000	0.000	Merged-chr7-105581404-62
NR32767--MA0599.1.KLF5	chr18	61459486	61459495	+	0.000	0.000	Merged-chr18-61459524-23
NR40039--MA1107.1.KLF9	chr2	169504318	169504330	+	0.000	0.000	Merged-chr2-169504323-1
NR57028--MA0599.1.KLF5	chr6	125378327	125378336	+	0.000	0.000	Merged-chr6-125378342-13
NR32891--MA1107.1.KLF9	chr18	65512461	65512473	-	0.000	0.000	Merged-chr18-65512491-27
NR37518--MA0599.1.KLF5	chr2	84727432	84727441	-	0.000	0.000	Merged-chr2-84727435-53
NR12671--MA0742.1.Klf12	chr11	115276976	115276990	+	0.000	0.000	Merged-chr11-115277112-67
NR6709--MA0599.1.KLF5	chr10	59911890	59911899	-	0.000	0.000	Merged-chr10-59911749-1
NR44771--MA0599.1.KLF5	chr3	155093415	155093424	+	0.000	0.000	Merged-chr3-155093462-79
NR51925--MA0741.1.KLF16	chr5	103692353	103692363	-	0.000	0.000	Merged-chr5-103692321-99
NR7163--MA0599.1.KLF5	chr10	71239714	71239723	+	0.000	0.000	Merged-chr10-71239715-44
NR1474--MA0740.1.KLF14	chr1	71557128	71557141	-	0.000	0.000	Merged-chr1-71557349-80
NR47418--MA0493.1.Klf1	chr4	107923618	107923628	+	0.000	0.000	Merged-chr4-107923581-50
NR54884--MA0740.1.KLF14	chr6	42373230	42373243	+	0.000	0.000	Merged-chr6-42373286-40
NR69228--MA0740.1.KLF14	chrX	107816437	107816450	+	0.000	0.000	Merged-chrX-107816203-60
NR56990--MA0599.1.KLF5	chr6	124965311	124965320	+	0.000	0.000	Merged-chr6-124965445-57
NR28300--MA0657.1.KLF13	chr17	6948670	6948687	+	0.000	0.000	Merged-chr17-6948507-80
NR26024--MA0741.1.KLF16	chr16	17234317	17234327	-	0.000	0.000	Merged-chr16-17234262-7
NR44677--MA0740.1.KLF14	chr3	152943151	152943164	+	0.000	0.000	Merged-chr3-152943273-41
NR54577--MA0742.1.Klf12	chr6	28421775	28421789	-	0.000	0.000	Merged-chr6-28421757-53
NR9086--MA0039.3.KLF4	chr10	120616923	120616933	+	0.000	0.000	Merged-chr10-120616812-55
NR16656--MA0740.1.KLF14	chr13	34149080	34149093	+	0.000	0.000	Merged-chr13-34149148-30
NR58130--MA1107.1.KLF9	chr7	6383276	6383288	-	0.000	0.000	Merged-chr7-6383352-66
NR68340--MA0741.1.KLF16	chr9	120691793	120691803	-	0.000	0.000	Merged-chr9-120691973-52
NR24615--MA0741.1.KLF16	chr15	83122211	83122221	+	0.000	0.000	Merged-chr15-83122079-5
NR39912--MA0493.1.Klf1	chr2	167349612	167349622	-	0.000	0.000	Merged-chr2-167349371-94
NR28488--MA0599.1.KLF5	chr17	12318866	12318875	-	0.000	0.000	Merged-chr17-12318588-111
NR16936--MA0599.1.KLF5	chr13	48842400	48842409	-	0.000	0.000	Merged-chr13-48842323-16
NR12361--MA0493.1.Klf1	chr11	102946880	102946890	-	0.000	0.000	Merged-chr11-102946743-33
NR45535--MA0741.1.KLF16	chr4	32387963	32387973	+	0.000	0.000	Merged-chr4-32387941-10
NR33511--MA1107.1.KLF9	chr18	82812532	82812544	-	0.000	0.000	Merged-chr18-82812542-35
NR27845--MA0740.1.KLF14	chr16	91485195	91485208	-	0.000	0.000	Merged-chr16-91485256-80
NR2864--MA0742.1.Klf12	chr1	131827920	131827934	+	0.000	0.000	Merged-chr1-131828072-77
NR61095--MA0740.1.KLF14	chr7	114276156	114276169	+	0.000	0.000	Merged-chr7-114276213-86
NR54439--MA0599.1.KLF5	chr6	21949876	21949885	-	0.000	0.000	Merged-chr6-21949884-124
NR45054--MA1107.1.KLF9	chr4	8681321	8681333	+	0.000	0.000	Merged-chr4-8681358-5
NR13110--MA1107.1.KLF9	chr12	4595215	4595227	+	0.000	0.000	Merged-chr12-4595269-5
NR3677--MA0740.1.KLF14	chr1	156474387	156474400	+	0.000	0.000	Merged-chr1-156474258-59
NR43895--MA1107.1.KLF9	chr3	135581792	135581804	+	0.000	0.000	Merged-chr3-135581925-8
NR712--MA0740.1.KLF14	chr1	36603531	36603544	-	0.000	0.000	Merged-chr1-36603504-5
NR15563--MA0741.1.KLF16	chr12	110737981	110737991	-	0.000	0.000	Merged-chr12-110737948-78
NR37639--MA0599.1.KLF5	chr2	91639108	91639117	+	0.000	0.000	Merged-chr2-91639045-3
NR1158--MA0741.1.KLF16	chr1	58713087	58713097	-	0.000	0.000	Merged-chr1-58713281-1
NR56519--MA0741.1.KLF16	chr6	108783059	108783069	-	0.000	0.000	Merged-chr6-108783235-52
NR47682--MA0493.1.Klf1	chr4	119195366	119195376	+	0.000	0.000	Merged-chr4-119195443-60
NR32879--MA0599.1.KLF5	chr18	65430790	65430799	+	0.000	0.000	Merged-chr18-65430843-87
NR68832--MA1107.1.KLF9	chrX	48435754	48435766	-	0.000	0.000	Merged-chrX-48435827-14
NR63733--MA0599.1.KLF5	chr8	71272541	71272550	-	0.000	0.000	Merged-chr8-71272830-80
NR21810--MA0741.1.KLF16	chr14	98169361	98169371	+	0.000	0.000	Merged-chr14-98169356-45
NR15700--MA0742.1.Klf12	chr12	115165685	115165699	+	0.000	0.000	Merged-chr12-115165730-55
NR20426--MA1107.1.KLF9	chr14	41013864	41013876	+	0.000	0.000	Merged-chr14-41013855-53
NR46032--MA1107.1.KLF9	chr4	46138443	46138455	+	0.000	0.000	Merged-chr4-46138589-84
NR42699--MA0599.1.KLF5	chr3	95231436	95231445	+	0.000	0.000	Merged-chr3-95231368-38
NR24348--MA0599.1.KLF5	chr15	78935234	78935243	+	0.000	0.000	Merged-chr15-78935090-51
NR55202--MA0599.1.KLF5	chr6	53986475	53986484	-	0.000	0.000	Merged-chr6-53986314-10
NR9138--MA0742.1.Klf12	chr10	121796148	121796162	+	0.000	0.000	Merged-chr10-121796258-28
NR27397--MA1107.1.KLF9	chr16	75856083	75856095	+	0.000	0.000	Merged-chr16-75856186-4
NR24133--MA0599.1.KLF5	chr15	76207824	76207833	+	0.000	0.000	Merged-chr15-76207708-52
NR64035--MA0599.1.KLF5	chr8	82402589	82402598	-	0.000	0.000	Merged-chr8-82402722-77
NR26728--MA1107.1.KLF9	chr16	48763307	48763319	-	0.000	0.000	Merged-chr16-48763464-5
NR22974--MA0599.1.KLF5	chr15	25871607	25871616	-	0.000	0.000	Merged-chr15-25871746-13
NR5758--MA0599.1.KLF5	chr10	19117124	19117133	+	0.000	0.000	Merged-chr10-19117189-32
NR33981--MA1107.1.KLF9	chr19	6858312	6858324	+	0.000	0.000	Merged-chr19-6858226-46
NR33234--MA0741.1.KLF16	chr18	73703886	73703896	+	0.000	0.000	Merged-chr18-73704007-8
NR14526--MA0742.1.Klf12	chr12	73610050	73610064	-	0.000	0.000	Merged-chr12-73609839-27
NR64632--MA0741.1.KLF16	chr8	105605513	105605523	+	0.000	0.000	Merged-chr8-105605382-75
NR1583--MA0740.1.KLF14	chr1	75317752	75317765	+	0.000	0.000	Merged-chr1-75317558-106
NR33029--MA0741.1.KLF16	chr18	67986098	67986108	-	0.000	0.000	Merged-chr18-67985977-11
NR63934--MA0493.1.Klf1	chr8	77383805	77383815	+	0.000	0.000	Merged-chr8-77383968-15
NR11939--MA0599.1.KLF5	chr11	96318543	96318552	-	0.000	0.000	Merged-chr11-96318689-43
NR18477--MA0741.1.KLF16	chr13	97406646	97406656	+	0.000	0.000	Merged-chr13-97406780-35
NR717--MA0599.1.KLF5	chr1	36691384	36691393	+	0.000	0.000	Merged-chr1-36691498-50
NR25450--MA1107.1.KLF9	chr15	102257618	102257630	-	0.000	0.000	Merged-chr15-102257531-48
NR45166--MA1107.1.KLF9	chr4	10706829	10706841	+	0.000	0.000	Merged-chr4-10706741-1
NR24692--MA0493.1.Klf1	chr15	84663178	84663188	-	0.000	0.000	Merged-chr15-84663201-26
NR68062--MA1107.1.KLF9	chr9	112186614	112186626	+	0.000	0.000	Merged-chr9-112186441-37
NR32785--MA0599.1.KLF5	chr18	61911597	61911606	-	0.000	0.000	Merged-chr18-61911637-53
NR502--MA0599.1.KLF5	chr1	24100331	24100340	+	0.000	0.000	Merged-chr1-24100239-49
NR34931--MA0741.1.KLF16	chr19	56400474	56400484	+	0.000	0.000	Merged-chr19-56400406-24
NR14434--MA0599.1.KLF5	chr12	69790737	69790746	-	0.000	0.000	Merged-chr12-69790971-62
NR40057--MA1107.1.KLF9	chr2	169504474	169504486	+	0.000	0.000	Merged-chr2-169504323-1
NR65040--MA0740.1.KLF14	chr8	119344371	119344384	-	0.000	0.000	Merged-chr8-119344551-61
NR21315--MA0740.1.KLF14	chr14	70635879	70635892	+	0.000	0.000	Merged-chr14-70635949-38
NR18775--MA0493.1.Klf1	chr13	104109639	104109649	+	0.000	0.000	Merged-chr13-104109580-88
NR49088--MA0599.1.KLF5	chr4	152178079	152178088	-	0.000	0.000	Merged-chr4-152178295-75
NR4512--MA0657.1.KLF13	chr1	178449405	178449422	+	0.000	0.000	Merged-chr1-178449320-25
NR7449--MA0741.1.KLF16	chr10	79919622	79919632	-	0.000	0.000	Merged-chr10-79919625-6
NR64236--MA0493.1.Klf1	chr8	88633489	88633499	-	0.000	0.000	Merged-chr8-88633560-31
NR29158--MA0740.1.KLF14	chr17	29347827	29347840	+	0.000	0.000	Merged-chr17-29347843-56
NR58091--MA0657.1.KLF13	chr7	6191495	6191512	-	0.000	0.000	Merged-chr7-6191566-11
NR66564--MA0741.1.KLF16	chr9	55110576	55110586	+	0.000	0.000	Merged-chr9-55110680-29
NR48750--MA0741.1.KLF16	chr4	144404708	144404718	-	0.000	0.000	Merged-chr4-144404562-1
NR67818--MA0039.3.KLF4	chr9	106071861	106071871	+	0.000	0.000	Merged-chr9-106071900-22
NR67828--MA0493.1.Klf1	chr9	106199277	106199287	-	0.000	0.000	Merged-chr9-106199274-52
NR35708--MA0741.1.KLF16	chr2	23002934	23002944	+	0.000	0.000	Merged-chr2-23002862-6
NR25132--MA0740.1.KLF14	chr15	94589884	94589897	+	0.000	0.000	Merged-chr15-94589770-65
NR6053--MA0741.1.KLF16	chr10	34207261	34207271	-	0.000	0.000	Merged-chr10-34207023-88
NR63119--MA0742.1.Klf12	chr8	46617374	46617388	-	0.000	0.000	Merged-chr8-46617433-87
NR47141--MA0599.1.KLF5	chr4	95052668	95052677	-	0.000	0.000	Merged-chr4-95052595-139
NR10991--MA1107.1.KLF9	chr11	62879345	62879357	+	0.000	0.000	Merged-chr11-62879529-68
NR56865--MA0599.1.KLF5	chr6	120364034	120364043	+	0.000	0.000	Merged-chr6-120364169-90
NR28065--MA0741.1.KLF16	chr16	95990966	95990976	+	0.000	0.000	Merged-chr16-95990846-67
NR36592--MA0741.1.KLF16	chr2	48950281	48950291	-	0.000	0.000	Merged-chr2-48950246-1
NR40062--MA0493.1.Klf1	chr2	169634035	169634045	+	0.000	0.000	Merged-chr2-169634008-43
NR28336--MA0741.1.KLF16	chr17	7170098	7170108	-	0.000	0.000	Merged-chr17-7169938-73
NR61212--MA1107.1.KLF9	chr7	118740228	118740240	-	0.000	0.000	Merged-chr7-118740082-2
NR21296--MA0740.1.KLF14	chr14	70520456	70520469	-	0.000	0.000	Merged-chr14-70520372-68
NR60382--MA0741.1.KLF16	chr7	84149144	84149154	-	0.000	0.000	Merged-chr7-84149073-24
NR33418--MA0742.1.Klf12	chr18	80200696	80200710	-	0.000	0.000	Merged-chr18-80200692-56
NR11845--MA0599.1.KLF5	chr11	94602012	94602021	+	0.000	0.000	Merged-chr11-94601858-52
NR25438--MA0599.1.KLF5	chr15	102247244	102247253	+	0.000	0.000	Merged-chr15-102247349-1
NR60177--MA0741.1.KLF16	chr7	79592293	79592303	-	0.000	0.000	Merged-chr7-79592418-20
NR49993--MA0742.1.Klf12	chr5	25499038	25499052	-	0.000	0.000	Merged-chr5-25499095-193
NR11630--MA0599.1.KLF5	chr11	83302820	83302829	+	0.000	0.000	Merged-chr11-83302766-59
NR21119--MA0657.1.KLF13	chr14	61556958	61556975	-	0.000	0.000	Merged-chr14-61556804-76
NR14498--MA0741.1.KLF16	chr12	72014611	72014621	+	0.000	0.000	Merged-chr12-72014638-4
NR25223--MA0599.1.KLF5	chr15	98181301	98181310	+	0.000	0.000	Merged-chr15-98181409-51
NR42905--MA0599.1.KLF5	chr3	101288000	101288009	-	0.000	0.000	Merged-chr3-101288021-52
NR68101--MA0741.1.KLF16	chr9	114546941	114546951	-	0.000	0.000	Merged-chr9-114546935-29
NR54581--MA1107.1.KLF9	chr6	28421777	28421789	-	0.000	0.000	Merged-chr6-28421757-53
NR11973--MA0742.1.Klf12	chr11	96789531	96789545	-	0.000	0.000	Merged-chr11-96789293-51
NR32897--MA0599.1.KLF5	chr18	65924896	65924905	-	0.000	0.000	Merged-chr18-65924997-33
NR47442--MA0742.1.Klf12	chr4	108619854	108619868	+	0.000	0.000	Merged-chr4-108619917-75
NR42004--MA1107.1.KLF9	chr3	65974830	65974842	+	0.000	0.000	Merged-chr3-65974924-71
NR58462--MA0740.1.KLF14	chr7	19404149	19404162	+	0.000	0.000	Merged-chr7-19404013-49
NR35862--MA0740.1.KLF14	chr2	27427041	27427054	-	0.000	0.000	Merged-chr2-27426949-82
NR61159--MA0741.1.KLF16	chr7	116443469	116443479	+	0.000	0.000	Merged-chr7-116443522-66
NR48110--MA0599.1.KLF5	chr4	129820140	129820149	-	0.000	0.000	Merged-chr4-129820380-124
NR505--MA0741.1.KLF16	chr1	24100349	24100359	+	0.000	0.000	Merged-chr1-24100239-49
NR69171--MA0599.1.KLF5	chrX	102189390	102189399	+	0.000	0.000	Merged-chrX-102189182-65
NR65106--MA1107.1.KLF9	chr8	120404059	120404071	+	0.000	0.000	Merged-chr8-120404007-24
NR66216--MA0741.1.KLF16	chr9	41105528	41105538	+	0.000	0.000	Merged-chr9-41105401-34
NR63608--MA0599.1.KLF5	chr8	70282943	70282952	+	0.000	0.000	Merged-chr8-70282994-37
NR35414--MA0657.1.KLF13	chr2	13575061	13575078	+	0.000	0.000	Merged-chr2-13575035-10
NR51001--MA0741.1.KLF16	chr5	66618860	66618870	-	0.000	0.000	Merged-chr5-66618614-86
NR10440--MA0740.1.KLF14	chr11	45944884	45944897	+	0.000	0.000	Merged-chr11-45944686-83
NR10538--MA0741.1.KLF16	chr11	50236973	50236983	+	0.000	0.000	Merged-chr11-50236980-65
NR23851--MA0741.1.KLF16	chr15	61983498	61983508	-	0.000	0.000	Merged-chr15-61983458-31
NR46007--MA0741.1.KLF16	chr4	45530893	45530903	+	0.000	0.000	Merged-chr4-45530813-118
NR43207--MA0599.1.KLF5	chr3	108961731	108961740	+	0.000	0.000	Merged-chr3-108961882-10
NR24231--MA0493.1.Klf1	chr15	77406709	77406719	+	0.000	0.000	Merged-chr15-77406567-38
NR6847--MA0741.1.KLF16	chr10	62886856	62886866	-	0.000	0.000	Merged-chr10-62886738-45
NR3904--MA1107.1.KLF9	chr1	164366697	164366709	-	0.000	0.000	Merged-chr1-164366862-30
NR1039--MA0657.1.KLF13	chr1	52150102	52150119	-	0.000	0.000	Merged-chr1-52150135-5
NR11693--MA0741.1.KLF16	chr11	87404511	87404521	+	0.000	0.000	Merged-chr11-87404473-69
NR9509--MA0741.1.KLF16	chr10	128211814	128211824	+	0.000	0.000	Merged-chr10-128211803-53
NR39777--MA0741.1.KLF16	chr2	163472702	163472712	-	0.000	0.000	Merged-chr2-163472521-59
NR31426--MA0740.1.KLF14	chr18	12236553	12236566	+	0.000	0.000	Merged-chr18-12236569-102
NR29456--MA1107.1.KLF9	chr17	35823070	35823082	-	0.000	0.000	Merged-chr17-35823208-57
NR11964--MA0741.1.KLF16	chr11	96777434	96777444	+	0.000	0.000	Merged-chr11-96777630-53
NR59137--MA0742.1.Klf12	chr7	34313561	34313575	+	0.000	0.000	Merged-chr7-34313409-64
NR22714--MA0493.1.Klf1	chr15	10714725	10714735	-	0.000	0.000	Merged-chr15-10714882-50
NR50698--MA0741.1.KLF16	chr5	52910466	52910476	-	0.000	0.000	Merged-chr5-52910384-60
NR23579--MA0039.3.KLF4	chr15	44836445	44836455	+	0.000	0.000	Merged-chr15-44836465-32
NR50102--MA0599.1.KLF5	chr5	30814686	30814695	+	0.000	0.000	Merged-chr5-30814661-60
NR8271--MA0599.1.KLF5	chr10	98914482	98914491	+	0.000	0.000	Merged-chr10-98914755-152
NR40094--MA0599.1.KLF5	chr2	170206042	170206051	-	0.000	0.000	Merged-chr2-170206161-1
NR22677--MA0741.1.KLF16	chr15	6624690	6624700	-	0.000	0.000	Merged-chr15-6625020-114
NR27019--MA0741.1.KLF16	chr16	59639196	59639206	+	0.000	0.000	Merged-chr16-59639250-60
NR32883--MA0493.1.Klf1	chr18	65430850	65430860	+	0.000	0.000	Merged-chr18-65430843-87
NR38607--MA1107.1.KLF9	chr2	128061296	128061308	+	0.000	0.000	Merged-chr2-128061246-44
NR38381--MA0741.1.KLF16	chr2	121296414	121296424	-	0.000	0.000	Merged-chr2-121296352-13
NR67626--MA1107.1.KLF9	chr9	97310557	97310569	-	0.000	0.000	Merged-chr9-97310505-7
NR11742--MA0599.1.KLF5	chr11	88576465	88576474	+	0.000	0.000	Merged-chr11-88576499-74
NR23006--MA0039.3.KLF4	chr15	27701620	27701630	+	0.000	0.000	Merged-chr15-27701716-1
NR56737--MA0741.1.KLF16	chr6	116264123	116264133	+	0.000	0.000	Merged-chr6-116264225-57
NR40628--MA0742.1.Klf12	chr3	9500013	9500027	-	0.000	0.000	Merged-chr3-9499976-58
NR58695--MA0493.1.Klf1	chr7	25155909	25155919	+	0.000	0.000	Merged-chr7-25155994-40
NR59572--MA0741.1.KLF16	chr7	48898567	48898577	+	0.000	0.000	Merged-chr7-48898692-36
NR31044--MA0741.1.KLF16	chr17	87602383	87602393	+	0.000	0.000	Merged-chr17-87602344-31
NR4482--MA0741.1.KLF16	chr1	177442139	177442149	-	0.000	0.000	Merged-chr1-177442185-139
NR29461--MA0493.1.Klf1	chr17	35823157	35823167	-	0.000	0.000	Merged-chr17-35823208-57
NR41885--MA0740.1.KLF14	chr3	61002698	61002711	+	0.000	0.000	Merged-chr3-61002853-90
NR48776--MA1107.1.KLF9	chr4	145286884	145286896	+	0.000	0.000	Merged-chr4-145286857-37
NR26494--MA0741.1.KLF16	chr16	34690563	34690573	-	0.000	0.000	Merged-chr16-34690700-62
NR1139--MA0740.1.KLF14	chr1	57995920	57995933	+	0.000	0.000	Merged-chr1-57996060-51
NR68829--MA0599.1.KLF5	chrX	48433738	48433747	+	0.000	0.000	Merged-chrX-48433621-61
NR8243--MA1107.1.KLF9	chr10	97160936	97160948	+	0.000	0.000	Merged-chr10-97161137-2
NR62237--MA0741.1.KLF16	chr8	11009758	11009768	+	0.000	0.000	Merged-chr8-11009747-8
NR9455--MA0599.1.KLF5	chr10	127621182	127621191	-	0.000	0.000	Merged-chr10-127621046-1
NR28026--MA1107.1.KLF9	chr16	94371681	94371693	-	0.000	0.000	Merged-chr16-94371721-8
NR39158--MA0741.1.KLF16	chr2	146214807	146214817	+	0.000	0.000	Merged-chr2-146214775-43
NR5086--MA0493.1.Klf1	chr1	193189572	193189582	+	0.000	0.000	Merged-chr1-193189573-66
NR55886--MA1107.1.KLF9	chr6	87810839	87810851	+	0.000	0.000	Merged-chr6-87810946-16
NR23942--MA1107.1.KLF9	chr15	68258624	68258636	+	0.000	0.000	Merged-chr15-68258737-97
NR29023--MA0599.1.KLF5	chr17	27325265	27325274	-	0.000	0.000	Merged-chr17-27325215-15
NR26902--MA0742.1.Klf12	chr16	55895430	55895444	-	0.000	0.000	Merged-chr16-55895336-85
NR48203--MA1107.1.KLF9	chr4	132533703	132533715	-	0.000	0.000	Merged-chr4-132533524-64
NR35146--MA0599.1.KLF5	chr2	5714426	5714435	+	0.000	0.000	Merged-chr2-5714351-135
NR33987--MA0599.1.KLF5	chr19	6974937	6974946	-	0.000	0.000	Merged-chr19-6974819-71
NR29022--MA0742.1.Klf12	chr17	27325261	27325275	-	0.000	0.000	Merged-chr17-27325215-15
NR13380--MA0599.1.KLF5	chr12	17737292	17737301	+	0.000	0.000	Merged-chr12-17737331-11
NR58003--MA0741.1.KLF16	chr7	4464436	4464446	-	0.000	0.000	Merged-chr7-4464501-45
NR68129--MA0740.1.KLF14	chr9	114731177	114731190	+	0.000	0.000	Merged-chr9-114731222-121
NR64841--MA0599.1.KLF5	chr8	111393734	111393743	-	0.000	0.000	Merged-chr8-111393745-41
NR57712--MA1107.1.KLF9	chr6	143065787	143065799	-	0.000	0.000	Merged-chr6-143065826-5
NR30585--MA0741.1.KLF16	chr17	73869465	73869475	+	0.000	0.000	Merged-chr17-73869364-53
NR30856--MA0741.1.KLF16	chr17	83525780	83525790	-	0.000	0.000	Merged-chr17-83525837-4
NR47365--MA0599.1.KLF5	chr4	106841946	106841955	+	0.000	0.000	Merged-chr4-106841993-21
NR13237--MA0599.1.KLF5	chr12	12302020	12302029	+	0.000	0.000	Merged-chr12-12302009-51
NR34163--MA0493.1.Klf1	chr19	14641675	14641685	+	0.000	0.000	Merged-chr19-14641589-4
NR41720--MA1107.1.KLF9	chr3	53259039	53259051	+	0.000	0.000	Merged-chr3-53259029-2
NR8636--MA0741.1.KLF16	chr10	110920129	110920139	+	0.000	0.000	Merged-chr10-110920143-70
NR27855--MA0599.1.KLF5	chr16	91547049	91547058	-	0.000	0.000	Merged-chr16-91546772-86
NR23280--MA0493.1.Klf1	chr15	36938893	36938903	+	0.000	0.000	Merged-chr15-36938734-87
NR50214--MA0599.1.KLF5	chr5	34196742	34196751	-	0.000	0.000	Merged-chr5-34196616-50
NR64374--MA0741.1.KLF16	chr8	93810534	93810544	+	0.000	0.000	Merged-chr8-93810346-59
NR33247--MA0741.1.KLF16	chr18	74283089	74283099	-	0.000	0.000	Merged-chr18-74283060-15
NR30704--MA0599.1.KLF5	chr17	79355136	79355145	-	0.000	0.000	Merged-chr17-79355271-160
NR6956--MA0741.1.KLF16	chr10	67891257	67891267	+	0.000	0.000	Merged-chr10-67891340-18
NR1201--MA0740.1.KLF14	chr1	59912954	59912967	-	0.000	0.000	Merged-chr1-59913244-100
NR7028--MA1107.1.KLF9	chr10	68908239	68908251	+	0.000	0.000	Merged-chr10-68908384-20
NR23879--MA0740.1.KLF14	chr15	64113259	64113272	+	0.000	0.000	Merged-chr15-64113403-29
NR4610--MA0741.1.KLF16	chr1	180936917	180936927	-	0.000	0.000	Merged-chr1-180936862-28
NR13904--MA0599.1.KLF5	chr12	40037415	40037424	+	0.000	0.000	Merged-chr12-40037304-3
NR26146--MA0741.1.KLF16	chr16	21423247	21423257	-	0.000	0.000	Merged-chr16-21423316-65
NR47542--MA0741.1.KLF16	chr4	115047844	115047854	+	0.000	0.000	Merged-chr4-115047935-22
NR4896--MA0493.1.Klf1	chr1	189500039	189500049	+	0.000	0.000	Merged-chr1-189499965-39
NR24737--MA0741.1.KLF16	chr15	85735368	85735378	-	0.000	0.000	Merged-chr15-85735483-51
NR63289--MA1107.1.KLF9	chr8	57503828	57503840	-	0.000	0.000	Merged-chr8-57503871-22
NR45928--MA0741.1.KLF16	chr4	43875778	43875788	-	0.000	0.000	Merged-chr4-43875709-66
NR66121--MA0599.1.KLF5	chr9	35176013	35176022	+	0.000	0.000	Merged-chr9-35175859-80
NR57157--MA1107.1.KLF9	chr6	128839162	128839174	+	0.000	0.000	Merged-chr6-128839257-138
NR38490--MA0741.1.KLF16	chr2	125135989	125135999	-	0.000	0.000	Merged-chr2-125136116-38
NR15757--MA0599.1.KLF5	chr12	118836995	118837004	-	0.000	0.000	Merged-chr12-118836898-44
NR48887--MA0740.1.KLF14	chr4	148160082	148160095	+	0.000	0.000	Merged-chr4-148160107-67
NR27831--MA0039.3.KLF4	chr16	91366824	91366834	+	0.000	0.000	Merged-chr16-91366873-55
NR27841--MA0493.1.Klf1	chr16	91448277	91448287	+	0.000	0.000	Merged-chr16-91448282-13
NR23194--MA0740.1.KLF14	chr15	35155952	35155965	-	0.000	0.000	Merged-chr15-35155762-73
NR10596--MA0740.1.KLF14	chr11	53096960	53096973	-	0.000	0.000	Merged-chr11-53097142-34
NR4591--MA0741.1.KLF16	chr1	180548105	180548115	-	0.000	0.000	Merged-chr1-180548194-33
NR28825--MA0741.1.KLF16	chr17	23677485	23677495	+	0.000	0.000	Merged-chr17-23677473-43
NR20101--MA0742.1.Klf12	chr14	26579505	26579519	+	0.000	0.000	Merged-chr14-26579365-2
NR50120--MA0599.1.KLF5	chr5	31241308	31241317	-	0.000	0.000	Merged-chr5-31241193-89
NR6608--MA0741.1.KLF16	chr10	57486354	57486364	-	0.000	0.000	Merged-chr10-57486406-88
NR7835--MA0599.1.KLF5	chr10	84440812	84440821	-	0.000	0.000	Merged-chr10-84440807-71
NR64052--MA1107.1.KLF9	chr8	83573262	83573274	-	0.000	0.000	Merged-chr8-83573289-48
NR4657--MA0741.1.KLF16	chr1	183134609	183134619	+	0.000	0.000	Merged-chr1-183134644-18
NR41832--MA1107.1.KLF9	chr3	59042502	59042514	+	0.000	0.000	Merged-chr3-59042548-4
NR1146--MA0742.1.Klf12	chr1	58304554	58304568	-	0.000	0.000	Merged-chr1-58304515-8
NR11183--MA0741.1.KLF16	chr11	70432430	70432440	-	0.000	0.000	Merged-chr11-70432530-65
NR11454--MA0741.1.KLF16	chr11	78165632	78165642	+	0.000	0.000	Merged-chr11-78165557-54
NR46029--MA0742.1.Klf12	chr4	46138443	46138457	+	0.000	0.000	Merged-chr4-46138589-84
NR65062--MA0657.1.KLF13	chr8	119840579	119840596	+	0.000	0.000	Merged-chr8-119840588-52
NR55210--MA1107.1.KLF9	chr6	54228990	54229002	-	0.000	0.000	Merged-chr6-54229087-24
NR7221--MA0740.1.KLF14	chr10	75517436	75517449	+	0.000	0.000	Merged-chr10-75517574-101
NR753--MA0599.1.KLF5	chr1	38129662	38129671	+	0.000	0.000	Merged-chr1-38129687-97
