#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Runx/DKO_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.dn.bed
NR9993--MA0684.1.RUNX3	chr8	46420692	46420701	-	0.000	0.000	Merged-chr8-46420639-16
NR8375--MA0511.2.RUNX2	chr5	140586771	140586779	+	0.000	0.000	Merged-chr5-140586794-18
NR8818--MA0002.2.RUNX1	chr6	99670991	99671001	+	0.000	0.000	Merged-chr6-99670994-40
NR2308--MA0684.1.RUNX3	chr12	54655576	54655585	+	0.000	0.000	Merged-chr12-54655706-6
NR5471--MA0002.2.RUNX1	chr19	11611826	11611836	+	0.000	0.000	Merged-chr19-11611733-15
NR4938--MA0511.2.RUNX2	chr17	65541199	65541207	+	0.000	0.000	Merged-chr17-65540988-64
NR9830--MA0002.2.RUNX1	chr7	140845032	140845042	-	0.000	0.000	Merged-chr7-140845076-30
NR4524--MA0511.2.RUNX2	chr16	89817051	89817059	+	0.000	0.000	Merged-chr16-89817047-30
NR7901--MA0511.2.RUNX2	chr5	29195825	29195833	+	0.000	0.000	Merged-chr5-29195906-68
NR366--MA0511.2.RUNX2	chr1	97614015	97614023	+	0.000	0.000	Merged-chr1-97613912-17
NR2669--MA0684.1.RUNX3	chr12	115359154	115359163	+	0.000	0.000	Merged-chr12-115359237-46
NR6979--MA0511.2.RUNX2	chr3	130894420	130894428	+	0.000	0.000	Merged-chr3-130894407-22
NR2526--MA0684.1.RUNX3	chr12	100988529	100988538	+	0.000	0.000	Merged-chr12-100988724-71
NR4329--MA0002.2.RUNX1	chr16	37036194	37036204	-	0.000	0.000	Merged-chr16-37036331-23
NR4014--MA0511.2.RUNX2	chr15	79441496	79441504	+	0.000	0.000	Merged-chr15-79441397-1
NR9843--MA0002.2.RUNX1	chr7	141194083	141194093	+	0.000	0.000	Merged-chr7-141194198-81
NR8817--MA0684.1.RUNX3	chr6	99498299	99498308	-	0.000	0.000	Merged-chr6-99498294-17
NR1653--MA0684.1.RUNX3	chr11	36001052	36001061	+	0.000	0.000	Merged-chr11-36000971-2
NR1110--MA0002.2.RUNX1	chr10	67891369	67891379	-	0.000	0.000	Merged-chr10-67891340-18
NR6118--MA0002.2.RUNX1	chr2	102874128	102874138	+	0.000	0.000	Merged-chr2-102874098-65
NR2364--MA0684.1.RUNX3	chr12	73598395	73598404	-	0.000	0.000	Merged-chr12-73598343-51
NR3042--MA0002.2.RUNX1	chr13	85505255	85505265	+	0.000	0.000	Merged-chr13-85505133-53
NR6247--MA0684.1.RUNX3	chr2	131814769	131814778	-	0.000	0.000	Merged-chr2-131814755-10
NR3313--MA0002.2.RUNX1	chr13	117311601	117311611	+	0.000	0.000	Merged-chr13-117311730-29
NR11093--MA0684.1.RUNX3	chrX	59508505	59508514	-	0.000	0.000	Merged-chrX-59508552-38
NR8926--MA0684.1.RUNX3	chr6	119509053	119509062	-	0.000	0.000	Merged-chr6-119509030-36
NR2268--MA0684.1.RUNX3	chr12	35682323	35682332	+	0.000	0.000	Merged-chr12-35682263-36
NR8529--MA0511.2.RUNX2	chr6	32328214	32328222	-	0.000	0.000	Merged-chr6-32328311-28
NR5768--MA0002.2.RUNX1	chr2	13224884	13224894	+	0.000	0.000	Merged-chr2-13224767-22
NR9985--MA0684.1.RUNX3	chr8	41334318	41334327	-	0.000	0.000	Merged-chr8-41334366-24
NR8539--MA0002.2.RUNX1	chr6	34364971	34364981	-	0.000	0.000	Merged-chr6-34364838-25
NR8525--MA0684.1.RUNX3	chr6	30671900	30671909	+	0.000	0.000	Merged-chr6-30671721-27
NR3312--MA0684.1.RUNX3	chr13	117242260	117242269	+	0.000	0.000	Merged-chr13-117242416-107
NR1361--MA0684.1.RUNX3	chr10	116175612	116175621	+	0.000	0.000	Merged-chr10-116175646-10
NR10898--MA0002.2.RUNX1	chr9	110907689	110907699	-	0.000	0.000	Merged-chr9-110907689-47
NR6177--MA0511.2.RUNX2	chr2	116894059	116894067	+	0.000	0.000	Merged-chr2-116894094-31
NR1711--MA0511.2.RUNX2	chr11	52224161	52224169	+	0.000	0.000	Merged-chr11-52224357-50
NR5572--MA0002.2.RUNX1	chr19	36083077	36083087	+	0.000	0.000	Merged-chr19-36083098-3
NR5843--MA0002.2.RUNX1	chr2	30796700	30796710	-	0.000	0.000	Merged-chr2-30796578-35
NR3835--MA0684.1.RUNX3	chr15	28081354	28081363	+	0.000	0.000	Merged-chr15-28081319-36
NR3892--MA0002.2.RUNX1	chr15	52928624	52928634	-	0.000	0.000	Merged-chr15-52928656-21
NR7874--MA0511.2.RUNX2	chr5	22740148	22740156	+	0.000	0.000	Merged-chr5-22740212-9
NR10755--MA0002.2.RUNX1	chr9	86583961	86583971	-	0.000	0.000	Merged-chr9-86583890-30
NR9726--MA0002.2.RUNX1	chr7	126330203	126330213	+	0.000	0.000	Merged-chr7-126330286-32
NR6034--MA0511.2.RUNX2	chr2	75991053	75991061	-	0.000	0.000	Merged-chr2-75991050-38
NR6305--MA0511.2.RUNX2	chr2	144594337	144594345	-	0.000	0.000	Merged-chr2-144594184-54
NR259--MA0002.2.RUNX1	chr1	78538556	78538566	+	0.000	0.000	Merged-chr1-78538536-20
NR3815--MA0002.2.RUNX1	chr15	18951817	18951827	+	0.000	0.000	Merged-chr15-18951851-25
NR11200--MA0684.1.RUNX3	chrX	163879520	163879529	+	0.000	0.000	Merged-chrX-163879591-51
NR11052--MA0002.2.RUNX1	chrX	36609446	36609456	+	0.000	0.000	Merged-chrX-36609305-28
NR7090--MA0002.2.RUNX1	chr3	144207652	144207662	+	0.000	0.000	Merged-chr3-144207712-15
NR11198--MA0511.2.RUNX2	chrX	163879520	163879528	+	0.000	0.000	Merged-chrX-163879591-51
NR6606--MA0684.1.RUNX3	chr3	31057393	31057402	-	0.000	0.000	Merged-chr3-31057486-3
NR6458--MA0002.2.RUNX1	chr2	167959507	167959517	-	0.000	0.000	Merged-chr2-167959658-81
NR10820--MA0511.2.RUNX2	chr9	96953706	96953714	-	0.000	0.000	Merged-chr9-96953731-26
NR11099--MA0002.2.RUNX1	chrX	70365201	70365211	+	0.000	0.000	Merged-chrX-70365071-55
NR5999--MA0002.2.RUNX1	chr2	70920144	70920154	-	0.000	0.000	Merged-chr2-70920097-22
NR8809--MA0684.1.RUNX3	chr6	99309242	99309251	-	0.000	0.000	Merged-chr6-99309133-1
NR3719--MA0002.2.RUNX1	chr14	105480283	105480293	+	0.000	0.000	Merged-chr14-105480266-22
NR11104--MA0684.1.RUNX3	chrX	71468800	71468809	-	0.000	0.000	Merged-chrX-71468864-48
NR11--MA0684.1.RUNX3	chr1	9883278	9883287	-	0.000	0.000	Merged-chr1-9883358-36
NR8247--MA0002.2.RUNX1	chr5	115693470	115693480	-	0.000	0.000	Merged-chr5-115693567-32
NR4909--MA0511.2.RUNX2	chr17	57131990	57131998	+	0.000	0.000	Merged-chr17-57131873-41
NR1211--MA0002.2.RUNX1	chr10	84632083	84632093	-	0.000	0.000	Merged-chr10-84632170-33
NR8184--MA0511.2.RUNX2	chr5	107449103	107449111	-	0.000	0.000	Merged-chr5-107449243-36
NR2465--MA0684.1.RUNX3	chr12	91423599	91423608	-	0.000	0.000	Merged-chr12-91423422-39
NR4268--MA0002.2.RUNX1	chr16	25426502	25426512	+	0.000	0.000	Merged-chr16-25426499-60
NR4224--MA0511.2.RUNX2	chr16	18377258	18377266	-	0.000	0.000	Merged-chr16-18377300-20
NR1192--MA0002.2.RUNX1	chr10	80848618	80848628	+	0.000	0.000	Merged-chr10-80848752-35
NR7774--MA0684.1.RUNX3	chr4	150915455	150915464	-	0.000	0.000	Merged-chr4-150915440-35
NR6156--MA0511.2.RUNX2	chr2	114145113	114145121	+	0.000	0.000	Merged-chr2-114145226-70
NR5280--MA0002.2.RUNX1	chr18	65312498	65312508	-	0.000	0.000	Merged-chr18-65312505-49
NR258--MA0684.1.RUNX3	chr1	78537715	78537724	+	0.000	0.000	Merged-chr1-78537773-101
NR5822--MA0002.2.RUNX1	chr2	28698578	28698588	+	0.000	0.000	Merged-chr2-28698593-11
NR81--MA0002.2.RUNX1	chr1	39478710	39478720	-	0.000	0.000	Merged-chr1-39478588-52
NR3523--MA0002.2.RUNX1	chr14	60705252	60705262	+	0.000	0.000	Merged-chr14-60705209-36
NR9563--MA0684.1.RUNX3	chr7	104353376	104353385	+	0.000	0.000	Merged-chr7-104353366-64
NR6900--MA0002.2.RUNX1	chr3	115642817	115642827	+	0.000	0.000	Merged-chr3-115642696-110
NR8389--MA0684.1.RUNX3	chr5	142881234	142881243	+	0.000	0.000	Merged-chr5-142881345-35
NR10572--MA0002.2.RUNX1	chr9	61715133	61715143	+	0.000	0.000	Merged-chr9-61715160-12
NR1224--MA0002.2.RUNX1	chr10	86795037	86795047	+	0.000	0.000	Merged-chr10-86794881-42
NR4429--MA0684.1.RUNX3	chr16	55770519	55770528	-	0.000	0.000	Merged-chr16-55770435-39
NR5584--MA0684.1.RUNX3	chr19	37207683	37207692	-	0.000	0.000	Merged-chr19-37207586-110
NR5041--MA0002.2.RUNX1	chr17	86038397	86038407	-	0.000	0.000	Merged-chr17-86038391-20
NR791--MA0002.2.RUNX1	chr1	182101702	182101712	+	0.000	0.000	Merged-chr1-182101708-11
NR2064--MA0684.1.RUNX3	chr11	108036817	108036826	+	0.000	0.000	Merged-chr11-108036756-13
NR2335--MA0684.1.RUNX3	chr12	69539513	69539522	+	0.000	0.000	Merged-chr12-69539558-45
NR1703--MA0511.2.RUNX2	chr11	51763606	51763614	+	0.000	0.000	Merged-chr11-51763720-35
NR10476--MA0002.2.RUNX1	chr9	44417936	44417946	-	0.000	0.000	Merged-chr9-44417996-41
NR4538--MA0684.1.RUNX3	chr16	90331260	90331269	+	0.000	0.000	Merged-chr16-90331129-56
NR2587--MA0684.1.RUNX3	chr12	107721105	107721114	-	0.000	0.000	Merged-chr12-107721179-46
NR5421--MA0002.2.RUNX1	chr18	84874255	84874265	+	0.000	0.000	Merged-chr18-84874398-59
NR8478--MA0002.2.RUNX1	chr6	5997677	5997687	-	0.000	0.000	Merged-chr6-5997718-16
NR3807--MA0002.2.RUNX1	chr15	9455443	9455453	+	0.000	0.000	Merged-chr15-9455441-21
NR9285--MA0002.2.RUNX1	chr7	25082729	25082739	+	0.000	0.000	Merged-chr7-25082743-14
NR4184--MA0511.2.RUNX2	chr16	4736428	4736436	-	0.000	0.000	Merged-chr16-4736414-28
NR9890--MA0684.1.RUNX3	chr8	11203353	11203362	+	0.000	0.000	Merged-chr8-11203491-10
NR6036--MA0002.2.RUNX1	chr2	76406572	76406582	-	0.000	0.000	Merged-chr2-76406847-76
NR1965--MA0002.2.RUNX1	chr11	94786186	94786196	+	0.000	0.000	Merged-chr11-94786107-1
NR1489--MA0002.2.RUNX1	chr10	128716497	128716507	-	0.000	0.000	Merged-chr10-128716299-65
NR7610--MA0684.1.RUNX3	chr4	132732479	132732488	+	0.000	0.000	Merged-chr4-132732449-43
NR9142--MA0002.2.RUNX1	chr6	142978145	142978155	-	0.000	0.000	Merged-chr6-142978155-9
NR7462--MA0002.2.RUNX1	chr4	99829122	99829132	-	0.000	0.000	Merged-chr4-99829355-64
NR5848--MA0002.2.RUNX1	chr2	31180525	31180535	-	0.000	0.000	Merged-chr2-31180309-64
NR3231--MA0002.2.RUNX1	chr13	108100837	108100847	+	0.000	0.000	Merged-chr13-108100820-31
NR661--MA0002.2.RUNX1	chr1	165154336	165154346	-	0.000	0.000	Merged-chr1-165154267-24
NR932--MA0002.2.RUNX1	chr10	13967574	13967584	-	0.000	0.000	Merged-chr10-13967586-131
NR10965--MA0002.2.RUNX1	chr9	118884528	118884538	+	0.000	0.000	Merged-chr9-118884641-26
NR6022--MA0684.1.RUNX3	chr2	73435942	73435951	-	0.000	0.000	Merged-chr2-73436074-14
NR5785--MA0511.2.RUNX2	chr2	18935667	18935675	-	0.000	0.000	Merged-chr2-18935718-26
NR2457--MA0684.1.RUNX3	chr12	89479239	89479248	-	0.000	0.000	Merged-chr12-89479308-33
NR8447--MA0511.2.RUNX2	chr5	149368335	149368343	-	0.000	0.000	Merged-chr5-149368318-30
NR8077--MA0002.2.RUNX1	chr5	89198655	89198665	+	0.000	0.000	Merged-chr5-89198704-31
NR3387--MA0002.2.RUNX1	chr14	25628764	25628774	+	0.000	0.000	Merged-chr14-25628678-27
NR3929--MA0002.2.RUNX1	chr15	62164994	62165004	-	0.000	0.000	Merged-chr15-62164994-48
NR9360--MA0002.2.RUNX1	chr7	49495093	49495103	+	0.000	0.000	Merged-chr7-49494921-17
NR8285--MA0511.2.RUNX2	chr5	123765735	123765743	-	0.000	0.000	Merged-chr5-123765693-26
NR73--MA0002.2.RUNX1	chr1	38557783	38557793	-	0.000	0.000	Merged-chr1-38557840-50
NR1441--MA0684.1.RUNX3	chr10	120895928	120895937	+	0.000	0.000	Merged-chr10-120895921-55
NR945--MA0002.2.RUNX1	chr10	19321988	19321998	+	0.000	0.000	Merged-chr10-19321944-43
NR3866--MA0511.2.RUNX2	chr15	38129487	38129495	+	0.000	0.000	Merged-chr15-38129582-31
NR9678--MA0002.2.RUNX1	chr7	117559283	117559293	+	0.000	0.000	Merged-chr7-117559166-31
NR9949--MA0002.2.RUNX1	chr8	25601623	25601633	-	0.000	0.000	Merged-chr8-25601815-134
NR9905--MA0511.2.RUNX2	chr8	19161780	19161788	+	0.000	0.000	Merged-chr8-19161757-88
NR6306--MA0684.1.RUNX3	chr2	144594336	144594345	-	0.000	0.000	Merged-chr2-144594184-54
NR6158--MA0002.2.RUNX1	chr2	114145113	114145123	-	0.000	0.000	Merged-chr2-114145226-70
NR5162--MA0684.1.RUNX3	chr18	32149483	32149492	-	0.000	0.000	Merged-chr18-32149405-13
NR5285--MA0002.2.RUNX1	chr18	65416390	65416400	-	0.000	0.000	Merged-chr18-65416225-67
NR5827--MA0002.2.RUNX1	chr2	28976849	28976859	+	0.000	0.000	Merged-chr2-28976770-4
NR3210--MA0002.2.RUNX1	chr13	105047065	105047075	-	0.000	0.000	Merged-chr13-105047400-59
NR5956--MA0684.1.RUNX3	chr2	62294040	62294049	-	0.000	0.000	Merged-chr2-62294008-18
NR86--MA0002.2.RUNX1	chr1	39896692	39896702	+	0.000	0.000	Merged-chr1-39896761-43
NR6396--MA0684.1.RUNX3	chr2	158556092	158556101	+	0.000	0.000	Merged-chr2-158555943-1
NR3405--MA0684.1.RUNX3	chr14	27376332	27376341	-	0.000	0.000	Merged-chr14-27376322-41
NR5208--MA0002.2.RUNX1	chr18	39656328	39656338	+	0.000	0.000	Merged-chr18-39656446-43
NR1577--MA0002.2.RUNX1	chr11	19989277	19989287	-	0.000	0.000	Merged-chr11-19989399-61
NR9896--MA0002.2.RUNX1	chr8	13955189	13955199	+	0.000	0.000	Merged-chr8-13955228-14
NR5542--MA0684.1.RUNX3	chr19	32121043	32121052	-	0.000	0.000	Merged-chr19-32120972-21
NR7597--MA0002.2.RUNX1	chr4	129585111	129585121	+	0.000	0.000	Merged-chr4-129584919-1
NR9504--MA0511.2.RUNX2	chr7	90131277	90131285	-	0.000	0.000	Merged-chr7-90131300-10
NR10977--MA0684.1.RUNX3	chr9	119823990	119823999	+	0.000	0.000	Merged-chr9-119823942-29
NR1020--MA0002.2.RUNX1	chr10	42269471	42269481	-	0.000	0.000	Merged-chr10-42269495-58
NR9948--MA0684.1.RUNX3	chr8	25578414	25578423	+	0.000	0.000	Merged-chr8-25578502-39
NR7454--MA0002.2.RUNX1	chr4	98040364	98040374	-	0.000	0.000	Merged-chr4-98040330-51
NR8880--MA0002.2.RUNX1	chr6	115577646	115577656	+	0.000	0.000	Merged-chr6-115577839-87
NR10834--MA0684.1.RUNX3	chr9	98616576	98616585	-	0.000	0.000	Merged-chr9-98616546-17
NR3889--MA0002.2.RUNX1	chr15	51871270	51871280	-	0.000	0.000	Merged-chr15-51871210-28
NR5982--MA0511.2.RUNX2	chr2	69136056	69136064	-	0.000	0.000	Merged-chr2-69135944-40
NR7563--MA0002.2.RUNX1	chr4	122944767	122944777	-	0.000	0.000	Merged-chr4-122944625-18
NR11049--MA0002.2.RUNX1	chrX	20662971	20662981	-	0.000	0.000	Merged-chrX-20662999-43
NR5949--MA0002.2.RUNX1	chr2	60904337	60904347	-	0.000	0.000	Merged-chr2-60904375-31
NR762--MA0002.2.RUNX1	chr1	179578841	179578851	-	0.000	0.000	Merged-chr1-179578897-31
NR1381--MA0002.2.RUNX1	chr10	117118607	117118617	-	0.000	0.000	Merged-chr10-117118585-40
NR5412--MA0684.1.RUNX3	chr18	84302688	84302697	+	0.000	0.000	Merged-chr18-84302803-33
NR4410--MA0002.2.RUNX1	chr16	51807559	51807569	-	0.000	0.000	Merged-chr16-51807556-50
NR5787--MA0002.2.RUNX1	chr2	18935683	18935693	+	0.000	0.000	Merged-chr2-18935718-26
NR10781--MA0684.1.RUNX3	chr9	92217806	92217815	+	0.000	0.000	Merged-chr9-92217904-40
NR1704--MA0684.1.RUNX3	chr11	51763606	51763615	+	0.000	0.000	Merged-chr11-51763720-35
NR1413--MA0002.2.RUNX1	chr10	118469299	118469309	+	0.000	0.000	Merged-chr10-118469177-44
NR10413--MA0002.2.RUNX1	chr9	21411818	21411828	+	0.000	0.000	Merged-chr9-21411941-54
NR9984--MA0002.2.RUNX1	chr8	41334317	41334327	+	0.000	0.000	Merged-chr8-41334366-24
NR31--MA0002.2.RUNX1	chr1	20825285	20825295	-	0.000	0.000	Merged-chr1-20825313-33
NR5482--MA0002.2.RUNX1	chr19	14588394	14588404	-	0.000	0.000	Merged-chr19-14588447-32
NR189--MA0684.1.RUNX3	chr1	60569475	60569484	-	0.000	0.000	Merged-chr1-60569405-18
NR7228--MA0002.2.RUNX1	chr4	12778390	12778400	-	0.000	0.000	Merged-chr4-12778412-28
NR3202--MA0002.2.RUNX1	chr13	103985184	103985194	-	0.000	0.000	Merged-chr13-103985203-6
NR10665--MA0002.2.RUNX1	chr9	75547007	75547017	-	0.000	0.000	Merged-chr9-75547182-41
NR2743--MA0002.2.RUNX1	chr13	5864746	5864756	+	0.000	0.000	Merged-chr13-5864867-1
NR78--MA0002.2.RUNX1	chr1	39010727	39010737	-	0.000	0.000	Merged-chr1-39010823-36
NR1380--MA0684.1.RUNX3	chr10	116914010	116914019	+	0.000	0.000	Merged-chr10-116914032-56
NR3454--MA0002.2.RUNX1	chr14	48236301	48236311	+	0.000	0.000	Merged-chr14-48236278-24
NR6831--MA0002.2.RUNX1	chr3	100999247	100999257	-	0.000	0.000	Merged-chr3-100999215-37
NR7542--MA0002.2.RUNX1	chr4	117892107	117892117	+	0.000	0.000	Merged-chr4-117892019-55
NR1254--MA0511.2.RUNX2	chr10	91167021	91167029	+	0.000	0.000	Merged-chr10-91167120-36
NR3040--MA0002.2.RUNX1	chr13	84348776	84348786	-	0.000	0.000	Merged-chr13-84348662-108
NR3311--MA0002.2.RUNX1	chr13	117242260	117242270	-	0.000	0.000	Merged-chr13-117242416-107
NR8048--MA0002.2.RUNX1	chr5	75667151	75667161	+	0.000	0.000	Merged-chr5-75667340-22
NR993--MA0002.2.RUNX1	chr10	30810968	30810978	+	0.000	0.000	Merged-chr10-30810990-49
NR7274--MA0511.2.RUNX2	chr4	44170240	44170248	+	0.000	0.000	Merged-chr4-44170097-14
NR5309--MA0002.2.RUNX1	chr18	70544746	70544756	+	0.000	0.000	Merged-chr18-70544560-36
NR3629--MA0002.2.RUNX1	chr14	73389250	73389260	+	0.000	0.000	Merged-chr14-73389146-30
NR10777--MA0511.2.RUNX2	chr9	92147670	92147678	+	0.000	0.000	Merged-chr9-92147808-26
NR5495--MA0002.2.RUNX1	chr19	21510324	21510334	+	0.000	0.000	Merged-chr19-21510334-13
NR4370--MA0002.2.RUNX1	chr16	48594584	48594594	-	0.000	0.000	Merged-chr16-48594719-53
NR9854--MA0002.2.RUNX1	chr7	143005003	143005013	-	0.000	0.000	Merged-chr7-143004947-1
NR3837--MA0511.2.RUNX2	chr15	31166832	31166840	-	0.000	0.000	Merged-chr15-31166801-87
NR5352--MA0002.2.RUNX1	chr18	79297926	79297936	-	0.000	0.000	Merged-chr18-79298014-36
NR3152--MA0511.2.RUNX2	chr13	99503596	99503604	-	0.000	0.000	Merged-chr13-99503494-98
NR4893--MA0002.2.RUNX1	chr17	52591977	52591987	+	0.000	0.000	Merged-chr17-52591988-50
NR5752--MA0684.1.RUNX3	chr2	10101325	10101334	-	0.000	0.000	Merged-chr2-10101354-20
NR2613--MA0002.2.RUNX1	chr12	110770983	110770993	+	0.000	0.000	Merged-chr12-110770987-31
NR5560--MA0511.2.RUNX2	chr19	33429584	33429592	+	0.000	0.000	Merged-chr19-33429713-40
NR6701--MA0002.2.RUNX1	chr3	68240113	68240123	-	0.000	0.000	Merged-chr3-68240034-18
NR3675--MA0511.2.RUNX2	chr14	87452283	87452291	-	0.000	0.000	Merged-chr14-87452152-30
NR7141--MA0002.2.RUNX1	chr3	152127413	152127423	+	0.000	0.000	Merged-chr3-152127515-20
NR10--MA0002.2.RUNX1	chr1	9883277	9883287	+	0.000	0.000	Merged-chr1-9883358-36
NR1581--MA0511.2.RUNX2	chr11	21166938	21166946	-	0.000	0.000	Merged-chr11-21166963-42
NR7393--MA0002.2.RUNX1	chr4	84118618	84118628	+	0.000	0.000	Merged-chr4-84118627-8
NR7664--MA0002.2.RUNX1	chr4	137879945	137879955	-	0.000	0.000	Merged-chr4-137879843-32
NR9966--MA0511.2.RUNX2	chr8	35430958	35430966	-	0.000	0.000	Merged-chr8-35430856-53
NR10501--MA0002.2.RUNX1	chr9	51961338	51961348	-	0.000	0.000	Merged-chr9-51961362-1
NR3784--MA0511.2.RUNX2	chr15	4085775	4085783	+	0.000	0.000	Merged-chr15-4085955-91
NR5513--MA0684.1.RUNX3	chr19	24978194	24978203	-	0.000	0.000	Merged-chr19-24978219-7
NR1011--MA0684.1.RUNX3	chr10	39793435	39793444	-	0.000	0.000	Merged-chr10-39793457-38
NR10425--MA0684.1.RUNX3	chr9	25482429	25482438	-	0.000	0.000	Merged-chr9-25482608-8
NR501--MA0684.1.RUNX3	chr1	135019166	135019175	+	0.000	0.000	Merged-chr1-135019182-17
NR5269--MA0002.2.RUNX1	chr18	61188276	61188286	-	0.000	0.000	Merged-chr18-61188282-36
NR10263--MA0684.1.RUNX3	chr8	119926463	119926472	+	0.000	0.000	Merged-chr8-119926648-22
NR1243--MA0002.2.RUNX1	chr10	89599821	89599831	-	0.000	0.000	Merged-chr10-89599624-19
NR9562--MA0002.2.RUNX1	chr7	104353376	104353386	-	0.000	0.000	Merged-chr7-104353366-64
NR5060--MA0002.2.RUNX1	chr17	87282092	87282102	+	0.000	0.000	Merged-chr17-87282284-1
NR9313--MA0511.2.RUNX2	chr7	30454034	30454042	-	0.000	0.000	Merged-chr7-30453953-45
NR10514--MA0002.2.RUNX1	chr9	53854919	53854929	-	0.000	0.000	Merged-chr9-53854971-17
NR6823--MA0002.2.RUNX1	chr3	98281076	98281086	+	0.000	0.000	Merged-chr3-98281152-46
NR1180--MA0511.2.RUNX2	chr10	80570000	80570008	-	0.000	0.000	Merged-chr10-80569916-4
NR5378--MA0002.2.RUNX1	chr18	81211045	81211055	+	0.000	0.000	Merged-chr18-81210997-16
NR462--MA0002.2.RUNX1	chr1	131060479	131060489	+	0.000	0.000	Merged-chr1-131060576-40
NR11149--MA0684.1.RUNX3	chrX	100625335	100625344	+	0.000	0.000	Merged-chrX-100625382-2
NR5506--MA0002.2.RUNX1	chr19	24301133	24301143	+	0.000	0.000	Merged-chr19-24301170-38
NR10895--MA0684.1.RUNX3	chr9	110685362	110685371	+	0.000	0.000	Merged-chr9-110685265-77
NR7266--MA0511.2.RUNX2	chr4	42945478	42945486	-	0.000	0.000	Merged-chr4-42945382-5
NR1004--MA0002.2.RUNX1	chr10	39358653	39358663	+	0.000	0.000	Merged-chr10-39358712-13
NR9989--MA0002.2.RUNX1	chr8	46420600	46420610	-	0.000	0.000	Merged-chr8-46420639-16
NR10974--MA0511.2.RUNX2	chr9	119823990	119823998	+	0.000	0.000	Merged-chr9-119823942-29
NR9118--MA0002.2.RUNX1	chr6	140533079	140533089	+	0.000	0.000	Merged-chr6-140533090-20
NR7438--MA0002.2.RUNX1	chr4	95778035	95778045	-	0.000	0.000	Merged-chr4-95778146-34
NR5443--MA0511.2.RUNX2	chr19	5257356	5257364	-	0.000	0.000	Merged-chr19-5257394-33
NR908--MA0002.2.RUNX1	chr10	7681080	7681090	-	0.000	0.000	Merged-chr10-7681283-94
NR2830--MA0684.1.RUNX3	chr13	24866804	24866813	+	0.000	0.000	Merged-chr13-24866887-32
NR5221--MA0684.1.RUNX3	chr18	49721779	49721788	+	0.000	0.000	Merged-chr18-49721855-41
NR3188--MA0002.2.RUNX1	chr13	102645049	102645059	+	0.000	0.000	Merged-chr13-102645059-45
NR10256--MA0002.2.RUNX1	chr8	119784354	119784364	+	0.000	0.000	Merged-chr8-119784383-58
NR5966--MA0511.2.RUNX2	chr2	65871110	65871118	-	0.000	0.000	Merged-chr2-65871141-19
NR11115--MA0684.1.RUNX3	chrX	77509329	77509338	+	0.000	0.000	Merged-chrX-77509424-59
NR7276--MA0002.2.RUNX1	chr4	45280316	45280326	+	0.000	0.000	Merged-chr4-45280353-18
NR2810--MA0002.2.RUNX1	chr13	21160944	21160954	-	0.000	0.000	Merged-chr13-21161115-55
NR746--MA0002.2.RUNX1	chr1	177702893	177702903	-	0.000	0.000	Merged-chr1-177702906-70
NR5347--MA0511.2.RUNX2	chr18	77822831	77822839	+	0.000	0.000	Merged-chr18-77822747-6
NR3872--MA0511.2.RUNX2	chr15	38535574	38535582	+	0.000	0.000	Merged-chr15-38535554-39
NR4742--MA0002.2.RUNX1	chr17	27012510	27012520	+	0.000	0.000	Merged-chr17-27012329-58
NR702--MA0511.2.RUNX2	chr1	172197314	172197322	-	0.000	0.000	Merged-chr1-172197316-25
NR2791--MA0002.2.RUNX1	chr13	16340952	16340962	-	0.000	0.000	Merged-chr13-16341023-40
NR7404--MA0002.2.RUNX1	chr4	86722117	86722127	-	0.000	0.000	Merged-chr4-86721990-52
NR1116--MA0511.2.RUNX2	chr10	68192333	68192341	-	0.000	0.000	Merged-chr10-68192489-136
NR1017--MA0002.2.RUNX1	chr10	40479355	40479365	+	0.000	0.000	Merged-chr10-40479489-48
NR7656--MA0002.2.RUNX1	chr4	136570187	136570197	+	0.000	0.000	Merged-chr4-136570246-39
NR584--MA0002.2.RUNX1	chr1	153847552	153847562	+	0.000	0.000	Merged-chr1-153847735-8
NR2079--MA0511.2.RUNX2	chr11	109497187	109497195	-	0.000	0.000	Merged-chr11-109497188-14
NR3425--MA0002.2.RUNX1	chr14	32716930	32716940	-	0.000	0.000	Merged-chr14-32716978-71
NR9465--MA0684.1.RUNX3	chr7	80828607	80828616	+	0.000	0.000	Merged-chr7-80828687-47
NR10888--MA0002.2.RUNX1	chr9	110458146	110458156	+	0.000	0.000	Merged-chr9-110458141-15
NR9588--MA0002.2.RUNX1	chr7	106551481	106551491	-	0.000	0.000	Merged-chr7-106551313-76
NR5505--MA0684.1.RUNX3	chr19	24225084	24225093	-	0.000	0.000	Merged-chr19-24225135-80
NR1126--MA0002.2.RUNX1	chr10	68673689	68673699	+	0.000	0.000	Merged-chr10-68673774-53
NR35--MA0684.1.RUNX3	chr1	21333807	21333816	-	0.000	0.000	Merged-chr1-21333700-62
