#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/DKO_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.up.bed
NR13774--MA0741.1.KLF16	chr12	69184147	69184157	-	0.000	0.000	Merged-chr12-69184335-85
NR46105--MA0740.1.KLF14	chr4	148160082	148160095	+	0.000	0.000	Merged-chr4-148160107-67
NR29205--MA1107.1.KLF9	chr18	23733797	23733809	+	0.000	0.000	Merged-chr18-23733972-8
NR1120--MA0742.1.Klf12	chr1	75213259	75213273	-	0.000	0.000	Merged-chr1-75213327-22
NR9368--MA0741.1.KLF16	chr11	32554528	32554538	-	0.000	0.000	Merged-chr11-32554709-20
NR67609--MA0599.1.KLF5	chrX	85573965	85573974	-	0.000	0.000	Merged-chrX-85573956-74
NR63034--MA0493.1.Klf1	chr8	124794653	124794663	+	0.000	0.000	Merged-chr8-124794523-6
NR36916--MA0741.1.KLF16	chr2	150910405	150910415	+	0.000	0.000	Merged-chr2-150910563-2
NR16165--MA0741.1.KLF16	chr13	42051652	42051662	-	0.000	0.000	Merged-chr13-42051680-16
NR32641--MA0493.1.Klf1	chr19	56685740	56685750	-	0.000	0.000	Merged-chr19-56685748-31
NR63906--MA0039.3.KLF4	chr9	42423877	42423887	+	0.000	0.000	Merged-chr9-42423784-11
NR48892--MA1107.1.KLF9	chr5	105139615	105139627	+	0.000	0.000	Merged-chr5-105139642-65
NR11500--MA0599.1.KLF5	chr11	95356929	95356938	+	0.000	0.000	Merged-chr11-95356897-59
NR24758--MA0741.1.KLF16	chr16	59639196	59639206	+	0.000	0.000	Merged-chr16-59639250-60
NR65616--MA0740.1.KLF14	chr9	101074537	101074550	+	0.000	0.000	Merged-chr9-101074267-139
NR39773--MA0742.1.Klf12	chr3	93597361	93597375	+	0.000	0.000	Merged-chr3-93597508-71
NR23597--MA1107.1.KLF9	chr16	8655824	8655836	-	0.000	0.000	Merged-chr16-8655850-21
NR45012--MA0741.1.KLF16	chr4	130914277	130914287	+	0.000	0.000	Merged-chr4-130914232-60
NR23382--MA1107.1.KLF9	chr15	102225224	102225236	+	0.000	0.000	Merged-chr15-102225119-79
NR37312--MA0599.1.KLF5	chr2	160646643	160646652	+	0.000	0.000	Merged-chr2-160646802-7
NR63292--MA0742.1.Klf12	chr9	4376374	4376388	-	0.000	0.000	Merged-chr9-4376401-57
NR45949--MA0741.1.KLF16	chr4	145177761	145177771	-	0.000	0.000	Merged-chr4-145177901-38
NR25198--MA0741.1.KLF16	chr16	90143879	90143889	-	0.000	0.000	Merged-chr16-90143761-94
NR4523--MA0039.3.KLF4	chr1	191803603	191803613	-	0.000	0.000	Merged-chr1-191803516-12
NR32552--MA0599.1.KLF5	chr19	54107710	54107719	-	0.000	0.000	Merged-chr19-54107722-12
NR47776--MA0493.1.Klf1	chr5	64803409	64803419	-	0.000	0.000	Merged-chr5-64803282-82
NR43774--MA1107.1.KLF9	chr4	95161354	95161366	+	0.000	0.000	Merged-chr4-95161391-65
NR40500--MA1107.1.KLF9	chr3	115706524	115706536	+	0.000	0.000	Merged-chr3-115706402-1
NR29899--MA1107.1.KLF9	chr18	60625569	60625581	-	0.000	0.000	Merged-chr18-60625535-13
NR49531--MA0599.1.KLF5	chr5	117126026	117126035	+	0.000	0.000	Merged-chr5-117125989-17
NR64252--MA0741.1.KLF16	chr9	56041818	56041828	+	0.000	0.000	Merged-chr9-56042037-52
NR15752--MA0599.1.KLF5	chr13	21506223	21506232	-	0.000	0.000	Merged-chr13-21506408-51
NR12325--MA0657.1.KLF13	chr11	109694158	109694175	+	0.000	0.000	Merged-chr11-109694201-12
NR15311--MA0741.1.KLF16	chr12	113014391	113014401	-	0.000	0.000	Merged-chr12-113014523-77
NR46562--MA0740.1.KLF14	chr4	155601373	155601386	+	0.000	0.000	Merged-chr4-155601568-119
NR44708--MA0493.1.Klf1	chr4	125066609	125066619	+	0.000	0.000	Merged-chr4-125066684-58
NR7163--MA0599.1.KLF5	chr10	89731582	89731591	-	0.000	0.000	Merged-chr10-89731594-1
NR31174--MA0741.1.KLF16	chr19	4943123	4943133	+	0.000	0.000	Merged-chr19-4942974-44
NR56835--MA0740.1.KLF14	chr7	58677349	58677362	-	0.000	0.000	Merged-chr7-58677436-64
NR64138--MA0599.1.KLF5	chr9	50537458	50537467	+	0.000	0.000	Merged-chr9-50537430-19
NR13360--MA0741.1.KLF16	chr12	30911752	30911762	-	0.000	0.000	Merged-chr12-30911736-104
NR29130--MA0599.1.KLF5	chr18	12947356	12947365	+	0.000	0.000	Merged-chr18-12947466-4
NR33069--MA0599.1.KLF5	chr2	10581282	10581291	+	0.000	0.000	Merged-chr2-10581253-23
NR41718--MA0741.1.KLF16	chr3	146915037	146915047	-	0.000	0.000	Merged-chr3-146915000-36
NR26500--MA0741.1.KLF16	chr17	25583846	25583856	+	0.000	0.000	Merged-chr17-25583989-33
NR10786--MA0742.1.Klf12	chr11	77607650	77607664	-	0.000	0.000	Merged-chr11-77607706-105
NR1724--MA1107.1.KLF9	chr1	96570553	96570565	-	0.000	0.000	Merged-chr1-96570567-3
NR62367--MA0741.1.KLF16	chr8	111769473	111769483	+	0.000	0.000	Merged-chr8-111769335-16
NR52365--MA0741.1.KLF16	chr6	56924008	56924018	-	0.000	0.000	Merged-chr6-56923975-70
NR67277--MA0740.1.KLF14	chrX	38635142	38635155	-	0.000	0.000	Merged-chrX-38635204-84
NR18104--MA0599.1.KLF5	chr13	110394994	110395003	+	0.000	0.000	Merged-chr13-110394904-109
NR51881--MA0599.1.KLF5	chr6	38524014	38524023	-	0.000	0.000	Merged-chr6-38524100-15
NR19520--MA0493.1.Klf1	chr14	56886539	56886549	-	0.000	0.000	Merged-chr14-56886625-164
NR32871--MA0741.1.KLF16	chr19	60183111	60183121	+	0.000	0.000	Merged-chr19-60182957-49
NR11284--MA1107.1.KLF9	chr11	88145393	88145405	+	0.000	0.000	Merged-chr11-88145442-32
NR21399--MA0039.3.KLF4	chr15	36364943	36364953	+	0.000	0.000	Merged-chr15-36365016-4
NR63349--MA0741.1.KLF16	chr9	14171908	14171918	-	0.000	0.000	Merged-chr9-14171965-37
NR59681--MA1107.1.KLF9	chr7	142399323	142399335	+	0.000	0.000	Merged-chr7-142399305-21
NR14680--MA0599.1.KLF5	chr12	102283807	102283816	-	0.000	0.000	Merged-chr12-102283791-1
NR45535--MA0741.1.KLF16	chr4	136172220	136172230	-	0.000	0.000	Merged-chr4-136172134-18
NR5086--MA0740.1.KLF14	chr10	20952520	20952533	-	0.000	0.000	Merged-chr10-20952486-81
NR37997--MA0599.1.KLF5	chr2	172345548	172345557	-	0.000	0.000	Merged-chr2-172345580-57
NR12457--MA0741.1.KLF16	chr11	113802542	113802552	-	0.000	0.000	Merged-chr11-113802652-27
NR744--MA0741.1.KLF16	chr1	58304557	58304567	-	0.000	0.000	Merged-chr1-58304515-8
NR12281--MA0599.1.KLF5	chr11	109312342	109312351	+	0.000	0.000	Merged-chr11-109312343-33
NR12728--MA0741.1.KLF16	chr11	117332417	117332427	-	0.000	0.000	Merged-chr11-117332378-39
NR57014--MA0493.1.Klf1	chr7	67444546	67444556	-	0.000	0.000	Merged-chr7-67444614-20
NR15277--MA0493.1.Klf1	chr12	112699400	112699410	+	0.000	0.000	Merged-chr12-112699364-12
NR64482--MA0493.1.Klf1	chr9	62412491	62412501	+	0.000	0.000	Merged-chr9-62412387-14
NR51853--MA1107.1.KLF9	chr6	37861042	37861054	+	0.000	0.000	Merged-chr6-37860992-1
NR57488--MA1107.1.KLF9	chr7	88459761	88459773	+	0.000	0.000	Merged-chr7-88459917-15
NR6420--MA0741.1.KLF16	chr10	79595203	79595213	+	0.000	0.000	Merged-chr10-79595394-20
NR39137--MA1107.1.KLF9	chr3	65929631	65929643	+	0.000	0.000	Merged-chr3-65929899-83
NR63948--MA0599.1.KLF5	chr9	44084871	44084880	-	0.000	0.000	Merged-chr9-44084798-37
NR15834--MA0741.1.KLF16	chr13	24786312	24786322	+	0.000	0.000	Merged-chr13-24786227-53
NR57273--MA1107.1.KLF9	chr7	80246342	80246354	+	0.000	0.000	Merged-chr7-80246388-49
NR64114--MA0039.3.KLF4	chr9	50325539	50325549	-	0.000	0.000	Merged-chr9-50325609-2
NR49858--MA0599.1.KLF5	chr5	123915088	123915097	-	0.000	0.000	Merged-chr5-123915037-44
NR38840--MA0493.1.Klf1	chr3	40846948	40846958	+	0.000	0.000	Merged-chr3-40846936-62
NR49623--MA0741.1.KLF16	chr5	120511174	120511184	-	0.000	0.000	Merged-chr5-120511260-45
NR18789--MA0599.1.KLF5	chr14	25421976	25421985	+	0.000	0.000	Merged-chr14-25421957-44
NR21810--MA0741.1.KLF16	chr15	63998124	63998134	-	0.000	0.000	Merged-chr15-63998072-85
NR31896--MA0493.1.Klf1	chr19	33164692	33164702	-	0.000	0.000	Merged-chr19-33164881-15
NR11332--MA0741.1.KLF16	chr11	88716262	88716272	+	0.000	0.000	Merged-chr11-88716290-15
NR26818--MA0741.1.KLF16	chr17	31077831	31077841	-	0.000	0.000	Merged-chr17-31077750-28
NR37194--MA0741.1.KLF16	chr2	157071724	157071734	-	0.000	0.000	Merged-chr2-157071692-20
NR10709--MA0742.1.Klf12	chr11	75654227	75654241	-	0.000	0.000	Merged-chr11-75654262-32
NR19380--MA0741.1.KLF16	chr14	54146703	54146713	+	0.000	0.000	Merged-chr14-54146707-32
NR45274--MA0493.1.Klf1	chr4	134059064	134059074	+	0.000	0.000	Merged-chr4-134059039-2
NR43528--MA1107.1.KLF9	chr4	82859593	82859605	-	0.000	0.000	Merged-chr4-82859450-71
NR32645--MA1107.1.KLF9	chr19	56703367	56703379	+	0.000	0.000	Merged-chr19-56703417-11
NR64035--MA0599.1.KLF5	chr9	45329725	45329734	-	0.000	0.000	Merged-chr9-45329808-12
NR14881--MA0493.1.Klf1	chr12	104999354	104999364	+	0.000	0.000	Merged-chr12-104999417-2
NR38065--MA1107.1.KLF9	chr2	173021883	173021895	-	0.000	0.000	Merged-chr2-173022060-54
NR49624--MA1107.1.KLF9	chr5	120511173	120511185	-	0.000	0.000	Merged-chr5-120511260-45
NR2913--MA0493.1.Klf1	chr1	156464661	156464671	-	0.000	0.000	Merged-chr1-156464548-8
NR43441--MA0741.1.KLF16	chr4	63659914	63659924	+	0.000	0.000	Merged-chr4-63660052-17
NR32069--MA0742.1.Klf12	chr19	40513851	40513865	-	0.000	0.000	Merged-chr19-40513581-97
NR30031--MA1107.1.KLF9	chr18	62548813	62548825	-	0.000	0.000	Merged-chr18-62548707-56
NR47911--MA0599.1.KLF5	chr5	67306944	67306953	+	0.000	0.000	Merged-chr5-67307077-62
NR693--MA0740.1.KLF14	chr1	52844814	52844827	+	0.000	0.000	Merged-chr1-52844963-67
NR21404--MA1107.1.KLF9	chr15	36446309	36446321	+	0.000	0.000	Merged-chr15-36446402-2
NR12109--MA0741.1.KLF16	chr11	105126382	105126392	+	0.000	0.000	Merged-chr11-105126391-86
NR51298--MA1107.1.KLF9	chr5	150118881	150118893	-	0.000	0.000	Merged-chr5-150118801-72
NR10331--MA0740.1.KLF14	chr11	68973899	68973912	-	0.000	0.000	Merged-chr11-68973679-52
NR51168--MA0657.1.KLF13	chr5	148372222	148372239	+	0.000	0.000	Merged-chr5-148372339-13
NR64156--MA0741.1.KLF16	chr9	50856911	50856921	-	0.000	0.000	Merged-chr9-50856954-76
NR54210--MA0493.1.Klf1	chr6	131276846	131276856	-	0.000	0.000	Merged-chr6-131276753-31
NR54345--MA0599.1.KLF5	chr6	134920339	134920348	-	0.000	0.000	Merged-chr6-134920450-37
NR31788--MA1107.1.KLF9	chr19	29194022	29194034	+	0.000	0.000	Merged-chr19-29193940-1
NR35717--MA0742.1.Klf12	chr2	114873148	114873162	+	0.000	0.000	Merged-chr2-114873203-5
NR33100--MA0742.1.Klf12	chr2	11653582	11653596	+	0.000	0.000	Merged-chr2-11653612-53
NR44786--MA0740.1.KLF14	chr4	127061142	127061155	+	0.000	0.000	Merged-chr4-127061069-56
NR25317--MA0599.1.KLF5	chr16	91547049	91547058	-	0.000	0.000	Merged-chr16-91546772-86
NR52442--MA0740.1.KLF14	chr6	61270465	61270478	+	0.000	0.000	Merged-chr6-61270558-8
NR3811--MA0599.1.KLF5	chr1	177983605	177983614	+	0.000	0.000	Merged-chr1-177983581-103
NR42982--MA0741.1.KLF16	chr4	46507579	46507589	+	0.000	0.000	Merged-chr4-46507538-69
NR38070--MA0493.1.Klf1	chr2	173085984	173085994	-	0.000	0.000	Merged-chr2-173085929-52
NR47784--MA0039.3.KLF4	chr5	64864834	64864844	+	0.000	0.000	Merged-chr5-64864889-25
NR60449--MA1107.1.KLF9	chr8	34651916	34651928	-	0.000	0.000	Merged-chr8-34651925-47
NR46163--MA0599.1.KLF5	chr4	149064041	149064050	-	0.000	0.000	Merged-chr4-149064116-68
NR51401--MA1107.1.KLF9	chr6	5295226	5295238	+	0.000	0.000	Merged-chr6-5295174-26
NR22489--MA0039.3.KLF4	chr15	81667774	81667784	-	0.000	0.000	Merged-chr15-81667709-4
NR4471--MA0599.1.KLF5	chr1	191318122	191318131	-	0.000	0.000	Merged-chr1-191317976-55
NR9437--MA0599.1.KLF5	chr11	34783963	34783972	+	0.000	0.000	Merged-chr11-34783977-2
NR3116--MA1107.1.KLF9	chr1	161196221	161196233	-	0.000	0.000	Merged-chr1-161196190-1
NR22284--MA0493.1.Klf1	chr15	78926264	78926274	+	0.000	0.000	Merged-chr15-78926202-1
NR21883--MA1107.1.KLF9	chr15	68258624	68258636	+	0.000	0.000	Merged-chr15-68258737-97
NR55529--MA0599.1.KLF5	chr7	18884602	18884611	+	0.000	0.000	Merged-chr7-18884656-52
NR32551--MA1107.1.KLF9	chr19	54107672	54107684	-	0.000	0.000	Merged-chr19-54107722-12
NR18202--MA0493.1.Klf1	chr13	111771260	111771270	+	0.000	0.000	Merged-chr13-111771400-28
NR61475--MA0740.1.KLF14	chr8	84026054	84026067	+	0.000	0.000	Merged-chr8-84026107-15
NR45510--MA0742.1.Klf12	chr4	136060046	136060060	-	0.000	0.000	Merged-chr4-136060160-34
NR66536--MA1107.1.KLF9	chr9	117927094	117927106	-	0.000	0.000	Merged-chr9-117927282-85
NR48762--MA0039.3.KLF4	chr5	100572395	100572405	-	0.000	0.000	Merged-chr5-100572278-24
NR13362--MA0599.1.KLF5	chr12	31351413	31351422	+	0.000	0.000	Merged-chr12-31351241-62
NR56325--MA0740.1.KLF14	chr7	35754508	35754521	+	0.000	0.000	Merged-chr7-35754427-56
NR64679--MA0741.1.KLF16	chr9	66910890	66910900	-	0.000	0.000	Merged-chr9-66910913-26
NR31435--MA0493.1.Klf1	chr19	9053267	9053277	-	0.000	0.000	Merged-chr19-9053271-35
NR33068--MA1107.1.KLF9	chr2	10315017	10315029	-	0.000	0.000	Merged-chr2-10315071-46
NR61439--MA0742.1.Klf12	chr8	83715097	83715111	+	0.000	0.000	Merged-chr8-83715259-53
NR28607--MA0741.1.KLF16	chr17	84010229	84010239	+	0.000	0.000	Merged-chr17-84010203-26
NR21516--MA1107.1.KLF9	chr15	39112711	39112723	+	0.000	0.000	Merged-chr15-39112696-94
NR39254--MA0741.1.KLF16	chr3	69316799	69316809	-	0.000	0.000	Merged-chr3-69316855-103
NR16080--MA0740.1.KLF14	chr13	38152877	38152890	+	0.000	0.000	Merged-chr13-38152778-13
NR28291--MA0599.1.KLF5	chr17	74020693	74020702	-	0.000	0.000	Merged-chr17-74020674-41
NR24226--MA1107.1.KLF9	chr16	32434126	32434138	+	0.000	0.000	Merged-chr16-32434269-25
NR8365--MA0599.1.KLF5	chr10	122047895	122047904	+	0.000	0.000	Merged-chr10-122047923-4
NR31326--MA0657.1.KLF13	chr19	6974931	6974948	-	0.000	0.000	Merged-chr19-6974819-71
NR16053--MA1107.1.KLF9	chr13	37778475	37778487	+	0.000	0.000	Merged-chr13-37778418-44
NR44065--MA0742.1.Klf12	chr4	107879687	107879701	-	0.000	0.000	Merged-chr4-107879747-57
NR14103--MA0741.1.KLF16	chr12	79006883	79006893	+	0.000	0.000	Merged-chr12-79007002-75
NR45501--MA0741.1.KLF16	chr4	135972459	135972469	+	0.000	0.000	Merged-chr4-135972529-62
NR44990--MA0493.1.Klf1	chr4	130520445	130520455	-	0.000	0.000	Merged-chr4-130520365-48
NR48879--MA1107.1.KLF9	chr5	105053642	105053654	+	0.000	0.000	Merged-chr5-105053656-75
NR68174--MA1107.1.KLF9	chrX	160994866	160994878	+	0.000	0.000	Merged-chrX-160994807-91
NR4878--MA0493.1.Klf1	chr10	7832412	7832422	-	0.000	0.000	Merged-chr10-7832380-56
NR8732--MA0741.1.KLF16	chr10	128779588	128779598	+	0.000	0.000	Merged-chr10-128779505-23
NR6296--MA1107.1.KLF9	chr10	77259215	77259227	-	0.000	0.000	Merged-chr10-77259226-56
NR57834--MA0599.1.KLF5	chr7	100706604	100706613	+	0.000	0.000	Merged-chr7-100706569-64
NR51513--MA1107.1.KLF9	chr6	15748052	15748064	-	0.000	0.000	Merged-chr6-15747885-49
NR21736--MA0493.1.Klf1	chr15	59596759	59596769	+	0.000	0.000	Merged-chr15-59596634-94
NR22020--MA0742.1.Klf12	chr15	75678795	75678809	+	0.000	0.000	Merged-chr15-75678935-117
NR9343--MA0599.1.KLF5	chr11	32455042	32455051	+	0.000	0.000	Merged-chr11-32455203-72
NR28793--MA0741.1.KLF16	chr17	87266043	87266053	+	0.000	0.000	Merged-chr17-87265881-68
NR41166--MA0599.1.KLF5	chr3	133509188	133509197	-	0.000	0.000	Merged-chr3-133509042-15
NR49661--MA0599.1.KLF5	chr5	121385621	121385630	+	0.000	0.000	Merged-chr5-121385617-82
NR53455--MA0039.3.KLF4	chr6	108630899	108630909	+	0.000	0.000	Merged-chr6-108631007-44
NR33138--MA0741.1.KLF16	chr2	13573878	13573888	+	0.000	0.000	Merged-chr2-13573939-7
NR16273--MA0493.1.Klf1	chr13	47043437	47043447	+	0.000	0.000	Merged-chr13-47043518-72
NR10235--MA0740.1.KLF14	chr11	63985077	63985090	+	0.000	0.000	Merged-chr11-63985076-118
NR65899--MA0493.1.Klf1	chr9	106477197	106477207	-	0.000	0.000	Merged-chr9-106477001-83
NR64268--MA0599.1.KLF5	chr9	56928196	56928205	+	0.000	0.000	Merged-chr9-56928215-69
NR4230--MA0741.1.KLF16	chr1	187216199	187216209	+	0.000	0.000	Merged-chr1-187216297-6
NR49984--MA0741.1.KLF16	chr5	125441553	125441563	-	0.000	0.000	Merged-chr5-125441596-78
NR26242--MA0741.1.KLF16	chr17	21423173	21423183	-	0.000	0.000	Merged-chr17-21423109-81
NR19189--MA0493.1.Klf1	chr14	47541784	47541794	-	0.000	0.000	Merged-chr14-47541663-55
NR22992--MA0599.1.KLF5	chr15	94255266	94255275	+	0.000	0.000	Merged-chr15-94255177-46
NR44543--MA0599.1.KLF5	chr4	121215123	121215132	+	0.000	0.000	Merged-chr4-121214955-87
NR58136--MA0599.1.KLF5	chr7	109781669	109781678	-	0.000	0.000	Merged-chr7-109781592-85
NR35916--MA0599.1.KLF5	chr2	121294351	121294360	-	0.000	0.000	Merged-chr2-121294452-16
NR31341--MA0493.1.Klf1	chr19	7019541	7019551	+	0.000	0.000	Merged-chr19-7019404-60
NR20869--MA0039.3.KLF4	chr14	121101865	121101875	-	0.000	0.000	Merged-chr14-121102033-34
NR68082--MA0741.1.KLF16	chrX	155216514	155216524	-	0.000	0.000	Merged-chrX-155216260-100
NR16860--MA0599.1.KLF5	chr13	64161729	64161738	-	0.000	0.000	Merged-chr13-64161873-63
NR50441--MA1107.1.KLF9	chr5	135689094	135689106	-	0.000	0.000	Merged-chr5-135689128-71
NR45753--MA0741.1.KLF16	chr4	140948181	140948191	-	0.000	0.000	Merged-chr4-140948211-54
NR26299--MA0493.1.Klf1	chr17	22424057	22424067	-	0.000	0.000	Merged-chr17-22424161-65
NR45277--MA0741.1.KLF16	chr4	134061709	134061719	+	0.000	0.000	Merged-chr4-134061948-77
NR10406--MA0599.1.KLF5	chr11	69682014	69682023	+	0.000	0.000	Merged-chr11-69682012-61
NR53909--MA0599.1.KLF5	chr6	122742642	122742651	+	0.000	0.000	Merged-chr6-122742614-91
NR46270--MA0493.1.Klf1	chr4	150964985	150964995	-	0.000	0.000	Merged-chr4-150965142-91
NR12491--MA0493.1.Klf1	chr11	114361137	114361147	+	0.000	0.000	Merged-chr11-114361301-1
NR63942--MA0039.3.KLF4	chr9	44037382	44037392	-	0.000	0.000	Merged-chr9-44037294-17
NR5846--MA0740.1.KLF14	chr10	62486840	62486853	+	0.000	0.000	Merged-chr10-62486884-129
NR51992--MA1107.1.KLF9	chr6	47532777	47532789	+	0.000	0.000	Merged-chr6-47532703-8
NR20060--MA0741.1.KLF16	chr14	75179456	75179466	+	0.000	0.000	Merged-chr14-75179167-116
NR8984--MA0741.1.KLF16	chr11	6546586	6546596	-	0.000	0.000	Merged-chr11-6546769-84
NR3056--MA0741.1.KLF16	chr1	159813015	159813025	-	0.000	0.000	Merged-chr1-159812982-41
NR18000--MA1107.1.KLF9	chr13	108170114	108170126	+	0.000	0.000	Merged-chr13-108170237-20
NR40086--MA0742.1.Klf12	chr3	100969804	100969818	-	0.000	0.000	Merged-chr3-100969599-56
NR14667--MA0599.1.KLF5	chr12	101958244	101958253	+	0.000	0.000	Merged-chr12-101958185-60
NR67626--MA1107.1.KLF9	chrX	93701190	93701202	-	0.000	0.000	Merged-chrX-93701009-42
NR56466--MA0741.1.KLF16	chr7	44590838	44590848	+	0.000	0.000	Merged-chr7-44590867-32
NR8952--MA0740.1.KLF14	chr11	5707750	5707763	-	0.000	0.000	Merged-chr11-5707525-64
NR45521--MA0599.1.KLF5	chr4	136117117	136117126	-	0.000	0.000	Merged-chr4-136117195-10
NR11056--MA1107.1.KLF9	chr11	82183397	82183409	+	0.000	0.000	Merged-chr11-82183511-55
NR10124--MA0741.1.KLF16	chr11	60937982	60937992	-	0.000	0.000	Merged-chr11-60937827-26
NR31109--MA0599.1.KLF5	chr19	4012786	4012795	+	0.000	0.000	Merged-chr19-4012804-52
NR40075--MA1107.1.KLF9	chr3	100812087	100812099	+	0.000	0.000	Merged-chr3-100812047-20
NR56434--MA0740.1.KLF14	chr7	44305027	44305040	-	0.000	0.000	Merged-chr7-44305170-86
NR14791--MA1107.1.KLF9	chr12	103553639	103553651	-	0.000	0.000	Merged-chr12-103553616-22
NR38057--MA0657.1.KLF13	chr2	173021879	173021896	-	0.000	0.000	Merged-chr2-173022060-54
NR23085--MA0740.1.KLF14	chr15	97837685	97837698	-	0.000	0.000	Merged-chr15-97837692-8
NR29451--MA0039.3.KLF4	chr18	36492561	36492571	+	0.000	0.000	Merged-chr18-36492692-14
NR48437--MA0599.1.KLF5	chr5	92318313	92318322	-	0.000	0.000	Merged-chr5-92318297-5
NR37554--MA0599.1.KLF5	chr2	164913586	164913595	-	0.000	0.000	Merged-chr2-164913622-30
NR35235--MA0493.1.Klf1	chr2	92243970	92243980	-	0.000	0.000	Merged-chr2-92243919-9
NR62508--MA1107.1.KLF9	chr8	116892078	116892090	+	0.000	0.000	Merged-chr8-116892261-31
NR44068--MA0493.1.Klf1	chr4	107879691	107879701	-	0.000	0.000	Merged-chr4-107879747-57
NR55690--MA0599.1.KLF5	chr7	19816471	19816480	-	0.000	0.000	Merged-chr7-19816339-50
NR29381--MA0599.1.KLF5	chr18	34855322	34855331	-	0.000	0.000	Merged-chr18-34855284-104
NR65218--MA1107.1.KLF9	chr9	85470414	85470426	-	0.000	0.000	Merged-chr9-85470523-14
NR61464--MA0599.1.KLF5	chr8	84004817	84004826	+	0.000	0.000	Merged-chr8-84004825-54
NR40742--MA1107.1.KLF9	chr3	122709924	122709936	+	0.000	0.000	Merged-chr3-122709895-3
NR28026--MA1107.1.KLF9	chr17	64740321	64740333	-	0.000	0.000	Merged-chr17-64740384-4
NR33861--MA0493.1.Klf1	chr2	32961641	32961651	-	0.000	0.000	Merged-chr2-32961770-56
NR4819--MA0741.1.KLF16	chr10	5824256	5824266	+	0.000	0.000	Merged-chr10-5824355-123
NR47454--MA0493.1.Klf1	chr5	36581992	36582002	+	0.000	0.000	Merged-chr5-36582061-78
NR707--MA1107.1.KLF9	chr1	53852272	53852284	-	0.000	0.000	Merged-chr1-53852404-19
NR30117--MA0493.1.Klf1	chr18	64913427	64913437	+	0.000	0.000	Merged-chr18-64913437-34
NR55612--MA0741.1.KLF16	chr7	19400007	19400017	-	0.000	0.000	Merged-chr7-19399852-28
NR50523--MA0740.1.KLF14	chr5	137032848	137032861	+	0.000	0.000	Merged-chr5-137032758-64
NR45134--MA0741.1.KLF16	chr4	132796429	132796439	+	0.000	0.000	Merged-chr4-132796395-33
NR35132--MA0741.1.KLF16	chr2	90625132	90625142	+	0.000	0.000	Merged-chr2-90625139-7
NR39024--MA0742.1.Klf12	chr3	55744073	55744087	-	0.000	0.000	Merged-chr3-55744037-44
NR33987--MA0599.1.KLF5	chr2	35729772	35729781	+	0.000	0.000	Merged-chr2-35729635-16
NR37446--MA0740.1.KLF14	chr2	163401459	163401472	+	0.000	0.000	Merged-chr2-163401452-24
NR53932--MA0741.1.KLF16	chr6	124730131	124730141	-	0.000	0.000	Merged-chr6-124730249-43
NR37717--MA0740.1.KLF14	chr2	167421648	167421661	+	0.000	0.000	Merged-chr2-167421787-62
NR61230--MA1107.1.KLF9	chr8	72162998	72163010	+	0.000	0.000	Merged-chr8-72162977-17
NR18685--MA1107.1.KLF9	chr14	19976758	19976770	+	0.000	0.000	Merged-chr14-19976788-89
NR36482--MA0599.1.KLF5	chr2	136713340	136713349	+	0.000	0.000	Merged-chr2-136713421-11
NR8598--MA0599.1.KLF5	chr10	127621020	127621029	-	0.000	0.000	Merged-chr10-127621046-1
NR25911--MA0741.1.KLF16	chr17	8562368	8562378	-	0.000	0.000	Merged-chr17-8562551-56
NR42595--MA1107.1.KLF9	chr4	35130607	35130619	+	0.000	0.000	Merged-chr4-35130648-17
NR24244--MA1107.1.KLF9	chr16	33073098	33073110	-	0.000	0.000	Merged-chr16-33073178-28
NR60392--MA0599.1.KLF5	chr8	27679390	27679399	+	0.000	0.000	Merged-chr8-27679278-10
NR36339--MA0599.1.KLF5	chr2	132511667	132511676	-	0.000	0.000	Merged-chr2-132511544-14
NR25321--MA0493.1.Klf1	chr16	91588189	91588199	+	0.000	0.000	Merged-chr16-91588038-25
NR31296--MA0741.1.KLF16	chr19	6341122	6341132	+	0.000	0.000	Merged-chr19-6341115-68
NR28021--MA0039.3.KLF4	chr17	64735685	64735695	+	0.000	0.000	Merged-chr17-64735708-22
NR18327--MA1107.1.KLF9	chr13	114444902	114444914	+	0.000	0.000	Merged-chr13-114444756-1
NR31567--MA0741.1.KLF16	chr19	16998128	16998138	-	0.000	0.000	Merged-chr19-16998164-33
NR22531--MA0599.1.KLF5	chr15	82224430	82224439	-	0.000	0.000	Merged-chr15-82224462-30
NR45090--MA1107.1.KLF9	chr4	132329590	132329602	-	0.000	0.000	Merged-chr4-132329492-60
NR67036--MA0741.1.KLF16	chrX	9272595	9272605	-	0.000	0.000	Merged-chrX-9272776-84
NR53806--MA0599.1.KLF5	chr6	119848164	119848173	+	0.000	0.000	Merged-chr6-119848153-79
NR6946--MA0493.1.Klf1	chr10	84646800	84646810	-	0.000	0.000	Merged-chr10-84646834-32
