#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/DKO_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.dn.bed
NR54755--MA0039.3.KLF4	chr7	25155931	25155941	+	0.000	0.000	Merged-chr7-25155994-40
NR36414--MA0493.1.Klf1	chr2	156421474	156421484	-	0.000	0.000	Merged-chr2-156421428-68
NR56139--MA0741.1.KLF16	chr7	80269665	80269675	-	0.000	0.000	Merged-chr7-80269676-53
NR46310--MA0740.1.KLF14	chr5	36464919	36464932	+	0.000	0.000	Merged-chr5-36465079-55
NR501--MA0742.1.Klf12	chr1	39950263	39950277	-	0.000	0.000	Merged-chr1-39950256-21
NR48078--MA0742.1.Klf12	chr5	114667634	114667648	-	0.000	0.000	Merged-chr5-114667670-56
NR10636--MA0740.1.KLF14	chr11	87987542	87987555	+	0.000	0.000	Merged-chr11-87987352-78
NR47556--MA1107.1.KLF9	chr5	105139601	105139613	+	0.000	0.000	Merged-chr5-105139642-65
NR25451--MA0599.1.KLF5	chr16	95761933	95761942	-	0.000	0.000	Merged-chr16-95762105-29
NR62954--MA0740.1.KLF14	chr9	59656502	59656515	-	0.000	0.000	Merged-chr9-59656584-94
NR32641--MA0493.1.Klf1	chr2	11187399	11187409	-	0.000	0.000	Merged-chr2-11187260-69
NR60583--MA1107.1.KLF9	chr8	106718340	106718352	-	0.000	0.000	Merged-chr8-106718294-10
NR14088--MA1107.1.KLF9	chr12	93549974	93549986	+	0.000	0.000	Merged-chr12-93549943-12
NR33605--MA1107.1.KLF9	chr2	35299571	35299583	-	0.000	0.000	Merged-chr2-35299647-29
NR5506--MA1107.1.KLF9	chr10	62651231	62651243	+	0.000	0.000	Merged-chr10-62651288-83
NR54451--MA1107.1.KLF9	chr7	16906148	16906160	-	0.000	0.000	Merged-chr7-16906031-31
NR3117--MA0599.1.KLF5	chr1	166409838	166409847	-	0.000	0.000	Merged-chr1-166409730-81
NR23382--MA1107.1.KLF9	chr15	102225232	102225244	+	0.000	0.000	Merged-chr15-102225119-79
NR60301--MA0742.1.Klf12	chr8	92356248	92356262	-	0.000	0.000	Merged-chr8-92356096-76
NR26092--MA1107.1.KLF9	chr17	21423174	21423186	-	0.000	0.000	Merged-chr17-21423109-81
NR24594--MA0599.1.KLF5	chr16	55526632	55526641	-	0.000	0.000	Merged-chr16-55526472-43
NR47776--MA0493.1.Klf1	chr5	110448819	110448829	+	0.000	0.000	Merged-chr5-110448541-117
NR14622--MA0742.1.Klf12	chr12	107961261	107961275	+	0.000	0.000	Merged-chr12-107961222-28
NR32891--MA1107.1.KLF9	chr2	25054332	25054344	+	0.000	0.000	Merged-chr2-25054565-53
NR37857--MA1107.1.KLF9	chr3	21936139	21936151	-	0.000	0.000	Merged-chr3-21936128-91
NR33125--MA0741.1.KLF16	chr2	29054375	29054385	+	0.000	0.000	Merged-chr2-29054435-74
NR52043--MA1107.1.KLF9	chr6	97531226	97531238	+	0.000	0.000	Merged-chr6-97531148-12
NR41718--MA0741.1.KLF16	chr4	34882310	34882320	-	0.000	0.000	Merged-chr4-34882306-3
NR9225--MA0741.1.KLF16	chr11	52000767	52000777	-	0.000	0.000	Merged-chr11-52000626-80
NR9543--MA1107.1.KLF9	chr11	59839387	59839399	+	0.000	0.000	Merged-chr11-59839574-91
NR33745--MA0599.1.KLF5	chr2	48949401	48949410	+	0.000	0.000	Merged-chr2-48949437-98
NR4678--MA0741.1.KLF16	chr10	18743780	18743790	+	0.000	0.000	Merged-chr10-18743767-30
NR62811--MA0740.1.KLF14	chr9	56041932	56041945	+	0.000	0.000	Merged-chr9-56042037-52
NR52636--MA0741.1.KLF16	chr6	120464179	120464189	+	0.000	0.000	Merged-chr6-120464092-4
NR46526--MA0742.1.Klf12	chr5	53998545	53998559	-	0.000	0.000	Merged-chr5-53998390-11
NR54867--MA0039.3.KLF4	chr7	27228549	27228559	-	0.000	0.000	Merged-chr7-27228644-59
NR45288--MA0599.1.KLF5	chr4	151996279	151996288	-	0.000	0.000	Merged-chr4-151996356-68
NR2045--MA0599.1.KLF5	chr1	133131227	133131236	-	0.000	0.000	Merged-chr1-133131295-80
NR34199--MA0740.1.KLF14	chr2	73214455	73214468	+	0.000	0.000	Merged-chr2-73214305-60
NR43994--MA0493.1.Klf1	chr4	133241460	133241470	-	0.000	0.000	Merged-chr4-133241411-59
NR45964--MA0599.1.KLF5	chr5	24685916	24685925	-	0.000	0.000	Merged-chr5-24685796-115
NR15939--MA1107.1.KLF9	chr13	41097560	41097572	-	0.000	0.000	Merged-chr13-41097728-40
NR66890--MA0493.1.Klf1	chrX	160994691	160994701	+	0.000	0.000	Merged-chrX-160994807-91
NR11746--MA0741.1.KLF16	chr11	106674706	106674716	-	0.000	0.000	Merged-chr11-106674818-63
NR54848--MA0742.1.Klf12	chr7	25756036	25756050	-	0.000	0.000	Merged-chr7-25756161-11
NR34097--MA0742.1.Klf12	chr2	71275531	71275545	+	0.000	0.000	Merged-chr2-71275399-1
NR19794--MA0741.1.KLF16	chr14	77848570	77848580	-	0.000	0.000	Merged-chr14-77848610-6
NR34190--MA0599.1.KLF5	chr2	73054301	73054310	+	0.000	0.000	Merged-chr2-73054280-15
NR63078--MA0741.1.KLF16	chr9	62344594	62344604	+	0.000	0.000	Merged-chr9-62344675-54
NR5389--MA0741.1.KLF16	chr10	60752825	60752835	+	0.000	0.000	Merged-chr10-60752721-60
NR31337--MA0599.1.KLF5	chr19	23135505	23135514	+	0.000	0.000	Merged-chr19-23135579-121
NR37008--MA0741.1.KLF16	chr2	167504054	167504064	+	0.000	0.000	Merged-chr2-167503947-1,Merged-chr2-167504216-6
NR27006--MA0741.1.KLF16	chr17	35046751	35046761	-	0.000	0.000	Merged-chr17-35046725-56
NR37847--MA0740.1.KLF14	chr3	21838242	21838255	+	0.000	0.000	Merged-chr3-21838264-19
NR30320--MA0741.1.KLF16	chr18	76242298	76242308	-	0.000	0.000	Merged-chr18-76242452-2
NR30986--MA0741.1.KLF16	chr19	7383089	7383099	+	0.000	0.000	Merged-chr19-7383004-64
NR12728--MA0741.1.KLF16	chr12	4817471	4817481	+	0.000	0.000	Merged-chr12-4817506-66
NR38173--MA0493.1.Klf1	chr3	41742608	41742618	-	0.000	0.000	Merged-chr3-41742487-85
NR43450--MA0742.1.Klf12	chr4	122955613	122955627	+	0.000	0.000	Merged-chr4-122955564-61
NR6068--MA0740.1.KLF14	chr10	80158501	80158514	-	0.000	0.000	Merged-chr10-80158624-23
NR58936--MA0742.1.Klf12	chr8	33797541	33797555	-	0.000	0.000	Merged-chr8-33797511-16
NR63047--MA1107.1.KLF9	chr9	61947352	61947364	-	0.000	0.000	Merged-chr9-61947278-11
NR58350--MA0493.1.Klf1	chr7	143666812	143666822	+	0.000	0.000	Merged-chr7-143666979-29
NR4740--MA0741.1.KLF16	chr10	20952522	20952532	-	0.000	0.000	Merged-chr10-20952486-81
NR54568--MA0741.1.KLF16	chr7	19420326	19420336	+	0.000	0.000	Merged-chr7-19420371-18
NR8903--MA0742.1.Klf12	chr11	31870783	31870797	-	0.000	0.000	Merged-chr11-31870754-70
NR21718--MA0493.1.Klf1	chr15	76198257	76198267	+	0.000	0.000	Merged-chr15-76198065-48
NR12129--MA0599.1.KLF5	chr11	115512846	115512855	+	0.000	0.000	Merged-chr11-115512963-16
NR16274--MA0741.1.KLF16	chr13	54188616	54188626	+	0.000	0.000	Merged-chr13-54188520-62
NR34019--MA1107.1.KLF9	chr2	65238744	65238756	+	0.000	0.000	Merged-chr2-65238613-163
NR28921--MA1107.1.KLF9	chr18	12732639	12732651	+	0.000	0.000	Merged-chr18-12732793-1
NR15178--MA1107.1.KLF9	chr12	117821808	117821820	-	0.000	0.000	Merged-chr12-117821685-9
NR2584--MA0741.1.KLF16	chr1	153427077	153427087	-	0.000	0.000	Merged-chr1-153426995-33
NR9110--MA0599.1.KLF5	chr11	49100585	49100594	-	0.000	0.000	Merged-chr11-49100506-9
NR42730--MA0741.1.KLF16	chr4	98243911	98243921	+	0.000	0.000	Merged-chr4-98243867-45
NR24348--MA0599.1.KLF5	chr16	36598423	36598432	+	0.000	0.000	Merged-chr16-36598490-46
NR21423--MA0599.1.KLF5	chr15	61983499	61983508	-	0.000	0.000	Merged-chr15-61983458-31
NR16030--MA0039.3.KLF4	chr13	45455941	45455951	+	0.000	0.000	Merged-chr13-45455779-40
NR32645--MA1107.1.KLF9	chr2	11202914	11202926	+	0.000	0.000	Merged-chr2-11202996-2
NR29209--MA0741.1.KLF16	chr18	35598584	35598594	-	0.000	0.000	Merged-chr18-35598780-102
NR44227--MA0742.1.Klf12	chr4	135433857	135433871	-	0.000	0.000	Merged-chr4-135433954-85
NR21627--MA0742.1.Klf12	chr15	74538490	74538504	-	0.000	0.000	Merged-chr15-74538442-18
NR46914--MA1107.1.KLF9	chr5	74068456	74068468	-	0.000	0.000	Merged-chr5-74068600-91
NR52408--MA0657.1.KLF13	chr6	114847986	114848003	-	0.000	0.000	Merged-chr6-114847947-23
NR26728--MA1107.1.KLF9	chr17	31456838	31456850	-	0.000	0.000	Merged-chr17-31456921-12
NR2721--MA0742.1.Klf12	chr1	156420762	156420776	-	0.000	0.000	Merged-chr1-156420997-79
NR3778--MA0039.3.KLF4	chr1	182358273	182358283	+	0.000	0.000	Merged-chr1-182358310-43
NR58353--MA0740.1.KLF14	chr7	143667176	143667189	+	0.000	0.000	Merged-chr7-143666979-29
NR18001--MA0599.1.KLF5	chr13	113635890	113635899	-	0.000	0.000	Merged-chr13-113636037-42
NR42465--MA1107.1.KLF9	chr4	62630046	62630058	-	0.000	0.000	Merged-chr4-62630130-56
NR3686--MA0657.1.KLF13	chr1	180829979	180829996	+	0.000	0.000	Merged-chr1-180830009-39
NR20636--MA0039.3.KLF4	chr15	3174250	3174260	-	0.000	0.000	Merged-chr15-3174330-41
NR11057--MA0599.1.KLF5	chr11	97123675	97123684	-	0.000	0.000	Merged-chr11-97123645-15
NR17019--MA0740.1.KLF14	chr13	92354666	92354679	+	0.000	0.000	Merged-chr13-92354723-122
NR45861--MA0599.1.KLF5	chr5	23675569	23675578	+	0.000	0.000	Merged-chr5-23675526-85
NR1174--MA0493.1.Klf1	chr1	82834720	82834730	-	0.000	0.000	Merged-chr1-82834713-10
NR54154--MA0741.1.KLF16	chr7	4739975	4739985	-	0.000	0.000	Merged-chr7-4739915-68
NR23866--MA0740.1.KLF14	chr16	17619327	17619340	-	0.000	0.000	Merged-chr16-17619453-35
NR25111--MA0599.1.KLF5	chr16	91011066	91011075	+	0.000	0.000	Merged-chr16-91011174-91
NR55761--MA0493.1.Klf1	chr7	63930350	63930360	+	0.000	0.000	Merged-chr7-63930287-48
NR64893--MA0742.1.Klf12	chr9	114933885	114933899	+	0.000	0.000	Merged-chr9-114933914-87
NR46018--MA0657.1.KLF13	chr5	28071260	28071277	+	0.000	0.000	Merged-chr5-28071486-142
NR26972--MA0740.1.KLF14	chr17	34850371	34850384	+	0.000	0.000	Merged-chr17-34850379-53
NR502--MA0599.1.KLF5	chr1	39950267	39950276	-	0.000	0.000	Merged-chr1-39950256-21
NR48419--MA0599.1.KLF5	chr5	120697119	120697128	-	0.000	0.000	Merged-chr5-120697061-40
NR47--MA0741.1.KLF16	chr1	9848216	9848226	-	0.000	0.000	Merged-chr1-9848247-58
NR50589--MA0741.1.KLF16	chr6	28932070	28932080	+	0.000	0.000	Merged-chr6-28932026-12
NR24248--MA0741.1.KLF16	chr16	32658898	32658908	+	0.000	0.000	Merged-chr16-32659000-27
NR55499--MA0740.1.KLF14	chr7	45715290	45715303	-	0.000	0.000	Merged-chr7-45715282-47
NR24573--MA0657.1.KLF13	chr16	52087026	52087043	+	0.000	0.000	Merged-chr16-52086970-39
NR6727--MA0599.1.KLF5	chr10	91082860	91082869	-	0.000	0.000	Merged-chr10-91082825-101
NR32766--MA1107.1.KLF9	chr2	18873041	18873053	-	0.000	0.000	Merged-chr2-18873017-31
NR7181--MA0599.1.KLF5	chr10	110920112	110920121	-	0.000	0.000	Merged-chr10-110920143-70
NR52819--MA0599.1.KLF5	chr6	125349698	125349707	+	0.000	0.000	Merged-chr6-125349786-48
NR41599--MA1107.1.KLF9	chr4	21755650	21755662	+	0.000	0.000	Merged-chr4-21755446-36
NR58037--MA0741.1.KLF16	chr7	139388914	139388924	+	0.000	0.000	Merged-chr7-139388959-78
NR62862--MA0493.1.Klf1	chr9	57638745	57638755	+	0.000	0.000	Merged-chr9-57638842-6
NR63053--MA0742.1.Klf12	chr9	61948223	61948237	-	0.000	0.000	Merged-chr9-61948155-30
NR33486--MA0741.1.KLF16	chr2	32890306	32890316	-	0.000	0.000	Merged-chr2-32890467-14
NR36759--MA0493.1.Klf1	chr2	164913586	164913596	-	0.000	0.000	Merged-chr2-164913622-30
NR919--MA0741.1.KLF16	chr1	69499065	69499075	-	0.000	0.000	Merged-chr1-69499196-51
NR57909--MA1107.1.KLF9	chr7	136171735	136171747	-	0.000	0.000	Merged-chr7-136171818-25
NR6053--MA0741.1.KLF16	chr10	80102728	80102738	-	0.000	0.000	Merged-chr10-80102665-37
NR30961--MA0742.1.Klf12	chr19	6992586	6992600	+	0.000	0.000	Merged-chr19-6992689-50
NR3694--MA0493.1.Klf1	chr1	180850808	180850818	-	0.000	0.000	Merged-chr1-180850855-72
NR9418--MA1107.1.KLF9	chr11	55131273	55131285	+	0.000	0.000	Merged-chr11-55131266-10
NR33454--MA0740.1.KLF14	chr2	32757203	32757216	-	0.000	0.000	Merged-chr2-32757365-75
NR61168--MA0742.1.Klf12	chr8	121898637	121898651	-	0.000	0.000	Merged-chr8-121898554-47
NR28336--MA0741.1.KLF16	chr17	80441897	80441907	-	0.000	0.000	Merged-chr17-80441791-30
NR28607--MA0741.1.KLF16	chr17	86293521	86293531	+	0.000	0.000	Merged-chr17-86293487-34
NR56223--MA0742.1.Klf12	chr7	82866993	82867007	-	0.000	0.000	Merged-chr7-82866836-179
NR34145--MA0493.1.Klf1	chr2	71800979	71800989	+	0.000	0.000	Merged-chr2-71801040-44
NR62087--MA1107.1.KLF9	chr9	27044028	27044040	-	0.000	0.000	Merged-chr9-27044000-29
NR47686--MA1107.1.KLF9	chr5	107725909	107725921	+	0.000	0.000	Merged-chr5-107725777-135
NR60589--MA0599.1.KLF5	chr8	107031194	107031203	+	0.000	0.000	Merged-chr8-107031400-72
NR4915--MA0741.1.KLF16	chr10	33951328	33951338	+	0.000	0.000	Merged-chr10-33951083-72
NR59566--MA0599.1.KLF5	chr8	70158518	70158527	+	0.000	0.000	Merged-chr8-70158595-38
NR42023--MA0599.1.KLF5	chr4	43972419	43972428	+	0.000	0.000	Merged-chr4-43972345-49
NR32761--MA0039.3.KLF4	chr2	18873037	18873047	-	0.000	0.000	Merged-chr2-18873017-31
NR46354--MA0039.3.KLF4	chr5	36582017	36582027	+	0.000	0.000	Merged-chr5-36582061-78
NR32090--MA0741.1.KLF16	chr19	53142518	53142528	-	0.000	0.000	Merged-chr19-53142483-91
NR65710--MA0741.1.KLF16	chrX	9470976	9470986	-	0.000	0.000	Merged-chrX-9470972-36
NR18866--MA0742.1.Klf12	chr14	45388836	45388850	+	0.000	0.000	Merged-chr14-45388877-116
NR25777--MA1107.1.KLF9	chr17	7945885	7945897	-	0.000	0.000	Merged-chr17-7945790-77
NR11630--MA0599.1.KLF5	chr11	105126362	105126371	+	0.000	0.000	Merged-chr11-105126391-86
NR21119--MA0657.1.KLF13	chr15	38143660	38143677	+	0.000	0.000	Merged-chr15-38143465-33
NR37369--MA0741.1.KLF16	chr2	173204910	173204920	-	0.000	0.000	Merged-chr2-173204995-14
NR9518--MA0742.1.Klf12	chr11	59472512	59472526	+	0.000	0.000	Merged-chr11-59472389-45
NR50414--MA0740.1.KLF14	chr6	4087041	4087054	-	0.000	0.000	Merged-chr6-4086905-51
NR19306--MA0599.1.KLF5	chr14	60634464	60634473	-	0.000	0.000	Merged-chr14-60634625-83
NR45025--MA0741.1.KLF16	chr4	148140437	148140447	+	0.000	0.000	Merged-chr4-148140424-95
NR22425--MA0741.1.KLF16	chr15	86034107	86034117	-	0.000	0.000	Merged-chr15-86034188-82
NR2711--MA1107.1.KLF9	chr1	156036170	156036182	-	0.000	0.000	Merged-chr1-156036096-95
NR57291--MA1107.1.KLF9	chr7	120727953	120727965	-	0.000	0.000	Merged-chr7-120727783-30
NR33288--MA0493.1.Klf1	chr2	30982314	30982324	-	0.000	0.000	Merged-chr2-30982189-58
NR17875--MA0741.1.KLF16	chr13	111868134	111868144	-	0.000	0.000	Merged-chr13-111868012-93
NR234--MA0741.1.KLF16	chr1	24100349	24100359	+	0.000	0.000	Merged-chr1-24100239-49
NR32619--MA0493.1.Klf1	chr2	10374035	10374045	-	0.000	0.000	Merged-chr2-10373891-14
NR59332--MA1107.1.KLF9	chr8	57638121	57638133	-	0.000	0.000	Merged-chr8-57637972-56
NR30747--MA0741.1.KLF16	chr19	4169517	4169527	+	0.000	0.000	Merged-chr19-4169695-50
NR17595--MA1107.1.KLF9	chr13	104937907	104937919	+	0.000	0.000	Merged-chr13-104937983-19
NR66270--MA0657.1.KLF13	chrX	94122453	94122470	+	0.000	0.000	Merged-chrX-94122642-128
NR43616--MA0741.1.KLF16	chr4	126753433	126753443	+	0.000	0.000	Merged-chr4-126753517-82
NR53098--MA0742.1.Klf12	chr6	131360882	131360896	-	0.000	0.000	Merged-chr6-131360914-18
NR38795--MA0741.1.KLF16	chr3	88493103	88493113	-	0.000	0.000	Merged-chr3-88493035-35
NR48526--MA0740.1.KLF14	chr5	122502325	122502338	+	0.000	0.000	Merged-chr5-122502152-98
NR33138--MA0741.1.KLF16	chr2	29102782	29102792	-	0.000	0.000	Merged-chr2-29102866-17
NR6839--MA0599.1.KLF5	chr10	95262798	95262807	+	0.000	0.000	Merged-chr10-95262672-51
NR54263--MA0741.1.KLF16	chr7	6362862	6362872	+	0.000	0.000	Merged-chr7-6362949-126
NR35249--MA0599.1.KLF5	chr2	121449201	121449210	+	0.000	0.000	Merged-chr2-121449280-76
NR6847--MA0741.1.KLF16	chr10	95357807	95357817	-	0.000	0.000	Merged-chr10-95357903-8
NR13373--MA0741.1.KLF16	chr12	56345639	56345649	+	0.000	0.000	Merged-chr12-56345725-68
NR59986--MA0741.1.KLF16	chr8	81014977	81014987	+	0.000	0.000	Merged-chr8-81015053-72
NR28859--MA0741.1.KLF16	chr18	6136100	6136110	-	0.000	0.000	Merged-chr18-6136132-113
NR4501--MA0741.1.KLF16	chr10	7473691	7473701	-	0.000	0.000	Merged-chr10-7473929-104
NR12814--MA0599.1.KLF5	chr12	11266098	11266107	-	0.000	0.000	Merged-chr12-11266075-96
NR10979--MA0599.1.KLF5	chr11	95834562	95834571	+	0.000	0.000	Merged-chr11-95834511-50
NR66309--MA0599.1.KLF5	chrX	96019789	96019798	-	0.000	0.000	Merged-chrX-96019802-20
NR55426--MA0599.1.KLF5	chr7	45121664	45121673	+	0.000	0.000	Merged-chr7-45121524-44
NR9509--MA0741.1.KLF16	chr11	59192032	59192042	-	0.000	0.000	Merged-chr11-59191865-65
NR47253--MA0599.1.KLF5	chr5	93206444	93206453	-	0.000	0.000	Merged-chr5-93206281-145
NR50032--MA0741.1.KLF16	chr5	146794831	146794841	+	0.000	0.000	Merged-chr5-146794783-76
NR30807--MA0599.1.KLF5	chr19	5098553	5098562	-	0.000	0.000	Merged-chr19-5098548-15
NR59687--MA0599.1.KLF5	chr8	70699012	70699021	+	0.000	0.000	Merged-chr8-70699111-121
NR65215--MA0740.1.KLF14	chr9	118821827	118821840	-	0.000	0.000	Merged-chr9-118821695-53
NR65326--MA0493.1.Klf1	chr9	120063081	120063091	-	0.000	0.000	Merged-chr9-120063137-1
NR11075--MA0599.1.KLF5	chr11	97187062	97187071	+	0.000	0.000	Merged-chr11-97187177-25
NR66673--MA0741.1.KLF16	chrX	140445977	140445987	+	0.000	0.000	Merged-chrX-140445982-4
NR12199--MA0741.1.KLF16	chr11	116238250	116238260	-	0.000	0.000	Merged-chr11-116238206-29
NR16165--MA1107.1.KLF9	chr13	51726391	51726403	-	0.000	0.000	Merged-chr13-51726299-41
NR27724--MA1107.1.KLF9	chr17	56997292	56997304	-	0.000	0.000	Merged-chr17-56997354-48
NR48112--MA0740.1.KLF14	chr5	114823494	114823507	+	0.000	0.000	Merged-chr5-114823339-44
NR37849--MA0493.1.Klf1	chr3	21838242	21838252	+	0.000	0.000	Merged-chr3-21838264-19
NR38652--MA0741.1.KLF16	chr3	84228711	84228721	+	0.000	0.000	Merged-chr3-84228654-57
NR11742--MA0599.1.KLF5	chr11	106674701	106674710	-	0.000	0.000	Merged-chr11-106674818-63
NR35141--MA0742.1.Klf12	chr2	119189562	119189576	+	0.000	0.000	Merged-chr2-119189381-64
NR28045--MA0599.1.KLF5	chr17	71526988	71526997	+	0.000	0.000	Merged-chr17-71526906-96
NR58678--MA0742.1.Klf12	chr8	19784620	19784634	-	0.000	0.000	Merged-chr8-19784732-63
NR28384--MA1107.1.KLF9	chr17	80621135	80621147	+	0.000	0.000	Merged-chr17-80621176-31
NR66573--MA0599.1.KLF5	chrX	134541676	134541685	+	0.000	0.000	Merged-chrX-134541555-76
NR60252--MA1107.1.KLF9	chr8	88771476	88771488	-	0.000	0.000	Merged-chr8-88771445-24
NR31012--MA0740.1.KLF14	chr19	8774463	8774476	+	0.000	0.000	Merged-chr19-8774618-52
NR6745--MA0599.1.KLF5	chr10	93070804	93070813	+	0.000	0.000	Merged-chr10-93070711-45
NR41783--MA0742.1.Klf12	chr4	40757924	40757938	+	0.000	0.000	Merged-chr4-40757747-77
NR21848--MA0493.1.Klf1	chr15	77970556	77970566	+	0.000	0.000	Merged-chr15-77970844-78
NR65218--MA1107.1.KLF9	chr9	118845201	118845213	+	0.000	0.000	Merged-chr9-118845184-15
NR9455--MA0599.1.KLF5	chr11	58098002	58098011	-	0.000	0.000	Merged-chr11-58098164-53
NR46377--MA1107.1.KLF9	chr5	36590903	36590915	+	0.000	0.000	Merged-chr5-36590712-21
NR31949--MA0740.1.KLF14	chr19	46573347	46573360	-	0.000	0.000	Merged-chr19-46573181-77
NR1308--MA0742.1.Klf12	chr1	87828368	87828382	+	0.000	0.000	Merged-chr1-87828412-48
NR60730--MA0740.1.KLF14	chr8	111940615	111940628	+	0.000	0.000	Merged-chr8-111940598-130
NR54447--MA0742.1.Klf12	chr7	16906146	16906160	-	0.000	0.000	Merged-chr7-16906031-31
NR12720--MA0599.1.KLF5	chr12	4592993	4593002	+	0.000	0.000	Merged-chr12-4593168-103
NR11616--MA0741.1.KLF16	chr11	104631540	104631550	-	0.000	0.000	Merged-chr11-104631492-24
NR22263--MA0741.1.KLF16	chr15	83367414	83367424	+	0.000	0.000	Merged-chr15-83367311-32
NR55671--MA1107.1.KLF9	chr7	51913748	51913760	+	0.000	0.000	Merged-chr7-51913756-51
NR64841--MA0599.1.KLF5	chr9	114401081	114401090	-	0.000	0.000	Merged-chr9-114401306-81
NR10527--MA0599.1.KLF5	chr11	85140181	85140190	-	0.000	0.000	Merged-chr11-85140096-67
NR10866--MA1107.1.KLF9	chr11	94141668	94141680	+	0.000	0.000	Merged-chr11-94141772-16
NR38738--MA0599.1.KLF5	chr3	87411296	87411305	+	0.000	0.000	Merged-chr3-87411362-13
NR3547--MA0740.1.KLF14	chr1	178449406	178449419	+	0.000	0.000	Merged-chr1-178449320-25
NR50553--MA1107.1.KLF9	chr6	22424209	22424221	+	0.000	0.000	Merged-chr6-22424289-78
NR23960--MA0741.1.KLF16	chr16	20141019	20141029	+	0.000	0.000	Merged-chr16-20141134-72
NR34083--MA0599.1.KLF5	chr2	69897237	69897246	+	0.000	0.000	Merged-chr2-69897295-21
NR51765--MA0599.1.KLF5	chr6	86526645	86526654	-	0.000	0.000	Merged-chr6-86526681-157
NR48638--MA0493.1.Klf1	chr5	124095853	124095863	-	0.000	0.000	Merged-chr5-124095874-61
NR42380--MA1107.1.KLF9	chr4	59003106	59003118	+	0.000	0.000	Merged-chr4-59003265-59
NR15402--MA1107.1.KLF9	chr13	12395130	12395142	-	0.000	0.000	Merged-chr13-12395311-75
NR54406--MA0740.1.KLF14	chr7	16387579	16387592	+	0.000	0.000	Merged-chr7-16387704-57
NR41479--MA0493.1.Klf1	chr4	8926796	8926806	-	0.000	0.000	Merged-chr4-8926844-63
NR2183--MA0741.1.KLF16	chr1	135818771	135818781	+	0.000	0.000	Merged-chr1-135818684-27
NR57544--MA0741.1.KLF16	chr7	127841645	127841655	-	0.000	0.000	Merged-chr7-127841775-106
NR16983--MA0740.1.KLF14	chr13	91223995	91224008	-	0.000	0.000	Merged-chr13-91224009-83
NR30596--MA0493.1.Klf1	chr18	84951701	84951711	-	0.000	0.000	Merged-chr18-84951669-87
NR48343--MA0599.1.KLF5	chr5	118590778	118590787	+	0.000	0.000	Merged-chr5-118590932-25
NR8907--MA0599.1.KLF5	chr11	31870860	31870869	+	0.000	0.000	Merged-chr11-31870754-70
NR6990--MA1107.1.KLF9	chr10	99263255	99263267	-	0.000	0.000	Merged-chr10-99263174-93
NR24464--MA0493.1.Klf1	chr16	44358121	44358131	-	0.000	0.000	Merged-chr16-44357903-54
NR55117--MA0740.1.KLF14	chr7	30563768	30563781	+	0.000	0.000	Merged-chr7-30563639-130
NR58439--MA0039.3.KLF4	chr8	3354633	3354643	+	0.000	0.000	Merged-chr8-3354570-64
NR9567--MA0599.1.KLF5	chr11	60353013	60353022	+	0.000	0.000	Merged-chr11-60353018-61
NR200--MA0741.1.KLF16	chr1	21079393	21079403	+	0.000	0.000	Merged-chr1-21079276-92
NR8222--MA0741.1.KLF16	chr10	128674128	128674138	-	0.000	0.000	Merged-chr10-128674238-95
NR15757--MA0599.1.KLF5	chr13	32868381	32868390	+	0.000	0.000	Merged-chr13-32868285-30
NR33893--MA0599.1.KLF5	chr2	59630020	59630029	-	0.000	0.000	Merged-chr2-59629993-27
NR12547--MA0740.1.KLF14	chr11	120190045	120190058	+	0.000	0.000	Merged-chr11-120189977-47
NR41851--MA0599.1.KLF5	chr4	41658717	41658726	-	0.000	0.000	Merged-chr4-41658604-11
NR20506--MA0741.1.KLF16	chr14	121379269	121379279	+	0.000	0.000	Merged-chr14-121379142-144
NR35521--MA0742.1.Klf12	chr2	130274265	130274279	-	0.000	0.000	Merged-chr2-130274398-60
NR64897--MA0741.1.KLF16	chr9	114933886	114933896	+	0.000	0.000	Merged-chr9-114933914-87
NR44561--MA0599.1.KLF5	chr4	139352431	139352440	+	0.000	0.000	Merged-chr4-139352479-61
NR59785--MA0493.1.Klf1	chr8	71725669	71725679	+	0.000	0.000	Merged-chr8-71725669-40
NR18252--MA0599.1.KLF5	chr14	6757210	6757219	+	0.000	0.000	Merged-chr14-6757064-86
NR55783--MA1107.1.KLF9	chr7	63984433	63984445	-	0.000	0.000	Merged-chr7-63984461-22
NR1453--MA0740.1.KLF14	chr1	92934601	92934614	+	0.000	0.000	Merged-chr1-92934490-65
NR12445--MA0742.1.Klf12	chr11	118248766	118248780	+	0.000	0.000	Merged-chr11-118248688-60
NR7915--MA0493.1.Klf1	chr10	123076427	123076437	+	0.000	0.000	Merged-chr10-123076393-79
NR732--MA0742.1.Klf12	chr1	58303859	58303873	-	0.000	0.000	Merged-chr1-58304012-69
NR58830--MA0599.1.KLF5	chr8	25578428	25578437	+	0.000	0.000	Merged-chr8-25578502-39
