#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/Naive_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.up.bed
NR45535--MA0741.1.KLF16	chr4	32387963	32387973	+	0.000	0.000	Merged-chr4-32387941-10
NR39495--MA1107.1.KLF9	chr2	155050906	155050918	-	0.000	0.000	Merged-chr2-155050840-76
NR33511--MA1107.1.KLF9	chr18	82812532	82812544	-	0.000	0.000	Merged-chr18-82812542-35
NR17390--MA0599.1.KLF5	chr13	64161686	64161695	+	0.000	0.000	Merged-chr13-64161873-63
NR14537--MA0599.1.KLF5	chr12	73647844	73647853	-	0.000	0.000	Merged-chr12-73647879-51
NR20999--MA1107.1.KLF9	chr14	57826338	57826350	+	0.000	0.000	Merged-chr14-57826371-66
NR3677--MA0740.1.KLF14	chr1	156474387	156474400	+	0.000	0.000	Merged-chr1-156474258-59
NR56519--MA0741.1.KLF16	chr6	108783059	108783069	-	0.000	0.000	Merged-chr6-108783235-52
NR47682--MA0493.1.Klf1	chr4	119195366	119195376	+	0.000	0.000	Merged-chr4-119195443-60
NR32879--MA0599.1.KLF5	chr18	65430790	65430799	+	0.000	0.000	Merged-chr18-65430843-87
NR61404--MA0039.3.KLF4	chr7	126285447	126285457	-	0.000	0.000	Merged-chr7-126285441-83
NR6215--MA0741.1.KLF16	chr10	40301610	40301620	+	0.000	0.000	Merged-chr10-40301581-108
NR58485--MA0599.1.KLF5	chr7	19749761	19749770	+	0.000	0.000	Merged-chr7-19749873-53
NR21810--MA0741.1.KLF16	chr14	98169361	98169371	+	0.000	0.000	Merged-chr14-98169356-45
NR39804--MA1107.1.KLF9	chr2	164403067	164403079	-	0.000	0.000	Merged-chr2-164403168-19
NR1169--MA1107.1.KLF9	chr1	58797424	58797436	+	0.000	0.000	Merged-chr1-58797535-46
NR39984--MA0740.1.KLF14	chr2	168159010	168159023	+	0.000	0.000	Merged-chr2-168159188-34
NR44197--MA1107.1.KLF9	chr3	143493064	143493076	+	0.000	0.000	Merged-chr3-143493127-1
NR24348--MA0599.1.KLF5	chr15	78935234	78935243	+	0.000	0.000	Merged-chr15-78935090-51
NR68592--MA0741.1.KLF16	chrX	12151842	12151852	+	0.000	0.000	Merged-chrX-12151801-24
NR55202--MA0599.1.KLF5	chr6	53986475	53986484	-	0.000	0.000	Merged-chr6-53986314-10
NR10540--MA0599.1.KLF5	chr11	50388467	50388476	-	0.000	0.000	Merged-chr11-50388359-2
NR64035--MA0599.1.KLF5	chr8	82402589	82402598	-	0.000	0.000	Merged-chr8-82402722-77
NR24472--MA1107.1.KLF9	chr15	80722063	80722075	-	0.000	0.000	Merged-chr15-80722026-5
NR30572--MA0741.1.KLF16	chr17	73273827	73273837	+	0.000	0.000	Merged-chr17-73273981-22
NR53714--MA0741.1.KLF16	chr5	143315434	143315444	+	0.000	0.000	Merged-chr5-143315545-3
NR47911--MA0599.1.KLF5	chr4	124936957	124936966	+	0.000	0.000	Merged-chr4-124937021-50
NR63934--MA0493.1.Klf1	chr8	77383805	77383815	+	0.000	0.000	Merged-chr8-77383968-15
NR11939--MA0599.1.KLF5	chr11	96318543	96318552	-	0.000	0.000	Merged-chr11-96318689-43
NR18477--MA0741.1.KLF16	chr13	97406646	97406656	+	0.000	0.000	Merged-chr13-97406780-35
NR24692--MA0493.1.Klf1	chr15	84663178	84663188	-	0.000	0.000	Merged-chr15-84663201-26
NR68062--MA1107.1.KLF9	chr9	112186614	112186626	+	0.000	0.000	Merged-chr9-112186441-37
NR32785--MA0599.1.KLF5	chr18	61911597	61911606	-	0.000	0.000	Merged-chr18-61911637-53
NR14434--MA0599.1.KLF5	chr12	69790737	69790746	-	0.000	0.000	Merged-chr12-69790971-62
NR24182--MA0741.1.KLF16	chr15	76698125	76698135	+	0.000	0.000	Merged-chr15-76698046-57
NR65040--MA0740.1.KLF14	chr8	119344371	119344384	-	0.000	0.000	Merged-chr8-119344551-61
NR21315--MA0740.1.KLF14	chr14	70635879	70635892	+	0.000	0.000	Merged-chr14-70635949-38
NR49088--MA0599.1.KLF5	chr4	152178079	152178088	-	0.000	0.000	Merged-chr4-152178295-75
NR30251--MA0493.1.Klf1	chr17	65558470	65558480	-	0.000	0.000	Merged-chr17-65558424-20
NR9517--MA0493.1.Klf1	chr10	128270504	128270514	-	0.000	0.000	Merged-chr10-128270552-51
NR37685--MA0740.1.KLF14	chr2	92458643	92458656	+	0.000	0.000	Merged-chr2-92458693-6
NR24519--MA0741.1.KLF16	chr15	81481234	81481244	-	0.000	0.000	Merged-chr15-81481205-40
NR45915--MA0741.1.KLF16	chr4	43499671	43499681	-	0.000	0.000	Merged-chr4-43499565-45
NR66293--MA0741.1.KLF16	chr9	44305642	44305652	+	0.000	0.000	Merged-chr9-44305753-50
NR53695--MA0741.1.KLF16	chr5	142909261	142909271	-	0.000	0.000	Merged-chr5-142909413-47
NR58091--MA0657.1.KLF13	chr7	6191495	6191512	-	0.000	0.000	Merged-chr7-6191566-11
NR57027--MA1107.1.KLF9	chr6	125355263	125355275	-	0.000	0.000	Merged-chr6-125355418-28
NR53273--MA0599.1.KLF5	chr5	135689096	135689105	-	0.000	0.000	Merged-chr5-135689128-71
NR6851--MA1107.1.KLF9	chr10	62984205	62984217	+	0.000	0.000	Merged-chr10-62984405-51
NR48750--MA0741.1.KLF16	chr4	144404708	144404718	-	0.000	0.000	Merged-chr4-144404562-1,Merged-chr4-144404799-3
NR67818--MA0039.3.KLF4	chr9	106071861	106071871	+	0.000	0.000	Merged-chr9-106071900-22
NR1066--MA1107.1.KLF9	chr1	52800557	52800569	+	0.000	0.000	Merged-chr1-52800518-18
NR67828--MA0493.1.Klf1	chr9	106199277	106199287	-	0.000	0.000	Merged-chr9-106199274-52
NR35708--MA0741.1.KLF16	chr2	23002934	23002944	+	0.000	0.000	Merged-chr2-23002862-6
NR28270--MA0741.1.KLF16	chr17	6601744	6601754	-	0.000	0.000	Merged-chr17-6601656-57
NR56189--MA0599.1.KLF5	chr6	97294088	97294097	-	0.000	0.000	Merged-chr6-97294114-106
NR63119--MA0742.1.Klf12	chr8	46617374	46617388	-	0.000	0.000	Merged-chr8-46617433-87
NR47141--MA0599.1.KLF5	chr4	95052668	95052677	-	0.000	0.000	Merged-chr4-95052595-139
NR38814--MA0741.1.KLF16	chr2	132512642	132512652	-	0.000	0.000	Merged-chr2-132512511-69
NR40062--MA0493.1.Klf1	chr2	169634035	169634045	+	0.000	0.000	Merged-chr2-169634008-43
NR28336--MA0741.1.KLF16	chr17	7170098	7170108	-	0.000	0.000	Merged-chr17-7169938-73
NR52486--MA0039.3.KLF4	chr5	118465283	118465293	-	0.000	0.000	Merged-chr5-118465239-56
NR21296--MA0740.1.KLF14	chr14	70520456	70520469	-	0.000	0.000	Merged-chr14-70520372-68
NR60382--MA0741.1.KLF16	chr7	84149144	84149154	-	0.000	0.000	Merged-chr7-84149073-24
NR45287--MA1107.1.KLF9	chr4	14922325	14922337	-	0.000	0.000	Merged-chr4-14922203-28
NR34312--MA0741.1.KLF16	chr19	29325370	29325380	+	0.000	0.000	Merged-chr19-29325284-39
NR11630--MA0599.1.KLF5	chr11	83302820	83302829	+	0.000	0.000	Merged-chr11-83302766-59
NR14498--MA0741.1.KLF16	chr12	72014611	72014621	+	0.000	0.000	Merged-chr12-72014638-4
NR25223--MA0599.1.KLF5	chr15	98181301	98181310	+	0.000	0.000	Merged-chr15-98181409-51
NR68496--MA0741.1.KLF16	chrX	7586650	7586660	-	0.000	0.000	Merged-chrX-7586610-10
NR10176--MA0039.3.KLF4	chr11	24077536	24077546	-	0.000	0.000	Merged-chr11-24077473-13
NR53281--MA0741.1.KLF16	chr5	135744288	135744298	+	0.000	0.000	Merged-chr5-135744270-59
NR54581--MA1107.1.KLF9	chr6	28421777	28421789	-	0.000	0.000	Merged-chr6-28421757-53
NR32897--MA0599.1.KLF5	chr18	65924896	65924905	-	0.000	0.000	Merged-chr18-65924997-33
NR63751--MA0599.1.KLF5	chr8	71382078	71382087	-	0.000	0.000	Merged-chr8-71381982-56
NR68717--MA0599.1.KLF5	chrX	36598159	36598168	+	0.000	0.000	Merged-chrX-36598230-66
NR51001--MA0741.1.KLF16	chr5	66618860	66618870	-	0.000	0.000	Merged-chr5-66618614-86
NR10440--MA0740.1.KLF14	chr11	45944884	45944897	+	0.000	0.000	Merged-chr11-45944686-83
NR46007--MA0741.1.KLF16	chr4	45530893	45530903	+	0.000	0.000	Merged-chr4-45530813-118
NR43207--MA0599.1.KLF5	chr3	108961731	108961740	+	0.000	0.000	Merged-chr3-108961882-10
NR24231--MA0493.1.Klf1	chr15	77406709	77406719	+	0.000	0.000	Merged-chr15-77406567-38
NR52173--MA1107.1.KLF9	chr5	112273911	112273923	+	0.000	0.000	Merged-chr5-112273853-3
NR6847--MA0741.1.KLF16	chr10	62886856	62886866	-	0.000	0.000	Merged-chr10-62886738-45
NR3904--MA1107.1.KLF9	chr1	164366697	164366709	-	0.000	0.000	Merged-chr1-164366862-30
NR35710--MA0599.1.KLF5	chr2	23006373	23006382	+	0.000	0.000	Merged-chr2-23006422-36
NR1039--MA0657.1.KLF13	chr1	52150102	52150119	-	0.000	0.000	Merged-chr1-52150135-5
NR64392--MA1107.1.KLF9	chr8	94413596	94413608	+	0.000	0.000	Merged-chr8-94413719-53
NR39777--MA0741.1.KLF16	chr2	163472702	163472712	-	0.000	0.000	Merged-chr2-163472521-59
NR22992--MA0599.1.KLF5	chr15	27578022	27578031	+	0.000	0.000	Merged-chr15-27578127-37
NR22714--MA0493.1.Klf1	chr15	10714725	10714735	-	0.000	0.000	Merged-chr15-10714882-50
NR23579--MA0039.3.KLF4	chr15	44836445	44836455	+	0.000	0.000	Merged-chr15-44836465-32
NR40094--MA0599.1.KLF5	chr2	170206042	170206051	-	0.000	0.000	Merged-chr2-170206161-1
NR42689--MA1107.1.KLF9	chr3	95135829	95135841	-	0.000	0.000	Merged-chr3-95135773-59
NR58146--MA0741.1.KLF16	chr7	7130765	7130775	+	0.000	0.000	Merged-chr7-7130705-50
NR43766--MA0493.1.Klf1	chr3	131272089	131272099	-	0.000	0.000	Merged-chr3-131271947-79
NR62660--MA1107.1.KLF9	chr8	27161530	27161542	-	0.000	0.000	Merged-chr8-27161535-3
NR32883--MA0493.1.Klf1	chr18	65430850	65430860	+	0.000	0.000	Merged-chr18-65430843-87
NR38607--MA1107.1.KLF9	chr2	128061296	128061308	+	0.000	0.000	Merged-chr2-128061246-44
NR56195--MA0741.1.KLF16	chr6	97300929	97300939	-	0.000	0.000	Merged-chr6-97300820-20
NR67626--MA1107.1.KLF9	chr9	97310557	97310569	-	0.000	0.000	Merged-chr9-97310505-7
NR31044--MA0741.1.KLF16	chr17	87602383	87602393	+	0.000	0.000	Merged-chr17-87602344-31
NR4482--MA0741.1.KLF16	chr1	177442139	177442149	-	0.000	0.000	Merged-chr1-177442185-139
NR41885--MA0740.1.KLF14	chr3	61002698	61002711	+	0.000	0.000	Merged-chr3-61002853-90
NR26494--MA0741.1.KLF16	chr16	34690563	34690573	-	0.000	0.000	Merged-chr16-34690700-62
NR8243--MA1107.1.KLF9	chr10	97160936	97160948	+	0.000	0.000	Merged-chr10-97161137-2
NR62237--MA0741.1.KLF16	chr8	11009758	11009768	+	0.000	0.000	Merged-chr8-11009747-8
NR23818--MA0599.1.KLF5	chr15	60132908	60132917	-	0.000	0.000	Merged-chr15-60132913-50
NR9455--MA0599.1.KLF5	chr10	127621182	127621191	-	0.000	0.000	Merged-chr10-127621046-1
NR12598--MA1107.1.KLF9	chr11	113612167	113612179	+	0.000	0.000	Merged-chr11-113612276-39
NR28026--MA1107.1.KLF9	chr16	94371681	94371693	-	0.000	0.000	Merged-chr16-94371721-8
NR55070--MA0741.1.KLF16	chr6	48676102	48676112	-	0.000	0.000	Merged-chr6-48676195-68
NR34825--MA1107.1.KLF9	chr19	47910171	47910183	+	0.000	0.000	Merged-chr19-47910337-85
NR65580--MA0039.3.KLF4	chr9	11579251	11579261	-	0.000	0.000	Merged-chr9-11579132-23
NR5086--MA0493.1.Klf1	chr1	193189572	193189582	+	0.000	0.000	Merged-chr1-193189573-66
NR12720--MA0599.1.KLF5	chr11	115765506	115765515	-	0.000	0.000	Merged-chr11-115765590-61
NR2868--MA0741.1.KLF16	chr1	131910351	131910361	-	0.000	0.000	Merged-chr1-131910348-5
NR53390--MA0741.1.KLF16	chr5	137510645	137510655	+	0.000	0.000	Merged-chr5-137510550-66
NR47924--MA0740.1.KLF14	chr4	126046993	126047006	+	0.000	0.000	Merged-chr4-126047082-53
NR39487--MA0493.1.Klf1	chr2	155050841	155050851	-	0.000	0.000	Merged-chr2-155050840-76
NR7676--MA0742.1.Klf12	chr10	81357424	81357438	+	0.000	0.000	Merged-chr10-81357608-63
NR64841--MA0599.1.KLF5	chr8	111393734	111393743	-	0.000	0.000	Merged-chr8-111393745-41
NR43183--MA0741.1.KLF16	chr3	108381763	108381773	-	0.000	0.000	Merged-chr3-108381595-4
NR47365--MA0599.1.KLF5	chr4	106841946	106841955	+	0.000	0.000	Merged-chr4-106841993-21
NR66893--MA0740.1.KLF14	chr9	65908957	65908970	-	0.000	0.000	Merged-chr9-65909052-64
NR34163--MA0493.1.Klf1	chr19	14641675	14641685	+	0.000	0.000	Merged-chr19-14641589-4
NR27855--MA0599.1.KLF5	chr16	91547049	91547058	-	0.000	0.000	Merged-chr16-91546772-86
NR64374--MA0741.1.KLF16	chr8	93810534	93810544	+	0.000	0.000	Merged-chr8-93810346-59
NR6685--MA0741.1.KLF16	chr10	59702458	59702468	-	0.000	0.000	Merged-chr10-59702548-66
NR23879--MA0740.1.KLF14	chr15	64113259	64113272	+	0.000	0.000	Merged-chr15-64113403-29
NR59565--MA1107.1.KLF9	chr7	48137254	48137266	-	0.000	0.000	Merged-chr7-48137318-1
NR40187--MA1107.1.KLF9	chr2	172392452	172392464	-	0.000	0.000	Merged-chr2-172392373-19
NR39379--MA1107.1.KLF9	chr2	152197553	152197565	+	0.000	0.000	Merged-chr2-152197442-27
NR24737--MA0741.1.KLF16	chr15	85735368	85735378	-	0.000	0.000	Merged-chr15-85735483-51
NR45928--MA0741.1.KLF16	chr4	43875778	43875788	-	0.000	0.000	Merged-chr4-43875709-66
NR57157--MA1107.1.KLF9	chr6	128839162	128839174	+	0.000	0.000	Merged-chr6-128839257-138
NR38490--MA0741.1.KLF16	chr2	125135989	125135999	-	0.000	0.000	Merged-chr2-125136116-38
NR15757--MA0599.1.KLF5	chr12	118836995	118837004	-	0.000	0.000	Merged-chr12-118836898-44
NR68994--MA0742.1.Klf12	chrX	73921994	73922008	-	0.000	0.000	Merged-chrX-73921958-51
NR48887--MA0740.1.KLF14	chr4	148160082	148160095	+	0.000	0.000	Merged-chr4-148160107-67
NR12832--MA0599.1.KLF5	chr11	116643517	116643526	+	0.000	0.000	Merged-chr11-116643471-18
NR43106--MA0741.1.KLF16	chr3	105825735	105825745	+	0.000	0.000	Merged-chr3-105825792-34
NR834--MA0740.1.KLF14	chr1	39949395	39949408	-	0.000	0.000	Merged-chr1-39949345-35
NR43431--MA0657.1.KLF13	chr3	121370592	121370609	-	0.000	0.000	Merged-chr3-121370505-2
NR12818--MA0740.1.KLF14	chr11	116490428	116490441	-	0.000	0.000	Merged-chr11-116490389-61
NR3031--MA0742.1.Klf12	chr1	136234166	136234180	-	0.000	0.000	Merged-chr1-136234299-43
NR27841--MA0493.1.Klf1	chr16	91448277	91448287	+	0.000	0.000	Merged-chr16-91448282-13
NR61386--MA0742.1.Klf12	chr7	125603375	125603389	-	0.000	0.000	Merged-chr7-125603403-47
NR23194--MA0740.1.KLF14	chr15	35155952	35155965	-	0.000	0.000	Merged-chr15-35155762-73
NR10596--MA0740.1.KLF14	chr11	53096960	53096973	-	0.000	0.000	Merged-chr11-53097142-34
NR4591--MA0741.1.KLF16	chr1	180548105	180548115	-	0.000	0.000	Merged-chr1-180548194-33
NR38827--MA0741.1.KLF16	chr2	132687118	132687128	+	0.000	0.000	Merged-chr2-132687004-41
NR7835--MA0599.1.KLF5	chr10	84440812	84440821	-	0.000	0.000	Merged-chr10-84440807-71
NR51947--MA0039.3.KLF4	chr5	105004711	105004721	-	0.000	0.000	Merged-chr5-105004765-44
NR5099--MA1107.1.KLF9	chr1	193349938	193349950	-	0.000	0.000	Merged-chr1-193349952-15
NR39980--MA0599.1.KLF5	chr2	168154561	168154570	+	0.000	0.000	Merged-chr2-168154639-40
NR53712--MA0599.1.KLF5	chr5	143315434	143315443	+	0.000	0.000	Merged-chr5-143315545-3
NR8217--MA0493.1.Klf1	chr10	96609765	96609775	+	0.000	0.000	Merged-chr10-96609713-52
NR59471--MA1107.1.KLF9	chr7	45643819	45643831	-	0.000	0.000	Merged-chr7-45643762-54
NR60146--MA0599.1.KLF5	chr7	78881820	78881829	-	0.000	0.000	Merged-chr7-78881919-4
NR13115--MA1107.1.KLF9	chr12	4841424	4841436	+	0.000	0.000	Merged-chr12-4841599-31
NR50894--MA0493.1.Klf1	chr5	64764567	64764577	-	0.000	0.000	Merged-chr5-64764597-23
NR11617--MA0599.1.KLF5	chr11	82908270	82908279	+	0.000	0.000	Merged-chr11-82908298-45
NR43087--MA0741.1.KLF16	chr3	105704891	105704901	+	0.000	0.000	Merged-chr3-105704887-86
NR34719--MA0599.1.KLF5	chr19	46056539	46056548	-	0.000	0.000	Merged-chr19-46056669-79
NR64278--MA0741.1.KLF16	chr8	91134003	91134013	+	0.000	0.000	Merged-chr8-91133941-78
NR67178--MA0039.3.KLF4	chr9	80313761	80313771	-	0.000	0.000	Merged-chr9-80313733-27
NR25566--MA0742.1.Klf12	chr16	5352403	5352417	-	0.000	0.000	Merged-chr16-5352310-61
NR64398--MA0599.1.KLF5	chr8	94533012	94533021	-	0.000	0.000	Merged-chr8-94533073-46
NR47678--MA0493.1.Klf1	chr4	119195281	119195291	+	0.000	0.000	Merged-chr4-119195443-60
NR4243--MA0741.1.KLF16	chr1	172455586	172455596	-	0.000	0.000	Merged-chr1-172455714-32
NR17704--MA0599.1.KLF5	chr13	74166993	74167002	+	0.000	0.000	Merged-chr13-74166987-58
NR37759--MA1107.1.KLF9	chr2	94273450	94273462	+	0.000	0.000	Merged-chr2-94273480-55
NR9051--MA0742.1.Klf12	chr10	118813764	118813778	-	0.000	0.000	Merged-chr10-118813922-11
NR29586--MA1107.1.KLF9	chr17	43252888	43252900	-	0.000	0.000	Merged-chr17-43252932-1
NR58266--MA0599.1.KLF5	chr7	16120203	16120212	-	0.000	0.000	Merged-chr7-16119991-49
NR5761--MA0039.3.KLF4	chr10	19188579	19188589	-	0.000	0.000	Merged-chr10-19188580-55
NR29485--MA0740.1.KLF14	chr17	35969856	35969869	-	0.000	0.000	Merged-chr17-35969818-62
NR47383--MA0599.1.KLF5	chr4	106932816	106932825	-	0.000	0.000	Merged-chr4-106932798-2
NR60220--MA0740.1.KLF14	chr7	80123326	80123339	+	0.000	0.000	Merged-chr7-80123359-34
NR62736--MA0039.3.KLF4	chr8	33897362	33897372	-	0.000	0.000	Merged-chr8-33897306-17
NR30280--MA0741.1.KLF16	chr17	66101652	66101662	-	0.000	0.000	Merged-chr17-66101673-100
NR40011--MA0740.1.KLF14	chr2	168904367	168904380	+	0.000	0.000	Merged-chr2-168904404-53
NR499--MA0741.1.KLF16	chr1	23922395	23922405	-	0.000	0.000	Merged-chr1-23922466-2
NR63446--MA0742.1.Klf12	chr8	64872035	64872049	-	0.000	0.000	Merged-chr8-64871934-64
NR47907--MA0599.1.KLF5	chr4	124751528	124751537	-	0.000	0.000	Merged-chr4-124751555-48
NR38665--MA0741.1.KLF16	chr2	129065934	129065944	-	0.000	0.000	Merged-chr2-129066183-78
NR23721--MA0741.1.KLF16	chr15	57912421	57912431	-	0.000	0.000	Merged-chr15-57912529-99
NR66434--MA0493.1.Klf1	chr9	48980583	48980593	+	0.000	0.000	Merged-chr9-48980590-7
NR10105--MA0740.1.KLF14	chr11	22782984	22782997	-	0.000	0.000	Merged-chr11-22782908-24
NR8588--MA1107.1.KLF9	chr10	108161940	108161952	+	0.000	0.000	Merged-chr10-108162135-108
NR52085--MA0599.1.KLF5	chr5	110176867	110176876	+	0.000	0.000	Merged-chr5-110176742-78
NR60775--MA0741.1.KLF16	chr7	101012084	101012094	-	0.000	0.000	Merged-chr7-101011923-30
NR60299--MA0741.1.KLF16	chr7	80919520	80919530	-	0.000	0.000	Merged-chr7-80919490-53
NR60472--MA0740.1.KLF14	chr7	89404329	89404342	+	0.000	0.000	Merged-chr7-89404144-109
NR59010--MA1107.1.KLF9	chr7	30333140	30333152	-	0.000	0.000	Merged-chr7-30333026-1
NR58242--MA0039.3.KLF4	chr7	16001849	16001859	-	0.000	0.000	Merged-chr7-16001989-41
NR35007--MA0493.1.Klf1	chr19	60183110	60183120	+	0.000	0.000	Merged-chr19-60182957-49
NR68223--MA0741.1.KLF16	chr9	118669776	118669786	+	0.000	0.000	Merged-chr9-118669839-33
NR37450--MA1107.1.KLF9	chr2	80581213	80581225	-	0.000	0.000	Merged-chr2-80581097-101
NR39706--MA1107.1.KLF9	chr2	160887969	160887981	-	0.000	0.000	Merged-chr2-160887795-88
NR19948--MA0741.1.KLF16	chr14	20674310	20674320	+	0.000	0.000	Merged-chr14-20674407-80
NR3931--MA1107.1.KLF9	chr1	165174115	165174127	-	0.000	0.000	Merged-chr1-165174283-37
NR68960--MA0742.1.Klf12	chrX	71622511	71622525	+	0.000	0.000	Merged-chrX-71622436-27
NR18476--MA0599.1.KLF5	chr13	97406646	97406655	+	0.000	0.000	Merged-chr13-97406780-35
NR14486--MA0742.1.Klf12	chr12	71030418	71030432	+	0.000	0.000	Merged-chr12-71030638-56
NR56059--MA0493.1.Klf1	chr6	92214131	92214141	-	0.000	0.000	Merged-chr6-92214194-3
NR48377--MA0740.1.KLF14	chr4	135198110	135198123	+	0.000	0.000	Merged-chr4-135197991-22
NR53269--MA0599.1.KLF5	chr5	135689002	135689011	-	0.000	0.000	Merged-chr5-135689128-71
NR10442--MA0599.1.KLF5	chr11	46056327	46056336	+	0.000	0.000	Merged-chr11-46056388-65
NR69036--MA1107.1.KLF9	chrX	75382319	75382331	+	0.000	0.000	Merged-chrX-75382175-2,Merged-chrX-75382490-45
NR61006--MA0657.1.KLF13	chr7	110221659	110221676	-	0.000	0.000	Merged-chr7-110221778-96
NR28315--MA0741.1.KLF16	chr17	6978846	6978856	-	0.000	0.000	Merged-chr17-6979052-61
NR38643--MA1107.1.KLF9	chr2	128698317	128698329	+	0.000	0.000	Merged-chr2-128698451-42
NR15717--MA0741.1.KLF16	chr12	117447358	117447368	-	0.000	0.000	Merged-chr12-117447459-59
NR47137--MA0599.1.KLF5	chr4	94978997	94979006	+	0.000	0.000	Merged-chr4-94979011-66
NR13100--MA0741.1.KLF16	chr12	4038979	4038989	+	0.000	0.000	Merged-chr12-4038819-48
NR23226--MA0740.1.KLF14	chr15	36521580	36521593	+	0.000	0.000	Merged-chr15-36521520-11
NR28296--MA0599.1.KLF5	chr17	6948439	6948448	+	0.000	0.000	Merged-chr17-6948507-80
NR25371--MA0599.1.KLF5	chr15	101145623	101145632	+	0.000	0.000	Merged-chr15-101145704-46
NR50325--MA1107.1.KLF9	chr5	36722602	36722614	+	0.000	0.000	Merged-chr5-36722614-37
NR52468--MA0740.1.KLF14	chr5	118082040	118082053	+	0.000	0.000	Merged-chr5-118082270-75
NR39846--MA0599.1.KLF5	chr2	165326496	165326505	+	0.000	0.000	Merged-chr2-165326643-68
NR62844--MA0742.1.Klf12	chr8	35597271	35597285	+	0.000	0.000	Merged-chr8-35597143-68
NR11083--MA1107.1.KLF9	chr11	69063615	69063627	+	0.000	0.000	Merged-chr11-69063631-1
NR68746--MA0741.1.KLF16	chrX	38182042	38182052	-	0.000	0.000	Merged-chrX-38181994-21
NR57081--MA1107.1.KLF9	chr6	127149898	127149910	-	0.000	0.000	Merged-chr6-127149806-20
NR51851--MA0741.1.KLF16	chr5	100846146	100846156	-	0.000	0.000	Merged-chr5-100846236-82
NR31117--MA1107.1.KLF9	chr17	88597600	88597612	+	0.000	0.000	Merged-chr17-88597413-65
NR26555--MA0599.1.KLF5	chr16	38088930	38088939	-	0.000	0.000	Merged-chr16-38089125-126
NR52178--MA1107.1.KLF9	chr5	112273921	112273933	+	0.000	0.000	Merged-chr5-112273853-3
NR35263--MA0742.1.Klf12	chr2	9801639	9801653	-	0.000	0.000	Merged-chr2-9801686-39
NR43130--MA1107.1.KLF9	chr3	106484087	106484099	-	0.000	0.000	Merged-chr3-106483877-61
NR21311--MA0493.1.Klf1	chr14	70618076	70618086	-	0.000	0.000	Merged-chr14-70618190-41
NR48132--MA0742.1.Klf12	chr4	130520441	130520455	-	0.000	0.000	Merged-chr4-130520365-48
NR61133--MA0599.1.KLF5	chr7	115369852	115369861	-	0.000	0.000	Merged-chr7-115369968-2
NR25572--MA0493.1.Klf1	chr16	5454499	5454509	-	0.000	0.000	Merged-chr16-5454445-9
NR12604--MA0599.1.KLF5	chr11	113751850	113751859	+	0.000	0.000	Merged-chr11-113751660-154
NR52086--MA0741.1.KLF16	chr5	110176867	110176877	+	0.000	0.000	Merged-chr5-110176742-78
NR37419--MA1107.1.KLF9	chr2	79550517	79550529	-	0.000	0.000	Merged-chr2-79550583-34
NR9463--MA1107.1.KLF9	chr10	127621165	127621177	-	0.000	0.000	Merged-chr10-127621046-1
NR15314--MA0599.1.KLF5	chr12	101718629	101718638	+	0.000	0.000	Merged-chr12-101718493-65
NR59557--MA0493.1.Klf1	chr7	46963492	46963502	+	0.000	0.000	Merged-chr7-46963434-23
NR7981--MA0741.1.KLF16	chr10	89747866	89747876	+	0.000	0.000	Merged-chr10-89747839-80
NR52628--MA0741.1.KLF16	chr5	122209837	122209847	+	0.000	0.000	Merged-chr5-122209892-38
NR68061--MA0741.1.KLF16	chr9	112186617	112186627	+	0.000	0.000	Merged-chr9-112186441-37
NR59262--MA0599.1.KLF5	chr7	38163809	38163818	+	0.000	0.000	Merged-chr7-38163666-11
NR7798--MA0742.1.Klf12	chr10	83534119	83534133	+	0.000	0.000	Merged-chr10-83533900-47
NR22927--MA0741.1.KLF16	chr15	25413775	25413785	+	0.000	0.000	Merged-chr15-25413790-40
NR68771--MA0599.1.KLF5	chrX	38635145	38635154	-	0.000	0.000	Merged-chrX-38635204-84
NR53147--MA1107.1.KLF9	chr5	134507452	134507464	-	0.000	0.000	Merged-chr5-134507549-21
NR63309--MA0740.1.KLF14	chr8	57653226	57653239	+	0.000	0.000	Merged-chr8-57652766-224
NR65160--MA1107.1.KLF9	chr8	121578151	121578163	+	0.000	0.000	Merged-chr8-121578320-1
NR24490--MA0039.3.KLF4	chr15	81166468	81166478	-	0.000	0.000	Merged-chr15-81166483-2
NR11532--MA0599.1.KLF5	chr11	79132293	79132302	-	0.000	0.000	Merged-chr11-79132078-52
NR38093--MA0493.1.Klf1	chr2	114153385	114153395	-	0.000	0.000	Merged-chr2-114153480-37
NR34091--MA1107.1.KLF9	chr19	9993093	9993105	-	0.000	0.000	Merged-chr19-9993156-28
NR28153--MA0741.1.KLF16	chr16	97922643	97922653	-	0.000	0.000	Merged-chr16-97922460-77
NR66433--MA0039.3.KLF4	chr9	48980585	48980595	+	0.000	0.000	Merged-chr9-48980590-7
NR28174--MA1107.1.KLF9	chr17	4908417	4908429	-	0.000	0.000	Merged-chr17-4908313-79
