#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Runx/DKO_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.up.bed
NR11129--MA0511.2.RUNX2	chr9	101249836	101249844	-	0.000	0.000	Merged-chr9-101249791-43
NR10253--MA0002.2.RUNX1	chr8	40963101	40963111	+	0.000	0.000	Merged-chr8-40963134-88
NR9767--MA0684.1.RUNX3	chr7	98090400	98090409	+	0.000	0.000	Merged-chr7-98090470-13
NR4011--MA0002.2.RUNX1	chr15	73140525	73140535	-	0.000	0.000	Merged-chr15-73140453-54
NR4948--MA0002.2.RUNX1	chr17	35392683	35392693	+	0.000	0.000	Merged-chr17-35392677-25
NR2997--MA0002.2.RUNX1	chr13	52083823	52083833	+	0.000	0.000	Merged-chr13-52083938-53
NR2602--MA0002.2.RUNX1	chr12	102945738	102945748	-	0.000	0.000	Merged-chr12-102945751-11
NR5807--MA0684.1.RUNX3	chr19	40300140	40300149	+	0.000	0.000	Merged-chr19-40300210-18
NR8642--MA0684.1.RUNX3	chr5	143077514	143077523	+	0.000	0.000	Merged-chr5-143077525-16
NR10653--MA0684.1.RUNX3	chr8	128577440	128577449	-	0.000	0.000	Merged-chr8-128577516-12
NR7895--MA0511.2.RUNX2	chr4	139242141	139242149	-	0.000	0.000	Merged-chr4-139242159-17
NR8494--MA0002.2.RUNX1	chr5	118271940	118271950	+	0.000	0.000	Merged-chr5-118271976-24
NR4411--MA0684.1.RUNX3	chr16	35905583	35905592	-	0.000	0.000	Merged-chr16-35905598-39
NR3459--MA0511.2.RUNX2	chr14	54138392	54138400	+	0.000	0.000	Merged-chr14-54138460-21
NR11060--MA0002.2.RUNX1	chr9	89212725	89212735	-	0.000	0.000	Merged-chr9-89212688-42
NR4805--MA0002.2.RUNX1	chr17	12715293	12715303	-	0.000	0.000	Merged-chr17-12715294-20
NR9227--MA0511.2.RUNX2	chr6	128771053	128771061	-	0.000	0.000	Merged-chr6-128771124-9
NR995--MA0002.2.RUNX1	chr10	21226354	21226364	-	0.000	0.000	Merged-chr10-21226469-19
NR3089--MA0002.2.RUNX1	chr13	81162518	81162528	+	0.000	0.000	Merged-chr13-81162609-12
NR680--MA0511.2.RUNX2	chr1	166153509	166153517	-	0.000	0.000	Merged-chr1-166153550-30
NR746--MA0511.2.RUNX2	chr1	176950177	176950185	+	0.000	0.000	Merged-chr1-176950373-27
NR9128--MA0002.2.RUNX1	chr6	116136108	116136118	+	0.000	0.000	Merged-chr6-116136227-16
NR7177--MA0002.2.RUNX1	chr3	133079931	133079941	-	0.000	0.000	Merged-chr3-133079778-18
NR5497--MA0002.2.RUNX1	chr18	76215918	76215928	-	0.000	0.000	Merged-chr18-76215968-18
NR2506--MA0002.2.RUNX1	chr12	86819377	86819387	+	0.000	0.000	Merged-chr12-86819231-52
NR10491--MA0684.1.RUNX3	chr8	111595925	111595934	+	0.000	0.000	Merged-chr8-111595874-65
NR581--MA0002.2.RUNX1	chr1	153140974	153140984	+	0.000	0.000	Merged-chr1-153140977-54
NR9191--MA0684.1.RUNX3	chr6	124730117	124730126	+	0.000	0.000	Merged-chr6-124730249-43
NR7799--MA0511.2.RUNX2	chr4	124695933	124695941	-	0.000	0.000	Merged-chr4-124696004-25
NR10014--MA0002.2.RUNX1	chr7	132402775	132402785	+	0.000	0.000	Merged-chr7-132402823-64
NR2692--MA0002.2.RUNX1	chr12	112976384	112976394	-	0.000	0.000	Merged-chr12-112976486-72
NR981--MA0684.1.RUNX3	chr10	20235880	20235889	-	0.000	0.000	Merged-chr10-20235836-6
NR10907--MA0511.2.RUNX2	chr9	67813735	67813743	+	0.000	0.000	Merged-chr9-67813867-45
NR5149--MA0002.2.RUNX1	chr17	80772668	80772678	+	0.000	0.000	Merged-chr17-80772766-52
NR3198--MA0002.2.RUNX1	chr13	99148606	99148616	-	0.000	0.000	Merged-chr13-99148566-18
NR7656--MA0511.2.RUNX2	chr4	98040364	98040372	+	0.000	0.000	Merged-chr4-98040330-51
NR6780--MA0002.2.RUNX1	chr3	21996140	21996150	+	0.000	0.000	Merged-chr3-21996009-51
NR8526--MA0002.2.RUNX1	chr5	123930728	123930738	+	0.000	0.000	Merged-chr5-123930715-52
NR10537--MA0002.2.RUNX1	chr8	117157046	117157056	-	0.000	0.000	Merged-chr8-117157080-16
NR5105--MA0511.2.RUNX2	chr17	73810291	73810299	-	0.000	0.000	Merged-chr17-73810198-2
NR6846--MA0002.2.RUNX1	chr3	55419613	55419623	+	0.000	0.000	Merged-chr3-55419547-37
NR4895--MA0002.2.RUNX1	chr17	28967016	28967026	+	0.000	0.000	Merged-chr17-28967141-28
NR9508--MA0002.2.RUNX1	chr7	27860537	27860547	-	0.000	0.000	Merged-chr7-27860517-78
NR10888--MA0511.2.RUNX2	chr9	64797603	64797611	+	0.000	0.000	Merged-chr9-64797561-46
NR4851--MA0511.2.RUNX2	chr17	19445082	19445090	+	0.000	0.000	Merged-chr17-19445027-33
NR3869--MA0684.1.RUNX3	chr15	36361438	36361447	+	0.000	0.000	Merged-chr15-36361606-62
NR10395--MA0684.1.RUNX3	chr8	85543630	85543639	-	0.000	0.000	Merged-chr8-85543776-5
NR10000--MA0684.1.RUNX3	chr7	131045615	131045624	+	0.000	0.000	Merged-chr7-131045620-32
NR7513--MA0511.2.RUNX2	chr4	48075011	48075019	-	0.000	0.000	Merged-chr4-48075082-48
NR6975--MA0684.1.RUNX3	chr3	97055097	97055106	-	0.000	0.000	Merged-chr3-97055000-19
NR10123--MA0002.2.RUNX1	chr8	3205371	3205381	+	0.000	0.000	Merged-chr8-3205181-19
NR5357--MA0511.2.RUNX2	chr18	56413122	56413130	-	0.000	0.000	Merged-chr18-56413005-50
NR712--MA0511.2.RUNX2	chr1	172197314	172197322	-	0.000	0.000	Merged-chr1-172197316-25
NR3948--MA0511.2.RUNX2	chr15	60132881	60132889	-	0.000	0.000	Merged-chr15-60132913-50
NR7209--MA0002.2.RUNX1	chr3	136688185	136688195	+	0.000	0.000	Merged-chr3-136688298-63
NR5258--MA0002.2.RUNX1	chr18	14985706	14985716	+	0.000	0.000	Merged-chr18-14985821-9
NR10252--MA0684.1.RUNX3	chr8	40584804	40584813	+	0.000	0.000	Merged-chr8-40584789-43
NR5529--MA0002.2.RUNX1	chr18	80686276	80686286	-	0.000	0.000	Merged-chr18-80686265-50
NR8364--MA0002.2.RUNX1	chr5	103917326	103917336	-	0.000	0.000	Merged-chr5-103917325-19
NR10318--MA0684.1.RUNX3	chr8	70174663	70174672	-	0.000	0.000	Merged-chr8-70174484-11
NR10375--MA0002.2.RUNX1	chr8	82383382	82383392	-	0.000	0.000	Merged-chr8-82383447-3
NR964--MA0511.2.RUNX2	chr10	18965062	18965070	+	0.000	0.000	Merged-chr10-18964975-40
NR10997--MA0511.2.RUNX2	chr9	80313776	80313784	-	0.000	0.000	Merged-chr9-80313733-27
NR11201--MA0002.2.RUNX1	chr9	114446464	114446474	-	0.000	0.000	Merged-chr9-114446417-16
NR2724--MA0002.2.RUNX1	chr12	115359119	115359129	+	0.000	0.000	Merged-chr12-115359237-46
NR11108--MA0511.2.RUNX2	chr9	96583333	96583341	-	0.000	0.000	Merged-chr9-96583315-51
NR5195--MA0511.2.RUNX2	chr17	86278294	86278302	+	0.000	0.000	Merged-chr17-86278304-8
NR5466--MA0511.2.RUNX2	chr18	69209062	69209070	-	0.000	0.000	Merged-chr18-69209051-20
NR7795--MA0684.1.RUNX3	chr4	123577747	123577756	+	0.000	0.000	Merged-chr4-123577716-54
NR4804--MA0684.1.RUNX3	chr17	12513683	12513692	-	0.000	0.000	Merged-chr17-12513699-7
NR3786--MA0511.2.RUNX2	chr15	5108562	5108570	-	0.000	0.000	Merged-chr15-5108448-64
NR9598--MA0002.2.RUNX1	chr7	56202994	56203004	+	0.000	0.000	Merged-chr7-56202998-14
NR6607--MA0002.2.RUNX1	chr2	164356396	164356406	-	0.000	0.000	Merged-chr2-164356374-20
NR2853--MA0684.1.RUNX3	chr13	20306360	20306369	-	0.000	0.000	Merged-chr13-20306536-31
NR9869--MA0002.2.RUNX1	chr7	112369002	112369012	+	0.000	0.000	Merged-chr7-112369142-36
NR2310--MA0002.2.RUNX1	chr12	25365625	25365635	+	0.000	0.000	Merged-chr12-25365486-14
NR1235--MA0511.2.RUNX2	chr10	80763638	80763646	+	0.000	0.000	Merged-chr10-80763655-40
NR5096--MA0002.2.RUNX1	chr17	72949544	72949554	-	0.000	0.000	Merged-chr17-72949450-92
NR123--MA0684.1.RUNX3	chr1	43207414	43207423	+	0.000	0.000	Merged-chr1-43207362-30
NR7398--MA0511.2.RUNX2	chr4	8907006	8907014	-	0.000	0.000	Merged-chr4-8906961-41
NR246--MA0002.2.RUNX1	chr1	69759798	69759808	+	0.000	0.000	Merged-chr1-69759830-47
NR5052--MA0511.2.RUNX2	chr17	57131990	57131998	+	0.000	0.000	Merged-chr17-57131873-41
NR9184--MA0002.2.RUNX1	chr6	122837931	122837941	-	0.000	0.000	Merged-chr6-122837963-9
NR5118--MA0511.2.RUNX2	chr17	74745175	74745183	-	0.000	0.000	Merged-chr17-74745133-7
NR2833--MA0002.2.RUNX1	chr13	16340952	16340962	-	0.000	0.000	Merged-chr13-16341023-40
NR8330--MA0002.2.RUNX1	chr5	97946435	97946445	-	0.000	0.000	Merged-chr5-97946420-40
NR1536--MA0684.1.RUNX3	chr10	128991150	128991159	-	0.000	0.000	Merged-chr10-128991197-23
NR103--MA0002.2.RUNX1	chr1	40290640	40290650	+	0.000	0.000	Merged-chr1-40290751-7
NR6650--MA0002.2.RUNX1	chr2	167997162	167997172	-	0.000	0.000	Merged-chr2-167997276-122
NR6445--MA0002.2.RUNX1	chr2	132262335	132262345	+	0.000	0.000	Merged-chr2-132262355-2
NR10692--MA0511.2.RUNX2	chr9	14568450	14568458	+	0.000	0.000	Merged-chr9-14568666-36
NR2214--MA0002.2.RUNX1	chr11	117965812	117965822	-	0.000	0.000	Merged-chr11-117965771-41
NR503--MA0684.1.RUNX3	chr1	136346080	136346089	-	0.000	0.000	Merged-chr1-136346026-74
NR10536--MA0684.1.RUNX3	chr8	117074471	117074480	-	0.000	0.000	Merged-chr8-117074609-38
NR1960--MA0002.2.RUNX1	chr11	90488369	90488379	+	0.000	0.000	Merged-chr11-90488376-19
NR10659--MA0002.2.RUNX1	chr8	128643063	128643073	+	0.000	0.000	Merged-chr8-128643198-31
NR4351--MA0002.2.RUNX1	chr16	24527375	24527385	-	0.000	0.000	Merged-chr16-24527284-22
NR9088--MA0002.2.RUNX1	chr6	108537097	108537107	+	0.000	0.000	Merged-chr6-108536943-79
NR6160--MA0684.1.RUNX3	chr2	61514184	61514193	-	0.000	0.000	Merged-chr2-61514287-58
NR212--MA0002.2.RUNX1	chr1	61402510	61402520	-	0.000	0.000	Merged-chr1-61402618-25
NR878--MA0002.2.RUNX1	chr1	191711823	191711833	-	0.000	0.000	Merged-chr1-191711825-10
NR9488--MA0684.1.RUNX3	chr7	24457834	24457843	+	0.000	0.000	Merged-chr7-24457903-49
NR5479--MA0511.2.RUNX2	chr18	73765243	73765251	-	0.000	0.000	Merged-chr18-73765273-28
NR292--MA0511.2.RUNX2	chr1	80418896	80418904	-	0.000	0.000	Merged-chr1-80418874-24
NR563--MA0511.2.RUNX2	chr1	151096213	151096221	+	0.000	0.000	Merged-chr1-151096153-39
NR3848--MA0684.1.RUNX3	chr15	31546324	31546333	+	0.000	0.000	Merged-chr15-31546423-43
NR10374--MA0684.1.RUNX3	chr8	81572864	81572873	+	0.000	0.000	Merged-chr8-81572647-16
NR7221--MA0511.2.RUNX2	chr3	137954548	137954556	+	0.000	0.000	Merged-chr3-137954430-54
NR6954--MA0684.1.RUNX3	chr3	94916148	94916157	+	0.000	0.000	Merged-chr3-94916123-28
NR420--MA0511.2.RUNX2	chr1	118459133	118459141	-	0.000	0.000	Merged-chr1-118459359-93
NR4731--MA0002.2.RUNX1	chr16	95999442	95999452	+	0.000	0.000	Merged-chr16-95999409-48
NR9468--MA0002.2.RUNX1	chr7	16201293	16201303	+	0.000	0.000	Merged-chr7-16201318-27
NR6491--MA0511.2.RUNX2	chr2	144272304	144272312	+	0.000	0.000	Merged-chr2-144272283-2
NR5114--MA0684.1.RUNX3	chr17	73882310	73882319	+	0.000	0.000	Merged-chr17-73882367-30
NR9153--MA0511.2.RUNX2	chr6	120124866	120124874	-	0.000	0.000	Merged-chr6-120124865-39
NR6729--MA0002.2.RUNX1	chr2	181443193	181443203	+	0.000	0.000	Merged-chr2-181443213-7
NR3037--MA0511.2.RUNX2	chr13	63333489	63333497	+	0.000	0.000	Merged-chr13-63333436-25
NR4778--MA0002.2.RUNX1	chr17	7931639	7931649	+	0.000	0.000	Merged-chr17-7931540-55
NR5366--MA0684.1.RUNX3	chr18	56711183	56711192	-	0.000	0.000	Merged-chr18-56711213-24
NR2432--MA0002.2.RUNX1	chr12	73895805	73895815	-	0.000	0.000	Merged-chr12-73895828-22
NR38--MA0002.2.RUNX1	chr1	20825285	20825295	-	0.000	0.000	Merged-chr1-20825313-33
NR573--MA0002.2.RUNX1	chr1	152254104	152254114	-	0.000	0.000	Merged-chr1-152254014-57
NR1135--MA0684.1.RUNX3	chr10	60287906	60287915	-	0.000	0.000	Merged-chr10-60287885-29
NR8200--MA0002.2.RUNX1	chr5	63768030	63768040	-	0.000	0.000	Merged-chr5-63767981-25
NR5445--MA0511.2.RUNX2	chr18	66407905	66407913	+	0.000	0.000	Merged-chr18-66407896-2
NR9249--MA0684.1.RUNX3	chr6	129575601	129575610	+	0.000	0.000	Merged-chr6-129575587-29
NR2832--MA0684.1.RUNX3	chr13	13729841	13729850	-	0.000	0.000	Merged-chr13-13729900-19
NR11161--MA0002.2.RUNX1	chr9	107334653	107334663	-	0.000	0.000	Merged-chr9-107334469-86
NR5223--MA0684.1.RUNX3	chr18	4295245	4295254	+	0.000	0.000	Merged-chr18-4295238-102
NR1214--MA0511.2.RUNX2	chr10	79417835	79417843	+	0.000	0.000	Merged-chr10-79417907-1
NR9533--MA0511.2.RUNX2	chr7	39650867	39650875	+	0.000	0.000	Merged-chr7-39650740-5
NR8723--MA0002.2.RUNX1	chr6	3341395	3341405	+	0.000	0.000	Merged-chr6-3341249-21
NR10258--MA0002.2.RUNX1	chr8	41334317	41334327	+	0.000	0.000	Merged-chr8-41334366-24
NR10529--MA0002.2.RUNX1	chr8	116689973	116689983	-	0.000	0.000	Merged-chr8-116689955-52
NR6567--MA0002.2.RUNX1	chr2	157117136	157117146	+	0.000	0.000	Merged-chr2-157117239-5
NR7278--MA0002.2.RUNX1	chr3	145538099	145538109	-	0.000	0.000	Merged-chr3-145538069-30
NR4843--MA0511.2.RUNX2	chr17	18957940	18957948	+	0.000	0.000	Merged-chr17-18957901-23
NR10929--MA0684.1.RUNX3	chr9	69642879	69642888	+	0.000	0.000	Merged-chr9-69642979-4
NR8104--MA0002.2.RUNX1	chr5	23413882	23413892	-	0.000	0.000	Merged-chr5-23413835-21
NR4350--MA0684.1.RUNX3	chr16	24468007	24468016	-	0.000	0.000	Merged-chr16-24467843-15
NR2941--MA0684.1.RUNX3	chr13	36814133	36814142	-	0.000	0.000	Merged-chr13-36814220-30
NR11270--MA0002.2.RUNX1	chr9	118863755	118863765	-	0.000	0.000	Merged-chr9-118863800-9
NR1118--MA0511.2.RUNX2	chr10	59392124	59392132	+	0.000	0.000	Merged-chr10-59392092-23
NR3176--MA0684.1.RUNX3	chr13	96995393	96995402	+	0.000	0.000	Merged-chr13-96995429-17
NR10244--MA0684.1.RUNX3	chr8	36182455	36182464	+	0.000	0.000	Merged-chr8-36182321-59
NR8561--MA0002.2.RUNX1	chr5	134282794	134282804	+	0.000	0.000	Merged-chr5-134282688-60
NR2544--MA0511.2.RUNX2	chr12	98269813	98269821	+	0.000	0.000	Merged-chr12-98269804-132
NR6010--MA0002.2.RUNX1	chr2	24745575	24745585	-	0.000	0.000	Merged-chr2-24745465-17
NR5206--MA0511.2.RUNX2	chr17	87321894	87321902	-	0.000	0.000	Merged-chr17-87321876-10
NR4996--MA0002.2.RUNX1	chr17	47739701	47739711	-	0.000	0.000	Merged-chr17-47739612-38
NR10989--MA0511.2.RUNX2	chr9	79756092	79756100	+	0.000	0.000	Merged-chr9-79756214-5
NR6903--MA0511.2.RUNX2	chr3	86563543	86563551	-	0.000	0.000	Merged-chr3-86563473-7
NR1148--MA0684.1.RUNX3	chr10	62533065	62533074	-	0.000	0.000	Merged-chr10-62533082-12
NR4730--MA0684.1.RUNX3	chr16	95994778	95994787	-	0.000	0.000	Merged-chr16-95994791-31
NR7787--MA0684.1.RUNX3	chr4	122829547	122829556	+	0.000	0.000	Merged-chr4-122829434-12
NR2302--MA0002.2.RUNX1	chr12	24565554	24565564	-	0.000	0.000	Merged-chr12-24565518-17
NR8613--MA0684.1.RUNX3	chr5	139368218	139368227	+	0.000	0.000	Merged-chr5-139368071-16
NR8670--MA0002.2.RUNX1	chr5	147366586	147366596	-	0.000	0.000	Merged-chr5-147366476-45
NR4982--MA0684.1.RUNX3	chr17	45703419	45703428	+	0.000	0.000	Merged-chr17-45703436-19
NR238--MA0002.2.RUNX1	chr1	69513556	69513566	+	0.000	0.000	Merged-chr1-69513618-39
NR1128--MA0002.2.RUNX1	chr10	59862008	59862018	+	0.000	0.000	Merged-chr10-59861851-9
NR7168--MA0684.1.RUNX3	chr3	131157634	131157643	-	0.000	0.000	Merged-chr3-131157614-46
NR2702--MA0684.1.RUNX3	chr12	114469089	114469098	+	0.000	0.000	Merged-chr12-114469182-47
NR37--MA0684.1.RUNX3	chr1	20740682	20740691	-	0.000	0.000	Merged-chr1-20740658-39
NR2283--MA0002.2.RUNX1	chr12	16170384	16170394	-	0.000	0.000	Merged-chr12-16170449-47
NR1479--MA0511.2.RUNX2	chr10	121297636	121297644	+	0.000	0.000	Merged-chr10-121297598-43
NR11302--MA0002.2.RUNX1	chr9	120340154	120340164	+	0.000	0.000	Merged-chr9-120340117-48
NR572--MA0684.1.RUNX3	chr1	151894203	151894212	+	0.000	0.000	Merged-chr1-151894159-30
NR8051--MA0002.2.RUNX1	chr5	8374630	8374640	+	0.000	0.000	Merged-chr5-8374526-17
NR1257--MA0684.1.RUNX3	chr10	83590840	83590849	-	0.000	0.000	Merged-chr10-83590901-21
NR966--MA0002.2.RUNX1	chr10	19185983	19185993	+	0.000	0.000	Merged-chr10-19186010-100
NR8322--MA0002.2.RUNX1	chr5	97075717	97075727	+	0.000	0.000	Merged-chr5-97075788-14
NR8988--MA0002.2.RUNX1	chr6	82744645	82744655	-	0.000	0.000	Merged-chr6-82744737-54
NR6642--MA0002.2.RUNX1	chr2	167363581	167363591	-	0.000	0.000	Merged-chr2-167363421-42
NR6913--MA0002.2.RUNX1	chr3	88452427	88452437	-	0.000	0.000	Merged-chr3-88452451-33
NR4691--MA0002.2.RUNX1	chr16	92995402	92995412	+	0.000	0.000	Merged-chr16-92995449-20
NR4962--MA0002.2.RUNX1	chr17	43645417	43645427	-	0.000	0.000	Merged-chr17-43645396-23
NR7148--MA0002.2.RUNX1	chr3	128122334	128122344	+	0.000	0.000	Merged-chr3-128122378-34
NR5424--MA0511.2.RUNX2	chr18	65481405	65481413	-	0.000	0.000	Merged-chr18-65481395-37
NR4886--MA0684.1.RUNX3	chr17	27323199	27323208	-	0.000	0.000	Merged-chr17-27323176-36
NR7277--MA0684.1.RUNX3	chr3	145538076	145538085	+	0.000	0.000	Merged-chr3-145538069-30
NR969--MA0511.2.RUNX2	chr10	19506189	19506197	-	0.000	0.000	Merged-chr10-19506242-43
NR1095--MA0684.1.RUNX3	chr10	44786536	44786545	-	0.000	0.000	Merged-chr10-44786456-11
NR7356--MA0511.2.RUNX2	chr3	154778979	154778987	+	0.000	0.000	Merged-chr3-154778992-62
NR599--MA0002.2.RUNX1	chr1	156107631	156107641	+	0.000	0.000	Merged-chr1-156107572-8
NR6480--MA0002.2.RUNX1	chr2	143063121	143063131	+	0.000	0.000	Merged-chr2-143063164-73
NR4472--MA0684.1.RUNX3	chr16	49951991	49952000	+	0.000	0.000	Merged-chr16-49952137-20
NR6751--MA0002.2.RUNX1	chr3	9968790	9968800	+	0.000	0.000	Merged-chr3-9968684-31
NR4595--MA0002.2.RUNX1	chr16	84620107	84620117	-	0.000	0.000	Merged-chr16-84619977-8
NR4200--MA0002.2.RUNX1	chr15	100301529	100301539	+	0.000	0.000	Merged-chr15-100301694-19
NR2044--MA0002.2.RUNX1	chr11	102925398	102925408	+	0.000	0.000	Merged-chr11-102925229-68
NR604--MA0684.1.RUNX3	chr1	156408249	156408258	-	0.000	0.000	Merged-chr1-156408256-35
NR8683--MA0002.2.RUNX1	chr5	148678762	148678772	-	0.000	0.000	Merged-chr5-148678733-37
NR7879--MA0511.2.RUNX2	chr4	136060222	136060230	-	0.000	0.000	Merged-chr4-136060160-34
NR6403--MA0002.2.RUNX1	chr2	128087932	128087942	+	0.000	0.000	Merged-chr2-128088091-23
NR9608--MA0684.1.RUNX3	chr7	58392982	58392991	-	0.000	0.000	Merged-chr7-58392737-68
NR7386--MA0684.1.RUNX3	chr4	6682089	6682098	-	0.000	0.000	Merged-chr4-6682175-50
NR856--MA0684.1.RUNX3	chr1	191026386	191026395	-	0.000	0.000	Merged-chr1-191026500-1
NR8335--MA0002.2.RUNX1	chr5	97983572	97983582	-	0.000	0.000	Merged-chr5-97983447-49
NR6926--MA0002.2.RUNX1	chr3	89187824	89187834	-	0.000	0.000	Merged-chr3-89188181-94
NR664--MA0511.2.RUNX2	chr1	164960259	164960267	-	0.000	0.000	Merged-chr1-164960365-86
NR7038--MA0684.1.RUNX3	chr3	108061524	108061533	+	0.000	0.000	Merged-chr3-108061628-33
NR4104--MA0002.2.RUNX1	chr15	85328088	85328098	+	0.000	0.000	Merged-chr15-85328019-32
NR6611--MA0511.2.RUNX2	chr2	164360611	164360619	-	0.000	0.000	Merged-chr2-164360506-23
NR171--MA0684.1.RUNX3	chr1	54601342	54601351	-	0.000	0.000	Merged-chr1-54601410-5
NR4660--MA0511.2.RUNX2	chr16	91781029	91781037	+	0.000	0.000	Merged-chr16-91781071-63
NR4--MA0511.2.RUNX2	chr1	4748287	4748295	-	0.000	0.000	Merged-chr1-4748298-21
NR3850--MA0002.2.RUNX1	chr15	33083258	33083268	+	0.000	0.000	Merged-chr15-33083437-82
NR6241--MA0002.2.RUNX1	chr2	84582457	84582467	+	0.000	0.000	Merged-chr2-84582461-28
NR4290--MA0002.2.RUNX1	chr16	14355058	14355068	-	0.000	0.000	Merged-chr16-14355199-2
NR3486--MA0511.2.RUNX2	chr14	60072651	60072659	+	0.000	0.000	Merged-chr14-60072713-24
NR11301--MA0684.1.RUNX3	chr9	120116423	120116432	+	0.000	0.000	Merged-chr9-120116499-4
NR10998--MA0684.1.RUNX3	chr9	80313775	80313784	-	0.000	0.000	Merged-chr9-80313733-27
NR8173--MA0002.2.RUNX1	chr5	44181982	44181992	-	0.000	0.000	Merged-chr5-44181891-36
NR2632--MA0511.2.RUNX2	chr12	107047452	107047460	-	0.000	0.000	Merged-chr12-107047336-65
NR6493--MA0002.2.RUNX1	chr2	144300253	144300263	-	0.000	0.000	Merged-chr2-144300316-30
NR4879--MA0002.2.RUNX1	chr17	26752527	26752537	+	0.000	0.000	Merged-chr17-26752448-33
NR8967--MA0002.2.RUNX1	chr6	71980575	71980585	-	0.000	0.000	Merged-chr6-71980569-75
NR469--MA0002.2.RUNX1	chr1	131049486	131049496	-	0.000	0.000	Merged-chr1-131049436-17
NR4071--MA0684.1.RUNX3	chr15	79740888	79740897	-	0.000	0.000	Merged-chr15-79740875-4
NR6350--MA0002.2.RUNX1	chr2	117403614	117403624	-	0.000	0.000	Merged-chr2-117403597-27
NR10107--MA0002.2.RUNX1	chr7	143501161	143501171	-	0.000	0.000	Merged-chr7-143501142-12
NR6416--MA0002.2.RUNX1	chr2	128544656	128544666	-	0.000	0.000	Merged-chr2-128544786-45
NR2662--MA0684.1.RUNX3	chr12	110332811	110332820	+	0.000	0.000	Merged-chr12-110332893-21
NR203--MA0684.1.RUNX3	chr1	60781769	60781778	+	0.000	0.000	Merged-chr1-60781843-37
NR6545--MA0684.1.RUNX3	chr2	154558865	154558874	-	0.000	0.000	Merged-chr2-154558771-46
NR1931--MA0002.2.RUNX1	chr11	85545769	85545779	+	0.000	0.000	Merged-chr11-85545806-18
NR7256--MA0684.1.RUNX3	chr3	142892308	142892317	+	0.000	0.000	Merged-chr3-142892335-19
NR3247--MA0511.2.RUNX2	chr13	108860301	108860309	-	0.000	0.000	Merged-chr13-108860435-34
NR677--MA0511.2.RUNX2	chr1	165985849	165985857	+	0.000	0.000	Merged-chr1-165985990-54
NR7379--MA0002.2.RUNX1	chr4	3953442	3953452	+	0.000	0.000	Merged-chr4-3953338-2
NR2166--MA0002.2.RUNX1	chr11	113536904	113536914	+	0.000	0.000	Merged-chr11-113536889-33
NR8410--MA0002.2.RUNX1	chr5	109548813	109548823	+	0.000	0.000	Merged-chr5-109548848-44
NR7335--MA0511.2.RUNX2	chr3	152443100	152443108	-	0.000	0.000	Merged-chr3-152443080-63
NR10759--MA0684.1.RUNX3	chr9	42022493	42022502	+	0.000	0.000	Merged-chr9-42022537-24
NR9188--MA0684.1.RUNX3	chr6	124375733	124375742	+	0.000	0.000	Merged-chr6-124375670-49
NR8490--MA0511.2.RUNX2	chr5	117287632	117287640	+	0.000	0.000	Merged-chr5-117287576-66
NR6210--MA0511.2.RUNX2	chr2	76567405	76567413	+	0.000	0.000	Merged-chr2-76567320-34
NR2023--MA0002.2.RUNX1	chr11	101199655	101199665	-	0.000	0.000	Merged-chr11-101199720-6
NR2689--MA0002.2.RUNX1	chr12	112720127	112720137	+	0.000	0.000	Merged-chr12-112720162-15
NR11437--MA0002.2.RUNX1	chrX	93617323	93617333	-	0.000	0.000	Merged-chrX-93617420-5
NR8810--MA0684.1.RUNX3	chr6	38581835	38581844	-	0.000	0.000	Merged-chr6-38581914-20
NR978--MA0684.1.RUNX3	chr10	19991974	19991983	-	0.000	0.000	Merged-chr10-19991968-38
NR8391--MA0002.2.RUNX1	chr5	106677005	106677015	-	0.000	0.000	Merged-chr5-106676986-37
NR8605--MA0684.1.RUNX3	chr5	139167127	139167136	-	0.000	0.000	Merged-chr5-139167149-61
NR7094--MA0684.1.RUNX3	chr3	117438880	117438889	+	0.000	0.000	Merged-chr3-117438908-21
NR4431--MA0002.2.RUNX1	chr16	43699127	43699137	+	0.000	0.000	Merged-chr16-43699187-66
NR9168--MA0002.2.RUNX1	chr6	120957517	120957527	+	0.000	0.000	Merged-chr6-120957473-22
NR10153--MA0511.2.RUNX2	chr8	14090514	14090522	-	0.000	0.000	Merged-chr8-14090395-62
NR4848--MA0511.2.RUNX2	chr17	19435175	19435183	+	0.000	0.000	Merged-chr17-19435269-18
NR10868--MA0684.1.RUNX3	chr9	62020497	62020506	+	0.000	0.000	Merged-chr9-62020503-14
NR643--MA0511.2.RUNX2	chr1	163374770	163374778	-	0.000	0.000	Merged-chr1-163374764-34
NR709--MA0511.2.RUNX2	chr1	171796427	171796435	-	0.000	0.000	Merged-chr1-171796405-6
NR11275--MA0002.2.RUNX1	chr9	119430573	119430583	+	0.000	0.000	Merged-chr9-119430482-19
NR2132--MA0002.2.RUNX1	chr11	109671985	109671995	+	0.000	0.000	Merged-chr11-109672054-52
