#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Maf/Naive_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.up.bed
NR12929--MA0089.1.MAFG::NFE2L1	chr8	119778460	119778465	-	0.000	0.000	Merged-chr8-119778504-51
NR2834--MA0501.1.MAF::NFE2	chr12	77138857	77138871	+	0.000	0.000	Merged-chr12-77138910-46
NR8334--MA0591.1.Bach1::Mafk	chr3	59321438	59321452	-	0.000	0.000	Merged-chr3-59321525-21
NR957--MA0591.1.Bach1::Mafk	chr1	173535948	173535962	+	0.000	0.000	Merged-chr1-173535900-60
NR5183--MA0659.1.MAFG	chr16	14237421	14237441	-	0.000	0.000	Merged-chr16-14237452-27
NR5259--MA0117.2.Mafb	chr16	33337330	33337341	-	0.000	0.000	Merged-chr16-33337489-51
NR4591--MA0089.1.MAFG::NFE2L1	chr15	7987655	7987660	-	0.000	0.000	Merged-chr15-7987589-29
NR11228--MA0495.2.MAFF	chr6	94623147	94623167	-	0.000	0.000	Merged-chr6-94623201-16
NR7881--MA0089.1.MAFG::NFE2L1	chr2	165890407	165890412	-	0.000	0.000	Merged-chr2-165890606-34
NR4818--MA0089.1.MAFG::NFE2L1	chr15	57695648	57695653	+	0.000	0.000	Merged-chr15-57695732-52
NR5747--MA0089.1.MAFG::NFE2L1	chr17	17581413	17581418	-	0.000	0.000	Merged-chr17-17581518-7
NR730--MA0089.1.MAFG::NFE2L1	chr1	132011189	132011194	-	0.000	0.000	Merged-chr1-132010988-72
NR13541--MA0089.1.MAFG::NFE2L1	chrX	36983869	36983874	+	0.000	0.000	Merged-chrX-36983948-23
NR12121--MA0089.1.MAFG::NFE2L1	chr7	100992056	100992061	-	0.000	0.000	Merged-chr7-100992205-4
NR118--MA0495.2.MAFF	chr1	21963192	21963212	-	0.000	0.000	Merged-chr1-21963410-76
NR3977--MA0496.2.MAFK	chr14	17414422	17414440	-	0.000	0.000	Merged-chr14-17414498-32
NR4038--MA0089.1.MAFG::NFE2L1	chr14	31685681	31685686	+	0.000	0.000	Merged-chr14-31685752-32
NR4969--MA0495.2.MAFF	chr15	83149651	83149671	+	0.000	0.000	Merged-chr15-83149470-115
NR7873--MA0591.1.Bach1::Mafk	chr2	164938922	164938936	+	0.000	0.000	Merged-chr2-164938958-38
NR6249--MA0495.2.MAFF	chr18	12869310	12869330	+	0.000	0.000	Merged-chr18-12869252-13
NR7354--MA0659.1.MAFG	chr2	75823972	75823992	-	0.000	0.000	Merged-chr2-75823994-29
NR1426--MA0089.1.MAFG::NFE2L1	chr10	42762368	42762373	-	0.000	0.000	Merged-chr10-42762562-19
NR2355--MA0089.1.MAFG::NFE2L1	chr11	88132167	88132172	-	0.000	0.000	Merged-chr11-88132051-21
NR8551--MA0591.1.Bach1::Mafk	chr3	89912852	89912866	-	0.000	0.000	Merged-chr3-89912987-87
NR2731--MA0089.1.MAFG::NFE2L1	chr12	51886617	51886622	-	0.000	0.000	Merged-chr12-51886578-29
NR3284--MA0089.1.MAFG::NFE2L1	chr13	42077768	42077773	-	0.000	0.000	Merged-chr13-42077893-29
NR6448--MA0501.1.MAF::NFE2	chr18	49721877	49721891	+	0.000	0.000	Merged-chr18-49721855-41
NR13063--MA0089.1.MAFG::NFE2L1	chr9	21852586	21852591	+	0.000	0.000	Merged-chr9-21852740-52
NR9377--MA0501.1.MAF::NFE2	chr4	62696110	62696124	-	0.000	0.000	Merged-chr4-62695960-32
NR13188--MA0496.2.MAFK	chr9	70524583	70524601	-	0.000	0.000	Merged-chr9-70524539-1
NR7515--MA0089.1.MAFG::NFE2L1	chr2	112455065	112455070	-	0.000	0.000	Merged-chr2-112455104-60
NR10075--MA0089.1.MAFG::NFE2L1	chr5	29205966	29205971	+	0.000	0.000	Merged-chr5-29205850-28
NR6661--MA0089.1.MAFG::NFE2L1	chr18	82513661	82513666	+	0.000	0.000	Merged-chr18-82513500-48
NR10384--MA0496.2.MAFK	chr5	92348951	92348969	-	0.000	0.000	Merged-chr5-92348973-52
NR13102--MA0501.1.MAF::NFE2	chr9	32713431	32713445	-	0.000	0.000	Merged-chr9-32713353-6
NR5622--MA0117.2.Mafb	chr16	92743826	92743837	-	0.000	0.000	Merged-chr16-92743989-33
NR11471--MA0591.1.Bach1::Mafk	chr6	130029870	130029884	+	0.000	0.000	Merged-chr6-130029953-23
NR10731--MA0117.2.Mafb	chr6	7844690	7844701	-	0.000	0.000	Merged-chr6-7844794-101
NR243--MA0496.2.MAFK	chr1	53909443	53909461	-	0.000	0.000	Merged-chr1-53909307-13
NR10088--MA0089.1.MAFG::NFE2L1	chr5	36006138	36006143	+	0.000	0.000	Merged-chr5-36006302-34
NR9165--MA0591.1.Bach1::Mafk	chr4	24850976	24850990	+	0.000	0.000	Merged-chr4-24851017-40
NR6889--MA0089.1.MAFG::NFE2L1	chr2	3769450	3769455	-	0.000	0.000	Merged-chr2-3769538-15
NR13754--MA0089.1.MAFG::NFE2L1	chrX	166329272	166329277	+	0.000	0.000	Merged-chrX-166329162-24
NR2266--MA0089.1.MAFG::NFE2L1	chr11	60334396	60334401	-	0.000	0.000	Merged-chr11-60334317-7
NR8920--MA0089.1.MAFG::NFE2L1	chr3	146192527	146192532	+	0.000	0.000	Merged-chr3-146192596-55
NR10806--MA0501.1.MAF::NFE2	chr6	17629870	17629884	+	0.000	0.000	Merged-chr6-17630018-29
NR4201--MA0117.2.Mafb	chr14	54137286	54137297	-	0.000	0.000	Merged-chr14-54137278-2
NR1928--MA0089.1.MAFG::NFE2L1	chr10	111214815	111214820	-	0.000	0.000	Merged-chr10-111214498-109
NR2857--MA0089.1.MAFG::NFE2L1	chr12	84031109	84031114	+	0.000	0.000	Merged-chr12-84031100-14
NR6890--MA0501.1.MAF::NFE2	chr2	3810525	3810539	-	0.000	0.000	Merged-chr2-3810542-48
NR10718--MA0117.2.Mafb	chr6	6349888	6349899	-	0.000	0.000	Merged-chr6-6349820-2
NR10858--MA0501.1.MAF::NFE2	chr6	28351379	28351393	+	0.000	0.000	Merged-chr6-28351294-19
NR7426--MA0089.1.MAFG::NFE2L1	chr2	91835236	91835241	-	0.000	0.000	Merged-chr2-91835374-51
NR12636--MA0089.1.MAFG::NFE2L1	chr8	69168595	69168600	-	0.000	0.000	Merged-chr8-69168549-18
NR3988--MA0089.1.MAFG::NFE2L1	chr14	20766174	20766179	-	0.000	0.000	Merged-chr14-20766175-32
NR11406--MA0591.1.Bach1::Mafk	chr6	119522084	119522098	+	0.000	0.000	Merged-chr6-119522115-45
NR3307--MA0089.1.MAFG::NFE2L1	chr13	51814101	51814106	+	0.000	0.000	Merged-chr13-51814319-87
NR6196--MA0089.1.MAFG::NFE2L1	chr18	3507554	3507559	+	0.000	0.000	Merged-chr18-3507740-84
NR6081--MA0089.1.MAFG::NFE2L1	chr17	80174328	80174333	-	0.000	0.000	Merged-chr17-80174428-10
NR13679--MA0659.1.MAFG	chrX	106171360	106171380	-	0.000	0.000	Merged-chrX-106171533-49
NR5856--MA0501.1.MAF::NFE2	chr17	34079783	34079797	+	0.000	0.000	Merged-chr17-34079741-9
NR11143--MA0496.2.MAFK	chr6	72900518	72900536	-	0.000	0.000	Merged-chr6-72900407-12
NR10286--MA0496.2.MAFK	chr5	72622448	72622466	+	0.000	0.000	Merged-chr5-72622310-11
NR10071--MA0496.2.MAFK	chr5	28072064	28072082	-	0.000	0.000	Merged-chr5-28071950-1
NR6498--MA0089.1.MAFG::NFE2L1	chr18	56455713	56455718	-	0.000	0.000	Merged-chr18-56455831-43
NR10288--MA0089.1.MAFG::NFE2L1	chr5	72800168	72800173	+	0.000	0.000	Merged-chr5-72800240-6
NR6874--MA0089.1.MAFG::NFE2L1	chr19	56680623	56680628	-	0.000	0.000	Merged-chr19-56680835-51
NR10508--MA0659.1.MAFG	chr5	118269183	118269203	-	0.000	0.000	Merged-chr5-118269215-26
NR8746--MA0591.1.Bach1::Mafk	chr3	122419706	122419720	-	0.000	0.000	Merged-chr3-122419865-81
NR10173--MA0089.1.MAFG::NFE2L1	chr5	53355266	53355271	+	0.000	0.000	Merged-chr5-53355267-30
NR2258--MA0591.1.Bach1::Mafk	chr11	57951761	57951775	-	0.000	0.000	Merged-chr11-57951726-64
NR5186--MA0496.2.MAFK	chr16	14237422	14237440	-	0.000	0.000	Merged-chr16-14237452-27
NR276--MA0089.1.MAFG::NFE2L1	chr1	60882910	60882915	-	0.000	0.000	Merged-chr1-60883000-15
NR1046--MA0089.1.MAFG::NFE2L1	chr1	187227965	187227970	+	0.000	0.000	Merged-chr1-187228023-6
NR12153--MA0495.2.MAFF	chr7	104465137	104465157	-	0.000	0.000	Merged-chr7-104465292-53
NR7890--MA0089.1.MAFG::NFE2L1	chr2	168154776	168154781	+	0.000	0.000	Merged-chr2-168154639-40
NR4240--MA0495.2.MAFF	chr14	64884951	64884971	-	0.000	0.000	Merged-chr14-64885056-34
NR3771--MA0089.1.MAFG::NFE2L1	chr13	114189406	114189411	-	0.000	0.000	Merged-chr13-114189236-113
NR6119--MA0089.1.MAFG::NFE2L1	chr17	85189505	85189510	-	0.000	0.000	Merged-chr17-85189630-51
NR7133--MA0496.2.MAFK	chr2	46371221	46371239	+	0.000	0.000	Merged-chr2-46371309-56
NR6534--MA0591.1.Bach1::Mafk	chr18	62156039	62156053	+	0.000	0.000	Merged-chr18-62156054-2
NR8739--MA0501.1.MAF::NFE2	chr3	121593332	121593346	+	0.000	0.000	Merged-chr3-121593516-30
NR1302--MA0591.1.Bach1::Mafk	chr10	25457377	25457391	-	0.000	0.000	Merged-chr10-25457296-47
NR11056--MA0117.2.Mafb	chr6	63424364	63424375	+	0.000	0.000	Merged-chr6-63424255-1
NR9275--MA0591.1.Bach1::Mafk	chr4	49567752	49567766	+	0.000	0.000	Merged-chr4-49567834-34
NR4927--MA0089.1.MAFG::NFE2L1	chr15	76199519	76199524	+	0.000	0.000	Merged-chr15-76199609-68
NR8579--MA0117.2.Mafb	chr3	93608162	93608173	-	0.000	0.000	Merged-chr3-93607971-30
NR12207--MA0501.1.MAF::NFE2	chr7	111782124	111782138	+	0.000	0.000	Merged-chr7-111782187-19
NR7713--MA0089.1.MAFG::NFE2L1	chr2	144555951	144555956	-	0.000	0.000	Merged-chr2-144556034-87
NR1939--MA0089.1.MAFG::NFE2L1	chr10	111997264	111997269	+	0.000	0.000	Merged-chr10-111997186-1
NR13197--MA0501.1.MAF::NFE2	chr9	72639919	72639933	+	0.000	0.000	Merged-chr9-72639976-11
NR8641--MA0591.1.Bach1::Mafk	chr3	105892542	105892556	+	0.000	0.000	Merged-chr3-105892493-111
NR3293--MA0089.1.MAFG::NFE2L1	chr13	49267889	49267894	+	0.000	0.000	Merged-chr13-49267914-12
NR2345--MA0591.1.Bach1::Mafk	chr11	87074104	87074118	-	0.000	0.000	Merged-chr11-87073947-35
NR7928--MA0089.1.MAFG::NFE2L1	chr2	173263799	173263804	+	0.000	0.000	Merged-chr2-173263932-54
NR864--MA0659.1.MAFG	chr1	160247412	160247432	+	0.000	0.000	Merged-chr1-160247316-67
NR5086--MA0591.1.Bach1::Mafk	chr16	4790140	4790154	+	0.000	0.000	Merged-chr16-4790072-71
NR2177--MA0495.2.MAFF	chr11	26640668	26640688	+	0.000	0.000	Merged-chr11-26640535-47
NR1420--MA0117.2.Mafb	chr10	41615688	41615699	+	0.000	0.000	Merged-chr10-41615681-31
NR3029--MA0089.1.MAFG::NFE2L1	chr12	115013018	115013023	-	0.000	0.000	Merged-chr12-115012998-22
NR7619--MA0591.1.Bach1::Mafk	chr2	132102955	132102969	+	0.000	0.000	Merged-chr2-132102969-23
NR10084--MA0089.1.MAFG::NFE2L1	chr5	34198822	34198827	+	0.000	0.000	Merged-chr5-34198802-20
NR1532--MA0117.2.Mafb	chr10	57743591	57743602	+	0.000	0.000	Merged-chr10-57743822-47
NR10460--MA0089.1.MAFG::NFE2L1	chr5	103377249	103377254	-	0.000	0.000	Merged-chr5-103377267-129
NR1711--MA0591.1.Bach1::Mafk	chr10	85829474	85829488	-	0.000	0.000	Merged-chr10-85829298-76
NR5858--MA0496.2.MAFK	chr17	34079778	34079796	-	0.000	0.000	Merged-chr17-34079741-9
NR11025--MA0089.1.MAFG::NFE2L1	chr6	59180504	59180509	-	0.000	0.000	Merged-chr6-59180566-24
NR9769--MA0591.1.Bach1::Mafk	chr4	145254684	145254698	-	0.000	0.000	Merged-chr4-145254618-54
NR1003--MA0591.1.Bach1::Mafk	chr1	180410494	180410508	+	0.000	0.000	Merged-chr1-180410391-12
NR10970--MA0591.1.Bach1::Mafk	chr6	49128471	49128485	-	0.000	0.000	Merged-chr6-49128471-29
NR10538--MA0495.2.MAFF	chr5	125158606	125158626	+	0.000	0.000	Merged-chr5-125158641-59
NR865--MA0089.1.MAFG::NFE2L1	chr1	160268516	160268521	+	0.000	0.000	Merged-chr1-160268500-8
NR7046--MA0089.1.MAFG::NFE2L1	chr2	23006446	23006451	+	0.000	0.000	Merged-chr2-23006422-36
NR6322--MA0591.1.Bach1::Mafk	chr18	30365829	30365843	-	0.000	0.000	Merged-chr18-30365802-26
NR7422--MA0089.1.MAFG::NFE2L1	chr2	90917617	90917622	-	0.000	0.000	Merged-chr2-90917717-75
NR5782--MA0496.2.MAFK	chr17	23630406	23630424	+	0.000	0.000	Merged-chr17-23630399-39
NR5260--MA0591.1.Bach1::Mafk	chr16	33684470	33684484	+	0.000	0.000	Merged-chr16-33684496-70
NR11629--MA0089.1.MAFG::NFE2L1	chr6	144922951	144922956	-	0.000	0.000	Merged-chr6-144923057-24
NR9697--MA0089.1.MAFG::NFE2L1	chr4	124752709	124752714	-	0.000	0.000	Merged-chr4-124752780-50
NR12715--MA0117.2.Mafb	chr8	77534636	77534647	+	0.000	0.000	Merged-chr8-77534912-51
NR11454--MA0501.1.MAF::NFE2	chr6	127945883	127945897	+	0.000	0.000	Merged-chr6-127945972-30
NR11711--MA0501.1.MAF::NFE2	chr7	16194081	16194095	-	0.000	0.000	Merged-chr7-16193928-27
NR9910--MA0501.1.MAF::NFE2	chr5	8075512	8075526	+	0.000	0.000	Merged-chr5-8075370-38
NR11643--MA0117.2.Mafb	chr6	146516336	146516347	-	0.000	0.000	Merged-chr6-146516138-30
NR12645--MA0089.1.MAFG::NFE2L1	chr8	70439463	70439468	+	0.000	0.000	Merged-chr8-70439592-70
NR10516--MA0501.1.MAF::NFE2	chr5	120775897	120775911	-	0.000	0.000	Merged-chr5-120775735-65
NR13198--MA0089.1.MAFG::NFE2L1	chr9	72797588	72797593	-	0.000	0.000	Merged-chr9-72797397-34
NR10905--MA0591.1.Bach1::Mafk	chr6	37046546	37046560	-	0.000	0.000	Merged-chr6-37046555-33
NR7071--MA0496.2.MAFK	chr2	27693884	27693902	-	0.000	0.000	Merged-chr2-27693880-30
NR2971--MA0591.1.Bach1::Mafk	chr12	103341442	103341456	-	0.000	0.000	Merged-chr12-103341437-53
NR13035--MA0117.2.Mafb	chr9	14262856	14262867	+	0.000	0.000	Merged-chr9-14262730-55
NR2618--MA0117.2.Mafb	chr12	34272998	34273009	+	0.000	0.000	Merged-chr12-34273173-1
NR166--MA0501.1.MAF::NFE2	chr1	36160372	36160386	-	0.000	0.000	Merged-chr1-36160446-48
NR3127--MA0089.1.MAFG::NFE2L1	chr13	8400881	8400886	+	0.000	0.000	Merged-chr13-8400702-31
NR6569--MA0501.1.MAF::NFE2	chr18	68190134	68190148	-	0.000	0.000	Merged-chr18-68190088-51
NR5991--MA0591.1.Bach1::Mafk	chr17	66101702	66101716	-	0.000	0.000	Merged-chr17-66101673-100
NR1900--MA0659.1.MAFG	chr10	107858904	107858924	+	0.000	0.000	Merged-chr10-107858878-12
NR12758--MA0089.1.MAFG::NFE2L1	chr8	84737848	84737853	+	0.000	0.000	Merged-chr8-84737825-38
NR5485--MA0659.1.MAFG	chr16	69946790	69946810	+	0.000	0.000	Merged-chr16-69946695-9
NR4721--MA0089.1.MAFG::NFE2L1	chr15	35465177	35465182	+	0.000	0.000	Merged-chr15-35465086-12
NR1531--MA0089.1.MAFG::NFE2L1	chr10	57448140	57448145	+	0.000	0.000	Merged-chr10-57448269-42
NR12863--MA0117.2.Mafb	chr8	107561294	107561305	-	0.000	0.000	Merged-chr8-107561256-43
NR59--MA0089.1.MAFG::NFE2L1	chr1	13301687	13301692	+	0.000	0.000	Merged-chr1-13301807-39
NR4936--MA0089.1.MAFG::NFE2L1	chr15	78528785	78528790	-	0.000	0.000	Merged-chr15-78528885-1
NR6781--MA0089.1.MAFG::NFE2L1	chr19	14695500	14695505	+	0.000	0.000	Merged-chr19-14695584-43
NR7631--MA0496.2.MAFK	chr2	133558723	133558741	+	0.000	0.000	Merged-chr2-133558747-1
NR10133--MA0659.1.MAFG	chr5	43425120	43425140	-	0.000	0.000	Merged-chr5-43425059-17
NR13370--MA0089.1.MAFG::NFE2L1	chr9	96936080	96936085	-	0.000	0.000	Merged-chr9-96936027-74
NR7797--MA0591.1.Bach1::Mafk	chr2	154603868	154603882	+	0.000	0.000	Merged-chr2-154603925-61
NR7822--MA0089.1.MAFG::NFE2L1	chr2	158160169	158160174	+	0.000	0.000	Merged-chr2-158160127-37
NR1544--MA0089.1.MAFG::NFE2L1	chr10	61233192	61233197	+	0.000	0.000	Merged-chr10-61233317-40
NR5926--MA0591.1.Bach1::Mafk	chr17	50485180	50485194	-	0.000	0.000	Merged-chr17-50485186-33
NR13186--MA0495.2.MAFF	chr9	70524582	70524602	-	0.000	0.000	Merged-chr9-70524539-1
NR12743--MA0089.1.MAFG::NFE2L1	chr8	81756826	81756831	+	0.000	0.000	Merged-chr8-81756964-44
NR6863--MA0501.1.MAF::NFE2	chr19	53434030	53434044	-	0.000	0.000	Merged-chr19-53434218-37
NR1631--MA0089.1.MAFG::NFE2L1	chr10	70903777	70903782	+	0.000	0.000	Merged-chr10-70903939-1
NR8298--MA0117.2.Mafb	chr3	52638891	52638902	-	0.000	0.000	Merged-chr3-52638981-9
NR11637--MA0496.2.MAFK	chr6	145993222	145993240	+	0.000	0.000	Merged-chr6-145993129-56
NR1140--MA0089.1.MAFG::NFE2L1	chr10	6997174	6997179	+	0.000	0.000	Merged-chr10-6997125-11
NR7748--MA0089.1.MAFG::NFE2L1	chr2	148262013	148262018	+	0.000	0.000	Merged-chr2-148262100-2
NR253--MA0501.1.MAF::NFE2	chr1	55812753	55812767	-	0.000	0.000	Merged-chr1-55812730-9
NR9388--MA0117.2.Mafb	chr4	63704405	63704416	-	0.000	0.000	Merged-chr4-63704429-30
NR1933--MA0089.1.MAFG::NFE2L1	chr10	111578563	111578568	-	0.000	0.000	Merged-chr10-111578564-64
NR10803--MA0495.2.MAFF	chr6	17629864	17629884	-	0.000	0.000	Merged-chr6-17630018-29
NR3565--MA0591.1.Bach1::Mafk	chr13	89454870	89454884	+	0.000	0.000	Merged-chr13-89454773-11
NR5776--MA0089.1.MAFG::NFE2L1	chr17	22081174	22081179	+	0.000	0.000	Merged-chr17-22081170-26
NR12641--MA0089.1.MAFG::NFE2L1	chr8	69920482	69920487	-	0.000	0.000	Merged-chr8-69920362-48
NR4732--MA0089.1.MAFG::NFE2L1	chr15	38284029	38284034	+	0.000	0.000	Merged-chr15-38283996-39
NR4917--MA0496.2.MAFK	chr15	73627475	73627493	+	0.000	0.000	Merged-chr15-73627530-51
NR12407--MA0117.2.Mafb	chr8	18954109	18954120	-	0.000	0.000	Merged-chr8-18954142-48
NR11927--MA0089.1.MAFG::NFE2L1	chr7	67631035	67631040	+	0.000	0.000	Merged-chr7-67631020-23
NR11474--MA0659.1.MAFG	chr6	130029867	130029887	-	0.000	0.000	Merged-chr6-130029953-23
NR2297--MA0089.1.MAFG::NFE2L1	chr11	69063596	69063601	+	0.000	0.000	Merged-chr11-69063631-1
NR6792--MA0089.1.MAFG::NFE2L1	chr19	18555805	18555810	-	0.000	0.000	Merged-chr19-18555822-23
NR13135--MA0591.1.Bach1::Mafk	chr9	44716936	44716950	+	0.000	0.000	Merged-chr9-44717151-19
NR12943--MA0089.1.MAFG::NFE2L1	chr8	124347216	124347221	-	0.000	0.000	Merged-chr8-124347172-50
NR194--MA0089.1.MAFG::NFE2L1	chr1	43299542	43299547	-	0.000	0.000	Merged-chr1-43299668-27
NR6103--MA0496.2.MAFK	chr17	83654980	83654998	-	0.000	0.000	Merged-chr17-83654883-58
NR4254--MA0089.1.MAFG::NFE2L1	chr14	69805329	69805334	-	0.000	0.000	Merged-chr14-69805276-121
NR6128--MA0659.1.MAFG	chr17	86063692	86063712	-	0.000	0.000	Merged-chr17-86063661-27
NR496--MA0089.1.MAFG::NFE2L1	chr1	91086428	91086433	+	0.000	0.000	Merged-chr1-91086368-53
NR1266--MA0089.1.MAFG::NFE2L1	chr10	20281670	20281675	-	0.000	0.000	Merged-chr10-20281832-45
NR2346--MA0659.1.MAFG	chr11	87074101	87074121	+	0.000	0.000	Merged-chr11-87073947-35
NR3627--MA0089.1.MAFG::NFE2L1	chr13	99148661	99148666	-	0.000	0.000	Merged-chr13-99148566-18
NR1986--MA0501.1.MAF::NFE2	chr10	122742287	122742301	-	0.000	0.000	Merged-chr10-122742317-12
NR4974--MA0591.1.Bach1::Mafk	chr15	83474198	83474212	+	0.000	0.000	Merged-chr15-83474258-63
NR11230--MA0496.2.MAFK	chr6	94623148	94623166	-	0.000	0.000	Merged-chr6-94623201-16
NR2974--MA0501.1.MAF::NFE2	chr12	103341439	103341453	-	0.000	0.000	Merged-chr12-103341437-53
NR4931--MA0591.1.Bach1::Mafk	chr15	76671569	76671583	+	0.000	0.000	Merged-chr15-76671670-56
NR3026--MA0501.1.MAF::NFE2	chr12	114991122	114991136	-	0.000	0.000	Merged-chr12-114991248-55
NR5611--MA0117.2.Mafb	chr16	91448214	91448225	-	0.000	0.000	Merged-chr16-91448282-13
NR11375--MA0591.1.Bach1::Mafk	chr6	116628692	116628706	-	0.000	0.000	Merged-chr6-116628813-88
NR12767--MA0089.1.MAFG::NFE2L1	chr8	86052138	86052143	-	0.000	0.000	Merged-chr8-86052123-41
NR1655--MA0089.1.MAFG::NFE2L1	chr10	75446552	75446557	-	0.000	0.000	Merged-chr10-75446685-44
NR1903--MA0496.2.MAFK	chr10	107858905	107858923	-	0.000	0.000	Merged-chr10-107858878-12
NR1779--MA0501.1.MAF::NFE2	chr10	93442283	93442297	-	0.000	0.000	Merged-chr10-93442339-20
NR5488--MA0496.2.MAFK	chr16	69946791	69946809	+	0.000	0.000	Merged-chr16-69946695-9
NR8197--MA0089.1.MAFG::NFE2L1	chr3	31056840	31056845	+	0.000	0.000	Merged-chr3-31056991-112
NR2291--MA0591.1.Bach1::Mafk	chr11	65795003	65795017	-	0.000	0.000	Merged-chr11-65794880-54
NR11018--MA0659.1.MAFG	chr6	57583829	57583849	-	0.000	0.000	Merged-chr6-57584006-3
NR10391--MA0496.2.MAFK	chr5	92353779	92353797	-	0.000	0.000	Merged-chr5-92353751-46
NR4869--MA0501.1.MAF::NFE2	chr15	65731459	65731473	-	0.000	0.000	Merged-chr15-65731476-9
NR10971--MA0659.1.MAFG	chr6	49128468	49128488	+	0.000	0.000	Merged-chr6-49128471-29
NR10859--MA0501.1.MAF::NFE2	chr6	28410153	28410167	-	0.000	0.000	Merged-chr6-28410269-14
NR7003--MA0117.2.Mafb	chr2	16619857	16619868	+	0.000	0.000	Merged-chr2-16619813-1
NR7798--MA0501.1.MAF::NFE2	chr2	154603871	154603885	+	0.000	0.000	Merged-chr2-154603925-61
NR9763--MA0495.2.MAFF	chr4	144404462	144404482	+	0.000	0.000	Merged-chr4-144404562-1
NR4159--MA0591.1.Bach1::Mafk	chr14	46578217	46578231	-	0.000	0.000	Merged-chr14-46578431-37
NR7744--MA0089.1.MAFG::NFE2L1	chr2	147789907	147789912	-	0.000	0.000	Merged-chr2-147789871-1
NR9729--MA0089.1.MAFG::NFE2L1	chr4	134124455	134124460	-	0.000	0.000	Merged-chr4-134124326-44
NR2570--MA0591.1.Bach1::Mafk	chr12	24630454	24630468	+	0.000	0.000	Merged-chr12-24630472-12
NR2333--MA0591.1.Bach1::Mafk	chr11	79611198	79611212	-	0.000	0.000	Merged-chr11-79611238-38
NR7887--MA0591.1.Bach1::Mafk	chr2	167840482	167840496	+	0.000	0.000	Merged-chr2-167840232-36
NR12665--MA0089.1.MAFG::NFE2L1	chr8	72354340	72354345	-	0.000	0.000	Merged-chr8-72354274-101
NR736--MA0591.1.Bach1::Mafk	chr1	134106866	134106880	-	0.000	0.000	Merged-chr1-134106892-31
NR13761--MA0591.1.Bach1::Mafk	chrX	169036510	169036524	+	0.000	0.000	Merged-chrX-169036684-51
NR3525--MA0591.1.Bach1::Mafk	chr13	85289248	85289262	+	0.000	0.000	Merged-chr13-85289179-92
NR3121--MA0495.2.MAFF	chr13	8385605	8385625	+	0.000	0.000	Merged-chr13-8385507-1
NR4843--MA0089.1.MAFG::NFE2L1	chr15	62091866	62091871	-	0.000	0.000	Merged-chr15-62091960-25
NR11020--MA0496.2.MAFK	chr6	57583830	57583848	-	0.000	0.000	Merged-chr6-57584006-3
NR870--MA0089.1.MAFG::NFE2L1	chr1	161480050	161480055	-	0.000	0.000	Merged-chr1-161480099-19
NR9891--MA0089.1.MAFG::NFE2L1	chr5	4936873	4936878	+	0.000	0.000	Merged-chr5-4936814-3
NR13681--MA0089.1.MAFG::NFE2L1	chrX	106962485	106962490	+	0.000	0.000	Merged-chrX-106962471-28
NR10618--MA0089.1.MAFG::NFE2L1	chr5	142929224	142929229	-	0.000	0.000	Merged-chr5-142929327-47
NR12476--MA0089.1.MAFG::NFE2L1	chr8	31211801	31211806	-	0.000	0.000	Merged-chr8-31211623-10
NR1381--MA0501.1.MAF::NFE2	chr10	37721261	37721275	+	0.000	0.000	Merged-chr10-37721362-7
NR11634--MA0089.1.MAFG::NFE2L1	chr6	145374573	145374578	-	0.000	0.000	Merged-chr6-145374595-4
NR10214--MA0089.1.MAFG::NFE2L1	chr5	62772116	62772121	+	0.000	0.000	Merged-chr5-62772215-28
NR8328--MA0591.1.Bach1::Mafk	chr3	58470216	58470230	-	0.000	0.000	Merged-chr3-58470222-35
NR6074--MA0591.1.Bach1::Mafk	chr17	80139920	80139934	-	0.000	0.000	Merged-chr17-80140059-47
NR3244--MA0659.1.MAFG	chr13	31505464	31505484	-	0.000	0.000	Merged-chr13-31505526-12
NR8988--MA0089.1.MAFG::NFE2L1	chr3	153959451	153959456	-	0.000	0.000	Merged-chr3-153959576-42
NR12778--MA0089.1.MAFG::NFE2L1	chr8	88755530	88755535	+	0.000	0.000	Merged-chr8-88755451-48
NR10527--MA0591.1.Bach1::Mafk	chr5	122949239	122949253	-	0.000	0.000	Merged-chr5-122949287-47
NR9243--MA0591.1.Bach1::Mafk	chr4	43025719	43025733	-	0.000	0.000	Merged-chr4-43025638-49
NR9929--MA0089.1.MAFG::NFE2L1	chr5	10714240	10714245	-	0.000	0.000	Merged-chr5-10714212-1
NR8018--MA0089.1.MAFG::NFE2L1	chr2	181659828	181659833	-	0.000	0.000	Merged-chr2-181659700-65
NR10025--MA0089.1.MAFG::NFE2L1	chr5	20061957	20061962	+	0.000	0.000	Merged-chr5-20062093-32
NR12677--MA0591.1.Bach1::Mafk	chr8	75084004	75084018	-	0.000	0.000	Merged-chr8-75083999-30
NR12117--MA0117.2.Mafb	chr7	99795359	99795370	-	0.000	0.000	Merged-chr7-99795499-24
