#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Gata/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-WT_Tfh_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-WT_Tfh_vs_WT_Th1.up.bed
NR6115--MA0482.1.Gata4	chr5	143038558	143038568	+	0.000	0.000	Merged-chr5-143038769-30
NR7464--MA0036.3.GATA2	chr9	5311521	5311531	+	0.000	0.000	Merged-chr9-5311572-34
NR3504--MA0036.3.GATA2	chr17	56291309	56291319	+	0.000	0.000	Merged-chr17-56291357-21
NR1333--MA1104.1.GATA6	chr11	98783301	98783313	+	0.000	0.000	Merged-chr11-98783373-52
NR5197--MA0037.3.GATA3	chr3	143977280	143977287	+	0.000	0.000	Merged-chr3-143977087-2
NR3495--MA0766.1.GATA5	chr17	53570083	53570090	-	0.000	0.000	Merged-chr17-53570221-85
NR4998--MA0140.2.GATA1::TAL1	chr3	103378212	103378229	-	0.000	0.000	Merged-chr3-103378248-34
NR3291--MA0482.1.Gata4	chr16	92995630	92995640	+	0.000	0.000	Merged-chr16-92995449-20
NR1215--MA0766.1.GATA5	chr11	64899065	64899072	-	0.000	0.000	Merged-chr11-64899021-36
NR7445--MA0482.1.Gata4	chr8	127589470	127589480	+	0.000	0.000	Merged-chr8-127589399-43
NR1391--MA0036.3.GATA2	chr11	108911012	108911022	+	0.000	0.000	Merged-chr11-108910906-74
NR1457--MA0036.3.GATA2	chr12	15536116	15536126	+	0.000	0.000	Merged-chr12-15536023-13
NR1263--MA0482.1.Gata4	chr11	76484397	76484407	+	0.000	0.000	Merged-chr11-76484240-22
NR2883--MA0036.3.GATA2	chr15	91616640	91616650	-	0.000	0.000	Merged-chr15-91616695-12
NR1053--MA0766.1.GATA5	chr11	6568134	6568141	-	0.000	0.000	Merged-chr11-6568162-40
NR1314--MA0036.3.GATA2	chr11	95379180	95379190	+	0.000	0.000	Merged-chr11-95379150-8
NR3466--MA0482.1.Gata4	chr17	44718328	44718338	-	0.000	0.000	Merged-chr17-44718379-50
NR3823--MA0035.3.Gata1	chr18	79303777	79303787	+	0.000	0.000	Merged-chr18-79303705-44
NR3323--MA0482.1.Gata4	chr17	3209754	3209764	+	0.000	0.000	Merged-chr17-3209784-17
NR4879--MA1104.1.GATA6	chr3	60788286	60788298	-	0.000	0.000	Merged-chr3-60788099-46
NR543--MA0766.1.GATA5	chr1	175673737	175673744	-	0.000	0.000	Merged-chr1-175673854-4
NR7958--MA0035.3.Gata1	chrX	75032272	75032282	+	0.000	0.000	Merged-chrX-75032186-8
NR610--MA0482.1.Gata4	chr1	192693231	192693241	-	0.000	0.000	Merged-chr1-192693207-29
NR4465--MA1104.1.GATA6	chr2	117412148	117412160	+	0.000	0.000	Merged-chr2-117412269-30
NR990--MA0036.3.GATA2	chr10	117377579	117377589	+	0.000	0.000	Merged-chr10-117377577-5
NR4882--MA0035.3.Gata1	chr3	60788287	60788297	+	0.000	0.000	Merged-chr3-60788099-46
NR4526--MA0140.2.GATA1::TAL1	chr2	132497584	132497601	-	0.000	0.000	Merged-chr2-132497706-22
NR5778--MA0482.1.Gata4	chr5	21054838	21054848	+	0.000	0.000	Merged-chr5-21054874-6
NR1107--MA0037.3.GATA3	chr11	22813645	22813652	+	0.000	0.000	Merged-chr11-22813643-1
NR1481--MA0482.1.Gata4	chr12	32183055	32183065	+	0.000	0.000	Merged-chr12-32183013-17
NR5492--MA0036.3.GATA2	chr4	89486086	89486096	-	0.000	0.000	Merged-chr4-89486149-23
NR1726--MA1104.1.GATA6	chr12	102283830	102283842	+	0.000	0.000	Merged-chr12-102283791-1
NR5558--MA0036.3.GATA2	chr4	117478332	117478342	-	0.000	0.000	Merged-chr4-117478210-39
NR5098--MA0140.2.GATA1::TAL1	chr3	128088442	128088459	-	0.000	0.000	Merged-chr3-128088433-16
NR1444--MA0140.2.GATA1::TAL1	chr12	8827559	8827576	-	0.000	0.000	Merged-chr12-8827572-4
NR6350--MA0037.3.GATA3	chr6	82922017	82922024	+	0.000	0.000	Merged-chr6-82922037-57
NR5635--MA0482.1.Gata4	chr4	144981240	144981250	-	0.000	0.000	Merged-chr4-144981201-46
NR5906--MA0482.1.Gata4	chr5	71903684	71903694	+	0.000	0.000	Merged-chr5-71903621-28
NR1327--MA0036.3.GATA2	chr11	98660772	98660782	-	0.000	0.000	Merged-chr11-98660794-12
NR3515--MA1104.1.GATA6	chr17	63404210	63404222	+	0.000	0.000	Merged-chr17-63404255-16
NR1266--MA0035.3.Gata1	chr11	76484396	76484406	+	0.000	0.000	Merged-chr11-76484240-22
NR7900--MA0482.1.Gata4	chr9	118512894	118512904	-	0.000	0.000	Merged-chr9-118512920-16
NR7153--MA0482.1.Gata4	chr8	18768221	18768231	+	0.000	0.000	Merged-chr8-18768213-14
NR3419--MA0037.3.GATA3	chr17	27323303	27323310	-	0.000	0.000	Merged-chr17-27323176-36
NR3972--MA1104.1.GATA6	chr19	32465410	32465422	-	0.000	0.000	Merged-chr19-32465460-36
NR8016--MA0035.3.Gata1	chrX	160766223	160766233	-	0.000	0.000	Merged-chrX-160766177-60
NR7204--MA0036.3.GATA2	chr8	34164659	34164669	+	0.000	0.000	Merged-chr8-34164566-26
NR3506--MA0140.2.GATA1::TAL1	chr17	57031707	57031724	-	0.000	0.000	Merged-chr17-57031784-94
NR706--MA0037.3.GATA3	chr10	24291721	24291728	+	0.000	0.000	Merged-chr10-24291757-17
NR6982--MA0037.3.GATA3	chr7	108943833	108943840	+	0.000	0.000	Merged-chr7-108943832-1
NR6247--MA0140.2.GATA1::TAL1	chr6	49128488	49128505	-	0.000	0.000	Merged-chr6-49128471-29
NR5304--MA1104.1.GATA6	chr4	11610146	11610158	+	0.000	0.000	Merged-chr4-11610147-18
NR1959--MA0036.3.GATA2	chr13	52008136	52008146	+	0.000	0.000	Merged-chr13-52008191-11
NR3445--MA0482.1.Gata4	chr17	35910100	35910110	+	0.000	0.000	Merged-chr17-35910117-56
NR3326--MA0035.3.Gata1	chr17	3209753	3209763	+	0.000	0.000	Merged-chr17-3209784-17
NR7727--MA0036.3.GATA2	chr9	86579814	86579824	+	0.000	0.000	Merged-chr9-86579809-9
NR655--MA0036.3.GATA2	chr10	12821597	12821607	-	0.000	0.000	Merged-chr10-12821526-15
NR6634--MA0037.3.GATA3	chr6	140548054	140548061	-	0.000	0.000	Merged-chr6-140548189-34
NR1826--MA0766.1.GATA5	chr12	116620035	116620042	-	0.000	0.000	Merged-chr12-116620074-47
NR6359--MA0482.1.Gata4	chr6	86922089	86922099	+	0.000	0.000	Merged-chr6-86921974-19
NR613--MA0035.3.Gata1	chr1	192693232	192693242	-	0.000	0.000	Merged-chr1-192693207-29
NR3733--MA1104.1.GATA6	chr18	60502491	60502503	-	0.000	0.000	Merged-chr18-60502470-34
NR3706--MA0035.3.Gata1	chr18	46448739	46448749	-	0.000	0.000	Merged-chr18-46448750-18
NR5885--MA0036.3.GATA2	chr5	63768123	63768133	+	0.000	0.000	Merged-chr5-63767981-25
NR1279--MA0035.3.Gata1	chr11	80068120	80068130	+	0.000	0.000	Merged-chr11-80068268-1
NR4700--MA0140.2.GATA1::TAL1	chr2	163111880	163111897	-	0.000	0.000	Merged-chr2-163112057-15
NR1393--MA0766.1.GATA5	chr11	108911013	108911020	-	0.000	0.000	Merged-chr11-108910906-74
NR1383--MA0036.3.GATA2	chr11	108248585	108248595	+	0.000	0.000	Merged-chr11-108248558-56
NR7894--MA0482.1.Gata4	chr9	116283895	116283905	+	0.000	0.000	Merged-chr9-116283998-37
NR3571--MA1104.1.GATA6	chr17	80323830	80323842	-	0.000	0.000	Merged-chr17-80323753-51
NR7751--MA0482.1.Gata4	chr9	94614101	94614111	+	0.000	0.000	Merged-chr9-94614117-31
NR3248--MA0766.1.GATA5	chr16	84864872	84864879	-	0.000	0.000	Merged-chr16-84864807-26
NR3695--MA0036.3.GATA2	chr18	46013366	46013376	-	0.000	0.000	Merged-chr18-46013388-48
NR548--MA0140.2.GATA1::TAL1	chr1	177259127	177259144	+	0.000	0.000	Merged-chr1-177259021-1
NR5604--MA0035.3.Gata1	chr4	129276508	129276518	-	0.000	0.000	Merged-chr4-129276649-33
NR4348--MA0037.3.GATA3	chr2	85246761	85246768	-	0.000	0.000	Merged-chr2-85246695-45
NR5128--MA0035.3.Gata1	chr3	135582002	135582012	+	0.000	0.000	Merged-chr3-135581925-8
NR1497--MA0035.3.Gata1	chr12	36057887	36057897	+	0.000	0.000	Merged-chr12-36057875-8
NR1102--MA0035.3.Gata1	chr11	11836940	11836950	+	0.000	0.000	Merged-chr11-11837020-26
NR1473--MA0482.1.Gata4	chr12	28589598	28589608	+	0.000	0.000	Merged-chr12-28589573-34
NR505--MA0140.2.GATA1::TAL1	chr1	165763682	165763699	-	0.000	0.000	Merged-chr1-165763682-102
NR5279--MA0036.3.GATA2	chr3	159505787	159505797	-	0.000	0.000	Merged-chr3-159505893-1
NR3680--MA0037.3.GATA3	chr18	39091413	39091420	+	0.000	0.000	Merged-chr18-39091619-9
NR373--MA0766.1.GATA5	chr1	136601137	136601144	-	0.000	0.000	Merged-chr1-136600909-41
NR3009--MA0766.1.GATA5	chr16	23274763	23274770	-	0.000	0.000	Merged-chr16-23274580-84
NR6310--MA0036.3.GATA2	chr6	67184854	67184864	-	0.000	0.000	Merged-chr6-67184785-39
NR8018--MA0482.1.Gata4	chrX	167233409	167233419	+	0.000	0.000	Merged-chrX-167233516-43
NR1601--MA0482.1.Gata4	chr12	76527616	76527626	-	0.000	0.000	Merged-chr12-76527633-28
NR987--MA0035.3.Gata1	chr10	117377487	117377497	+	0.000	0.000	Merged-chr10-117377577-5
NR5341--MA0036.3.GATA2	chr4	34429153	34429163	-	0.000	0.000	Merged-chr4-34429163-2
NR3737--MA0766.1.GATA5	chr18	61479926	61479933	-	0.000	0.000	Merged-chr18-61480035-15
NR7374--MA0035.3.Gata1	chr8	110846146	110846156	+	0.000	0.000	Merged-chr8-110845988-12
NR1776--MA0036.3.GATA2	chr12	112606010	112606020	+	0.000	0.000	Merged-chr12-112605824-36
NR7825--MA0766.1.GATA5	chr9	102867024	102867031	+	0.000	0.000	Merged-chr9-102867048-29
NR1463--MA0035.3.Gata1	chr12	16258475	16258485	-	0.000	0.000	Merged-chr12-16258722-16
NR1919--MA0482.1.Gata4	chr13	41447158	41447168	+	0.000	0.000	Merged-chr13-41447189-7
NR3052--MA0766.1.GATA5	chr16	43661710	43661717	+	0.000	0.000	Merged-chr16-43661789-37
NR1362--MA0036.3.GATA2	chr11	106438887	106438897	+	0.000	0.000	Merged-chr11-106438995-31
NR7897--MA0035.3.Gata1	chr9	117400612	117400622	-	0.000	0.000	Merged-chr9-117400417-34
NR81--MA0035.3.Gata1	chr1	51820734	51820744	-	0.000	0.000	Merged-chr1-51820806-47
NR7754--MA0035.3.Gata1	chr9	94614100	94614110	+	0.000	0.000	Merged-chr9-94614117-31
NR5723--MA0140.2.GATA1::TAL1	chr4	150517583	150517600	+	0.000	0.000	Merged-chr4-150517532-35
NR3821--MA1104.1.GATA6	chr18	79303776	79303788	-	0.000	0.000	Merged-chr18-79303705-44
NR4056--MA1104.1.GATA6	chr2	13760571	13760583	+	0.000	0.000	Merged-chr2-13760550-51
NR3151--MA0036.3.GATA2	chr16	56800671	56800681	+	0.000	0.000	Merged-chr16-56800625-33
NR918--MA0036.3.GATA2	chr10	96201432	96201442	-	0.000	0.000	Merged-chr10-96201472-66
NR5184--MA0035.3.Gata1	chr3	142709036	142709046	+	0.000	0.000	Merged-chr3-142708899-26
NR4643--MA0036.3.GATA2	chr2	150667355	150667365	-	0.000	0.000	Merged-chr2-150667676-130
NR7956--MA1104.1.GATA6	chrX	75032271	75032283	-	0.000	0.000	Merged-chrX-75032186-8
NR6116--MA1104.1.GATA6	chr5	143038556	143038568	-	0.000	0.000	Merged-chr5-143038769-30
NR4703--MA0140.2.GATA1::TAL1	chr2	163131101	163131118	+	0.000	0.000	Merged-chr2-163131105-39
NR7122--MA0140.2.GATA1::TAL1	chr8	8497284	8497301	+	0.000	0.000	Merged-chr8-8497226-1
NR7446--MA1104.1.GATA6	chr8	127589468	127589480	-	0.000	0.000	Merged-chr8-127589399-43
NR3420--MA1104.1.GATA6	chr17	27323301	27323313	-	0.000	0.000	Merged-chr17-27323176-36
NR5739--MA0035.3.Gata1	chr4	155082318	155082328	-	0.000	0.000	Merged-chr4-155082260-14
NR7252--MA0036.3.GATA2	chr8	64935134	64935144	+	0.000	0.000	Merged-chr8-64935114-22
NR1264--MA1104.1.GATA6	chr11	76484395	76484407	-	0.000	0.000	Merged-chr11-76484240-22
NR190--MA0766.1.GATA5	chr1	85794297	85794304	+	0.000	0.000	Merged-chr1-85794071-131
NR1883--MA0037.3.GATA3	chr13	15936373	15936380	+	0.000	0.000	Merged-chr13-15936339-55
NR3493--MA0482.1.Gata4	chr17	53570083	53570093	+	0.000	0.000	Merged-chr17-53570221-85
NR1136--MA0036.3.GATA2	chr11	33939974	33939984	+	0.000	0.000	Merged-chr11-33939802-1
NR3467--MA1104.1.GATA6	chr17	44718328	44718340	+	0.000	0.000	Merged-chr17-44718379-50
NR5224--MA0036.3.GATA2	chr3	146699129	146699139	+	0.000	0.000	Merged-chr3-146699153-10
NR5746--MA0140.2.GATA1::TAL1	chr5	8669832	8669849	+	0.000	0.000	Merged-chr5-8669855-46
NR3324--MA1104.1.GATA6	chr17	3209752	3209764	-	0.000	0.000	Merged-chr17-3209784-17
NR932--MA0035.3.Gata1	chr10	100696018	100696028	+	0.000	0.000	Merged-chr10-100696169-14
NR5476--MA0036.3.GATA2	chr4	86725371	86725381	+	0.000	0.000	Merged-chr4-86725378-12
NR5282--MA0482.1.Gata4	chr3	159509172	159509182	+	0.000	0.000	Merged-chr3-159509158-33
NR4351--MA0036.3.GATA2	chr2	85246760	85246770	+	0.000	0.000	Merged-chr2-85246695-45
NR611--MA1104.1.GATA6	chr1	192693231	192693243	+	0.000	0.000	Merged-chr1-192693207-29
NR313--MA0035.3.Gata1	chr1	120533692	120533702	+	0.000	0.000	Merged-chr1-120533758-1
NR2942--MA0036.3.GATA2	chr16	4762247	4762257	-	0.000	0.000	Merged-chr16-4762365-8
NR6860--MA0035.3.Gata1	chr7	68479021	68479031	+	0.000	0.000	Merged-chr7-68478943-25
NR7485--MA0482.1.Gata4	chr9	14201338	14201348	+	0.000	0.000	Merged-chr9-14201080-12
NR7756--MA0482.1.Gata4	chr9	95113475	95113485	+	0.000	0.000	Merged-chr9-95113538-34
NR4975--MA0035.3.Gata1	chr3	93550239	93550249	+	0.000	0.000	Merged-chr3-93550146-53
NR1915--MA0037.3.GATA3	chr13	34864587	34864594	+	0.000	0.000	Merged-chr13-34864620-19
NR4874--MA0036.3.GATA2	chr3	60565492	60565502	-	0.000	0.000	Merged-chr3-60565389-13
NR1482--MA1104.1.GATA6	chr12	32183053	32183065	-	0.000	0.000	Merged-chr12-32183013-17
NR6411--MA0036.3.GATA2	chr6	99801066	99801076	+	0.000	0.000	Merged-chr6-99800956-8
NR5907--MA1104.1.GATA6	chr5	71903682	71903694	-	0.000	0.000	Merged-chr5-71903621-28
NR1978--MA0035.3.Gata1	chr13	55636686	55636696	+	0.000	0.000	Merged-chr13-55636712-28
NR2472--MA0140.2.GATA1::TAL1	chr14	60541861	60541878	+	0.000	0.000	Merged-chr14-60541882-16
NR5570--MA0037.3.GATA3	chr4	120717460	120717467	+	0.000	0.000	Merged-chr4-120717361-2
NR7154--MA1104.1.GATA6	chr8	18768219	18768231	-	0.000	0.000	Merged-chr8-18768213-14
NR7517--MA0482.1.Gata4	chr9	32495852	32495862	-	0.000	0.000	Merged-chr9-32495799-63
NR3219--MA0766.1.GATA5	chr16	66086702	66086709	-	0.000	0.000	Merged-chr16-66086640-17
NR5837--MA0482.1.Gata4	chr5	38580781	38580791	+	0.000	0.000	Merged-chr5-38580877-38
NR650--MA0482.1.Gata4	chr10	12806117	12806127	+	0.000	0.000	Merged-chr10-12806040-40
NR4018--MA0140.2.GATA1::TAL1	chr2	3753112	3753129	+	0.000	0.000	Merged-chr2-3752976-13
NR4850--MA0766.1.GATA5	chr3	52298748	52298755	-	0.000	0.000	Merged-chr3-52298855-38
NR3015--MA0482.1.Gata4	chr16	27388012	27388022	+	0.000	0.000	Merged-chr16-27388094-20
NR1243--MA1104.1.GATA6	chr11	70265523	70265535	-	0.000	0.000	Merged-chr11-70265494-15
NR1606--MA0482.1.Gata4	chr12	77070146	77070156	+	0.000	0.000	Merged-chr12-77070291-10
NR2965--MA0766.1.GATA5	chr16	8640134	8640141	+	0.000	0.000	Merged-chr16-8639905-53
NR1216--MA0035.3.Gata1	chr11	64899064	64899074	+	0.000	0.000	Merged-chr11-64899021-36
NR3427--MA0140.2.GATA1::TAL1	chr17	30867648	30867665	+	0.000	0.000	Merged-chr17-30867734-1
NR2642--MA0035.3.Gata1	chr14	118850298	118850308	-	0.000	0.000	Merged-chr14-118850528-43
NR5997--MA1104.1.GATA6	chr5	97400175	97400187	-	0.000	0.000	Merged-chr5-97400055-3
NR5602--MA1104.1.GATA6	chr4	129276507	129276519	+	0.000	0.000	Merged-chr4-129276649-33
NR1739--MA0035.3.Gata1	chr12	104067615	104067625	+	0.000	0.000	Merged-chr12-104067684-35
NR5285--MA0035.3.Gata1	chr3	159509171	159509181	+	0.000	0.000	Merged-chr3-159509158-33
NR1054--MA0035.3.Gata1	chr11	6568133	6568143	+	0.000	0.000	Merged-chr11-6568162-40
NR1325--MA0035.3.Gata1	chr11	98497544	98497554	+	0.000	0.000	Merged-chr11-98497586-22
NR7929--MA0036.3.GATA2	chrX	9202157	9202167	+	0.000	0.000	Merged-chrX-9202139-21
NR1577--MA0035.3.Gata1	chr12	70232401	70232411	+	0.000	0.000	Merged-chr12-70232391-28
NR5963--MA1104.1.GATA6	chr5	92375115	92375127	-	0.000	0.000	Merged-chr5-92374946-3
NR4266--MA0037.3.GATA3	chr2	66185007	66185014	+	0.000	0.000	Merged-chr2-66184903-51
NR7767--MA0036.3.GATA2	chr9	96353969	96353979	-	0.000	0.000	Merged-chr9-96354104-1
NR7752--MA1104.1.GATA6	chr9	94614099	94614111	-	0.000	0.000	Merged-chr9-94614117-31
NR127--MA0037.3.GATA3	chr1	79752490	79752497	+	0.000	0.000	Merged-chr1-79752241-78
NR52--MA0035.3.Gata1	chr1	36960732	36960742	-	0.000	0.000	Merged-chr1-36960699-30
NR6913--MA0036.3.GATA2	chr7	82834593	82834603	+	0.000	0.000	Merged-chr7-82834673-11
NR3018--MA0035.3.Gata1	chr16	27388011	27388021	+	0.000	0.000	Merged-chr16-27388094-20
NR1609--MA0035.3.Gata1	chr12	77070145	77070155	+	0.000	0.000	Merged-chr12-77070291-10
NR6894--MA0036.3.GATA2	chr7	80166890	80166900	+	0.000	0.000	Merged-chr7-80166871-28
NR4375--MA0037.3.GATA3	chr2	92192029	92192036	+	0.000	0.000	Merged-chr2-92192158-30
NR4343--MA0036.3.GATA2	chr2	84887895	84887905	+	0.000	0.000	Merged-chr2-84887926-27
NR2740--MA0482.1.Gata4	chr15	36375101	36375111	-	0.000	0.000	Merged-chr15-36375084-60
NR4030--MA0035.3.Gata1	chr2	6711289	6711299	+	0.000	0.000	Merged-chr2-6711188-63
NR236--MA0037.3.GATA3	chr1	94035513	94035520	-	0.000	0.000	Merged-chr1-94035484-87
NR1474--MA1104.1.GATA6	chr12	28589596	28589608	-	0.000	0.000	Merged-chr12-28589573-34
NR2801--MA0766.1.GATA5	chr15	59010878	59010885	-	0.000	0.000	Merged-chr15-59010782-34
NR7257--MA0036.3.GATA2	chr8	69168492	69168502	-	0.000	0.000	Merged-chr8-69168549-18
NR1152--MA0482.1.Gata4	chr11	46389539	46389549	+	0.000	0.000	Merged-chr11-46389577-59
NR8019--MA1104.1.GATA6	chrX	167233407	167233419	-	0.000	0.000	Merged-chrX-167233516-43
NR7861--MA0037.3.GATA3	chr9	110448999	110449006	+	0.000	0.000	Merged-chr9-110449150-25
NR1602--MA1104.1.GATA6	chr12	76527616	76527628	+	0.000	0.000	Merged-chr12-76527633-28
NR5229--MA0036.3.GATA2	chr3	146776673	146776683	-	0.000	0.000	Merged-chr3-146776816-2
NR3288--MA0766.1.GATA5	chr16	92641313	92641320	+	0.000	0.000	Merged-chr16-92641253-41
NR2910--MA0766.1.GATA5	chr15	96827789	96827796	+	0.000	0.000	Merged-chr15-96827730-24
NR6251--MA0766.1.GATA5	chr6	49354721	49354728	-	0.000	0.000	Merged-chr6-49354722-8
NR1331--MA0037.3.GATA3	chr11	98783304	98783311	+	0.000	0.000	Merged-chr11-98783373-52
NR7223--MA0036.3.GATA2	chr8	46859563	46859573	+	0.000	0.000	Merged-chr8-46859659-64
NR3397--MA0766.1.GATA5	chr17	13655026	13655033	+	0.000	0.000	Merged-chr17-13654932-70
NR5881--MA0140.2.GATA1::TAL1	chr5	62939204	62939221	-	0.000	0.000	Merged-chr5-62939189-18
NR3735--MA0482.1.Gata4	chr18	61479926	61479936	+	0.000	0.000	Merged-chr18-61480035-15
NR3643--MA1104.1.GATA6	chr18	20970242	20970254	+	0.000	0.000	Merged-chr18-20970303-31
NR7475--MA0036.3.GATA2	chr9	11328913	11328923	+	0.000	0.000	Merged-chr9-11329095-28
NR2272--MA0766.1.GATA5	chr14	16172526	16172533	+	0.000	0.000	Merged-chr14-16172497-2
NR6360--MA0766.1.GATA5	chr6	86922089	86922096	-	0.000	0.000	Merged-chr6-86921974-19
NR2886--MA0035.3.Gata1	chr15	91616640	91616650	-	0.000	0.000	Merged-chr15-91616695-12
NR751--MA0482.1.Gata4	chr10	40713351	40713361	-	0.000	0.000	Merged-chr10-40713251-44
NR3895--MA1104.1.GATA6	chr19	4119833	4119845	+	0.000	0.000	Merged-chr19-4119891-46
NR2795--MA0766.1.GATA5	chr15	56047196	56047203	+	0.000	0.000	Merged-chr15-56047041-38
NR3573--MA0482.1.Gata4	chr17	80419076	80419086	+	0.000	0.000	Merged-chr17-80418993-27
NR1688--MA0482.1.Gata4	chr12	92625447	92625457	+	0.000	0.000	Merged-chr12-92625384-3
NR3249--MA0035.3.Gata1	chr16	84864871	84864881	+	0.000	0.000	Merged-chr16-84864807-26
NR2913--MA0036.3.GATA2	chr15	97373362	97373372	+	0.000	0.000	Merged-chr15-97373444-153
NR6043--MA0140.2.GATA1::TAL1	chr5	108694163	108694180	-	0.000	0.000	Merged-chr5-108694335-64
NR3158--MA0766.1.GATA5	chr16	57319940	57319947	+	0.000	0.000	Merged-chr16-57319907-20
NR578--MA0036.3.GATA2	chr1	184016503	184016513	+	0.000	0.000	Merged-chr1-184016575-13
NR4877--MA0037.3.GATA3	chr3	60788288	60788295	-	0.000	0.000	Merged-chr3-60788099-46
NR3238--MA0140.2.GATA1::TAL1	chr16	76337170	76337187	-	0.000	0.000	Merged-chr16-76337291-62
NR4258--MA0037.3.GATA3	chr2	65552090	65552097	+	0.000	0.000	Merged-chr2-65551988-12
NR4702--MA0036.3.GATA2	chr2	163131099	163131109	+	0.000	0.000	Merged-chr2-163131105-39
NR2546--MA0036.3.GATA2	chr14	79557827	79557837	-	0.000	0.000	Merged-chr14-79557870-40
NR3605--MA0482.1.Gata4	chr17	87036794	87036804	-	0.000	0.000	Merged-chr17-87036710-20
NR4954--MA0036.3.GATA2	chr3	84570696	84570706	+	0.000	0.000	Merged-chr3-84570776-21
NR374--MA0035.3.Gata1	chr1	136601136	136601146	+	0.000	0.000	Merged-chr1-136600909-41
NR3494--MA1104.1.GATA6	chr17	53570081	53570093	-	0.000	0.000	Merged-chr17-53570221-85
NR4811--MA0036.3.GATA2	chr3	27067359	27067369	+	0.000	0.000	Merged-chr3-27067455-6
NR3738--MA0035.3.Gata1	chr18	61479925	61479935	+	0.000	0.000	Merged-chr18-61480035-15
NR130--MA0036.3.GATA2	chr1	79752488	79752498	-	0.000	0.000	Merged-chr1-79752241-78
NR67--MA0482.1.Gata4	chr1	43457247	43457257	+	0.000	0.000	Merged-chr1-43457148-27
NR5968--MA1104.1.GATA6	chr5	92398408	92398420	+	0.000	0.000	Merged-chr5-92398390-31
NR3053--MA0035.3.Gata1	chr16	43661708	43661718	-	0.000	0.000	Merged-chr16-43661789-37
NR4991--MA0140.2.GATA1::TAL1	chr3	101701495	101701512	-	0.000	0.000	Merged-chr3-101701370-14
NR5283--MA1104.1.GATA6	chr3	159509170	159509182	-	0.000	0.000	Merged-chr3-159509158-33
NR730--MA0482.1.Gata4	chr10	34096573	34096583	-	0.000	0.000	Merged-chr10-34096665-20
NR5302--MA0140.2.GATA1::TAL1	chr4	11404222	11404239	+	0.000	0.000	Merged-chr4-11404244-13
NR1627--MA0140.2.GATA1::TAL1	chr12	83018090	83018107	-	0.000	0.000	Merged-chr12-83018186-36
NR344--MA0140.2.GATA1::TAL1	chr1	128771002	128771019	-	0.000	0.000	Merged-chr1-128770934-28
NR7757--MA1104.1.GATA6	chr9	95113473	95113485	-	0.000	0.000	Merged-chr9-95113538-34
NR1575--MA1104.1.GATA6	chr12	70232400	70232412	-	0.000	0.000	Merged-chr12-70232391-28
NR6816--MA0140.2.GATA1::TAL1	chr7	42980460	42980477	+	0.000	0.000	Merged-chr7-42980472-32
NR1253--MA0482.1.Gata4	chr11	74371769	74371779	-	0.000	0.000	Merged-chr11-74371741-4
NR4240--MA0140.2.GATA1::TAL1	chr2	59055790	59055807	+	0.000	0.000	Merged-chr2-59055992-29
NR4630--MA0482.1.Gata4	chr2	148368485	148368495	-	0.000	0.000	Merged-chr2-148368361-1
NR1134--MA0035.3.Gata1	chr11	32126242	32126252	+	0.000	0.000	Merged-chr11-32126247-55
NR7687--MA0482.1.Gata4	chr9	78024981	78024991	+	0.000	0.000	Merged-chr9-78024957-31
NR2525--MA0036.3.GATA2	chr14	74889136	74889146	+	0.000	0.000	Merged-chr14-74889136-25
NR3236--MA0036.3.GATA2	chr16	76337179	76337189	-	0.000	0.000	Merged-chr16-76337291-62
NR6081--MA0766.1.GATA5	chr5	123603827	123603834	+	0.000	0.000	Merged-chr5-123603758-26
NR5517--MA0140.2.GATA1::TAL1	chr4	101222342	101222359	+	0.000	0.000	Merged-chr4-101222255-9
NR3016--MA1104.1.GATA6	chr16	27388010	27388022	-	0.000	0.000	Merged-chr16-27388094-20
NR1607--MA1104.1.GATA6	chr12	77070144	77070156	-	0.000	0.000	Merged-chr12-77070291-10
NR1208--MA0036.3.GATA2	chr11	64086046	64086056	+	0.000	0.000	Merged-chr11-64086070-15
NR191--MA0035.3.Gata1	chr1	85794295	85794305	-	0.000	0.000	Merged-chr1-85794071-131
NR4777--MA0140.2.GATA1::TAL1	chr2	180227650	180227667	-	0.000	0.000	Merged-chr2-180227803-24
NR838--MA0140.2.GATA1::TAL1	chr10	76237928	76237945	-	0.000	0.000	Merged-chr10-76237890-83
NR462--MA0035.3.Gata1	chr1	160195097	160195107	+	0.000	0.000	Merged-chr1-160195203-53
NR4837--MA0036.3.GATA2	chr3	37483949	37483959	-	0.000	0.000	Merged-chr3-37484009-38
NR2318--MA0037.3.GATA3	chr14	27562729	27562736	+	0.000	0.000	Merged-chr14-27562668-44
NR3949--MA0140.2.GATA1::TAL1	chr19	29270292	29270309	-	0.000	0.000	Merged-chr19-29270422-21
NR6365--MA0766.1.GATA5	chr6	87041205	87041212	+	0.000	0.000	Merged-chr6-87041204-35
NR1445--MA0037.3.GATA3	chr12	12172556	12172563	-	0.000	0.000	Merged-chr12-12172464-29
