#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Gata/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-WT_Tfh_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-WT_Tfh_vs_WT_Th1.dn.bed
NR3918--MA1104.1.GATA6	chr19	12805881	12805893	+	0.000	0.000	Merged-chr19-12806193-62
NR5386--MA0140.2.GATA1::TAL1	chr4	59278701	59278718	+	0.000	0.000	Merged-chr4-59278599-46
NR5784--MA1104.1.GATA6	chr5	24505727	24505739	-	0.000	0.000	Merged-chr5-24505685-17
NR5385--MA0036.3.GATA2	chr4	59204658	59204668	+	0.000	0.000	Merged-chr4-59204829-36
NR6100--MA0037.3.GATA3	chr5	138280045	138280052	+	0.000	0.000	Merged-chr5-138280109-50
NR4783--MA0036.3.GATA2	chr2	181497621	181497631	+	0.000	0.000	Merged-chr2-181497766-4
NR745--MA0035.3.Gata1	chr10	39488318	39488328	-	0.000	0.000	Merged-chr10-39488240-32
NR2790--MA0035.3.Gata1	chr15	52900013	52900023	-	0.000	0.000	Merged-chr15-52899831-78
NR6147--MA0037.3.GATA3	chr5	147159596	147159603	+	0.000	0.000	Merged-chr5-147159547-44
NR3020--MA0482.1.Gata4	chr16	27395273	27395283	+	0.000	0.000	Merged-chr16-27395267-15
NR4738--MA0037.3.GATA3	chr2	173018134	173018141	-	0.000	0.000	Merged-chr2-173018174-48
NR4706--MA0036.3.GATA2	chr2	163229299	163229309	-	0.000	0.000	Merged-chr2-163229277-53
NR7298--MA0482.1.Gata4	chr8	83715199	83715209	-	0.000	0.000	Merged-chr8-83715259-53
NR7384--MA0035.3.Gata1	chr8	111955417	111955427	+	0.000	0.000	Merged-chr8-111955328-48
NR4021--MA0036.3.GATA2	chr2	3764477	3764487	+	0.000	0.000	Merged-chr2-3764311-29
NR3180--MA0037.3.GATA3	chr16	58670210	58670217	-	0.000	0.000	Merged-chr16-58670422-58
NR4502--MA0035.3.Gata1	chr2	127923472	127923482	+	0.000	0.000	Merged-chr2-127923410-36
NR7559--MA0035.3.Gata1	chr9	41118250	41118260	-	0.000	0.000	Merged-chr9-41118206-38
NR4411--MA0766.1.GATA5	chr2	102812794	102812801	+	0.000	0.000	Merged-chr2-102812992-26
NR7806--MA0482.1.Gata4	chr9	100522270	100522280	-	0.000	0.000	Merged-chr9-100522209-27
NR6636--MA0037.3.GATA3	chr6	140598741	140598748	-	0.000	0.000	Merged-chr6-140598794-45
NR4653--MA0036.3.GATA2	chr2	153350781	153350791	-	0.000	0.000	Merged-chr2-153350886-63
NR5159--MA0036.3.GATA2	chr3	137969287	137969297	+	0.000	0.000	Merged-chr3-137969157-49
NR4611--MA0035.3.Gata1	chr2	144217579	144217589	-	0.000	0.000	Merged-chr2-144217495-19
NR2845--MA0482.1.Gata4	chr15	78514704	78514714	-	0.000	0.000	Merged-chr15-78514847-17
NR2660--MA0035.3.Gata1	chr14	121423097	121423107	-	0.000	0.000	Merged-chr14-121422910-45
NR6662--MA0482.1.Gata4	chr6	142823505	142823515	-	0.000	0.000	Merged-chr6-142823375-40
NR2093--MA0766.1.GATA5	chr13	95697072	95697079	-	0.000	0.000	Merged-chr13-95697036-46
NR7577--MA0766.1.GATA5	chr9	45945098	45945105	+	0.000	0.000	Merged-chr9-45945206-63
NR3437--MA0035.3.Gata1	chr17	32350600	32350610	+	0.000	0.000	Merged-chr17-32350599-47
NR6543--MA0035.3.Gata1	chr6	129284595	129284605	+	0.000	0.000	Merged-chr6-129284661-64
NR3346--MA0766.1.GATA5	chr17	7927890	7927897	-	0.000	0.000	Merged-chr17-7928003-98
NR3197--MA0140.2.GATA1::TAL1	chr16	64757615	64757632	+	0.000	0.000	Merged-chr16-64757779-2
NR1257--MA0482.1.Gata4	chr11	75169169	75169179	+	0.000	0.000	Merged-chr11-75169080-24
NR1047--MA0766.1.GATA5	chr11	6528676	6528683	+	0.000	0.000	Merged-chr11-6528717-51
NR3368--MA1104.1.GATA6	chr17	12165546	12165558	-	0.000	0.000	Merged-chr17-12165459-54
NR1114--MA0482.1.Gata4	chr11	23754515	23754525	-	0.000	0.000	Merged-chr11-23754497-34
NR54--MA1104.1.GATA6	chr1	38662663	38662675	-	0.000	0.000	Merged-chr1-38662810-22
NR3225--MA1104.1.GATA6	chr16	75984111	75984123	-	0.000	0.000	Merged-chr16-75984013-36
