#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Maf/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.dn.bed
NR6089--MA0496.2.MAFK	chr16	96358153	96358171	+	0.000	0.000	Merged-chr16-96358039-35
NR8947--MA0117.2.Mafb	chr3	54592452	54592463	+	0.000	0.000	Merged-chr3-54592638-50
NR6013--MA0089.1.MAFG::NFE2L1	chr16	91413521	91413526	+	0.000	0.000	Merged-chr16-91413429-37
NR11539--MA0495.2.MAFF	chr6	15163978	15163998	+	0.000	0.000	Merged-chr6-15163954-12
NR4613--MA0501.1.MAF::NFE2	chr14	55062970	55062984	-	0.000	0.000	Merged-chr14-55062835-18
NR13863--MA0591.1.Bach1::Mafk	chr8	105727570	105727584	+	0.000	0.000	Merged-chr8-105727621-21
NR14137--MA0089.1.MAFG::NFE2L1	chr9	20765514	20765519	+	0.000	0.000	Merged-chr9-20765445-35
NR14152--MA0117.2.Mafb	chr9	21955753	21955764	-	0.000	0.000	Merged-chr9-21955816-69
NR4445--MA0089.1.MAFG::NFE2L1	chr14	30153151	30153156	+	0.000	0.000	Merged-chr14-30153038-10
NR3809--MA0496.2.MAFK	chr13	54209656	54209674	-	0.000	0.000	Merged-chr13-54209586-83
NR1759--MA0496.2.MAFK	chr10	82778149	82778167	+	0.000	0.000	Merged-chr10-82778212-17
NR7179--MA0496.2.MAFK	chr19	8997797	8997815	-	0.000	0.000	Merged-chr19-8997882-60
NR14600--MA0659.1.MAFG	chr9	102587546	102587566	-	0.000	0.000	Merged-chr9-102587549-11
NR2714--MA0591.1.Bach1::Mafk	chr11	104622756	104622770	-	0.000	0.000	Merged-chr11-104622687-63
NR11230--MA0495.2.MAFF	chr5	111330814	111330834	+	0.000	0.000	Merged-chr5-111330756-70
NR7359--MA0089.1.MAFG::NFE2L1	chr19	46511346	46511351	+	0.000	0.000	Merged-chr19-46511275-84
NR12082--MA0496.2.MAFK	chr6	108895317	108895335	-	0.000	0.000	Merged-chr6-108895381-27
NR12078--MA0089.1.MAFG::NFE2L1	chr6	108895319	108895324	-	0.000	0.000	Merged-chr6-108895381-27
NR7244--MA0089.1.MAFG::NFE2L1	chr19	21144874	21144879	+	0.000	0.000	Merged-chr19-21144812-47
NR4850--MA0495.2.MAFF	chr14	99266001	99266021	+	0.000	0.000	Merged-chr14-99266048-28
NR12454--MA0089.1.MAFG::NFE2L1	chr6	143609272	143609277	+	0.000	0.000	Merged-chr6-143609389-48
NR13820--MA0591.1.Bach1::Mafk	chr8	95878773	95878787	-	0.000	0.000	Merged-chr8-95878841-5
NR1415--MA0591.1.Bach1::Mafk	chr10	25457377	25457391	-	0.000	0.000	Merged-chr10-25457296-47
NR14244--MA0496.2.MAFK	chr9	43785162	43785180	-	0.000	0.000	Merged-chr9-43784994-20
NR12165--MA0089.1.MAFG::NFE2L1	chr6	117431693	117431698	+	0.000	0.000	Merged-chr6-117431708-65
NR2467--MA0501.1.MAF::NFE2	chr11	62280809	62280823	+	0.000	0.000	Merged-chr11-62280813-1
NR7331--MA0089.1.MAFG::NFE2L1	chr19	41360612	41360617	+	0.000	0.000	Merged-chr19-41360707-21
NR1737--MA0591.1.Bach1::Mafk	chr10	80539303	80539317	-	0.000	0.000	Merged-chr10-80539129-37
NR11232--MA0659.1.MAFG	chr5	111330814	111330834	+	0.000	0.000	Merged-chr5-111330756-70
NR8966--MA0089.1.MAFG::NFE2L1	chr3	58583003	58583008	-	0.000	0.000	Merged-chr3-58583098-16
NR3747--MA0495.2.MAFF	chr13	44819586	44819606	-	0.000	0.000	Merged-chr13-44819494-25
NR9201--MA0089.1.MAFG::NFE2L1	chr3	94443348	94443353	-	0.000	0.000	Merged-chr3-94443589-72
NR12065--MA0501.1.MAF::NFE2	chr6	108313278	108313292	-	0.000	0.000	Merged-chr6-108313223-10
NR2197--MA0089.1.MAFG::NFE2L1	chr11	11546007	11546012	+	0.000	0.000	Merged-chr11-11546059-6
NR3507--MA0117.2.Mafb	chr12	119219309	119219320	-	0.000	0.000	Merged-chr12-119219166-1
NR1110--MA0496.2.MAFK	chr1	182224036	182224054	-	0.000	0.000	Merged-chr1-182224037-19
NR10906--MA0495.2.MAFF	chr5	58084183	58084203	-	0.000	0.000	Merged-chr5-58084122-29
NR11552--MA0496.2.MAFK	chr6	15726620	15726638	+	0.000	0.000	Merged-chr6-15726718-35
NR12352--MA0089.1.MAFG::NFE2L1	chr6	134014731	134014736	+	0.000	0.000	Merged-chr6-134014705-25
NR9191--MA0117.2.Mafb	chr3	93506451	93506462	-	0.000	0.000	Merged-chr3-93506465-61
NR6218--MA0591.1.Bach1::Mafk	chr17	24960716	24960730	+	0.000	0.000	Merged-chr17-24960702-61
NR10709--MA0089.1.MAFG::NFE2L1	chr5	20845378	20845383	+	0.000	0.000	Merged-chr5-20845245-18
NR10480--MA0496.2.MAFK	chr4	144916722	144916740	-	0.000	0.000	Merged-chr4-144916675-7
NR1363--MA0117.2.Mafb	chr10	18064773	18064784	-	0.000	0.000	Merged-chr10-18064784-37
NR14713--MA0089.1.MAFG::NFE2L1	chr9	116249915	116249920	-	0.000	0.000	Merged-chr9-116250022-24
NR14182--MA0495.2.MAFF	chr9	32704308	32704328	+	0.000	0.000	Merged-chr9-32704216-31
NR4645--MA0089.1.MAFG::NFE2L1	chr14	61440022	61440027	-	0.000	0.000	Merged-chr14-61439871-81
NR12304--MA0117.2.Mafb	chr6	129817699	129817710	+	0.000	0.000	Merged-chr6-129817846-22
NR13327--MA0591.1.Bach1::Mafk	chr7	140947203	140947217	+	0.000	0.000	Merged-chr7-140947277-49
NR181--MA0089.1.MAFG::NFE2L1	chr1	43500382	43500387	+	0.000	0.000	Merged-chr1-43500582-54
NR7437--MA0659.1.MAFG	chr19	58051237	58051257	-	0.000	0.000	Merged-chr19-58051277-2
NR4714--MA0591.1.Bach1::Mafk	chr14	71138252	71138266	-	0.000	0.000	Merged-chr14-71138006-34
NR5026--MA0501.1.MAF::NFE2	chr15	6500959	6500973	-	0.000	0.000	Merged-chr15-6501118-14
NR12973--MA0591.1.Bach1::Mafk	chr7	101422837	101422851	+	0.000	0.000	Merged-chr7-101422737-10
NR10305--MA0089.1.MAFG::NFE2L1	chr4	119872589	119872594	+	0.000	0.000	Merged-chr4-119872530-6
NR14800--MA0089.1.MAFG::NFE2L1	chr9	123928248	123928253	+	0.000	0.000	Merged-chr9-123928219-7
NR10482--MA0591.1.Bach1::Mafk	chr4	144996074	144996088	-	0.000	0.000	Merged-chr4-144996009-47
NR7444--MA0089.1.MAFG::NFE2L1	chr19	58850844	58850849	+	0.000	0.000	Merged-chr19-58850860-26
NR13611--MA0496.2.MAFK	chr8	71882026	71882044	-	0.000	0.000	Merged-chr8-71881954-63
NR13606--MA0591.1.Bach1::Mafk	chr8	71692808	71692822	-	0.000	0.000	Merged-chr8-71692862-61
NR12698--MA0501.1.MAF::NFE2	chr7	49335179	49335193	+	0.000	0.000	Merged-chr7-49335315-27
NR6869--MA0501.1.MAF::NFE2	chr18	58561051	58561065	+	0.000	0.000	Merged-chr18-58561117-18
NR2997--MA0496.2.MAFK	chr12	41044929	41044947	+	0.000	0.000	Merged-chr12-41044922-24
NR3412--MA0089.1.MAFG::NFE2L1	chr12	112862042	112862047	-	0.000	0.000	Merged-chr12-112862043-16
NR4745--MA0659.1.MAFG	chr14	73472443	73472463	-	0.000	0.000	Merged-chr14-73472602-8
NR10091--MA0089.1.MAFG::NFE2L1	chr4	89311075	89311080	-	0.000	0.000	Merged-chr4-89310885-77
NR1438--MA0591.1.Bach1::Mafk	chr10	30329068	30329082	-	0.000	0.000	Merged-chr10-30328899-1
NR8956--MA0501.1.MAF::NFE2	chr3	58416389	58416403	-	0.000	0.000	Merged-chr3-58416636-56
NR12434--MA0117.2.Mafb	chr6	142785389	142785400	-	0.000	0.000	Merged-chr6-142785520-28
NR219--MA0089.1.MAFG::NFE2L1	chr1	54492655	54492660	-	0.000	0.000	Merged-chr1-54492864-67
NR3829--MA0089.1.MAFG::NFE2L1	chr13	58012224	58012229	-	0.000	0.000	Merged-chr13-58012302-19
NR7457--MA0089.1.MAFG::NFE2L1	chr2	3769450	3769455	-	0.000	0.000	Merged-chr2-3769538-15
NR6994--MA0591.1.Bach1::Mafk	chr18	73643376	73643390	-	0.000	0.000	Merged-chr18-73643262-33
NR3714--MA0089.1.MAFG::NFE2L1	chr13	41345852	41345857	+	0.000	0.000	Merged-chr13-41345949-16
NR7549--MA0117.2.Mafb	chr2	19634169	19634180	-	0.000	0.000	Merged-chr2-19634112-21
NR2632--MA0591.1.Bach1::Mafk	chr11	94275923	94275937	+	0.000	0.000	Merged-chr11-94275707-70
NR244--MA0501.1.MAF::NFE2	chr1	58315777	58315791	-	0.000	0.000	Merged-chr1-58315756-13
NR3409--MA0117.2.Mafb	chr12	112674891	112674902	-	0.000	0.000	Merged-chr12-112674699-146
NR9993--MA0659.1.MAFG	chr4	62739893	62739913	+	0.000	0.000	Merged-chr4-62739923-10
NR14414--MA0591.1.Bach1::Mafk	chr9	77954691	77954705	-	0.000	0.000	Merged-chr9-77954587-30
NR2715--MA0501.1.MAF::NFE2	chr11	104622753	104622767	-	0.000	0.000	Merged-chr11-104622687-63
NR590--MA0496.2.MAFK	chr1	106187696	106187714	+	0.000	0.000	Merged-chr1-106187715-26
NR7156--MA0591.1.Bach1::Mafk	chr19	5802600	5802614	-	0.000	0.000	Merged-chr19-5802452-32
NR14415--MA0501.1.MAF::NFE2	chr9	77954688	77954702	-	0.000	0.000	Merged-chr9-77954587-30
NR1742--MA0089.1.MAFG::NFE2L1	chr10	80999949	80999954	-	0.000	0.000	Merged-chr10-81000017-24
NR4716--MA0496.2.MAFK	chr14	71138226	71138244	+	0.000	0.000	Merged-chr14-71138006-34
NR2317--MA0496.2.MAFK	chr11	43362488	43362506	-	0.000	0.000	Merged-chr11-43362318-2,Merged-chr11-43362621-15
NR2443--MA0501.1.MAF::NFE2	chr11	60353048	60353062	-	0.000	0.000	Merged-chr11-60353018-61
NR344--MA0496.2.MAFK	chr1	74398275	74398293	+	0.000	0.000	Merged-chr1-74398237-10
NR6311--MA0089.1.MAFG::NFE2L1	chr17	35258391	35258396	+	0.000	0.000	Merged-chr17-35258304-47
NR1720--MA0495.2.MAFF	chr10	79937280	79937300	+	0.000	0.000	Merged-chr10-79937148-47
NR2097--MA0591.1.Bach1::Mafk	chr10	127114591	127114605	-	0.000	0.000	Merged-chr10-127114470-4
NR6137--MA0117.2.Mafb	chr17	7878107	7878118	+	0.000	0.000	Merged-chr17-7878189-16
NR9872--MA0117.2.Mafb	chr4	42965604	42965615	+	0.000	0.000	Merged-chr4-42965581-38
NR1912--MA0496.2.MAFK	chr10	99221679	99221697	-	0.000	0.000	Merged-chr10-99221651-27
NR3000--MA0495.2.MAFF	chr12	41565894	41565914	+	0.000	0.000	Merged-chr12-41565825-5
NR13581--MA0089.1.MAFG::NFE2L1	chr8	68627407	68627412	+	0.000	0.000	Merged-chr8-68627437-32
NR14208--MA0501.1.MAF::NFE2	chr9	36802537	36802551	+	0.000	0.000	Merged-chr9-36802612-8
NR13648--MA0495.2.MAFF	chr8	75084001	75084021	+	0.000	0.000	Merged-chr8-75083999-30
NR11447--MA0089.1.MAFG::NFE2L1	chr5	147049404	147049409	+	0.000	0.000	Merged-chr5-147049236-7
NR13192--MA0501.1.MAF::NFE2	chr7	126725384	126725398	+	0.000	0.000	Merged-chr7-126725257-13
NR12697--MA0591.1.Bach1::Mafk	chr7	49335176	49335190	+	0.000	0.000	Merged-chr7-49335315-27
NR9407--MA0659.1.MAFG	chr3	121874812	121874832	+	0.000	0.000	Merged-chr3-121874730-10
NR13625--MA0496.2.MAFK	chr8	72571104	72571122	-	0.000	0.000	Merged-chr8-72571324-95
NR6458--MA0591.1.Bach1::Mafk	chr17	66101702	66101716	-	0.000	0.000	Merged-chr17-66101673-100
NR5853--MA0117.2.Mafb	chr16	62786674	62786685	-	0.000	0.000	Merged-chr16-62786815-64
NR14603--MA0496.2.MAFK	chr9	102587547	102587565	-	0.000	0.000	Merged-chr9-102587549-11
NR6822--MA0117.2.Mafb	chr18	50016872	50016883	+	0.000	0.000	Merged-chr18-50017066-69
NR14890--MA0495.2.MAFF	chrX	71468813	71468833	+	0.000	0.000	Merged-chrX-71468864-48
NR3002--MA0659.1.MAFG	chr12	41565894	41565914	+	0.000	0.000	Merged-chr12-41565825-5
NR13949--MA0501.1.MAF::NFE2	chr8	117303742	117303756	+	0.000	0.000	Merged-chr8-117303756-17
NR12976--MA0591.1.Bach1::Mafk	chr7	101538239	101538253	-	0.000	0.000	Merged-chr7-101538203-73
NR2280--MA0089.1.MAFG::NFE2L1	chr11	32542918	32542923	-	0.000	0.000	Merged-chr11-32542755-79
NR4227--MA0501.1.MAF::NFE2	chr13	113197392	113197406	+	0.000	0.000	Merged-chr13-113197409-1
NR7468--MA0089.1.MAFG::NFE2L1	chr2	6396238	6396243	+	0.000	0.000	Merged-chr2-6396232-31
NR12678--MA0089.1.MAFG::NFE2L1	chr7	44528080	44528085	-	0.000	0.000	Merged-chr7-44527953-37
NR7844--MA0089.1.MAFG::NFE2L1	chr2	70844981	70844986	+	0.000	0.000	Merged-chr2-70845075-67
NR14872--MA0501.1.MAF::NFE2	chrX	53607945	53607959	+	0.000	0.000	Merged-chrX-53607978-28
NR1910--MA0501.1.MAF::NFE2	chr10	99221678	99221692	-	0.000	0.000	Merged-chr10-99221651-27
NR2029--MA0501.1.MAF::NFE2	chr10	120386177	120386191	+	0.000	0.000	Merged-chr10-120386079-1
NR7555--MA0089.1.MAFG::NFE2L1	chr2	24962629	24962634	+	0.000	0.000	Merged-chr2-24962468-44
NR5504--MA0117.2.Mafb	chr16	10683551	10683562	+	0.000	0.000	Merged-chr16-10683625-55
NR14089--MA0495.2.MAFF	chr9	7776014	7776034	+	0.000	0.000	Merged-chr9-7776145-26
NR5650--MA0495.2.MAFF	chr16	33769914	33769934	+	0.000	0.000	Merged-chr16-33769896-51
NR5306--MA0089.1.MAFG::NFE2L1	chr15	76199519	76199524	+	0.000	0.000	Merged-chr15-76199609-68
NR2271--MA0591.1.Bach1::Mafk	chr11	31824818	31824832	+	0.000	0.000	Merged-chr11-31824780-24
NR6031--MA0591.1.Bach1::Mafk	chr16	92944070	92944084	+	0.000	0.000	Merged-chr16-92944045-14
NR1091--MA0659.1.MAFG	chr1	181261214	181261234	+	0.000	0.000	Merged-chr1-181261225-12
NR7045--MA0501.1.MAF::NFE2	chr18	79284460	79284474	+	0.000	0.000	Merged-chr18-79284521-10
NR6590--MA0591.1.Bach1::Mafk	chr17	86134669	86134683	-	0.000	0.000	Merged-chr17-86134763-8
NR7812--MA0495.2.MAFF	chr2	65182839	65182859	+	0.000	0.000	Merged-chr2-65182800-62
NR4759--MA0117.2.Mafb	chr14	75175422	75175433	-	0.000	0.000	Merged-chr14-75175322-22
NR10873--MA0659.1.MAFG	chr5	53401309	53401329	+	0.000	0.000	Merged-chr5-53401251-38
NR10718--MA0089.1.MAFG::NFE2L1	chr5	21254967	21254972	-	0.000	0.000	Merged-chr5-21254890-25
NR14868--MA0495.2.MAFF	chrX	53607939	53607959	-	0.000	0.000	Merged-chrX-53607978-28
NR7857--MA0089.1.MAFG::NFE2L1	chr2	73547503	73547508	+	0.000	0.000	Merged-chr2-73547425-29
NR1957--MA0591.1.Bach1::Mafk	chr10	111506614	111506628	-	0.000	0.000	Merged-chr10-111506860-100
NR1955--MA0089.1.MAFG::NFE2L1	chr10	111446408	111446413	-	0.000	0.000	Merged-chr10-111446386-39
NR1464--MA0089.1.MAFG::NFE2L1	chr10	39170486	39170491	+	0.000	0.000	Merged-chr10-39170391-11
NR706--MA0089.1.MAFG::NFE2L1	chr1	131003551	131003556	-	0.000	0.000	Merged-chr1-131003466-39
NR2313--MA0591.1.Bach1::Mafk	chr11	43362490	43362504	-	0.000	0.000	Merged-chr11-43362318-2,Merged-chr11-43362621-15
NR5608--MA0089.1.MAFG::NFE2L1	chr16	30067017	30067022	+	0.000	0.000	Merged-chr16-30066931-47
NR12628--MA0501.1.MAF::NFE2	chr7	27508826	27508840	-	0.000	0.000	Merged-chr7-27508743-1
NR3667--MA0496.2.MAFK	chr13	32825850	32825868	+	0.000	0.000	Merged-chr13-32825780-3
NR12699--MA0117.2.Mafb	chr7	49392350	49392361	-	0.000	0.000	Merged-chr7-49392450-14
NR290--MA0089.1.MAFG::NFE2L1	chr1	69703674	69703679	-	0.000	0.000	Merged-chr1-69703794-17
NR2595--MA0496.2.MAFK	chr11	86618708	86618726	-	0.000	0.000	Merged-chr11-86618782-14
NR13604--MA0089.1.MAFG::NFE2L1	chr8	71587200	71587205	-	0.000	0.000	Merged-chr8-71587200-14
NR7668--MA0089.1.MAFG::NFE2L1	chr2	45017352	45017357	+	0.000	0.000	Merged-chr2-45017480-33
NR14715--MA0501.1.MAF::NFE2	chr9	116283898	116283912	-	0.000	0.000	Merged-chr9-116283998-37
NR9199--MA0496.2.MAFK	chr3	93506443	93506461	-	0.000	0.000	Merged-chr3-93506465-61
NR8799--MA0089.1.MAFG::NFE2L1	chr3	14667334	14667339	-	0.000	0.000	Merged-chr3-14667308-20
NR6724--MA0117.2.Mafb	chr18	25061740	25061751	+	0.000	0.000	Merged-chr18-25061659-23
NR6711--MA0089.1.MAFG::NFE2L1	chr18	23828700	23828705	-	0.000	0.000	Merged-chr18-23828715-22
NR7165--MA0659.1.MAFG	chr19	6976275	6976295	+	0.000	0.000	Merged-chr19-6976214-1
NR11921--MA0089.1.MAFG::NFE2L1	chr6	83795165	83795170	+	0.000	0.000	Merged-chr6-83795051-68
NR176--MA0501.1.MAF::NFE2	chr1	43224401	43224415	-	0.000	0.000	Merged-chr1-43224405-37
NR4240--MA0659.1.MAFG	chr13	113418359	113418379	+	0.000	0.000	Merged-chr13-113418245-6
NR11916--MA0496.2.MAFK	chr6	83428485	83428503	+	0.000	0.000	Merged-chr6-83428521-21
NR7172--MA0495.2.MAFF	chr19	8997796	8997816	+	0.000	0.000	Merged-chr19-8997882-60
NR2269--MA0495.2.MAFF	chr11	31824815	31824835	+	0.000	0.000	Merged-chr11-31824780-24
NR12676--MA0089.1.MAFG::NFE2L1	chr7	44485772	44485777	+	0.000	0.000	Merged-chr7-44485840-1
NR11806--MA0591.1.Bach1::Mafk	chr6	65569979	65569993	-	0.000	0.000	Merged-chr6-65569933-17
NR8031--MA0591.1.Bach1::Mafk	chr2	101886123	101886137	-	0.000	0.000	Merged-chr2-101886244-51
NR9112--MA0659.1.MAFG	chr3	84732098	84732118	+	0.000	0.000	Merged-chr3-84732134-27
NR14869--MA0591.1.Bach1::Mafk	chrX	53607942	53607956	+	0.000	0.000	Merged-chrX-53607978-28
NR13956--MA0591.1.Bach1::Mafk	chr8	117780881	117780895	+	0.000	0.000	Merged-chr8-117780914-2
NR14546--MA0089.1.MAFG::NFE2L1	chr9	96696411	96696416	-	0.000	0.000	Merged-chr9-96696442-50
NR11403--MA0501.1.MAF::NFE2	chr5	142629599	142629613	+	0.000	0.000	Merged-chr5-142629635-77
NR1506--MA0495.2.MAFF	chr10	44434865	44434885	-	0.000	0.000	Merged-chr10-44434814-22
NR1779--MA0089.1.MAFG::NFE2L1	chr10	85359481	85359486	+	0.000	0.000	Merged-chr10-85359625-39
NR6146--MA0089.1.MAFG::NFE2L1	chr17	8469004	8469009	+	0.000	0.000	Merged-chr17-8468908-29
NR5767--MA0495.2.MAFF	chr16	50737727	50737747	-	0.000	0.000	Merged-chr16-50737708-13
NR8507--MA0089.1.MAFG::NFE2L1	chr2	154603870	154603875	+	0.000	0.000	Merged-chr2-154603925-61
NR14826--MA0591.1.Bach1::Mafk	chrX	12158927	12158941	+	0.000	0.000	Merged-chrX-12159068-128
NR9996--MA0496.2.MAFK	chr4	62739894	62739912	+	0.000	0.000	Merged-chr4-62739923-10
NR7277--MA0089.1.MAFG::NFE2L1	chr19	24527539	24527544	-	0.000	0.000	Merged-chr19-24527365-48
NR12572--MA0591.1.Bach1::Mafk	chr7	16057373	16057387	+	0.000	0.000	Merged-chr7-16057177-61
NR15078--MA0117.2.Mafb	chrX	159772267	159772278	+	0.000	0.000	Merged-chrX-159772302-20
NR6305--MA0501.1.MAF::NFE2	chr17	35064968	35064982	-	0.000	0.000	Merged-chr17-35065202-25
NR7162--MA0089.1.MAFG::NFE2L1	chr19	6128145	6128150	+	0.000	0.000	Merged-chr19-6128146-55
NR632--MA0495.2.MAFF	chr1	119469663	119469683	-	0.000	0.000	Merged-chr1-119469584-5
NR3265--MA0495.2.MAFF	chr12	98674814	98674834	+	0.000	0.000	Merged-chr12-98674935-52
NR2680--MA0089.1.MAFG::NFE2L1	chr11	100819836	100819841	-	0.000	0.000	Merged-chr11-100819844-5
NR6939--MA0089.1.MAFG::NFE2L1	chr18	67280591	67280596	-	0.000	0.000	Merged-chr18-67280643-55
NR10729--MA0089.1.MAFG::NFE2L1	chr5	23719336	23719341	-	0.000	0.000	Merged-chr5-23719169-48
NR13994--MA0089.1.MAFG::NFE2L1	chr8	123807201	123807206	+	0.000	0.000	Merged-chr8-123807206-24
NR4665--MA0089.1.MAFG::NFE2L1	chr14	64628233	64628238	+	0.000	0.000	Merged-chr14-64628307-21
NR2201--MA0089.1.MAFG::NFE2L1	chr11	11765653	11765658	-	0.000	0.000	Merged-chr11-11765633-10
NR4426--MA0496.2.MAFK	chr14	27268382	27268400	+	0.000	0.000	Merged-chr14-27268313-23
NR1953--MA0501.1.MAF::NFE2	chr10	111378299	111378313	+	0.000	0.000	Merged-chr10-111378501-63
NR3091--MA0501.1.MAF::NFE2	chr12	70713620	70713634	-	0.000	0.000	Merged-chr12-70713725-41
NR9610--MA0089.1.MAFG::NFE2L1	chr3	145938056	145938061	-	0.000	0.000	Merged-chr3-145938164-54
NR504--MA0117.2.Mafb	chr1	92627880	92627891	-	0.000	0.000	Merged-chr1-92627858-2
NR8027--MA0659.1.MAFG	chr2	101678594	101678614	+	0.000	0.000	Merged-chr2-101678794-92
NR634--MA0659.1.MAFG	chr1	119469663	119469683	-	0.000	0.000	Merged-chr1-119469584-5
NR10891--MA0089.1.MAFG::NFE2L1	chr5	57964487	57964492	+	0.000	0.000	Merged-chr5-57964492-18
NR4206--MA0591.1.Bach1::Mafk	chr13	112466862	112466876	+	0.000	0.000	Merged-chr13-112466730-20
NR3489--MA0495.2.MAFF	chr12	116315653	116315673	+	0.000	0.000	Merged-chr12-116315725-53
NR8595--MA0089.1.MAFG::NFE2L1	chr2	164081815	164081820	-	0.000	0.000	Merged-chr2-164081803-8
NR10412--MA0089.1.MAFG::NFE2L1	chr4	134128831	134128836	+	0.000	0.000	Merged-chr4-134128895-71
NR5896--MA0089.1.MAFG::NFE2L1	chr16	71114788	71114793	+	0.000	0.000	Merged-chr16-71114794-1
NR7612--MA0591.1.Bach1::Mafk	chr2	33025302	33025316	+	0.000	0.000	Merged-chr2-33025277-16
NR6993--MA0117.2.Mafb	chr18	73452488	73452499	+	0.000	0.000	Merged-chr18-73452682-34
NR6852--MA0496.2.MAFK	chr18	55184456	55184474	+	0.000	0.000	Merged-chr18-55184641-11
NR7154--MA0496.2.MAFK	chr19	5529594	5529612	-	0.000	0.000	Merged-chr19-5529616-39
NR5635--MA0591.1.Bach1::Mafk	chr16	32972771	32972785	+	0.000	0.000	Merged-chr16-32972762-21
NR535--MA0501.1.MAF::NFE2	chr1	97764136	97764150	-	0.000	0.000	Merged-chr1-97764346-16
NR13866--MA0501.1.MAF::NFE2	chr8	105827422	105827436	-	0.000	0.000	Merged-chr8-105827361-75
NR9271--MA0501.1.MAF::NFE2	chr3	103386721	103386735	+	0.000	0.000	Merged-chr3-103386678-46
NR12601--MA0117.2.Mafb	chr7	19228404	19228415	-	0.000	0.000	Merged-chr7-19228320-141
NR11626--MA0495.2.MAFF	chr6	30162228	30162248	-	0.000	0.000	Merged-chr6-30162256-14
NR3144--MA0591.1.Bach1::Mafk	chr12	79502032	79502046	+	0.000	0.000	Merged-chr12-79502114-6
NR12079--MA0591.1.Bach1::Mafk	chr6	108895319	108895333	+	0.000	0.000	Merged-chr6-108895381-27
NR8001--MA0089.1.MAFG::NFE2L1	chr2	93454550	93454555	+	0.000	0.000	Merged-chr2-93454506-54
NR4999--MA0501.1.MAF::NFE2	chr14	121903491	121903505	+	0.000	0.000	Merged-chr14-121903586-22
NR1864--MA0089.1.MAFG::NFE2L1	chr10	94689283	94689288	-	0.000	0.000	Merged-chr10-94689288-1
NR2790--MA0591.1.Bach1::Mafk	chr11	115660530	115660544	+	0.000	0.000	Merged-chr11-115660651-9
NR4006--MA0495.2.MAFF	chr13	90101751	90101771	-	0.000	0.000	Merged-chr13-90101603-11
NR6550--MA0591.1.Bach1::Mafk	chr17	80139920	80139934	-	0.000	0.000	Merged-chr17-80140059-47
NR5557--MA0495.2.MAFF	chr16	22661302	22661322	-	0.000	0.000	Merged-chr16-22661270-2
NR4658--MA0591.1.Bach1::Mafk	chr14	63681669	63681683	+	0.000	0.000	Merged-chr14-63681701-9
NR12752--MA0501.1.MAF::NFE2	chr7	58148188	58148202	+	0.000	0.000	Merged-chr7-58147990-20
NR7926--MA0501.1.MAF::NFE2	chr2	83625423	83625437	-	0.000	0.000	Merged-chr2-83625624-59
NR6923--MA0501.1.MAF::NFE2	chr18	65272256	65272270	-	0.000	0.000	Merged-chr18-65272227-29
NR12283--MA0089.1.MAFG::NFE2L1	chr6	128803270	128803275	+	0.000	0.000	Merged-chr6-128803141-52
NR1887--MA0495.2.MAFF	chr10	96519651	96519671	-	0.000	0.000	Merged-chr10-96519469-9
NR248--MA0591.1.Bach1::Mafk	chr1	58742700	58742714	+	0.000	0.000	Merged-chr1-58742743-31
NR8269--MA0591.1.Bach1::Mafk	chr2	127324683	127324697	+	0.000	0.000	Merged-chr2-127324548-41
NR12064--MA0117.2.Mafb	chr6	108313278	108313289	+	0.000	0.000	Merged-chr6-108313223-10
NR7034--MA0591.1.Bach1::Mafk	chr18	78014753	78014767	-	0.000	0.000	Merged-chr18-78014896-40
NR892--MA0495.2.MAFF	chr1	156464432	156464452	+	0.000	0.000	Merged-chr1-156464548-8
NR7288--MA0089.1.MAFG::NFE2L1	chr19	29261902	29261907	+	0.000	0.000	Merged-chr19-29261826-30
NR7356--MA0591.1.Bach1::Mafk	chr19	46478918	46478932	-	0.000	0.000	Merged-chr19-46479050-50
NR14153--MA0089.1.MAFG::NFE2L1	chr9	22085404	22085409	-	0.000	0.000	Merged-chr9-22085425-60
NR11402--MA0591.1.Bach1::Mafk	chr5	142629596	142629610	+	0.000	0.000	Merged-chr5-142629635-77
NR5208--MA0495.2.MAFF	chr15	58655206	58655226	-	0.000	0.000	Merged-chr15-58655104-54
NR10146--MA0591.1.Bach1::Mafk	chr4	100095990	100096004	-	0.000	0.000	Merged-chr4-100096138-68
NR2818--MA0089.1.MAFG::NFE2L1	chr11	119352198	119352203	-	0.000	0.000	Merged-chr11-119352427-33
NR8795--MA0089.1.MAFG::NFE2L1	chr3	10466041	10466046	+	0.000	0.000	Merged-chr3-10466039-18
NR12852--MA0117.2.Mafb	chr7	80269714	80269725	+	0.000	0.000	Merged-chr7-80269676-53
NR1412--MA0496.2.MAFK	chr10	25140547	25140565	+	0.000	0.000	Merged-chr10-25140477-16
