#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Maf/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.dn.bed
NR3023--MA0591.1.Bach1::Mafk	chr12	52644365	52644379	+	0.000	0.000	Merged-chr12-52644289-23
NR14353--MA0659.1.MAFG	chr9	62425367	62425387	-	0.000	0.000	Merged-chr9-62425384-15
NR7599--MA0496.2.MAFK	chr2	31172200	31172218	+	0.000	0.000	Merged-chr2-31172206-22
NR2965--MA0495.2.MAFF	chr12	36474437	36474457	-	0.000	0.000	Merged-chr12-36474390-19
NR13343--MA0501.1.MAF::NFE2	chr7	142393376	142393390	-	0.000	0.000	Merged-chr7-142393362-24
NR489--MA0089.1.MAFG::NFE2L1	chr1	92051561	92051566	-	0.000	0.000	Merged-chr1-92051444-84
NR14026--MA0089.1.MAFG::NFE2L1	chr8	126297689	126297694	-	0.000	0.000	Merged-chr8-126297563-11
NR5754--MA0089.1.MAFG::NFE2L1	chr16	49016785	49016790	+	0.000	0.000	Merged-chr16-49016858-18
NR13357--MA0117.2.Mafb	chr7	144907945	144907956	+	0.000	0.000	Merged-chr7-144908072-14
NR159--MA0496.2.MAFK	chr1	40086087	40086105	+	0.000	0.000	Merged-chr1-40085963-65
NR11241--MA0501.1.MAF::NFE2	chr5	112286790	112286804	-	0.000	0.000	Merged-chr5-112286717-1
NR5574--MA0659.1.MAFG	chr16	23274635	23274655	-	0.000	0.000	Merged-chr16-23274580-84
NR5509--MA0496.2.MAFK	chr16	11501266	11501284	+	0.000	0.000	Merged-chr16-11501282-30
NR7248--MA0089.1.MAFG::NFE2L1	chr19	21547767	21547772	+	0.000	0.000	Merged-chr19-21547622-17
NR14494--MA0501.1.MAF::NFE2	chr9	86373334	86373348	+	0.000	0.000	Merged-chr9-86373415-51
NR5969--MA0089.1.MAFG::NFE2L1	chr16	87394136	87394141	-	0.000	0.000	Merged-chr16-87394132-33
NR3129--MA0089.1.MAFG::NFE2L1	chr12	76950450	76950455	+	0.000	0.000	Merged-chr12-76950525-26
NR1727--MA0496.2.MAFK	chr10	79937281	79937299	+	0.000	0.000	Merged-chr10-79937148-47
NR5097--MA0496.2.MAFK	chr15	32526186	32526204	+	0.000	0.000	Merged-chr15-32526016-1
NR5773--MA0496.2.MAFK	chr16	50737728	50737746	-	0.000	0.000	Merged-chr16-50737708-13
NR8806--MA0495.2.MAFF	chr3	18243867	18243887	-	0.000	0.000	Merged-chr3-18243680-52
NR9409--MA0501.1.MAF::NFE2	chr3	121874818	121874832	+	0.000	0.000	Merged-chr3-121874730-10
NR5215--MA0591.1.Bach1::Mafk	chr15	58927830	58927844	-	0.000	0.000	Merged-chr15-58927815-41
NR7335--MA0089.1.MAFG::NFE2L1	chr19	41378507	41378512	+	0.000	0.000	Merged-chr19-41378616-18
NR494--MA0591.1.Bach1::Mafk	chr1	92119344	92119358	+	0.000	0.000	Merged-chr1-92119439-48
NR11125--MA0089.1.MAFG::NFE2L1	chr5	100912444	100912449	-	0.000	0.000	Merged-chr5-100912544-49
NR4365--MA0501.1.MAF::NFE2	chr14	14715943	14715957	+	0.000	0.000	Merged-chr14-14716073-16
NR7307--MA0501.1.MAF::NFE2	chr19	33160060	33160074	+	0.000	0.000	Merged-chr19-33160221-22
NR3362--MA0501.1.MAF::NFE2	chr12	107011572	107011586	+	0.000	0.000	Merged-chr12-107011663-34
NR10982--MA0501.1.MAF::NFE2	chr5	73199814	73199828	-	0.000	0.000	Merged-chr5-73199876-43
NR2003--MA0591.1.Bach1::Mafk	chr10	118172625	118172639	+	0.000	0.000	Merged-chr10-118172658-46
NR10070--MA0591.1.Bach1::Mafk	chr4	86750829	86750843	-	0.000	0.000	Merged-chr4-86750730-34
NR12968--MA0591.1.Bach1::Mafk	chr7	101027761	101027775	+	0.000	0.000	Merged-chr7-101027827-19
NR1648--MA0089.1.MAFG::NFE2L1	chr10	67891428	67891433	-	0.000	0.000	Merged-chr10-67891340-18
NR6304--MA0495.2.MAFF	chr17	35064968	35064988	-	0.000	0.000	Merged-chr17-35065202-25
NR11733--MA0591.1.Bach1::Mafk	chr6	54107480	54107494	-	0.000	0.000	Merged-chr6-54107486-10
NR13561--MA0089.1.MAFG::NFE2L1	chr8	64935230	64935235	+	0.000	0.000	Merged-chr8-64935114-22
NR1530--MA0496.2.MAFK	chr10	45635339	45635357	+	0.000	0.000	Merged-chr10-45635407-27
NR14897--MA0496.2.MAFK	chrX	71468814	71468832	-	0.000	0.000	Merged-chrX-71468864-48
NR3562--MA0591.1.Bach1::Mafk	chr13	9882506	9882520	+	0.000	0.000	Merged-chr13-9882509-19
NR15055--MA0089.1.MAFG::NFE2L1	chrX	151096280	151096285	+	0.000	0.000	Merged-chrX-151096457-56
NR9495--MA0089.1.MAFG::NFE2L1	chr3	132684128	132684133	-	0.000	0.000	Merged-chr3-132684136-80
NR11874--MA0501.1.MAF::NFE2	chr6	72552775	72552789	-	0.000	0.000	Merged-chr6-72552853-56
NR10082--MA0089.1.MAFG::NFE2L1	chr4	88544128	88544133	+	0.000	0.000	Merged-chr4-88544037-33
NR4209--MA0496.2.MAFK	chr13	112466860	112466878	+	0.000	0.000	Merged-chr13-112466730-20
NR6808--MA0089.1.MAFG::NFE2L1	chr18	46013384	46013389	-	0.000	0.000	Merged-chr18-46013388-48
NR730--MA0591.1.Bach1::Mafk	chr1	133146151	133146165	-	0.000	0.000	Merged-chr1-133146237-29
NR9986--MA0591.1.Bach1::Mafk	chr4	62502309	62502323	-	0.000	0.000	Merged-chr4-62502251-45
NR3176--MA0591.1.Bach1::Mafk	chr12	85705547	85705561	-	0.000	0.000	Merged-chr12-85705502-111
NR11652--MA0117.2.Mafb	chr6	34869617	34869628	-	0.000	0.000	Merged-chr6-34869594-48
NR1419--MA0495.2.MAFF	chr10	26325616	26325636	-	0.000	0.000	Merged-chr10-26325461-56
NR4805--MA0495.2.MAFF	chr14	86239027	86239047	+	0.000	0.000	Merged-chr14-86238911-3
NR4386--MA0659.1.MAFG	chr14	20253559	20253579	-	0.000	0.000	Merged-chr14-20253489-29
NR9103--MA0089.1.MAFG::NFE2L1	chr3	84395281	84395286	-	0.000	0.000	Merged-chr3-84395228-27
NR4046--MA0591.1.Bach1::Mafk	chr13	96487438	96487452	-	0.000	0.000	Merged-chr13-96487488-44
NR6594--MA0089.1.MAFG::NFE2L1	chr17	86937939	86937944	-	0.000	0.000	Merged-chr17-86937929-29
NR10384--MA0089.1.MAFG::NFE2L1	chr4	130292523	130292528	+	0.000	0.000	Merged-chr4-130292538-17
NR6970--MA0089.1.MAFG::NFE2L1	chr18	69346309	69346314	+	0.000	0.000	Merged-chr18-69346424-51
NR13702--MA0501.1.MAF::NFE2	chr8	81769257	81769271	+	0.000	0.000	Merged-chr8-81769276-10
NR10760--MA0089.1.MAFG::NFE2L1	chr5	30240764	30240769	-	0.000	0.000	Merged-chr5-30240775-35
NR4047--MA0501.1.MAF::NFE2	chr13	96487435	96487449	-	0.000	0.000	Merged-chr13-96487488-44
NR9477--MA0117.2.Mafb	chr3	130832127	130832138	-	0.000	0.000	Merged-chr3-130832005-7
NR1658--MA0117.2.Mafb	chr10	71362053	71362064	+	0.000	0.000	Merged-chr10-71362071-33
NR7412--MA0495.2.MAFF	chr19	56822157	56822177	-	0.000	0.000	Merged-chr19-56822073-89
NR6409--MA0117.2.Mafb	chr17	53658757	53658768	+	0.000	0.000	Merged-chr17-53658882-10
NR4012--MA0496.2.MAFK	chr13	90930146	90930164	+	0.000	0.000	Merged-chr13-90930019-46
NR11600--MA0501.1.MAF::NFE2	chr6	28928148	28928162	+	0.000	0.000	Merged-chr6-28928131-16
NR11325--MA0089.1.MAFG::NFE2L1	chr5	130088240	130088245	-	0.000	0.000	Merged-chr5-130088239-22
NR12818--MA0591.1.Bach1::Mafk	chr7	75118135	75118149	-	0.000	0.000	Merged-chr7-75118252-11
NR5765--MA0089.1.MAFG::NFE2L1	chr16	50736973	50736978	-	0.000	0.000	Merged-chr16-50736996-81
NR3736--MA0501.1.MAF::NFE2	chr13	44260146	44260160	-	0.000	0.000	Merged-chr13-44260111-9
NR12630--MA0089.1.MAFG::NFE2L1	chr7	27553147	27553152	-	0.000	0.000	Merged-chr7-27553175-53
NR4807--MA0659.1.MAFG	chr14	86239027	86239047	+	0.000	0.000	Merged-chr14-86238911-3
NR9029--MA0089.1.MAFG::NFE2L1	chr3	67374055	67374060	-	0.000	0.000	Merged-chr3-67374115-44
NR6673--MA0117.2.Mafb	chr18	12876634	12876645	+	0.000	0.000	Merged-chr18-12876665-8
NR1906--MA0591.1.Bach1::Mafk	chr10	99221681	99221695	+	0.000	0.000	Merged-chr10-99221651-27
NR12494--MA0501.1.MAF::NFE2	chr6	145677663	145677677	-	0.000	0.000	Merged-chr6-145677669-10
NR1357--MA0089.1.MAFG::NFE2L1	chr10	17296505	17296510	-	0.000	0.000	Merged-chr10-17296409-9
NR4432--MA0089.1.MAFG::NFE2L1	chr14	27390787	27390792	-	0.000	0.000	Merged-chr14-27390836-41
NR5317--MA0496.2.MAFK	chr15	76908068	76908086	+	0.000	0.000	Merged-chr15-76908278-27
NR13819--MA0501.1.MAF::NFE2	chr8	95713541	95713555	-	0.000	0.000	Merged-chr8-95713709-35
NR6417--MA0089.1.MAFG::NFE2L1	chr17	55976400	55976405	+	0.000	0.000	Merged-chr17-55976480-32
NR1068--MA0089.1.MAFG::NFE2L1	chr1	179578778	179578783	-	0.000	0.000	Merged-chr1-179578897-31
NR2312--MA0495.2.MAFF	chr11	43362487	43362507	-	0.000	0.000	Merged-chr11-43362318-2,Merged-chr11-43362621-15
NR11717--MA0501.1.MAF::NFE2	chr6	52825699	52825713	+	0.000	0.000	Merged-chr6-52825813-18
NR3263--MA0591.1.Bach1::Mafk	chr12	98470495	98470509	+	0.000	0.000	Merged-chr12-98470416-8
NR13482--MA0501.1.MAF::NFE2	chr8	34083508	34083522	+	0.000	0.000	Merged-chr8-34083686-45
NR5904--MA0495.2.MAFF	chr16	75903184	75903204	+	0.000	0.000	Merged-chr16-75903251-33
NR14472--MA0496.2.MAFK	chr9	83564271	83564289	+	0.000	0.000	Merged-chr9-83564254-44
NR6089--MA0496.2.MAFK	chr16	96358153	96358171	+	0.000	0.000	Merged-chr16-96358039-35
NR8947--MA0117.2.Mafb	chr3	54592452	54592463	+	0.000	0.000	Merged-chr3-54592638-50
NR14246--MA0117.2.Mafb	chr9	44094143	44094154	-	0.000	0.000	Merged-chr9-44094242-12
NR6013--MA0089.1.MAFG::NFE2L1	chr16	91413521	91413526	+	0.000	0.000	Merged-chr16-91413429-37
NR9034--MA0117.2.Mafb	chr3	69156710	69156721	+	0.000	0.000	Merged-chr3-69156652-55
NR11539--MA0495.2.MAFF	chr6	15163978	15163998	+	0.000	0.000	Merged-chr6-15163954-12
NR4613--MA0501.1.MAF::NFE2	chr14	55062970	55062984	-	0.000	0.000	Merged-chr14-55062835-18
NR13863--MA0591.1.Bach1::Mafk	chr8	105727570	105727584	+	0.000	0.000	Merged-chr8-105727621-21
NR4445--MA0089.1.MAFG::NFE2L1	chr14	30153151	30153156	+	0.000	0.000	Merged-chr14-30153038-10
NR8859--MA0591.1.Bach1::Mafk	chr3	30951781	30951795	-	0.000	0.000	Merged-chr3-30951872-12
NR10346--MA0501.1.MAF::NFE2	chr4	124695955	124695969	+	0.000	0.000	Merged-chr4-124696004-25
NR7179--MA0496.2.MAFK	chr19	8997797	8997815	-	0.000	0.000	Merged-chr19-8997882-60
NR14600--MA0659.1.MAFG	chr9	102587546	102587566	-	0.000	0.000	Merged-chr9-102587549-11
NR3301--MA0659.1.MAFG	chr12	102588572	102588592	-	0.000	0.000	Merged-chr12-102588735-27
NR5133--MA0591.1.Bach1::Mafk	chr15	41612395	41612409	+	0.000	0.000	Merged-chr15-41612397-47
NR7768--MA0659.1.MAFG	chr2	59338605	59338625	+	0.000	0.000	Merged-chr2-59338660-28
NR8449--MA0501.1.MAF::NFE2	chr2	147744124	147744138	+	0.000	0.000	Merged-chr2-147744071-13
NR7359--MA0089.1.MAFG::NFE2L1	chr19	46511346	46511351	+	0.000	0.000	Merged-chr19-46511275-84
NR3729--MA0495.2.MAFF	chr13	44260146	44260166	+	0.000	0.000	Merged-chr13-44260111-9
NR12082--MA0496.2.MAFK	chr6	108895317	108895335	-	0.000	0.000	Merged-chr6-108895381-27
NR13498--MA0089.1.MAFG::NFE2L1	chr8	36993537	36993542	+	0.000	0.000	Merged-chr8-36993607-79
NR12078--MA0089.1.MAFG::NFE2L1	chr6	108895319	108895324	-	0.000	0.000	Merged-chr6-108895381-27
NR1115--MA0495.2.MAFF	chr1	182528172	182528192	-	0.000	0.000	Merged-chr1-182528373-67
NR12454--MA0089.1.MAFG::NFE2L1	chr6	143609272	143609277	+	0.000	0.000	Merged-chr6-143609389-48
NR13820--MA0591.1.Bach1::Mafk	chr8	95878773	95878787	-	0.000	0.000	Merged-chr8-95878841-5
NR9816--MA0495.2.MAFF	chr4	24569373	24569393	-	0.000	0.000	Merged-chr4-24569297-30
NR6881--MA0089.1.MAFG::NFE2L1	chr18	60715011	60715016	+	0.000	0.000	Merged-chr18-60715083-31
NR12830--MA0089.1.MAFG::NFE2L1	chr7	75634281	75634286	+	0.000	0.000	Merged-chr7-75634334-7
NR4149--MA0117.2.Mafb	chr13	108498728	108498739	+	0.000	0.000	Merged-chr13-108498755-24
NR11675--MA0117.2.Mafb	chr6	41527379	41527390	+	0.000	0.000	Merged-chr6-41527380-17
NR1415--MA0591.1.Bach1::Mafk	chr10	25457377	25457391	-	0.000	0.000	Merged-chr10-25457296-47
NR12165--MA0089.1.MAFG::NFE2L1	chr6	117431693	117431698	+	0.000	0.000	Merged-chr6-117431708-65
NR2467--MA0501.1.MAF::NFE2	chr11	62280809	62280823	+	0.000	0.000	Merged-chr11-62280813-1
NR4256--MA0089.1.MAFG::NFE2L1	chr13	114895891	114895896	+	0.000	0.000	Merged-chr13-114896013-49
NR518--MA0496.2.MAFK	chr1	94497026	94497044	+	0.000	0.000	Merged-chr1-94497080-23
NR2202--MA0117.2.Mafb	chr11	11774967	11774978	-	0.000	0.000	Merged-chr11-11775045-14
NR4393--MA0591.1.Bach1::Mafk	chr14	21032477	21032491	-	0.000	0.000	Merged-chr14-21032326-46
NR1777--MA0496.2.MAFK	chr10	85128228	85128246	-	0.000	0.000	Merged-chr10-85128174-62
NR1301--MA0501.1.MAF::NFE2	chr10	7826314	7826328	-	0.000	0.000	Merged-chr10-7826287-40
NR8966--MA0089.1.MAFG::NFE2L1	chr3	58583003	58583008	-	0.000	0.000	Merged-chr3-58583098-16
NR3747--MA0495.2.MAFF	chr13	44819586	44819606	-	0.000	0.000	Merged-chr13-44819494-25
NR13325--MA0501.1.MAF::NFE2	chr7	140329874	140329888	-	0.000	0.000	Merged-chr7-140329792-16
NR2197--MA0089.1.MAFG::NFE2L1	chr11	11546007	11546012	+	0.000	0.000	Merged-chr11-11546059-6
NR1110--MA0496.2.MAFK	chr1	182224036	182224054	-	0.000	0.000	Merged-chr1-182224037-19
NR7770--MA0496.2.MAFK	chr2	59338606	59338624	+	0.000	0.000	Merged-chr2-59338660-28
NR10906--MA0495.2.MAFF	chr5	58084183	58084203	-	0.000	0.000	Merged-chr5-58084122-29
NR12756--MA0117.2.Mafb	chr7	58500903	58500914	+	0.000	0.000	Merged-chr7-58501010-19
NR4558--MA0089.1.MAFG::NFE2L1	chr14	47189498	47189503	-	0.000	0.000	Merged-chr14-47189272-67
NR11552--MA0496.2.MAFK	chr6	15726620	15726638	+	0.000	0.000	Merged-chr6-15726718-35
NR9279--MA0495.2.MAFF	chr3	104963531	104963551	+	0.000	0.000	Merged-chr3-104963538-12
NR9191--MA0117.2.Mafb	chr3	93506451	93506462	-	0.000	0.000	Merged-chr3-93506465-61
NR6218--MA0591.1.Bach1::Mafk	chr17	24960716	24960730	+	0.000	0.000	Merged-chr17-24960702-61
NR9397--MA0117.2.Mafb	chr3	121105070	121105081	-	0.000	0.000	Merged-chr3-121105161-35
NR10480--MA0496.2.MAFK	chr4	144916722	144916740	-	0.000	0.000	Merged-chr4-144916675-7
NR5689--MA0089.1.MAFG::NFE2L1	chr16	38017281	38017286	-	0.000	0.000	Merged-chr16-38017190-20
NR181--MA0089.1.MAFG::NFE2L1	chr1	43500382	43500387	+	0.000	0.000	Merged-chr1-43500582-54
NR3075--MA0496.2.MAFK	chr12	69402917	69402935	-	0.000	0.000	Merged-chr12-69402921-11
NR7437--MA0659.1.MAFG	chr19	58051237	58051257	-	0.000	0.000	Merged-chr19-58051277-2
NR3110--MA0089.1.MAFG::NFE2L1	chr12	73648002	73648007	+	0.000	0.000	Merged-chr12-73647879-51
NR5026--MA0501.1.MAF::NFE2	chr15	6500959	6500973	-	0.000	0.000	Merged-chr15-6501118-14
NR3020--MA0501.1.MAF::NFE2	chr12	52382984	52382998	-	0.000	0.000	Merged-chr12-52383146-23
NR2460--MA0591.1.Bach1::Mafk	chr11	62185078	62185092	-	0.000	0.000	Merged-chr11-62185170-13
NR12973--MA0591.1.Bach1::Mafk	chr7	101422837	101422851	+	0.000	0.000	Merged-chr7-101422737-10
NR9311--MA0501.1.MAF::NFE2	chr3	108767543	108767557	-	0.000	0.000	Merged-chr3-108767545-22
NR216--MA0117.2.Mafb	chr1	53776809	53776820	+	0.000	0.000	Merged-chr1-53776706-48
NR10305--MA0089.1.MAFG::NFE2L1	chr4	119872589	119872594	+	0.000	0.000	Merged-chr4-119872530-6
NR10482--MA0591.1.Bach1::Mafk	chr4	144996074	144996088	-	0.000	0.000	Merged-chr4-144996009-47
NR7444--MA0089.1.MAFG::NFE2L1	chr19	58850844	58850849	+	0.000	0.000	Merged-chr19-58850860-26
NR3877--MA0495.2.MAFF	chr13	63431573	63431593	-	0.000	0.000	Merged-chr13-63431477-108
NR13611--MA0496.2.MAFK	chr8	71882026	71882044	-	0.000	0.000	Merged-chr8-71881954-63
NR13606--MA0591.1.Bach1::Mafk	chr8	71692808	71692822	-	0.000	0.000	Merged-chr8-71692862-61
NR12698--MA0501.1.MAF::NFE2	chr7	49335179	49335193	+	0.000	0.000	Merged-chr7-49335315-27
NR483--MA0089.1.MAFG::NFE2L1	chr1	91909076	91909081	+	0.000	0.000	Merged-chr1-91909100-9
NR6869--MA0501.1.MAF::NFE2	chr18	58561051	58561065	+	0.000	0.000	Merged-chr18-58561117-18
NR3412--MA0089.1.MAFG::NFE2L1	chr12	112862042	112862047	-	0.000	0.000	Merged-chr12-112862043-16
NR1116--MA0591.1.Bach1::Mafk	chr1	182528175	182528189	-	0.000	0.000	Merged-chr1-182528373-67
NR4745--MA0659.1.MAFG	chr14	73472443	73472463	-	0.000	0.000	Merged-chr14-73472602-8
NR10091--MA0089.1.MAFG::NFE2L1	chr4	89311075	89311080	-	0.000	0.000	Merged-chr4-89310885-77
NR1438--MA0591.1.Bach1::Mafk	chr10	30329068	30329082	-	0.000	0.000	Merged-chr10-30328899-1
NR5060--MA0117.2.Mafb	chr15	12375922	12375933	+	0.000	0.000	Merged-chr15-12375841-43
NR1468--MA0089.1.MAFG::NFE2L1	chr10	39412910	39412915	+	0.000	0.000	Merged-chr10-39413111-35
NR6702--MA0089.1.MAFG::NFE2L1	chr18	23754575	23754580	+	0.000	0.000	Merged-chr18-23754514-42
NR2569--MA0501.1.MAF::NFE2	chr11	80505141	80505155	+	0.000	0.000	Merged-chr11-80505144-23
NR219--MA0089.1.MAFG::NFE2L1	chr1	54492655	54492660	-	0.000	0.000	Merged-chr1-54492864-67
NR2826--MA0501.1.MAF::NFE2	chr11	119991489	119991503	+	0.000	0.000	Merged-chr11-119991452-27
NR3829--MA0089.1.MAFG::NFE2L1	chr13	58012224	58012229	-	0.000	0.000	Merged-chr13-58012302-19
NR4197--MA0495.2.MAFF	chr13	112385233	112385253	-	0.000	0.000	Merged-chr13-112385232-32
NR6994--MA0591.1.Bach1::Mafk	chr18	73643376	73643390	-	0.000	0.000	Merged-chr18-73643262-33
NR2104--MA0117.2.Mafb	chr10	127324442	127324453	+	0.000	0.000	Merged-chr10-127324653-45
NR3714--MA0089.1.MAFG::NFE2L1	chr13	41345852	41345857	+	0.000	0.000	Merged-chr13-41345949-16
NR492--MA0495.2.MAFF	chr1	92119341	92119361	-	0.000	0.000	Merged-chr1-92119439-48
NR10485--MA0501.1.MAF::NFE2	chr4	145209530	145209544	+	0.000	0.000	Merged-chr4-145209474-14
NR7549--MA0117.2.Mafb	chr2	19634169	19634180	-	0.000	0.000	Merged-chr2-19634112-21
NR11649--MA0501.1.MAF::NFE2	chr6	33004675	33004689	+	0.000	0.000	Merged-chr6-33004502-19
NR7949--MA0591.1.Bach1::Mafk	chr2	84727357	84727371	+	0.000	0.000	Merged-chr2-84727435-53
NR9722--MA0496.2.MAFK	chr3	157884229	157884247	+	0.000	0.000	Merged-chr3-157884103-23
NR244--MA0501.1.MAF::NFE2	chr1	58315777	58315791	-	0.000	0.000	Merged-chr1-58315756-13
NR9993--MA0659.1.MAFG	chr4	62739893	62739913	+	0.000	0.000	Merged-chr4-62739923-10
NR14414--MA0591.1.Bach1::Mafk	chr9	77954691	77954705	-	0.000	0.000	Merged-chr9-77954587-30
NR6743--MA0501.1.MAF::NFE2	chr18	31628593	31628607	+	0.000	0.000	Merged-chr18-31628663-46
NR590--MA0496.2.MAFK	chr1	106187696	106187714	+	0.000	0.000	Merged-chr1-106187715-26
NR6715--MA0089.1.MAFG::NFE2L1	chr18	23845166	23845171	+	0.000	0.000	Merged-chr18-23845063-50
NR14415--MA0501.1.MAF::NFE2	chr9	77954688	77954702	-	0.000	0.000	Merged-chr9-77954587-30
NR14133--MA0089.1.MAFG::NFE2L1	chr9	15584518	15584523	-	0.000	0.000	Merged-chr9-15584561-2
NR4065--MA0089.1.MAFG::NFE2L1	chr13	100201819	100201824	-	0.000	0.000	Merged-chr13-100202015-43
NR6600--MA0089.1.MAFG::NFE2L1	chr17	88195463	88195468	-	0.000	0.000	Merged-chr17-88195444-8
NR309--MA0501.1.MAF::NFE2	chr1	72449910	72449924	+	0.000	0.000	Merged-chr1-72450027-13
NR1742--MA0089.1.MAFG::NFE2L1	chr10	80999949	80999954	-	0.000	0.000	Merged-chr10-81000017-24
NR11228--MA0117.2.Mafb	chr5	111057263	111057274	+	0.000	0.000	Merged-chr5-111057385-10
NR2568--MA0591.1.Bach1::Mafk	chr11	80505138	80505152	+	0.000	0.000	Merged-chr11-80505144-23
NR2317--MA0496.2.MAFK	chr11	43362488	43362506	-	0.000	0.000	Merged-chr11-43362318-2,Merged-chr11-43362621-15
NR2443--MA0501.1.MAF::NFE2	chr11	60353048	60353062	-	0.000	0.000	Merged-chr11-60353018-61
NR4656--MA0089.1.MAFG::NFE2L1	chr14	63130836	63130841	-	0.000	0.000	Merged-chr14-63130838-17
NR344--MA0496.2.MAFK	chr1	74398275	74398293	+	0.000	0.000	Merged-chr1-74398237-10
NR6311--MA0089.1.MAFG::NFE2L1	chr17	35258391	35258396	+	0.000	0.000	Merged-chr17-35258304-47
NR5081--MA0089.1.MAFG::NFE2L1	chr15	27826216	27826221	-	0.000	0.000	Merged-chr15-27825914-54
NR1720--MA0495.2.MAFF	chr10	79937280	79937300	+	0.000	0.000	Merged-chr10-79937148-47
NR12450--MA0089.1.MAFG::NFE2L1	chr6	143366064	143366069	+	0.000	0.000	Merged-chr6-143366035-15
NR2097--MA0591.1.Bach1::Mafk	chr10	127114591	127114605	-	0.000	0.000	Merged-chr10-127114470-4
NR8536--MA0117.2.Mafb	chr2	157887764	157887775	+	0.000	0.000	Merged-chr2-157887792-12
NR6137--MA0117.2.Mafb	chr17	7878107	7878118	+	0.000	0.000	Merged-chr17-7878189-16
NR9872--MA0117.2.Mafb	chr4	42965604	42965615	+	0.000	0.000	Merged-chr4-42965581-38
NR1912--MA0496.2.MAFK	chr10	99221679	99221697	-	0.000	0.000	Merged-chr10-99221651-27
NR1248--MA0501.1.MAF::NFE2	chr1	192532372	192532386	-	0.000	0.000	Merged-chr1-192532397-12
NR13728--MA0496.2.MAFK	chr8	85515649	85515667	-	0.000	0.000	Merged-chr8-85515665-21
NR3000--MA0495.2.MAFF	chr12	41565894	41565914	+	0.000	0.000	Merged-chr12-41565825-5
NR13581--MA0089.1.MAFG::NFE2L1	chr8	68627407	68627412	+	0.000	0.000	Merged-chr8-68627437-32
NR14208--MA0501.1.MAF::NFE2	chr9	36802537	36802551	+	0.000	0.000	Merged-chr9-36802612-8
NR11447--MA0089.1.MAFG::NFE2L1	chr5	147049404	147049409	+	0.000	0.000	Merged-chr5-147049236-7
NR13192--MA0501.1.MAF::NFE2	chr7	126725384	126725398	+	0.000	0.000	Merged-chr7-126725257-13
NR12697--MA0591.1.Bach1::Mafk	chr7	49335176	49335190	+	0.000	0.000	Merged-chr7-49335315-27
NR6840--MA0659.1.MAFG	chr18	54822970	54822990	+	0.000	0.000	Merged-chr18-54822886-30
NR9407--MA0659.1.MAFG	chr3	121874812	121874832	+	0.000	0.000	Merged-chr3-121874730-10
NR13625--MA0496.2.MAFK	chr8	72571104	72571122	-	0.000	0.000	Merged-chr8-72571324-95
NR6458--MA0591.1.Bach1::Mafk	chr17	66101702	66101716	-	0.000	0.000	Merged-chr17-66101673-100
NR6704--MA0495.2.MAFF	chr18	23754629	23754649	-	0.000	0.000	Merged-chr18-23754514-42
NR14603--MA0496.2.MAFK	chr9	102587547	102587565	-	0.000	0.000	Merged-chr9-102587549-11
NR3304--MA0496.2.MAFK	chr12	102588573	102588591	-	0.000	0.000	Merged-chr12-102588735-27
NR5408--MA0089.1.MAFG::NFE2L1	chr15	93712836	93712841	-	0.000	0.000	Merged-chr15-93712745-43
NR14890--MA0495.2.MAFF	chrX	71468813	71468833	+	0.000	0.000	Merged-chrX-71468864-48
NR15046--MA0117.2.Mafb	chrX	142883941	142883952	+	0.000	0.000	Merged-chrX-142883855-35
NR3002--MA0659.1.MAFG	chr12	41565894	41565914	+	0.000	0.000	Merged-chr12-41565825-5
NR13949--MA0501.1.MAF::NFE2	chr8	117303742	117303756	+	0.000	0.000	Merged-chr8-117303756-17
NR12976--MA0591.1.Bach1::Mafk	chr7	101538239	101538253	-	0.000	0.000	Merged-chr7-101538203-73
NR2145--MA0659.1.MAFG	chr11	3161116	3161136	-	0.000	0.000	Merged-chr11-3161151-10
NR10940--MA0501.1.MAF::NFE2	chr5	65903032	65903046	+	0.000	0.000	Merged-chr5-65902900-8
NR7468--MA0089.1.MAFG::NFE2L1	chr2	6396238	6396243	+	0.000	0.000	Merged-chr2-6396232-31
NR102--MA0089.1.MAFG::NFE2L1	chr1	32104220	32104225	+	0.000	0.000	Merged-chr1-32104339-13
NR12678--MA0089.1.MAFG::NFE2L1	chr7	44528080	44528085	-	0.000	0.000	Merged-chr7-44527953-37
NR11712--MA0659.1.MAFG	chr6	52825668	52825688	+	0.000	0.000	Merged-chr6-52825813-18
NR7844--MA0089.1.MAFG::NFE2L1	chr2	70844981	70844986	+	0.000	0.000	Merged-chr2-70845075-67
NR3123--MA0659.1.MAFG	chr12	76052065	76052085	-	0.000	0.000	Merged-chr12-76052186-4
NR14872--MA0501.1.MAF::NFE2	chrX	53607945	53607959	+	0.000	0.000	Merged-chrX-53607978-28
NR12550--MA0089.1.MAFG::NFE2L1	chr7	12955145	12955150	-	0.000	0.000	Merged-chr7-12955055-4
