#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.up.bed
NR3250--MA1107.1.KLF9	chr1	155784555	155784567	-	0.000	0.000	Merged-chr1-155784753-78
NR67286--MA0493.1.Klf1	chr8	123037169	123037179	-	0.000	0.000	Merged-chr8-123037224-33
NR9777--MA0599.1.KLF5	chr11	32542890	32542899	-	0.000	0.000	Merged-chr11-32542755-79
NR17862--MA0741.1.KLF16	chr13	89739572	89739582	+	0.000	0.000	Merged-chr13-89739593-12
NR46821--MA0599.1.KLF5	chr4	111720134	111720143	+	0.000	0.000	Merged-chr4-111720211-159
NR1057--MA1107.1.KLF9	chr1	66932105	66932117	+	0.000	0.000	Merged-chr1-66932043-30
NR27016--MA0039.3.KLF4	chr16	91588233	91588243	+	0.000	0.000	Merged-chr16-91588038-25
NR27015--MA0742.1.Klf12	chr16	91588231	91588245	+	0.000	0.000	Merged-chr16-91588038-25
NR44771--MA0599.1.KLF5	chr4	32250332	32250341	-	0.000	0.000	Merged-chr4-32250559-148
NR42452--MA0493.1.Klf1	chr3	103862695	103862705	+	0.000	0.000	Merged-chr3-103862515-1,Merged-chr3-103862758-3
NR25708--MA0740.1.KLF14	chr16	30388885	30388898	-	0.000	0.000	Merged-chr16-30388899-122
NR47481--MA0599.1.KLF5	chr4	129610115	129610124	+	0.000	0.000	Merged-chr4-129610276-24
NR41918--MA0599.1.KLF5	chr3	94758218	94758227	+	0.000	0.000	Merged-chr3-94758240-64
NR53255--MA0599.1.KLF5	chr5	134582750	134582759	-	0.000	0.000	Merged-chr5-134582735-45
NR51961--MA0493.1.Klf1	chr5	112239776	112239786	-	0.000	0.000	Merged-chr5-112239781-12
NR62088--MA0599.1.KLF5	chr7	110796448	110796457	-	0.000	0.000	Merged-chr7-110796429-1
NR62367--MA0741.1.KLF16	chr7	118243718	118243728	-	0.000	0.000	Merged-chr7-118243751-117
NR36320--MA0493.1.Klf1	chr2	59882644	59882654	+	0.000	0.000	Merged-chr2-59882495-61
NR70722--MA0599.1.KLF5	chr9	108263806	108263815	-	0.000	0.000	Merged-chr9-108263764-60
NR7830--MA0599.1.KLF5	chr10	95299983	95299992	-	0.000	0.000	Merged-chr10-95299831-73
NR47123--MA0599.1.KLF5	chr4	120825711	120825720	+	0.000	0.000	Merged-chr4-120825889-1
NR40034--MA0039.3.KLF4	chr2	173659569	173659579	+	0.000	0.000	Merged-chr2-173659827-104
NR9486--MA0742.1.Klf12	chr11	20561486	20561500	-	0.000	0.000	Merged-chr11-20561447-13
NR2603--MA0741.1.KLF16	chr1	135105257	135105267	+	0.000	0.000	Merged-chr1-135105235-19
NR28488--MA0599.1.KLF5	chr17	31077832	31077841	-	0.000	0.000	Merged-chr17-31077750-28
NR19440--MA0599.1.KLF5	chr14	20929243	20929252	+	0.000	0.000	Merged-chr14-20929476-97
NR37008--MA0741.1.KLF16	chr2	90679336	90679346	+	0.000	0.000	Merged-chr2-90679344-61
NR54519--MA0493.1.Klf1	chr6	7844637	7844647	+	0.000	0.000	Merged-chr6-7844794-101
NR37997--MA0599.1.KLF5	chr2	121866901	121866910	-	0.000	0.000	Merged-chr2-121866868-116
NR60356--MA0599.1.KLF5	chr7	45068182	45068191	-	0.000	0.000	Merged-chr7-45068056-13
NR5976--MA1107.1.KLF9	chr10	54040788	54040800	+	0.000	0.000	Merged-chr10-54040975-1
NR58799--MA0741.1.KLF16	chr7	4460697	4460707	+	0.000	0.000	Merged-chr7-4460679-27
NR51729--MA0599.1.KLF5	chr5	105649550	105649559	+	0.000	0.000	Merged-chr5-105649431-102
NR22459--MA0741.1.KLF16	chr15	25884683	25884693	-	0.000	0.000	Merged-chr15-25884835-36
NR55559--MA0742.1.Klf12	chr6	54925959	54925973	+	0.000	0.000	Merged-chr6-54926058-40
NR58101--MA0740.1.KLF14	chr6	137754678	137754691	-	0.000	0.000	Merged-chr6-137754640-54
NR12728--MA0741.1.KLF16	chr11	113649510	113649520	-	0.000	0.000	Merged-chr11-113649629-54
NR33648--MA0741.1.KLF16	chr19	31337344	31337354	-	0.000	0.000	Merged-chr19-31337298-1
NR27538--MA0742.1.Klf12	chr17	6978843	6978857	-	0.000	0.000	Merged-chr17-6979052-61
NR41033--MA0741.1.KLF16	chr3	52677349	52677359	+	0.000	0.000	Merged-chr3-52677309-55
NR41699--MA0741.1.KLF16	chr3	88772639	88772649	+	0.000	0.000	Merged-chr3-88772617-19
NR1429--MA0741.1.KLF16	chr1	84839291	84839301	+	0.000	0.000	Merged-chr1-84839421-169
NR6215--MA0741.1.KLF16	chr10	61452858	61452868	-	0.000	0.000	Merged-chr10-61452794-18
NR35589--MA0599.1.KLF5	chr2	30469938	30469947	+	0.000	0.000	Merged-chr2-30470096-26
NR17238--MA0599.1.KLF5	chr13	58443994	58444003	-	0.000	0.000	Merged-chr13-58444018-18
NR18225--MA0741.1.KLF16	chr13	99781081	99781091	-	0.000	0.000	Merged-chr13-99781144-21
NR4264--MA0741.1.KLF16	chr1	180813601	180813611	+	0.000	0.000	Merged-chr1-180813654-113
NR13136--MA0740.1.KLF14	chr11	119041137	119041150	-	0.000	0.000	Merged-chr11-119041092-76
NR42779--MA0493.1.Klf1	chr3	116024477	116024487	-	0.000	0.000	Merged-chr3-116024547-26
NR20426--MA1107.1.KLF9	chr14	55885305	55885317	-	0.000	0.000	Merged-chr14-55885410-94
NR28964--MA0742.1.Klf12	chr17	40934667	40934681	+	0.000	0.000	Merged-chr17-40934697-83
NR70843--MA0599.1.KLF5	chr9	110641166	110641175	+	0.000	0.000	Merged-chr9-110641188-21
NR23812--MA1107.1.KLF9	chr15	80599296	80599308	-	0.000	0.000	Merged-chr15-80599512-51
NR25979--MA0493.1.Klf1	chr16	38353837	38353847	+	0.000	0.000	Merged-chr16-38353945-34
NR17219--MA1107.1.KLF9	chr13	58158328	58158340	-	0.000	0.000	Merged-chr13-58158134-148
NR68863--MA0741.1.KLF16	chr9	56418263	56418273	+	0.000	0.000	Merged-chr9-56418111-4
NR35355--MA1107.1.KLF9	chr2	25983491	25983503	+	0.000	0.000	Merged-chr2-25983366-83
NR46914--MA1107.1.KLF9	chr4	116144605	116144617	-	0.000	0.000	Merged-chr4-116144473-31
NR53296--MA0740.1.KLF14	chr5	135106838	135106851	-	0.000	0.000	Merged-chr5-135106892-30
NR44525--MA0599.1.KLF5	chr4	11156398	11156407	-	0.000	0.000	Merged-chr4-11156378-59
NR71257--MA0741.1.KLF16	chr9	118678598	118678608	+	0.000	0.000	Merged-chr9-118678587-68
NR48856--MA0039.3.KLF4	chr4	151996277	151996287	-	0.000	0.000	Merged-chr4-151996356-68
NR29199--MA0742.1.Klf12	chr17	47221305	47221319	+	0.000	0.000	Merged-chr17-47221287-27
NR33642--MA0599.1.KLF5	chr19	31337334	31337343	-	0.000	0.000	Merged-chr19-31337298-1
NR71701--MA0740.1.KLF14	chrX	9272619	9272632	-	0.000	0.000	Merged-chrX-9272776-84
NR17100--MA0741.1.KLF16	chr13	55623008	55623018	-	0.000	0.000	Merged-chr13-55622931-60
NR39062--MA0599.1.KLF5	chr2	154408097	154408106	-	0.000	0.000	Merged-chr2-154408006-43
NR20636--MA0741.1.KLF16	chr14	61556963	61556973	-	0.000	0.000	Merged-chr14-61556804-76
NR10060--MA0740.1.KLF14	chr11	50325775	50325788	+	0.000	0.000	Merged-chr11-50325698-61
NR65228--MA0599.1.KLF5	chr8	69996377	69996386	-	0.000	0.000	Merged-chr8-69996390-68
NR70815--MA1107.1.KLF9	chr9	110229699	110229711	-	0.000	0.000	Merged-chr9-110229688-19
NR61787--MA0742.1.Klf12	chr7	101634554	101634568	-	0.000	0.000	Merged-chr7-101634721-37
NR38957--MA0741.1.KLF16	chr2	151974370	151974380	-	0.000	0.000	Merged-chr2-151974232-5
NR72683--MA0741.1.KLF16	chrX	152353051	152353061	-	0.000	0.000	Merged-chrX-152352945-26
NR10429--MA0741.1.KLF16	chr11	60210469	60210479	+	0.000	0.000	Merged-chr11-60210548-46
NR64427--MA0741.1.KLF16	chr8	23237739	23237749	+	0.000	0.000	Merged-chr8-23237698-54
NR34159--MA0599.1.KLF5	chr19	46573250	46573259	-	0.000	0.000	Merged-chr19-46573181-77
NR36333--MA1107.1.KLF9	chr2	60210493	60210505	+	0.000	0.000	Merged-chr2-60210153-124
NR10278--MA0657.1.KLF13	chr11	55131241	55131258	+	0.000	0.000	Merged-chr11-55131266-10
NR46889--MA0657.1.KLF13	chr4	116010370	116010387	+	0.000	0.000	Merged-chr4-116010359-48
NR33100--MA0742.1.Klf12	chr19	6236307	6236321	-	0.000	0.000	Merged-chr19-6236407-1
NR62476--MA0741.1.KLF16	chr7	119794084	119794094	-	0.000	0.000	Merged-chr7-119794114-60
NR64893--MA0742.1.Klf12	chr8	53639081	53639095	+	0.000	0.000	Merged-chr8-53639020-77
NR54788--MA0740.1.KLF14	chr6	29474062	29474075	+	0.000	0.000	Merged-chr6-29474137-48
NR34620--MA0599.1.KLF5	chr19	59943454	59943463	+	0.000	0.000	Merged-chr19-59943438-84
NR54686--MA0742.1.Klf12	chr6	22340134	22340148	-	0.000	0.000	Merged-chr6-22340067-27
NR67980--MA0493.1.Klf1	chr9	21927594	21927604	+	0.000	0.000	Merged-chr9-21927505-18
NR57928--MA0599.1.KLF5	chr6	134220566	134220575	+	0.000	0.000	Merged-chr6-134220428-49
NR40284--MA0740.1.KLF14	chr2	181520309	181520322	+	0.000	0.000	Merged-chr2-181520538-61
NR66894--MA1107.1.KLF9	chr8	117052563	117052575	-	0.000	0.000	Merged-chr8-117052612-3
NR40724--MA1107.1.KLF9	chr3	32438011	32438023	-	0.000	0.000	Merged-chr3-32438051-51
NR9437--MA0599.1.KLF5	chr11	19920048	19920057	-	0.000	0.000	Merged-chr11-19920148-102
NR58382--MA0599.1.KLF5	chr6	142571414	142571423	-	0.000	0.000	Merged-chr6-142571386-44
NR42799--MA0742.1.Klf12	chr3	116487881	116487895	+	0.000	0.000	Merged-chr3-116487886-17
NR35708--MA0741.1.KLF16	chr2	32288143	32288153	+	0.000	0.000	Merged-chr2-32288192-62
NR35261--MA1107.1.KLF9	chr2	25054332	25054344	+	0.000	0.000	Merged-chr2-25054565-53
NR33486--MA0741.1.KLF16	chr19	21785256	21785266	+	0.000	0.000	Merged-chr19-21785424-37
NR29005--MA0599.1.KLF5	chr17	44188492	44188501	+	0.000	0.000	Merged-chr17-44188735-54
NR53479--MA0599.1.KLF5	chr5	137189636	137189645	+	0.000	0.000	Merged-chr5-137189571-38
NR42596--MA0599.1.KLF5	chr3	108383790	108383799	-	0.000	0.000	Merged-chr3-108383794-50
NR28812--MA0741.1.KLF16	chr17	35516891	35516901	+	0.000	0.000	Merged-chr17-35516869-65
NR17693--MA0039.3.KLF4	chr13	76018683	76018693	+	0.000	0.000	Merged-chr13-76018576-95
NR36679--MA0599.1.KLF5	chr2	73470528	73470537	-	0.000	0.000	Merged-chr2-73470465-56
NR9203--MA1107.1.KLF9	chr11	4823897	4823909	+	0.000	0.000	Merged-chr11-4823993-46
NR47347--MA0599.1.KLF5	chr4	126556926	126556935	-	0.000	0.000	Merged-chr4-126557087-49
NR7368--MA1107.1.KLF9	chr10	83161887	83161899	+	0.000	0.000	Merged-chr10-83161895-41
NR56223--MA0742.1.Klf12	chr6	88465414	88465428	-	0.000	0.000	Merged-chr6-88465559-62
NR47686--MA1107.1.KLF9	chr4	132749052	132749064	-	0.000	0.000	Merged-chr4-132748989-25
NR25518--MA0493.1.Klf1	chr16	19761928	19761938	+	0.000	0.000	Merged-chr16-19761931-27
NR20472--MA0599.1.KLF5	chr14	57525641	57525650	-	0.000	0.000	Merged-chr14-57525572-80
NR52126--MA0741.1.KLF16	chr5	114175814	114175824	-	0.000	0.000	Merged-chr5-114175903-40
NR44618--MA1107.1.KLF9	chr4	15273293	15273305	+	0.000	0.000	Merged-chr4-15273435-28
NR12585--MA0493.1.Klf1	chr11	109611684	109611694	+	0.000	0.000	Merged-chr11-109611660-96
NR61790--MA0493.1.Klf1	chr7	101634655	101634665	+	0.000	0.000	Merged-chr7-101634721-37
NR37369--MA0741.1.KLF16	chr2	102400662	102400672	+	0.000	0.000	Merged-chr2-102400550-5
NR50088--MA0493.1.Klf1	chr5	36582015	36582025	+	0.000	0.000	Merged-chr5-36582061-78
NR39155--MA1107.1.KLF9	chr2	156878024	156878036	+	0.000	0.000	Merged-chr2-156878033-50
NR45025--MA0741.1.KLF16	chr4	41348060	41348070	+	0.000	0.000	Merged-chr4-41348000-22
NR8461--MA0741.1.KLF16	chr10	118869516	118869526	+	0.000	0.000	Merged-chr10-118869269-178
NR50041--MA0742.1.Klf12	chr5	35757879	35757893	-	0.000	0.000	Merged-chr5-35757894-103
NR51728--MA1107.1.KLF9	chr5	105649521	105649533	-	0.000	0.000	Merged-chr5-105649431-102
NR61432--MA0493.1.Klf1	chr7	90349233	90349243	+	0.000	0.000	Merged-chr7-90349289-16
NR20474--MA0741.1.KLF16	chr14	57525640	57525650	-	0.000	0.000	Merged-chr14-57525572-80
NR71334--MA0740.1.KLF14	chr9	119963473	119963486	-	0.000	0.000	Merged-chr9-119963439-34
NR12218--MA0741.1.KLF16	chr11	101082555	101082565	+	0.000	0.000	Merged-chr11-101082516-61
NR17932--MA0599.1.KLF5	chr13	92354667	92354676	+	0.000	0.000	Merged-chr13-92354723-122
NR30498--MA0599.1.KLF5	chr17	84336153	84336162	-	0.000	0.000	Merged-chr17-84336226-16
NR69108--MA0493.1.Klf1	chr9	62847934	62847944	-	0.000	0.000	Merged-chr9-62847920-25
NR23369--MA1107.1.KLF9	chr15	73169062	73169074	-	0.000	0.000	Merged-chr15-73169118-30
NR10853--MA0493.1.Klf1	chr11	70410221	70410231	-	0.000	0.000	Merged-chr11-70410140-52
NR39822--MA1107.1.KLF9	chr2	170205676	170205688	-	0.000	0.000	Merged-chr2-170205615-94
NR38400--MA0741.1.KLF16	chr2	132511676	132511686	-	0.000	0.000	Merged-chr2-132511544-14
NR15882--MA0599.1.KLF5	chr12	113014392	113014401	-	0.000	0.000	Merged-chr12-113014523-77
NR29475--MA0599.1.KLF5	chr17	56009201	56009210	-	0.000	0.000	Merged-chr17-56009009-115
NR65899--MA0493.1.Klf1	chr8	84847171	84847181	+	0.000	0.000	Merged-chr8-84847115-67
NR28859--MA0741.1.KLF16	chr17	35910130	35910140	+	0.000	0.000	Merged-chr17-35910117-56
NR35710--MA0599.1.KLF5	chr2	32288336	32288345	+	0.000	0.000	Merged-chr2-32288192-62
NR7460--MA0740.1.KLF14	chr10	85035595	85035608	-	0.000	0.000	Merged-chr10-85035484-19
NR25978--MA0039.3.KLF4	chr16	38353839	38353849	+	0.000	0.000	Merged-chr16-38353945-34
NR69358--MA1107.1.KLF9	chr9	69455444	69455456	+	0.000	0.000	Merged-chr9-69455583-28
NR27958--MA0599.1.KLF5	chr17	22424057	22424066	-	0.000	0.000	Merged-chr17-22424161-65
NR18573--MA1107.1.KLF9	chr13	108316274	108316286	+	0.000	0.000	Merged-chr13-108316339-65
NR9315--MA1107.1.KLF9	chr11	6410289	6410301	-	0.000	0.000	Merged-chr11-6410402-18
NR22011--MA0741.1.KLF16	chr14	120313650	120313660	+	0.000	0.000	Merged-chr14-120313531-118
NR35275--MA0741.1.KLF16	chr2	25170653	25170663	-	0.000	0.000	Merged-chr2-25170502-21
NR70833--MA1107.1.KLF9	chr9	110449129	110449141	-	0.000	0.000	Merged-chr9-110449150-25
NR44524--MA1107.1.KLF9	chr4	11076339	11076351	+	0.000	0.000	Merged-chr4-11076222-62
NR63952--MA0493.1.Klf1	chr8	3631084	3631094	-	0.000	0.000	Merged-chr8-3631064-68
NR39962--MA0599.1.KLF5	chr2	173000086	173000095	-	0.000	0.000	Merged-chr2-173000238-62
NR735--MA0599.1.KLF5	chr1	52500480	52500489	+	0.000	0.000	Merged-chr1-52500431-96
NR37769--MA0599.1.KLF5	chr2	117120685	117120694	+	0.000	0.000	Merged-chr2-117120973-155
NR58695--MA0493.1.Klf1	chr6	148212166	148212176	-	0.000	0.000	Merged-chr6-148212124-77
NR20565--MA1107.1.KLF9	chr14	59397268	59397280	-	0.000	0.000	Merged-chr14-59397210-50
NR49094--MA0741.1.KLF16	chr4	155563586	155563596	+	0.000	0.000	Merged-chr4-155563706-85
NR46038--MA0599.1.KLF5	chr4	83324235	83324244	+	0.000	0.000	Merged-chr4-83324069-95
NR23818--MA0599.1.KLF5	chr15	80704347	80704356	+	0.000	0.000	Merged-chr15-80704480-26
NR16558--MA0741.1.KLF16	chr13	36117586	36117596	+	0.000	0.000	Merged-chr13-36117623-83
NR29871--MA0741.1.KLF16	chr17	69475518	69475528	-	0.000	0.000	Merged-chr17-69475612-28
NR32470--MA0741.1.KLF16	chr18	80200699	80200709	-	0.000	0.000	Merged-chr18-80200692-56
NR27944--MA0493.1.Klf1	chr17	21909749	21909759	+	0.000	0.000	Merged-chr17-21909627-78
NR65467--MA0740.1.KLF14	chr8	71665701	71665714	-	0.000	0.000	Merged-chr8-71665590-47
NR32741--MA0741.1.KLF16	chr18	84859617	84859627	+	0.000	0.000	Merged-chr18-84859622-32
NR65738--MA0740.1.KLF14	chr8	81015075	81015088	+	0.000	0.000	Merged-chr8-81015053-72
NR29023--MA0599.1.KLF5	chr17	44662289	44662298	-	0.000	0.000	Merged-chr17-44662083-35
NR71475--MA0741.1.KLF16	chr9	122805542	122805552	+	0.000	0.000	Merged-chr9-122805643-54
NR12926--MA0599.1.KLF5	chr11	116138899	116138908	+	0.000	0.000	Merged-chr11-116138884-66
NR38195--MA1107.1.KLF9	chr2	128470342	128470354	-	0.000	0.000	Merged-chr2-128470524-44
NR32211--MA1107.1.KLF9	chr18	73816989	73817001	+	0.000	0.000	Merged-chr18-73816843-39
NR50429--MA0599.1.KLF5	chr5	53998316	53998325	+	0.000	0.000	Merged-chr5-53998390-11
NR33772--MA0599.1.KLF5	chr19	37018706	37018715	-	0.000	0.000	Merged-chr19-37018602-32
NR12895--MA0740.1.KLF14	chr11	115999778	115999791	+	0.000	0.000	Merged-chr11-115999757-14
NR20570--MA0493.1.Klf1	chr14	59558941	59558951	-	0.000	0.000	Merged-chr14-59558966-13
NR71866--MA0657.1.KLF13	chrX	36807836	36807853	+	0.000	0.000	Merged-chrX-36807988-57
NR58740--MA0742.1.Klf12	chr7	3290413	3290427	-	0.000	0.000	Merged-chr7-3290343-35
NR53478--MA1107.1.KLF9	chr5	137116413	137116425	-	0.000	0.000	Merged-chr5-137116340-58
NR39192--MA0599.1.KLF5	chr2	158160216	158160225	+	0.000	0.000	Merged-chr2-158160127-37
NR23960--MA0741.1.KLF16	chr15	82899888	82899898	-	0.000	0.000	Merged-chr15-82899938-12
NR34083--MA0599.1.KLF5	chr19	45575072	45575081	-	0.000	0.000	Merged-chr19-45575212-23
NR10615--MA0740.1.KLF14	chr11	65807157	65807170	+	0.000	0.000	Merged-chr11-65807044-98
NR36353--MA0741.1.KLF16	chr2	60774638	60774648	-	0.000	0.000	Merged-chr2-60774747-55
NR46588--MA0493.1.Klf1	chr4	106679045	106679055	+	0.000	0.000	Merged-chr4-106678973-52
NR5315--MA0599.1.KLF5	chr10	17948165	17948174	+	0.000	0.000	Merged-chr10-17948244-7
NR59619--MA0740.1.KLF14	chr7	27330965	27330978	+	0.000	0.000	Merged-chr7-27331112-44
NR58797--MA0039.3.KLF4	chr7	4460698	4460708	+	0.000	0.000	Merged-chr7-4460679-27
NR59011--MA0599.1.KLF5	chr7	16001851	16001860	-	0.000	0.000	Merged-chr7-16001989-41
NR9637--MA0039.3.KLF4	chr11	24077554	24077564	-	0.000	0.000	Merged-chr11-24077473-13
NR37606--MA0741.1.KLF16	chr2	109890949	109890959	-	0.000	0.000	Merged-chr2-109890954-88
NR26097--MA1107.1.KLF9	chr16	44347579	44347591	-	0.000	0.000	Merged-chr16-44347473-58
NR53473--MA0039.3.KLF4	chr5	137069069	137069079	-	0.000	0.000	Merged-chr5-137068922-9
NR54108--MA0599.1.KLF5	chr5	145280541	145280550	-	0.000	0.000	Merged-chr5-145280725-65
NR52191--MA1107.1.KLF9	chr5	114826374	114826386	+	0.000	0.000	Merged-chr5-114826460-42
NR15757--MA0599.1.KLF5	chr12	111810006	111810015	+	0.000	0.000	Merged-chr12-111809959-15
NR26979--MA1107.1.KLF9	chr16	90810567	90810579	-	0.000	0.000	Merged-chr16-90810372-70
NR23715--MA0599.1.KLF5	chr15	78928232	78928241	+	0.000	0.000	Merged-chr15-78928209-40
NR48221--MA0740.1.KLF14	chr4	139330814	139330827	+	0.000	0.000	Merged-chr4-139330878-48
NR58224--MA0039.3.KLF4	chr6	140546158	140546168	-	0.000	0.000	Merged-chr6-140546328-39
NR10513--MA0493.1.Klf1	chr11	61579376	61579386	-	0.000	0.000	Merged-chr11-61579224-3
NR47486--MA0599.1.KLF5	chr4	129640810	129640819	+	0.000	0.000	Merged-chr4-129640903-73
NR55444--MA0599.1.KLF5	chr6	52012692	52012701	+	0.000	0.000	Merged-chr6-52012652-70
NR61218--MA0599.1.KLF5	chr7	80803304	80803313	+	0.000	0.000	Merged-chr7-80803211-85
NR10596--MA0740.1.KLF14	chr11	63985077	63985090	+	0.000	0.000	Merged-chr11-63985076-118
NR20897--MA0493.1.Klf1	chr14	70577728	70577738	+	0.000	0.000	Merged-chr14-70577863-60
NR20626--MA0657.1.KLF13	chr14	61556958	61556975	-	0.000	0.000	Merged-chr14-61556804-76
NR67288--MA0741.1.KLF16	chr8	123065735	123065745	-	0.000	0.000	Merged-chr8-123065416-88
NR67663--MA0599.1.KLF5	chr9	4309652	4309661	-	0.000	0.000	Merged-chr9-4309732-98
NR41892--MA0742.1.Klf12	chr3	94456698	94456712	+	0.000	0.000	Merged-chr3-94456653-34
NR68044--MA0039.3.KLF4	chr9	22468432	22468442	+	0.000	0.000	Merged-chr9-22468507-1
NR10978--MA1107.1.KLF9	chr11	74555888	74555900	+	0.000	0.000	Merged-chr11-74556046-55
NR16093--MA0740.1.KLF14	chr13	3478184	3478197	-	0.000	0.000	Merged-chr13-3478294-51
NR47491--MA0740.1.KLF14	chr4	129696177	129696190	+	0.000	0.000	Merged-chr4-129696167-1
NR11975--MA0599.1.KLF5	chr11	98149681	98149690	-	0.000	0.000	Merged-chr11-98149913-127
NR51877--MA0599.1.KLF5	chr5	110448820	110448829	+	0.000	0.000	Merged-chr5-110448541-117
NR67305--MA0599.1.KLF5	chr8	123411506	123411515	-	0.000	0.000	Merged-chr8-123411565-31
NR54827--MA0742.1.Klf12	chr6	29916960	29916974	-	0.000	0.000	Merged-chr6-29917052-59
NR14685--MA0599.1.KLF5	chr12	79580449	79580458	+	0.000	0.000	Merged-chr12-79580500-49
NR50101--MA1107.1.KLF9	chr5	36722771	36722783	-	0.000	0.000	Merged-chr5-36722614-37
NR14684--MA0740.1.KLF14	chr12	79580448	79580461	+	0.000	0.000	Merged-chr12-79580500-49
NR45243--MA0741.1.KLF16	chr4	45018584	45018594	-	0.000	0.000	Merged-chr4-45018744-59
NR71029--MA0599.1.KLF5	chr9	114546944	114546953	-	0.000	0.000	Merged-chr9-114546935-29
NR52053--MA0493.1.Klf1	chr5	113842509	113842519	-	0.000	0.000	Merged-chr5-113842401-77
NR27700--MA0741.1.KLF16	chr17	12031398	12031408	+	0.000	0.000	Merged-chr17-12031441-20
NR452--MA0741.1.KLF16	chr1	37541068	37541078	+	0.000	0.000	Merged-chr1-37541062-55
NR71552--MA0740.1.KLF14	chr9	124425710	124425723	-	0.000	0.000	Merged-chr9-124425759-16
NR53565--MA0741.1.KLF16	chr5	137786829	137786839	-	0.000	0.000	Merged-chr5-137786833-199
NR40299--MA1107.1.KLF9	chr2	181601307	181601319	-	0.000	0.000	Merged-chr2-181601291-52
NR14507--MA0657.1.KLF13	chr12	72085578	72085595	-	0.000	0.000	Merged-chr12-72085712-110
NR28945--MA0599.1.KLF5	chr17	37046869	37046878	+	0.000	0.000	Merged-chr17-37046853-1
NR51885--MA0741.1.KLF16	chr5	110810216	110810226	-	0.000	0.000	Merged-chr5-110810101-58
NR12277--MA0599.1.KLF5	chr11	102284778	102284787	-	0.000	0.000	Merged-chr11-102284938-63
NR41972--MA0599.1.KLF5	chr3	95231436	95231445	+	0.000	0.000	Merged-chr3-95231368-38
NR48166--MA0742.1.Klf12	chr4	138216470	138216484	+	0.000	0.000	Merged-chr4-138216401-6
NR35568--MA0742.1.Klf12	chr2	30078158	30078172	-	0.000	0.000	Merged-chr2-30077913-94
NR67188--MA0493.1.Klf1	chr8	121907738	121907748	+	0.000	0.000	Merged-chr8-121907786-62
NR9185--MA0741.1.KLF16	chr11	4462996	4463006	+	0.000	0.000	Merged-chr11-4463139-8
NR34843--MA1107.1.KLF9	chr2	11016562	11016574	-	0.000	0.000	Merged-chr2-11016646-27
NR15869--MA0599.1.KLF5	chr12	112942164	112942173	-	0.000	0.000	Merged-chr12-112942190-79
NR1645--MA0599.1.KLF5	chr1	91053368	91053377	-	0.000	0.000	Merged-chr1-91053265-106
NR60252--MA0741.1.KLF16	chr7	44305096	44305106	-	0.000	0.000	Merged-chr7-44305170-86
NR47598--MA0599.1.KLF5	chr4	130914277	130914286	+	0.000	0.000	Merged-chr4-130914232-60
NR60695--MA0039.3.KLF4	chr7	58677350	58677360	-	0.000	0.000	Merged-chr7-58677436-64
NR57924--MA0741.1.KLF16	chr6	134035908	134035918	+	0.000	0.000	Merged-chr6-134035696-155
NR8696--MA0493.1.Klf1	chr10	122976231	122976241	+	0.000	0.000	Merged-chr10-122976254-31
NR11977--MA0741.1.KLF16	chr11	98150451	98150461	-	0.000	0.000	Merged-chr11-98150418-13
NR33790--MA0599.1.KLF5	chr19	38054780	38054789	+	0.000	0.000	Merged-chr19-38054631-113
NR67948--MA0742.1.Klf12	chr9	21760524	21760538	-	0.000	0.000	Merged-chr9-21760442-62
NR68842--MA0741.1.KLF16	chr9	56041933	56041943	+	0.000	0.000	Merged-chr9-56042037-52
NR22088--MA0599.1.KLF5	chr14	121422825	121422834	+	0.000	0.000	Merged-chr14-121422910-45
NR44869--MA1107.1.KLF9	chr4	33588277	33588289	-	0.000	0.000	Merged-chr4-33588346-4
NR11881--MA0599.1.KLF5	chr11	97133497	97133506	+	0.000	0.000	Merged-chr11-97133494-13
NR60132--MA0493.1.Klf1	chr7	38085244	38085254	-	0.000	0.000	Merged-chr7-38085350-130
NR57479--MA0039.3.KLF4	chr6	125067857	125067867	-	0.000	0.000	Merged-chr6-125067765-41
NR4121--MA1107.1.KLF9	chr1	177257452	177257464	+	0.000	0.000	Merged-chr1-177257476-7
NR13021--MA1107.1.KLF9	chr11	117299871	117299883	-	0.000	0.000	Merged-chr11-117299965-22
NR11186--MA1107.1.KLF9	chr11	78032112	78032124	+	0.000	0.000	Merged-chr11-78032316-62
NR61149--MA0657.1.KLF13	chr7	80123325	80123342	+	0.000	0.000	Merged-chr7-80123359-34
NR40818--MA0039.3.KLF4	chr3	37281183	37281193	+	0.000	0.000	Merged-chr3-37281103-32
NR10517--MA1107.1.KLF9	chr11	61602939	61602951	+	0.000	0.000	Merged-chr11-61602995-47
NR64599--MA0493.1.Klf1	chr8	34651918	34651928	-	0.000	0.000	Merged-chr8-34651925-47
NR46248--MA0493.1.Klf1	chr4	88763439	88763449	+	0.000	0.000	Merged-chr4-88763398-99
