#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Gata/Naive_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.dn.bed
NR3739--MA0482.1.Gata4	chr15	94235270	94235280	-	0.000	0.000	Merged-chr15-94235397-15
NR3248--MA0036.3.GATA2	chr14	87439912	87439922	+	0.000	0.000	Merged-chr14-87439901-5
NR2700--MA0035.3.Gata1	chr13	81659054	81659064	-	0.000	0.000	Merged-chr13-81658891-4
NR934--MA1104.1.GATA6	chr10	21092869	21092881	-	0.000	0.000	Merged-chr10-21092817-9
NR264--MA0036.3.GATA2	chr1	66987716	66987726	+	0.000	0.000	Merged-chr1-66987794-41
NR6887--MA0766.1.GATA5	chr4	63405247	63405254	-	0.000	0.000	Merged-chr4-63405214-23
NR1668--MA0140.2.GATA1::TAL1	chr11	68768348	68768365	-	0.000	0.000	Merged-chr11-68768507-16
NR797--MA0766.1.GATA5	chr1	180364121	180364128	-	0.000	0.000	Merged-chr1-180364196-41
NR1662--MA1104.1.GATA6	chr11	66906108	66906120	+	0.000	0.000	Merged-chr11-66906049-23
NR75--MA1104.1.GATA6	chr1	14514550	14514562	+	0.000	0.000	Merged-chr1-14514684-1
NR3543--MA0482.1.Gata4	chr15	36440112	36440122	-	0.000	0.000	Merged-chr15-36440213-15
NR5255--MA0036.3.GATA2	chr2	45972083	45972093	+	0.000	0.000	Merged-chr2-45972102-2
NR3180--MA0037.3.GATA3	chr14	66218980	66218987	-	0.000	0.000	Merged-chr14-66218968-32
NR8642--MA0140.2.GATA1::TAL1	chr7	25238363	25238380	-	0.000	0.000	Merged-chr7-25238227-126
NR2154--MA0140.2.GATA1::TAL1	chr12	86795955	86795972	-	0.000	0.000	Merged-chr12-86795851-62
NR6410--MA0482.1.Gata4	chr3	131134104	131134114	-	0.000	0.000	Merged-chr3-131134204-2
NR2102--MA0036.3.GATA2	chr12	73598432	73598442	+	0.000	0.000	Merged-chr12-73598343-51
NR1029--MA0035.3.Gata1	chr10	43758227	43758237	+	0.000	0.000	Merged-chr10-43758318-11
NR2887--MA0766.1.GATA5	chr13	110790486	110790493	+	0.000	0.000	Merged-chr13-110790449-2
NR7777--MA0035.3.Gata1	chr5	148596594	148596604	+	0.000	0.000	Merged-chr5-148596681-29
