#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Runx/WT_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.dn.bed
NR7026--MA0002.2.RUNX1	chr4	33983879	33983889	-	0.000	0.000	Merged-chr4-33983877-2
NR1009--MA0511.2.RUNX2	chr10	43339970	43339978	-	0.000	0.000	Merged-chr10-43339927-12
NR10135--MA0684.1.RUNX3	chr8	123032959	123032968	+	0.000	0.000	Merged-chr8-123033029-47
NR8723--MA0002.2.RUNX1	chr6	122284994	122285004	-	0.000	0.000	Merged-chr6-122284874-14
NR5031--MA0511.2.RUNX2	chr18	65207730	65207738	-	0.000	0.000	Merged-chr18-65207601-18
NR4493--MA0684.1.RUNX3	chr17	12768859	12768868	+	0.000	0.000	Merged-chr17-12768899-10
NR6772--MA0002.2.RUNX1	chr3	129470243	129470253	-	0.000	0.000	Merged-chr3-129470281-15
NR2270--MA0002.2.RUNX1	chr12	73598394	73598404	+	0.000	0.000	Merged-chr12-73598343-51
NR9229--MA0002.2.RUNX1	chr7	63984492	63984502	+	0.000	0.000	Merged-chr7-63984461-22
NR2736--MA0684.1.RUNX3	chr13	32982846	32982855	-	0.000	0.000	Merged-chr13-32982935-23
NR211--MA0684.1.RUNX3	chr1	78436244	78436253	+	0.000	0.000	Merged-chr1-78436226-37
NR3299--MA0002.2.RUNX1	chr14	54227640	54227650	-	0.000	0.000	Merged-chr14-54227788-83
NR334--MA0002.2.RUNX1	chr1	106152016	106152026	+	0.000	0.000	Merged-chr1-106152101-46
NR2650--MA0002.2.RUNX1	chr13	19219834	19219844	-	0.000	0.000	Merged-chr13-19219739-41
NR6632--MA0511.2.RUNX2	chr3	95141663	95141671	+	0.000	0.000	Merged-chr3-95141706-11
NR9023--MA0511.2.RUNX2	chr6	146776792	146776800	-	0.000	0.000	Merged-chr6-146776808-33
NR6804--MA0002.2.RUNX1	chr3	133328782	133328792	+	0.000	0.000	Merged-chr3-133328719-18
NR4582--MA0002.2.RUNX1	chr17	30842449	30842459	-	0.000	0.000	Merged-chr17-30842407-10
NR4377--MA0002.2.RUNX1	chr16	91424307	91424317	-	0.000	0.000	Merged-chr16-91424269-6
NR6662--MA0684.1.RUNX3	chr3	103844404	103844413	-	0.000	0.000	Merged-chr3-103844386-3
NR2653--MA0511.2.RUNX2	chr13	19518143	19518151	+	0.000	0.000	Merged-chr13-19518295-27
NR7373--MA0684.1.RUNX3	chr4	132040469	132040478	+	0.000	0.000	Merged-chr4-132040319-80
NR10227--MA0511.2.RUNX2	chr9	7790863	7790871	-	0.000	0.000	Merged-chr9-7790841-6
NR300--MA0002.2.RUNX1	chr1	94092012	94092022	+	0.000	0.000	Merged-chr1-94091974-43
NR7025--MA0684.1.RUNX3	chr4	33110238	33110247	+	0.000	0.000	Merged-chr4-33110299-20
NR17--MA0002.2.RUNX1	chr1	13559517	13559527	-	0.000	0.000	Merged-chr1-13559747-54
NR700--MA0684.1.RUNX3	chr1	180296299	180296308	-	0.000	0.000	Merged-chr1-180296318-42
NR9655--MA0511.2.RUNX2	chr7	136270358	136270366	-	0.000	0.000	Merged-chr7-136270364-24
NR8722--MA0684.1.RUNX3	chr6	122258981	122258990	+	0.000	0.000	Merged-chr6-122259137-47
NR281--MA0002.2.RUNX1	chr1	91380683	91380693	+	0.000	0.000	Merged-chr1-91380709-23
NR698--MA0511.2.RUNX2	chr1	180296300	180296308	-	0.000	0.000	Merged-chr1-180296318-42
NR6850--MA0511.2.RUNX2	chr3	142674815	142674823	-	0.000	0.000	Merged-chr3-142674758-15
NR10607--MA0511.2.RUNX2	chr9	96783897	96783905	+	0.000	0.000	Merged-chr9-96783920-38
NR2458--MA0002.2.RUNX1	chr12	110505001	110505011	-	0.000	0.000	Merged-chr12-110505059-48
NR8974--MA0684.1.RUNX3	chr6	146434409	146434418	+	0.000	0.000	Merged-chr6-146434496-35
NR599--MA0002.2.RUNX1	chr1	165691743	165691753	-	0.000	0.000	Merged-chr1-165691684-32
NR204--MA0002.2.RUNX1	chr1	75533601	75533611	+	0.000	0.000	Merged-chr1-75533497-24
NR6480--MA0002.2.RUNX1	chr3	51353462	51353472	+	0.000	0.000	Merged-chr3-51353626-33
NR2414--MA0511.2.RUNX2	chr12	102621272	102621280	-	0.000	0.000	Merged-chr12-102621419-11
NR284--MA0511.2.RUNX2	chr1	92371736	92371744	+	0.000	0.000	Merged-chr1-92371802-28
NR9337--MA0684.1.RUNX3	chr7	90059429	90059438	-	0.000	0.000	Merged-chr7-90059452-5
NR4181--MA0002.2.RUNX1	chr16	43697977	43697987	-	0.000	0.000	Merged-chr16-43697975-3
NR7386--MA0684.1.RUNX3	chr4	134047907	134047916	+	0.000	0.000	Merged-chr4-134047792-28
NR4452--MA0002.2.RUNX1	chr17	5331913	5331923	+	0.000	0.000	Merged-chr17-5332079-12
NR2715--MA0684.1.RUNX3	chr13	29979450	29979459	+	0.000	0.000	Merged-chr13-29979339-43
NR2772--MA0002.2.RUNX1	chr13	41346054	41346064	-	0.000	0.000	Merged-chr13-41345949-16
NR10445--MA0511.2.RUNX2	chr9	71848614	71848622	-	0.000	0.000	Merged-chr9-71848464-7
NR6483--MA0511.2.RUNX2	chr3	51554250	51554258	-	0.000	0.000	Merged-chr3-51554312-36
NR856--MA0684.1.RUNX3	chr10	4632281	4632290	-	0.000	0.000	Merged-chr10-4632472-72
NR2252--MA0511.2.RUNX2	chr12	70219231	70219239	+	0.000	0.000	Merged-chr12-70219283-39
NR6803--MA0684.1.RUNX3	chr3	133328718	133328727	-	0.000	0.000	Merged-chr3-133328719-18
NR979--MA0002.2.RUNX1	chr10	39005776	39005786	-	0.000	0.000	Merged-chr10-39005753-18
NR8957--MA0511.2.RUNX2	chr6	145105219	145105227	-	0.000	0.000	Merged-chr6-145105130-3
NR171--MA0684.1.RUNX3	chr1	66816208	66816217	+	0.000	0.000	Merged-chr1-66816152-31
NR4--MA0511.2.RUNX2	chr1	6467288	6467296	-	0.000	0.000	Merged-chr1-6467226-38
NR8587--MA0002.2.RUNX1	chr6	97531278	97531288	-	0.000	0.000	Merged-chr6-97531148-12
NR8858--MA0002.2.RUNX1	chr6	136468538	136468548	-	0.000	0.000	Merged-chr6-136468663-37
NR10598--MA0002.2.RUNX1	chr9	96545686	96545696	+	0.000	0.000	Merged-chr9-96545653-10
NR6641--MA0684.1.RUNX3	chr3	97294613	97294622	+	0.000	0.000	Merged-chr3-97294559-20
NR2361--MA0511.2.RUNX2	chr12	92823631	92823639	+	0.000	0.000	Merged-chr12-92823421-39
NR422--MA0002.2.RUNX1	chr1	133886001	133886011	-	0.000	0.000	Merged-chr1-133886027-13
NR6493--MA0002.2.RUNX1	chr3	52840356	52840366	+	0.000	0.000	Merged-chr3-52840378-53
NR4213--MA0002.2.RUNX1	chr16	49818780	49818790	-	0.000	0.000	Merged-chr16-49818889-55
NR8301--MA0002.2.RUNX1	chr6	6577522	6577532	-	0.000	0.000	Merged-chr6-6577639-1
NR469--MA0002.2.RUNX1	chr1	143985165	143985175	+	0.000	0.000	Merged-chr1-143985220-17
NR630--MA0511.2.RUNX2	chr1	171778191	171778199	+	0.000	0.000	Merged-chr1-171778353-20
NR4194--MA0002.2.RUNX1	chr16	45016735	45016745	-	0.000	0.000	Merged-chr16-45016685-21
NR1044--MA0511.2.RUNX2	chr10	59608426	59608434	+	0.000	0.000	Merged-chr10-59608424-25
NR7127--MA0002.2.RUNX1	chr4	62367820	62367830	-	0.000	0.000	Merged-chr4-62367859-6
NR8282--MA0002.2.RUNX1	chr5	150717959	150717969	-	0.000	0.000	Merged-chr5-150717955-23
NR10236--MA0684.1.RUNX3	chr9	11514045	11514054	-	0.000	0.000	Merged-chr9-11513974-36
NR8824--MA0002.2.RUNX1	chr6	131353672	131353682	+	0.000	0.000	Merged-chr6-131353659-51
NR10359--MA0002.2.RUNX1	chr9	56509482	56509492	+	0.000	0.000	Merged-chr9-56509423-20
NR882--MA0511.2.RUNX2	chr10	12981129	12981137	-	0.000	0.000	Merged-chr10-12981234-40
NR6668--MA0002.2.RUNX1	chr3	104466710	104466720	-	0.000	0.000	Merged-chr3-104466607-13
NR2314--MA0684.1.RUNX3	chr12	81933737	81933746	-	0.000	0.000	Merged-chr12-81933629-26
NR7379--MA0002.2.RUNX1	chr4	133660985	133660995	-	0.000	0.000	Merged-chr4-133661048-20
NR660--MA0684.1.RUNX3	chr1	176862470	176862479	+	0.000	0.000	Merged-chr1-176862345-25
NR4944--MA0511.2.RUNX2	chr18	39282250	39282258	+	0.000	0.000	Merged-chr18-39282313-47
NR4180--MA0684.1.RUNX3	chr16	43650508	43650517	+	0.000	0.000	Merged-chr16-43650685-39
NR8205--MA0002.2.RUNX1	chr5	140624007	140624017	-	0.000	0.000	Merged-chr5-140623883-3
NR534--MA0511.2.RUNX2	chr1	155973634	155973642	+	0.000	0.000	Merged-chr1-155973452-104
NR3720--MA0002.2.RUNX1	chr15	53130254	53130264	+	0.000	0.000	Merged-chr15-53130224-36
NR8728--MA0002.2.RUNX1	chr6	122302848	122302858	-	0.000	0.000	Merged-chr6-122302793-16
NR4848--MA0511.2.RUNX2	chr17	88599145	88599153	-	0.000	0.000	Merged-chr17-88599180-35
NR3972--MA0002.2.RUNX1	chr15	99336093	99336103	-	0.000	0.000	Merged-chr15-99336095-27
NR5288--MA0511.2.RUNX2	chr19	21104866	21104874	-	0.000	0.000	Merged-chr19-21104768-51
NR9839--MA0684.1.RUNX3	chr8	46420600	46420609	+	0.000	0.000	Merged-chr8-46420639-16
NR6429--MA0002.2.RUNX1	chr3	31061400	31061410	+	0.000	0.000	Merged-chr3-31061473-66
NR8665--MA0511.2.RUNX2	chr6	113681492	113681500	-	0.000	0.000	Merged-chr6-113681431-40
NR2132--MA0002.2.RUNX1	chr12	16321296	16321306	-	0.000	0.000	Merged-chr12-16321346-3
NR5337--MA0684.1.RUNX3	chr19	32255148	32255157	-	0.000	0.000	Merged-chr19-32255197-53
NR216--MA0684.1.RUNX3	chr1	78537715	78537724	+	0.000	0.000	Merged-chr1-78537773-101
NR2261--MA0684.1.RUNX3	chr12	73342420	73342429	-	0.000	0.000	Merged-chr12-73342448-13
NR9992--MA0002.2.RUNX1	chr8	104234566	104234576	-	0.000	0.000	Merged-chr8-104234579-14
NR7269--MA0684.1.RUNX3	chr4	107006388	107006397	-	0.000	0.000	Merged-chr4-107006366-21
NR4020--MA0511.2.RUNX2	chr16	4736428	4736436	-	0.000	0.000	Merged-chr16-4736414-28
NR6908--MA0511.2.RUNX2	chr3	149443136	149443144	-	0.000	0.000	Merged-chr3-149443176-11
NR468--MA0684.1.RUNX3	chr1	143956226	143956235	+	0.000	0.000	Merged-chr1-143956400-9
NR4464--MA0684.1.RUNX3	chr17	6782895	6782904	+	0.000	0.000	Merged-chr17-6782813-110
NR4050--MA0684.1.RUNX3	chr16	14088507	14088516	-	0.000	0.000	Merged-chr16-14088440-49
NR1782--MA0002.2.RUNX1	chr11	78698071	78698081	+	0.000	0.000	Merged-chr11-78698045-1
NR2912--MA0684.1.RUNX3	chr13	81690692	81690701	+	0.000	0.000	Merged-chr13-81690701-7
NR8902--MA0511.2.RUNX2	chr6	140508535	140508543	-	0.000	0.000	Merged-chr6-140508405-40
NR2764--MA0002.2.RUNX1	chr13	38501512	38501522	-	0.000	0.000	Merged-chr13-38501583-20
NR8532--MA0002.2.RUNX1	chr6	86593285	86593295	-	0.000	0.000	Merged-chr6-86593452-56
NR10067--MA0002.2.RUNX1	chr8	115826649	115826659	-	0.000	0.000	Merged-chr8-115826691-38
NR10738--MA0684.1.RUNX3	chr9	116329393	116329402	-	0.000	0.000	Merged-chr9-116329317-45
NR7109--MA0511.2.RUNX2	chr4	59204826	59204834	-	0.000	0.000	Merged-chr4-59204829-36
NR10910--MA0002.2.RUNX1	chrX	74393182	74393192	-	0.000	0.000	Merged-chrX-74393226-50
NR7930--MA0002.2.RUNX1	chr5	100916620	100916630	-	0.000	0.000	Merged-chr5-100916697-39
NR2939--MA0002.2.RUNX1	chr13	86046847	86046857	+	0.000	0.000	Merged-chr13-86046681-54
NR8042--MA0684.1.RUNX3	chr5	112302016	112302025	-	0.000	0.000	Merged-chr5-112301937-36
NR4304--MA0511.2.RUNX2	chr16	76002577	76002585	+	0.000	0.000	Merged-chr16-76002490-12
NR6633--MA0684.1.RUNX3	chr3	95141663	95141672	+	0.000	0.000	Merged-chr3-95141706-11
NR414--MA0002.2.RUNX1	chr1	132618078	132618088	+	0.000	0.000	Merged-chr1-132618127-11
NR4748--MA0684.1.RUNX3	chr17	71485862	71485871	-	0.000	0.000	Merged-chr17-71486096-96
NR10798--MA0511.2.RUNX2	chr9	121720163	121720171	+	0.000	0.000	Merged-chr9-121720098-24
NR7218--MA0511.2.RUNX2	chr4	99829122	99829130	+	0.000	0.000	Merged-chr4-99829355-64
NR4334--MA0684.1.RUNX3	chr16	84477818	84477827	+	0.000	0.000	Merged-chr16-84477844-43
NR1400--MA0002.2.RUNX1	chr10	118882694	118882704	-	0.000	0.000	Merged-chr10-118882775-60
NR4662--MA0002.2.RUNX1	chr17	47943291	47943301	+	0.000	0.000	Merged-chr17-47943297-31
NR8644--MA0511.2.RUNX2	chr6	108630934	108630942	-	0.000	0.000	Merged-chr6-108631007-44
NR6693--MA0511.2.RUNX2	chr3	108737883	108737891	-	0.000	0.000	Merged-chr3-108737869-29
NR8816--MA0002.2.RUNX1	chr6	130288355	130288365	-	0.000	0.000	Merged-chr6-130288327-19
NR318--MA0002.2.RUNX1	chr1	98130231	98130241	+	0.000	0.000	Merged-chr1-98130284-39
NR6865--MA0002.2.RUNX1	chr3	144411165	144411175	+	0.000	0.000	Merged-chr3-144411311-32
NR874--MA0511.2.RUNX2	chr10	10224593	10224601	+	0.000	0.000	Merged-chr10-10224805-34
NR4043--MA0002.2.RUNX1	chr16	14088426	14088436	+	0.000	0.000	Merged-chr16-14088440-49
NR2306--MA0684.1.RUNX3	chr12	79441335	79441344	-	0.000	0.000	Merged-chr12-79441349-14
NR2158--MA0002.2.RUNX1	chr12	25362963	25362973	+	0.000	0.000	Merged-chr12-25363030-6
NR8131--MA0002.2.RUNX1	chr5	124034658	124034668	-	0.000	0.000	Merged-chr5-124034642-47
NR4566--MA0002.2.RUNX1	chr17	28625650	28625660	-	0.000	0.000	Merged-chr17-28625613-28
NR4837--MA0002.2.RUNX1	chr17	86760370	86760380	+	0.000	0.000	Merged-chr17-86760300-15
NR156--MA0002.2.RUNX1	chr1	64108807	64108817	+	0.000	0.000	Merged-chr1-64108911-33
NR10189--MA0002.2.RUNX1	chr8	127968205	127968215	+	0.000	0.000	Merged-chr8-127968270-33
NR4300--MA0684.1.RUNX3	chr16	75983973	75983982	-	0.000	0.000	Merged-chr16-75984013-36
NR112--MA0511.2.RUNX2	chr1	53774180	53774188	+	0.000	0.000	Merged-chr1-53774073-61
NR4423--MA0002.2.RUNX1	chr16	95762062	95762072	-	0.000	0.000	Merged-chr16-95762105-29
NR7800--MA0002.2.RUNX1	chr5	67155858	67155868	-	0.000	0.000	Merged-chr5-67155759-12
NR8240--MA0002.2.RUNX1	chr5	144221511	144221521	-	0.000	0.000	Merged-chr5-144221643-44
NR679--MA0002.2.RUNX1	chr1	178406386	178406396	+	0.000	0.000	Merged-chr1-178406202-119
NR4281--MA0684.1.RUNX3	chr16	70326813	70326822	-	0.000	0.000	Merged-chr16-70326807-66
NR6977--MA0511.2.RUNX2	chr4	7207179	7207187	+	0.000	0.000	Merged-chr4-7207158-12
NR10446--MA0684.1.RUNX3	chr9	71848613	71848622	-	0.000	0.000	Merged-chr9-71848464-7
NR8763--MA0002.2.RUNX1	chr6	127723184	127723194	-	0.000	0.000	Merged-chr6-127723234-26
NR265--MA0002.2.RUNX1	chr1	89108778	89108788	+	0.000	0.000	Merged-chr1-89108793-22
NR807--MA0002.2.RUNX1	chr1	192062561	192062571	-	0.000	0.000	Merged-chr1-192062779-52
NR4261--MA0002.2.RUNX1	chr16	59459471	59459481	+	0.000	0.000	Merged-chr16-59459484-51
NR221--MA0511.2.RUNX2	chr1	80015619	80015627	-	0.000	0.000	Merged-chr1-80015644-32
NR6834--MA0511.2.RUNX2	chr3	138877038	138877046	+	0.000	0.000	Merged-chr3-138877299-79
NR4012--MA0511.2.RUNX2	chr15	103169230	103169238	+	0.000	0.000	Merged-chr15-103169108-57
NR122--MA0002.2.RUNX1	chr1	55442195	55442205	-	0.000	0.000	Merged-chr1-55442246-1
NR9841--MA0002.2.RUNX1	chr8	46420691	46420701	+	0.000	0.000	Merged-chr8-46420639-16
NR3109--MA0511.2.RUNX2	chr13	112355216	112355224	-	0.000	0.000	Merged-chr13-112355130-25
NR2028--MA0002.2.RUNX1	chr11	114238548	114238558	+	0.000	0.000	Merged-chr11-114238468-20
NR8081--MA0511.2.RUNX2	chr5	115538823	115538831	-	0.000	0.000	Merged-chr5-115538781-31
NR8796--MA0684.1.RUNX3	chr6	129598115	129598124	-	0.000	0.000	Merged-chr6-129598126-11
NR8319--MA0002.2.RUNX1	chr6	13584122	13584132	+	0.000	0.000	Merged-chr6-13584220-9
NR6097--MA0002.2.RUNX1	chr2	136058482	136058492	+	0.000	0.000	Merged-chr2-136058435-1
NR4836--MA0684.1.RUNX3	chr17	86591015	86591024	+	0.000	0.000	Merged-chr17-86591130-5
NR4022--MA0002.2.RUNX1	chr16	5254550	5254560	+	0.000	0.000	Merged-chr16-5254557-43
NR10015--MA0511.2.RUNX2	chr8	106803030	106803038	-	0.000	0.000	Merged-chr8-106803065-32
NR8776--MA0002.2.RUNX1	chr6	128796540	128796550	+	0.000	0.000	Merged-chr6-128796510-47
NR6768--MA0684.1.RUNX3	chr3	128337279	128337288	+	0.000	0.000	Merged-chr3-128337320-26
NR3834--MA0002.2.RUNX1	chr15	78248692	78248702	-	0.000	0.000	Merged-chr15-78248653-25
NR1883--MA0002.2.RUNX1	chr11	97684175	97684185	+	0.000	0.000	Merged-chr11-97684318-65
NR6225--MA0002.2.RUNX1	chr2	158361508	158361518	+	0.000	0.000	Merged-chr2-158361498-68
NR4896--MA0511.2.RUNX2	chr18	14669384	14669392	+	0.000	0.000	Merged-chr18-14669573-8
NR135--MA0002.2.RUNX1	chr1	60240633	60240643	+	0.000	0.000	Merged-chr1-60240726-17
NR1740--MA0002.2.RUNX1	chr11	70789598	70789608	-	0.000	0.000	Merged-chr11-70789509-26
NR535--MA0684.1.RUNX3	chr1	155973634	155973643	+	0.000	0.000	Merged-chr1-155973452-104
NR3820--MA0684.1.RUNX3	chr15	76188497	76188506	-	0.000	0.000	Merged-chr15-76188638-22
NR2202--MA0511.2.RUNX2	chr12	41331185	41331193	-	0.000	0.000	Merged-chr12-41331287-30
NR3943--MA0002.2.RUNX1	chr15	96497830	96497840	+	0.000	0.000	Merged-chr15-96497899-21
NR4802--MA0684.1.RUNX3	chr17	83846460	83846469	-	0.000	0.000	Merged-chr17-83846499-25
NR6605--MA0002.2.RUNX1	chr3	88775107	88775117	+	0.000	0.000	Merged-chr3-88775263-42
NR4654--MA0002.2.RUNX1	chr17	47269401	47269411	+	0.000	0.000	Merged-chr17-47269600-53
NR2646--MA0684.1.RUNX3	chr13	17629567	17629576	-	0.000	0.000	Merged-chr13-17629505-7
NR9711--MA0002.2.RUNX1	chr7	142396753	142396763	+	0.000	0.000	Merged-chr7-142396800-18
NR5037--MA0684.1.RUNX3	chr18	65691625	65691634	+	0.000	0.000	Merged-chr18-65691617-34
NR2103--MA0002.2.RUNX1	chr12	3548680	3548690	+	0.000	0.000	Merged-chr12-3548771-21
NR4134--MA0511.2.RUNX2	chr16	32520610	32520618	-	0.000	0.000	Merged-chr16-32520584-37
NR8808--MA0002.2.RUNX1	chr6	130136707	130136717	-	0.000	0.000	Merged-chr6-130136655-31
NR1915--MA0002.2.RUNX1	chr11	102061325	102061335	-	0.000	0.000	Merged-chr11-102061381-17
NR4306--MA0002.2.RUNX1	chr16	76002577	76002587	-	0.000	0.000	Merged-chr16-76002490-12
NR8000--MA0684.1.RUNX3	chr5	107564619	107564628	+	0.000	0.000	Merged-chr5-107564651-5
NR1058--MA0684.1.RUNX3	chr10	60162575	60162584	-	0.000	0.000	Merged-chr10-60162645-38
NR4706--MA0684.1.RUNX3	chr17	59844694	59844703	-	0.000	0.000	Merged-chr17-59844739-2
NR452--MA0511.2.RUNX2	chr1	138931077	138931085	+	0.000	0.000	Merged-chr1-138931080-29
NR4021--MA0684.1.RUNX3	chr16	4736427	4736436	-	0.000	0.000	Merged-chr16-4736414-28
NR1753--MA0002.2.RUNX1	chr11	73131191	73131201	+	0.000	0.000	Merged-chr11-73131233-35
NR2136--MA0684.1.RUNX3	chr12	16532566	16532575	+	0.000	0.000	Merged-chr12-16532570-85
NR2193--MA0002.2.RUNX1	chr12	40082661	40082671	+	0.000	0.000	Merged-chr12-40082699-21
NR6651--MA0511.2.RUNX2	chr3	101800520	101800528	+	0.000	0.000	Merged-chr3-101800601-48
NR6175--MA0511.2.RUNX2	chr2	152372288	152372296	+	0.000	0.000	Merged-chr2-152372304-34
NR5570--MA0002.2.RUNX1	chr2	16571473	16571483	-	0.000	0.000	Merged-chr2-16571405-4
NR26--MA0511.2.RUNX2	chr1	16228098	16228106	-	0.000	0.000	Merged-chr1-16228179-38
NR4396--MA0002.2.RUNX1	chr16	92825912	92825922	+	0.000	0.000	Merged-chr16-92825899-113
NR2050--MA0002.2.RUNX1	chr11	116136518	116136528	-	0.000	0.000	Merged-chr11-116136465-12
NR5970--MA0684.1.RUNX3	chr2	114145119	114145128	+	0.000	0.000	Merged-chr2-114145226-70
NR6204--MA0002.2.RUNX1	chr2	155553338	155553348	-	0.000	0.000	Merged-chr2-155553198-41
NR5950--MA0002.2.RUNX1	chr2	105017085	105017095	-	0.000	0.000	Merged-chr2-105016984-58
NR4653--MA0684.1.RUNX3	chr17	46870743	46870752	+	0.000	0.000	Merged-chr17-46870796-80
NR4924--MA0684.1.RUNX3	chr18	36701977	36701986	-	0.000	0.000	Merged-chr18-36701992-26
NR8487--MA0511.2.RUNX2	chr6	71962877	71962885	-	0.000	0.000	Merged-chr6-71962835-53
NR7882--MA0002.2.RUNX1	chr5	92435282	92435292	+	0.000	0.000	Merged-chr5-92435130-60
NR6412--MA0511.2.RUNX2	chr3	21987884	21987892	+	0.000	0.000	Merged-chr3-21988078-85
NR309--MA0684.1.RUNX3	chr1	95674258	95674267	-	0.000	0.000	Merged-chr1-95674241-20
NR9099--MA0002.2.RUNX1	chr7	25155920	25155930	-	0.000	0.000	Merged-chr7-25155994-40
NR8073--MA0511.2.RUNX2	chr5	114826496	114826504	+	0.000	0.000	Merged-chr5-114826460-42
NR2477--MA0002.2.RUNX1	chr12	112950450	112950460	-	0.000	0.000	Merged-chr12-112950560-44
NR6713--MA0684.1.RUNX3	chr3	114889914	114889923	+	0.000	0.000	Merged-chr3-114889987-14
NR2433--MA0511.2.RUNX2	chr12	107731129	107731137	+	0.000	0.000	Merged-chr12-107731071-10
NR889--MA0002.2.RUNX1	chr10	13553016	13553026	-	0.000	0.000	Merged-chr10-13553137-58
NR4014--MA0002.2.RUNX1	chr15	103255463	103255473	+	0.000	0.000	Merged-chr15-103255305-35
NR7219--MA0684.1.RUNX3	chr4	99829122	99829131	+	0.000	0.000	Merged-chr4-99829355-64
NR369--MA0511.2.RUNX2	chr1	125441364	125441372	-	0.000	0.000	Merged-chr1-125441635-68
NR2129--MA0002.2.RUNX1	chr12	13518254	13518264	+	0.000	0.000	Merged-chr12-13518316-35
NR4414--MA0684.1.RUNX3	chr16	94485295	94485304	-	0.000	0.000	Merged-chr16-94485171-25
NR2734--MA0684.1.RUNX3	chr13	32982809	32982818	-	0.000	0.000	Merged-chr13-32982935-23
NR4808--MA0002.2.RUNX1	chr17	84036277	84036287	-	0.000	0.000	Merged-chr17-84036191-5
NR7643--MA0002.2.RUNX1	chr5	23412713	23412723	+	0.000	0.000	Merged-chr5-23412694-5
NR2320--MA0684.1.RUNX3	chr12	82394383	82394392	+	0.000	0.000	Merged-chr12-82394298-69
NR478--MA0511.2.RUNX2	chr1	144355778	144355786	-	0.000	0.000	Merged-chr1-144355940-45
NR4745--MA0511.2.RUNX2	chr17	71216503	71216511	-	0.000	0.000	Merged-chr17-71216494-9
NR8549--MA0684.1.RUNX3	chr6	88518899	88518908	+	0.000	0.000	Merged-chr6-88518766-67
NR379--MA0002.2.RUNX1	chr1	128057441	128057451	+	0.000	0.000	Merged-chr1-128057377-21
NR3664--MA0002.2.RUNX1	chr15	36640859	36640869	+	0.000	0.000	Merged-chr15-36640954-48
NR9703--MA0002.2.RUNX1	chr7	141059124	141059134	+	0.000	0.000	Merged-chr7-141058987-66
NR1940--MA0511.2.RUNX2	chr11	104582889	104582897	-	0.000	0.000	Merged-chr11-104582835-39
NR8135--MA0684.1.RUNX3	chr5	124165827	124165836	+	0.000	0.000	Merged-chr5-124165803-24
NR2446--MA0511.2.RUNX2	chr12	108635810	108635818	-	0.000	0.000	Merged-chr12-108635835-63
NR8258--MA0002.2.RUNX1	chr5	148311070	148311080	+	0.000	0.000	Merged-chr5-148311012-55
NR2717--MA0511.2.RUNX2	chr13	30003397	30003405	+	0.000	0.000	Merged-chr13-30003327-31
NR4775--MA0684.1.RUNX3	chr17	74294950	74294959	+	0.000	0.000	Merged-chr17-74294944-148
NR10984--MA0002.2.RUNX1	chrX	163993956	163993966	+	0.000	0.000	Merged-chrX-163994129-6
NR6849--MA0002.2.RUNX1	chr3	142490534	142490544	-	0.000	0.000	Merged-chr3-142490676-34
NR1907--MA0002.2.RUNX1	chr11	101172009	101172019	+	0.000	0.000	Merged-chr11-101172187-2
NR4583--MA0511.2.RUNX2	chr17	30842506	30842514	-	0.000	0.000	Merged-chr17-30842407-10
NR8115--MA0002.2.RUNX1	chr5	121564595	121564605	+	0.000	0.000	Merged-chr5-121564703-31
NR10570--MA0002.2.RUNX1	chr9	94441585	94441595	-	0.000	0.000	Merged-chr9-94441414-62
NR9270--MA0002.2.RUNX1	chr7	72339570	72339580	-	0.000	0.000	Merged-chr7-72339570-17
NR7861--MA0002.2.RUNX1	chr5	88554272	88554282	-	0.000	0.000	Merged-chr5-88554189-89
NR8096--MA0002.2.RUNX1	chr5	118155366	118155376	+	0.000	0.000	Merged-chr5-118155299-55
NR3630--MA0002.2.RUNX1	chr15	25843519	25843529	+	0.000	0.000	Merged-chr15-25843481-99
NR8909--MA0002.2.RUNX1	chr6	140533079	140533089	+	0.000	0.000	Merged-chr6-140533090-20
NR2128--MA0684.1.RUNX3	chr12	13512612	13512621	+	0.000	0.000	Merged-chr12-13512538-15
NR474--MA0684.1.RUNX3	chr1	144276046	144276055	-	0.000	0.000	Merged-chr1-144275874-18
NR7513--MA0002.2.RUNX1	chr4	148115748	148115758	-	0.000	0.000	Merged-chr4-148115678-7
NR5562--MA0002.2.RUNX1	chr2	11693298	11693308	+	0.000	0.000	Merged-chr2-11693188-23
NR8019--MA0002.2.RUNX1	chr5	110636178	110636188	+	0.000	0.000	Merged-chr5-110636195-23
NR6068--MA0002.2.RUNX1	chr2	129198693	129198703	+	0.000	0.000	Merged-chr2-129198566-84
NR8846--MA0511.2.RUNX2	chr6	135216761	135216769	+	0.000	0.000	Merged-chr6-135216770-8
NR2042--MA0002.2.RUNX1	chr11	115338820	115338830	-	0.000	0.000	Merged-chr11-115338922-7
