#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Maf/WT_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.dn.bed
NR5467--MA0117.2.Mafb	chr17	47123764	47123775	-	0.000	0.000	Merged-chr17-47123695-29
NR10018--MA0089.1.MAFG::NFE2L1	chr6	31216930	31216935	+	0.000	0.000	Merged-chr6-31216711-63
NR5865--MA0089.1.MAFG::NFE2L1	chr18	49771085	49771090	+	0.000	0.000	Merged-chr18-49771034-59
NR3735--MA0117.2.Mafb	chr13	109822600	109822611	-	0.000	0.000	Merged-chr13-109822486-79
NR7624--MA0591.1.Bach1::Mafk	chr3	27209973	27209987	+	0.000	0.000	Merged-chr3-27210053-38
NR6368--MA0591.1.Bach1::Mafk	chr19	56320284	56320298	-	0.000	0.000	Merged-chr19-56320419-43
NR12626--MA0117.2.Mafb	chr9	96705716	96705727	+	0.000	0.000	Merged-chr9-96705718-86
NR6783--MA0496.2.MAFK	chr2	65134009	65134027	-	0.000	0.000	Merged-chr2-65133825-19
NR4542--MA0591.1.Bach1::Mafk	chr15	62145431	62145445	-	0.000	0.000	Merged-chr15-62145292-46
NR11901--MA0089.1.MAFG::NFE2L1	chr8	94836191	94836196	+	0.000	0.000	Merged-chr8-94836236-13
NR4819--MA0591.1.Bach1::Mafk	chr16	4469922	4469936	-	0.000	0.000	Merged-chr16-4469915-27
NR3566--MA0501.1.MAF::NFE2	chr13	90981323	90981337	+	0.000	0.000	Merged-chr13-90981461-11
NR8195--MA0117.2.Mafb	chr3	142545600	142545611	+	0.000	0.000	Merged-chr3-142545607-21
NR10587--MA0591.1.Bach1::Mafk	chr6	137535762	137535776	+	0.000	0.000	Merged-chr6-137535864-11
NR9066--MA0591.1.Bach1::Mafk	chr4	154944473	154944487	-	0.000	0.000	Merged-chr4-154944295-57
NR2341--MA0659.1.MAFG	chr11	97999439	97999459	-	0.000	0.000	Merged-chr11-97999442-46
NR12194--MA0496.2.MAFK	chr9	15530006	15530024	-	0.000	0.000	Merged-chr9-15530031-64
NR2202--MA0117.2.Mafb	chr11	78328346	78328357	-	0.000	0.000	Merged-chr11-78328473-53
NR1571--MA0496.2.MAFK	chr10	93069518	93069536	-	0.000	0.000	Merged-chr10-93069523-27
NR3753--MA0117.2.Mafb	chr13	110683202	110683213	-	0.000	0.000	Merged-chr13-110683272-3
NR5185--MA0089.1.MAFG::NFE2L1	chr16	91366733	91366738	-	0.000	0.000	Merged-chr16-91366873-55
NR8475--MA0591.1.Bach1::Mafk	chr4	32906829	32906843	+	0.000	0.000	Merged-chr4-32906813-40
NR4297--MA0501.1.MAF::NFE2	chr14	120572328	120572342	-	0.000	0.000	Merged-chr14-120572441-59
NR10030--MA0591.1.Bach1::Mafk	chr6	34863105	34863119	+	0.000	0.000	Merged-chr6-34862986-94
NR5763--MA0089.1.MAFG::NFE2L1	chr18	23734842	23734847	-	0.000	0.000	Merged-chr18-23734973-16
NR11930--MA0591.1.Bach1::Mafk	chr8	105255265	105255279	-	0.000	0.000	Merged-chr8-105255163-4
NR5915--MA0117.2.Mafb	chr18	63708707	63708718	-	0.000	0.000	Merged-chr18-63708781-66
NR2197--MA0089.1.MAFG::NFE2L1	chr11	77446737	77446742	-	0.000	0.000	Merged-chr11-77446738-31
NR411--MA0591.1.Bach1::Mafk	chr1	107590015	107590029	-	0.000	0.000	Merged-chr1-107590197-16
NR11360--MA0495.2.MAFF	chr7	117449844	117449864	-	0.000	0.000	Merged-chr7-117449738-12
NR9667--MA0591.1.Bach1::Mafk	chr5	115538906	115538920	+	0.000	0.000	Merged-chr5-115538781-31
NR2102--MA0495.2.MAFF	chr11	62185075	62185095	+	0.000	0.000	Merged-chr11-62185170-13
NR3359--MA0501.1.MAF::NFE2	chr13	43261485	43261499	-	0.000	0.000	Merged-chr13-43261701-66
NR6213--MA0089.1.MAFG::NFE2L1	chr19	21946710	21946715	+	0.000	0.000	Merged-chr19-21946684-18
NR11423--MA0089.1.MAFG::NFE2L1	chr7	125423153	125423158	-	0.000	0.000	Merged-chr7-125423125-27
NR8754--MA0591.1.Bach1::Mafk	chr4	116053504	116053518	-	0.000	0.000	Merged-chr4-116053495-96
NR10912--MA0501.1.MAF::NFE2	chr7	30000836	30000850	-	0.000	0.000	Merged-chr7-30000834-5
NR3630--MA0496.2.MAFK	chr13	99412995	99413013	-	0.000	0.000	Merged-chr13-99412830-24
NR11781--MA0591.1.Bach1::Mafk	chr8	71587146	71587160	-	0.000	0.000	Merged-chr8-71587200-14
NR5689--MA0089.1.MAFG::NFE2L1	chr17	94341816	94341821	+	0.000	0.000	Merged-chr17-94341834-1
NR442--MA0496.2.MAFK	chr1	120245347	120245365	-	0.000	0.000	Merged-chr1-120245236-2
NR11362--MA0659.1.MAFG	chr7	117449844	117449864	-	0.000	0.000	Merged-chr7-117449738-12
NR7935--MA0089.1.MAFG::NFE2L1	chr3	108504044	108504049	+	0.000	0.000	Merged-chr3-108504114-26
NR4044--MA0496.2.MAFK	chr14	59087336	59087354	-	0.000	0.000	Merged-chr14-59087274-14
NR10482--MA0591.1.Bach1::Mafk	chr6	125541049	125541063	-	0.000	0.000	Merged-chr6-125540912-17
NR9082--MA0495.2.MAFF	chr5	3358936	3358956	+	0.000	0.000	Merged-chr5-3358967-15
NR5906--MA0591.1.Bach1::Mafk	chr18	61643908	61643922	+	0.000	0.000	Merged-chr18-61643847-38
NR12028--MA0591.1.Bach1::Mafk	chr8	122461265	122461279	-	0.000	0.000	Merged-chr8-122461195-3
NR10830--MA0495.2.MAFF	chr7	19086152	19086172	+	0.000	0.000	Merged-chr7-19086207-16
NR627--MA0501.1.MAF::NFE2	chr1	152817556	152817570	+	0.000	0.000	Merged-chr1-152817500-27
NR5011--MA0501.1.MAF::NFE2	chr16	52468675	52468689	-	0.000	0.000	Merged-chr16-52468577-24
NR13007--MA0501.1.MAF::NFE2	chrX	113005490	113005504	+	0.000	0.000	Merged-chrX-113005437-15
NR10935--MA0659.1.MAFG	chr7	35647506	35647526	-	0.000	0.000	Merged-chr7-35647371-69
NR6470--MA0496.2.MAFK	chr2	8628740	8628758	-	0.000	0.000	Merged-chr2-8628681-1
NR1959--MA0089.1.MAFG::NFE2L1	chr11	32542918	32542923	-	0.000	0.000	Merged-chr11-32542755-79
NR6702--MA0089.1.MAFG::NFE2L1	chr2	52938351	52938356	-	0.000	0.000	Merged-chr2-52938398-15
NR2397--MA0089.1.MAFG::NFE2L1	chr11	108098444	108098449	+	0.000	0.000	Merged-chr11-108098538-36
NR5255--MA0496.2.MAFK	chr16	96358153	96358171	+	0.000	0.000	Merged-chr16-96358039-35
NR7857--MA0501.1.MAF::NFE2	chr3	100421769	100421783	+	0.000	0.000	Merged-chr3-100421832-10
NR10832--MA0659.1.MAFG	chr7	19086152	19086172	+	0.000	0.000	Merged-chr7-19086207-16
NR1727--MA0501.1.MAF::NFE2	chr10	117676279	117676293	-	0.000	0.000	Merged-chr10-117676030-42
NR6758--MA0501.1.MAF::NFE2	chr2	61711787	61711801	-	0.000	0.000	Merged-chr2-61711829-79
NR7681--MA0501.1.MAF::NFE2	chr3	55652421	55652435	-	0.000	0.000	Merged-chr3-55652514-31
NR11689--MA0117.2.Mafb	chr8	34208232	34208243	-	0.000	0.000	Merged-chr8-34208072-51
NR8744--MA0496.2.MAFK	chr4	115984226	115984244	+	0.000	0.000	Merged-chr4-115984376-24
NR10808--MA0495.2.MAFF	chr7	16057370	16057390	-	0.000	0.000	Merged-chr7-16057177-61
NR1455--MA0501.1.MAF::NFE2	chr10	81407756	81407770	+	0.000	0.000	Merged-chr10-81407786-38
NR4069--MA0117.2.Mafb	chr14	64434220	64434231	+	0.000	0.000	Merged-chr14-64434245-45
NR10129--MA0089.1.MAFG::NFE2L1	chr6	59209386	59209391	-	0.000	0.000	Merged-chr6-59209207-107
NR148--MA0501.1.MAF::NFE2	chr1	58742703	58742717	+	0.000	0.000	Merged-chr1-58742743-31
NR11595--MA0117.2.Mafb	chr8	3587663	3587674	-	0.000	0.000	Merged-chr8-3587694-26
NR2786--MA0089.1.MAFG::NFE2L1	chr12	77130286	77130291	-	0.000	0.000	Merged-chr12-77130151-1
NR2483--MA0591.1.Bach1::Mafk	chr11	115403736	115403750	+	0.000	0.000	Merged-chr11-115403849-52
NR608--MA0089.1.MAFG::NFE2L1	chr1	151011278	151011283	-	0.000	0.000	Merged-chr1-151011231-27
NR372--MA0591.1.Bach1::Mafk	chr1	105292045	105292059	-	0.000	0.000	Merged-chr1-105291975-13
NR10906--MA0496.2.MAFK	chr7	30000773	30000791	+	0.000	0.000	Merged-chr7-30000834-5
NR9971--MA0591.1.Bach1::Mafk	chr6	15790150	15790164	-	0.000	0.000	Merged-chr6-15790243-42
NR8404--MA0496.2.MAFK	chr4	7596305	7596323	+	0.000	0.000	Merged-chr4-7596402-15
NR8660--MA0089.1.MAFG::NFE2L1	chr4	99929763	99929768	+	0.000	0.000	Merged-chr4-99929700-86
NR9716--MA0089.1.MAFG::NFE2L1	chr5	122380010	122380015	-	0.000	0.000	Merged-chr5-122379949-17
NR2203--MA0591.1.Bach1::Mafk	chr11	78328340	78328354	+	0.000	0.000	Merged-chr11-78328473-53
NR204--MA0089.1.MAFG::NFE2L1	chr1	64305754	64305759	-	0.000	0.000	Merged-chr1-64305701-25
NR12457--MA0659.1.MAFG	chr9	78593280	78593300	+	0.000	0.000	Merged-chr9-78593326-11
NR9653--MA0659.1.MAFG	chr5	115312987	115313007	+	0.000	0.000	Merged-chr5-115313005-7
NR9225--MA0089.1.MAFG::NFE2L1	chr5	34761724	34761729	+	0.000	0.000	Merged-chr5-34761763-63
NR12242--MA0659.1.MAFG	chr9	32539800	32539820	-	0.000	0.000	Merged-chr9-32539747-88
NR6522--MA0591.1.Bach1::Mafk	chr2	18065447	18065461	+	0.000	0.000	Merged-chr2-18065467-13
NR2904--MA0495.2.MAFF	chr12	98674814	98674834	+	0.000	0.000	Merged-chr12-98674935-52
NR8874--MA0496.2.MAFK	chr4	133625796	133625814	-	0.000	0.000	Merged-chr4-133625907-62
NR3765--MA0496.2.MAFK	chr13	111265852	111265870	-	0.000	0.000	Merged-chr13-111265821-37
NR11938--MA0089.1.MAFG::NFE2L1	chr8	105991035	105991040	+	0.000	0.000	Merged-chr8-105991112-25
NR4949--MA0496.2.MAFK	chr16	43303489	43303507	-	0.000	0.000	Merged-chr16-43303663-37
NR4958--MA0089.1.MAFG::NFE2L1	chr16	44778878	44778883	-	0.000	0.000	Merged-chr16-44778885-37
NR7444--MA0496.2.MAFK	chr2	168540123	168540141	+	0.000	0.000	Merged-chr2-168539977-33
NR6704--MA0495.2.MAFF	chr2	52938453	52938473	-	0.000	0.000	Merged-chr2-52938398-15
NR5545--MA0591.1.Bach1::Mafk	chr17	73263285	73263299	-	0.000	0.000	Merged-chr17-73263273-50
NR10826--MA0591.1.Bach1::Mafk	chr7	17135449	17135463	-	0.000	0.000	Merged-chr7-17135418-14
NR4310--MA0591.1.Bach1::Mafk	chr14	121313555	121313569	-	0.000	0.000	Merged-chr14-121313397-5
NR12332--MA0591.1.Bach1::Mafk	chr9	57421461	57421475	+	0.000	0.000	Merged-chr9-57421302-52
NR11043--MA0089.1.MAFG::NFE2L1	chr7	66273746	66273751	-	0.000	0.000	Merged-chr7-66273667-10
NR4629--MA0117.2.Mafb	chr15	77800921	77800932	-	0.000	0.000	Merged-chr15-77800925-65
NR9354--MA0501.1.MAF::NFE2	chr5	73199814	73199828	-	0.000	0.000	Merged-chr5-73199876-43
NR2280--MA0089.1.MAFG::NFE2L1	chr11	88011852	88011857	+	0.000	0.000	Merged-chr11-88011784-26
NR3210--MA0496.2.MAFK	chr13	9082704	9082722	+	0.000	0.000	Merged-chr13-9082570-19
NR2288--MA0501.1.MAF::NFE2	chr11	90576723	90576737	+	0.000	0.000	Merged-chr11-90576690-20
NR7118--MA0495.2.MAFF	chr2	128335844	128335864	+	0.000	0.000	Merged-chr2-128335870-5
NR8409--MA0089.1.MAFG::NFE2L1	chr4	11026400	11026405	-	0.000	0.000	Merged-chr4-11026453-25
NR918--MA0495.2.MAFF	chr1	181866628	181866648	-	0.000	0.000	Merged-chr1-181866572-42
NR5504--MA0117.2.Mafb	chr17	56951086	56951097	+	0.000	0.000	Merged-chr17-56951160-8
NR1194--MA0659.1.MAFG	chr10	19718892	19718912	-	0.000	0.000	Merged-chr10-19718932-45
NR1653--MA0089.1.MAFG::NFE2L1	chr10	107946511	107946516	+	0.000	0.000	Merged-chr10-107946593-22
NR11044--MA0501.1.MAF::NFE2	chr7	67390931	67390945	+	0.000	0.000	Merged-chr7-67390968-9
NR3020--MA0659.1.MAFG	chr12	110438524	110438544	-	0.000	0.000	Merged-chr12-110438622-2
NR2250--MA0496.2.MAFK	chr11	85324147	85324165	-	0.000	0.000	Merged-chr11-85324179-42
NR4432--MA0117.2.Mafb	chr15	36640982	36640993	+	0.000	0.000	Merged-chr15-36640954-48
NR5842--MA0496.2.MAFK	chr18	43492937	43492955	+	0.000	0.000	Merged-chr18-43493033-11
NR4116--MA0501.1.MAF::NFE2	chr14	71120624	71120638	-	0.000	0.000	Merged-chr14-71120653-22
NR8758--MA0496.2.MAFK	chr4	116806480	116806498	-	0.000	0.000	Merged-chr4-116806659-9
NR266--MA0117.2.Mafb	chr1	75168894	75168905	-	0.000	0.000	Merged-chr1-75168775-61
NR9801--MA0089.1.MAFG::NFE2L1	chr5	140622818	140622823	-	0.000	0.000	Merged-chr5-140622694-1,Merged-chr5-140622986-3
NR8465--MA0659.1.MAFG	chr4	32257761	32257781	-	0.000	0.000	Merged-chr4-32257822-1
NR2271--MA0591.1.Bach1::Mafk	chr11	87240404	87240418	+	0.000	0.000	Merged-chr11-87240422-3
NR3360--MA0117.2.Mafb	chr13	43555048	43555059	-	0.000	0.000	Merged-chr13-43555011-40
NR5287--MA0496.2.MAFK	chr17	5303510	5303528	-	0.000	0.000	Merged-chr17-5303448-46
NR6308--MA0591.1.Bach1::Mafk	chr19	44267095	44267109	+	0.000	0.000	Merged-chr19-44267087-85
NR2802--MA0501.1.MAF::NFE2	chr12	81845112	81845126	-	0.000	0.000	Merged-chr12-81845150-28
NR7833--MA0501.1.MAF::NFE2	chr3	95434258	95434272	-	0.000	0.000	Merged-chr3-95434415-68
NR10718--MA0089.1.MAFG::NFE2L1	chr6	144535466	144535471	+	0.000	0.000	Merged-chr6-144535420-5
NR3481--MA0117.2.Mafb	chr13	69821588	69821599	+	0.000	0.000	Merged-chr13-69821460-47
NR1464--MA0089.1.MAFG::NFE2L1	chr10	82053794	82053799	+	0.000	0.000	Merged-chr10-82053844-6
NR3463--MA0591.1.Bach1::Mafk	chr13	65240741	65240755	+	0.000	0.000	Merged-chr13-65240700-1
NR5883--MA0495.2.MAFF	chr18	55107147	55107167	-	0.000	0.000	Merged-chr18-55107186-34
NR3329--MA0117.2.Mafb	chr13	32982872	32982883	+	0.000	0.000	Merged-chr13-32982935-23
NR86--MA0591.1.Bach1::Mafk	chr1	38884011	38884025	-	0.000	0.000	Merged-chr1-38884000-31
NR4956--MA0501.1.MAF::NFE2	chr16	44322074	44322088	-	0.000	0.000	Merged-chr16-44321913-9
NR706--MA0089.1.MAFG::NFE2L1	chr1	161894385	161894390	-	0.000	0.000	Merged-chr1-161894254-19
NR4869--MA0089.1.MAFG::NFE2L1	chr16	22387806	22387811	+	0.000	0.000	Merged-chr16-22387915-21
NR2029--MA0089.1.MAFG::NFE2L1	chr11	53128732	53128737	+	0.000	0.000	Merged-chr11-53128879-36
NR8497--MA0089.1.MAFG::NFE2L1	chr4	45342165	45342170	-	0.000	0.000	Merged-chr4-45342285-81
NR12287--MA0089.1.MAFG::NFE2L1	chr9	43545304	43545309	+	0.000	0.000	Merged-chr9-43545263-46
NR6900--MA0089.1.MAFG::NFE2L1	chr2	92434122	92434127	+	0.000	0.000	Merged-chr2-92434096-58
NR4378--MA0089.1.MAFG::NFE2L1	chr15	10723496	10723501	+	0.000	0.000	Merged-chr15-10723648-41
NR9051--MA0591.1.Bach1::Mafk	chr4	150894697	150894711	-	0.000	0.000	Merged-chr4-150894695-19
NR12366--MA0495.2.MAFF	chr9	62425367	62425387	+	0.000	0.000	Merged-chr9-62425384-15
NR1175--MA0089.1.MAFG::NFE2L1	chr10	14040896	14040901	-	0.000	0.000	Merged-chr10-14040919-9
NR1551--MA0089.1.MAFG::NFE2L1	chr10	91270850	91270855	+	0.000	0.000	Merged-chr10-91270922-111
NR1185--MA0117.2.Mafb	chr10	17920071	17920082	-	0.000	0.000	Merged-chr10-17920210-30
NR7396--MA0591.1.Bach1::Mafk	chr2	163155372	163155386	-	0.000	0.000	Merged-chr2-163155228-25
NR8737--MA0591.1.Bach1::Mafk	chr4	114908909	114908923	-	0.000	0.000	Merged-chr4-114908814-141
NR5885--MA0659.1.MAFG	chr18	55107147	55107167	-	0.000	0.000	Merged-chr18-55107186-34
NR4269--MA0591.1.Bach1::Mafk	chr14	118796411	118796425	+	0.000	0.000	Merged-chr14-118796395-16
NR9652--MA0591.1.Bach1::Mafk	chr5	115312990	115313004	-	0.000	0.000	Merged-chr5-115313005-7
NR8794--MA0496.2.MAFK	chr4	121024176	121024194	+	0.000	0.000	Merged-chr4-121024111-11
NR5867--MA0117.2.Mafb	chr18	50016872	50016883	+	0.000	0.000	Merged-chr18-50017066-69
NR12576--MA0496.2.MAFK	chr9	89674247	89674265	+	0.000	0.000	Merged-chr9-89674293-39
NR12361--MA0496.2.MAFK	chr9	61708040	61708058	+	0.000	0.000	Merged-chr9-61708026-57
NR6617--MA0659.1.MAFG	chr2	34982231	34982251	+	0.000	0.000	Merged-chr2-34982434-20
NR9327--MA0659.1.MAFG	chr5	67404581	67404601	-	0.000	0.000	Merged-chr5-67404737-28
NR12245--MA0501.1.MAF::NFE2	chr9	32652416	32652430	+	0.000	0.000	Merged-chr9-32652377-47
NR4652--MA0089.1.MAFG::NFE2L1	chr15	80619972	80619977	-	0.000	0.000	Merged-chr15-80619928-23
NR10918--MA0089.1.MAFG::NFE2L1	chr7	30593276	30593281	-	0.000	0.000	Merged-chr7-30593155-28
NR2620--MA0659.1.MAFG	chr12	21437726	21437746	+	0.000	0.000	Merged-chr12-21437615-25
NR4638--MA0501.1.MAF::NFE2	chr15	78493696	78493710	-	0.000	0.000	Merged-chr15-78493760-47
NR504--MA0659.1.MAFG	chr1	131108796	131108816	-	0.000	0.000	Merged-chr1-131108920-12
NR5767--MA0495.2.MAFF	chr18	23754629	23754649	-	0.000	0.000	Merged-chr18-23754514-42
NR1288--MA0089.1.MAFG::NFE2L1	chr10	39522263	39522268	-	0.000	0.000	Merged-chr10-39522157-23
NR13011--MA0089.1.MAFG::NFE2L1	chrX	135753065	135753070	+	0.000	0.000	Merged-chrX-135752954-36
NR2536--MA0501.1.MAF::NFE2	chr11	119083924	119083938	-	0.000	0.000	Merged-chr11-119083935-60
NR726--MA0495.2.MAFF	chr1	163383763	163383783	+	0.000	0.000	Merged-chr1-163383772-21
NR6468--MA0501.1.MAF::NFE2	chr2	8628739	8628753	-	0.000	0.000	Merged-chr2-8628681-1
NR5998--MA0089.1.MAFG::NFE2L1	chr18	74789551	74789556	-	0.000	0.000	Merged-chr18-74789604-25
NR7653--MA0089.1.MAFG::NFE2L1	chr3	37302854	37302859	+	0.000	0.000	Merged-chr3-37302900-9
NR3249--MA0659.1.MAFG	chr13	20139977	20139997	+	0.000	0.000	Merged-chr13-20140166-30
NR2795--MA0089.1.MAFG::NFE2L1	chr12	79441375	79441380	-	0.000	0.000	Merged-chr12-79441349-14
NR981--MA0089.1.MAFG::NFE2L1	chr1	186676320	186676325	+	0.000	0.000	Merged-chr1-186676331-13
NR8492--MA0117.2.Mafb	chr4	42965604	42965615	+	0.000	0.000	Merged-chr4-42965581-38
NR8940--MA0659.1.MAFG	chr4	142153734	142153754	+	0.000	0.000	Merged-chr4-142153700-30
NR2201--MA0089.1.MAFG::NFE2L1	chr11	77816249	77816254	+	0.000	0.000	Merged-chr11-77816156-19
NR10542--MA0117.2.Mafb	chr6	130538555	130538566	-	0.000	0.000	Merged-chr6-130538609-12
NR717--MA0089.1.MAFG::NFE2L1	chr1	162557486	162557491	-	0.000	0.000	Merged-chr1-162557712-25
NR10314--MA0659.1.MAFG	chr6	99420832	99420852	-	0.000	0.000	Merged-chr6-99420809-31
NR6044--MA0089.1.MAFG::NFE2L1	chr18	80642635	80642640	+	0.000	0.000	Merged-chr18-80642669-13
NR9353--MA0591.1.Bach1::Mafk	chr5	73199817	73199831	-	0.000	0.000	Merged-chr5-73199876-43
NR9656--MA0496.2.MAFK	chr5	115312988	115313006	+	0.000	0.000	Merged-chr5-115313005-7
NR2982--MA0089.1.MAFG::NFE2L1	chr12	107139114	107139119	+	0.000	0.000	Merged-chr12-107139139-48
NR8392--MA0495.2.MAFF	chr4	6446815	6446835	-	0.000	0.000	Merged-chr4-6446926-20
NR4538--MA0496.2.MAFK	chr15	60141741	60141759	+	0.000	0.000	Merged-chr15-60141822-49
NR9997--MA0591.1.Bach1::Mafk	chr6	29272554	29272568	-	0.000	0.000	Merged-chr6-29272695-53
NR9825--MA0089.1.MAFG::NFE2L1	chr5	143561770	143561775	-	0.000	0.000	Merged-chr5-143561800-6
NR4947--MA0501.1.MAF::NFE2	chr16	43303488	43303502	-	0.000	0.000	Merged-chr16-43303663-37
NR4967--MA0089.1.MAFG::NFE2L1	chr16	46001705	46001710	+	0.000	0.000	Merged-chr16-46001866-55
NR9370--MA0495.2.MAFF	chr5	74471049	74471069	+	0.000	0.000	Merged-chr5-74471085-11
NR13006--MA0117.2.Mafb	chrX	113005444	113005455	-	0.000	0.000	Merged-chrX-113005437-15
NR5896--MA0089.1.MAFG::NFE2L1	chr18	56451900	56451905	+	0.000	0.000	Merged-chr18-56451973-44
NR4476--MA0089.1.MAFG::NFE2L1	chr15	50674472	50674477	+	0.000	0.000	Merged-chr15-50674419-23
NR6593--MA0591.1.Bach1::Mafk	chr2	31131196	31131210	-	0.000	0.000	Merged-chr2-31131193-36
NR3432--MA0089.1.MAFG::NFE2L1	chr13	55421291	55421296	-	0.000	0.000	Merged-chr13-55421370-39
NR6548--MA0591.1.Bach1::Mafk	chr2	19415047	19415061	-	0.000	0.000	Merged-chr2-19414957-75
NR5908--MA0089.1.MAFG::NFE2L1	chr18	62163173	62163178	-	0.000	0.000	Merged-chr18-62163179-10
NR10560--MA0117.2.Mafb	chr6	134615230	134615241	-	0.000	0.000	Merged-chr6-134615220-54
NR7962--MA0117.2.Mafb	chr3	109732611	109732622	+	0.000	0.000	Merged-chr3-109732646-37
NR12767--MA0501.1.MAF::NFE2	chr9	117215559	117215573	+	0.000	0.000	Merged-chr9-117215431-1
NR9372--MA0659.1.MAFG	chr5	74471049	74471069	+	0.000	0.000	Merged-chr5-74471085-11
NR11643--MA0089.1.MAFG::NFE2L1	chr8	18564900	18564905	-	0.000	0.000	Merged-chr8-18564769-25
NR3737--MA0501.1.MAF::NFE2	chr13	109822600	109822614	-	0.000	0.000	Merged-chr13-109822486-79
NR2734--MA0501.1.MAF::NFE2	chr12	55399024	55399038	-	0.000	0.000	Merged-chr12-55398885-58
NR3267--MA0117.2.Mafb	chr13	23517688	23517699	-	0.000	0.000	Merged-chr13-23517753-112
NR7138--MA0501.1.MAF::NFE2	chr2	128451814	128451828	+	0.000	0.000	Merged-chr2-128451749-44
NR3936--MA0089.1.MAFG::NFE2L1	chr14	25379039	25379044	-	0.000	0.000	Merged-chr14-25379059-15
NR328--MA0501.1.MAF::NFE2	chr1	88497495	88497509	-	0.000	0.000	Merged-chr1-88497619-10
NR3445--MA0089.1.MAFG::NFE2L1	chr13	58157684	58157689	-	0.000	0.000	Merged-chr13-58157645-3
NR11718--MA0501.1.MAF::NFE2	chr8	53630782	53630796	-	0.000	0.000	Merged-chr8-53630787-29
NR137--MA0089.1.MAFG::NFE2L1	chr1	55215700	55215705	-	0.000	0.000	Merged-chr1-55215600-38
NR1428--MA0501.1.MAF::NFE2	chr10	76802327	76802341	-	0.000	0.000	Merged-chr10-76802342-40
NR10661--MA0496.2.MAFK	chr6	142519102	142519120	-	0.000	0.000	Merged-chr6-142519262-28
NR646--MA0495.2.MAFF	chr1	155029375	155029395	+	0.000	0.000	Merged-chr1-155029443-27
NR2954--MA0496.2.MAFK	chr12	102588573	102588591	-	0.000	0.000	Merged-chr12-102588735-27
NR5617--MA0089.1.MAFG::NFE2L1	chr17	83846446	83846451	-	0.000	0.000	Merged-chr17-83846499-25
NR6379--MA0591.1.Bach1::Mafk	chr19	56647501	56647515	-	0.000	0.000	Merged-chr19-56647541-17
NR10103--MA0591.1.Bach1::Mafk	chr6	54760020	54760034	+	0.000	0.000	Merged-chr6-54760187-57
NR9699--MA0117.2.Mafb	chr5	120621498	120621509	+	0.000	0.000	Merged-chr5-120621262-88
NR12181--MA0089.1.MAFG::NFE2L1	chr9	14548227	14548232	+	0.000	0.000	Merged-chr9-14548192-17
NR8550--MA0591.1.Bach1::Mafk	chr4	62739896	62739910	+	0.000	0.000	Merged-chr4-62739923-10
NR6748--MA0089.1.MAFG::NFE2L1	chr2	60204272	60204277	+	0.000	0.000	Merged-chr2-60204421-25
NR12253--MA0591.1.Bach1::Mafk	chr9	35117681	35117695	+	0.000	0.000	Merged-chr9-35117725-13
NR2629--MA0089.1.MAFG::NFE2L1	chr12	25209010	25209015	-	0.000	0.000	Merged-chr12-25209047-25
NR10276--MA0591.1.Bach1::Mafk	chr6	91713071	91713085	-	0.000	0.000	Merged-chr6-91712946-25
NR10039--MA0591.1.Bach1::Mafk	chr6	37723511	37723525	+	0.000	0.000	Merged-chr6-37723494-25
NR1284--MA0089.1.MAFG::NFE2L1	chr10	39458912	39458917	+	0.000	0.000	Merged-chr10-39458935-16
NR6658--MA0591.1.Bach1::Mafk	chr2	45023958	45023972	+	0.000	0.000	Merged-chr2-45024097-31
NR143--MA0591.1.Bach1::Mafk	chr1	58304611	58304625	-	0.000	0.000	Merged-chr1-58304515-8
NR2972--MA0496.2.MAFK	chr12	105068987	105069005	+	0.000	0.000	Merged-chr12-105069151-33
NR1985--MA0591.1.Bach1::Mafk	chr11	43681869	43681883	+	0.000	0.000	Merged-chr11-43682127-96
NR1204--MA0117.2.Mafb	chr10	21245267	21245278	-	0.000	0.000	Merged-chr10-21245318-22
NR12188--MA0495.2.MAFF	chr9	15530005	15530025	-	0.000	0.000	Merged-chr9-15530031-64
NR9923--MA0089.1.MAFG::NFE2L1	chr6	6577516	6577521	+	0.000	0.000	Merged-chr6-6577639-1
NR6344--MA0089.1.MAFG::NFE2L1	chr19	53424796	53424801	+	0.000	0.000	Merged-chr19-53424819-25
NR7336--MA0501.1.MAF::NFE2	chr2	153215092	153215106	+	0.000	0.000	Merged-chr2-153215232-79
NR5794--MA0496.2.MAFK	chr18	32311874	32311892	-	0.000	0.000	Merged-chr18-32311918-36
NR6559--MA0089.1.MAFG::NFE2L1	chr2	25356354	25356359	-	0.000	0.000	Merged-chr2-25356445-26
NR9634--MA0089.1.MAFG::NFE2L1	chr5	114942155	114942160	-	0.000	0.000	Merged-chr5-114942302-45
NR11769--MA0089.1.MAFG::NFE2L1	chr8	70635690	70635695	-	0.000	0.000	Merged-chr8-70635559-11
NR6615--MA0591.1.Bach1::Mafk	chr2	34982234	34982248	+	0.000	0.000	Merged-chr2-34982434-20
