#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Runx/Bcl6KO_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.dn.bed
NR5759--MA0684.1.RUNX3	chr2	121866802	121866811	+	0.000	0.000	Merged-chr2-121866868-116
NR9132--MA0511.2.RUNX2	chr8	10481081	10481089	+	0.000	0.000	Merged-chr8-10480951-33
NR843--MA0684.1.RUNX3	chr10	18064647	18064656	-	0.000	0.000	Merged-chr10-18064784-37
NR8865--MA0684.1.RUNX3	chr7	110630400	110630409	-	0.000	0.000	Merged-chr7-110630391-39
NR8051--MA0002.2.RUNX1	chr6	67348224	67348234	-	0.000	0.000	Merged-chr6-67348220-52
NR3980--MA0002.2.RUNX1	chr16	45724350	45724360	-	0.000	0.000	Merged-chr16-45724443-44
NR6913--MA0002.2.RUNX1	chr4	88876683	88876693	+	0.000	0.000	Merged-chr4-88876623-2
NR4757--MA0002.2.RUNX1	chr18	41888563	41888573	-	0.000	0.000	Merged-chr18-41888397-77
NR281--MA0002.2.RUNX1	chr1	91413382	91413392	-	0.000	0.000	Merged-chr1-91413387-81
NR552--MA0002.2.RUNX1	chr1	164973032	164973042	-	0.000	0.000	Merged-chr1-164973033-32
NR6894--MA0002.2.RUNX1	chr4	86712877	86712887	+	0.000	0.000	Merged-chr4-86712811-38
NR4220--MA0684.1.RUNX3	chr17	6658944	6658953	-	0.000	0.000	Merged-chr17-6658937-44
NR2606--MA0684.1.RUNX3	chr13	34914837	34914846	-	0.000	0.000	Merged-chr13-34914852-26
NR8160--MA0002.2.RUNX1	chr6	99960498	99960508	-	0.000	0.000	Merged-chr6-99960438-1,Merged-chr6-99960676-1
NR6751--MA0002.2.RUNX1	chr4	24569310	24569320	+	0.000	0.000	Merged-chr4-24569297-30
NR5183--MA0684.1.RUNX3	chr19	36083078	36083087	-	0.000	0.000	Merged-chr19-36083098-3
NR9208--MA0002.2.RUNX1	chr8	35992201	35992211	-	0.000	0.000	Merged-chr8-35992295-47
NR3026--MA0002.2.RUNX1	chr14	20785459	20785469	-	0.000	0.000	Merged-chr14-20785376-56
NR1018--MA0684.1.RUNX3	chr10	59431154	59431163	+	0.000	0.000	Merged-chr10-59431050-41
NR1790--MA0002.2.RUNX1	chr11	90307179	90307189	-	0.000	0.000	Merged-chr11-90307207-17
NR8749--MA0002.2.RUNX1	chr7	89308432	89308442	-	0.000	0.000	Merged-chr7-89308449-38
NR9189--MA0002.2.RUNX1	chr8	31170347	31170357	+	0.000	0.000	Merged-chr8-31170310-4
NR10223--MA0684.1.RUNX3	chrX	140505939	140505948	+	0.000	0.000	Merged-chrX-140506133-71
NR63--MA0511.2.RUNX2	chr1	39896694	39896702	-	0.000	0.000	Merged-chr1-39896761-43
NR8811--MA0002.2.RUNX1	chr7	104400860	104400870	-	0.000	0.000	Merged-chr7-104400949-29
NR7038--MA0684.1.RUNX3	chr4	120984725	120984734	-	0.000	0.000	Merged-chr4-120984598-23
NR3029--MA0511.2.RUNX2	chr14	21525923	21525931	-	0.000	0.000	Merged-chr14-21525854-33
NR171--MA0684.1.RUNX3	chr1	64508648	64508657	-	0.000	0.000	Merged-chr1-64508658-48
NR8940--MA0684.1.RUNX3	chr7	122317702	122317711	-	0.000	0.000	Merged-chr7-122317666-3
NR713--MA0684.1.RUNX3	chr1	184534678	184534687	+	0.000	0.000	Merged-chr1-184534660-49
NR8792--MA0002.2.RUNX1	chr7	99536408	99536418	-	0.000	0.000	Merged-chr7-99536356-6
NR4--MA0511.2.RUNX2	chr1	6467288	6467296	-	0.000	0.000	Merged-chr1-6467226-38
NR4561--MA0002.2.RUNX1	chr17	78352703	78352713	-	0.000	0.000	Merged-chr17-78352623-8
NR2553--MA0684.1.RUNX3	chr13	20306318	20306327	-	0.000	0.000	Merged-chr13-20306536-31
NR2010--MA0002.2.RUNX1	chr11	119166169	119166179	+	0.000	0.000	Merged-chr11-119166198-51
NR9969--MA0684.1.RUNX3	chr9	114446464	114446473	+	0.000	0.000	Merged-chr9-114446417-16
NR5689--MA0511.2.RUNX2	chr2	103652251	103652259	-	0.000	0.000	Merged-chr2-103652335-51
NR7418--MA0684.1.RUNX3	chr5	54101519	54101528	-	0.000	0.000	Merged-chr5-54101500-65
NR8573--MA0684.1.RUNX3	chr7	35742516	35742525	+	0.000	0.000	Merged-chr7-35742502-39
NR2328--MA0002.2.RUNX1	chr12	106008773	106008783	+	0.000	0.000	Merged-chr12-106008779-30
NR9092--MA0511.2.RUNX2	chr7	141194085	141194093	-	0.000	0.000	Merged-chr7-141194198-81
NR1931--MA0002.2.RUNX1	chr11	109259729	109259739	-	0.000	0.000	Merged-chr11-109259809-10
NR10216--MA0002.2.RUNX1	chrX	136986272	136986282	+	0.000	0.000	Merged-chrX-136986316-28
NR9267--MA0511.2.RUNX2	chr8	71592046	71592054	-	0.000	0.000	Merged-chr8-71592114-88
NR10074--MA0684.1.RUNX3	chr9	123818115	123818124	+	0.000	0.000	Merged-chr9-123818061-5
NR6383--MA0684.1.RUNX3	chr3	95141663	95141672	+	0.000	0.000	Merged-chr3-95141706-11
NR3720--MA0002.2.RUNX1	chr15	89131568	89131578	-	0.000	0.000	Merged-chr15-89131620-40
NR8728--MA0002.2.RUNX1	chr7	81868138	81868148	-	0.000	0.000	Merged-chr7-81868327-26
NR4160--MA0002.2.RUNX1	chr16	94600551	94600561	-	0.000	0.000	Merged-chr16-94600402-25
NR120--MA0511.2.RUNX2	chr1	55448338	55448346	-	0.000	0.000	Merged-chr1-55448277-23
NR2480--MA0002.2.RUNX1	chr12	118428538	118428548	+	0.000	0.000	Merged-chr12-118428603-36
NR2275--MA0002.2.RUNX1	chr12	99544780	99544790	-	0.000	0.000	Merged-chr12-99544732-47
NR10219--MA0511.2.RUNX2	chrX	139813504	139813512	+	0.000	0.000	Merged-chrX-139813635-78
NR2817--MA0002.2.RUNX1	chr13	94144819	94144829	+	0.000	0.000	Merged-chr13-94144726-31
NR7173--MA0511.2.RUNX2	chr4	145019385	145019393	+	0.000	0.000	Merged-chr4-145019500-51
NR4848--MA0511.2.RUNX2	chr18	65297352	65297360	+	0.000	0.000	Merged-chr18-65297305-30
NR4954--MA0002.2.RUNX1	chr18	80611207	80611217	-	0.000	0.000	Merged-chr18-80611321-12
NR5589--MA0684.1.RUNX3	chr2	73547456	73547465	-	0.000	0.000	Merged-chr2-73547425-29
NR3309--MA0684.1.RUNX3	chr14	103088718	103088727	-	0.000	0.000	Merged-chr14-103088795-24
NR4193--MA0684.1.RUNX3	chr16	97326252	97326261	+	0.000	0.000	Merged-chr16-97326270-33
NR1530--MA0002.2.RUNX1	chr11	34064230	34064240	+	0.000	0.000	Merged-chr11-34064073-70
NR7126--MA0684.1.RUNX3	chr4	136177839	136177848	-	0.000	0.000	Merged-chr4-136177885-58
NR4587--MA0002.2.RUNX1	chr17	84036277	84036287	-	0.000	0.000	Merged-chr17-84036191-5
NR7249--MA0002.2.RUNX1	chr4	150915454	150915464	+	0.000	0.000	Merged-chr4-150915440-35
NR530--MA0684.1.RUNX3	chr1	164138822	164138831	+	0.000	0.000	Merged-chr1-164138853-49
NR6872--MA0684.1.RUNX3	chr4	70307384	70307393	+	0.000	0.000	Merged-chr4-70307334-49
NR2592--MA0511.2.RUNX2	chr13	30912399	30912407	-	0.000	0.000	Merged-chr13-30912363-13
NR2863--MA0511.2.RUNX2	chr13	102665855	102665863	+	0.000	0.000	Merged-chr13-102665756-69
NR719--MA0002.2.RUNX1	chr1	184632177	184632187	-	0.000	0.000	Merged-chr1-184632102-10
NR4173--MA0002.2.RUNX1	chr16	95929973	95929983	-	0.000	0.000	Merged-chr16-95929936-27
NR3098--MA0511.2.RUNX2	chr14	52565829	52565837	+	0.000	0.000	Merged-chr14-52565838-11
NR7821--MA0002.2.RUNX1	chr5	142881169	142881179	+	0.000	0.000	Merged-chr5-142881345-35
NR2559--MA0002.2.RUNX1	chr13	21579853	21579863	+	0.000	0.000	Merged-chr13-21579773-26
NR2720--MA0511.2.RUNX2	chr13	63274701	63274709	-	0.000	0.000	Merged-chr13-63274780-57
NR828--MA0002.2.RUNX1	chr10	14057097	14057107	+	0.000	0.000	Merged-chr10-14057243-22
NR4430--MA0684.1.RUNX3	chr17	46378756	46378765	-	0.000	0.000	Merged-chr17-46378659-16
NR6233--MA0002.2.RUNX1	chr3	51353462	51353472	+	0.000	0.000	Merged-chr3-51353626-33
NR6504--MA0002.2.RUNX1	chr3	122202354	122202364	-	0.000	0.000	Merged-chr3-122202498-54
NR513--MA0511.2.RUNX2	chr1	162186973	162186981	+	0.000	0.000	Merged-chr1-162187046-32
NR4348--MA0002.2.RUNX1	chr17	29531565	29531575	-	0.000	0.000	Merged-chr17-29531509-3
NR5059--MA0002.2.RUNX1	chr19	9053245	9053255	-	0.000	0.000	Merged-chr19-9053271-35
NR10053--MA0684.1.RUNX3	chr9	121985248	121985257	+	0.000	0.000	Merged-chr9-121985208-26
NR9517--MA0511.2.RUNX2	chr8	126420988	126420996	-	0.000	0.000	Merged-chr8-126420997-20
NR6091--MA0684.1.RUNX3	chr2	173187030	173187039	+	0.000	0.000	Merged-chr2-173186848-48
NR6633--MA0684.1.RUNX3	chr3	144411275	144411284	+	0.000	0.000	Merged-chr3-144411311-32
NR8707--MA0002.2.RUNX1	chr7	79314701	79314711	+	0.000	0.000	Merged-chr7-79314665-30
NR209--MA0002.2.RUNX1	chr1	71594452	71594462	-	0.000	0.000	Merged-chr1-71594444-22
NR6485--MA0002.2.RUNX1	chr3	116327580	116327590	-	0.000	0.000	Merged-chr3-116327442-32
NR5459--MA0684.1.RUNX3	chr2	32575482	32575491	+	0.000	0.000	Merged-chr2-32575462-57
NR1179--MA0511.2.RUNX2	chr10	84897547	84897555	+	0.000	0.000	Merged-chr10-84897526-62
NR5902--MA0002.2.RUNX1	chr2	148902581	148902591	+	0.000	0.000	Merged-chr2-148902521-46
NR4810--MA0684.1.RUNX3	chr18	56871869	56871878	+	0.000	0.000	Merged-chr18-56871976-16
NR6408--MA0002.2.RUNX1	chr3	101229082	101229092	-	0.000	0.000	Merged-chr3-101229120-28
NR6964--MA0511.2.RUNX2	chr4	102629843	102629851	-	0.000	0.000	Merged-chr4-102629885-23
NR2777--MA0002.2.RUNX1	chr13	85356637	85356647	-	0.000	0.000	Merged-chr13-85356477-8
NR5883--MA0002.2.RUNX1	chr2	144738370	144738380	+	0.000	0.000	Merged-chr2-144738431-3
NR10228--MA0684.1.RUNX3	chrX	151344071	151344080	-	0.000	0.000	Merged-chrX-151344027-1
NR8816--MA0002.2.RUNX1	chr7	105554388	105554398	+	0.000	0.000	Merged-chr7-105554530-56
NR5124--MA0511.2.RUNX2	chr19	24971561	24971569	+	0.000	0.000	Merged-chr19-24971475-35
NR1923--MA0002.2.RUNX1	chr11	107997089	107997099	+	0.000	0.000	Merged-chr11-107997023-15
NR2511--MA0684.1.RUNX3	chr13	9760320	9760329	-	0.000	0.000	Merged-chr13-9760247-44
NR7248--MA0684.1.RUNX3	chr4	150808644	150808653	-	0.000	0.000	Merged-chr4-150808794-106
NR4314--MA0002.2.RUNX1	chr17	25584077	25584087	+	0.000	0.000	Merged-chr17-25583989-33
NR2092--MA0002.2.RUNX1	chr12	35691087	35691097	-	0.000	0.000	Merged-chr12-35691135-26
NR6616--MA0511.2.RUNX2	chr3	142437065	142437073	+	0.000	0.000	Merged-chr3-142437047-18
NR5740--MA0002.2.RUNX1	chr2	117399727	117399737	-	0.000	0.000	Merged-chr2-117399695-40
NR2763--MA0684.1.RUNX3	chr13	81182721	81182730	+	0.000	0.000	Merged-chr13-81182564-34
NR2558--MA0684.1.RUNX3	chr13	20502808	20502817	-	0.000	0.000	Merged-chr13-20502802-9
NR2220--MA0002.2.RUNX1	chr12	86687061	86687071	+	0.000	0.000	Merged-chr12-86687051-28
NR3269--MA0684.1.RUNX3	chr14	78914393	78914402	-	0.000	0.000	Merged-chr14-78914359-46
NR9259--MA0511.2.RUNX2	chr8	68674301	68674309	+	0.000	0.000	Merged-chr8-68674402-29
NR6646--MA0684.1.RUNX3	chr3	145942219	145942228	-	0.000	0.000	Merged-chr3-145942154-31
NR2620--MA0684.1.RUNX3	chr13	38501512	38501521	+	0.000	0.000	Merged-chr13-38501583-20
NR4774--MA0511.2.RUNX2	chr18	54940565	54940573	+	0.000	0.000	Merged-chr18-54940674-40
NR8511--MA0002.2.RUNX1	chr7	19404180	19404190	+	0.000	0.000	Merged-chr7-19404013-49
NR4823--MA0684.1.RUNX3	chr18	61156573	61156582	+	0.000	0.000	Merged-chr18-61156655-10
NR9639--MA0511.2.RUNX2	chr9	44515670	44515678	+	0.000	0.000	Merged-chr9-44515753-69
NR8492--MA0002.2.RUNX1	chr7	3444924	3444934	-	0.000	0.000	Merged-chr7-3444811-26
NR4426--MA0511.2.RUNX2	chr17	46074014	46074022	-	0.000	0.000	Merged-chr17-46073947-66
NR265--MA0002.2.RUNX1	chr1	88587508	88587518	-	0.000	0.000	Merged-chr1-88587471-60
NR3550--MA0002.2.RUNX1	chr15	58750401	58750411	-	0.000	0.000	Merged-chr15-58750240-28
NR2475--MA0511.2.RUNX2	chr12	117931840	117931848	+	0.000	0.000	Merged-chr12-117932032-25
NR221--MA0511.2.RUNX2	chr1	78537715	78537723	+	0.000	0.000	Merged-chr1-78537773-101
NR6007--MA0002.2.RUNX1	chr2	164356396	164356406	-	0.000	0.000	Merged-chr2-164356374-20
NR4532--MA0002.2.RUNX1	chr17	71192225	71192235	-	0.000	0.000	Merged-chr17-71192022-46
NR2918--MA0002.2.RUNX1	chr13	110564085	110564095	-	0.000	0.000	Merged-chr13-110564159-46
NR6070--MA0684.1.RUNX3	chr2	170205992	170206001	+	0.000	0.000	Merged-chr2-170206161-1
NR8971--MA0511.2.RUNX2	chr7	125593276	125593284	-	0.000	0.000	Merged-chr7-125593204-10
NR4784--MA0002.2.RUNX1	chr18	55107036	55107046	+	0.000	0.000	Merged-chr18-55107186-34
NR2110--MA0684.1.RUNX3	chr12	41331184	41331193	-	0.000	0.000	Merged-chr12-41331287-30
NR4806--MA0511.2.RUNX2	chr18	56718580	56718588	-	0.000	0.000	Merged-chr18-56718597-44
NR9063--MA0511.2.RUNX2	chr7	139911297	139911305	+	0.000	0.000	Merged-chr7-139911302-6
NR774--MA0684.1.RUNX3	chr1	192663295	192663304	+	0.000	0.000	Merged-chr1-192663310-7
NR1459--MA0684.1.RUNX3	chr11	11657343	11657352	+	0.000	0.000	Merged-chr11-11657249-55
NR6573--MA0002.2.RUNX1	chr3	135307683	135307693	-	0.000	0.000	Merged-chr3-135307763-66
NR10059--MA0002.2.RUNX1	chr9	122233120	122233130	+	0.000	0.000	Merged-chr9-122233247-97
NR1631--MA0002.2.RUNX1	chr11	61709055	61709065	+	0.000	0.000	Merged-chr11-61709058-8
NR8875--MA0511.2.RUNX2	chr7	112400402	112400410	-	0.000	0.000	Merged-chr7-112400264-32
NR2014--MA0684.1.RUNX3	chr11	119385129	119385138	+	0.000	0.000	Merged-chr11-119385060-32
NR155--MA0684.1.RUNX3	chr1	61402510	61402519	+	0.000	0.000	Merged-chr1-61402618-25
NR6847--MA0511.2.RUNX2	chr4	59790158	59790166	-	0.000	0.000	Merged-chr4-59790006-29
NR5971--MA0002.2.RUNX1	chr2	158154324	158154334	-	0.000	0.000	Merged-chr2-158154460-58
NR3248--MA0684.1.RUNX3	chr14	75769438	75769447	+	0.000	0.000	Merged-chr14-75769501-48
NR3420--MA0002.2.RUNX1	chr15	5108560	5108570	+	0.000	0.000	Merged-chr15-5108448-64
NR8157--MA0002.2.RUNX1	chr6	99811594	99811604	+	0.000	0.000	Merged-chr6-99811499-44
NR4402--MA0002.2.RUNX1	chr17	43645395	43645405	-	0.000	0.000	Merged-chr17-43645396-23
NR4482--MA0511.2.RUNX2	chr17	56717938	56717946	-	0.000	0.000	Merged-chr17-56717989-1
NR806--MA0684.1.RUNX3	chr10	6904163	6904172	-	0.000	0.000	Merged-chr10-6904105-6
NR3943--MA0002.2.RUNX1	chr16	42165180	42165190	-	0.000	0.000	Merged-chr16-42165090-50
NR6129--MA0002.2.RUNX1	chr2	179966853	179966863	-	0.000	0.000	Merged-chr2-179966777-32
NR4654--MA0002.2.RUNX1	chr18	5424616	5424626	+	0.000	0.000	Merged-chr18-5424603-10
NR7760--MA0002.2.RUNX1	chr5	134437569	134437579	-	0.000	0.000	Merged-chr5-134437601-35
NR5116--MA0511.2.RUNX2	chr19	21104866	21104874	-	0.000	0.000	Merged-chr19-21104768-51
NR9692--MA0002.2.RUNX1	chr9	57834255	57834265	-	0.000	0.000	Merged-chr9-57834243-10
NR2898--MA0684.1.RUNX3	chr13	109190439	109190448	-	0.000	0.000	Merged-chr13-109190361-18
NR2040--MA0511.2.RUNX2	chr12	15967817	15967825	-	0.000	0.000	Merged-chr12-15967723-42
NR4928--MA0511.2.RUNX2	chr18	76215918	76215926	+	0.000	0.000	Merged-chr18-76215968-18
NR6986--MA0684.1.RUNX3	chr4	107606194	107606203	-	0.000	0.000	Merged-chr4-107606199-20
NR2977--MA0511.2.RUNX2	chr13	119681443	119681451	+	0.000	0.000	Merged-chr13-119681376-28
NR1230--MA0002.2.RUNX1	chr10	93868532	93868542	-	0.000	0.000	Merged-chr10-93868549-34
NR6509--MA0002.2.RUNX1	chr3	122729761	122729771	+	0.000	0.000	Merged-chr3-122729792-184
NR4287--MA0002.2.RUNX1	chr17	21733926	21733936	-	0.000	0.000	Merged-chr17-21733799-41
NR7935--MA0002.2.RUNX1	chr6	34495209	34495219	+	0.000	0.000	Merged-chr6-34495216-31
NR3704--MA0002.2.RUNX1	chr15	84212362	84212372	-	0.000	0.000	Merged-chr15-84212289-37
NR2259--MA0002.2.RUNX1	chr12	98212586	98212596	+	0.000	0.000	Merged-chr12-98212636-31
NR4100--MA0511.2.RUNX2	chr16	90331260	90331268	+	0.000	0.000	Merged-chr16-90331129-56
NR3890--MA0002.2.RUNX1	chr16	30185170	30185180	+	0.000	0.000	Merged-chr16-30184995-4
NR8027--MA0002.2.RUNX1	chr6	54127371	54127381	+	0.000	0.000	Merged-chr6-54127507-32
NR4418--MA0511.2.RUNX2	chr17	45489015	45489023	+	0.000	0.000	Merged-chr17-45488824-86
NR3449--MA0511.2.RUNX2	chr15	25828626	25828634	-	0.000	0.000	Merged-chr15-25828667-44
NR2097--MA0002.2.RUNX1	chr12	36019761	36019771	+	0.000	0.000	Merged-chr12-36019766-41
NR465--MA0511.2.RUNX2	chr1	151706395	151706403	+	0.000	0.000	Merged-chr1-151706249-27
NR6141--MA0511.2.RUNX2	chr3	5860542	5860550	+	0.000	0.000	Merged-chr3-5860580-55
NR514--MA0684.1.RUNX3	chr1	162186973	162186982	+	0.000	0.000	Merged-chr1-162187046-32
NR3380--MA0002.2.RUNX1	chr14	121934750	121934760	+	0.000	0.000	Merged-chr14-121934636-24
NR4091--MA0002.2.RUNX1	chr16	89872228	89872238	-	0.000	0.000	Merged-chr16-89872318-26
NR8344--MA0511.2.RUNX2	chr6	131433998	131434006	+	0.000	0.000	Merged-chr6-131433873-35
NR9055--MA0511.2.RUNX2	chr7	139125703	139125711	-	0.000	0.000	Merged-chr7-139125728-10
NR8122--MA0684.1.RUNX3	chr6	88958017	88958026	+	0.000	0.000	Merged-chr6-88958094-9
NR4762--MA0684.1.RUNX3	chr18	46060058	46060067	+	0.000	0.000	Merged-chr18-46060088-16
NR1623--MA0002.2.RUNX1	chr11	60305751	60305761	+	0.000	0.000	Merged-chr11-60305750-27
NR4828--MA0684.1.RUNX3	chr18	61647290	61647299	-	0.000	0.000	Merged-chr18-61647433-25
NR2006--MA0684.1.RUNX3	chr11	118609362	118609371	-	0.000	0.000	Merged-chr11-118609481-11
NR2605--MA0002.2.RUNX1	chr13	34914836	34914846	+	0.000	0.000	Merged-chr13-34914852-26
NR418--MA0684.1.RUNX3	chr1	138604253	138604262	-	0.000	0.000	Merged-chr1-138604109-41
NR226--MA0511.2.RUNX2	chr1	80381457	80381465	-	0.000	0.000	Merged-chr1-80381464-49
NR10259--MA0511.2.RUNX2	chrX	168673463	168673471	+	0.000	0.000	Merged-chrX-168673546-118
NR7914--MA0002.2.RUNX1	chr6	28878170	28878180	-	0.000	0.000	Merged-chr6-28878211-33
NR6280--MA0684.1.RUNX3	chr3	65650568	65650577	-	0.000	0.000	Merged-chr3-65650597-39
NR1461--MA0002.2.RUNX1	chr11	11808839	11808849	-	0.000	0.000	Merged-chr11-11809003-59
NR4937--MA0684.1.RUNX3	chr18	79092884	79092893	-	0.000	0.000	Merged-chr18-79092831-54
NR2986--MA0684.1.RUNX3	chr14	10593655	10593664	+	0.000	0.000	Merged-chr14-10593654-13
NR8754--MA0684.1.RUNX3	chr7	90059429	90059438	-	0.000	0.000	Merged-chr7-90059452-5
NR8549--MA0684.1.RUNX3	chr7	28384308	28384317	-	0.000	0.000	Merged-chr7-28384283-3
NR6203--MA0684.1.RUNX3	chr3	37173480	37173489	-	0.000	0.000	Merged-chr3-37173489-44
NR379--MA0002.2.RUNX1	chr1	131613518	131613528	-	0.000	0.000	Merged-chr1-131613618-28
NR2638--MA0684.1.RUNX3	chr13	41614739	41614748	-	0.000	0.000	Merged-chr13-41614922-33
NR3078--MA0684.1.RUNX3	chr14	45102340	45102349	+	0.000	0.000	Merged-chr14-45102324-46
NR236--MA0002.2.RUNX1	chr1	82819631	82819641	-	0.000	0.000	Merged-chr1-82819589-51
NR6726--MA0684.1.RUNX3	chr4	10770174	10770183	+	0.000	0.000	Merged-chr4-10770192-53
NR9117--MA0684.1.RUNX3	chr7	144447288	144447297	+	0.000	0.000	Merged-chr7-144447346-49
NR4854--MA0511.2.RUNX2	chr18	65481405	65481413	-	0.000	0.000	Merged-chr18-65481395-37
NR3921--MA0684.1.RUNX3	chr16	34125768	34125777	+	0.000	0.000	Merged-chr16-34125712-27
NR4090--MA0684.1.RUNX3	chr16	89817051	89817060	+	0.000	0.000	Merged-chr16-89817047-30
NR3773--MA0002.2.RUNX1	chr15	99644989	99644999	-	0.000	0.000	Merged-chr15-99645060-19
NR759--MA0002.2.RUNX1	chr1	191275772	191275782	-	0.000	0.000	Merged-chr1-191275783-38
NR9098--MA0684.1.RUNX3	chr7	142037880	142037889	+	0.000	0.000	Merged-chr7-142038006-31
NR1222--MA0002.2.RUNX1	chr10	93261328	93261338	-	0.000	0.000	Merged-chr10-93261429-32
NR4506--MA0511.2.RUNX2	chr17	65541199	65541207	+	0.000	0.000	Merged-chr17-65540988-64
NR2284--MA0511.2.RUNX2	chr12	100201977	100201985	+	0.000	0.000	Merged-chr12-100202001-42
NR6687--MA0002.2.RUNX1	chr3	154571118	154571128	-	0.000	0.000	Merged-chr3-154571116-11
NR5932--MA0511.2.RUNX2	chr2	154558866	154558874	-	0.000	0.000	Merged-chr2-154558771-46
NR696--MA0511.2.RUNX2	chr1	183933981	183933989	-	0.000	0.000	Merged-chr1-183934010-20
NR9793--MA0002.2.RUNX1	chr9	80070224	80070234	+	0.000	0.000	Merged-chr9-80070269-16
NR4407--MA0002.2.RUNX1	chr17	44256759	44256769	+	0.000	0.000	Merged-chr17-44256797-30
NR10129--MA0511.2.RUNX2	chrX	42337013	42337021	-	0.000	0.000	Merged-chrX-42336875-23
NR4659--MA0002.2.RUNX1	chr18	6106732	6106742	-	0.000	0.000	Merged-chr18-6106813-28
NR6895--MA0511.2.RUNX2	chr4	86722117	86722125	+	0.000	0.000	Merged-chr4-86721990-52
NR2664--MA0511.2.RUNX2	chr13	49225314	49225322	-	0.000	0.000	Merged-chr13-49225375-9
NR8747--MA0002.2.RUNX1	chr7	89171966	89171976	-	0.000	0.000	Merged-chr7-89172043-28
NR5770--MA0511.2.RUNX2	chr2	124720163	124720171	-	0.000	0.000	Merged-chr2-124720175-70
NR205--MA0511.2.RUNX2	chr1	71594393	71594401	+	0.000	0.000	Merged-chr1-71594444-22
NR649--MA0684.1.RUNX3	chr1	179578841	179578850	+	0.000	0.000	Merged-chr1-179578897-31
NR3934--MA0684.1.RUNX3	chr16	37036223	37036232	+	0.000	0.000	Merged-chr16-37036331-23
NR4768--MA0002.2.RUNX1	chr18	47339465	47339475	+	0.000	0.000	Merged-chr18-47339549-17
NR7874--MA0002.2.RUNX1	chr5	151252478	151252488	-	0.000	0.000	Merged-chr5-151252284-65
NR8733--MA0684.1.RUNX3	chr7	84386688	84386697	+	0.000	0.000	Merged-chr7-84386751-45
NR358--MA0002.2.RUNX1	chr1	128570220	128570230	-	0.000	0.000	Merged-chr1-128570257-50
NR6848--MA0684.1.RUNX3	chr4	59790157	59790166	-	0.000	0.000	Merged-chr4-59790006-29
NR6305--MA0002.2.RUNX1	chr3	84069505	84069515	+	0.000	0.000	Merged-chr3-84069466-34
NR8607--MA0511.2.RUNX2	chr7	46839006	46839014	-	0.000	0.000	Merged-chr7-46838931-53
NR7460--MA0002.2.RUNX1	chr5	67155694	67155704	-	0.000	0.000	Merged-chr5-67155759-12
NR4483--MA0684.1.RUNX3	chr17	56717937	56717946	-	0.000	0.000	Merged-chr17-56717989-1
NR9811--MA0684.1.RUNX3	chr9	82961607	82961616	-	0.000	0.000	Merged-chr9-82961653-22
NR5802--MA0511.2.RUNX2	chr2	128335906	128335914	+	0.000	0.000	Merged-chr2-128335870-5
NR9299--MA0511.2.RUNX2	chr8	83086819	83086827	+	0.000	0.000	Merged-chr8-83086902-25
NR5161--MA0002.2.RUNX1	chr19	32575113	32575123	+	0.000	0.000	Merged-chr19-32574941-26
NR5432--MA0002.2.RUNX1	chr2	29453882	29453892	+	0.000	0.000	Merged-chr2-29453953-15
NR2011--MA0511.2.RUNX2	chr11	119298116	119298124	+	0.000	0.000	Merged-chr11-119298202-4
NR4135--MA0684.1.RUNX3	chr16	92801759	92801768	-	0.000	0.000	Merged-chr16-92801827-54
NR4192--MA0002.2.RUNX1	chr16	97326252	97326262	-	0.000	0.000	Merged-chr16-97326270-33
NR218--MA0511.2.RUNX2	chr1	75533603	75533611	-	0.000	0.000	Merged-chr1-75533497-24
NR7635--MA0002.2.RUNX1	chr5	111235848	111235858	+	0.000	0.000	Merged-chr5-111235959-11
NR5684--MA0002.2.RUNX1	chr2	102913219	102913229	+	0.000	0.000	Merged-chr2-102913155-52
NR8346--MA0002.2.RUNX1	chr6	133904798	133904808	+	0.000	0.000	Merged-chr6-133904717-21
NR4592--MA0684.1.RUNX3	chr17	84119797	84119806	+	0.000	0.000	Merged-chr17-84119713-65
NR3404--MA0002.2.RUNX1	chr14	123163086	123163096	-	0.000	0.000	Merged-chr14-123163033-38
NR6666--MA0002.2.RUNX1	chr3	149305603	149305613	+	0.000	0.000	Merged-chr3-149305561-65
NR2041--MA0684.1.RUNX3	chr12	15967816	15967825	-	0.000	0.000	Merged-chr12-15967723-42
NR9772--MA0002.2.RUNX1	chr9	72390453	72390463	+	0.000	0.000	Merged-chr9-72390608-30
NR6622--MA0511.2.RUNX2	chr3	142674815	142674823	-	0.000	0.000	Merged-chr3-142674758-15
NR182--MA0684.1.RUNX3	chr1	66896356	66896365	-	0.000	0.000	Merged-chr1-66896467-67
NR6417--MA0511.2.RUNX2	chr3	101800520	101800528	+	0.000	0.000	Merged-chr3-101800601-48
NR5270--MA0002.2.RUNX1	chr19	56296921	56296931	-	0.000	0.000	Merged-chr19-56296867-29
