#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/WT_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.dn.bed
NR50433--MA0599.1.KLF5	chr5	100039701	100039710	-	0.000	0.000	Merged-chr5-100039874-12
NR14201--MA0740.1.KLF14	chr12	59012042	59012055	-	0.000	0.000	Merged-chr12-59012056-72
NR61655--MA1107.1.KLF9	chr7	135659653	135659665	-	0.000	0.000	Merged-chr7-135659681-24
NR64026--MA0599.1.KLF5	chr8	88771472	88771481	-	0.000	0.000	Merged-chr8-88771445-24
NR22826--MA0741.1.KLF16	chr15	62079507	62079517	+	0.000	0.000	Merged-chr15-62079594-24
NR43475--MA0741.1.KLF16	chr3	146045216	146045226	-	0.000	0.000	Merged-chr3-146045142-29
NR43746--MA0741.1.KLF16	chr3	152209697	152209707	-	0.000	0.000	Merged-chr3-152209810-2
NR44301--MA0599.1.KLF5	chr4	26346904	26346913	-	0.000	0.000	Merged-chr4-26346644-81
NR40147--MA0493.1.Klf1	chr3	19459143	19459153	-	0.000	0.000	Merged-chr3-19459037-66
NR10522--MA0599.1.KLF5	chr11	70540225	70540234	+	0.000	0.000	Merged-chr11-70540175-47
NR31583--MA0599.1.KLF5	chr18	69344468	69344477	+	0.000	0.000	Merged-chr18-69344405-52
NR13232--MA0599.1.KLF5	chr11	120729619	120729628	-	0.000	0.000	Merged-chr11-120729772-16
NR41400--MA0741.1.KLF16	chr3	90615489	90615499	+	0.000	0.000	Merged-chr3-90615498-36
NR22956--MA0599.1.KLF5	chr15	68258629	68258638	+	0.000	0.000	Merged-chr15-68258737-97
NR13571--MA1107.1.KLF9	chr12	17716245	17716257	-	0.000	0.000	Merged-chr12-17716127-80
NR44507--MA0599.1.KLF5	chr4	41658747	41658756	-	0.000	0.000	Merged-chr4-41658604-11
NR1049--MA0741.1.KLF16	chr1	66897066	66897076	+	0.000	0.000	Merged-chr1-66897217-4
NR67403--MA0599.1.KLF5	chr9	79947684	79947693	-	0.000	0.000	Merged-chr9-79947658-22
NR31305--MA0493.1.Klf1	chr18	63692396	63692406	+	0.000	0.000	Merged-chr18-63692384-62
NR5605--MA0493.1.Klf1	chr10	42269337	42269347	-	0.000	0.000	Merged-chr10-42269495-58
NR10122--MA0657.1.KLF13	chr11	60115417	60115434	-	0.000	0.000	Merged-chr11-60115208-93
NR25451--MA0599.1.KLF5	chr16	35696279	35696288	-	0.000	0.000	Merged-chr16-35696360-41
NR65353--MA0599.1.KLF5	chr8	126045017	126045026	-	0.000	0.000	Merged-chr8-126045120-15
NR38929--MA1107.1.KLF9	chr2	160731188	160731200	-	0.000	0.000	Merged-chr2-160731143-4
NR70371--MA0741.1.KLF16	chrX	152342467	152342477	+	0.000	0.000	Merged-chrX-152342586-50
NR4902--MA0741.1.KLF16	chr10	5795626	5795636	+	0.000	0.000	Merged-chr10-5795457-7
NR31225--MA0599.1.KLF5	chr18	61555097	61555106	-	0.000	0.000	Merged-chr18-61555267-68
NR54470--MA0599.1.KLF5	chr6	71440678	71440687	-	0.000	0.000	Merged-chr6-71440624-82
NR7590--MA0740.1.KLF14	chr10	96616866	96616879	+	0.000	0.000	Merged-chr10-96617072-57
NR67025--MA0740.1.KLF14	chr9	68969075	68969088	-	0.000	0.000	Merged-chr9-68969270-17
NR6941--MA0493.1.Klf1	chr10	81255035	81255045	+	0.000	0.000	Merged-chr10-81255041-17
NR48553--MA0599.1.KLF5	chr5	8660458	8660467	-	0.000	0.000	Merged-chr5-8660427-82
NR31010--MA0599.1.KLF5	chr18	53904421	53904430	+	0.000	0.000	Merged-chr18-53904421-2
NR68259--MA1107.1.KLF9	chr9	105683521	105683533	-	0.000	0.000	Merged-chr9-105683443-1
NR23258--MA0599.1.KLF5	chr15	77851235	77851244	-	0.000	0.000	Merged-chr15-77851362-6
NR52899--MA0657.1.KLF13	chr5	144973198	144973215	+	0.000	0.000	Merged-chr5-144972995-15
NR9571--MA0599.1.KLF5	chr11	44470563	44470572	-	0.000	0.000	Merged-chr11-44470413-135
NR5137--MA0741.1.KLF16	chr10	17796232	17796242	-	0.000	0.000	Merged-chr10-17796351-83
NR22928--MA1107.1.KLF9	chr15	67145596	67145608	-	0.000	0.000	Merged-chr15-67145484-28
NR8902--MA0599.1.KLF5	chr10	128891709	128891718	-	0.000	0.000	Merged-chr10-128891602-133
NR27384--MA0493.1.Klf1	chr17	22424057	22424067	-	0.000	0.000	Merged-chr17-22424161-65
NR34941--MA1107.1.KLF9	chr2	26445361	26445373	+	0.000	0.000	Merged-chr2-26445495-99
NR61786--MA0599.1.KLF5	chr7	139213354	139213363	-	0.000	0.000	Merged-chr7-139213268-54
NR65038--MA0742.1.Klf12	chr8	121898637	121898651	-	0.000	0.000	Merged-chr8-121898554-47
NR32552--MA0599.1.KLF5	chr19	4283152	4283161	-	0.000	0.000	Merged-chr19-4283203-50
NR22207--MA0741.1.KLF16	chr15	31601919	31601929	-	0.000	0.000	Merged-chr15-31601857-105
NR30734--MA0741.1.KLF16	chr18	37955490	37955500	-	0.000	0.000	Merged-chr18-37955366-102
NR48069--MA0741.1.KLF16	chr4	151044723	151044733	+	0.000	0.000	Merged-chr4-151044799-68
NR12017--MA0599.1.KLF5	chr11	101082550	101082559	+	0.000	0.000	Merged-chr11-101082516-61
NR24316--MA0493.1.Klf1	chr15	99224539	99224549	-	0.000	0.000	Merged-chr15-99224455-41
NR29684--MA1107.1.KLF9	chr17	80561198	80561210	-	0.000	0.000	Merged-chr17-80561065-39
NR47481--MA0599.1.KLF5	chr4	141537804	141537813	+	0.000	0.000	Merged-chr4-141537892-19
NR22942--MA0493.1.Klf1	chr15	67158740	67158750	-	0.000	0.000	Merged-chr15-67158847-15
NR25652--MA0493.1.Klf1	chr16	46010417	46010427	+	0.000	0.000	Merged-chr16-46010604-102
NR26895--MA0741.1.KLF16	chr17	5935017	5935027	-	0.000	0.000	Merged-chr17-5935124-37
NR26500--MA0741.1.KLF16	chr16	91963117	91963127	+	0.000	0.000	Merged-chr16-91963197-55
NR20882--MA0039.3.KLF4	chr14	75064700	75064710	+	0.000	0.000	Merged-chr14-75064758-13
NR2801--MA0493.1.Klf1	chr1	153585778	153585788	+	0.000	0.000	Merged-chr1-153585904-15
NR27070--MA1107.1.KLF9	chr17	8311166	8311178	-	0.000	0.000	Merged-chr17-8311216-49
NR16688--MA0741.1.KLF16	chr13	38010776	38010786	-	0.000	0.000	Merged-chr13-38010701-23
NR13683--MA1107.1.KLF9	chr12	25155528	25155540	-	0.000	0.000	Merged-chr12-25155613-40
NR31977--MA0742.1.Klf12	chr18	80609767	80609781	+	0.000	0.000	Merged-chr18-80609939-56
NR41008--MA1107.1.KLF9	chr3	79129204	79129216	-	0.000	0.000	Merged-chr3-79129160-12
NR70760--MA0742.1.Klf12	chrY	90800451	90800465	-	0.000	0.000	Merged-chrY-90800606-25
NR16413--MA0657.1.KLF13	chr13	23581487	23581504	+	0.000	0.000	Merged-chr13-23581680-55
NR65495--MA0742.1.Klf12	chr8	128357309	128357323	+	0.000	0.000	Merged-chr8-128357359-22
NR23244--MA0493.1.Klf1	chr15	77733451	77733461	-	0.000	0.000	Merged-chr15-77733561-52
NR12186--MA0741.1.KLF16	chr11	103016997	103017007	+	0.000	0.000	Merged-chr11-103017025-48
NR53227--MA1107.1.KLF9	chr5	150195367	150195379	+	0.000	0.000	Merged-chr5-150195334-1
NR66184--MA0741.1.KLF16	chr9	44013870	44013880	-	0.000	0.000	Merged-chr9-44013875-7
NR64697--MA0493.1.Klf1	chr8	115276530	115276540	+	0.000	0.000	Merged-chr8-115276533-28
NR51729--MA0599.1.KLF5	chr5	129725042	129725051	+	0.000	0.000	Merged-chr5-129725191-86
NR19985--MA1107.1.KLF9	chr14	47476839	47476851	-	0.000	0.000	Merged-chr14-47476839-9
NR12281--MA0599.1.KLF5	chr11	105126372	105126381	+	0.000	0.000	Merged-chr11-105126391-86
NR14537--MA0599.1.KLF5	chr12	78918319	78918328	-	0.000	0.000	Merged-chr12-78918469-28
NR64472--MA0039.3.KLF4	chr8	109614681	109614691	+	0.000	0.000	Merged-chr8-109614638-43
NR54778--MA1107.1.KLF9	chr6	86472449	86472461	-	0.000	0.000	Merged-chr6-86472482-99
NR62736--MA1107.1.KLF9	chr8	34539971	34539983	+	0.000	0.000	Merged-chr8-34540020-11
NR65107--MA0599.1.KLF5	chr8	122576907	122576916	-	0.000	0.000	Merged-chr8-122576792-51
NR51511--MA0741.1.KLF16	chr5	123138339	123138349	+	0.000	0.000	Merged-chr5-123138256-19
NR56248--MA0741.1.KLF16	chr6	128760544	128760554	-	0.000	0.000	Merged-chr6-128760621-104
NR26621--MA0493.1.Klf1	chr16	94289935	94289945	-	0.000	0.000	Merged-chr16-94290109-67
NR60337--MA1107.1.KLF9	chr7	102687318	102687330	+	0.000	0.000	Merged-chr7-102687241-53
NR9477--MA0741.1.KLF16	chr11	32714454	32714464	-	0.000	0.000	Merged-chr11-32714386-17
NR51396--MA0039.3.KLF4	chr5	121385622	121385632	+	0.000	0.000	Merged-chr5-121385617-82
NR12129--MA0599.1.KLF5	chr11	102309190	102309199	+	0.000	0.000	Merged-chr11-102309316-55
NR21810--MA0741.1.KLF16	chr14	121379269	121379279	+	0.000	0.000	Merged-chr14-121379142-144
NR54688--MA0657.1.KLF13	chr6	83512693	83512710	+	0.000	0.000	Merged-chr6-83512589-11
NR64912--MA0742.1.Klf12	chr8	120114017	120114031	-	0.000	0.000	Merged-chr8-120114148-66
NR49643--MA0599.1.KLF5	chr5	67155661	67155670	+	0.000	0.000	Merged-chr5-67155759-12
NR43322--MA1107.1.KLF9	chr3	142863420	142863432	+	0.000	0.000	Merged-chr3-142863489-16
NR30265--MA0599.1.KLF5	chr18	5591813	5591822	-	0.000	0.000	Merged-chr18-5591959-116
NR2246--MA0493.1.Klf1	chr1	134344789	134344799	+	0.000	0.000	Merged-chr1-134344743-32
NR27138--MA0493.1.Klf1	chr17	12201317	12201327	-	0.000	0.000	Merged-chr17-12201252-1
NR12253--MA1107.1.KLF9	chr11	104599932	104599944	-	0.000	0.000	Merged-chr11-104599870-16
NR13320--MA0039.3.KLF4	chr12	3322428	3322438	+	0.000	0.000	Merged-chr12-3322326-39
NR13465--MA0599.1.KLF5	chr12	11196556	11196565	-	0.000	0.000	Merged-chr12-11196431-27
NR39882--MA0742.1.Klf12	chr2	180099786	180099800	-	0.000	0.000	Merged-chr2-180099711-18
NR69820--MA0599.1.KLF5	chrX	57053713	57053722	+	0.000	0.000	Merged-chrX-57053583-95
NR5246--MA0741.1.KLF16	chr10	21659738	21659748	+	0.000	0.000	Merged-chr10-21659696-16
NR50608--MA0741.1.KLF16	chr5	105649550	105649560	+	0.000	0.000	Merged-chr5-105649431-102
NR68387--MA0741.1.KLF16	chr9	107551418	107551428	+	0.000	0.000	Merged-chr9-107551360-55
NR58251--MA1107.1.KLF9	chr7	25238265	25238277	+	0.000	0.000	Merged-chr7-25238227-126
NR45194--MA0599.1.KLF5	chr4	62480468	62480477	-	0.000	0.000	Merged-chr4-62480522-129
NR29675--MA0742.1.Klf12	chr17	80468635	80468649	+	0.000	0.000	Merged-chr17-80468641-48
NR33642--MA0599.1.KLF5	chr19	42770733	42770742	-	0.000	0.000	Merged-chr19-42770693-24
NR22316--MA0741.1.KLF16	chr15	36283143	36283153	+	0.000	0.000	Merged-chr15-36282913-112
NR66880--MA0740.1.KLF14	chr9	65460913	65460926	+	0.000	0.000	Merged-chr9-65461064-58
NR40146--MA0039.3.KLF4	chr3	19459141	19459151	-	0.000	0.000	Merged-chr3-19459037-66
NR66978--MA0741.1.KLF16	chr9	66834833	66834843	-	0.000	0.000	Merged-chr9-66834917-64
NR48449--MA0741.1.KLF16	chr4	156203249	156203259	+	0.000	0.000	Merged-chr4-156203414-81
NR38947--MA1107.1.KLF9	chr2	160873051	160873063	+	0.000	0.000	Merged-chr2-160872923-80
NR450--MA0657.1.KLF13	chr1	37884694	37884711	+	0.000	0.000	Merged-chr1-37884608-6
NR51298--MA1107.1.KLF9	chr5	118710065	118710077	-	0.000	0.000	Merged-chr5-118710096-15
NR65228--MA0599.1.KLF5	chr8	123949401	123949410	-	0.000	0.000	Merged-chr8-123949484-73
NR54154--MA0741.1.KLF16	chr6	51524558	51524568	-	0.000	0.000	Merged-chr6-51524468-76
NR6467--MA0741.1.KLF16	chr10	77264472	77264482	+	0.000	0.000	Merged-chr10-77264465-20
NR54425--MA0741.1.KLF16	chr6	67318018	67318028	-	0.000	0.000	Merged-chr6-67318064-30
NR20231--MA0742.1.Klf12	chr14	54554345	54554359	-	0.000	0.000	Merged-chr14-54554312-80
NR3227--MA0742.1.Klf12	chr1	165763028	165763042	-	0.000	0.000	Merged-chr1-165762998-3
NR28923--MA0740.1.KLF14	chr17	56074689	56074702	+	0.000	0.000	Merged-chr17-56074903-61
NR5524--MA1107.1.KLF9	chr10	39732078	39732090	+	0.000	0.000	Merged-chr10-39732105-199
NR52017--MA0493.1.Klf1	chr5	134688823	134688833	+	0.000	0.000	Merged-chr5-134688853-79
NR62201--MA0657.1.KLF13	chr8	3515351	3515368	-	0.000	0.000	Merged-chr8-3515428-24
NR2712--MA0741.1.KLF16	chr1	151764471	151764481	-	0.000	0.000	Merged-chr1-151764343-19
NR15850--MA0493.1.Klf1	chr12	113059110	113059120	+	0.000	0.000	Merged-chr12-113059214-12
NR47--MA0741.1.KLF16	chr1	9848216	9848226	-	0.000	0.000	Merged-chr1-9848247-58
NR23257--MA1107.1.KLF9	chr15	77849756	77849768	+	0.000	0.000	Merged-chr15-77849735-32
NR35280--MA0599.1.KLF5	chr2	32535274	32535283	+	0.000	0.000	Merged-chr2-32535268-83
NR39907--MA0740.1.KLF14	chr2	180589393	180589406	-	0.000	0.000	Merged-chr2-180589507-64
NR70073--MA0599.1.KLF5	chrX	101429419	101429428	+	0.000	0.000	Merged-chrX-101429503-77
NR33167--MA0493.1.Klf1	chr19	23273968	23273978	+	0.000	0.000	Merged-chr19-23273759-64
NR29056--MA0742.1.Klf12	chr17	57264406	57264420	-	0.000	0.000	Merged-chr17-57264332-13
NR30700--MA0741.1.KLF16	chr18	36561365	36561375	-	0.000	0.000	Merged-chr18-36561309-15
NR41599--MA1107.1.KLF9	chr3	96197322	96197334	+	0.000	0.000	Merged-chr3-96197460-48
NR48750--MA0741.1.KLF16	chr5	23350451	23350461	-	0.000	0.000	Merged-chr5-23350651-20
NR67891--MA0599.1.KLF5	chr9	94607631	94607640	-	0.000	0.000	Merged-chr9-94607543-65
NR58239--MA0599.1.KLF5	chr7	25181433	25181442	-	0.000	0.000	Merged-chr7-25181593-26
NR50726--MA0742.1.Klf12	chr5	108629783	108629797	+	0.000	0.000	Merged-chr5-108629492-113
NR20888--MA0741.1.KLF16	chr14	75064735	75064745	+	0.000	0.000	Merged-chr14-75064758-13
NR648--MA0741.1.KLF16	chr1	46852857	46852867	+	0.000	0.000	Merged-chr1-46852788-5
NR15412--MA0599.1.KLF5	chr12	106032190	106032199	-	0.000	0.000	Merged-chr12-106032207-46
NR12161--MA0742.1.Klf12	chr11	102467219	102467233	-	0.000	0.000	Merged-chr11-102467251-44
NR15751--MA1107.1.KLF9	chr12	111944518	111944530	-	0.000	0.000	Merged-chr12-111944395-37
NR33969--MA0599.1.KLF5	chr19	53410066	53410075	-	0.000	0.000	Merged-chr19-53410191-8
NR57595--MA0039.3.KLF4	chr7	4099033	4099043	+	0.000	0.000	Merged-chr7-4099020-5
NR16072--MA0599.1.KLF5	chr12	118198975	118198984	+	0.000	0.000	Merged-chr12-118198819-49
NR47347--MA0599.1.KLF5	chr4	138779730	138779739	+	0.000	0.000	Merged-chr4-138779760-7
NR13121--MA0741.1.KLF16	chr11	119238576	119238586	+	0.000	0.000	Merged-chr11-119238341-66
NR41208--MA0741.1.KLF16	chr3	88058296	88058306	+	0.000	0.000	Merged-chr3-88058406-53
NR66079--MA0039.3.KLF4	chr9	40455371	40455381	-	0.000	0.000	Merged-chr9-40455611-102
NR26385--MA0741.1.KLF16	chr16	90334349	90334359	+	0.000	0.000	Merged-chr16-90334244-28
NR2945--MA0599.1.KLF5	chr1	156939653	156939662	-	0.000	0.000	Merged-chr1-156939534-147
NR9554--MA0740.1.KLF14	chr11	43681864	43681877	-	0.000	0.000	Merged-chr11-43682127-96
NR39254--MA0741.1.KLF16	chr2	166713900	166713910	-	0.000	0.000	Merged-chr2-166713802-88
NR35109--MA1107.1.KLF9	chr2	29827293	29827305	+	0.000	0.000	Merged-chr2-29827185-59
NR60382--MA0741.1.KLF16	chr7	105356543	105356553	-	0.000	0.000	Merged-chr7-105356441-22
NR69913--MA1107.1.KLF9	chrX	73915084	73915096	+	0.000	0.000	Merged-chrX-73915089-47
NR50446--MA0741.1.KLF16	chr5	100570821	100570831	+	0.000	0.000	Merged-chr5-100570837-10
NR55356--MA0740.1.KLF14	chr6	108630897	108630910	+	0.000	0.000	Merged-chr6-108631007-44
NR26522--MA0742.1.Klf12	chr16	92400136	92400150	-	0.000	0.000	Merged-chr16-92400195-21
NR37542--MA0740.1.KLF14	chr2	125456205	125456218	-	0.000	0.000	Merged-chr2-125456296-22
NR16044--MA0742.1.Klf12	chr12	117821806	117821820	-	0.000	0.000	Merged-chr12-117821685-9
NR50414--MA0740.1.KLF14	chr5	99979036	99979049	+	0.000	0.000	Merged-chr5-99978841-118
NR24571--MA0742.1.Klf12	chr15	102116081	102116095	-	0.000	0.000	Merged-chr15-102115992-43
NR35023--MA0741.1.KLF16	chr2	27515143	27515153	+	0.000	0.000	Merged-chr2-27515177-76
NR6633--MA0599.1.KLF5	chr10	79919734	79919743	-	0.000	0.000	Merged-chr10-79919625-6
NR12012--MA0493.1.Klf1	chr11	100939600	100939610	+	0.000	0.000	Merged-chr11-100939606-96
NR30498--MA0599.1.KLF5	chr18	25487085	25487094	+	0.000	0.000	Merged-chr18-25487147-80
NR51513--MA1107.1.KLF9	chr5	123150865	123150877	-	0.000	0.000	Merged-chr5-123150677-160
NR9343--MA0599.1.KLF5	chr11	22843176	22843185	+	0.000	0.000	Merged-chr11-22843280-35
NR43001--MA0599.1.KLF5	chr3	135438375	135438384	-	0.000	0.000	Merged-chr3-135438319-11
NR10853--MA0493.1.Klf1	chr11	77484084	77484094	+	0.000	0.000	Merged-chr11-77483872-51
NR40105--MA0742.1.Klf12	chr3	14611396	14611410	-	0.000	0.000	Merged-chr3-14611354-67
NR24446--MA0493.1.Klf1	chr15	100424482	100424492	+	0.000	0.000	Merged-chr15-100424546-20
NR18592--MA0599.1.KLF5	chr13	104286979	104286988	+	0.000	0.000	Merged-chr13-104286833-75
NR46007--MA0741.1.KLF16	chr4	107923680	107923690	+	0.000	0.000	Merged-chr4-107923581-50
NR28588--MA0741.1.KLF16	chr17	45686921	45686931	-	0.000	0.000	Merged-chr17-45686924-2
NR66103--MA0599.1.KLF5	chr9	41100869	41100878	+	0.000	0.000	Merged-chr9-41100916-9
NR30005--MA0493.1.Klf1	chr17	86760422	86760432	-	0.000	0.000	Merged-chr17-86760300-15
NR13373--MA0741.1.KLF16	chr12	4817514	4817524	+	0.000	0.000	Merged-chr12-4817506-66
NR46256--MA1107.1.KLF9	chr4	116806620	116806632	+	0.000	0.000	Merged-chr4-116806659-9
NR49681--MA0740.1.KLF14	chr5	72182855	72182868	-	0.000	0.000	Merged-chr5-72182927-44
NR47468--MA0599.1.KLF5	chr4	141239317	141239326	-	0.000	0.000	Merged-chr4-141239464-55
NR13205--MA0493.1.Klf1	chr11	120573334	120573344	-	0.000	0.000	Merged-chr11-120573215-75
NR11693--MA0741.1.KLF16	chr11	96777710	96777720	-	0.000	0.000	Merged-chr11-96777630-53
NR52551--MA0740.1.KLF14	chr5	140389370	140389383	+	0.000	0.000	Merged-chr5-140389352-56
NR31578--MA0657.1.KLF13	chr18	69344380	69344397	-	0.000	0.000	Merged-chr18-69344405-52
NR69358--MA1107.1.KLF9	chr9	122951024	122951036	+	0.000	0.000	Merged-chr9-122950963-68
NR48884--MA0493.1.Klf1	chr5	25529715	25529725	-	0.000	0.000	Merged-chr5-25529854-76
NR16940--MA0493.1.Klf1	chr13	51170978	51170988	-	0.000	0.000	Merged-chr13-51171193-89
NR38626--MA0599.1.KLF5	chr2	154408097	154408106	-	0.000	0.000	Merged-chr2-154408006-43
NR49848--MA1107.1.KLF9	chr5	75066855	75066867	+	0.000	0.000	Merged-chr5-75066831-3
NR21422--MA1107.1.KLF9	chr14	105632083	105632095	-	0.000	0.000	Merged-chr14-105632232-2
NR41814--MA1107.1.KLF9	chr3	100421692	100421704	+	0.000	0.000	Merged-chr3-100421832-10
NR65111--MA0493.1.Klf1	chr8	122611553	122611563	-	0.000	0.000	Merged-chr8-122611468-64
NR35275--MA0741.1.KLF16	chr2	32535098	32535108	+	0.000	0.000	Merged-chr2-32535268-83
NR20060--MA0741.1.KLF16	chr14	51913486	51913496	-	0.000	0.000	Merged-chr14-51913534-68
NR63806--MA0740.1.KLF14	chr8	84025965	84025978	+	0.000	0.000	Merged-chr8-84026107-15
NR35243--MA0740.1.KLF14	chr2	32132909	32132922	-	0.000	0.000	Merged-chr2-32132816-8
NR31252--MA0599.1.KLF5	chr18	62685352	62685361	+	0.000	0.000	Merged-chr18-62685529-20
NR14667--MA0599.1.KLF5	chr12	83520430	83520439	+	0.000	0.000	Merged-chr12-83520465-57
NR22916--MA0740.1.KLF14	chr15	66899018	66899031	-	0.000	0.000	Merged-chr15-66899064-14
NR5542--MA1107.1.KLF9	chr10	40349117	40349129	-	0.000	0.000	Merged-chr10-40349174-117
NR28801--MA0493.1.Klf1	chr17	49968565	49968575	-	0.000	0.000	Merged-chr17-49968692-61
NR11742--MA0599.1.KLF5	chr11	97404657	97404666	-	0.000	0.000	Merged-chr11-97404596-19
NR35412--MA0742.1.Klf12	chr2	34945650	34945664	+	0.000	0.000	Merged-chr2-34945759-18
NR37769--MA0599.1.KLF5	chr2	131234053	131234062	+	0.000	0.000	Merged-chr2-131234009-67
NR20592--MA0742.1.Klf12	chr14	65113862	65113876	-	0.000	0.000	Merged-chr14-65113927-33
NR62171--MA0741.1.KLF16	chr7	144554022	144554032	+	0.000	0.000	Merged-chr7-144553854-62
NR36972--MA0741.1.KLF16	chr2	106194374	106194384	+	0.000	0.000	Merged-chr2-106194531-13
NR19757--MA1107.1.KLF9	chr14	31496374	31496386	-	0.000	0.000	Merged-chr14-31496339-23
NR33732--MA0742.1.Klf12	chr19	45079933	45079947	-	0.000	0.000	Merged-chr19-45079804-49
NR52980--MA0599.1.KLF5	chr5	146860698	146860707	+	0.000	0.000	Merged-chr5-146860764-19
NR18238--MA0741.1.KLF16	chr13	98737376	98737386	+	0.000	0.000	Merged-chr13-98737529-22
NR67623--MA0740.1.KLF14	chr9	85749081	85749094	+	0.000	0.000	Merged-chr9-85749221-147
NR34150--MA0741.1.KLF16	chr19	57243245	57243255	+	0.000	0.000	Merged-chr19-57243321-1
NR70764--MA0741.1.KLF16	chrY	90800454	90800464	-	0.000	0.000	Merged-chrY-90800606-25
NR1501--MA0493.1.Klf1	chr1	88267859	88267869	+	0.000	0.000	Merged-chr1-88267879-42
NR66769--MA1107.1.KLF9	chr9	62838557	62838569	+	0.000	0.000	Merged-chr9-62838773-60
NR63505--MA0599.1.KLF5	chr8	71670820	71670829	-	0.000	0.000	Merged-chr8-71670762-16
NR14639--MA1107.1.KLF9	chr12	82226793	82226805	-	0.000	0.000	Merged-chr12-82226802-5
NR32741--MA0741.1.KLF16	chr19	6341122	6341132	+	0.000	0.000	Merged-chr19-6341115-68
NR37478--MA0741.1.KLF16	chr2	122234759	122234769	+	0.000	0.000	Merged-chr2-122234725-76
NR51168--MA0039.3.KLF4	chr5	115341214	115341224	-	0.000	0.000	Merged-chr5-115341130-65
NR13595--MA0599.1.KLF5	chr12	20815805	20815814	-	0.000	0.000	Merged-chr12-20815724-27
NR29023--MA0599.1.KLF5	chr17	56958275	56958284	+	0.000	0.000	Merged-chr17-56958229-22
NR34610--MA1107.1.KLF9	chr2	13575018	13575030	-	0.000	0.000	Merged-chr2-13575035-10
NR37320--MA1107.1.KLF9	chr2	119271301	119271313	+	0.000	0.000	Merged-chr2-119271057-44
NR19935--MA0741.1.KLF16	chr14	45219581	45219591	-	0.000	0.000	Merged-chr14-45219848-107
NR29022--MA0742.1.Klf12	chr17	56958285	56958299	+	0.000	0.000	Merged-chr17-56958229-22
NR36697--MA0599.1.KLF5	chr2	93192533	93192542	+	0.000	0.000	Merged-chr2-93192660-66
NR18346--MA0599.1.KLF5	chr13	100730977	100730986	-	0.000	0.000	Merged-chr13-100730869-60
NR25640--MA0741.1.KLF16	chr16	45742982	45742992	-	0.000	0.000	Merged-chr16-45742884-57
NR24459--MA1107.1.KLF9	chr15	100495159	100495171	-	0.000	0.000	Merged-chr15-100495239-52
NR66650--MA0657.1.KLF13	chr9	59750868	59750885	-	0.000	0.000	Merged-chr9-59751057-119
NR5125--MA0742.1.Klf12	chr10	17683984	17683998	+	0.000	0.000	Merged-chr10-17684024-29
NR5673--MA0599.1.KLF5	chr10	43579048	43579057	-	0.000	0.000	Merged-chr10-43578959-39
NR58908--MA0740.1.KLF14	chr7	44901356	44901369	+	0.000	0.000	Merged-chr7-44901527-50
NR50553--MA1107.1.KLF9	chr5	105114888	105114900	-	0.000	0.000	Merged-chr5-105114898-53
NR33968--MA1107.1.KLF9	chr19	53390713	53390725	-	0.000	0.000	Merged-chr19-53390523-85
NR45991--MA0599.1.KLF5	chr4	107889795	107889804	+	0.000	0.000	Merged-chr4-107889950-86
NR59100--MA0493.1.Klf1	chr7	48132275	48132285	+	0.000	0.000	Merged-chr7-48132201-46
NR57265--MA0493.1.Klf1	chr6	146776840	146776850	-	0.000	0.000	Merged-chr6-146776808-33
NR11863--MA0599.1.KLF5	chr11	98588261	98588270	+	0.000	0.000	Merged-chr11-98588289-18
NR1201--MA0740.1.KLF14	chr1	74505953	74505966	+	0.000	0.000	Merged-chr1-74506129-86
NR28302--MA0741.1.KLF16	chr17	35870472	35870482	-	0.000	0.000	Merged-chr17-35870412-57
NR25456--MA0599.1.KLF5	chr16	35770343	35770352	+	0.000	0.000	Merged-chr16-35770327-38
NR44636--MA1107.1.KLF9	chr4	42949696	42949708	+	0.000	0.000	Merged-chr4-42949963-85
NR28031--MA0493.1.Klf1	chr17	32201282	32201292	-	0.000	0.000	Merged-chr17-32201258-15
NR65697--MA1107.1.KLF9	chr9	21172628	21172640	-	0.000	0.000	Merged-chr9-21172499-22
NR33984--MA0742.1.Klf12	chr19	53479904	53479918	-	0.000	0.000	Merged-chr19-53479762-36
NR65143--MA0599.1.KLF5	chr8	122870562	122870571	-	0.000	0.000	Merged-chr8-122870569-43
NR46588--MA0493.1.Klf1	chr4	125066609	125066619	+	0.000	0.000	Merged-chr4-125066684-58
NR10194--MA0039.3.KLF4	chr11	61156003	61156013	+	0.000	0.000	Merged-chr11-61155897-9
NR54260--MA0599.1.KLF5	chr6	54848657	54848666	+	0.000	0.000	Merged-chr6-54848722-11
NR14779--MA0599.1.KLF5	chr12	86795938	86795947	-	0.000	0.000	Merged-chr12-86795851-62
NR65482--MA1107.1.KLF9	chr8	128077224	128077236	-	0.000	0.000	Merged-chr8-128077358-1
NR28290--MA1107.1.KLF9	chr17	35841734	35841746	-	0.000	0.000	Merged-chr17-35841564-66
