#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Maf/WT_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.up.bed
NR4645--MA0089.1.MAFG::NFE2L1	chr15	80216733	80216738	-	0.000	0.000	Merged-chr15-80216610-25
NR11664--MA0496.2.MAFK	chr8	25263219	25263237	-	0.000	0.000	Merged-chr8-25263139-17
NR181--MA0089.1.MAFG::NFE2L1	chr1	61046205	61046210	-	0.000	0.000	Merged-chr1-61046287-60
NR5950--MA0089.1.MAFG::NFE2L1	chr18	66429304	66429309	+	0.000	0.000	Merged-chr18-66429331-35
NR8711--MA0591.1.Bach1::Mafk	chr4	108826234	108826248	+	0.000	0.000	Merged-chr4-108826101-25
NR10868--MA0501.1.MAF::NFE2	chr7	27357873	27357887	+	0.000	0.000	Merged-chr7-27357694-29
NR8212--MA0501.1.MAF::NFE2	chr3	143426667	143426681	+	0.000	0.000	Merged-chr3-143426791-9
NR1773--MA0501.1.MAF::NFE2	chr10	122815308	122815322	+	0.000	0.000	Merged-chr10-122815337-49
NR1166--MA0089.1.MAFG::NFE2L1	chr10	12842793	12842798	+	0.000	0.000	Merged-chr10-12842715-46
NR4848--MA0659.1.MAFG	chr16	14237421	14237441	+	0.000	0.000	Merged-chr16-14237452-27
NR4006--MA0591.1.Bach1::Mafk	chr14	50939153	50939167	-	0.000	0.000	Merged-chr14-50939148-9
NR2225--MA0659.1.MAFG	chr11	80301633	80301653	+	0.000	0.000	Merged-chr11-80301422-73
NR3415--MA0591.1.Bach1::Mafk	chr13	51970334	51970348	+	0.000	0.000	Merged-chr13-51970284-43
NR9939--MA0117.2.Mafb	chr6	7844690	7844701	-	0.000	0.000	Merged-chr6-7844794-101
NR11437--MA0591.1.Bach1::Mafk	chr7	127181061	127181075	+	0.000	0.000	Merged-chr7-127180997-43
NR8749--MA0495.2.MAFF	chr4	116018506	116018526	-	0.000	0.000	Merged-chr4-116018460-3
NR2182--MA0089.1.MAFG::NFE2L1	chr11	75962051	75962056	-	0.000	0.000	Merged-chr11-75962033-17
NR2565--MA0117.2.Mafb	chr12	3279301	3279312	+	0.000	0.000	Merged-chr12-3279263-17
NR9025--MA0089.1.MAFG::NFE2L1	chr4	147960391	147960396	+	0.000	0.000	Merged-chr4-147960404-28
NR11536--MA0089.1.MAFG::NFE2L1	chr7	139303602	139303607	+	0.000	0.000	Merged-chr7-139303502-36
NR2031--MA0591.1.Bach1::Mafk	chr11	54017771	54017785	-	0.000	0.000	Merged-chr11-54017821-14
NR5472--MA0089.1.MAFG::NFE2L1	chr17	47272503	47272508	-	0.000	0.000	Merged-chr17-47272458-17
NR1496--MA0495.2.MAFF	chr10	86727747	86727767	+	0.000	0.000	Merged-chr10-86727830-49
NR10393--MA0089.1.MAFG::NFE2L1	chr6	114445149	114445154	-	0.000	0.000	Merged-chr6-114445139-32
NR7560--MA0496.2.MAFK	chr2	181307397	181307415	+	0.000	0.000	Merged-chr2-181307341-24
NR1440--MA0089.1.MAFG::NFE2L1	chr10	80033622	80033627	+	0.000	0.000	Merged-chr10-80033369-69
NR12424--MA0501.1.MAF::NFE2	chr9	75209435	75209449	-	0.000	0.000	Merged-chr9-75209368-16
NR4845--MA0089.1.MAFG::NFE2L1	chr16	13438067	13438072	+	0.000	0.000	Merged-chr16-13438050-4
NR4770--MA0495.2.MAFF	chr15	99715149	99715169	+	0.000	0.000	Merged-chr15-99715119-21
NR1279--MA0089.1.MAFG::NFE2L1	chr10	39241944	39241949	-	0.000	0.000	Merged-chr10-39242080-33
NR3991--MA0089.1.MAFG::NFE2L1	chr14	45041195	45041200	-	0.000	0.000	Merged-chr14-45041159-62
NR700--MA0659.1.MAFG	chr1	160247412	160247432	+	0.000	0.000	Merged-chr1-160247316-67
NR1498--MA0659.1.MAFG	chr10	86727747	86727767	+	0.000	0.000	Merged-chr10-86727830-49
NR11549--MA0089.1.MAFG::NFE2L1	chr7	140324409	140324414	-	0.000	0.000	Merged-chr7-140324353-33
NR10389--MA0659.1.MAFG	chr6	113661267	113661287	-	0.000	0.000	Merged-chr6-113661383-125
NR2476--MA0659.1.MAFG	chr11	115172976	115172996	+	0.000	0.000	Merged-chr11-115173098-6
NR4737--MA0591.1.Bach1::Mafk	chr15	94404187	94404201	+	0.000	0.000	Merged-chr15-94404282-43
NR4065--MA0089.1.MAFG::NFE2L1	chr14	62879541	62879546	-	0.000	0.000	Merged-chr14-62879632-33
NR11434--MA0089.1.MAFG::NFE2L1	chr7	126862580	126862585	+	0.000	0.000	Merged-chr7-126862632-1
NR10580--MA0089.1.MAFG::NFE2L1	chr6	136902660	136902665	-	0.000	0.000	Merged-chr6-136902691-26
NR10278--MA0501.1.MAF::NFE2	chr6	92067252	92067266	-	0.000	0.000	Merged-chr6-92067361-32
NR5652--MA0591.1.Bach1::Mafk	chr17	87561106	87561120	-	0.000	0.000	Merged-chr17-87561219-18
NR7355--MA0089.1.MAFG::NFE2L1	chr2	155382161	155382166	+	0.000	0.000	Merged-chr2-155382008-76
NR11521--MA0089.1.MAFG::NFE2L1	chr7	136254126	136254131	-	0.000	0.000	Merged-chr7-136254252-8
NR2910--MA0117.2.Mafb	chr12	98901219	98901230	+	0.000	0.000	Merged-chr12-98901139-88
NR6569--MA0496.2.MAFK	chr2	27693884	27693902	-	0.000	0.000	Merged-chr2-27693880-30
NR12450--MA0089.1.MAFG::NFE2L1	chr9	78401566	78401571	+	0.000	0.000	Merged-chr9-78401745-13
NR3438--MA0591.1.Bach1::Mafk	chr13	56476973	56476987	+	0.000	0.000	Merged-chr13-56477022-46
NR6200--MA0591.1.Bach1::Mafk	chr19	18583883	18583897	-	0.000	0.000	Merged-chr19-18583788-5
NR2525--MA0591.1.Bach1::Mafk	chr11	118000750	118000764	-	0.000	0.000	Merged-chr11-118000770-19
NR9601--MA0089.1.MAFG::NFE2L1	chr5	107754956	107754961	-	0.000	0.000	Merged-chr5-107754930-37
NR5533--MA0501.1.MAF::NFE2	chr17	71192185	71192199	-	0.000	0.000	Merged-chr17-71192022-46
NR2214--MA0496.2.MAFK	chr11	79207638	79207656	-	0.000	0.000	Merged-chr11-79207824-18
NR1177--MA0089.1.MAFG::NFE2L1	chr10	14058112	14058117	+	0.000	0.000	Merged-chr10-14058073-111
NR10510--MA0659.1.MAFG	chr6	127265242	127265262	-	0.000	0.000	Merged-chr6-127265230-18
NR4252--MA0089.1.MAFG::NFE2L1	chr14	116210381	116210386	+	0.000	0.000	Merged-chr14-116210530-30
NR9585--MA0591.1.Bach1::Mafk	chr5	105675693	105675707	-	0.000	0.000	Merged-chr5-105675662-27
NR6929--MA0591.1.Bach1::Mafk	chr2	101886123	101886137	-	0.000	0.000	Merged-chr2-101886244-51
NR2609--MA0089.1.MAFG::NFE2L1	chr12	17511194	17511199	-	0.000	0.000	Merged-chr12-17511273-48
NR6249--MA0117.2.Mafb	chr19	32406945	32406956	-	0.000	0.000	Merged-chr19-32406889-30
NR2693--MA0496.2.MAFK	chr12	41044929	41044947	-	0.000	0.000	Merged-chr12-41044922-24
NR2899--MA0496.2.MAFK	chr12	98249881	98249899	+	0.000	0.000	Merged-chr12-98249926-13
NR8586--MA0089.1.MAFG::NFE2L1	chr4	83234360	83234365	-	0.000	0.000	Merged-chr4-83234214-31
NR2139--MA0591.1.Bach1::Mafk	chr11	69410795	69410809	+	0.000	0.000	Merged-chr11-69410612-81
NR10004--MA0501.1.MAF::NFE2	chr6	30175562	30175576	+	0.000	0.000	Merged-chr6-30175579-9
NR810--MA0501.1.MAF::NFE2	chr1	171921518	171921532	-	0.000	0.000	Merged-chr1-171921445-86
NR265--MA0591.1.Bach1::Mafk	chr1	74854905	74854919	+	0.000	0.000	Merged-chr1-74854969-34
NR8107--MA0089.1.MAFG::NFE2L1	chr3	133563707	133563712	-	0.000	0.000	Merged-chr3-133563771-42
NR6168--MA0501.1.MAF::NFE2	chr19	11484681	11484695	+	0.000	0.000	Merged-chr19-11484539-38
NR13008--MA0591.1.Bach1::Mafk	chrX	113075049	113075063	+	0.000	0.000	Merged-chrX-113075086-29
NR3625--MA0089.1.MAFG::NFE2L1	chr13	99148661	99148666	-	0.000	0.000	Merged-chr13-99148566-18
NR2205--MA0089.1.MAFG::NFE2L1	chr11	78983225	78983230	+	0.000	0.000	Merged-chr11-78982998-20
NR4632--MA0591.1.Bach1::Mafk	chr15	77877481	77877495	-	0.000	0.000	Merged-chr15-77877456-21
NR12463--MA0089.1.MAFG::NFE2L1	chr9	78641501	78641506	+	0.000	0.000	Merged-chr9-78641526-12
NR5083--MA0117.2.Mafb	chr16	70421351	70421362	+	0.000	0.000	Merged-chr16-70421204-38
NR3783--MA0496.2.MAFK	chr13	113322204	113322222	-	0.000	0.000	Merged-chr13-113322180-25
NR12946--MA0501.1.MAF::NFE2	chrX	75056385	75056399	+	0.000	0.000	Merged-chrX-75056362-10
NR116--MA0496.2.MAFK	chr1	43474710	43474728	-	0.000	0.000	Merged-chr1-43474630-75
NR11123--MA0496.2.MAFK	chr7	84196448	84196466	-	0.000	0.000	Merged-chr7-84196453-50
NR13028--MA0089.1.MAFG::NFE2L1	chrX	159910901	159910906	-	0.000	0.000	Merged-chrX-159910945-21
NR8460--MA0117.2.Mafb	chr4	31964112	31964123	+	0.000	0.000	Merged-chr4-31964071-76
NR4560--MA0495.2.MAFF	chr15	64041700	64041720	+	0.000	0.000	Merged-chr15-64041818-65
NR7844--MA0089.1.MAFG::NFE2L1	chr3	96198476	96198481	+	0.000	0.000	Merged-chr3-96198410-32
NR3011--MA0591.1.Bach1::Mafk	chr12	110210332	110210346	+	0.000	0.000	Merged-chr12-110210281-21
NR8440--MA0496.2.MAFK	chr4	20033152	20033170	-	0.000	0.000	Merged-chr4-20033263-40
NR4681--MA0495.2.MAFF	chr15	84654345	84654365	-	0.000	0.000	Merged-chr15-84654435-24
NR3927--MA0089.1.MAFG::NFE2L1	chr14	20674182	20674187	+	0.000	0.000	Merged-chr14-20674407-80
NR11677--MA0591.1.Bach1::Mafk	chr8	33647110	33647124	-	0.000	0.000	Merged-chr8-33647058-21
NR13000--MA0089.1.MAFG::NFE2L1	chrX	106136097	106136102	-	0.000	0.000	Merged-chrX-106135909-80
NR9680--MA0659.1.MAFG	chr5	118269183	118269203	-	0.000	0.000	Merged-chr5-118269215-26
NR5281--MA0089.1.MAFG::NFE2L1	chr17	3079458	3079463	-	0.000	0.000	Merged-chr17-3079530-45
NR4212--MA0501.1.MAF::NFE2	chr14	103469658	103469672	-	0.000	0.000	Merged-chr14-103469586-86
NR2391--MA0117.2.Mafb	chr11	107693436	107693447	-	0.000	0.000	Merged-chr11-107693539-25
NR5119--MA0501.1.MAF::NFE2	chr16	78532157	78532171	+	0.000	0.000	Merged-chr16-78532286-51
NR9425--MA0089.1.MAFG::NFE2L1	chr5	89147056	89147061	+	0.000	0.000	Merged-chr5-89147319-60
NR7141--MA0501.1.MAF::NFE2	chr2	128465767	128465781	+	0.000	0.000	Merged-chr2-128465659-44
NR7151--MA0089.1.MAFG::NFE2L1	chr2	130664563	130664568	+	0.000	0.000	Merged-chr2-130664423-57
NR3002--MA0117.2.Mafb	chr12	108453596	108453607	-	0.000	0.000	Merged-chr12-108453818-55
NR6813--MA0089.1.MAFG::NFE2L1	chr2	70844981	70844986	+	0.000	0.000	Merged-chr2-70845075-67
NR7702--MA0659.1.MAFG	chr3	61344268	61344288	+	0.000	0.000	Merged-chr3-61344207-16
NR4698--MA0591.1.Bach1::Mafk	chr15	89671285	89671299	-	0.000	0.000	Merged-chr15-89671344-3
NR12446--MA0496.2.MAFK	chr9	78039249	78039267	+	0.000	0.000	Merged-chr9-78039218-36
NR4699--MA0501.1.MAF::NFE2	chr15	89671282	89671296	-	0.000	0.000	Merged-chr15-89671344-3
NR10250--MA0591.1.Bach1::Mafk	chr6	88718181	88718195	+	0.000	0.000	Merged-chr6-88718305-41
NR3334--MA0089.1.MAFG::NFE2L1	chr13	33957180	33957185	+	0.000	0.000	Merged-chr13-33957078-33
NR1755--MA0501.1.MAF::NFE2	chr10	120896066	120896080	+	0.000	0.000	Merged-chr10-120895921-55
NR290--MA0089.1.MAFG::NFE2L1	chr1	83006403	83006408	+	0.000	0.000	Merged-chr1-83006483-46
NR11099--MA0591.1.Bach1::Mafk	chr7	79392569	79392583	-	0.000	0.000	Merged-chr7-79392504-115
NR6248--MA0089.1.MAFG::NFE2L1	chr19	32292612	32292617	+	0.000	0.000	Merged-chr19-32292783-63
NR4588--MA0501.1.MAF::NFE2	chr15	68228161	68228175	-	0.000	0.000	Merged-chr15-68228296-28
NR1895--MA0591.1.Bach1::Mafk	chr11	5691286	5691300	-	0.000	0.000	Merged-chr11-5691114-14
NR517--MA0089.1.MAFG::NFE2L1	chr1	133039566	133039571	+	0.000	0.000	Merged-chr1-133039631-33
NR9034--MA0089.1.MAFG::NFE2L1	chr4	148742849	148742854	-	0.000	0.000	Merged-chr4-148742861-33
NR7165--MA0659.1.MAFG	chr2	132051911	132051931	+	0.000	0.000	Merged-chr2-132051940-20
NR11054--MA0089.1.MAFG::NFE2L1	chr7	72270218	72270223	-	0.000	0.000	Merged-chr7-72270231-51
NR7116--MA0591.1.Bach1::Mafk	chr2	128117910	128117924	+	0.000	0.000	Merged-chr2-128117807-36
NR2765--MA0591.1.Bach1::Mafk	chr12	73647925	73647939	-	0.000	0.000	Merged-chr12-73647879-51
NR12218--MA0496.2.MAFK	chr9	21609995	21610013	+	0.000	0.000	Merged-chr9-21610100-42
NR113--MA0089.1.MAFG::NFE2L1	chr1	43474650	43474655	-	0.000	0.000	Merged-chr1-43474630-75
NR1073--MA0089.1.MAFG::NFE2L1	chr1	191259313	191259318	-	0.000	0.000	Merged-chr1-191259374-46
NR5406--MA0117.2.Mafb	chr17	29551132	29551143	-	0.000	0.000	Merged-chr17-29551156-34
NR9221--MA0089.1.MAFG::NFE2L1	chr5	32104318	32104323	-	0.000	0.000	Merged-chr5-32104376-51
NR183--MA0591.1.Bach1::Mafk	chr1	61151394	61151408	+	0.000	0.000	Merged-chr1-61151289-6
NR9460--MA0591.1.Bach1::Mafk	chr5	92348953	92348967	+	0.000	0.000	Merged-chr5-92348973-52
NR1437--MA0501.1.MAF::NFE2	chr10	79798530	79798544	-	0.000	0.000	Merged-chr10-79798482-7
NR4872--MA0591.1.Bach1::Mafk	chr16	22807899	22807913	-	0.000	0.000	Merged-chr16-22807821-35
NR415--MA0089.1.MAFG::NFE2L1	chr1	108038595	108038600	+	0.000	0.000	Merged-chr1-108038539-17
NR12013--MA0591.1.Bach1::Mafk	chr8	120563925	120563939	+	0.000	0.000	Merged-chr8-120564046-29
NR6722--MA0496.2.MAFK	chr2	52955272	52955290	+	0.000	0.000	Merged-chr2-52955279-28
NR8490--MA0501.1.MAF::NFE2	chr4	41569531	41569545	+	0.000	0.000	Merged-chr4-41569502-63
NR2605--MA0089.1.MAFG::NFE2L1	chr12	17373772	17373777	+	0.000	0.000	Merged-chr12-17373480-96
NR1375--MA0089.1.MAFG::NFE2L1	chr10	66956853	66956858	+	0.000	0.000	Merged-chr10-66956931-46
NR2114--MA0089.1.MAFG::NFE2L1	chr11	64021040	64021045	-	0.000	0.000	Merged-chr11-64021089-15
NR10081--MA0591.1.Bach1::Mafk	chr6	51592879	51592893	-	0.000	0.000	Merged-chr6-51593053-1
NR7906--MA0496.2.MAFK	chr3	105892540	105892558	+	0.000	0.000	Merged-chr3-105892493-111
NR140--MA0591.1.Bach1::Mafk	chr1	58029745	58029759	+	0.000	0.000	Merged-chr1-58029750-23
NR10729--MA0089.1.MAFG::NFE2L1	chr6	145374573	145374578	-	0.000	0.000	Merged-chr6-145374595-4
NR1966--MA0089.1.MAFG::NFE2L1	chr11	34009464	34009469	+	0.000	0.000	Merged-chr11-34009597-4
NR6320--MA0089.1.MAFG::NFE2L1	chr19	46970217	46970222	+	0.000	0.000	Merged-chr19-46970347-33
NR8483--MA0591.1.Bach1::Mafk	chr4	40285609	40285623	-	0.000	0.000	Merged-chr4-40285687-24
NR6196--MA0501.1.MAF::NFE2	chr19	17256650	17256664	+	0.000	0.000	Merged-chr19-17256835-48
NR4567--MA0117.2.Mafb	chr15	64173598	64173609	-	0.000	0.000	Merged-chr15-64173635-34
NR2329--MA0501.1.MAF::NFE2	chr11	96859900	96859914	+	0.000	0.000	Merged-chr11-96859766-18
NR8472--MA0496.2.MAFK	chr4	32425704	32425722	+	0.000	0.000	Merged-chr4-32425710-19
NR6357--MA0501.1.MAF::NFE2	chr19	53824998	53825012	+	0.000	0.000	Merged-chr19-53825131-32
NR8804--MA0495.2.MAFF	chr4	122898568	122898588	+	0.000	0.000	Merged-chr4-122898510-27
NR6159--MA0089.1.MAFG::NFE2L1	chr19	9939003	9939008	-	0.000	0.000	Merged-chr19-9938920-69
NR721--MA0496.2.MAFK	chr1	162773893	162773911	-	0.000	0.000	Merged-chr1-162773825-31
NR11745--MA0089.1.MAFG::NFE2L1	chr8	68218573	68218578	+	0.000	0.000	Merged-chr8-68218689-19
NR7088--MA0089.1.MAFG::NFE2L1	chr2	122666672	122666677	+	0.000	0.000	Merged-chr2-122666523-63
NR1359--MA0591.1.Bach1::Mafk	chr10	61648969	61648983	-	0.000	0.000	Merged-chr10-61648794-93
NR10894--MA0495.2.MAFF	chr7	29816016	29816036	-	0.000	0.000	Merged-chr7-29816029-62
NR8922--MA0117.2.Mafb	chr4	139579225	139579236	+	0.000	0.000	Merged-chr4-139579133-70
NR6872--MA0117.2.Mafb	chr2	84059439	84059450	+	0.000	0.000	Merged-chr2-84059493-47
NR5190--MA0089.1.MAFG::NFE2L1	chr16	91562243	91562248	+	0.000	0.000	Merged-chr16-91562152-19
NR4765--MA0591.1.Bach1::Mafk	chr15	98631600	98631614	+	0.000	0.000	Merged-chr15-98631640-23
NR10036--MA0089.1.MAFG::NFE2L1	chr6	35133985	35133990	-	0.000	0.000	Merged-chr6-35133862-87
NR5202--MA0089.1.MAFG::NFE2L1	chr16	93153374	93153379	-	0.000	0.000	Merged-chr16-93153200-34
NR698--MA0501.1.MAF::NFE2	chr1	159812892	159812906	+	0.000	0.000	Merged-chr1-159812982-41
NR6131--MA0089.1.MAFG::NFE2L1	chr19	4269234	4269239	+	0.000	0.000	Merged-chr19-4269199-28
NR6873--MA0501.1.MAF::NFE2	chr2	84059439	84059453	-	0.000	0.000	Merged-chr2-84059493-47
NR5635--MA0591.1.Bach1::Mafk	chr17	86188063	86188077	+	0.000	0.000	Merged-chr17-86187981-35
NR3395--MA0495.2.MAFF	chr13	49294318	49294338	+	0.000	0.000	Merged-chr13-49294257-17
NR12816--MA0117.2.Mafb	chr9	120116469	120116480	+	0.000	0.000	Merged-chr9-120116499-4
NR6837--MA0089.1.MAFG::NFE2L1	chr2	77170545	77170550	-	0.000	0.000	Merged-chr2-77170403-78
NR7821--MA0496.2.MAFK	chr3	93444321	93444339	+	0.000	0.000	Merged-chr3-93444465-128
NR10408--MA0117.2.Mafb	chr6	115838438	115838449	+	0.000	0.000	Merged-chr6-115838478-31
NR8479--MA0117.2.Mafb	chr4	33310234	33310245	-	0.000	0.000	Merged-chr4-33310385-59
NR2790--MA0591.1.Bach1::Mafk	chr12	77781560	77781574	-	0.000	0.000	Merged-chr12-77781498-27
NR2083--MA0117.2.Mafb	chr11	60879634	60879645	-	0.000	0.000	Merged-chr11-60879671-9
NR6433--MA0089.1.MAFG::NFE2L1	chr19	61227073	61227078	+	0.000	0.000	Merged-chr19-61226965-155
NR11829--MA0501.1.MAF::NFE2	chr8	79150699	79150713	+	0.000	0.000	Merged-chr8-79150775-36
NR4658--MA0591.1.Bach1::Mafk	chr15	81481275	81481289	+	0.000	0.000	Merged-chr15-81481205-40
NR719--MA0591.1.Bach1::Mafk	chr1	162773895	162773909	+	0.000	0.000	Merged-chr1-162773825-31
NR5102--MA0117.2.Mafb	chr16	76202324	76202335	-	0.000	0.000	Merged-chr16-76202306-30
NR2516--MA0089.1.MAFG::NFE2L1	chr11	117092973	117092978	+	0.000	0.000	Merged-chr11-117092893-43
NR7564--MA0089.1.MAFG::NFE2L1	chr2	181659828	181659833	-	0.000	0.000	Merged-chr2-181659700-65
NR2269--MA0496.2.MAFK	chr11	87074102	87074120	+	0.000	0.000	Merged-chr11-87073947-35
NR7073--MA0089.1.MAFG::NFE2L1	chr2	119034821	119034826	-	0.000	0.000	Merged-chr2-119034979-52
NR10350--MA0659.1.MAFG	chr6	108277100	108277120	+	0.000	0.000	Merged-chr6-108277136-27
NR66--MA0501.1.MAF::NFE2	chr1	36160372	36160386	-	0.000	0.000	Merged-chr1-36160446-48
NR12828--MA0495.2.MAFF	chr9	122014387	122014407	+	0.000	0.000	Merged-chr9-122014430-33
NR9058--MA0089.1.MAFG::NFE2L1	chr4	152038927	152038932	-	0.000	0.000	Merged-chr4-152038898-1
NR4615--MA0591.1.Bach1::Mafk	chr15	74679317	74679331	+	0.000	0.000	Merged-chr15-74679277-14
NR11945--MA0089.1.MAFG::NFE2L1	chr8	107437217	107437222	-	0.000	0.000	Merged-chr8-107437181-10
NR10715--MA0501.1.MAF::NFE2	chr6	144332479	144332493	-	0.000	0.000	Merged-chr6-144332292-25
NR7160--MA0089.1.MAFG::NFE2L1	chr2	132004839	132004844	+	0.000	0.000	Merged-chr2-132004928-41
NR7654--MA0501.1.MAF::NFE2	chr3	37978667	37978681	-	0.000	0.000	Merged-chr3-37978790-50
NR80--MA0659.1.MAFG	chr1	37585875	37585895	-	0.000	0.000	Merged-chr1-37586082-40
NR3144--MA0496.2.MAFK	chr12	117403965	117403983	+	0.000	0.000	Merged-chr12-117403786-38
NR12019--MA0089.1.MAFG::NFE2L1	chr8	120832256	120832261	-	0.000	0.000	Merged-chr8-120832220-19
NR9587--MA0117.2.Mafb	chr5	105732235	105732246	+	0.000	0.000	Merged-chr5-105732037-124
NR4035--MA0659.1.MAFG	chr14	55899936	55899956	+	0.000	0.000	Merged-chr14-55900148-63
NR2297--MA0591.1.Bach1::Mafk	chr11	94253921	94253935	+	0.000	0.000	Merged-chr11-94253783-2
NR8706--MA0495.2.MAFF	chr4	108350026	108350046	+	0.000	0.000	Merged-chr4-108350117-42
NR5577--MA0659.1.MAFG	chr17	79616755	79616775	+	0.000	0.000	Merged-chr17-79616795-12
NR3834--MA0089.1.MAFG::NFE2L1	chr13	117242155	117242160	-	0.000	0.000	Merged-chr13-117242416-107
NR8803--MA0501.1.MAF::NFE2	chr4	122872092	122872106	-	0.000	0.000	Merged-chr4-122872187-66
NR11958--MA0089.1.MAFG::NFE2L1	chr8	111527429	111527434	-	0.000	0.000	Merged-chr8-111527388-53
NR2708--MA0496.2.MAFK	chr12	51845105	51845123	-	0.000	0.000	Merged-chr12-51845032-54
NR876--MA0117.2.Mafb	chr1	177455720	177455731	-	0.000	0.000	Merged-chr1-177455545-12
NR8827--MA0591.1.Bach1::Mafk	chr4	124695952	124695966	+	0.000	0.000	Merged-chr4-124696004-25
NR2017--MA0591.1.Bach1::Mafk	chr11	50422011	50422025	-	0.000	0.000	Merged-chr11-50422088-24
NR9238--MA0117.2.Mafb	chr5	36845933	36845944	+	0.000	0.000	Merged-chr5-36845864-16
NR902--MA0089.1.MAFG::NFE2L1	chr1	179240987	179240992	-	0.000	0.000	Merged-chr1-179240877-38
NR11178--MA0089.1.MAFG::NFE2L1	chr7	98341602	98341607	+	0.000	0.000	Merged-chr7-98341648-39
NR3269--MA0089.1.MAFG::NFE2L1	chr13	23556211	23556216	-	0.000	0.000	Merged-chr13-23556170-26
NR2527--MA0659.1.MAFG	chr11	118000747	118000767	-	0.000	0.000	Merged-chr11-118000770-19
NR73--MA0089.1.MAFG::NFE2L1	chr1	36883862	36883867	-	0.000	0.000	Merged-chr1-36883943-16
NR3768--MA0591.1.Bach1::Mafk	chr13	112288318	112288332	+	0.000	0.000	Merged-chr13-112288360-131
NR2791--MA0089.1.MAFG::NFE2L1	chr12	78219334	78219339	+	0.000	0.000	Merged-chr12-78219327-13
NR4683--MA0591.1.Bach1::Mafk	chr15	85710417	85710431	+	0.000	0.000	Merged-chr15-85710376-29
NR12146--MA0591.1.Bach1::Mafk	chr8	128391561	128391575	-	0.000	0.000	Merged-chr8-128391383-45
NR12227--MA0501.1.MAF::NFE2	chr9	25230423	25230437	+	0.000	0.000	Merged-chr9-25230368-52
NR5602--MA0089.1.MAFG::NFE2L1	chr17	80772610	80772615	+	0.000	0.000	Merged-chr17-80772766-52
NR7575--MA0089.1.MAFG::NFE2L1	chr3	8971816	8971821	+	0.000	0.000	Merged-chr3-8971852-23
NR1182--MA0089.1.MAFG::NFE2L1	chr10	17296505	17296510	-	0.000	0.000	Merged-chr10-17296409-9
NR9069--MA0089.1.MAFG::NFE2L1	chr4	155207923	155207928	+	0.000	0.000	Merged-chr4-155207729-1
NR1334--MA0117.2.Mafb	chr10	54013692	54013703	-	0.000	0.000	Merged-chr10-54013658-12
NR2181--MA0501.1.MAF::NFE2	chr11	75530549	75530563	-	0.000	0.000	Merged-chr11-75530665-33
NR7171--MA0089.1.MAFG::NFE2L1	chr2	132497656	132497661	-	0.000	0.000	Merged-chr2-132497706-22
NR8052--MA0501.1.MAF::NFE2	chr3	126831728	126831742	+	0.000	0.000	Merged-chr3-126831628-17
NR4108--MA0089.1.MAFG::NFE2L1	chr14	70276613	70276618	+	0.000	0.000	Merged-chr14-70276833-36
NR12754--MA0117.2.Mafb	chr9	116294473	116294484	+	0.000	0.000	Merged-chr9-116294411-62
NR1599--MA0089.1.MAFG::NFE2L1	chr10	96725018	96725023	+	0.000	0.000	Merged-chr10-96724956-66
NR563--MA0501.1.MAF::NFE2	chr1	143819866	143819880	+	0.000	0.000	Merged-chr1-143819749-20
NR3104--MA0591.1.Bach1::Mafk	chr12	115158849	115158863	-	0.000	0.000	Merged-chr12-115158919-2
NR8703--MA0089.1.MAFG::NFE2L1	chr4	107652820	107652825	+	0.000	0.000	Merged-chr4-107652939-20
NR10213--MA0591.1.Bach1::Mafk	chr6	83428487	83428501	-	0.000	0.000	Merged-chr6-83428521-21
NR11676--MA0495.2.MAFF	chr8	33647107	33647127	-	0.000	0.000	Merged-chr8-33647058-21
NR4211--MA0591.1.Bach1::Mafk	chr14	103469661	103469675	-	0.000	0.000	Merged-chr14-103469586-86
NR10317--MA0496.2.MAFK	chr6	99433004	99433022	-	0.000	0.000	Merged-chr6-99433049-65
NR11868--MA0496.2.MAFK	chr8	84914097	84914115	+	0.000	0.000	Merged-chr8-84914135-5
NR9174--MA0495.2.MAFF	chr5	20082524	20082544	+	0.000	0.000	Merged-chr5-20082786-46
NR9458--MA0089.1.MAFG::NFE2L1	chr5	92327483	92327488	-	0.000	0.000	Merged-chr5-92327493-24
NR12780--MA0501.1.MAF::NFE2	chr9	118196756	118196770	+	0.000	0.000	Merged-chr9-118196833-13
NR5799--MA0496.2.MAFK	chr18	32941394	32941412	+	0.000	0.000	Merged-chr18-32941218-63
NR56--MA0496.2.MAFK	chr1	33454542	33454560	+	0.000	0.000	Merged-chr1-33454547-11
NR543--MA0496.2.MAFK	chr1	138952344	138952362	-	0.000	0.000	Merged-chr1-138952405-35
NR537--MA0089.1.MAFG::NFE2L1	chr1	138596496	138596501	-	0.000	0.000	Merged-chr1-138596413-38
NR9921--MA0089.1.MAFG::NFE2L1	chr6	6217169	6217174	-	0.000	0.000	Merged-chr6-6217012-81
