#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/bed/all.df.numx.c5-WT_Tfh_vs_WT_Th1-pval-0.05_dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/bed/all.df.numx.c5-WT_Tfh_vs_WT_Th1-pval-0.05_dn.bed
NR47154--MA0599.1.KLF5	chr4	121196794	121196803	-	0.000	0.000	Merged-chr4-121196708-94
NR58581--MA0741.1.KLF16	chr6	145249630	145249640	-	0.000	0.000	Merged-chr6-145249454-6
NR61246--MA0741.1.KLF16	chr7	81075554	81075564	-	0.000	0.000	Merged-chr7-81075371-56
NR30444--MA0657.1.KLF13	chr17	83824027	83824044	+	0.000	0.000	Merged-chr17-83824004-16
NR68882--MA0599.1.KLF5	chr9	57278572	57278581	+	0.000	0.000	Merged-chr9-57278495-40
NR26453--MA0740.1.KLF14	chr16	64800651	64800664	+	0.000	0.000	Merged-chr16-64800516-42
NR26768--MA1107.1.KLF9	chr16	78606415	78606427	-	0.000	0.000	Merged-chr16-78606501-17
NR11876--MA0599.1.KLF5	chr11	97104262	97104271	+	0.000	0.000	Merged-chr11-97104187-33
NR70609--MA1107.1.KLF9	chr9	106215445	106215457	-	0.000	0.000	Merged-chr9-106215485-26
NR49987--MA0493.1.Klf1	chr5	34636798	34636808	-	0.000	0.000	Merged-chr5-34636823-94
NR17963--MA0599.1.KLF5	chr13	93990393	93990402	-	0.000	0.000	Merged-chr13-93990352-84
NR30598--MA0742.1.Klf12	chr17	86958068	86958082	+	0.000	0.000	Merged-chr17-86958132-38
NR15531--MA0039.3.KLF4	chr12	107961263	107961273	+	0.000	0.000	Merged-chr12-107961222-28
NR2049--MA0493.1.Klf1	chr1	120073818	120073828	-	0.000	0.000	Merged-chr1-120073802-51
NR60807--MA1107.1.KLF9	chr7	64043090	64043102	-	0.000	0.000	Merged-chr7-64043125-48
NR48972--MA0741.1.KLF16	chr4	154105752	154105762	-	0.000	0.000	Merged-chr4-154105612-38
NR17962--MA1107.1.KLF9	chr13	93990319	93990331	-	0.000	0.000	Merged-chr13-93990352-84
NR31022--MA0039.3.KLF4	chr18	23828649	23828659	-	0.000	0.000	Merged-chr18-23828715-22
NR63371--MA0742.1.Klf12	chr7	136270326	136270340	+	0.000	0.000	Merged-chr7-136270364-24
NR63839--MA0039.3.KLF4	chr7	143644104	143644114	-	0.000	0.000	Merged-chr7-143644190-29
NR70529--MA0741.1.KLF16	chr9	104269540	104269550	+	0.000	0.000	Merged-chr9-104269530-16
NR54290--MA1107.1.KLF9	chr5	149246286	149246298	+	0.000	0.000	Merged-chr5-149246178-51
NR41076--MA0493.1.Klf1	chr3	54567518	54567528	+	0.000	0.000	Merged-chr3-54567528-25
NR9244--MA0493.1.Klf1	chr11	5005465	5005475	+	0.000	0.000	Merged-chr11-5005546-13
NR70682--MA0599.1.KLF5	chr9	107551187	107551196	+	0.000	0.000	Merged-chr9-107551360-55
NR47677--MA0742.1.Klf12	chr4	132749050	132749064	-	0.000	0.000	Merged-chr4-132748989-25
NR57189--MA0493.1.Klf1	chr6	119199130	119199140	+	0.000	0.000	Merged-chr6-119199024-52
NR20803--MA0493.1.Klf1	chr14	67951805	67951815	-	0.000	0.000	Merged-chr14-67951902-1
NR9783--MA0742.1.Klf12	chr11	32580745	32580759	-	0.000	0.000	Merged-chr11-32580688-47
NR54156--MA1107.1.KLF9	chr5	146655614	146655626	-	0.000	0.000	Merged-chr5-146655552-37
NR43493--MA0493.1.Klf1	chr3	135675685	135675695	+	0.000	0.000	Merged-chr3-135675679-12
NR748--MA0493.1.Klf1	chr1	52578381	52578391	+	0.000	0.000	Merged-chr1-52578518-39
NR33216--MA1107.1.KLF9	chr19	8592089	8592101	-	0.000	0.000	Merged-chr19-8592238-38
NR17348--MA0741.1.KLF16	chr13	63189570	63189580	-	0.000	0.000	Merged-chr13-63189715-33
NR4359--MA0493.1.Klf1	chr1	182383216	182383226	-	0.000	0.000	Merged-chr1-182383219-38
NR42293--MA0741.1.KLF16	chr3	101570947	101570957	+	0.000	0.000	Merged-chr3-101570775-35
NR57476--MA0740.1.KLF14	chr6	125067856	125067869	-	0.000	0.000	Merged-chr6-125067765-41
NR65967--MA0599.1.KLF5	chr8	86888353	86888362	-	0.000	0.000	Merged-chr8-86888287-32
NR30412--MA1107.1.KLF9	chr17	83654862	83654874	-	0.000	0.000	Merged-chr17-83654883-58
NR39443--MA0599.1.KLF5	chr2	163084402	163084411	+	0.000	0.000	Merged-chr2-163084384-15
NR69049--MA0039.3.KLF4	chr9	61427104	61427114	-	0.000	0.000	Merged-chr9-61427187-31
NR18177--MA0742.1.Klf12	chr13	98692029	98692043	-	0.000	0.000	Merged-chr13-98692096-35
NR67112--MA0493.1.Klf1	chr8	120701898	120701908	-	0.000	0.000	Merged-chr8-120702084-56
NR66908--MA0740.1.KLF14	chr8	117289161	117289174	-	0.000	0.000	Merged-chr8-117289266-15
NR30449--MA0657.1.KLF13	chr17	83854487	83854504	+	0.000	0.000	Merged-chr17-83854411-35
NR38205--MA0493.1.Klf1	chr2	128470708	128470718	-	0.000	0.000	Merged-chr2-128470524-44
NR11393--MA0742.1.Klf12	chr11	82214552	82214566	-	0.000	0.000	Merged-chr11-82214647-44
NR48970--MA0599.1.KLF5	chr4	154105757	154105766	-	0.000	0.000	Merged-chr4-154105612-38
NR47079--MA0599.1.KLF5	chr4	119947768	119947777	-	0.000	0.000	Merged-chr4-119947761-47
NR15135--MA0599.1.KLF5	chr12	94083668	94083677	+	0.000	0.000	Merged-chr12-94083592-14
NR61785--MA0740.1.KLF14	chr7	101634555	101634568	-	0.000	0.000	Merged-chr7-101634721-37
NR60963--MA0741.1.KLF16	chr7	72339612	72339622	-	0.000	0.000	Merged-chr7-72339570-17
NR62044--MA0599.1.KLF5	chr7	110202891	110202900	+	0.000	0.000	Merged-chr7-110202943-8
NR52434--MA0493.1.Klf1	chr5	120688652	120688662	-	0.000	0.000	Merged-chr5-120688663-27
NR8862--MA0493.1.Klf1	chr10	127141094	127141104	+	0.000	0.000	Merged-chr10-127141144-2
NR13045--MA0740.1.KLF14	chr11	117611226	117611239	+	0.000	0.000	Merged-chr11-117611199-52
NR11397--MA0741.1.KLF16	chr11	82214555	82214565	-	0.000	0.000	Merged-chr11-82214647-44
NR35451--MA0599.1.KLF5	chr2	27693905	27693914	-	0.000	0.000	Merged-chr2-27693880-30
NR69436--MA0599.1.KLF5	chr9	72274959	72274968	+	0.000	0.000	Merged-chr9-72275130-67
NR49589--MA1107.1.KLF9	chr5	23722185	23722197	+	0.000	0.000	Merged-chr5-23722080-21
NR63852--MA0742.1.Klf12	chr7	143724043	143724057	-	0.000	0.000	Merged-chr7-143724096-15
NR48802--MA0740.1.KLF14	chr4	150894753	150894766	+	0.000	0.000	Merged-chr4-150894695-19
NR13048--MA0039.3.KLF4	chr11	117611239	117611249	+	0.000	0.000	Merged-chr11-117611199-52
NR54286--MA0039.3.KLF4	chr5	149246276	149246286	-	0.000	0.000	Merged-chr5-149246178-51
NR1363--MA0493.1.Klf1	chr1	80703445	80703455	-	0.000	0.000	Merged-chr1-80703457-36
NR18517--MA0599.1.KLF5	chr13	107095397	107095406	-	0.000	0.000	Merged-chr13-107095527-25
NR58419--MA0599.1.KLF5	chr6	142862378	142862387	-	0.000	0.000	Merged-chr6-142862347-56
NR67359--MA0741.1.KLF16	chr8	124520822	124520832	-	0.000	0.000	Merged-chr8-124520851-52
NR57477--MA0657.1.KLF13	chr6	125067853	125067870	-	0.000	0.000	Merged-chr6-125067765-41
NR16738--MA0741.1.KLF16	chr13	43250875	43250885	+	0.000	0.000	Merged-chr13-43250604-89
NR5154--MA0493.1.Klf1	chr10	8415519	8415529	-	0.000	0.000	Merged-chr10-8415419-33
NR18875--MA0741.1.KLF16	chr13	114887434	114887444	-	0.000	0.000	Merged-chr13-114887526-35
NR20979--MA0599.1.KLF5	chr14	73290094	73290103	-	0.000	0.000	Merged-chr14-73290096-39
NR8451--MA0599.1.KLF5	chr10	118550457	118550466	+	0.000	0.000	Merged-chr10-118550430-27
NR67349--MA0039.3.KLF4	chr8	124275835	124275845	-	0.000	0.000	Merged-chr8-124275920-41
NR55558--MA0657.1.KLF13	chr6	54925958	54925975	+	0.000	0.000	Merged-chr6-54926058-40
NR30548--MA0742.1.Klf12	chr17	85908829	85908843	+	0.000	0.000	Merged-chr17-85908968-35
NR23134--MA0599.1.KLF5	chr15	61408820	61408829	+	0.000	0.000	Merged-chr15-61408601-39
NR61786--MA0657.1.KLF13	chr7	101634552	101634569	-	0.000	0.000	Merged-chr7-101634721-37
NR33645--MA0741.1.KLF16	chr19	31337341	31337351	-	0.000	0.000	Merged-chr19-31337298-1
NR17341--MA1107.1.KLF9	chr13	63189528	63189540	-	0.000	0.000	Merged-chr13-63189715-33
NR23115--MA1107.1.KLF9	chr15	60120080	60120092	-	0.000	0.000	Merged-chr15-60120172-38
NR22132--MA0039.3.KLF4	chr14	122187051	122187061	+	0.000	0.000	Merged-chr14-122187060-26
NR11394--MA0599.1.KLF5	chr11	82214556	82214565	-	0.000	0.000	Merged-chr11-82214647-44
NR56723--MA0599.1.KLF5	chr6	100824841	100824850	-	0.000	0.000	Merged-chr6-100824678-47
NR52344--MA0039.3.KLF4	chr5	118465388	118465398	-	0.000	0.000	Merged-chr5-118465239-56
NR65895--MA1107.1.KLF9	chr8	84825807	84825819	-	0.000	0.000	Merged-chr8-84825845-44
NR24769--MA1107.1.KLF9	chr15	100414230	100414242	+	0.000	0.000	Merged-chr15-100414270-26
NR13729--MA0742.1.Klf12	chr12	25155526	25155540	-	0.000	0.000	Merged-chr12-25155613-40
NR51962--MA1107.1.KLF9	chr5	112239774	112239786	-	0.000	0.000	Merged-chr5-112239781-12
NR66891--MA1107.1.KLF9	chr8	117052557	117052569	-	0.000	0.000	Merged-chr8-117052612-3
NR47683--MA1107.1.KLF9	chr4	132749034	132749046	-	0.000	0.000	Merged-chr4-132748989-25
NR30409--MA0741.1.KLF16	chr17	83654863	83654873	-	0.000	0.000	Merged-chr17-83654883-58
NR23250--MA0493.1.Klf1	chr15	66825632	66825642	+	0.000	0.000	Merged-chr15-66825502-98
NR15708--MA1107.1.KLF9	chr12	110506247	110506259	-	0.000	0.000	Merged-chr12-110506270-12
NR66189--MA0493.1.Klf1	chr8	95020826	95020836	-	0.000	0.000	Merged-chr8-95020727-36
NR63857--MA0742.1.Klf12	chr7	143724082	143724096	+	0.000	0.000	Merged-chr7-143724096-15
NR10871--MA0742.1.Klf12	chr11	70597420	70597434	-	0.000	0.000	Merged-chr11-70597550-26
NR5195--MA0493.1.Klf1	chr10	10307608	10307618	-	0.000	0.000	Merged-chr10-10307543-35
NR28126--MA1107.1.KLF9	chr17	25584053	25584065	-	0.000	0.000	Merged-chr17-25583989-33
NR39501--MA0741.1.KLF16	chr2	164943171	164943181	-	0.000	0.000	Merged-chr2-164943047-31
NR20232--MA0599.1.KLF5	chr14	52343670	52343679	+	0.000	0.000	Merged-chr14-52343445-41
NR39493--MA0493.1.Klf1	chr2	164867101	164867111	+	0.000	0.000	Merged-chr2-164866998-31
NR20791--MA0493.1.Klf1	chr14	67878037	67878047	-	0.000	0.000	Merged-chr14-67877957-30
NR42477--MA0599.1.KLF5	chr3	104771699	104771708	-	0.000	0.000	Merged-chr3-104771571-48
NR16620--MA0599.1.KLF5	chr13	38503520	38503529	+	0.000	0.000	Merged-chr13-38503650-43
NR66887--MA1107.1.KLF9	chr8	117052549	117052561	-	0.000	0.000	Merged-chr8-117052612-3
NR4106--MA0599.1.KLF5	chr1	176827654	176827663	-	0.000	0.000	Merged-chr1-176827492-35
NR31213--MA0493.1.Klf1	chr18	34783618	34783628	-	0.000	0.000	Merged-chr18-34783714-45
NR47889--MA0039.3.KLF4	chr4	134734843	134734853	+	0.000	0.000	Merged-chr4-134734669-83
NR37954--MA0657.1.KLF13	chr2	121008285	121008302	-	0.000	0.000	Merged-chr2-121008420-56
NR9782--MA0039.3.KLF4	chr11	32553879	32553889	+	0.000	0.000	Merged-chr11-32553958-74
NR30446--MA0740.1.KLF14	chr17	83854453	83854466	+	0.000	0.000	Merged-chr17-83854411-35
NR57845--MA0599.1.KLF5	chr6	131264072	131264081	-	0.000	0.000	Merged-chr6-131264117-18
NR12282--MA1107.1.KLF9	chr11	102284776	102284788	-	0.000	0.000	Merged-chr11-102284938-63
NR11392--MA0740.1.KLF14	chr11	82214553	82214566	-	0.000	0.000	Merged-chr11-82214647-44
NR4360--MA1107.1.KLF9	chr1	182383214	182383226	-	0.000	0.000	Merged-chr1-182383219-38
NR66799--MA0599.1.KLF5	chr8	115397896	115397905	-	0.000	0.000	Merged-chr8-115397759-2
NR63860--MA0493.1.Klf1	chr7	143724082	143724092	+	0.000	0.000	Merged-chr7-143724096-15
NR58633--MA0742.1.Klf12	chr6	146725224	146725238	+	0.000	0.000	Merged-chr6-146725139-81
NR29270--MA1107.1.KLF9	chr17	47943108	47943120	+	0.000	0.000	Merged-chr17-47943297-31
NR70862--MA1107.1.KLF9	chr9	110896830	110896842	-	0.000	0.000	Merged-chr9-110896831-29
NR57378--MA0039.3.KLF4	chr6	122826559	122826569	-	0.000	0.000	Merged-chr6-122826486-57
NR50680--MA0039.3.KLF4	chr5	64864834	64864844	+	0.000	0.000	Merged-chr5-64864889-25
NR47679--MA0039.3.KLF4	chr4	132749052	132749062	-	0.000	0.000	Merged-chr4-132748989-25
NR37956--MA0741.1.KLF16	chr2	121008290	121008300	-	0.000	0.000	Merged-chr2-121008420-56
NR63851--MA0740.1.KLF14	chr7	143724044	143724057	-	0.000	0.000	Merged-chr7-143724096-15
NR50444--MA0493.1.Klf1	chr5	54111079	54111089	+	0.000	0.000	Merged-chr5-54110931-21
NR28490--MA0741.1.KLF16	chr17	31077831	31077841	-	0.000	0.000	Merged-chr17-31077750-28
NR63524--MA1107.1.KLF9	chr7	139169314	139169326	+	0.000	0.000	Merged-chr7-139169350-23
NR10331--MA1107.1.KLF9	chr11	57952968	57952980	-	0.000	0.000	Merged-chr11-57952769-40
NR68969--MA1107.1.KLF9	chr9	58583281	58583293	-	0.000	0.000	Merged-chr9-58583464-18
NR70844--MA0039.3.KLF4	chr9	110641167	110641177	+	0.000	0.000	Merged-chr9-110641188-21
NR30410--MA0741.1.KLF16	chr17	83654865	83654875	-	0.000	0.000	Merged-chr17-83654883-58
NR70531--MA1107.1.KLF9	chr9	104269539	104269551	+	0.000	0.000	Merged-chr9-104269530-16
NR56876--MA0493.1.Klf1	chr6	108717953	108717963	-	0.000	0.000	Merged-chr6-108717791-30
NR67113--MA0741.1.KLF16	chr8	120701897	120701907	-	0.000	0.000	Merged-chr8-120702084-56
NR56651--MA0039.3.KLF4	chr6	99435234	99435244	+	0.000	0.000	Merged-chr6-99435291-39
NR29266--MA1107.1.KLF9	chr17	47943100	47943112	+	0.000	0.000	Merged-chr17-47943297-31
NR5859--MA0741.1.KLF16	chr10	44368931	44368941	-	0.000	0.000	Merged-chr10-44368737-26
NR19576--MA1107.1.KLF9	chr14	25421975	25421987	+	0.000	0.000	Merged-chr14-25421957-44
NR12251--MA0742.1.Klf12	chr11	101984794	101984808	-	0.000	0.000	Merged-chr11-101984579-31
NR52521--MA0493.1.Klf1	chr5	122430272	122430282	+	0.000	0.000	Merged-chr5-122430278-22
NR70998--MA0599.1.KLF5	chr9	114026770	114026779	+	0.000	0.000	Merged-chr9-114026652-59
NR9246--MA1107.1.KLF9	chr11	5005452	5005464	-	0.000	0.000	Merged-chr11-5005546-13
NR13047--MA0599.1.KLF5	chr11	117611227	117611236	+	0.000	0.000	Merged-chr11-117611199-52
NR54285--MA0599.1.KLF5	chr5	149246294	149246303	+	0.000	0.000	Merged-chr5-149246178-51
NR43273--MA0741.1.KLF16	chr3	131057380	131057390	-	0.000	0.000	Merged-chr3-131057396-52
NR2508--MA1107.1.KLF9	chr1	133801281	133801293	-	0.000	0.000	Merged-chr1-133801271-79
NR18920--MA0039.3.KLF4	chr13	118383765	118383775	+	0.000	0.000	Merged-chr13-118383663-25
NR52646--MA1107.1.KLF9	chr5	124036040	124036052	-	0.000	0.000	Merged-chr5-124035854-90
NR20702--MA1107.1.KLF9	chr14	64628281	64628293	-	0.000	0.000	Merged-chr14-64628307-21
NR4841--MA0599.1.KLF5	chr1	191738897	191738906	-	0.000	0.000	Merged-chr1-191738954-40
NR16737--MA0493.1.Klf1	chr13	43250874	43250884	+	0.000	0.000	Merged-chr13-43250604-89
NR5943--MA0742.1.Klf12	chr10	53461606	53461620	-	0.000	0.000	Merged-chr10-53461441-37
NR67360--MA1107.1.KLF9	chr8	124520815	124520827	-	0.000	0.000	Merged-chr8-124520851-52
NR12278--MA0039.3.KLF4	chr11	102284776	102284786	-	0.000	0.000	Merged-chr11-102284938-63
NR26234--MA1107.1.KLF9	chr16	49982430	49982442	-	0.000	0.000	Merged-chr16-49982447-38
NR67114--MA1107.1.KLF9	chr8	120701896	120701908	-	0.000	0.000	Merged-chr8-120702084-56
NR12781--MA0599.1.KLF5	chr11	114699692	114699701	-	0.000	0.000	Merged-chr11-114699717-26
NR24848--MA0599.1.KLF5	chr15	101388111	101388120	+	0.000	0.000	Merged-chr15-101388154-52
NR43272--MA0493.1.Klf1	chr3	131057381	131057391	-	0.000	0.000	Merged-chr3-131057396-52
NR52343--MA0599.1.KLF5	chr5	118465370	118465379	-	0.000	0.000	Merged-chr5-118465239-56
NR69652--MA1107.1.KLF9	chr9	78074211	78074223	+	0.000	0.000	Merged-chr9-78074095-46
NR51271--MA0599.1.KLF5	chr5	93092480	93092489	-	0.000	0.000	Merged-chr5-93092425-6
NR21167--MA0742.1.Klf12	chr14	78692257	78692271	-	0.000	0.000	Merged-chr14-78692214-30
NR6381--MA0599.1.KLF5	chr10	67049393	67049402	+	0.000	0.000	Merged-chr10-67049355-33
NR47080--MA0039.3.KLF4	chr4	119947766	119947776	-	0.000	0.000	Merged-chr4-119947761-47
NR34461--MA1107.1.KLF9	chr19	56756562	56756574	-	0.000	0.000	Merged-chr19-56756635-43
NR1053--MA0742.1.Klf12	chr1	66932105	66932119	+	0.000	0.000	Merged-chr1-66932043-30
NR30555--MA0599.1.KLF5	chr17	86040530	86040539	-	0.000	0.000	Merged-chr17-86040436-1
NR23426--MA1107.1.KLF9	chr15	74935469	74935481	+	0.000	0.000	Merged-chr15-74935411-23
NR42755--MA1107.1.KLF9	chr3	115758850	115758862	-	0.000	0.000	Merged-chr3-115758930-94
NR13731--MA0039.3.KLF4	chr12	25155528	25155538	-	0.000	0.000	Merged-chr12-25155613-40
NR52339--MA0599.1.KLF5	chr5	118404355	118404364	-	0.000	0.000	Merged-chr5-118404562-37
NR30554--MA1107.1.KLF9	chr17	86040493	86040505	+	0.000	0.000	Merged-chr17-86040436-1
NR3085--MA0741.1.KLF16	chr1	153427077	153427087	-	0.000	0.000	Merged-chr1-153426995-33
NR26294--MA0599.1.KLF5	chr16	55735672	55735681	-	0.000	0.000	Merged-chr16-55735684-24
NR33490--MA0742.1.Klf12	chr19	21786043	21786057	-	0.000	0.000	Merged-chr19-21785964-7
NR30407--MA0493.1.Klf1	chr17	83654866	83654876	-	0.000	0.000	Merged-chr17-83654883-58
NR49588--MA0493.1.Klf1	chr5	23722185	23722195	+	0.000	0.000	Merged-chr5-23722080-21
NR57260--MA0599.1.KLF5	chr6	120255898	120255907	-	0.000	0.000	Merged-chr6-120255729-21
NR62055--MA1107.1.KLF9	chr7	110203786	110203798	-	0.000	0.000	Merged-chr7-110203728-41
NR58632--MA0740.1.KLF14	chr6	146725224	146725237	+	0.000	0.000	Merged-chr6-146725139-81
