#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/WT_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.1_selected/pval-0.1_updn/all.df.numx.c5-DKO_Th1_vs_WT_Th1-pval-0.1_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.1_selected/pval-0.1_updn/all.df.numx.c5-DKO_Th1_vs_WT_Th1-pval-0.1_up.bed
NR47954--MA0599.1.KLF5	chr4	149664344	149664353	+	0.000	0.000	Merged-chr4-149664202-47
NR2077--MA0742.1.Klf12	chr1	128794118	128794132	+	0.000	0.000	Merged-chr1-128794102-26
NR42960--MA1107.1.KLF9	chr3	133758585	133758597	+	0.000	0.000	Merged-chr3-133758511-65
NR29486--MA0493.1.Klf1	chr17	74865014	74865024	-	0.000	0.000	Merged-chr17-74864979-18
NR58147--MA0493.1.Klf1	chr7	24452283	24452293	-	0.000	0.000	Merged-chr7-24452185-33
NR35613--MA1107.1.KLF9	chr2	45172976	45172988	-	0.000	0.000	Merged-chr2-45172921-51
NR65149--MA1107.1.KLF9	chr8	122917782	122917794	+	0.000	0.000	Merged-chr8-122917932-59
NR50699--MA1107.1.KLF9	chr5	107926653	107926665	+	0.000	0.000	Merged-chr5-107926816-56
NR14031--MA0741.1.KLF16	chr12	52383032	52383042	+	0.000	0.000	Merged-chr12-52383146-23
NR8908--MA0039.3.KLF4	chr10	128940594	128940604	-	0.000	0.000	Merged-chr10-128940717-41
NR7626--MA1107.1.KLF9	chr10	98745684	98745696	+	0.000	0.000	Merged-chr10-98745748-77
NR162--MA0741.1.KLF16	chr1	20912782	20912792	-	0.000	0.000	Merged-chr1-20912686-65
NR65167--MA1107.1.KLF9	chr8	123163067	123163079	+	0.000	0.000	Merged-chr8-123163099-40
NR26548--MA0493.1.Klf1	chr16	93552856	93552866	+	0.000	0.000	Merged-chr16-93552984-42
NR35851--MA0493.1.Klf1	chr2	59513733	59513743	-	0.000	0.000	Merged-chr2-59513816-12
NR22113--MA0599.1.KLF5	chr15	25692702	25692711	-	0.000	0.000	Merged-chr15-25692698-43
NR38799--MA0599.1.KLF5	chr2	158179202	158179211	-	0.000	0.000	Merged-chr2-158179183-18
NR60594--MA0741.1.KLF16	chr7	110796452	110796462	-	0.000	0.000	Merged-chr7-110796429-1
NR14044--MA0741.1.KLF16	chr12	52383147	52383157	-	0.000	0.000	Merged-chr12-52383146-23
NR2790--MA1107.1.KLF9	chr1	153380033	153380045	+	0.000	0.000	Merged-chr1-153380015-29
NR50041--MA1107.1.KLF9	chr5	86783215	86783227	+	0.000	0.000	Merged-chr5-86783243-43
NR49452--MA0039.3.KLF4	chr5	53605580	53605590	-	0.000	0.000	Merged-chr5-53605625-25
NR60743--MA1107.1.KLF9	chr7	114356564	114356576	-	0.000	0.000	Merged-chr7-114356592-29
NR70310--MA0741.1.KLF16	chrX	143030857	143030867	+	0.000	0.000	Merged-chrX-143030752-27
NR25408--MA0741.1.KLF16	chr16	33053322	33053332	+	0.000	0.000	Merged-chr16-33053250-22
NR61075--MA0742.1.Klf12	chr7	122932279	122932293	-	0.000	0.000	Merged-chr7-122932357-26
NR4725--MA0599.1.KLF5	chr1	193365983	193365992	-	0.000	0.000	Merged-chr1-193366026-12
NR34551--MA0493.1.Klf1	chr2	10581281	10581291	+	0.000	0.000	Merged-chr2-10581253-23
NR8910--MA0741.1.KLF16	chr10	128940595	128940605	-	0.000	0.000	Merged-chr10-128940717-41
NR12657--MA0742.1.Klf12	chr11	113508467	113508481	+	0.000	0.000	Merged-chr11-113508478-30
NR52827--MA0741.1.KLF16	chr5	144358131	144358141	-	0.000	0.000	Merged-chr5-144358177-56
NR67095--MA0742.1.Klf12	chr9	70484978	70484992	+	0.000	0.000	Merged-chr9-70485119-27
NR35847--MA0493.1.Klf1	chr2	59513713	59513723	-	0.000	0.000	Merged-chr2-59513816-12
NR55336--MA0742.1.Klf12	chr6	108340936	108340950	+	0.000	0.000	Merged-chr6-108341032-57
NR22118--MA0599.1.KLF5	chr15	25696042	25696051	-	0.000	0.000	Merged-chr15-25696018-37
NR34337--MA0599.1.KLF5	chr19	60182325	60182334	+	0.000	0.000	Merged-chr19-60182316-4
NR29826--MA0039.3.KLF4	chr17	84056506	84056516	-	0.000	0.000	Merged-chr17-84056540-29
NR67035--MA0599.1.KLF5	chr9	69073392	69073401	+	0.000	0.000	Merged-chr9-69073494-25
NR56009--MA0599.1.KLF5	chr6	124782732	124782741	+	0.000	0.000	Merged-chr6-124782672-28
NR29733--MA0493.1.Klf1	chr17	83158740	83158750	+	0.000	0.000	Merged-chr17-83158899-1
NR65135--MA0740.1.KLF14	chr8	122830611	122830624	-	0.000	0.000	Merged-chr8-122830523-28
NR49811--MA1107.1.KLF9	chr5	74260698	74260710	-	0.000	0.000	Merged-chr5-74260801-106
NR16004--MA0599.1.KLF5	chr12	117553356	117553365	-	0.000	0.000	Merged-chr12-117553468-60
NR42956--MA0742.1.Klf12	chr3	133758585	133758599	+	0.000	0.000	Merged-chr3-133758511-65
NR45791--MA0742.1.Klf12	chr4	101419685	101419699	-	0.000	0.000	Merged-chr4-101419713-70
NR28674--MA1107.1.KLF9	chr17	47171149	47171161	-	0.000	0.000	Merged-chr17-47171280-54
NR18725--MA0493.1.Klf1	chr13	108100601	108100611	+	0.000	0.000	Merged-chr13-108100820-31
NR24077--MA0039.3.KLF4	chr15	94255267	94255277	+	0.000	0.000	Merged-chr15-94255177-46
NR38790--MA0741.1.KLF16	chr2	158105825	158105835	-	0.000	0.000	Merged-chr2-158105775-9
NR58150--MA0742.1.Klf12	chr7	24481950	24481964	+	0.000	0.000	Merged-chr7-24481860-36
NR36893--MA0599.1.KLF5	chr2	104172842	104172851	-	0.000	0.000	Merged-chr2-104172938-49
NR62844--MA0599.1.KLF5	chr8	40963172	40963181	-	0.000	0.000	Merged-chr8-40963134-88
NR61645--MA0740.1.KLF14	chr7	135598565	135598578	+	0.000	0.000	Merged-chr7-135598633-32
NR61077--MA1107.1.KLF9	chr7	122932281	122932293	-	0.000	0.000	Merged-chr7-122932357-26
NR9622--MA0742.1.Klf12	chr11	46462211	46462225	-	0.000	0.000	Merged-chr11-46462115-37
NR64669--MA1107.1.KLF9	chr8	114888550	114888562	-	0.000	0.000	Merged-chr8-114888790-56
