#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/DKO_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.1_selected/pval-0.1_updn/all.df.numx.c5-DKO_Tfh_vs_Prdm1KO_Tfh-pval-0.1_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.1_selected/pval-0.1_updn/all.df.numx.c5-DKO_Tfh_vs_Prdm1KO_Tfh-pval-0.1_up.bed
NR55722--MA0039.3.KLF4	chr7	24407305	24407315	+	0.000	0.000	Merged-chr7-24407263-37
NR53897--MA0493.1.Klf1	chr6	122270365	122270375	+	0.000	0.000	Merged-chr6-122270304-33
NR26919--MA0493.1.Klf1	chr17	32402084	32402094	+	0.000	0.000	Merged-chr17-32402116-14
NR64485--MA0599.1.KLF5	chr9	62420134	62420143	-	0.000	0.000	Merged-chr9-62420075-10
NR22263--MA0740.1.KLF14	chr15	78835206	78835219	-	0.000	0.000	Merged-chr15-78835387-37
NR9541--MA1107.1.KLF9	chr11	46454879	46454891	-	0.000	0.000	Merged-chr11-46454823-30
NR53759--MA0741.1.KLF16	chr6	119199105	119199115	+	0.000	0.000	Merged-chr6-119199024-52
NR30481--MA1107.1.KLF9	chr18	73816985	73816997	+	0.000	0.000	Merged-chr18-73816843-39
NR365--MA0493.1.Klf1	chr1	37286806	37286816	-	0.000	0.000	Merged-chr1-37286924-34
NR2249--MA0599.1.KLF5	chr1	133801283	133801292	-	0.000	0.000	Merged-chr1-133801271-79
NR33500--MA1107.1.KLF9	chr2	27487404	27487416	-	0.000	0.000	Merged-chr2-27487515-13
NR32154--MA0741.1.KLF16	chr19	42149847	42149857	+	0.000	0.000	Merged-chr19-42149753-11
NR23492--MA1107.1.KLF9	chr16	3962969	3962981	+	0.000	0.000	Merged-chr16-3962878-14
NR29221--MA1107.1.KLF9	chr18	23828651	23828663	-	0.000	0.000	Merged-chr18-23828715-22
NR47563--MA1107.1.KLF9	chr5	43824747	43824759	-	0.000	0.000	Merged-chr5-43824623-50
NR16812--MA1107.1.KLF9	chr13	63189528	63189540	-	0.000	0.000	Merged-chr13-63189715-33
NR36765--MA0741.1.KLF16	chr2	146198154	146198164	-	0.000	0.000	Merged-chr2-146198137-48
NR47998--MA0493.1.Klf1	chr5	72202164	72202174	+	0.000	0.000	Merged-chr5-72202096-40
NR39238--MA1107.1.KLF9	chr3	68784321	68784333	-	0.000	0.000	Merged-chr3-68784168-43
NR11614--MA0741.1.KLF16	chr11	97146173	97146183	+	0.000	0.000	Merged-chr11-97146058-3
NR63932--MA0741.1.KLF16	chr9	43785136	43785146	-	0.000	0.000	Merged-chr9-43784994-20
NR18450--MA1107.1.KLF9	chr13	119657283	119657295	+	0.000	0.000	Merged-chr13-119657260-10
NR24539--MA0742.1.Klf12	chr16	49854433	49854447	-	0.000	0.000	Merged-chr16-49854418-36
NR4798--MA0741.1.KLF16	chr10	5448762	5448772	-	0.000	0.000	Merged-chr10-5448562-35
NR35470--MA0493.1.Klf1	chr2	103703463	103703473	-	0.000	0.000	Merged-chr2-103703560-39
NR56620--MA1107.1.KLF9	chr7	45771292	45771304	-	0.000	0.000	Merged-chr7-45771241-24
NR46273--MA0599.1.KLF5	chr4	150995151	150995160	-	0.000	0.000	Merged-chr4-150995020-21
NR50959--MA0493.1.Klf1	chr5	143976872	143976882	-	0.000	0.000	Merged-chr5-143976902-14
NR25413--MA0493.1.Klf1	chr16	93777383	93777393	+	0.000	0.000	Merged-chr16-93777222-1
NR24331--MA0039.3.KLF4	chr16	35984019	35984029	-	0.000	0.000	Merged-chr16-35984000-4
NR18414--MA0039.3.KLF4	chr13	118383765	118383775	+	0.000	0.000	Merged-chr13-118383663-25
NR41271--MA0742.1.Klf12	chr3	136730173	136730187	-	0.000	0.000	Merged-chr3-136730222-15
NR40499--MA0493.1.Klf1	chr3	115673895	115673905	-	0.000	0.000	Merged-chr3-115673863-61
NR40551--MA0741.1.KLF16	chr3	116434979	116434989	-	0.000	0.000	Merged-chr3-116434903-21
NR7712--MA0599.1.KLF5	chr10	111031824	111031833	+	0.000	0.000	Merged-chr10-111031729-43
NR25318--MA0740.1.KLF14	chr16	91588189	91588202	+	0.000	0.000	Merged-chr16-91588038-25
NR20105--MA0740.1.KLF14	chr14	75820045	75820058	-	0.000	0.000	Merged-chr14-75819905-19
NR24225--MA0741.1.KLF16	chr16	32434127	32434137	+	0.000	0.000	Merged-chr16-32434269-25
NR53329--MA0493.1.Klf1	chr6	100879806	100879816	-	0.000	0.000	Merged-chr6-100879682-24
NR35237--MA1107.1.KLF9	chr2	92243968	92243980	-	0.000	0.000	Merged-chr2-92243919-9
NR45137--MA0039.3.KLF4	chr4	132808283	132808293	-	0.000	0.000	Merged-chr4-132808337-17
NR34254--MA0039.3.KLF4	chr2	53067448	53067458	-	0.000	0.000	Merged-chr2-53067376-9
NR2163--MA1107.1.KLF9	chr1	131161255	131161267	-	0.000	0.000	Merged-chr1-131161352-21
NR18790--MA0039.3.KLF4	chr14	25421977	25421987	+	0.000	0.000	Merged-chr14-25421957-44
NR36206--MA1107.1.KLF9	chr2	129180044	129180056	-	0.000	0.000	Merged-chr2-129180074-1
NR25323--MA1107.1.KLF9	chr16	91588189	91588201	+	0.000	0.000	Merged-chr16-91588038-25
NR21756--MA1107.1.KLF9	chr15	60120084	60120096	-	0.000	0.000	Merged-chr15-60120172-38
NR37888--MA0599.1.KLF5	chr2	169702952	169702961	+	0.000	0.000	Merged-chr2-169702917-20
NR40503--MA1107.1.KLF9	chr3	115706530	115706542	+	0.000	0.000	Merged-chr3-115706402-1
NR12820--MA1107.1.KLF9	chr11	119109559	119109571	+	0.000	0.000	Merged-chr11-119109624-20
NR14516--MA0742.1.Klf12	chr12	94083629	94083643	+	0.000	0.000	Merged-chr12-94083592-14
NR41275--MA0741.1.KLF16	chr3	136730176	136730186	-	0.000	0.000	Merged-chr3-136730222-15
NR5649--MA0599.1.KLF5	chr10	59380474	59380483	-	0.000	0.000	Merged-chr10-59380482-71
NR10268--MA0657.1.KLF13	chr11	66961664	66961681	+	0.000	0.000	Merged-chr11-66961666-9
NR62533--MA1107.1.KLF9	chr8	117052551	117052563	-	0.000	0.000	Merged-chr8-117052612-3
NR24238--MA0741.1.KLF16	chr16	33053322	33053332	+	0.000	0.000	Merged-chr16-33053250-22
NR10720--MA0741.1.KLF16	chr11	75877999	75878009	-	0.000	0.000	Merged-chr11-75877808-8
NR53822--MA0742.1.Klf12	chr6	120199682	120199696	+	0.000	0.000	Merged-chr6-120199707-32
NR67719--MA0493.1.Klf1	chrX	102037222	102037232	-	0.000	0.000	Merged-chrX-102037181-28
NR44876--MA1107.1.KLF9	chr4	129060104	129060116	-	0.000	0.000	Merged-chr4-129060075-18
NR14727--MA0740.1.KLF14	chr12	102627694	102627707	+	0.000	0.000	Merged-chr12-102627698-2
NR40521--MA1107.1.KLF9	chr3	115758850	115758862	-	0.000	0.000	Merged-chr3-115758930-94
NR21551--MA0742.1.Klf12	chr15	42983385	42983399	+	0.000	0.000	Merged-chr15-42983258-15
NR7375--MA0039.3.KLF4	chr10	95009210	95009220	-	0.000	0.000	Merged-chr10-95009173-43
NR27149--MA0039.3.KLF4	chr17	35231250	35231260	-	0.000	0.000	Merged-chr17-35231264-33
NR48501--MA0741.1.KLF16	chr5	92967507	92967517	+	0.000	0.000	Merged-chr5-92967427-8
NR65113--MA0039.3.KLF4	chr9	79816247	79816257	+	0.000	0.000	Merged-chr9-79816288-41
NR12789--MA0740.1.KLF14	chr11	118200329	118200342	-	0.000	0.000	Merged-chr11-118200400-19
NR25534--MA0741.1.KLF16	chr16	96089730	96089740	+	0.000	0.000	Merged-chr16-96089683-18
NR40508--MA1107.1.KLF9	chr3	115706540	115706552	+	0.000	0.000	Merged-chr3-115706402-1
NR18594--MA1107.1.KLF9	chr14	12243814	12243826	+	0.000	0.000	Merged-chr14-12243878-61
NR48928--MA0741.1.KLF16	chr5	105709890	105709900	-	0.000	0.000	Merged-chr5-105709845-15
NR64284--MA0493.1.Klf1	chr9	57577533	57577543	-	0.000	0.000	Merged-chr9-57577523-17
NR62538--MA1107.1.KLF9	chr8	117052561	117052573	-	0.000	0.000	Merged-chr8-117052612-3
NR21555--MA0741.1.KLF16	chr15	42983386	42983396	+	0.000	0.000	Merged-chr15-42983258-15
NR47656--MA0740.1.KLF14	chr5	54111079	54111092	+	0.000	0.000	Merged-chr5-54110931-21
NR22266--MA0741.1.KLF16	chr15	78835208	78835218	-	0.000	0.000	Merged-chr15-78835387-37
NR45408--MA0741.1.KLF16	chr4	135198005	135198015	+	0.000	0.000	Merged-chr4-135197991-22
NR63507--MA1107.1.KLF9	chr9	21419887	21419899	-	0.000	0.000	Merged-chr9-21419783-26
NR15697--MA0742.1.Klf12	chr13	15982597	15982611	+	0.000	0.000	Merged-chr13-15982553-21
NR26240--MA0599.1.KLF5	chr17	21423176	21423185	-	0.000	0.000	Merged-chr17-21423109-81
NR66142--MA0599.1.KLF5	chr9	110641166	110641175	+	0.000	0.000	Merged-chr9-110641188-21
NR21407--MA0039.3.KLF4	chr15	36562770	36562780	+	0.000	0.000	Merged-chr15-36562926-39
NR59652--MA0740.1.KLF14	chr7	141579226	141579239	-	0.000	0.000	Merged-chr7-141579078-48
NR13164--MA0599.1.KLF5	chr12	13508950	13508959	-	0.000	0.000	Merged-chr12-13508859-14
NR57716--MA0493.1.Klf1	chr7	98108945	98108955	+	0.000	0.000	Merged-chr7-98109106-60
NR3049--MA0599.1.KLF5	chr1	159812997	159813006	-	0.000	0.000	Merged-chr1-159812982-41
NR52670--MA0599.1.KLF5	chr6	72957817	72957826	-	0.000	0.000	Merged-chr6-72957924-4
NR40556--MA0741.1.KLF16	chr3	116434984	116434994	-	0.000	0.000	Merged-chr3-116434903-21
NR64737--MA0599.1.KLF5	chr9	69092609	69092618	-	0.000	0.000	Merged-chr9-69092509-18
NR14692--MA0493.1.Klf1	chr12	102351067	102351077	-	0.000	0.000	Merged-chr12-102350976-38
NR56619--MA0742.1.Klf12	chr7	45771290	45771304	-	0.000	0.000	Merged-chr7-45771241-24
NR26749--MA0740.1.KLF14	chr17	29341891	29341904	-	0.000	0.000	Merged-chr17-29341751-10
NR53826--MA1107.1.KLF9	chr6	120199682	120199694	+	0.000	0.000	Merged-chr6-120199707-32
NR24967--MA0742.1.Klf12	chr16	75920988	75921002	-	0.000	0.000	Merged-chr16-75921068-56
NR20143--MA1107.1.KLF9	chr14	76579948	76579960	-	0.000	0.000	Merged-chr14-76580010-38
NR51790--MA0493.1.Klf1	chr6	34497705	34497715	-	0.000	0.000	Merged-chr6-34497714-15
NR53751--MA0599.1.KLF5	chr6	119199121	119199130	+	0.000	0.000	Merged-chr6-119199024-52
NR6881--MA0039.3.KLF4	chr10	83336548	83336558	-	0.000	0.000	Merged-chr10-83336542-10
NR3137--MA0039.3.KLF4	chr1	161791977	161791987	-	0.000	0.000	Merged-chr1-161792020-2
NR9797--MA0039.3.KLF4	chr11	53658318	53658328	+	0.000	0.000	Merged-chr11-53658206-1
NR17156--MA0493.1.Klf1	chr13	81402027	81402037	+	0.000	0.000	Merged-chr13-81401902-10
NR20005--MA0493.1.Klf1	chr14	73596754	73596764	+	0.000	0.000	Merged-chr14-73596722-14
NR9664--MA0741.1.KLF16	chr11	51577801	51577811	+	0.000	0.000	Merged-chr11-51577778-26
NR13221--MA0742.1.Klf12	chr12	17511203	17511217	+	0.000	0.000	Merged-chr12-17511273-48
NR3053--MA0493.1.Klf1	chr1	159812997	159813007	-	0.000	0.000	Merged-chr1-159812982-41
NR20108--MA0741.1.KLF16	chr14	75820047	75820057	-	0.000	0.000	Merged-chr14-75819905-19
NR6430--MA0493.1.Klf1	chr10	79692122	79692132	+	0.000	0.000	Merged-chr10-79692164-17
NR22417--MA1107.1.KLF9	chr15	80590878	80590890	-	0.000	0.000	Merged-chr15-80590747-44
NR13270--MA0039.3.KLF4	chr12	21480431	21480441	+	0.000	0.000	Merged-chr12-21480312-60
NR35090--MA1107.1.KLF9	chr2	85060853	85060865	-	0.000	0.000	Merged-chr2-85060915-54
NR59672--MA0742.1.Klf12	chr7	142354081	142354095	+	0.000	0.000	Merged-chr7-142354183-49
NR41741--MA0039.3.KLF4	chr3	148419632	148419642	-	0.000	0.000	Merged-chr3-148419698-33
NR31850--MA0741.1.KLF16	chr19	31337341	31337351	-	0.000	0.000	Merged-chr19-31337298-1
NR65155--MA0493.1.Klf1	chr9	83437920	83437930	+	0.000	0.000	Merged-chr9-83437873-26
NR34977--MA0493.1.Klf1	chr2	79065515	79065525	+	0.000	0.000	Merged-chr2-79065510-16
NR20394--MA1107.1.KLF9	chr14	100235722	100235734	+	0.000	0.000	Merged-chr14-100235821-25
NR3300--MA0599.1.KLF5	chr1	165730350	165730359	+	0.000	0.000	Merged-chr1-165730262-25
NR40428--MA1107.1.KLF9	chr3	108727528	108727540	+	0.000	0.000	Merged-chr3-108727524-22
NR49369--MA0742.1.Klf12	chr5	114041783	114041797	-	0.000	0.000	Merged-chr5-114041714-24
NR7632--MA0493.1.Klf1	chr10	108119537	108119547	+	0.000	0.000	Merged-chr10-108119748-35
NR2513--MA0039.3.KLF4	chr1	143466274	143466284	-	0.000	0.000	Merged-chr1-143466091-51
NR51182--MA0741.1.KLF16	chr5	148489495	148489505	-	0.000	0.000	Merged-chr5-148489625-52
NR59144--MA0493.1.Klf1	chr7	130369602	130369612	-	0.000	0.000	Merged-chr7-130369779-7
NR30729--MA1107.1.KLF9	chr18	80600768	80600780	-	0.000	0.000	Merged-chr18-80600681-25
NR10122--MA1107.1.KLF9	chr11	60937933	60937945	-	0.000	0.000	Merged-chr11-60937827-26
NR46510--MA0039.3.KLF4	chr4	155082199	155082209	+	0.000	0.000	Merged-chr4-155082260-14
NR49230--MA0493.1.Klf1	chr5	112311048	112311058	+	0.000	0.000	Merged-chr5-112310969-9
NR63929--MA0741.1.KLF16	chr9	43785133	43785143	-	0.000	0.000	Merged-chr9-43784994-20
NR48506--MA0741.1.KLF16	chr5	92967512	92967522	+	0.000	0.000	Merged-chr5-92967427-8
NR53836--MA0493.1.Klf1	chr6	120264385	120264395	-	0.000	0.000	Merged-chr6-120264409-18
NR44875--MA0741.1.KLF16	chr4	129060105	129060115	-	0.000	0.000	Merged-chr4-129060075-18
NR59256--MA0493.1.Klf1	chr7	132772647	132772657	-	0.000	0.000	Merged-chr7-132772585-7
NR6817--MA0742.1.Klf12	chr10	81525252	81525266	-	0.000	0.000	Merged-chr10-81525209-7
NR47657--MA0657.1.KLF13	chr5	54111078	54111095	+	0.000	0.000	Merged-chr5-54110931-21
NR54058--MA0599.1.KLF5	chr6	127264069	127264078	-	0.000	0.000	Merged-chr6-127264061-14
NR59676--MA0741.1.KLF16	chr7	142354082	142354092	+	0.000	0.000	Merged-chr7-142354183-49
NR15698--MA0599.1.KLF5	chr13	15982598	15982607	+	0.000	0.000	Merged-chr13-15982553-21
NR6901--MA0599.1.KLF5	chr10	83733823	83733832	-	0.000	0.000	Merged-chr10-83733897-13
NR37234--MA0039.3.KLF4	chr2	158105824	158105834	-	0.000	0.000	Merged-chr2-158105775-9
NR17608--MA0657.1.KLF13	chr13	98692027	98692044	-	0.000	0.000	Merged-chr13-98692096-35
NR18914--MA0741.1.KLF16	chr14	30827015	30827025	-	0.000	0.000	Merged-chr14-30826905-18
NR45671--MA0039.3.KLF4	chr4	138975471	138975481	-	0.000	0.000	Merged-chr4-138975429-9
NR26688--MA0493.1.Klf1	chr17	28590947	28590957	-	0.000	0.000	Merged-chr17-28590948-24
NR29670--MA0741.1.KLF16	chr18	46917798	46917808	-	0.000	0.000	Merged-chr18-46917814-10
NR32492--MA0039.3.KLF4	chr19	53035491	53035501	-	0.000	0.000	Merged-chr19-53035588-13
NR5910--MA0742.1.Klf12	chr10	67607749	67607763	-	0.000	0.000	Merged-chr10-67607847-59
NR41270--MA0740.1.KLF14	chr3	136730174	136730187	-	0.000	0.000	Merged-chr3-136730222-15
NR45121--MA1107.1.KLF9	chr4	132749078	132749090	-	0.000	0.000	Merged-chr4-132748989-25
NR49373--MA1107.1.KLF9	chr5	114041785	114041797	-	0.000	0.000	Merged-chr5-114041714-24
NR53746--MA0740.1.KLF14	chr6	119199104	119199117	+	0.000	0.000	Merged-chr6-119199024-52
NR10271--MA0741.1.KLF16	chr11	66961666	66961676	+	0.000	0.000	Merged-chr11-66961666-9
NR49015--MA1107.1.KLF9	chr5	107926655	107926667	+	0.000	0.000	Merged-chr5-107926816-56
NR13523--MA0599.1.KLF5	chr12	41040123	41040132	-	0.000	0.000	Merged-chr12-41040097-12
NR53764--MA1107.1.KLF9	chr6	119199130	119199142	+	0.000	0.000	Merged-chr6-119199024-52
NR20037--MA0493.1.Klf1	chr14	75064698	75064708	+	0.000	0.000	Merged-chr14-75064758-13
NR4147--MA0039.3.KLF4	chr1	184908650	184908660	+	0.000	0.000	Merged-chr1-184908710-36
NR63503--MA0742.1.Klf12	chr9	21419885	21419899	-	0.000	0.000	Merged-chr9-21419783-26
NR33936--MA0741.1.KLF16	chr2	34938774	34938784	-	0.000	0.000	Merged-chr2-34938971-69
NR27380--MA0599.1.KLF5	chr17	44569346	44569355	+	0.000	0.000	Merged-chr17-44569444-63
NR54952--MA0039.3.KLF4	chr6	146081187	146081197	-	0.000	0.000	Merged-chr6-146081045-99
NR50960--MA1107.1.KLF9	chr5	143976870	143976882	-	0.000	0.000	Merged-chr5-143976902-14
NR29226--MA0741.1.KLF16	chr18	23841685	23841695	-	0.000	0.000	Merged-chr18-23841558-17
NR55711--MA1107.1.KLF9	chr7	24369911	24369923	-	0.000	0.000	Merged-chr7-24370030-56
NR32152--MA0039.3.KLF4	chr19	42149848	42149858	+	0.000	0.000	Merged-chr19-42149753-11
NR59655--MA0741.1.KLF16	chr7	141579228	141579238	-	0.000	0.000	Merged-chr7-141579078-48
NR47963--MA0039.3.KLF4	chr5	72163344	72163354	+	0.000	0.000	Merged-chr5-72163190-22
NR63338--MA1107.1.KLF9	chr9	13518705	13518717	-	0.000	0.000	Merged-chr9-13518732-12
NR55832--MA1107.1.KLF9	chr7	25274703	25274715	-	0.000	0.000	Merged-chr7-25274742-22
NR33933--MA0599.1.KLF5	chr2	34938758	34938767	-	0.000	0.000	Merged-chr2-34938971-69
NR11348--MA0599.1.KLF5	chr11	88993896	88993905	-	0.000	0.000	Merged-chr11-88993773-46
NR6905--MA0742.1.Klf12	chr10	83733912	83733926	-	0.000	0.000	Merged-chr10-83733897-13
NR31864--MA1107.1.KLF9	chr19	32172587	32172599	-	0.000	0.000	Merged-chr19-32172725-56
NR37621--MA0599.1.KLF5	chr2	166610541	166610550	+	0.000	0.000	Merged-chr2-166610595-30
NR7757--MA0039.3.KLF4	chr10	111635691	111635701	-	0.000	0.000	Merged-chr10-111635766-22
NR28657--MA1107.1.KLF9	chr17	84368866	84368878	-	0.000	0.000	Merged-chr17-84368765-10
NR24330--MA0599.1.KLF5	chr16	35984021	35984030	-	0.000	0.000	Merged-chr16-35984000-4
NR15634--MA0742.1.Klf12	chr13	9360272	9360286	-	0.000	0.000	Merged-chr13-9360244-14
NR39216--MA0742.1.Klf12	chr3	68784300	68784314	-	0.000	0.000	Merged-chr3-68784168-43
NR58794--MA0599.1.KLF5	chr7	125592991	125593000	-	0.000	0.000	Merged-chr7-125593204-10
NR43409--MA0740.1.KLF14	chr4	62661629	62661642	-	0.000	0.000	Merged-chr4-62661511-68
NR28018--MA0741.1.KLF16	chr17	64617890	64617900	+	0.000	0.000	Merged-chr17-64617840-28
NR53756--MA0493.1.Klf1	chr6	119199120	119199130	+	0.000	0.000	Merged-chr6-119199024-52
NR32043--MA0741.1.KLF16	chr19	38746134	38746144	-	0.000	0.000	Merged-chr19-38746267-36
NR45136--MA0599.1.KLF5	chr4	132808285	132808294	-	0.000	0.000	Merged-chr4-132808337-17
NR31855--MA0741.1.KLF16	chr19	31337346	31337356	-	0.000	0.000	Merged-chr19-31337298-1
NR21550--MA0740.1.KLF14	chr15	42983385	42983398	+	0.000	0.000	Merged-chr15-42983258-15
NR38011--MA0039.3.KLF4	chr2	172439344	172439354	-	0.000	0.000	Merged-chr2-172439271-2
NR51389--MA0599.1.KLF5	chr6	3536306	3536315	+	0.000	0.000	Merged-chr6-3536376-27
NR14052--MA0039.3.KLF4	chr12	76889982	76889992	+	0.000	0.000	Merged-chr12-76889803-12
NR50505--MA0599.1.KLF5	chr5	136953067	136953076	+	0.000	0.000	Merged-chr5-136953170-41
NR49220--MA0740.1.KLF14	chr5	112301909	112301922	+	0.000	0.000	Merged-chr5-112301937-36
NR25532--MA0599.1.KLF5	chr16	96089728	96089737	+	0.000	0.000	Merged-chr16-96089683-18
NR60664--MA1107.1.KLF9	chr8	48425233	48425245	-	0.000	0.000	Merged-chr8-48425330-34
NR58795--MA0741.1.KLF16	chr7	125592990	125593000	-	0.000	0.000	Merged-chr7-125593204-10
NR25322--MA0741.1.KLF16	chr16	91588190	91588200	+	0.000	0.000	Merged-chr16-91588038-25
NR12580--MA1107.1.KLF9	chr11	115338892	115338904	+	0.000	0.000	Merged-chr11-115338922-7
NR24540--MA0493.1.Klf1	chr16	49854437	49854447	-	0.000	0.000	Merged-chr16-49854418-36
NR23371--MA0741.1.KLF16	chr15	102110644	102110654	-	0.000	0.000	Merged-chr15-102110732-12
NR61991--MA1107.1.KLF9	chr8	96552650	96552662	-	0.000	0.000	Merged-chr8-96552694-31
NR14590--MA0741.1.KLF16	chr12	99642765	99642775	+	0.000	0.000	Merged-chr12-99642640-25
NR16087--MA0742.1.Klf12	chr13	38503553	38503567	+	0.000	0.000	Merged-chr13-38503650-43
NR67720--MA1107.1.KLF9	chrX	102037220	102037232	-	0.000	0.000	Merged-chrX-102037181-28
NR57354--MA1107.1.KLF9	chr7	81075553	81075565	-	0.000	0.000	Merged-chr7-81075371-56
NR21862--MA0599.1.KLF5	chr15	67158702	67158711	-	0.000	0.000	Merged-chr15-67158847-15
NR58690--MA1107.1.KLF9	chr7	122317171	122317183	+	0.000	0.000	Merged-chr7-122317075-24
NR7716--MA0741.1.KLF16	chr10	111031831	111031841	+	0.000	0.000	Merged-chr10-111031729-43
NR39223--MA0493.1.Klf1	chr3	68784288	68784298	-	0.000	0.000	Merged-chr3-68784168-43
NR7337--MA1107.1.KLF9	chr10	94551750	94551762	-	0.000	0.000	Merged-chr10-94551623-4
NR33032--MA0039.3.KLF4	chr2	7254631	7254641	-	0.000	0.000	Merged-chr2-7254714-17
NR49817--MA1107.1.KLF9	chr5	123150867	123150879	-	0.000	0.000	Merged-chr5-123150677-160
NR37075--MA0740.1.KLF14	chr2	154615971	154615984	+	0.000	0.000	Merged-chr2-154615883-15
NR37603--MA0493.1.Klf1	chr2	166227683	166227693	-	0.000	0.000	Merged-chr2-166227606-22
NR39236--MA1107.1.KLF9	chr3	68784313	68784325	-	0.000	0.000	Merged-chr3-68784168-43
NR7374--MA0599.1.KLF5	chr10	95009212	95009221	-	0.000	0.000	Merged-chr10-95009173-43
NR49948--MA0599.1.KLF5	chr5	125052283	125052292	+	0.000	0.000	Merged-chr5-125052528-23
NR57105--MA0742.1.Klf12	chr7	75760686	75760700	-	0.000	0.000	Merged-chr7-75760769-39
NR34338--MA0493.1.Klf1	chr2	59513733	59513743	-	0.000	0.000	Merged-chr2-59513816-12
NR12698--MA0599.1.KLF5	chr11	116842941	116842950	-	0.000	0.000	Merged-chr11-116842841-2
NR29675--MA0741.1.KLF16	chr18	46917803	46917813	-	0.000	0.000	Merged-chr18-46917814-10
NR14514--MA1107.1.KLF9	chr12	94083598	94083610	+	0.000	0.000	Merged-chr12-94083592-14
NR42407--MA0039.3.KLF4	chr4	11684320	11684330	-	0.000	0.000	Merged-chr4-11684265-15
NR32870--MA0493.1.Klf1	chr19	60183110	60183120	+	0.000	0.000	Merged-chr19-60182957-49
NR24110--MA1107.1.KLF9	chr16	24975252	24975264	+	0.000	0.000	Merged-chr16-24975123-11
NR8106--MA0599.1.KLF5	chr10	119031179	119031188	-	0.000	0.000	Merged-chr10-119031155-35
NR21745--MA0742.1.Klf12	chr15	59762260	59762274	+	0.000	0.000	Merged-chr15-59762255-43
NR16800--MA0742.1.Klf12	chr13	63189526	63189540	-	0.000	0.000	Merged-chr13-63189715-33
NR32663--MA0742.1.Klf12	chr19	56756820	56756834	-	0.000	0.000	Merged-chr19-56756635-43
NR5073--MA0493.1.Klf1	chr10	19594672	19594682	-	0.000	0.000	Merged-chr10-19594652-16
NR5660--MA0599.1.KLF5	chr10	59897802	59897811	-	0.000	0.000	Merged-chr10-59897691-5
NR50041--MA0741.1.KLF16	chr5	129192020	129192030	+	0.000	0.000	Merged-chr5-129191899-21
NR14635--MA0741.1.KLF16	chr12	100928456	100928466	-	0.000	0.000	Merged-chr12-100928517-22
NR26985--MA0599.1.KLF5	chr17	33563749	33563758	+	0.000	0.000	Merged-chr17-33563848-35
NR49952--MA0493.1.Klf1	chr5	125052482	125052492	+	0.000	0.000	Merged-chr5-125052528-23
NR2117--MA0493.1.Klf1	chr1	128540452	128540462	+	0.000	0.000	Merged-chr1-128540410-9
NR53318--MA0493.1.Klf1	chr6	100824841	100824851	-	0.000	0.000	Merged-chr6-100824678-47
NR41810--MA1107.1.KLF9	chr3	149394066	149394078	-	0.000	0.000	Merged-chr3-149393865-18
NR31659--MA1107.1.KLF9	chr19	21785261	21785273	+	0.000	0.000	Merged-chr19-21785424-37
NR33180--MA0039.3.KLF4	chr2	17712689	17712699	+	0.000	0.000	Merged-chr2-17712795-10
NR26902--MA0741.1.KLF16	chr17	32363865	32363875	-	0.000	0.000	Merged-chr17-32364018-2
NR22400--MA0741.1.KLF16	chr15	80192530	80192540	+	0.000	0.000	Merged-chr15-80192413-58
NR5072--MA0039.3.KLF4	chr10	19594670	19594680	-	0.000	0.000	Merged-chr10-19594652-16
NR54157--MA0740.1.KLF14	chr6	128796573	128796586	-	0.000	0.000	Merged-chr6-128796510-47
NR44870--MA0740.1.KLF14	chr4	129060103	129060116	-	0.000	0.000	Merged-chr4-129060075-18
NR3350--MA0493.1.Klf1	chr1	167245575	167245585	+	0.000	0.000	Merged-chr1-167245435-23
NR29206--MA1107.1.KLF9	chr18	23733799	23733811	+	0.000	0.000	Merged-chr18-23733972-8
NR43525--MA0493.1.Klf1	chr4	82755889	82755899	+	0.000	0.000	Merged-chr4-82755852-39
NR34458--MA0740.1.KLF14	chr2	65022878	65022891	-	0.000	0.000	Merged-chr2-65022793-47
NR12456--MA0493.1.Klf1	chr11	113802537	113802547	-	0.000	0.000	Merged-chr11-113802652-27
NR19609--MA0741.1.KLF16	chr14	59553209	59553219	+	0.000	0.000	Merged-chr14-59553394-22
NR5507--MA1107.1.KLF9	chr10	44368843	44368855	+	0.000	0.000	Merged-chr10-44368737-26
NR42900--MA1107.1.KLF9	chr4	45342681	45342693	+	0.000	0.000	Merged-chr4-45342662-1
NR51179--MA0741.1.KLF16	chr5	148489421	148489431	+	0.000	0.000	Merged-chr5-148489625-52
NR40501--MA1107.1.KLF9	chr3	115706526	115706538	+	0.000	0.000	Merged-chr3-115706402-1
NR59671--MA0740.1.KLF14	chr7	142354081	142354094	+	0.000	0.000	Merged-chr7-142354183-49
NR49532--MA0599.1.KLF5	chr5	117126111	117126120	+	0.000	0.000	Merged-chr5-117125989-17
NR28810--MA1107.1.KLF9	chr17	87365447	87365459	-	0.000	0.000	Merged-chr17-87365443-26
NR53326--MA0039.3.KLF4	chr6	100879714	100879724	+	0.000	0.000	Merged-chr6-100879682-24
