#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.1_selected/pval-0.1_updn/all.df.numx.c5-WT_Tfh_vs_WT_Th1-pval-0.1_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.1_selected/pval-0.1_updn/all.df.numx.c5-WT_Tfh_vs_WT_Th1-pval-0.1_up.bed
NR3320--MA0741.1.KLF16	chr1	157039111	157039121	-	0.000	0.000	Merged-chr1-157039058-34
NR50600--MA0493.1.Klf1	chr5	63943576	63943586	-	0.000	0.000	Merged-chr5-63943362-36
NR59960--MA0740.1.KLF14	chr7	30717402	30717415	+	0.000	0.000	Merged-chr7-30717543-30
NR10307--MA0740.1.KLF14	chr11	57791222	57791235	+	0.000	0.000	Merged-chr11-57791276-17
NR61609--MA0599.1.KLF5	chr7	97842918	97842927	+	0.000	0.000	Merged-chr7-97843006-38
NR4697--MA0741.1.KLF16	chr1	189830916	189830926	-	0.000	0.000	Merged-chr1-189831018-42
NR57170--MA0741.1.KLF16	chr6	118593643	118593653	-	0.000	0.000	Merged-chr6-118593680-90
NR26677--MA0740.1.KLF14	chr16	76283306	76283319	+	0.000	0.000	Merged-chr16-76283420-1
NR64589--MA0741.1.KLF16	chr8	34108540	34108550	-	0.000	0.000	Merged-chr8-34108671-3
NR36773--MA0741.1.KLF16	chr2	75965080	75965090	+	0.000	0.000	Merged-chr2-75964949-43
NR62184--MA0599.1.KLF5	chr7	114088139	114088148	+	0.000	0.000	Merged-chr7-114088152-53
NR65620--MA0741.1.KLF16	chr8	76902283	76902293	+	0.000	0.000	Merged-chr8-76902143-41
NR65631--MA0039.3.KLF4	chr8	77383807	77383817	+	0.000	0.000	Merged-chr8-77383968-15
NR36818--MA0039.3.KLF4	chr2	77249881	77249891	+	0.000	0.000	Merged-chr2-77250040-39
NR5724--MA0599.1.KLF5	chr10	40674379	40674388	-	0.000	0.000	Merged-chr10-40674400-11
NR17404--MA0039.3.KLF4	chr13	65070139	65070149	+	0.000	0.000	Merged-chr13-65070187-24
NR15499--MA0599.1.KLF5	chr12	107086351	107086360	+	0.000	0.000	Merged-chr12-107086324-32
NR2255--MA0741.1.KLF16	chr1	127322325	127322335	-	0.000	0.000	Merged-chr1-127322582-29
NR67386--MA1107.1.KLF9	chr8	125080717	125080729	+	0.000	0.000	Merged-chr8-125080812-18
NR11255--MA0741.1.KLF16	chr11	78690775	78690785	+	0.000	0.000	Merged-chr11-78690691-3
NR36814--MA0742.1.Klf12	chr2	77249879	77249893	+	0.000	0.000	Merged-chr2-77250040-39
NR467--MA1107.1.KLF9	chr1	38395438	38395450	+	0.000	0.000	Merged-chr1-38395375-19
NR71082--MA0740.1.KLF14	chr9	115205646	115205659	+	0.000	0.000	Merged-chr9-115205642-30
NR71213--MA1107.1.KLF9	chr9	118196826	118196838	-	0.000	0.000	Merged-chr9-118196833-13
NR52104--MA0493.1.Klf1	chr5	113994149	113994159	+	0.000	0.000	Merged-chr5-113994160-2
NR60021--MA0740.1.KLF14	chr7	34630504	34630517	-	0.000	0.000	Merged-chr7-34630517-24
NR71344--MA0599.1.KLF5	chr9	119988430	119988439	-	0.000	0.000	Merged-chr9-119988491-33
NR16355--MA1107.1.KLF9	chr13	24547217	24547229	-	0.000	0.000	Merged-chr13-24547194-39
NR55499--MA0493.1.Klf1	chr6	53778928	53778938	-	0.000	0.000	Merged-chr6-53778855-8
NR4838--MA0741.1.KLF16	chr1	191662421	191662431	+	0.000	0.000	Merged-chr1-191662407-14
NR4162--MA0742.1.Klf12	chr1	178777942	178777956	+	0.000	0.000	Merged-chr1-178777930-3
NR45217--MA0039.3.KLF4	chr4	44170198	44170208	+	0.000	0.000	Merged-chr4-44170097-14
NR41556--MA0740.1.KLF14	chr3	84477561	84477574	-	0.000	0.000	Merged-chr3-84477603-8
NR26707--MA0741.1.KLF16	chr16	76447256	76447266	-	0.000	0.000	Merged-chr16-76447349-16
NR47085--MA0741.1.KLF16	chr4	120287786	120287796	-	0.000	0.000	Merged-chr4-120287807-68
NR7801--MA0741.1.KLF16	chr10	94087495	94087505	+	0.000	0.000	Merged-chr10-94087553-20
NR4791--MA0599.1.KLF5	chr1	191111366	191111375	-	0.000	0.000	Merged-chr1-191111364-43
NR1180--MA1107.1.KLF9	chr1	73940863	73940875	+	0.000	0.000	Merged-chr1-73940938-50
NR36197--MA0493.1.Klf1	chr2	52542688	52542698	+	0.000	0.000	Merged-chr2-52542865-9
NR51265--MA0493.1.Klf1	chr5	92925384	92925394	-	0.000	0.000	Merged-chr5-92925240-13
NR7688--MA1107.1.KLF9	chr10	91028076	91028088	+	0.000	0.000	Merged-chr10-91028217-15
NR26688--MA0741.1.KLF16	chr16	76283385	76283395	-	0.000	0.000	Merged-chr16-76283420-1
NR54632--MA0039.3.KLF4	chr6	17307664	17307674	-	0.000	0.000	Merged-chr6-17307561-30
NR12690--MA0493.1.Klf1	chr11	113206439	113206449	-	0.000	0.000	Merged-chr11-113206318-17
NR48910--MA0741.1.KLF16	chr4	152247436	152247446	+	0.000	0.000	Merged-chr4-152247398-23
NR40611--MA0599.1.KLF5	chr3	28402423	28402432	-	0.000	0.000	Merged-chr3-28402386-46
NR18018--MA0741.1.KLF16	chr13	95063705	95063715	-	0.000	0.000	Merged-chr13-95063599-48
NR50596--MA0742.1.Klf12	chr5	63943572	63943586	-	0.000	0.000	Merged-chr5-63943362-36
NR6465--MA0741.1.KLF16	chr10	68300308	68300318	+	0.000	0.000	Merged-chr10-68300314-9
NR36799--MA0741.1.KLF16	chr2	77102615	77102625	+	0.000	0.000	Merged-chr2-77102646-21
NR66615--MA0493.1.Klf1	chr8	109957364	109957374	+	0.000	0.000	Merged-chr8-109957445-42
NR6850--MA0599.1.KLF5	chr10	77864500	77864509	+	0.000	0.000	Merged-chr10-77864570-37
NR42775--MA0741.1.KLF16	chr3	115897934	115897944	+	0.000	0.000	Merged-chr3-115897908-5
NR61211--MA0599.1.KLF5	chr7	80583401	80583410	-	0.000	0.000	Merged-chr7-80583398-64
NR71102--MA0493.1.Klf1	chr9	115387583	115387593	+	0.000	0.000	Merged-chr9-115387656-46
NR42090--MA0741.1.KLF16	chr3	96575086	96575096	+	0.000	0.000	Merged-chr3-96575084-6
NR65105--MA0599.1.KLF5	chr8	64935181	64935190	-	0.000	0.000	Merged-chr8-64935114-22
NR72779--MA0599.1.KLF5	chrX	159199692	159199701	+	0.000	0.000	Merged-chrX-159199808-53
NR40816--MA1107.1.KLF9	chr3	37232881	37232893	-	0.000	0.000	Merged-chr3-37232872-35
NR66195--MA0741.1.KLF16	chr8	95154909	95154919	+	0.000	0.000	Merged-chr8-95154872-23
NR57044--MA0599.1.KLF5	chr6	114936719	114936728	+	0.000	0.000	Merged-chr6-114936685-54
NR49363--MA0741.1.KLF16	chr5	14514914	14514924	-	0.000	0.000	Merged-chr5-14515082-42
NR39238--MA1107.1.KLF9	chr2	158771233	158771245	-	0.000	0.000	Merged-chr2-158771297-12
NR17133--MA0599.1.KLF5	chr13	56704046	56704055	-	0.000	0.000	Merged-chr13-56703613-154
NR26678--MA0657.1.KLF13	chr16	76283300	76283317	+	0.000	0.000	Merged-chr16-76283420-1
NR31369--MA0742.1.Klf12	chr18	38584779	38584793	+	0.000	0.000	Merged-chr18-38584729-14
NR63932--MA0741.1.KLF16	chr8	3221122	3221132	+	0.000	0.000	Merged-chr8-3221344-66
NR38503--MA0599.1.KLF5	chr2	136917800	136917809	-	0.000	0.000	Merged-chr2-136917960-10
NR23171--MA0599.1.KLF5	chr15	62092915	62092924	+	0.000	0.000	Merged-chr15-62092754-58
NR34393--MA1107.1.KLF9	chr19	55260751	55260763	-	0.000	0.000	Merged-chr19-55260920-21
NR14544--MA0599.1.KLF5	chr12	73647844	73647853	-	0.000	0.000	Merged-chr12-73647879-51
NR23377--MA0599.1.KLF5	chr15	73627688	73627697	+	0.000	0.000	Merged-chr15-73627530-51
NR60559--MA1107.1.KLF9	chr7	49494867	49494879	-	0.000	0.000	Merged-chr7-49494921-17
NR5625--MA1107.1.KLF9	chr10	37721430	37721442	+	0.000	0.000	Merged-chr10-37721362-7
NR24435--MA0493.1.Klf1	chr15	94255265	94255275	+	0.000	0.000	Merged-chr15-94255177-46
NR55087--MA1107.1.KLF9	chr6	39348147	39348159	+	0.000	0.000	Merged-chr6-39348126-65
NR4081--MA0740.1.KLF14	chr1	175693726	175693739	+	0.000	0.000	Merged-chr1-175693836-3
NR31749--MA0742.1.Klf12	chr18	60632870	60632884	-	0.000	0.000	Merged-chr18-60633052-25
NR39028--MA0740.1.KLF14	chr2	153325876	153325889	-	0.000	0.000	Merged-chr2-153325949-22
NR70532--MA0742.1.Klf12	chr9	104337789	104337803	-	0.000	0.000	Merged-chr9-104337728-48
NR57944--MA0599.1.KLF5	chr6	134450908	134450917	-	0.000	0.000	Merged-chr6-134450954-21
NR40607--MA0599.1.KLF5	chr3	28318193	28318202	+	0.000	0.000	Merged-chr3-28318064-9
NR41061--MA0599.1.KLF5	chr3	53041479	53041488	-	0.000	0.000	Merged-chr3-53041622-23
NR9444--MA0599.1.KLF5	chr11	19926136	19926145	-	0.000	0.000	Merged-chr11-19926174-9
NR66758--MA1107.1.KLF9	chr8	114506084	114506096	-	0.000	0.000	Merged-chr8-114506190-31
NR60045--MA0741.1.KLF16	chr7	35172053	35172063	-	0.000	0.000	Merged-chr7-35172078-26
NR34846--MA0741.1.KLF16	chr2	11173719	11173729	+	0.000	0.000	Merged-chr2-11173621-55
NR3263--MA0599.1.KLF5	chr1	156076618	156076627	-	0.000	0.000	Merged-chr1-156076663-15
NR39162--MA1107.1.KLF9	chr2	157119281	157119293	-	0.000	0.000	Merged-chr2-157119108-55
NR60023--MA0599.1.KLF5	chr7	34630507	34630516	-	0.000	0.000	Merged-chr7-34630517-24
NR23376--MA1107.1.KLF9	chr15	73627497	73627509	-	0.000	0.000	Merged-chr15-73627530-51
NR52056--MA0599.1.KLF5	chr5	113873221	113873230	-	0.000	0.000	Merged-chr5-113873174-24
NR46263--MA1107.1.KLF9	chr4	89137608	89137620	+	0.000	0.000	Merged-chr4-89137676-98
NR2039--MA0599.1.KLF5	chr1	119637145	119637154	-	0.000	0.000	Merged-chr1-119636990-21
NR13462--MA1107.1.KLF9	chr12	8827548	8827560	-	0.000	0.000	Merged-chr12-8827572-4
NR25557--MA0599.1.KLF5	chr16	20804930	20804939	+	0.000	0.000	Merged-chr16-20804779-46
NR55634--MA0493.1.Klf1	chr6	57449423	57449433	-	0.000	0.000	Merged-chr6-57449516-18
NR14136--MA0742.1.Klf12	chr12	52783212	52783226	-	0.000	0.000	Merged-chr12-52783123-49
NR3957--MA0741.1.KLF16	chr1	172197390	172197400	+	0.000	0.000	Merged-chr1-172197316-25
NR54750--MA0741.1.KLF16	chr6	28878194	28878204	-	0.000	0.000	Merged-chr6-28878211-33
NR5965--MA0039.3.KLF4	chr10	53889522	53889532	-	0.000	0.000	Merged-chr10-53889619-14
NR41557--MA0657.1.KLF13	chr3	84477558	84477575	-	0.000	0.000	Merged-chr3-84477603-8
NR22753--MA0599.1.KLF5	chr15	39943790	39943799	-	0.000	0.000	Merged-chr15-39943726-117
NR42929--MA0741.1.KLF16	chr3	121982311	121982321	+	0.000	0.000	Merged-chr3-121982250-28
NR47353--MA1107.1.KLF9	chr4	127095286	127095298	-	0.000	0.000	Merged-chr4-127095353-15
NR71256--MA0742.1.Klf12	chr9	118678597	118678611	+	0.000	0.000	Merged-chr9-118678587-68
NR60923--MA0599.1.KLF5	chr7	68205945	68205954	-	0.000	0.000	Merged-chr7-68206033-25
NR68723--MA1107.1.KLF9	chr9	51162036	51162048	-	0.000	0.000	Merged-chr9-51161990-29
NR14409--MA1107.1.KLF9	chr12	69853616	69853628	+	0.000	0.000	Merged-chr12-69853558-20
NR14076--MA0740.1.KLF14	chr12	46819520	46819533	-	0.000	0.000	Merged-chr12-46819376-53
NR61755--MA0741.1.KLF16	chr7	101012084	101012094	-	0.000	0.000	Merged-chr7-101011923-30
NR8408--MA0741.1.KLF16	chr10	118090010	118090020	-	0.000	0.000	Merged-chr10-118090052-13
NR30--MA1107.1.KLF9	chr1	6519522	6519534	+	0.000	0.000	Merged-chr1-6519375-11
NR34389--MA1107.1.KLF9	chr19	55260743	55260755	-	0.000	0.000	Merged-chr19-55260920-21
NR62076--MA0039.3.KLF4	chr7	110627602	110627612	+	0.000	0.000	Merged-chr7-110627584-9
NR18013--MA0599.1.KLF5	chr13	95063706	95063715	-	0.000	0.000	Merged-chr13-95063599-48
NR1176--MA0039.3.KLF4	chr1	73940873	73940883	+	0.000	0.000	Merged-chr1-73940938-50
NR22076--MA1107.1.KLF9	chr14	121354112	121354124	+	0.000	0.000	Merged-chr14-121354142-24
NR66206--MA0741.1.KLF16	chr8	95349079	95349089	-	0.000	0.000	Merged-chr8-95348986-27
NR33696--MA0740.1.KLF14	chr19	33053381	33053394	+	0.000	0.000	Merged-chr19-33053321-32
NR39928--MA1107.1.KLF9	chr2	172392452	172392464	-	0.000	0.000	Merged-chr2-172392373-19
NR58375--MA1107.1.KLF9	chr6	142507797	142507809	+	0.000	0.000	Merged-chr6-142507875-63
NR55474--MA0741.1.KLF16	chr6	53038244	53038254	+	0.000	0.000	Merged-chr6-53038389-13
NR45267--MA0741.1.KLF16	chr4	45766161	45766171	-	0.000	0.000	Merged-chr4-45766216-17
NR24924--MA0599.1.KLF5	chr15	103215352	103215361	+	0.000	0.000	Merged-chr15-103215427-34
NR12597--MA0493.1.Klf1	chr11	109785473	109785483	-	0.000	0.000	Merged-chr11-109785498-8
NR38371--MA0741.1.KLF16	chr2	132292170	132292180	+	0.000	0.000	Merged-chr2-132292299-25
NR42917--MA0599.1.KLF5	chr3	121426492	121426501	-	0.000	0.000	Merged-chr3-121426726-98
NR39167--MA1107.1.KLF9	chr2	157119291	157119303	-	0.000	0.000	Merged-chr2-157119108-55
NR42702--MA0599.1.KLF5	chr3	110141787	110141796	-	0.000	0.000	Merged-chr3-110141817-15
NR72032--MA0599.1.KLF5	chrX	56374516	56374525	-	0.000	0.000	Merged-chrX-56374648-33
NR10640--MA0039.3.KLF4	chr11	67017984	67017994	-	0.000	0.000	Merged-chr11-67017936-9
NR4904--MA0599.1.KLF5	chr1	192693273	192693282	-	0.000	0.000	Merged-chr1-192693207-29
NR50659--MA1107.1.KLF9	chr5	64764440	64764452	+	0.000	0.000	Merged-chr5-64764597-23
NR13467--MA1107.1.KLF9	chr12	8827558	8827570	-	0.000	0.000	Merged-chr12-8827572-4
NR62074--MA0742.1.Klf12	chr7	110627600	110627614	+	0.000	0.000	Merged-chr7-110627584-9
NR61354--MA0741.1.KLF16	chr7	84417849	84417859	-	0.000	0.000	Merged-chr7-84417695-8
NR40092--MA0493.1.Klf1	chr2	174556036	174556046	-	0.000	0.000	Merged-chr2-174555978-36
NR40974--MA0493.1.Klf1	chr3	51701526	51701536	+	0.000	0.000	Merged-chr3-51701450-64
NR11740--MA0493.1.Klf1	chr11	94253276	94253286	-	0.000	0.000	Merged-chr11-94253305-42
NR26198--MA0039.3.KLF4	chr16	48745620	48745630	+	0.000	0.000	Merged-chr16-48745701-29
NR62597--MA0742.1.Klf12	chr7	121734407	121734421	-	0.000	0.000	Merged-chr7-121734454-58
NR26254--MA0742.1.Klf12	chr16	51718888	51718902	+	0.000	0.000	Merged-chr16-51718909-24
NR15414--MA1107.1.KLF9	chr12	105537658	105537670	+	0.000	0.000	Merged-chr12-105537597-12
NR63503--MA0493.1.Klf1	chr7	138848468	138848478	+	0.000	0.000	Merged-chr7-138848569-2
NR23854--MA0741.1.KLF16	chr15	81035467	81035477	+	0.000	0.000	Merged-chr15-81035445-15
NR4082--MA0657.1.KLF13	chr1	175693725	175693742	+	0.000	0.000	Merged-chr1-175693836-3
NR37659--MA1107.1.KLF9	chr2	113430867	113430879	+	0.000	0.000	Merged-chr2-113431034-10
NR62183--MA0742.1.Klf12	chr7	114088138	114088152	+	0.000	0.000	Merged-chr7-114088152-53
NR68719--MA1107.1.KLF9	chr9	51162028	51162040	-	0.000	0.000	Merged-chr9-51161990-29
NR6420--MA1107.1.KLF9	chr10	67891358	67891370	+	0.000	0.000	Merged-chr10-67891340-18
NR5725--MA0741.1.KLF16	chr10	40674378	40674388	-	0.000	0.000	Merged-chr10-40674400-11
NR40871--MA0493.1.Klf1	chr3	39375592	39375602	+	0.000	0.000	Merged-chr3-39375690-8
NR45837--MA0493.1.Klf1	chr4	62731465	62731475	+	0.000	0.000	Merged-chr4-62731520-17
NR18021--MA1107.1.KLF9	chr13	95063708	95063720	-	0.000	0.000	Merged-chr13-95063599-48
NR65033--MA1107.1.KLF9	chr8	61283206	61283218	+	0.000	0.000	Merged-chr8-61283229-50
NR65617--MA0741.1.KLF16	chr8	76902220	76902230	+	0.000	0.000	Merged-chr8-76902143-41
NR36797--MA0039.3.KLF4	chr2	77102612	77102622	+	0.000	0.000	Merged-chr2-77102646-21
NR522--MA1107.1.KLF9	chr1	39702679	39702691	-	0.000	0.000	Merged-chr1-39702774-23
NR35176--MA0599.1.KLF5	chr2	23006379	23006388	+	0.000	0.000	Merged-chr2-23006422-36
NR32610--MA0742.1.Klf12	chr18	82532266	82532280	-	0.000	0.000	Merged-chr18-82532131-16
NR66912--MA0599.1.KLF5	chr8	117299356	117299365	-	0.000	0.000	Merged-chr8-117299202-13
NR48514--MA0741.1.KLF16	chr4	145342060	145342070	+	0.000	0.000	Merged-chr4-145342099-62
NR12722--MA1107.1.KLF9	chr11	113612167	113612179	+	0.000	0.000	Merged-chr11-113612276-39
NR67483--MA0741.1.KLF16	chr8	126539623	126539633	-	0.000	0.000	Merged-chr8-126539798-23
NR23758--MA0741.1.KLF16	chr15	79729141	79729151	-	0.000	0.000	Merged-chr15-79729133-34
NR34780--MA0599.1.KLF5	chr2	6872689	6872698	-	0.000	0.000	Merged-chr2-6872514-89
NR40381--MA0741.1.KLF16	chr3	10351364	10351374	-	0.000	0.000	Merged-chr3-10351318-69
NR42258--MA1107.1.KLF9	chr3	101066400	101066412	+	0.000	0.000	Merged-chr3-101066330-34
NR61843--MA0741.1.KLF16	chr7	102347591	102347601	+	0.000	0.000	Merged-chr7-102347477-20
NR40330--MA0599.1.KLF5	chr3	8667339	8667348	+	0.000	0.000	Merged-chr3-8667385-80
NR56518--MA1107.1.KLF9	chr6	95683065	95683077	+	0.000	0.000	Merged-chr6-95682989-10
NR37677--MA1107.1.KLF9	chr2	114260755	114260767	-	0.000	0.000	Merged-chr2-114260586-35
NR64202--MA0740.1.KLF14	chr8	13890331	13890344	-	0.000	0.000	Merged-chr8-13890246-48
NR9380--MA0741.1.KLF16	chr11	10516456	10516466	+	0.000	0.000	Merged-chr11-10516316-25
NR23615--MA0741.1.KLF16	chr15	77306644	77306654	+	0.000	0.000	Merged-chr15-77306793-46
NR62078--MA0741.1.KLF16	chr7	110627601	110627611	+	0.000	0.000	Merged-chr7-110627584-9
NR25383--MA0599.1.KLF5	chr16	15887191	15887200	+	0.000	0.000	Merged-chr16-15887242-95
NR16756--MA0599.1.KLF5	chr13	43789138	43789147	-	0.000	0.000	Merged-chr13-43789112-65
NR48485--MA0599.1.KLF5	chr4	145201614	145201623	+	0.000	0.000	Merged-chr4-145201623-9
NR20810--MA0741.1.KLF16	chr14	68078501	68078511	+	0.000	0.000	Merged-chr14-68078565-20
NR51888--MA0741.1.KLF16	chr5	111057252	111057262	+	0.000	0.000	Merged-chr5-111057385-10
NR41015--MA0741.1.KLF16	chr3	52102783	52102793	+	0.000	0.000	Merged-chr3-52102741-168
NR35264--MA0039.3.KLF4	chr2	25095204	25095214	+	0.000	0.000	Merged-chr2-25095278-14
NR47351--MA0740.1.KLF14	chr4	127095285	127095298	-	0.000	0.000	Merged-chr4-127095353-15
NR14329--MA1107.1.KLF9	chr12	65258706	65258718	-	0.000	0.000	Merged-chr12-65258774-28
NR36359--MA1107.1.KLF9	chr2	60880805	60880817	+	0.000	0.000	Merged-chr2-60880763-2
NR60955--MA0599.1.KLF5	chr7	71379408	71379417	-	0.000	0.000	Merged-chr7-71379218-17
NR6627--MA0493.1.Klf1	chr10	74967330	74967340	+	0.000	0.000	Merged-chr10-74967177-57
NR2625--MA1107.1.KLF9	chr1	135659659	135659671	-	0.000	0.000	Merged-chr1-135659715-46
NR51570--MA1107.1.KLF9	chr5	100929920	100929932	+	0.000	0.000	Merged-chr5-100929891-31
NR55086--MA0741.1.KLF16	chr6	39348148	39348158	+	0.000	0.000	Merged-chr6-39348126-65
NR43372--MA0740.1.KLF14	chr3	132928112	132928125	-	0.000	0.000	Merged-chr3-132927951-20
NR25385--MA0741.1.KLF16	chr16	15887226	15887236	-	0.000	0.000	Merged-chr16-15887242-95
NR49360--MA0599.1.KLF5	chr5	14514915	14514924	-	0.000	0.000	Merged-chr5-14515082-42
NR72940--MA1107.1.KLF9	chrX	166329050	166329062	-	0.000	0.000	Merged-chrX-166329162-24
NR13840--MA0742.1.Klf12	chr12	30557543	30557557	+	0.000	0.000	Merged-chr12-30557589-12
NR7516--MA0599.1.KLF5	chr10	86786239	86786248	-	0.000	0.000	Merged-chr10-86786135-22
NR9449--MA0493.1.Klf1	chr11	20035549	20035559	-	0.000	0.000	Merged-chr11-20035595-25
NR20807--MA0599.1.KLF5	chr14	68078501	68078510	+	0.000	0.000	Merged-chr14-68078565-20
NR30840--MA0039.3.KLF4	chr18	5819885	5819895	+	0.000	0.000	Merged-chr18-5820020-28
NR2500--MA0740.1.KLF14	chr1	133711221	133711234	-	0.000	0.000	Merged-chr1-133711440-47
NR9821--MA0599.1.KLF5	chr11	35024113	35024122	-	0.000	0.000	Merged-chr11-35024082-11
NR22388--MA0741.1.KLF16	chr15	12285296	12285306	+	0.000	0.000	Merged-chr15-12285432-27
NR42907--MA0039.3.KLF4	chr3	121312522	121312532	-	0.000	0.000	Merged-chr3-121312656-21
NR31954--MA0599.1.KLF5	chr18	65928607	65928616	-	0.000	0.000	Merged-chr18-65928532-5
NR1597--MA0741.1.KLF16	chr1	88279441	88279451	-	0.000	0.000	Merged-chr1-88279469-20
NR69556--MA0741.1.KLF16	chr9	75646907	75646917	+	0.000	0.000	Merged-chr9-75646856-3
NR4161--MA0740.1.KLF14	chr1	178777942	178777955	+	0.000	0.000	Merged-chr1-178777930-3
NR65038--MA1107.1.KLF9	chr8	61283216	61283228	+	0.000	0.000	Merged-chr8-61283229-50
NR31287--MA0742.1.Klf12	chr18	35930531	35930545	-	0.000	0.000	Merged-chr18-35930608-30
NR24911--MA0741.1.KLF16	chr15	102746860	102746870	+	0.000	0.000	Merged-chr15-102746842-41
NR19646--MA0741.1.KLF16	chr14	27262421	27262431	+	0.000	0.000	Merged-chr14-27262535-17
NR64867--MA0599.1.KLF5	chr8	48109938	48109947	-	0.000	0.000	Merged-chr8-48110185-80
NR40096--MA0039.3.KLF4	chr2	174566143	174566153	+	0.000	0.000	Merged-chr2-174566072-46
NR31254--MA0039.3.KLF4	chr18	35726963	35726973	-	0.000	0.000	Merged-chr18-35726871-27
NR50916--MA0599.1.KLF5	chr5	74260700	74260709	-	0.000	0.000	Merged-chr5-74260801-106
NR45533--MA0493.1.Klf1	chr4	55343393	55343403	+	0.000	0.000	Merged-chr4-55343422-62
NR44862--MA0741.1.KLF16	chr4	33390940	33390950	+	0.000	0.000	Merged-chr4-33390737-19
NR26898--MA0493.1.Klf1	chr16	89816939	89816949	+	0.000	0.000	Merged-chr16-89817047-30
NR39199--MA1107.1.KLF9	chr2	158179182	158179194	-	0.000	0.000	Merged-chr2-158179183-18
NR45368--MA0741.1.KLF16	chr4	47011210	47011220	-	0.000	0.000	Merged-chr4-47011023-46
NR11440--MA1107.1.KLF9	chr11	83185914	83185926	-	0.000	0.000	Merged-chr11-83185820-16
NR65155--MA0493.1.Klf1	chr8	67860356	67860366	+	0.000	0.000	Merged-chr8-67860375-11
NR27411--MA0741.1.KLF16	chr17	5138645	5138655	-	0.000	0.000	Merged-chr17-5138884-51
NR57506--MA0493.1.Klf1	chr6	125229079	125229089	-	0.000	0.000	Merged-chr6-125228994-3
NR31806--MA0493.1.Klf1	chr18	62169311	62169321	-	0.000	0.000	Merged-chr18-62169369-48
NR42943--MA0741.1.KLF16	chr3	122474232	122474242	+	0.000	0.000	Merged-chr3-122474297-38
NR46735--MA0493.1.Klf1	chr4	109079908	109079918	+	0.000	0.000	Merged-chr4-109079913-32
NR5969--MA0741.1.KLF16	chr10	53889523	53889533	-	0.000	0.000	Merged-chr10-53889619-14
NR11100--MA1107.1.KLF9	chr11	76015514	76015526	+	0.000	0.000	Merged-chr11-76015482-22
NR61041--MA0741.1.KLF16	chr7	75914148	75914158	-	0.000	0.000	Merged-chr7-75914112-33
NR2983--MA0039.3.KLF4	chr1	151236860	151236870	+	0.000	0.000	Merged-chr1-151236737-36
NR48711--MA0741.1.KLF16	chr4	148638548	148638558	+	0.000	0.000	Merged-chr4-148638535-16
NR62598--MA0599.1.KLF5	chr7	121734411	121734420	-	0.000	0.000	Merged-chr7-121734454-58
NR867--MA0039.3.KLF4	chr1	59163175	59163185	+	0.000	0.000	Merged-chr1-59163188-37
NR15023--MA0742.1.Klf12	chr12	91604356	91604370	-	0.000	0.000	Merged-chr12-91604478-1
NR5826--MA0741.1.KLF16	chr10	43520080	43520090	+	0.000	0.000	Merged-chr10-43520023-14
NR24056--MA0742.1.Klf12	chr15	84372972	84372986	-	0.000	0.000	Merged-chr15-84372915-18
NR55160--MA1107.1.KLF9	chr6	43619501	43619513	+	0.000	0.000	Merged-chr6-43619418-19
NR18389--MA1107.1.KLF9	chr13	102773320	102773332	-	0.000	0.000	Merged-chr13-102773383-12
NR4165--MA1107.1.KLF9	chr1	178777942	178777954	+	0.000	0.000	Merged-chr1-178777930-3
NR30143--MA0657.1.KLF13	chr17	78087125	78087142	+	0.000	0.000	Merged-chr17-78087139-42
NR62118--MA1107.1.KLF9	chr7	111847388	111847400	+	0.000	0.000	Merged-chr7-111847259-1
NR54631--MA0599.1.KLF5	chr6	17307666	17307675	-	0.000	0.000	Merged-chr6-17307561-30
NR14034--MA1107.1.KLF9	chr12	40536189	40536201	+	0.000	0.000	Merged-chr12-40536190-67
NR48019--MA1107.1.KLF9	chr4	136123304	136123316	-	0.000	0.000	Merged-chr4-136123235-13
NR4972--MA0599.1.KLF5	chr1	193589281	193589290	-	0.000	0.000	Merged-chr1-193589231-21
NR64657--MA0599.1.KLF5	chr8	36249397	36249406	-	0.000	0.000	Merged-chr8-36249558-6
NR39675--MA0599.1.KLF5	chr2	167936117	167936126	-	0.000	0.000	Merged-chr2-167936072-3
NR37356--MA0493.1.Klf1	chr2	102188785	102188795	+	0.000	0.000	Merged-chr2-102188857-2
NR7867--MA0741.1.KLF16	chr10	96586769	96586779	+	0.000	0.000	Merged-chr10-96586950-48
NR16215--MA0599.1.KLF5	chr13	13493672	13493681	+	0.000	0.000	Merged-chr13-13493678-12
NR11436--MA1107.1.KLF9	chr11	83185906	83185918	-	0.000	0.000	Merged-chr11-83185820-16
NR1685--MA0741.1.KLF16	chr1	91825517	91825527	-	0.000	0.000	Merged-chr1-91825474-20
NR67264--MA0599.1.KLF5	chr8	122769458	122769467	-	0.000	0.000	Merged-chr8-122769435-21
NR8987--MA0599.1.KLF5	chr10	128149934	128149943	+	0.000	0.000	Merged-chr10-128149784-21
NR11003--MA0599.1.KLF5	chr11	74881144	74881153	+	0.000	0.000	Merged-chr11-74881176-15
NR2778--MA1107.1.KLF9	chr1	139181149	139181161	-	0.000	0.000	Merged-chr1-139181025-29
