#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.1_selected/pval-0.1_updn/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-pval-0.1_dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.1_selected/pval-0.1_updn/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-pval-0.1_dn.bed
NR8565--MA0741.1.KLF16	chr10	121300786	121300796	+	0.000	0.000	Merged-chr10-121300859-24
NR34126--MA0740.1.KLF14	chr19	46148526	46148539	-	0.000	0.000	Merged-chr19-46148494-21
NR60077--MA1107.1.KLF9	chr7	35729576	35729588	+	0.000	0.000	Merged-chr7-35729754-35
NR65091--MA0740.1.KLF14	chr8	64788878	64788891	+	0.000	0.000	Merged-chr8-64788923-42
NR55012--MA0039.3.KLF4	chr6	37564040	37564050	+	0.000	0.000	Merged-chr6-37564158-19
NR54333--MA0741.1.KLF16	chr5	149440189	149440199	-	0.000	0.000	Merged-chr5-149439971-46
NR1726--MA0742.1.Klf12	chr1	93115248	93115262	+	0.000	0.000	Merged-chr1-93115270-41
NR52448--MA0741.1.KLF16	chr5	121149422	121149432	-	0.000	0.000	Merged-chr5-121149467-5
NR61801--MA0741.1.KLF16	chr7	101970559	101970569	+	0.000	0.000	Merged-chr7-101970646-136
NR66613--MA0599.1.KLF5	chr8	109957365	109957374	+	0.000	0.000	Merged-chr8-109957445-42
NR73127--MA0493.1.Klf1	chrY	90799070	90799080	-	0.000	0.000	Merged-chrY-90799205-23
NR63208--MA1107.1.KLF9	chr7	132824638	132824650	+	0.000	0.000	Merged-chr7-132824609-20
NR56327--MA0493.1.Klf1	chr6	90629685	90629695	+	0.000	0.000	Merged-chr6-90629668-42
NR51161--MA0741.1.KLF16	chr5	89882148	89882158	-	0.000	0.000	Merged-chr5-89882343-19
NR18837--MA1107.1.KLF9	chr13	114086371	114086383	+	0.000	0.000	Merged-chr13-114086496-8
NR5282--MA1107.1.KLF9	chr10	14097855	14097867	+	0.000	0.000	Merged-chr10-14097983-8
NR4968--MA0599.1.KLF5	chr1	193285716	193285725	+	0.000	0.000	Merged-chr1-193285975-30
NR17407--MA1107.1.KLF9	chr13	65070137	65070149	+	0.000	0.000	Merged-chr13-65070187-24
NR67487--MA1107.1.KLF9	chr8	126601494	126601506	-	0.000	0.000	Merged-chr8-126601517-21
NR57529--MA0493.1.Klf1	chr6	125433842	125433852	+	0.000	0.000	Merged-chr6-125433874-28
NR22075--MA0741.1.KLF16	chr14	121354113	121354123	+	0.000	0.000	Merged-chr14-121354142-24
NR19176--MA0599.1.KLF5	chr14	8608688	8608697	-	0.000	0.000	Merged-chr14-8608793-20
NR55010--MA0741.1.KLF16	chr6	37459841	37459851	-	0.000	0.000	Merged-chr6-37459793-1
NR37742--MA0599.1.KLF5	chr2	116071847	116071856	+	0.000	0.000	Merged-chr2-116071770-9
NR43375--MA0741.1.KLF16	chr3	132928114	132928124	-	0.000	0.000	Merged-chr3-132927951-20
NR61157--MA0740.1.KLF14	chr7	80192612	80192625	-	0.000	0.000	Merged-chr7-80192617-45
NR59350--MA0741.1.KLF16	chr7	19822812	19822822	+	0.000	0.000	Merged-chr7-19822815-38
NR36750--MA0493.1.Klf1	chr2	75114516	75114526	-	0.000	0.000	Merged-chr2-75114355-21
NR16699--MA0599.1.KLF5	chr13	41773944	41773953	-	0.000	0.000	Merged-chr13-41774048-23
NR24387--MA0741.1.KLF16	chr15	93443914	93443924	+	0.000	0.000	Merged-chr15-93443797-12
NR68247--MA0599.1.KLF5	chr9	36905618	36905627	-	0.000	0.000	Merged-chr9-36905642-9
NR28475--MA0741.1.KLF16	chr17	30027745	30027755	+	0.000	0.000	Merged-chr17-30027791-14
NR653--MA0742.1.Klf12	chr1	43766412	43766426	+	0.000	0.000	Merged-chr1-43766514-14
NR43628--MA0599.1.KLF5	chr3	138815444	138815453	-	0.000	0.000	Merged-chr3-138815364-14
NR9741--MA0493.1.Klf1	chr11	32020327	32020337	-	0.000	0.000	Merged-chr11-32020422-50
NR54334--MA0742.1.Klf12	chr5	149459384	149459398	+	0.000	0.000	Merged-chr5-149459249-24
NR52513--MA0657.1.KLF13	chr5	122310800	122310817	-	0.000	0.000	Merged-chr5-122310940-18
NR44861--MA0599.1.KLF5	chr4	33390940	33390949	+	0.000	0.000	Merged-chr4-33390737-19
NR65092--MA0657.1.KLF13	chr8	64788877	64788894	+	0.000	0.000	Merged-chr8-64788923-42
NR67268--MA1107.1.KLF9	chr8	122769450	122769462	-	0.000	0.000	Merged-chr8-122769435-21
NR6162--MA1107.1.KLF9	chr10	60746507	60746519	+	0.000	0.000	Merged-chr10-60746399-1
NR12558--MA1107.1.KLF9	chr11	109356816	109356828	-	0.000	0.000	Merged-chr11-109356957-22
NR7467--MA0742.1.Klf12	chr10	85050890	85050904	+	0.000	0.000	Merged-chr10-85050856-11
NR68938--MA0741.1.KLF16	chr9	58112634	58112644	-	0.000	0.000	Merged-chr9-58112486-25
NR12689--MA0599.1.KLF5	chr11	113206439	113206448	-	0.000	0.000	Merged-chr11-113206318-17
NR60539--MA1107.1.KLF9	chr7	49303808	49303820	-	0.000	0.000	Merged-chr7-49303959-15
NR20231--MA0741.1.KLF16	chr14	52296020	52296030	-	0.000	0.000	Merged-chr14-52295899-7
NR54332--MA0599.1.KLF5	chr5	149440190	149440199	-	0.000	0.000	Merged-chr5-149439971-46
NR14402--MA1107.1.KLF9	chr12	69502009	69502021	-	0.000	0.000	Merged-chr12-69501974-43
NR5651--MA0599.1.KLF5	chr10	39293076	39293085	+	0.000	0.000	Merged-chr10-39293099-66
NR34391--MA1107.1.KLF9	chr19	55260747	55260759	-	0.000	0.000	Merged-chr19-55260920-21
NR11625--MA0741.1.KLF16	chr11	88595866	88595876	+	0.000	0.000	Merged-chr11-88595910-28
NR7685--MA0742.1.Klf12	chr10	91028076	91028090	+	0.000	0.000	Merged-chr10-91028217-15
NR17993--MA0741.1.KLF16	chr13	94567552	94567562	-	0.000	0.000	Merged-chr13-94567668-9
NR5843--MA0493.1.Klf1	chr10	43706428	43706438	-	0.000	0.000	Merged-chr10-43706280-54
NR43463--MA0741.1.KLF16	chr3	135324565	135324575	-	0.000	0.000	Merged-chr3-135324604-5
NR13557--MA0741.1.KLF16	chr12	16384312	16384322	+	0.000	0.000	Merged-chr12-16384404-18
NR41559--MA0039.3.KLF4	chr3	84477659	84477669	+	0.000	0.000	Merged-chr3-84477603-8
NR7686--MA0039.3.KLF4	chr10	91028078	91028088	+	0.000	0.000	Merged-chr10-91028217-15
NR41014--MA0493.1.Klf1	chr3	52102782	52102792	+	0.000	0.000	Merged-chr3-52102741-168
NR61610--MA0741.1.KLF16	chr7	97842918	97842928	+	0.000	0.000	Merged-chr7-97843006-38
NR8683--MA0493.1.Klf1	chr10	122778137	122778147	+	0.000	0.000	Merged-chr10-122778014-1
NR61660--MA0039.3.KLF4	chr7	98995321	98995331	-	0.000	0.000	Merged-chr7-98995432-21
NR57171--MA1107.1.KLF9	chr6	118593642	118593654	-	0.000	0.000	Merged-chr6-118593680-90
NR66204--MA0741.1.KLF16	chr8	95349077	95349087	-	0.000	0.000	Merged-chr8-95348986-27
NR68721--MA1107.1.KLF9	chr9	51162032	51162044	-	0.000	0.000	Merged-chr9-51161990-29
NR14760--MA0039.3.KLF4	chr12	82166462	82166472	-	0.000	0.000	Merged-chr12-82166286-58
NR45265--MA0741.1.KLF16	chr4	45766159	45766169	-	0.000	0.000	Merged-chr4-45766216-17
NR50925--MA0740.1.KLF14	chr5	74704611	74704624	+	0.000	0.000	Merged-chr5-74704453-70
NR13260--MA0599.1.KLF5	chr11	120941196	120941205	-	0.000	0.000	Merged-chr11-120941184-16
NR33991--MA1107.1.KLF9	chr19	42770731	42770743	-	0.000	0.000	Merged-chr19-42770693-24
NR72491--MA0599.1.KLF5	chrX	114474274	114474283	-	0.000	0.000	Merged-chrX-114474330-36
NR4696--MA0599.1.KLF5	chr1	189830917	189830926	-	0.000	0.000	Merged-chr1-189831018-42
NR9447--MA0599.1.KLF5	chr11	20035549	20035558	-	0.000	0.000	Merged-chr11-20035595-25
NR53696--MA0741.1.KLF16	chr5	140148962	140148972	+	0.000	0.000	Merged-chr5-140149143-22
NR53553--MA0741.1.KLF16	chr5	137749332	137749342	+	0.000	0.000	Merged-chr5-137749459-31
NR6849--MA0599.1.KLF5	chr10	77864483	77864492	+	0.000	0.000	Merged-chr10-77864570-37
NR46486--MA0493.1.Klf1	chr4	102908262	102908272	-	0.000	0.000	Merged-chr4-102908208-33
NR26681--MA0599.1.KLF5	chr16	76283307	76283316	+	0.000	0.000	Merged-chr16-76283420-1
NR47464--MA0493.1.Klf1	chr4	129525473	129525483	+	0.000	0.000	Merged-chr4-129525565-21
NR73124--MA0740.1.KLF14	chrY	90799067	90799080	-	0.000	0.000	Merged-chrY-90799205-23
NR32427--MA1107.1.KLF9	chr18	79092867	79092879	+	0.000	0.000	Merged-chr18-79092831-54
NR67767--MA0599.1.KLF5	chr9	15014187	15014196	-	0.000	0.000	Merged-chr9-15014101-6
NR11630--MA1107.1.KLF9	chr11	88595863	88595875	+	0.000	0.000	Merged-chr11-88595910-28
NR57504--MA0599.1.KLF5	chr6	125229079	125229088	-	0.000	0.000	Merged-chr6-125228994-3
NR68726--MA1107.1.KLF9	chr9	51162042	51162054	-	0.000	0.000	Merged-chr9-51161990-29
NR56030--MA0657.1.KLF13	chr6	83415495	83415512	+	0.000	0.000	Merged-chr6-83415481-19
NR68731--MA0493.1.Klf1	chr9	51168207	51168217	-	0.000	0.000	Merged-chr9-51168146-14
NR54382--MA0599.1.KLF5	chr5	150232903	150232912	+	0.000	0.000	Merged-chr5-150232910-1
NR43480--MA1107.1.KLF9	chr3	135579489	135579501	-	0.000	0.000	Merged-chr3-135579457-44
NR24371--MA0493.1.Klf1	chr15	93374732	93374742	-	0.000	0.000	Merged-chr15-93374795-20
NR55360--MA0599.1.KLF5	chr6	50777122	50777131	-	0.000	0.000	Merged-chr6-50777185-35
NR60048--MA0741.1.KLF16	chr7	35172281	35172291	+	0.000	0.000	Merged-chr7-35172078-26
NR55103--MA0741.1.KLF16	chr6	41559577	41559587	-	0.000	0.000	Merged-chr6-41559544-20
NR31677--MA0039.3.KLF4	chr18	56810052	56810062	+	0.000	0.000	Merged-chr18-56810000-44
NR36222--MA0039.3.KLF4	chr2	54084589	54084599	+	0.000	0.000	Merged-chr2-54084669-5
NR57950--MA0039.3.KLF4	chr6	134451032	134451042	-	0.000	0.000	Merged-chr6-134450954-21
NR36800--MA1107.1.KLF9	chr2	77102608	77102620	+	0.000	0.000	Merged-chr2-77102646-21
NR64659--MA0741.1.KLF16	chr8	36249396	36249406	-	0.000	0.000	Merged-chr8-36249558-6
NR27094--MA1107.1.KLF9	chr16	93574639	93574651	-	0.000	0.000	Merged-chr16-93574695-56
NR44628--MA0039.3.KLF4	chr4	15929284	15929294	+	0.000	0.000	Merged-chr4-15929333-33
NR55011--MA0599.1.KLF5	chr6	37564039	37564048	+	0.000	0.000	Merged-chr6-37564158-19
NR57531--MA0599.1.KLF5	chr6	125434031	125434040	-	0.000	0.000	Merged-chr6-125433874-28
NR10685--MA0599.1.KLF5	chr11	68270935	68270944	-	0.000	0.000	Merged-chr11-68271044-32
NR64641--MA0599.1.KLF5	chr8	36030410	36030419	+	0.000	0.000	Merged-chr8-36030382-8
NR30843--MA1107.1.KLF9	chr18	5819883	5819895	+	0.000	0.000	Merged-chr18-5820020-28
NR68171--MA0741.1.KLF16	chr9	32672294	32672304	-	0.000	0.000	Merged-chr9-32672440-49
NR45366--MA0741.1.KLF16	chr4	47011204	47011214	-	0.000	0.000	Merged-chr4-47011023-46
NR3046--MA1107.1.KLF9	chr1	152817509	152817521	-	0.000	0.000	Merged-chr1-152817500-27
NR57981--MA0741.1.KLF16	chr6	134981447	134981457	-	0.000	0.000	Merged-chr6-134981456-22
NR66209--MA0741.1.KLF16	chr8	95349082	95349092	-	0.000	0.000	Merged-chr8-95348986-27
NR43476--MA1107.1.KLF9	chr3	135579481	135579493	-	0.000	0.000	Merged-chr3-135579457-44
NR67488--MA0740.1.KLF14	chr8	126699187	126699200	-	0.000	0.000	Merged-chr8-126699390-72
NR57530--MA1107.1.KLF9	chr6	125433842	125433854	+	0.000	0.000	Merged-chr6-125433874-28
NR66700--MA0599.1.KLF5	chr8	111720414	111720423	+	0.000	0.000	Merged-chr8-111720342-23
NR50740--MA0741.1.KLF16	chr5	65889195	65889205	+	0.000	0.000	Merged-chr5-65889163-36
NR56325--MA0742.1.Klf12	chr6	90629685	90629699	+	0.000	0.000	Merged-chr6-90629668-42
NR63435--MA0599.1.KLF5	chr7	137407649	137407658	-	0.000	0.000	Merged-chr7-137407650-3
NR42256--MA0039.3.KLF4	chr3	101066404	101066414	+	0.000	0.000	Merged-chr3-101066330-34
NR67481--MA0599.1.KLF5	chr8	126539626	126539635	-	0.000	0.000	Merged-chr8-126539798-23
NR24389--MA1107.1.KLF9	chr15	93443907	93443919	+	0.000	0.000	Merged-chr15-93443797-12
NR66694--MA0039.3.KLF4	chr8	111582570	111582580	+	0.000	0.000	Merged-chr8-111582684-27
NR73125--MA0657.1.KLF13	chrY	90799064	90799081	-	0.000	0.000	Merged-chrY-90799205-23
NR556--MA0740.1.KLF14	chr1	39941509	39941522	+	0.000	0.000	Merged-chr1-39941675-40
NR6120--MA0599.1.KLF5	chr10	59958327	59958336	-	0.000	0.000	Merged-chr10-59958273-13
NR18016--MA0493.1.Klf1	chr13	95063712	95063722	-	0.000	0.000	Merged-chr13-95063599-48
NR6101--MA1107.1.KLF9	chr10	59921283	59921295	-	0.000	0.000	Merged-chr10-59921087-38
NR70535--MA1107.1.KLF9	chr9	104337791	104337803	-	0.000	0.000	Merged-chr9-104337728-48
NR5469--MA0599.1.KLF5	chr10	25140439	25140448	-	0.000	0.000	Merged-chr10-25140477-16
NR34752--MA0657.1.KLF13	chr2	5615142	5615159	-	0.000	0.000	Merged-chr2-5615040-30
NR50931--MA1107.1.KLF9	chr5	74704611	74704623	+	0.000	0.000	Merged-chr5-74704453-70
NR32453--MA0657.1.KLF13	chr18	80041986	80042003	+	0.000	0.000	Merged-chr18-80041946-55
NR63408--MA0493.1.Klf1	chr7	136894414	136894424	-	0.000	0.000	Merged-chr7-136894538-85
NR29275--MA0493.1.Klf1	chr17	48002050	48002060	-	0.000	0.000	Merged-chr17-48002103-40
NR8685--MA0741.1.KLF16	chr10	122778138	122778148	+	0.000	0.000	Merged-chr10-122778014-1
NR63206--MA1107.1.KLF9	chr7	132824634	132824646	+	0.000	0.000	Merged-chr7-132824609-20
NR49491--MA0740.1.KLF14	chr5	20083294	20083307	+	0.000	0.000	Merged-chr5-20083207-6
NR72939--MA0741.1.KLF16	chrX	166329053	166329063	-	0.000	0.000	Merged-chrX-166329162-24
NR25843--MA0599.1.KLF5	chr16	33714495	33714504	-	0.000	0.000	Merged-chr16-33714431-35
NR60954--MA0740.1.KLF14	chr7	71379405	71379418	-	0.000	0.000	Merged-chr7-71379218-17
NR26145--MA0599.1.KLF5	chr16	45347020	45347029	-	0.000	0.000	Merged-chr16-45346908-42
NR50928--MA0599.1.KLF5	chr5	74704612	74704621	+	0.000	0.000	Merged-chr5-74704453-70
NR17852--MA0039.3.KLF4	chr13	89521654	89521664	+	0.000	0.000	Merged-chr13-89521757-30
NR73129--MA1107.1.KLF9	chrY	90799068	90799080	-	0.000	0.000	Merged-chrY-90799205-23
NR6100--MA0741.1.KLF16	chr10	59921284	59921294	-	0.000	0.000	Merged-chr10-59921087-38
NR5814--MA0599.1.KLF5	chr10	42934813	42934822	-	0.000	0.000	Merged-chr10-42934777-29
NR56329--MA1107.1.KLF9	chr6	90629685	90629697	+	0.000	0.000	Merged-chr6-90629668-42
NR53691--MA0740.1.KLF14	chr5	140148961	140148974	+	0.000	0.000	Merged-chr5-140149143-22
NR39534--MA0493.1.Klf1	chr2	165854761	165854771	-	0.000	0.000	Merged-chr2-165854688-17
NR66778--MA0657.1.KLF13	chr8	114986173	114986190	-	0.000	0.000	Merged-chr8-114986195-32
NR66807--MA1107.1.KLF9	chr8	115531346	115531358	+	0.000	0.000	Merged-chr8-115531430-21
NR41558--MA0599.1.KLF5	chr3	84477664	84477673	+	0.000	0.000	Merged-chr3-84477603-8
NR52058--MA0741.1.KLF16	chr5	113873220	113873230	-	0.000	0.000	Merged-chr5-113873174-24
NR42771--MA0741.1.KLF16	chr3	115897930	115897940	+	0.000	0.000	Merged-chr3-115897908-5
NR70858--MA0741.1.KLF16	chr9	110880152	110880162	-	0.000	0.000	Merged-chr9-110880207-47
NR67494--MA1107.1.KLF9	chr8	126864495	126864507	+	0.000	0.000	Merged-chr8-126864545-1
NR33990--MA0741.1.KLF16	chr19	42770732	42770742	-	0.000	0.000	Merged-chr19-42770693-24
NR66419--MA0741.1.KLF16	chr8	105278940	105278950	+	0.000	0.000	Merged-chr8-105279164-33
NR11252--MA0599.1.KLF5	chr11	78690775	78690784	+	0.000	0.000	Merged-chr11-78690691-3
NR48909--MA0493.1.Klf1	chr4	152247435	152247445	+	0.000	0.000	Merged-chr4-152247398-23
NR51390--MA0741.1.KLF16	chr5	96825220	96825230	+	0.000	0.000	Merged-chr5-96825060-50
NR9742--MA0741.1.KLF16	chr11	32020326	32020336	-	0.000	0.000	Merged-chr11-32020422-50
NR42433--MA0599.1.KLF5	chr3	103641458	103641467	+	0.000	0.000	Merged-chr3-103641510-13
NR33679--MA0039.3.KLF4	chr19	32523946	32523956	-	0.000	0.000	Merged-chr19-32523975-16
NR9744--MA0599.1.KLF5	chr11	32020367	32020376	-	0.000	0.000	Merged-chr11-32020422-50
NR2386--MA0741.1.KLF16	chr1	130522447	130522457	+	0.000	0.000	Merged-chr1-130522626-12
NR39677--MA1107.1.KLF9	chr2	167936115	167936127	-	0.000	0.000	Merged-chr2-167936072-3
NR13271--MA0741.1.KLF16	chr11	120981079	120981089	+	0.000	0.000	Merged-chr11-120981125-9
NR42784--MA0741.1.KLF16	chr3	116200269	116200279	+	0.000	0.000	Merged-chr3-116200281-40
NR3940--MA0741.1.KLF16	chr1	171916127	171916137	+	0.000	0.000	Merged-chr1-171916002-44
NR72071--MA0741.1.KLF16	chrX	59951357	59951367	+	0.000	0.000	Merged-chrX-59951386-23
NR2339--MA0599.1.KLF5	chr1	128713044	128713053	+	0.000	0.000	Merged-chr1-128713010-21
NR57976--MA0657.1.KLF13	chr6	134981442	134981459	-	0.000	0.000	Merged-chr6-134981456-22
NR23243--MA0599.1.KLF5	chr15	66286892	66286901	+	0.000	0.000	Merged-chr15-66286791-54
NR9743--MA1107.1.KLF9	chr11	32020325	32020337	-	0.000	0.000	Merged-chr11-32020422-50
NR72845--MA0039.3.KLF4	chrX	160604124	160604134	+	0.000	0.000	Merged-chrX-160604231-21
NR559--MA0741.1.KLF16	chr1	39941510	39941520	+	0.000	0.000	Merged-chr1-39941675-40
NR60547--MA0599.1.KLF5	chr7	49364571	49364580	+	0.000	0.000	Merged-chr7-49364720-42
NR63933--MA0599.1.KLF5	chr8	3328134	3328143	+	0.000	0.000	Merged-chr8-3327989-13
NR49492--MA0657.1.KLF13	chr5	20083293	20083310	+	0.000	0.000	Merged-chr5-20083207-6
NR40346--MA0039.3.KLF4	chr3	9500015	9500025	-	0.000	0.000	Merged-chr3-9499976-58
NR31434--MA0599.1.KLF5	chr18	43393466	43393475	+	0.000	0.000	Merged-chr18-43393382-40
NR48762--MA0599.1.KLF5	chr4	149854342	149854351	-	0.000	0.000	Merged-chr4-149854542-67
NR42131--MA0741.1.KLF16	chr3	97294415	97294425	-	0.000	0.000	Merged-chr3-97294559-20
NR11004--MA0741.1.KLF16	chr11	74881144	74881154	+	0.000	0.000	Merged-chr11-74881176-15
NR14400--MA1107.1.KLF9	chr12	69502005	69502017	-	0.000	0.000	Merged-chr12-69501974-43
NR16352--MA0493.1.Klf1	chr13	24547215	24547225	-	0.000	0.000	Merged-chr13-24547194-39
NR42581--MA0599.1.KLF5	chr3	108124282	108124291	-	0.000	0.000	Merged-chr3-108124378-33
NR41228--MA0741.1.KLF16	chr3	65352869	65352879	-	0.000	0.000	Merged-chr3-65352895-35
NR9450--MA0741.1.KLF16	chr11	20035543	20035553	-	0.000	0.000	Merged-chr11-20035595-25
NR46260--MA0599.1.KLF5	chr4	89137609	89137618	+	0.000	0.000	Merged-chr4-89137676-98
NR69558--MA1107.1.KLF9	chr9	75646906	75646918	+	0.000	0.000	Merged-chr9-75646856-3
NR5471--MA0741.1.KLF16	chr10	25140438	25140448	-	0.000	0.000	Merged-chr10-25140477-16
NR14742--MA0741.1.KLF16	chr12	81845219	81845229	-	0.000	0.000	Merged-chr12-81845150-28
NR30844--MA0740.1.KLF14	chr18	5819922	5819935	+	0.000	0.000	Merged-chr18-5820020-28
NR67771--MA0741.1.KLF16	chr9	15014182	15014192	-	0.000	0.000	Merged-chr9-15014101-6
NR32612--MA0039.3.KLF4	chr18	82532268	82532278	-	0.000	0.000	Merged-chr18-82532131-16
NR66312--MA0599.1.KLF5	chr8	104039727	104039736	-	0.000	0.000	Merged-chr8-104039758-41
NR52244--MA0493.1.Klf1	chr5	115693543	115693553	-	0.000	0.000	Merged-chr5-115693567-32
NR18019--MA0741.1.KLF16	chr13	95063709	95063719	-	0.000	0.000	Merged-chr13-95063599-48
NR51566--MA0742.1.Klf12	chr5	100929920	100929934	+	0.000	0.000	Merged-chr5-100929891-31
NR5604--MA0493.1.Klf1	chr10	37207074	37207084	-	0.000	0.000	Merged-chr10-37207171-14
NR13263--MA0741.1.KLF16	chr11	120941195	120941205	-	0.000	0.000	Merged-chr11-120941184-16
NR58442--MA0039.3.KLF4	chr6	143105897	143105907	-	0.000	0.000	Merged-chr6-143106016-7
NR42776--MA0741.1.KLF16	chr3	115897935	115897945	+	0.000	0.000	Merged-chr3-115897908-5
NR61427--MA0599.1.KLF5	chr7	90341962	90341971	-	0.000	0.000	Merged-chr7-90341759-29
NR41016--MA1107.1.KLF9	chr3	52102782	52102794	+	0.000	0.000	Merged-chr3-52102741-168
NR56711--MA0493.1.Klf1	chr6	100390391	100390401	+	0.000	0.000	Merged-chr6-100390476-26
NR41227--MA0493.1.Klf1	chr3	65352870	65352880	-	0.000	0.000	Merged-chr3-65352895-35
NR52369--MA1107.1.KLF9	chr5	118710065	118710077	-	0.000	0.000	Merged-chr5-118710096-15
NR6400--MA0740.1.KLF14	chr10	67698005	67698018	+	0.000	0.000	Merged-chr10-67697981-39
NR27238--MA0740.1.KLF14	chr16	96208434	96208447	-	0.000	0.000	Merged-chr16-96208613-13
NR68527--MA0741.1.KLF16	chr9	46120105	46120115	+	0.000	0.000	Merged-chr9-46120159-27
NR7229--MA0493.1.Klf1	chr10	81253308	81253318	-	0.000	0.000	Merged-chr10-81253220-18
NR25781--MA0493.1.Klf1	chr16	32516539	32516549	-	0.000	0.000	Merged-chr16-32516451-30
NR60046--MA0741.1.KLF16	chr7	35172061	35172071	-	0.000	0.000	Merged-chr7-35172078-26
NR67765--MA0599.1.KLF5	chr9	15014169	15014178	-	0.000	0.000	Merged-chr9-15014101-6
NR11628--MA0741.1.KLF16	chr11	88595871	88595881	+	0.000	0.000	Merged-chr11-88595910-28
NR30836--MA0740.1.KLF14	chr18	5819883	5819896	+	0.000	0.000	Merged-chr18-5820020-28
NR44892--MA0741.1.KLF16	chr4	34551629	34551639	+	0.000	0.000	Merged-chr4-34551500-9
NR2388--MA1107.1.KLF9	chr1	130522446	130522458	+	0.000	0.000	Merged-chr1-130522626-12
NR54380--MA0599.1.KLF5	chr5	150232893	150232902	+	0.000	0.000	Merged-chr5-150232910-1
NR68935--MA0493.1.Klf1	chr9	58112455	58112465	+	0.000	0.000	Merged-chr9-58112486-25
NR14843--MA0741.1.KLF16	chr12	85486976	85486986	-	0.000	0.000	Merged-chr12-85486872-12
NR6188--MA1107.1.KLF9	chr10	61233349	61233361	+	0.000	0.000	Merged-chr10-61233317-40
NR16980--MA0741.1.KLF16	chr13	52929728	52929738	+	0.000	0.000	Merged-chr13-52929606-61
NR50772--MA0741.1.KLF16	chr5	66620372	66620382	-	0.000	0.000	Merged-chr5-66620441-17
NR24373--MA1107.1.KLF9	chr15	93374730	93374742	-	0.000	0.000	Merged-chr15-93374795-20
NR42768--MA0741.1.KLF16	chr3	115897927	115897937	+	0.000	0.000	Merged-chr3-115897908-5
NR66207--MA0741.1.KLF16	chr8	95349080	95349090	-	0.000	0.000	Merged-chr8-95348986-27
NR1088--MA1107.1.KLF9	chr1	69683244	69683256	-	0.000	0.000	Merged-chr1-69683222-14
NR24391--MA1107.1.KLF9	chr15	93443919	93443931	+	0.000	0.000	Merged-chr15-93443797-12
NR45268--MA0741.1.KLF16	chr4	45766162	45766172	-	0.000	0.000	Merged-chr4-45766216-17
NR16976--MA0599.1.KLF5	chr13	52929728	52929737	+	0.000	0.000	Merged-chr13-52929606-61
NR6440--MA0599.1.KLF5	chr10	68136635	68136644	+	0.000	0.000	Merged-chr10-68136775-17
NR31810--MA1107.1.KLF9	chr18	62267376	62267388	-	0.000	0.000	Merged-chr18-62267467-16
NR24379--MA0599.1.KLF5	chr15	93443908	93443917	+	0.000	0.000	Merged-chr15-93443797-12
NR11177--MA0493.1.Klf1	chr11	77802566	77802576	+	0.000	0.000	Merged-chr11-77802709-45
NR6401--MA0657.1.KLF13	chr10	67698004	67698021	+	0.000	0.000	Merged-chr10-67697981-39
NR13268--MA0741.1.KLF16	chr11	120981076	120981086	+	0.000	0.000	Merged-chr11-120981125-9
NR39721--MA0741.1.KLF16	chr2	168525574	168525584	+	0.000	0.000	Merged-chr2-168525389-54
NR17851--MA0599.1.KLF5	chr13	89521653	89521662	+	0.000	0.000	Merged-chr13-89521757-30
NR43474--MA1107.1.KLF9	chr3	135579477	135579489	-	0.000	0.000	Merged-chr3-135579457-44
NR9705--MA0741.1.KLF16	chr11	31169345	31169355	+	0.000	0.000	Merged-chr11-31169541-9
NR40021--MA0741.1.KLF16	chr2	173444619	173444629	+	0.000	0.000	Merged-chr2-173444560-32
NR6077--MA0493.1.Klf1	chr10	59570941	59570951	+	0.000	0.000	Merged-chr10-59570801-31
NR69059--MA0599.1.KLF5	chr9	61715231	61715240	-	0.000	0.000	Merged-chr9-61715160-12
NR37115--MA0599.1.KLF5	chr2	92948474	92948483	-	0.000	0.000	Merged-chr2-92948458-20
NR35956--MA0599.1.KLF5	chr2	37765371	37765380	-	0.000	0.000	Merged-chr2-37765232-35
NR1700--MA0741.1.KLF16	chr1	92371930	92371940	+	0.000	0.000	Merged-chr1-92371802-28
NR65618--MA0741.1.KLF16	chr8	76902242	76902252	+	0.000	0.000	Merged-chr8-76902143-41
NR29054--MA0599.1.KLF5	chr17	45342199	45342208	-	0.000	0.000	Merged-chr17-45342322-7
NR31699--MA0493.1.Klf1	chr18	57970445	57970455	+	0.000	0.000	Merged-chr18-57970531-36
NR67484--MA0741.1.KLF16	chr8	126539625	126539635	-	0.000	0.000	Merged-chr8-126539798-23
NR36748--MA0657.1.KLF13	chr2	75114510	75114527	-	0.000	0.000	Merged-chr2-75114355-21
NR72284--MA0599.1.KLF5	chrX	93911156	93911165	-	0.000	0.000	Merged-chrX-93911345-24
NR30837--MA0657.1.KLF13	chr18	5819882	5819899	+	0.000	0.000	Merged-chr18-5820020-28
NR24057--MA0599.1.KLF5	chr15	84372964	84372973	-	0.000	0.000	Merged-chr15-84372915-18
