#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/DKO_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.1_selected/pval-0.1_updn/all.df.numx.c5-DKO_Th1_vs_Bcl6KO_Th1-pval-0.1_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.1_selected/pval-0.1_updn/all.df.numx.c5-DKO_Th1_vs_Bcl6KO_Th1-pval-0.1_up.bed
NR19880--MA1107.1.KLF9	chr14	84443462	84443474	-	0.000	0.000	Merged-chr14-84443299-57
NR3835--MA0741.1.KLF16	chr1	183180652	183180662	-	0.000	0.000	Merged-chr1-183180587-56
NR57924--MA0740.1.KLF14	chr7	136894428	136894441	+	0.000	0.000	Merged-chr7-136894538-85
NR5733--MA0493.1.Klf1	chr10	74967330	74967340	+	0.000	0.000	Merged-chr10-74967177-57
NR44401--MA1107.1.KLF9	chr4	137714170	137714182	-	0.000	0.000	Merged-chr4-137714339-14
NR34054--MA0599.1.KLF5	chr2	68289276	68289285	-	0.000	0.000	Merged-chr2-68289327-28
NR7497--MA0599.1.KLF5	chr10	117651142	117651151	-	0.000	0.000	Merged-chr10-117651194-26
NR53016--MA0599.1.KLF5	chr6	129049281	129049290	-	0.000	0.000	Merged-chr6-129049251-27
NR51722--MA0493.1.Klf1	chr6	85075160	85075170	+	0.000	0.000	Merged-chr6-85075148-16
NR53834--MA0741.1.KLF16	chr6	145002398	145002408	-	0.000	0.000	Merged-chr6-145002461-23
NR64276--MA0741.1.KLF16	chr9	101251870	101251880	+	0.000	0.000	Merged-chr9-101251656-72
NR20080--MA0742.1.Klf12	chr14	101879180	101879194	+	0.000	0.000	Merged-chr14-101879110-69
NR40946--MA1107.1.KLF9	chr3	148488426	148488438	+	0.000	0.000	Merged-chr3-148488399-75
NR1645--MA0741.1.KLF16	chr1	111864955	111864965	-	0.000	0.000	Merged-chr1-111864716-124
NR49692--MA0740.1.KLF14	chr5	141241508	141241521	-	0.000	0.000	Merged-chr5-141241462-54
NR15297--MA1107.1.KLF9	chr12	119148007	119148019	-	0.000	0.000	Merged-chr12-119148040-28
NR54189--MA0657.1.KLF13	chr7	4964458	4964475	+	0.000	0.000	Merged-chr7-4964465-28
NR47239--MA0741.1.KLF16	chr5	92967512	92967522	+	0.000	0.000	Merged-chr5-92967427-8
NR61471--MA0741.1.KLF16	chr8	125727533	125727543	-	0.000	0.000	Merged-chr8-125727602-12
NR25230--MA0599.1.KLF5	chr16	93153252	93153261	+	0.000	0.000	Merged-chr16-93153200-34
NR836--MA0599.1.KLF5	chr1	61016827	61016836	+	0.000	0.000	Merged-chr1-61016858-25
NR43223--MA0599.1.KLF5	chr4	118060378	118060387	+	0.000	0.000	Merged-chr4-118060227-12
NR7496--MA1107.1.KLF9	chr10	117651103	117651115	-	0.000	0.000	Merged-chr10-117651194-26
NR11377--MA0493.1.Klf1	chr11	101199803	101199813	-	0.000	0.000	Merged-chr11-101199720-6
NR53911--MA0740.1.KLF14	chr6	145992967	145992980	+	0.000	0.000	Merged-chr6-145993129-56
NR5416--MA0599.1.KLF5	chr10	61233350	61233359	+	0.000	0.000	Merged-chr10-61233317-40
NR63601--MA0493.1.Klf1	chr9	77966057	77966067	+	0.000	0.000	Merged-chr9-77966049-24
NR41266--MA1107.1.KLF9	chr3	154683885	154683897	-	0.000	0.000	Merged-chr3-154683777-15
NR18692--MA1107.1.KLF9	chr14	31398285	31398297	-	0.000	0.000	Merged-chr14-31398460-1
NR66996--MA0493.1.Klf1	chrX	166672851	166672861	+	0.000	0.000	Merged-chrX-166672902-11
NR5537--MA0599.1.KLF5	chr10	63175382	63175391	+	0.000	0.000	Merged-chr10-63175316-22
NR62421--MA1107.1.KLF9	chr9	42423816	42423828	+	0.000	0.000	Merged-chr9-42423784-11
NR8914--MA0599.1.KLF5	chr11	32020367	32020376	-	0.000	0.000	Merged-chr11-32020422-50
NR159--MA1107.1.KLF9	chr1	20825296	20825308	+	0.000	0.000	Merged-chr1-20825313-33
NR17138--MA0599.1.KLF5	chr13	95063712	95063721	-	0.000	0.000	Merged-chr13-95063599-48
NR66343--MA0599.1.KLF5	chrX	99042496	99042505	+	0.000	0.000	Merged-chrX-99042663-22
NR32564--MA0599.1.KLF5	chr2	6622319	6622328	-	0.000	0.000	Merged-chr2-6622331-33
NR44400--MA0741.1.KLF16	chr4	137714171	137714181	-	0.000	0.000	Merged-chr4-137714339-14
NR32545--MA1107.1.KLF9	chr2	5003272	5003284	+	0.000	0.000	Merged-chr2-5003396-19
NR32513--MA0741.1.KLF16	chr2	3925319	3925329	+	0.000	0.000	Merged-chr2-3925386-29
NR22035--MA0741.1.KLF16	chr15	80192528	80192538	+	0.000	0.000	Merged-chr15-80192413-58
NR20052--MA0740.1.KLF14	chr14	101504726	101504739	+	0.000	0.000	Merged-chr14-101504867-40
NR23461--MA0741.1.KLF16	chr15	102746860	102746870	+	0.000	0.000	Merged-chr15-102746842-41
NR43648--MA0493.1.Klf1	chr4	128713452	128713462	-	0.000	0.000	Merged-chr4-128713412-15
NR66535--MA0493.1.Klf1	chrX	113298203	113298213	-	0.000	0.000	Merged-chrX-113298172-75
NR11845--MA0741.1.KLF16	chr11	109331358	109331368	+	0.000	0.000	Merged-chr11-109331360-60
NR55642--MA0039.3.KLF4	chr7	49494867	49494877	-	0.000	0.000	Merged-chr7-49494921-17
NR33057--MA0039.3.KLF4	chr2	27187613	27187623	-	0.000	0.000	Merged-chr2-27187639-44
NR14306--MA1107.1.KLF9	chr12	101718628	101718640	+	0.000	0.000	Merged-chr12-101718493-65
NR1848--MA1107.1.KLF9	chr1	127796437	127796449	-	0.000	0.000	Merged-chr1-127796546-56
NR13262--MA0599.1.KLF5	chr12	52383032	52383041	+	0.000	0.000	Merged-chr12-52383146-23
NR28477--MA0493.1.Klf1	chr17	84056508	84056518	-	0.000	0.000	Merged-chr17-84056540-29
NR42082--MA0741.1.KLF16	chr4	45530839	45530849	+	0.000	0.000	Merged-chr4-45530813-118
NR14526--MA0493.1.Klf1	chr12	106016401	106016411	-	0.000	0.000	Merged-chr12-106016418-37
NR33179--MA0493.1.Klf1	chr2	30064067	30064077	-	0.000	0.000	Merged-chr2-30064013-1
NR54682--MA0039.3.KLF4	chr7	24481811	24481821	+	0.000	0.000	Merged-chr7-24481860-36
NR19131--MA0741.1.KLF16	chr14	54165074	54165084	-	0.000	0.000	Merged-chr14-54165125-24
NR18679--MA1107.1.KLF9	chr14	31398259	31398271	-	0.000	0.000	Merged-chr14-31398460-1
NR5089--MA0740.1.KLF14	chr10	42887288	42887301	-	0.000	0.000	Merged-chr10-42887187-18
NR24905--MA1107.1.KLF9	chr16	78295028	78295040	-	0.000	0.000	Merged-chr16-78294970-14
NR46963--MA0599.1.KLF5	chr5	75978515	75978524	-	0.000	0.000	Merged-chr5-75978410-42
NR42191--MA0741.1.KLF16	chr4	47251262	47251272	+	0.000	0.000	Merged-chr4-47251279-48
NR4380--MA0599.1.KLF5	chr1	193589281	193589290	-	0.000	0.000	Merged-chr1-193589231-21
NR33878--MA0599.1.KLF5	chr2	59482659	59482668	+	0.000	0.000	Merged-chr2-59482840-22
NR61768--MA0741.1.KLF16	chr9	14185735	14185745	-	0.000	0.000	Merged-chr9-14185865-8
NR19868--MA0493.1.Klf1	chr14	79591337	79591347	-	0.000	0.000	Merged-chr14-79591332-25
NR53163--MA1107.1.KLF9	chr6	134184204	134184216	+	0.000	0.000	Merged-chr6-134184108-53
NR51352--MA0741.1.KLF16	chr6	61271212	61271222	+	0.000	0.000	Merged-chr6-61271177-5
NR42491--MA0493.1.Klf1	chr4	63928473	63928483	+	0.000	0.000	Merged-chr4-63928441-11
NR17146--MA1107.1.KLF9	chr13	95063708	95063720	-	0.000	0.000	Merged-chr13-95063599-48
NR62699--MA0740.1.KLF14	chr9	53706253	53706266	-	0.000	0.000	Merged-chr9-53706205-55
NR53818--MA0599.1.KLF5	chr6	144890401	144890410	+	0.000	0.000	Merged-chr6-144890317-11
NR14656--MA0493.1.Klf1	chr12	108334123	108334133	-	0.000	0.000	Merged-chr12-108333959-92
NR48355--MA0599.1.KLF5	chr5	118817873	118817882	-	0.000	0.000	Merged-chr5-118817732-16
NR644--MA0599.1.KLF5	chr1	52952744	52952753	-	0.000	0.000	Merged-chr1-52952796-56
NR28169--MA0599.1.KLF5	chr17	74865014	74865023	-	0.000	0.000	Merged-chr17-74864979-18
NR20215--MA0493.1.Klf1	chr14	105897605	105897615	+	0.000	0.000	Merged-chr14-105897458-44
NR46027--MA0493.1.Klf1	chr5	28269892	28269902	-	0.000	0.000	Merged-chr5-28269924-54
NR35064--MA0599.1.KLF5	chr2	117418841	117418850	-	0.000	0.000	Merged-chr2-117418760-26
NR28602--MA1107.1.KLF9	chr17	86184965	86184977	-	0.000	0.000	Merged-chr17-86185009-23
NR62431--MA0493.1.Klf1	chr9	42488260	42488270	+	0.000	0.000	Merged-chr9-42488247-23
NR11987--MA0599.1.KLF5	chr11	113174290	113174299	+	0.000	0.000	Merged-chr11-113174221-33
NR62896--MA1107.1.KLF9	chr9	58140060	58140072	+	0.000	0.000	Merged-chr9-58140138-21
NR46040--MA0741.1.KLF16	chr5	29195955	29195965	-	0.000	0.000	Merged-chr5-29195906-68
NR54365--MA1107.1.KLF9	chr7	16001849	16001861	-	0.000	0.000	Merged-chr7-16001989-41
NR34855--MA1107.1.KLF9	chr2	105398769	105398781	-	0.000	0.000	Merged-chr2-105398879-2
NR55362--MA0599.1.KLF5	chr7	44360498	44360507	+	0.000	0.000	Merged-chr7-44360317-54
NR33882--MA0493.1.Klf1	chr2	59513713	59513723	-	0.000	0.000	Merged-chr2-59513816-12
NR66057--MA0741.1.KLF16	chrX	56374578	56374588	-	0.000	0.000	Merged-chrX-56374648-33
NR15451--MA0599.1.KLF5	chr13	13492207	13492216	-	0.000	0.000	Merged-chr13-13492146-24
NR21225--MA0599.1.KLF5	chr15	51803265	51803274	-	0.000	0.000	Merged-chr15-51803142-36
NR24335--MA0742.1.Klf12	chr16	35984017	35984031	-	0.000	0.000	Merged-chr16-35984000-4
NR53912--MA0657.1.KLF13	chr6	145992966	145992983	+	0.000	0.000	Merged-chr6-145993129-56
NR28173--MA0493.1.Klf1	chr17	74865014	74865024	-	0.000	0.000	Merged-chr17-74864979-18
NR48352--MA0741.1.KLF16	chr5	118661945	118661955	+	0.000	0.000	Merged-chr5-118661904-17
NR53839--MA0741.1.KLF16	chr6	145002403	145002413	-	0.000	0.000	Merged-chr6-145002461-23
NR416--MA0599.1.KLF5	chr1	38723992	38724001	+	0.000	0.000	Merged-chr1-38723833-22
NR63361--MA0741.1.KLF16	chr9	69073443	69073453	-	0.000	0.000	Merged-chr9-69073494-25
NR12279--MA1107.1.KLF9	chr11	116688045	116688057	-	0.000	0.000	Merged-chr11-116688042-60
NR13346--MA0039.3.KLF4	chr12	55357492	55357502	-	0.000	0.000	Merged-chr12-55357452-12
NR22595--MA0740.1.KLF14	chr15	91573241	91573254	-	0.000	0.000	Merged-chr15-91573061-60
NR45681--MA0599.1.KLF5	chr5	14514927	14514936	-	0.000	0.000	Merged-chr5-14515082-42
NR47937--MA0599.1.KLF5	chr5	112483182	112483191	+	0.000	0.000	Merged-chr5-112483145-18
NR12274--MA0039.3.KLF4	chr11	116688045	116688055	-	0.000	0.000	Merged-chr11-116688042-60
NR47360--MA0657.1.KLF13	chr5	99495557	99495574	+	0.000	0.000	Merged-chr5-99495568-41
NR32930--MA0740.1.KLF14	chr2	25395859	25395872	-	0.000	0.000	Merged-chr2-25395887-13
NR48190--MA0741.1.KLF16	chr5	115711885	115711895	-	0.000	0.000	Merged-chr5-115711698-1,Merged-chr5-115712054-77
NR17631--MA0599.1.KLF5	chr13	105294076	105294085	+	0.000	0.000	Merged-chr13-105294247-42
NR51126--MA0741.1.KLF16	chr6	51330455	51330465	+	0.000	0.000	Merged-chr6-51330461-17
NR13671--MA0740.1.KLF14	chr12	75818294	75818307	-	0.000	0.000	Merged-chr12-75818494-81
NR55684--MA0493.1.Klf1	chr7	55890160	55890170	+	0.000	0.000	Merged-chr7-55890160-26
NR15306--MA0741.1.KLF16	chr12	119238286	119238296	-	0.000	0.000	Merged-chr12-119238441-107
NR51720--MA0742.1.Klf12	chr6	85075160	85075174	+	0.000	0.000	Merged-chr6-85075148-16
NR53872--MA0599.1.KLF5	chr6	145256893	145256902	+	0.000	0.000	Merged-chr6-145256997-16
NR24339--MA0741.1.KLF16	chr16	35984020	35984030	-	0.000	0.000	Merged-chr16-35984000-4
NR39988--MA0599.1.KLF5	chr3	122202471	122202480	+	0.000	0.000	Merged-chr3-122202498-54
NR37454--MA0493.1.Klf1	chr2	174556036	174556046	-	0.000	0.000	Merged-chr2-174555978-36
NR10785--MA0493.1.Klf1	chr11	90259994	90260004	-	0.000	0.000	Merged-chr11-90260049-1
NR8269--MA1107.1.KLF9	chr10	128940594	128940606	-	0.000	0.000	Merged-chr10-128940717-41
NR45116--MA0741.1.KLF16	chr4	149896412	149896422	-	0.000	0.000	Merged-chr4-149896301-4
NR13804--MA0493.1.Klf1	chr12	80885790	80885800	-	0.000	0.000	Merged-chr12-80885869-36
NR5542--MA0741.1.KLF16	chr10	63175390	63175400	+	0.000	0.000	Merged-chr10-63175316-22
NR51344--MA0741.1.KLF16	chr6	61271204	61271214	+	0.000	0.000	Merged-chr6-61271177-5
NR1040--MA0741.1.KLF16	chr1	74854898	74854908	-	0.000	0.000	Merged-chr1-74854969-34
NR53890--MA0599.1.KLF5	chr6	145469422	145469431	-	0.000	0.000	Merged-chr6-145469437-17
NR42188--MA0599.1.KLF5	chr4	47251262	47251271	+	0.000	0.000	Merged-chr4-47251279-48
NR29961--MA1107.1.KLF9	chr18	67212684	67212696	+	0.000	0.000	Merged-chr18-67212775-57
NR47371--MA0742.1.Klf12	chr5	99728339	99728353	-	0.000	0.000	Merged-chr5-99728250-10
NR2537--MA0599.1.KLF5	chr1	152084815	152084824	-	0.000	0.000	Merged-chr1-152084822-56
NR50127--MA1107.1.KLF9	chr5	148266873	148266885	-	0.000	0.000	Merged-chr5-148266957-7
NR60991--MA0599.1.KLF5	chr8	119569920	119569929	-	0.000	0.000	Merged-chr8-119570093-35
NR8909--MA0039.3.KLF4	chr11	31892341	31892351	+	0.000	0.000	Merged-chr11-31892253-17
NR8919--MA0493.1.Klf1	chr11	32138430	32138440	-	0.000	0.000	Merged-chr11-32138495-33
NR18926--MA1107.1.KLF9	chr14	47740786	47740798	+	0.000	0.000	Merged-chr14-47740703-52
NR51124--MA0599.1.KLF5	chr6	51287895	51287904	-	0.000	0.000	Merged-chr6-51287938-60
NR40241--MA0599.1.KLF5	chr3	129879494	129879503	-	0.000	0.000	Merged-chr3-129879420-1
NR17324--MA0657.1.KLF13	chr13	99781076	99781093	-	0.000	0.000	Merged-chr13-99781144-21
NR21391--MA0599.1.KLF5	chr15	59805087	59805096	+	0.000	0.000	Merged-chr15-59805045-21
NR57364--MA0741.1.KLF16	chr7	123189954	123189964	+	0.000	0.000	Merged-chr7-123189982-13
NR6216--MA0599.1.KLF5	chr10	80658964	80658973	+	0.000	0.000	Merged-chr10-80658824-84
NR22360--MA0599.1.KLF5	chr15	84663195	84663204	+	0.000	0.000	Merged-chr15-84663201-26
NR46969--MA0741.1.KLF16	chr5	75978538	75978548	+	0.000	0.000	Merged-chr5-75978410-42
NR42672--MA0741.1.KLF16	chr4	89350504	89350514	+	0.000	0.000	Merged-chr4-89350457-2
NR49804--MA0740.1.KLF14	chr5	142551114	142551127	-	0.000	0.000	Merged-chr5-142551043-31
NR37011--MA0493.1.Klf1	chr2	167505320	167505330	+	0.000	0.000	Merged-chr2-167505349-52
NR4367--MA0493.1.Klf1	chr1	193365983	193365993	-	0.000	0.000	Merged-chr1-193366026-12
NR42286--MA0493.1.Klf1	chr4	55343393	55343403	+	0.000	0.000	Merged-chr4-55343422-62
NR3623--MA0741.1.KLF16	chr1	179847493	179847503	-	0.000	0.000	Merged-chr1-179847496-1
NR27590--MA0599.1.KLF5	chr17	52601275	52601284	+	0.000	0.000	Merged-chr17-52601188-69
NR9120--MA0741.1.KLF16	chr11	49202770	49202780	-	0.000	0.000	Merged-chr11-49202721-8
NR67134--MA0599.1.KLF5	chrY	1116319	1116328	-	0.000	0.000	Merged-chrY-1116441-17
NR58965--MA0741.1.KLF16	chr8	34398001	34398011	+	0.000	0.000	Merged-chr8-34397971-66
NR53876--MA0740.1.KLF14	chr6	145284478	145284491	-	0.000	0.000	Merged-chr6-145284477-26
NR58986--MA0599.1.KLF5	chr8	34798286	34798295	-	0.000	0.000	Merged-chr8-34798144-28
NR59915--MA0740.1.KLF14	chr8	77376621	77376634	+	0.000	0.000	Merged-chr8-77376569-21
NR47139--MA0039.3.KLF4	chr5	89045091	89045101	+	0.000	0.000	Merged-chr5-89044916-44
NR44820--MA0599.1.KLF5	chr4	144898352	144898361	+	0.000	0.000	Merged-chr4-144898190-46
NR32126--MA0493.1.Klf1	chr19	53760526	53760536	-	0.000	0.000	Merged-chr19-53760542-10
NR31730--MA0493.1.Klf1	chr19	40821548	40821558	+	0.000	0.000	Merged-chr19-40821418-1
NR44690--MA0657.1.KLF13	chr4	141296032	141296049	+	0.000	0.000	Merged-chr4-141296105-4
NR3622--MA0493.1.Klf1	chr1	179847494	179847504	-	0.000	0.000	Merged-chr1-179847496-1
NR26599--MA0599.1.KLF5	chr17	29155792	29155801	+	0.000	0.000	Merged-chr17-29155963-15
NR48826--MA0599.1.KLF5	chr5	129192020	129192029	+	0.000	0.000	Merged-chr5-129191899-21
NR42505--MA1107.1.KLF9	chr4	71291515	71291527	-	0.000	0.000	Merged-chr4-71291736-94
NR53637--MA0740.1.KLF14	chr6	142507958	142507971	-	0.000	0.000	Merged-chr6-142507875-63
NR5922--MA1107.1.KLF9	chr10	78115178	78115190	-	0.000	0.000	Merged-chr10-78115092-14
NR34332--MA1107.1.KLF9	chr2	76421442	76421454	-	0.000	0.000	Merged-chr2-76421582-29
NR50294--MA0599.1.KLF5	chr5	149647679	149647688	+	0.000	0.000	Merged-chr5-149647772-15
NR1810--MA0599.1.KLF5	chr1	127322312	127322321	+	0.000	0.000	Merged-chr1-127322582-29
NR60324--MA0740.1.KLF14	chr8	93810528	93810541	+	0.000	0.000	Merged-chr8-93810346-59
NR25249--MA0493.1.Klf1	chr16	93552856	93552866	+	0.000	0.000	Merged-chr16-93552984-42
NR8842--MA0039.3.KLF4	chr11	26657816	26657826	+	0.000	0.000	Merged-chr11-26657743-22
NR45140--MA0599.1.KLF5	chr4	150087365	150087374	-	0.000	0.000	Merged-chr4-150087480-81
NR53889--MA0740.1.KLF14	chr6	145469419	145469432	-	0.000	0.000	Merged-chr6-145469437-17
NR5367--MA1107.1.KLF9	chr10	60225626	60225638	+	0.000	0.000	Merged-chr10-60225461-7
NR1813--MA0741.1.KLF16	chr1	127322312	127322322	+	0.000	0.000	Merged-chr1-127322582-29
NR57072--MA0741.1.KLF16	chr7	115217059	115217069	-	0.000	0.000	Merged-chr7-115217038-43
NR54630--MA1107.1.KLF9	chr7	19819224	19819236	-	0.000	0.000	Merged-chr7-19819165-4
NR49926--MA0740.1.KLF14	chr5	144358275	144358288	-	0.000	0.000	Merged-chr5-144358177-56
NR18721--MA0493.1.Klf1	chr14	31934164	31934174	-	0.000	0.000	Merged-chr14-31934172-18
NR63683--MA0493.1.Klf1	chr9	80313763	80313773	-	0.000	0.000	Merged-chr9-80313733-27
NR19282--MA1107.1.KLF9	chr14	59553387	59553399	-	0.000	0.000	Merged-chr14-59553394-22
NR20081--MA1107.1.KLF9	chr14	101879180	101879192	+	0.000	0.000	Merged-chr14-101879110-69
NR11454--MA1107.1.KLF9	chr11	102074472	102074484	+	0.000	0.000	Merged-chr11-102074455-23
NR14707--MA0599.1.KLF5	chr12	109067991	109068000	+	0.000	0.000	Merged-chr12-109068052-48
NR59046--MA0493.1.Klf1	chr8	36248359	36248369	+	0.000	0.000	Merged-chr8-36248253-9
NR53331--MA0599.1.KLF5	chr6	137491893	137491902	-	0.000	0.000	Merged-chr6-137492060-50
NR50830--MA0741.1.KLF16	chr6	38809625	38809635	+	0.000	0.000	Merged-chr6-38809579-1
NR55958--MA0657.1.KLF13	chr7	68298601	68298618	+	0.000	0.000	Merged-chr7-68298573-21
NR17068--MA0741.1.KLF16	chr13	94144779	94144789	-	0.000	0.000	Merged-chr13-94144726-31
NR54187--MA1107.1.KLF9	chr7	4948748	4948760	-	0.000	0.000	Merged-chr7-4948568-26
NR33802--MA1107.1.KLF9	chr2	53051381	53051393	-	0.000	0.000	Merged-chr2-53051556-37
NR39956--MA0741.1.KLF16	chr3	121495133	121495143	-	0.000	0.000	Merged-chr3-121495033-1
NR7737--MA0741.1.KLF16	chr10	121382683	121382693	-	0.000	0.000	Merged-chr10-121382753-17
NR47320--MA0599.1.KLF5	chr5	96878936	96878945	+	0.000	0.000	Merged-chr5-96879087-37
NR28550--MA0493.1.Klf1	chr17	84944342	84944352	-	0.000	0.000	Merged-chr17-84944510-25
NR4622--MA1107.1.KLF9	chr10	13446829	13446841	-	0.000	0.000	Merged-chr10-13446841-15
NR29724--MA0039.3.KLF4	chr18	60625569	60625579	-	0.000	0.000	Merged-chr18-60625535-13
NR66526--MA0742.1.Klf12	chrX	113298145	113298159	-	0.000	0.000	Merged-chrX-113298172-75
NR6220--MA0742.1.Klf12	chr10	80662383	80662397	+	0.000	0.000	Merged-chr10-80662335-4
NR21712--MA0740.1.KLF14	chr15	76190076	76190089	+	0.000	0.000	Merged-chr15-76190238-30
NR1577--MA0493.1.Klf1	chr1	105565262	105565272	+	0.000	0.000	Merged-chr1-105565114-33
NR62706--MA0599.1.KLF5	chr9	53706297	53706306	-	0.000	0.000	Merged-chr9-53706205-55
NR5024--MA0741.1.KLF16	chr10	41620111	41620121	-	0.000	0.000	Merged-chr10-41620205-22
NR10467--MA0039.3.KLF4	chr11	82424778	82424788	-	0.000	0.000	Merged-chr11-82424845-7
NR5927--MA1107.1.KLF9	chr10	78115188	78115200	-	0.000	0.000	Merged-chr10-78115092-14
NR1903--MA0740.1.KLF14	chr1	128713043	128713056	+	0.000	0.000	Merged-chr1-128713010-21
NR9778--MA0741.1.KLF16	chr11	66961666	66961676	+	0.000	0.000	Merged-chr11-66961666-9
NR66071--MA0493.1.Klf1	chrX	57189590	57189600	-	0.000	0.000	Merged-chrX-57189507-26
NR32575--MA0742.1.Klf12	chr2	7254629	7254643	-	0.000	0.000	Merged-chr2-7254714-17
NR51349--MA0741.1.KLF16	chr6	61271209	61271219	+	0.000	0.000	Merged-chr6-61271177-5
NR4995--MA0599.1.KLF5	chr10	40683314	40683323	-	0.000	0.000	Merged-chr10-40683346-22
NR45117--MA1107.1.KLF9	chr4	149896411	149896423	-	0.000	0.000	Merged-chr4-149896301-4
NR2493--MA0742.1.Klf12	chr1	151248488	151248502	+	0.000	0.000	Merged-chr1-151248636-5
NR19376--MA0039.3.KLF4	chr14	62878864	62878874	+	0.000	0.000	Merged-chr14-62878901-5
NR59288--MA0493.1.Klf1	chr8	57402507	57402517	-	0.000	0.000	Merged-chr8-57402577-20
NR17143--MA0741.1.KLF16	chr13	95063709	95063719	-	0.000	0.000	Merged-chr13-95063599-48
NR39483--MA0599.1.KLF5	chr3	104616373	104616382	-	0.000	0.000	Merged-chr3-104616358-38
NR63599--MA0599.1.KLF5	chr9	77966053	77966062	+	0.000	0.000	Merged-chr9-77966049-24
NR52222--MA0039.3.KLF4	chr6	108482669	108482679	-	0.000	0.000	Merged-chr6-108482601-32
NR50681--MA0741.1.KLF16	chr6	30617395	30617405	+	0.000	0.000	Merged-chr6-30617295-15
NR60325--MA0599.1.KLF5	chr8	93810529	93810538	+	0.000	0.000	Merged-chr8-93810346-59
NR29824--MA0741.1.KLF16	chr18	62922216	62922226	-	0.000	0.000	Merged-chr18-62922354-54
NR50747--MA0741.1.KLF16	chr6	34497748	34497758	-	0.000	0.000	Merged-chr6-34497714-15
NR30267--MA0741.1.KLF16	chr18	75210434	75210444	+	0.000	0.000	Merged-chr18-75210545-14
NR13164--MA0741.1.KLF16	chr12	35770599	35770609	+	0.000	0.000	Merged-chr12-35770526-40
NR24102--MA0599.1.KLF5	chr16	24834885	24834894	+	0.000	0.000	Merged-chr16-24834930-16
NR50750--MA1107.1.KLF9	chr6	34497750	34497762	-	0.000	0.000	Merged-chr6-34497714-15
NR24050--MA0740.1.KLF14	chr16	24160873	24160886	+	0.000	0.000	Merged-chr16-24160756-32
NR8580--MA0599.1.KLF5	chr11	6707048	6707057	-	0.000	0.000	Merged-chr11-6706975-16
NR44833--MA1107.1.KLF9	chr4	144996131	144996143	-	0.000	0.000	Merged-chr4-144996009-47
NR47543--MA1107.1.KLF9	chr5	103917213	103917225	-	0.000	0.000	Merged-chr5-103917325-19
NR63597--MA0741.1.KLF16	chr9	77939192	77939202	+	0.000	0.000	Merged-chr9-77938986-43
NR22334--MA0742.1.Klf12	chr15	84372960	84372974	-	0.000	0.000	Merged-chr15-84372915-18
NR59092--MA0741.1.KLF16	chr8	40963171	40963181	-	0.000	0.000	Merged-chr8-40963134-88
NR25625--MA1107.1.KLF9	chr17	5748070	5748082	-	0.000	0.000	Merged-chr17-5748141-46
NR58431--MA0493.1.Klf1	chr8	3221121	3221131	+	0.000	0.000	Merged-chr8-3221344-66
NR33056--MA0599.1.KLF5	chr2	27079295	27079304	-	0.000	0.000	Merged-chr2-27079319-5
NR4627--MA1107.1.KLF9	chr10	13446839	13446851	-	0.000	0.000	Merged-chr10-13446841-15
NR18601--MA0741.1.KLF16	chr14	27174415	27174425	-	0.000	0.000	Merged-chr14-27174454-2
NR63598--MA1107.1.KLF9	chr9	77965965	77965977	-	0.000	0.000	Merged-chr9-77966049-24
NR10786--MA0741.1.KLF16	chr11	90259993	90260003	-	0.000	0.000	Merged-chr11-90260049-1
NR29955--MA0742.1.Klf12	chr18	67212684	67212698	+	0.000	0.000	Merged-chr18-67212775-57
NR11280--MA1107.1.KLF9	chr11	99147984	99147996	+	0.000	0.000	Merged-chr11-99147890-14
NR14748--MA0599.1.KLF5	chr12	110375370	110375379	+	0.000	0.000	Merged-chr12-110375416-20
NR37092--MA1107.1.KLF9	chr2	168531561	168531573	-	0.000	0.000	Merged-chr2-168531705-18
NR6906--MA0493.1.Klf1	chr10	96690999	96691009	-	0.000	0.000	Merged-chr10-96691005-66
NR13837--MA0742.1.Klf12	chr12	82166460	82166474	-	0.000	0.000	Merged-chr12-82166286-58
NR57126--MA1107.1.KLF9	chr7	117406358	117406370	-	0.000	0.000	Merged-chr7-117406595-16
NR14731--MA0741.1.KLF16	chr12	109446608	109446618	+	0.000	0.000	Merged-chr12-109446341-43
NR54686--MA0741.1.KLF16	chr7	24482003	24482013	-	0.000	0.000	Merged-chr7-24481860-36
NR54957--MA0741.1.KLF16	chr7	28423306	28423316	+	0.000	0.000	Merged-chr7-28423189-12
NR57077--MA0741.1.KLF16	chr7	115217064	115217074	-	0.000	0.000	Merged-chr7-115217038-43
NR170--MA1107.1.KLF9	chr1	20912781	20912793	-	0.000	0.000	Merged-chr1-20912686-65
NR58682--MA0493.1.Klf1	chr8	19979879	19979889	+	0.000	0.000	Merged-chr8-19979731-1
NR21610--MA0039.3.KLF4	chr15	73627497	73627507	-	0.000	0.000	Merged-chr15-73627530-51
NR66349--MA0740.1.KLF14	chrX	99042583	99042596	-	0.000	0.000	Merged-chrX-99042663-22
NR43647--MA0742.1.Klf12	chr4	128713448	128713462	-	0.000	0.000	Merged-chr4-128713412-15
