#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Runx/DKO_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_1_selected/log2fc_1_selected/all.df.numx.c5-DKO_Th1_vs_Bcl6KO_Th1-log2fc-1_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_1_selected/log2fc_1_selected/all.df.numx.c5-DKO_Th1_vs_Bcl6KO_Th1-log2fc-1_up.bed
NR6921--MA0684.1.RUNX3	chr3	88603736	88603745	+	0.000	0.000	Merged-chr3-88603886-4
NR5698--MA0511.2.RUNX2	chr19	18715929	18715937	-	0.000	0.000	Merged-chr19-18715934-3
NR2022--MA0511.2.RUNX2	chr11	101199655	101199663	+	0.000	0.000	Merged-chr11-101199720-6
NR9359--MA0684.1.RUNX3	chr6	144910470	144910479	-	0.000	0.000	Merged-chr6-144910390-40
NR9167--MA0511.2.RUNX2	chr6	120957519	120957527	-	0.000	0.000	Merged-chr6-120957473-22
NR9339--MA0002.2.RUNX1	chr6	142950587	142950597	+	0.000	0.000	Merged-chr6-142950474-44
NR2446--MA0002.2.RUNX1	chr12	77788440	77788450	+	0.000	0.000	Merged-chr12-77788504-44
NR587--MA0002.2.RUNX1	chr1	153847552	153847562	+	0.000	0.000	Merged-chr1-153847735-8
NR858--MA0002.2.RUNX1	chr1	191119057	191119067	+	0.000	0.000	Merged-chr1-191119060-9
NR4255--MA0684.1.RUNX3	chr16	10852376	10852385	+	0.000	0.000	Merged-chr16-10852353-5
NR2575--MA0684.1.RUNX3	chr12	99874820	99874829	+	0.000	0.000	Merged-chr12-99874750-2
NR4378--MA0002.2.RUNX1	chr16	31205788	31205798	+	0.000	0.000	Merged-chr16-31205914-4
NR6120--MA0002.2.RUNX1	chr2	57256103	57256113	+	0.000	0.000	Merged-chr2-57256116-15
NR4364--MA0684.1.RUNX3	chr16	25587928	25587937	-	0.000	0.000	Merged-chr16-25587871-42
NR4443--MA0511.2.RUNX2	chr16	44727665	44727673	-	0.000	0.000	Merged-chr16-44727692-16
NR9229--MA0684.1.RUNX3	chr6	128771052	128771061	-	0.000	0.000	Merged-chr6-128771124-9
NR8955--MA0002.2.RUNX1	chr6	71595949	71595959	-	0.000	0.000	Merged-chr6-71596014-5
NR8640--MA0511.2.RUNX2	chr5	143077514	143077522	+	0.000	0.000	Merged-chr5-143077525-16
NR10175--MA0511.2.RUNX2	chr8	22544817	22544825	-	0.000	0.000	Merged-chr8-22544867-25
NR5107--MA0684.1.RUNX3	chr17	73810290	73810299	-	0.000	0.000	Merged-chr17-73810198-2
NR6262--MA0684.1.RUNX3	chr2	90752618	90752627	-	0.000	0.000	Merged-chr2-90752646-2
NR2524--MA0511.2.RUNX2	chr12	89479240	89479248	-	0.000	0.000	Merged-chr12-89479308-33
NR10969--MA0511.2.RUNX2	chr9	75547007	75547015	+	0.000	0.000	Merged-chr9-75547182-41
NR5359--MA0684.1.RUNX3	chr18	56413121	56413130	-	0.000	0.000	Merged-chr18-56413005-50
NR8941--MA0684.1.RUNX3	chr6	67475748	67475757	+	0.000	0.000	Merged-chr6-67475756-29
NR566--MA0002.2.RUNX1	chr1	151245253	151245263	+	0.000	0.000	Merged-chr1-151245323-7
NR4291--MA0002.2.RUNX1	chr16	14355065	14355075	-	0.000	0.000	Merged-chr16-14355199-2
NR4562--MA0002.2.RUNX1	chr16	72350540	72350550	-	0.000	0.000	Merged-chr16-72350554-25
NR4086--MA0002.2.RUNX1	chr15	82235890	82235900	-	0.000	0.000	Merged-chr15-82235726-13
NR5024--MA0511.2.RUNX2	chr17	51413888	51413896	-	0.000	0.000	Merged-chr17-51414037-2
NR5468--MA0684.1.RUNX3	chr18	69209061	69209070	-	0.000	0.000	Merged-chr18-69209051-20
NR347--MA0684.1.RUNX3	chr1	89090406	89090415	+	0.000	0.000	Merged-chr1-89090487-27
NR5276--MA0511.2.RUNX2	chr18	25367588	25367596	+	0.000	0.000	Merged-chr18-25367708-17
NR8160--MA0684.1.RUNX3	chr5	38566699	38566708	+	0.000	0.000	Merged-chr5-38566846-14
NR4151--MA0511.2.RUNX2	chr15	95838565	95838573	-	0.000	0.000	Merged-chr15-95838556-4
NR11392--MA0684.1.RUNX3	chrX	51431511	51431520	-	0.000	0.000	Merged-chrX-51431471-1
NR4323--MA0002.2.RUNX1	chr16	22526576	22526586	+	0.000	0.000	Merged-chr16-22526487-34
NR10316--MA0511.2.RUNX2	chr8	70174664	70174672	-	0.000	0.000	Merged-chr8-70174484-11
NR8206--MA0002.2.RUNX1	chr5	63943528	63943538	+	0.000	0.000	Merged-chr5-63943362-36
NR4802--MA0511.2.RUNX2	chr17	12513684	12513692	-	0.000	0.000	Merged-chr17-12513699-7
NR2580--MA0511.2.RUNX2	chr12	100277101	100277109	-	0.000	0.000	Merged-chr12-100277058-24
NR6112--MA0002.2.RUNX1	chr2	53051370	53051380	-	0.000	0.000	Merged-chr2-53051556-37
NR8414--MA0511.2.RUNX2	chr5	110390480	110390488	+	0.000	0.000	Merged-chr5-110390618-8
NR294--MA0684.1.RUNX3	chr1	80418895	80418904	-	0.000	0.000	Merged-chr1-80418874-24
NR4578--MA0511.2.RUNX2	chr16	77038210	77038218	-	0.000	0.000	Merged-chr16-77038211-5
NR6093--MA0002.2.RUNX1	chr2	45141055	45141065	+	0.000	0.000	Merged-chr2-45141075-18
NR7790--MA0002.2.RUNX1	chr4	122931020	122931030	+	0.000	0.000	Merged-chr4-122931104-1
NR6986--MA0511.2.RUNX2	chr3	100816887	100816895	-	0.000	0.000	Merged-chr3-100816909-1
NR4435--MA0511.2.RUNX2	chr16	44210795	44210803	-	0.000	0.000	Merged-chr16-44210859-20
NR11503--MA0511.2.RUNX2	chrX	160496720	160496728	+	0.000	0.000	Merged-chrX-160496581-5
NR6016--MA0002.2.RUNX1	chr2	25620564	25620574	+	0.000	0.000	Merged-chr2-25620603-21
NR896--MA0511.2.RUNX2	chr1	193556793	193556801	+	0.000	0.000	Merged-chr1-193556979-11
NR5491--MA0002.2.RUNX1	chr18	75374180	75374190	+	0.000	0.000	Merged-chr18-75374196-25
NR1088--MA0684.1.RUNX3	chr10	44341913	44341922	-	0.000	0.000	Merged-chr10-44341926-8
NR6145--MA0684.1.RUNX3	chr2	60080116	60080125	+	0.000	0.000	Merged-chr2-60080152-7
NR4588--MA0002.2.RUNX1	chr16	78573107	78573117	-	0.000	0.000	Merged-chr16-78573118-8
NR7965--MA0002.2.RUNX1	chr4	149912634	149912644	+	0.000	0.000	Merged-chr4-149912693-20
NR8676--MA0002.2.RUNX1	chr5	148267018	148267028	+	0.000	0.000	Merged-chr5-148266957-7
NR11308--MA0002.2.RUNX1	chr9	120943830	120943840	+	0.000	0.000	Merged-chr9-120943869-18
NR8205--MA0684.1.RUNX3	chr5	63943498	63943507	+	0.000	0.000	Merged-chr5-63943362-36
NR8262--MA0002.2.RUNX1	chr5	75791956	75791966	-	0.000	0.000	Merged-chr5-75792010-32
NR1640--MA0002.2.RUNX1	chr11	32113240	32113250	+	0.000	0.000	Merged-chr11-32113342-16
NR7951--MA0684.1.RUNX3	chr4	147579634	147579643	-	0.000	0.000	Merged-chr4-147579504-4
NR6111--MA0684.1.RUNX3	chr2	52952608	52952617	-	0.000	0.000	Merged-chr2-52952534-7
NR11351--MA0002.2.RUNX1	chrX	12045323	12045333	-	0.000	0.000	Merged-chrX-12045282-1
NR5980--MA0002.2.RUNX1	chr2	14992740	14992750	-	0.000	0.000	Merged-chr2-14992808-37
NR6092--MA0684.1.RUNX3	chr2	45139035	45139044	-	0.000	0.000	Merged-chr2-45139148-28
NR4305--MA0511.2.RUNX2	chr16	17695011	17695019	-	0.000	0.000	Merged-chr16-17695007-34
NR4478--MA0684.1.RUNX3	chr16	50298929	50298938	-	0.000	0.000	Merged-chr16-50299012-15
NR4762--MA0511.2.RUNX2	chr17	5748187	5748195	+	0.000	0.000	Merged-chr17-5748141-46
NR3952--MA0002.2.RUNX1	chr15	61651349	61651359	+	0.000	0.000	Merged-chr15-61651331-17
NR1229--MA0684.1.RUNX3	chr10	80371479	80371488	-	0.000	0.000	Merged-chr10-80371641-4
NR4315--MA0002.2.RUNX1	chr16	20827751	20827761	+	0.000	0.000	Merged-chr16-20827711-8
NR6346--MA0511.2.RUNX2	chr2	117399617	117399625	+	0.000	0.000	Merged-chr2-117399695-40
NR6181--MA0002.2.RUNX1	chr2	70701784	70701794	-	0.000	0.000	Merged-chr2-70701811-22
NR4444--MA0684.1.RUNX3	chr16	44727664	44727673	-	0.000	0.000	Merged-chr16-44727692-16
NR2559--MA0684.1.RUNX3	chr12	98601153	98601162	-	0.000	0.000	Merged-chr12-98601119-23
NR11093--MA0002.2.RUNX1	chr9	95154236	95154246	+	0.000	0.000	Merged-chr9-95154225-2
NR2016--MA0002.2.RUNX1	chr11	99370128	99370138	+	0.000	0.000	Merged-chr11-99370178-20
NR113--MA0511.2.RUNX2	chr1	40585669	40585677	-	0.000	0.000	Merged-chr1-40585603-1
NR6312--MA0511.2.RUNX2	chr2	107006055	107006063	-	0.000	0.000	Merged-chr2-107005967-12
NR8370--MA0684.1.RUNX3	chr5	105010567	105010576	+	0.000	0.000	Merged-chr5-105010527-49
NR5231--MA0002.2.RUNX1	chr18	10154728	10154738	+	0.000	0.000	Merged-chr18-10154788-16
NR4328--MA0002.2.RUNX1	chr16	23144576	23144586	+	0.000	0.000	Merged-chr16-23144552-50
NR4884--MA0511.2.RUNX2	chr17	27323200	27323208	-	0.000	0.000	Merged-chr17-27323176-36
NR789--MA0002.2.RUNX1	chr1	182101702	182101712	+	0.000	0.000	Merged-chr1-182101708-11
NR8002--MA0002.2.RUNX1	chr4	154246713	154246723	-	0.000	0.000	Merged-chr4-154246608-23
NR8939--MA0002.2.RUNX1	chr6	67424949	67424959	-	0.000	0.000	Merged-chr6-67425044-5
NR3726--MA0002.2.RUNX1	chr14	118658446	118658456	-	0.000	0.000	Merged-chr14-118658326-68
NR4437--MA0002.2.RUNX1	chr16	44210833	44210843	+	0.000	0.000	Merged-chr16-44210859-20
NR8254--MA0002.2.RUNX1	chr5	72941142	72941152	+	0.000	0.000	Merged-chr5-72941102-35
NR679--MA0684.1.RUNX3	chr1	165985849	165985858	+	0.000	0.000	Merged-chr1-165985990-54
NR3421--MA0002.2.RUNX1	chr14	47740831	47740841	-	0.000	0.000	Merged-chr14-47740703-52
NR6212--MA0684.1.RUNX3	chr2	76567405	76567414	+	0.000	0.000	Merged-chr2-76567320-34
NR6335--MA0002.2.RUNX1	chr2	114873176	114873186	-	0.000	0.000	Merged-chr2-114873203-5
NR4327--MA0684.1.RUNX3	chr16	23144425	23144434	-	0.000	0.000	Merged-chr16-23144552-50
NR6606--MA0002.2.RUNX1	chr2	164041119	164041129	-	0.000	0.000	Merged-chr2-164041176-18
NR8637--MA0511.2.RUNX2	chr5	143038780	143038788	-	0.000	0.000	Merged-chr5-143038769-30
NR2455--MA0511.2.RUNX2	chr12	80069271	80069279	-	0.000	0.000	Merged-chr12-80069261-23
NR8809--MA0002.2.RUNX1	chr6	38581834	38581844	+	0.000	0.000	Merged-chr6-38581914-20
NR2627--MA0002.2.RUNX1	chr12	105971344	105971354	+	0.000	0.000	Merged-chr12-105971370-23
NR645--MA0684.1.RUNX3	chr1	163374769	163374778	-	0.000	0.000	Merged-chr1-163374764-34
NR4436--MA0684.1.RUNX3	chr16	44210794	44210803	-	0.000	0.000	Merged-chr16-44210859-20
NR897--MA0684.1.RUNX3	chr1	193556793	193556802	+	0.000	0.000	Merged-chr1-193556979-11
NR2008--MA0002.2.RUNX1	chr11	99147983	99147993	-	0.000	0.000	Merged-chr11-99147890-14
NR8233--MA0002.2.RUNX1	chr5	67155694	67155704	-	0.000	0.000	Merged-chr5-67155759-12
NR4254--MA0002.2.RUNX1	chr16	10852376	10852386	-	0.000	0.000	Merged-chr16-10852353-5
NR5680--MA0002.2.RUNX1	chr19	14588394	14588404	-	0.000	0.000	Merged-chr19-14588447-32
NR6605--MA0684.1.RUNX3	chr2	163431133	163431142	+	0.000	0.000	Merged-chr2-163431267-6
NR6186--MA0002.2.RUNX1	chr2	72183927	72183937	+	0.000	0.000	Merged-chr2-72183936-23
NR1720--MA0002.2.RUNX1	chr11	53097005	53097015	-	0.000	0.000	Merged-chr11-53097142-34
NR2103--MA0684.1.RUNX3	chr11	107668372	107668381	-	0.000	0.000	Merged-chr11-107668374-46
NR3751--MA0511.2.RUNX2	chr14	121846234	121846242	-	0.000	0.000	Merged-chr14-121846246-16
NR1972--MA0002.2.RUNX1	chr11	94486209	94486219	+	0.000	0.000	Merged-chr11-94486126-19
NR9672--MA0002.2.RUNX1	chr7	74599961	74599971	+	0.000	0.000	Merged-chr7-74599992-6
NR7121--MA0002.2.RUNX1	chr3	122309164	122309174	-	0.000	0.000	Merged-chr3-122309117-4
NR227--MA0511.2.RUNX2	chr1	64549481	64549489	-	0.000	0.000	Merged-chr1-64549530-8
NR7915--MA0002.2.RUNX1	chr4	145045906	145045916	-	0.000	0.000	Merged-chr4-145045932-55
NR2609--MA0511.2.RUNX2	chr12	104235933	104235941	-	0.000	0.000	Merged-chr12-104236095-61
NR1462--MA0002.2.RUNX1	chr10	119382449	119382459	+	0.000	0.000	Merged-chr10-119382475-33
NR4124--MA0002.2.RUNX1	chr15	92231532	92231542	+	0.000	0.000	Merged-chr15-92231581-21
NR7230--MA0002.2.RUNX1	chr3	138275270	138275280	+	0.000	0.000	Merged-chr3-138275247-64
NR4376--MA0002.2.RUNX1	chr16	31149068	31149078	-	0.000	0.000	Merged-chr16-31149070-8
NR9433--MA0002.2.RUNX1	chr6	148961433	148961443	+	0.000	0.000	Merged-chr6-148961537-19
NR3651--MA0684.1.RUNX3	chr14	78474145	78474154	+	0.000	0.000	Merged-chr14-78474159-29
NR11077--MA0002.2.RUNX1	chr9	92274608	92274618	+	0.000	0.000	Merged-chr9-92274591-56
NR10971--MA0684.1.RUNX3	chr9	75547007	75547016	+	0.000	0.000	Merged-chr9-75547182-41
NR4014--MA0684.1.RUNX3	chr15	73318741	73318750	+	0.000	0.000	Merged-chr15-73318798-19
NR11205--MA0002.2.RUNX1	chr9	114613237	114613247	-	0.000	0.000	Merged-chr9-114613191-38
NR8102--MA0684.1.RUNX3	chr5	22740148	22740157	+	0.000	0.000	Merged-chr5-22740212-9
NR1732--MA0684.1.RUNX3	chr11	54188040	54188049	-	0.000	0.000	Merged-chr11-54188081-11
NR10603--MA0002.2.RUNX1	chr8	124943163	124943173	-	0.000	0.000	Merged-chr8-124943132-9
NR1984--MA0684.1.RUNX3	chr11	96925060	96925069	+	0.000	0.000	Merged-chr11-96925082-7
NR10811--MA0511.2.RUNX2	chr9	52075581	52075589	-	0.000	0.000	Merged-chr9-52075566-6
NR4183--MA0511.2.RUNX2	chr15	99065734	99065742	-	0.000	0.000	Merged-chr15-99065640-20
NR10441--MA0002.2.RUNX1	chr8	95154777	95154787	-	0.000	0.000	Merged-chr8-95154872-23
NR6306--MA0002.2.RUNX1	chr2	104561596	104561606	+	0.000	0.000	Merged-chr2-104561694-40
NR7732--MA0002.2.RUNX1	chr4	111455963	111455973	+	0.000	0.000	Merged-chr4-111456023-24
NR5803--MA0511.2.RUNX2	chr19	40267494	40267502	+	0.000	0.000	Merged-chr19-40267576-38
NR11076--MA0684.1.RUNX3	chr9	92217819	92217828	-	0.000	0.000	Merged-chr9-92217904-40
NR6144--MA0002.2.RUNX1	chr2	60080116	60080126	-	0.000	0.000	Merged-chr2-60080152-7
NR3819--MA0002.2.RUNX1	chr15	12606557	12606567	-	0.000	0.000	Merged-chr15-12606518-21
NR7570--MA0002.2.RUNX1	chr4	59790005	59790015	+	0.000	0.000	Merged-chr4-59790006-29
NR5956--MA0002.2.RUNX1	chr2	11623258	11623268	-	0.000	0.000	Merged-chr2-11623326-4
NR11012--MA0511.2.RUNX2	chr9	83564266	83564274	-	0.000	0.000	Merged-chr9-83564254-44
NR8698--MA0511.2.RUNX2	chr5	149641833	149641841	-	0.000	0.000	Merged-chr5-149641711-30
NR1854--MA0684.1.RUNX3	chr11	75878726	75878735	+	0.000	0.000	Merged-chr11-75878686-10
NR7950--MA0002.2.RUNX1	chr4	147579633	147579643	+	0.000	0.000	Merged-chr4-147579504-4
NR4768--MA0684.1.RUNX3	chr17	6154601	6154610	-	0.000	0.000	Merged-chr17-6154576-19
NR9011--MA0002.2.RUNX1	chr6	86754842	86754852	-	0.000	0.000	Merged-chr6-86754818-10
NR7060--MA0002.2.RUNX1	chr3	109165408	109165418	-	0.000	0.000	Merged-chr3-109165436-34
NR5446--MA0002.2.RUNX1	chr18	66407905	66407915	-	0.000	0.000	Merged-chr18-66407896-2
NR3971--MA0002.2.RUNX1	chr15	64192796	64192806	-	0.000	0.000	Merged-chr15-64192878-29
NR2025--MA0511.2.RUNX2	chr11	101199796	101199804	+	0.000	0.000	Merged-chr11-101199720-6
NR10292--MA0002.2.RUNX1	chr8	64805451	64805461	+	0.000	0.000	Merged-chr8-64805470-51
NR1420--MA0002.2.RUNX1	chr10	117118607	117118617	-	0.000	0.000	Merged-chr10-117118585-40
NR166--MA0511.2.RUNX2	chr1	54421901	54421909	+	0.000	0.000	Merged-chr1-54421982-33
NR6113--MA0511.2.RUNX2	chr2	53067469	53067477	+	0.000	0.000	Merged-chr2-53067376-9
NR6779--MA0511.2.RUNX2	chr3	21996142	21996150	-	0.000	0.000	Merged-chr3-21996009-51
NR9663--MA0684.1.RUNX3	chr7	73532343	73532352	+	0.000	0.000	Merged-chr7-73532440-1
NR8045--MA0511.2.RUNX2	chr5	7829817	7829825	-	0.000	0.000	Merged-chr5-7829791-41
NR10771--MA0511.2.RUNX2	chr9	42272815	42272823	+	0.000	0.000	Merged-chr9-42272782-11
NR3875--MA0002.2.RUNX1	chr15	37437312	37437322	-	0.000	0.000	Merged-chr15-37437279-19
NR910--MA0002.2.RUNX1	chr10	5448546	5448556	+	0.000	0.000	Merged-chr10-5448562-35
NR7758--MA0002.2.RUNX1	chr4	117448243	117448253	-	0.000	0.000	Merged-chr4-117448128-17
NR1781--MA0002.2.RUNX1	chr11	61564313	61564323	-	0.000	0.000	Merged-chr11-61564144-31
NR5521--MA0002.2.RUNX1	chr18	79473211	79473221	-	0.000	0.000	Merged-chr18-79473118-20
NR6027--MA0002.2.RUNX1	chr2	27469521	27469531	-	0.000	0.000	Merged-chr2-27469468-2
NR1641--MA0511.2.RUNX2	chr11	32138418	32138426	-	0.000	0.000	Merged-chr11-32138495-33
NR3970--MA0684.1.RUNX3	chr15	64176574	64176583	-	0.000	0.000	Merged-chr15-64176551-12
NR1271--MA0002.2.RUNX1	chr10	85035479	85035489	+	0.000	0.000	Merged-chr10-85035484-19
NR10912--MA0511.2.RUNX2	chr9	67901997	67902005	+	0.000	0.000	Merged-chr9-67901955-26
NR337--MA0684.1.RUNX3	chr1	87637246	87637255	-	0.000	0.000	Merged-chr1-87637275-111
NR5425--MA0002.2.RUNX1	chr18	65481403	65481413	+	0.000	0.000	Merged-chr18-65481395-37
NR9785--MA0684.1.RUNX3	chr7	99798454	99798463	-	0.000	0.000	Merged-chr7-99798520-10
NR2527--MA0511.2.RUNX2	chr12	89719331	89719339	-	0.000	0.000	Merged-chr12-89719457-81
NR6388--MA0002.2.RUNX1	chr2	125948404	125948414	-	0.000	0.000	Merged-chr2-125948432-8
NR9913--MA0684.1.RUNX3	chr7	117559221	117559230	-	0.000	0.000	Merged-chr7-117559166-31
NR1032--MA0002.2.RUNX1	chr10	34118015	34118025	-	0.000	0.000	Merged-chr10-34117997-36
NR3983--MA0684.1.RUNX3	chr15	66755412	66755421	+	0.000	0.000	Merged-chr15-66755443-30
NR10032--MA0002.2.RUNX1	chr7	135517315	135517325	+	0.000	0.000	Merged-chr7-135517246-31
NR10303--MA0002.2.RUNX1	chr8	68112373	68112383	-	0.000	0.000	Merged-chr8-68112424-37
NR10432--MA0684.1.RUNX3	chr8	94633719	94633728	-	0.000	0.000	Merged-chr8-94633712-19
NR3487--MA0002.2.RUNX1	chr14	60072651	60072661	-	0.000	0.000	Merged-chr14-60072713-24
NR9731--MA0002.2.RUNX1	chr7	84740070	84740080	+	0.000	0.000	Merged-chr7-84740151-41
NR5500--MA0002.2.RUNX1	chr18	77072776	77072786	+	0.000	0.000	Merged-chr18-77072792-44
NR5752--MA0002.2.RUNX1	chr19	32121042	32121052	+	0.000	0.000	Merged-chr19-32120972-21
NR10812--MA0684.1.RUNX3	chr9	52075580	52075589	-	0.000	0.000	Merged-chr9-52075566-6
NR631--MA0002.2.RUNX1	chr1	161728702	161728712	+	0.000	0.000	Merged-chr1-161728798-12
NR1921--MA0684.1.RUNX3	chr11	83828988	83828997	+	0.000	0.000	Merged-chr11-83828814-21
NR883--MA0002.2.RUNX1	chr1	192510654	192510664	-	0.000	0.000	Merged-chr1-192510804-31
NR10250--MA0002.2.RUNX1	chr8	40584798	40584808	-	0.000	0.000	Merged-chr8-40584789-43
NR4107--MA0684.1.RUNX3	chr15	85469190	85469199	+	0.000	0.000	Merged-chr15-85469002-5
NR8669--MA0511.2.RUNX2	chr5	147366586	147366594	+	0.000	0.000	Merged-chr5-147366476-45
NR4438--MA0511.2.RUNX2	chr16	44305855	44305863	-	0.000	0.000	Merged-chr16-44305871-15
NR2758--MA0511.2.RUNX2	chr12	117173281	117173289	-	0.000	0.000	Merged-chr12-117173433-4
NR11013--MA0684.1.RUNX3	chr9	83564265	83564274	-	0.000	0.000	Merged-chr9-83564254-44
NR7130--MA0511.2.RUNX2	chr3	123192399	123192407	+	0.000	0.000	Merged-chr3-123192207-28
NR1263--MA0002.2.RUNX1	chr10	84678705	84678715	+	0.000	0.000	Merged-chr10-84678816-22
NR1805--MA0002.2.RUNX1	chr11	67633799	67633809	-	0.000	0.000	Merged-chr11-67633953-18
NR7574--MA0684.1.RUNX3	chr4	59895268	59895277	-	0.000	0.000	Merged-chr4-59895245-17
NR11073--MA0511.2.RUNX2	chr9	92217820	92217828	-	0.000	0.000	Merged-chr9-92217904-40
NR5146--MA0002.2.RUNX1	chr17	80762564	80762574	+	0.000	0.000	Merged-chr17-80762560-27
NR3195--MA0002.2.RUNX1	chr13	98924159	98924169	-	0.000	0.000	Merged-chr13-98924179-4
NR6005--MA0684.1.RUNX3	chr2	21222924	21222933	+	0.000	0.000	Merged-chr2-21222970-39
NR11122--MA0684.1.RUNX3	chr9	98616576	98616585	-	0.000	0.000	Merged-chr9-98616546-17
NR8159--MA0511.2.RUNX2	chr5	38566699	38566707	+	0.000	0.000	Merged-chr5-38566846-14
NR4799--MA0511.2.RUNX2	chr17	12513612	12513620	-	0.000	0.000	Merged-chr17-12513699-7
NR8980--MA0002.2.RUNX1	chr6	72841926	72841936	-	0.000	0.000	Merged-chr6-72841906-9
NR9634--MA0684.1.RUNX3	chr7	65373545	65373554	-	0.000	0.000	Merged-chr7-65373607-20
NR7954--MA0684.1.RUNX3	chr4	148102321	148102330	-	0.000	0.000	Merged-chr4-148102321-24
NR9757--MA0002.2.RUNX1	chr7	92805437	92805447	+	0.000	0.000	Merged-chr7-92805492-6
NR5460--MA0002.2.RUNX1	chr18	68282469	68282479	-	0.000	0.000	Merged-chr18-68282533-23
NR9886--MA0684.1.RUNX3	chr7	115501799	115501808	-	0.000	0.000	Merged-chr7-115501823-28
NR11149--MA0002.2.RUNX1	chr9	106070502	106070512	+	0.000	0.000	Merged-chr9-106070497-6
NR3161--MA0002.2.RUNX1	chr13	94144819	94144829	+	0.000	0.000	Merged-chr13-94144726-31
NR1481--MA0002.2.RUNX1	chr10	121382802	121382812	+	0.000	0.000	Merged-chr10-121382753-17
NR9472--MA0684.1.RUNX3	chr7	16535908	16535917	-	0.000	0.000	Merged-chr7-16535889-17
NR9743--MA0684.1.RUNX3	chr7	88459938	88459947	-	0.000	0.000	Merged-chr7-88459917-15
NR5512--MA0684.1.RUNX3	chr18	79297926	79297935	+	0.000	0.000	Merged-chr18-79298014-36
NR4289--MA0511.2.RUNX2	chr16	14355065	14355073	+	0.000	0.000	Merged-chr16-14355199-2
NR5906--MA0002.2.RUNX1	chr19	58850826	58850836	-	0.000	0.000	Merged-chr19-58850860-26
NR11357--MA0511.2.RUNX2	chrX	17521350	17521358	+	0.000	0.000	Merged-chrX-17521323-26
NR2195--MA0511.2.RUNX2	chr11	116554672	116554680	+	0.000	0.000	Merged-chr11-116554635-8
NR1927--MA0002.2.RUNX1	chr11	85384533	85384543	+	0.000	0.000	Merged-chr11-85384605-20
NR8678--MA0684.1.RUNX3	chr5	148267019	148267028	-	0.000	0.000	Merged-chr5-148266957-7
NR10590--MA0002.2.RUNX1	chr8	124085843	124085853	+	0.000	0.000	Merged-chr8-124085760-17
NR3322--MA0684.1.RUNX3	chr13	117390204	117390213	-	0.000	0.000	Merged-chr13-117390259-3
NR875--MA0002.2.RUNX1	chr1	191519946	191519956	+	0.000	0.000	Merged-chr1-191519897-26
NR5681--MA0511.2.RUNX2	chr19	14805366	14805374	-	0.000	0.000	Merged-chr19-14805435-8
NR9213--MA0002.2.RUNX1	chr6	128334882	128334892	+	0.000	0.000	Merged-chr6-128334675-39
NR3845--MA0684.1.RUNX3	chr15	31440251	31440260	-	0.000	0.000	Merged-chr15-31440136-19
NR861--MA0684.1.RUNX3	chr1	191152559	191152568	-	0.000	0.000	Merged-chr1-191152485-1
NR3683--MA0684.1.RUNX3	chr14	101480705	101480714	+	0.000	0.000	Merged-chr14-101480860-35
NR7023--MA0002.2.RUNX1	chr3	105133261	105133271	+	0.000	0.000	Merged-chr3-105133189-20
NR21--MA0684.1.RUNX3	chr1	10325539	10325548	+	0.000	0.000	Merged-chr1-10325689-27
NR9702--MA0002.2.RUNX1	chr7	79447450	79447460	-	0.000	0.000	Merged-chr7-79447631-31
NR745--MA0002.2.RUNX1	chr1	176939894	176939904	+	0.000	0.000	Merged-chr1-176939939-16
NR4377--MA0511.2.RUNX2	chr16	31205790	31205798	-	0.000	0.000	Merged-chr16-31205914-4
NR8117--MA0511.2.RUNX2	chr5	29195825	29195833	+	0.000	0.000	Merged-chr5-29195906-68
NR9858--MA0002.2.RUNX1	chr7	110376353	110376363	+	0.000	0.000	Merged-chr7-110376386-11
NR3824--MA0684.1.RUNX3	chr15	18951818	18951827	-	0.000	0.000	Merged-chr15-18951851-25
NR7764--MA0002.2.RUNX1	chr4	118331933	118331943	+	0.000	0.000	Merged-chr4-118331878-7
NR3410--MA0684.1.RUNX3	chr14	36932188	36932197	+	0.000	0.000	Merged-chr14-36932132-23
NR5213--MA0002.2.RUNX1	chr17	88423502	88423512	+	0.000	0.000	Merged-chr17-88423483-5
NR7244--MA0511.2.RUNX2	chr3	141690927	141690935	+	0.000	0.000	Merged-chr3-141690828-16
NR10939--MA0684.1.RUNX3	chr9	70080177	70080186	-	0.000	0.000	Merged-chr9-70080238-33
NR3328--MA0002.2.RUNX1	chr13	119681333	119681343	+	0.000	0.000	Merged-chr13-119681376-28
NR10601--MA0002.2.RUNX1	chr8	124509283	124509293	+	0.000	0.000	Merged-chr8-124509346-29
NR1377--MA0002.2.RUNX1	chr10	100543023	100543033	-	0.000	0.000	Merged-chr10-100543140-30
NR10377--MA0002.2.RUNX1	chr8	82383462	82383472	-	0.000	0.000	Merged-chr8-82383447-3
NR4439--MA0684.1.RUNX3	chr16	44305854	44305863	-	0.000	0.000	Merged-chr16-44305871-15
NR11359--MA0002.2.RUNX1	chrX	17521350	17521360	-	0.000	0.000	Merged-chrX-17521323-26
NR1092--MA0684.1.RUNX3	chr10	44679956	44679965	-	0.000	0.000	Merged-chr10-44679817-10
