#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Tcf7/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_1_selected/log2fc_1_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-log2fc-1_dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_1_selected/log2fc_1_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-log2fc-1_dn.bed
NR798--MA1421.1.TCF7L1	chr10	24111229	24111240	-	0.000	0.000	Merged-chr10-24111264-14
NR3370--MA0523.1.TCF7L2	chr16	8709013	8709026	-	0.000	0.000	Merged-chr16-8708953-12
NR1880--MA0523.1.TCF7L2	chr12	75494814	75494827	-	0.000	0.000	Merged-chr12-75494766-18
NR6006--MA0769.1.Tcf7	chr3	154694068	154694079	-	0.000	0.000	Merged-chr3-154694103-10
NR1922--MA0769.1.Tcf7	chr12	82187507	82187518	-	0.000	0.000	Merged-chr12-82187311-20
NR5896--MA0523.1.TCF7L2	chr3	138649917	138649930	+	0.000	0.000	Merged-chr3-138649925-12
NR2797--MA0769.1.Tcf7	chr14	59202012	59202023	-	0.000	0.000	Merged-chr14-59201879-5
NR2439--MA0769.1.Tcf7	chr13	92639031	92639042	-	0.000	0.000	Merged-chr13-92639220-17
NR3547--MA0523.1.TCF7L2	chr16	50555181	50555194	-	0.000	0.000	Merged-chr16-50555141-20
NR4077--MA0769.1.Tcf7	chr18	33781014	33781025	+	0.000	0.000	Merged-chr18-33781041-12
NR4861--MA0523.1.TCF7L2	chr2	74887204	74887217	-	0.000	0.000	Merged-chr2-74887240-10
NR4959--MA0769.1.Tcf7	chr2	103668301	103668312	-	0.000	0.000	Merged-chr2-103668249-32
NR8996--MA0769.1.Tcf7	chr9	118890390	118890401	-	0.000	0.000	Merged-chr9-118890241-21
NR3753--MA0523.1.TCF7L2	chr17	12810475	12810488	-	0.000	0.000	Merged-chr17-12810584-23
NR4642--MA0523.1.TCF7L2	chr2	32181552	32181565	-	0.000	0.000	Merged-chr2-32181600-13
NR5473--MA1421.1.TCF7L1	chr3	52397970	52397981	+	0.000	0.000	Merged-chr3-52398143-17
NR8430--MA0523.1.TCF7L2	chr8	115126874	115126887	+	0.000	0.000	Merged-chr8-115126776-11
NR8622--MA1421.1.TCF7L1	chr9	42463999	42464010	+	0.000	0.000	Merged-chr9-42464013-7
NR1274--MA0523.1.TCF7L2	chr10	122604119	122604132	+	0.000	0.000	Merged-chr10-122604110-13
NR6369--MA0769.1.Tcf7	chr4	117153894	117153905	-	0.000	0.000	Merged-chr4-117153955-7
NR2683--MA0523.1.TCF7L2	chr14	34670398	34670411	+	0.000	0.000	Merged-chr14-34670464-10
NR4775--MA0523.1.TCF7L2	chr2	59645076	59645089	-	0.000	0.000	Merged-chr2-59645072-13
NR1712--MA0769.1.Tcf7	chr12	21172236	21172247	+	0.000	0.000	Merged-chr12-21172304-14
NR256--MA0769.1.Tcf7	chr1	91626307	91626318	-	0.000	0.000	Merged-chr1-91626193-21
NR8316--MA0769.1.Tcf7	chr8	81735844	81735855	-	0.000	0.000	Merged-chr8-81736050-71
NR8660--MA1421.1.TCF7L1	chr9	51185634	51185645	+	0.000	0.000	Merged-chr9-51185836-35
NR8704--MA1421.1.TCF7L1	chr9	65084569	65084580	-	0.000	0.000	Merged-chr9-65084631-10
NR5496--MA0523.1.TCF7L2	chr3	58516800	58516813	-	0.000	0.000	Merged-chr3-58516835-3
NR7588--MA0523.1.TCF7L2	chr6	143420007	143420020	+	0.000	0.000	Merged-chr6-143420125-29
NR5503--MA0769.1.Tcf7	chr3	60124187	60124198	+	0.000	0.000	Merged-chr3-60124423-36
NR3917--MA0523.1.TCF7L2	chr17	70702351	70702364	+	0.000	0.000	Merged-chr17-70702396-15
NR2995--MA1421.1.TCF7L1	chr14	121354191	121354202	+	0.000	0.000	Merged-chr14-121354142-24
NR4806--MA0523.1.TCF7L2	chr2	65422035	65422048	+	0.000	0.000	Merged-chr2-65422005-11
NR3328--MA0769.1.Tcf7	chr15	100145188	100145199	-	0.000	0.000	Merged-chr15-100145354-14
NR7589--MA0769.1.Tcf7	chr6	143420007	143420018	+	0.000	0.000	Merged-chr6-143420125-29
NR292--MA0769.1.Tcf7	chr1	98088346	98088357	+	0.000	0.000	Merged-chr1-98088226-2
NR538--MA0523.1.TCF7L2	chr1	161480190	161480203	-	0.000	0.000	Merged-chr1-161480099-19
NR3592--MA0769.1.Tcf7	chr16	70007129	70007140	+	0.000	0.000	Merged-chr16-70007136-17
NR4570--MA0769.1.Tcf7	chr2	11320205	11320216	+	0.000	0.000	Merged-chr2-11320345-22
NR4776--MA0769.1.Tcf7	chr2	59645078	59645089	-	0.000	0.000	Merged-chr2-59645072-13
NR744--MA0523.1.TCF7L2	chr10	7995742	7995755	-	0.000	0.000	Merged-chr10-7995784-10
NR1090--MA0769.1.Tcf7	chr10	93050744	93050755	-	0.000	0.000	Merged-chr10-93050674-1
NR4472--MA1421.1.TCF7L1	chr19	47915525	47915536	+	0.000	0.000	Merged-chr19-47915460-18
NR7034--MA0769.1.Tcf7	chr5	151416717	151416728	+	0.000	0.000	Merged-chr5-151416725-1
NR8559--MA0523.1.TCF7L2	chr9	25549248	25549261	-	0.000	0.000	Merged-chr9-25549394-11
NR2274--MA0769.1.Tcf7	chr13	51690452	51690463	+	0.000	0.000	Merged-chr13-51690450-25
NR8824--MA1421.1.TCF7L1	chr9	88332675	88332686	-	0.000	0.000	Merged-chr9-88332643-26
NR3904--MA0523.1.TCF7L2	chr17	63460227	63460240	-	0.000	0.000	Merged-chr17-63460148-16
NR5828--MA0523.1.TCF7L2	chr3	129545375	129545388	-	0.000	0.000	Merged-chr3-129545403-15
NR1059--MA0769.1.Tcf7	chr10	85050898	85050909	-	0.000	0.000	Merged-chr10-85050856-11
NR877--MA0523.1.TCF7L2	chr10	45132355	45132368	+	0.000	0.000	Merged-chr10-45132499-25
NR3196--MA1421.1.TCF7L1	chr15	68228377	68228388	+	0.000	0.000	Merged-chr15-68228296-28
NR8594--MA0769.1.Tcf7	chr9	36802533	36802544	+	0.000	0.000	Merged-chr9-36802612-8
NR2158--MA0769.1.Tcf7	chr13	9107246	9107257	+	0.000	0.000	Merged-chr13-9107382-45
NR864--MA0523.1.TCF7L2	chr10	41822714	41822727	+	0.000	0.000	Merged-chr10-41822812-15
NR696--MA0523.1.TCF7L2	chr1	189602526	189602539	+	0.000	0.000	Merged-chr1-189602384-14
NR5275--MA1421.1.TCF7L1	chr2	160383112	160383123	-	0.000	0.000	Merged-chr2-160383104-3
NR3761--MA0523.1.TCF7L2	chr17	15591416	15591429	+	0.000	0.000	Merged-chr17-15591479-15
NR3601--MA1421.1.TCF7L1	chr16	76330719	76330730	+	0.000	0.000	Merged-chr16-76330706-5
NR6910--MA0523.1.TCF7L2	chr5	119348498	119348511	+	0.000	0.000	Merged-chr5-119348448-39
NR5481--MA1421.1.TCF7L1	chr3	54400017	54400028	-	0.000	0.000	Merged-chr3-54399982-24
NR7573--MA1421.1.TCF7L1	chr6	142567726	142567737	-	0.000	0.000	Merged-chr6-142567710-6
NR7048--MA0769.1.Tcf7	chr6	6189133	6189144	-	0.000	0.000	Merged-chr6-6189088-9
NR4123--MA0769.1.Tcf7	chr18	46381113	46381124	-	0.000	0.000	Merged-chr18-46381195-31
NR1846--MA0523.1.TCF7L2	chr12	69825403	69825416	-	0.000	0.000	Merged-chr12-69825253-21
NR991--MA0769.1.Tcf7	chr10	74952959	74952970	+	0.000	0.000	Merged-chr10-74953108-5
NR1678--MA0523.1.TCF7L2	chr12	3990028	3990041	-	0.000	0.000	Merged-chr12-3989980-1
NR3266--MA0769.1.Tcf7	chr15	86064928	86064939	-	0.000	0.000	Merged-chr15-86064998-16
NR3374--MA0523.1.TCF7L2	chr16	10399304	10399317	-	0.000	0.000	Merged-chr16-10399279-20
NR4783--MA0523.1.TCF7L2	chr2	60803054	60803067	+	0.000	0.000	Merged-chr2-60802993-21
NR5658--MA1421.1.TCF7L1	chr3	98031083	98031094	-	0.000	0.000	Merged-chr3-98031258-17
NR149--MA1421.1.TCF7L1	chr1	64308913	64308924	-	0.000	0.000	Merged-chr1-64308786-15
NR745--MA0769.1.Tcf7	chr10	7995744	7995755	-	0.000	0.000	Merged-chr10-7995784-10
NR5262--MA1421.1.TCF7L1	chr2	158673178	158673189	-	0.000	0.000	Merged-chr2-158673458-23
NR727--MA0523.1.TCF7L2	chr10	4512824	4512837	+	0.000	0.000	Merged-chr10-4512791-21
NR9050--MA1421.1.TCF7L1	chrX	23710264	23710275	-	0.000	0.000	Merged-chrX-23710216-10
NR3816--MA1421.1.TCF7L1	chr17	33456822	33456833	+	0.000	0.000	Merged-chr17-33456861-18
NR7295--MA0523.1.TCF7L2	chr6	83809537	83809550	+	0.000	0.000	Merged-chr6-83809654-9
NR978--MA0769.1.Tcf7	chr10	71362094	71362105	-	0.000	0.000	Merged-chr10-71362071-33
NR2472--MA0523.1.TCF7L2	chr13	100806006	100806019	-	0.000	0.000	Merged-chr13-100805989-18
NR6782--MA0769.1.Tcf7	chr5	96254011	96254022	-	0.000	0.000	Merged-chr5-96254113-8
NR4661--MA1421.1.TCF7L1	chr2	35445582	35445593	+	0.000	0.000	Merged-chr2-35445506-29
NR789--MA1421.1.TCF7L1	chr10	20231315	20231326	+	0.000	0.000	Merged-chr10-20231392-7
NR4016--MA0769.1.Tcf7	chr18	5820061	5820072	-	0.000	0.000	Merged-chr18-5820020-28
NR5343--MA0769.1.Tcf7	chr2	172937510	172937521	+	0.000	0.000	Merged-chr2-172937621-25
NR4998--MA0523.1.TCF7L2	chr2	112656428	112656441	+	0.000	0.000	Merged-chr2-112656502-8
NR8935--MA0769.1.Tcf7	chr9	112175259	112175270	+	0.000	0.000	Merged-chr9-112175419-1
NR1505--MA1421.1.TCF7L1	chr11	84529299	84529310	-	0.000	0.000	Merged-chr11-84529361-2
NR2754--MA0769.1.Tcf7	chr14	52436824	52436835	+	0.000	0.000	Merged-chr14-52437010-8
NR3056--MA0769.1.Tcf7	chr15	18951828	18951839	-	0.000	0.000	Merged-chr15-18951851-25
NR2253--MA0523.1.TCF7L2	chr13	44210324	44210337	+	0.000	0.000	Merged-chr13-44210381-13
NR4034--MA0769.1.Tcf7	chr18	12876590	12876601	+	0.000	0.000	Merged-chr18-12876665-8
NR2199--MA0769.1.Tcf7	chr13	23734524	23734535	+	0.000	0.000	Merged-chr13-23734534-7
NR2866--MA0769.1.Tcf7	chr14	73472603	73472614	+	0.000	0.000	Merged-chr14-73472602-8
NR1794--MA0769.1.Tcf7	chr12	41337048	41337059	-	0.000	0.000	Merged-chr12-41336902-7
NR451--MA0523.1.TCF7L2	chr1	144141067	144141080	-	0.000	0.000	Merged-chr1-144141131-13
NR3768--MA1421.1.TCF7L1	chr17	21438160	21438171	-	0.000	0.000	Merged-chr17-21438248-5
NR2311--MA0769.1.Tcf7	chr13	55255381	55255392	-	0.000	0.000	Merged-chr13-55255412-37
NR5464--MA1421.1.TCF7L1	chr3	41077509	41077520	+	0.000	0.000	Merged-chr3-41077638-22
NR3616--MA0769.1.Tcf7	chr16	78247905	78247916	-	0.000	0.000	Merged-chr16-78247900-23
NR557--MA1421.1.TCF7L1	chr1	165063212	165063223	+	0.000	0.000	Merged-chr1-165063084-17
NR4061--MA0769.1.Tcf7	chr18	24237172	24237183	+	0.000	0.000	Merged-chr18-24237197-17
NR9027--MA0769.1.Tcf7	chr9	123376970	123376981	-	0.000	0.000	Merged-chr9-123377036-7
NR5617--MA0523.1.TCF7L2	chr3	90629498	90629511	-	0.000	0.000	Merged-chr3-90629503-15
NR4370--MA0523.1.TCF7L2	chr19	16274718	16274731	-	0.000	0.000	Merged-chr19-16274697-6
NR8386--MA0523.1.TCF7L2	chr8	104416244	104416257	+	0.000	0.000	Merged-chr8-104416222-18
NR2656--MA0769.1.Tcf7	chr14	22270838	22270849	-	0.000	0.000	Merged-chr14-22271018-1
NR3992--MA0769.1.Tcf7	chr17	87983328	87983339	-	0.000	0.000	Merged-chr17-87983353-13
NR4042--MA1421.1.TCF7L1	chr18	15331926	15331937	-	0.000	0.000	Merged-chr18-15331866-28
NR8129--MA0523.1.TCF7L2	chr8	8343178	8343191	+	0.000	0.000	Merged-chr8-8343206-7
NR3094--MA0523.1.TCF7L2	chr15	35917965	35917978	+	0.000	0.000	Merged-chr15-35918069-6
NR4603--MA0769.1.Tcf7	chr2	19316122	19316133	-	0.000	0.000	Merged-chr2-19316159-10
NR95--MA0523.1.TCF7L2	chr1	43475214	43475227	-	0.000	0.000	Merged-chr1-43475284-1
NR279--MA0523.1.TCF7L2	chr1	95375652	95375665	-	0.000	0.000	Merged-chr1-95375799-8
NR8976--MA0769.1.Tcf7	chr9	117400612	117400623	+	0.000	0.000	Merged-chr9-117400417-34
NR343--MA0769.1.Tcf7	chr1	119469563	119469574	-	0.000	0.000	Merged-chr1-119469584-5
NR119--MA1421.1.TCF7L1	chr1	57952719	57952730	+	0.000	0.000	Merged-chr1-57952740-16
NR485--MA0523.1.TCF7L2	chr1	151167830	151167843	+	0.000	0.000	Merged-chr1-151167792-22
NR6107--MA0769.1.Tcf7	chr4	34429185	34429196	+	0.000	0.000	Merged-chr4-34429163-2
NR4425--MA1421.1.TCF7L1	chr19	34510905	34510916	+	0.000	0.000	Merged-chr19-34511025-19
NR3574--MA1421.1.TCF7L1	chr16	57319958	57319969	+	0.000	0.000	Merged-chr16-57319907-20
NR8975--MA0523.1.TCF7L2	chr9	117400612	117400625	+	0.000	0.000	Merged-chr9-117400417-34
NR8891--MA0769.1.Tcf7	chr9	102587427	102587438	-	0.000	0.000	Merged-chr9-102587549-11
NR759--MA1421.1.TCF7L1	chr10	13467072	13467083	+	0.000	0.000	Merged-chr10-13467057-15
NR8251--MA1421.1.TCF7L1	chr8	60954792	60954803	+	0.000	0.000	Merged-chr8-60954738-34
NR7103--MA0769.1.Tcf7	chr6	33056066	33056077	-	0.000	0.000	Merged-chr6-33055928-12
NR2114--MA1421.1.TCF7L1	chr12	117679066	117679077	-	0.000	0.000	Merged-chr12-117679056-43
NR3536--MA0769.1.Tcf7	chr16	48745642	48745653	-	0.000	0.000	Merged-chr16-48745701-29
