#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Runx/DKO_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_1_selected/log2fc_1_selected/all.df.numx.c5-DKO_Tfh_vs_Prdm1KO_Tfh-log2fc-1_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_1_selected/log2fc_1_selected/all.df.numx.c5-DKO_Tfh_vs_Prdm1KO_Tfh-log2fc-1_up.bed
NR2940--MA0002.2.RUNX1	chr13	53065305	53065315	-	0.000	0.000	Merged-chr13-53065510-28
NR11119--MA0511.2.RUNX2	chrX	77640461	77640469	-	0.000	0.000	Merged-chrX-77640531-25
NR3846--MA0684.1.RUNX3	chr15	34389221	34389230	-	0.000	0.000	Merged-chr15-34389092-27
NR5649--MA0002.2.RUNX1	chr19	53407588	53407598	-	0.000	0.000	Merged-chr19-53407600-23
NR7885--MA0511.2.RUNX2	chr5	23637511	23637519	+	0.000	0.000	Merged-chr5-23637519-38
NR1147--MA0002.2.RUNX1	chr10	75643152	75643162	+	0.000	0.000	Merged-chr10-75643156-15
NR5605--MA0511.2.RUNX2	chr19	42149675	42149683	+	0.000	0.000	Merged-chr19-42149753-11
NR10451--MA0511.2.RUNX2	chr9	41153628	41153636	-	0.000	0.000	Merged-chr9-41153398-36
NR1752--MA0684.1.RUNX3	chr11	55031376	55031385	+	0.000	0.000	Merged-chr11-55031517-56
NR3284--MA0002.2.RUNX1	chr13	113227208	113227218	+	0.000	0.000	Merged-chr13-113227278-10
NR10352--MA0002.2.RUNX1	chr8	128417551	128417561	-	0.000	0.000	Merged-chr8-128417524-1
NR6390--MA0002.2.RUNX1	chr2	158133353	158133363	+	0.000	0.000	Merged-chr2-158133215-37
NR10418--MA0002.2.RUNX1	chr9	22641247	22641257	+	0.000	0.000	Merged-chr9-22641148-30
NR5758--MA0002.2.RUNX1	chr2	11040240	11040250	-	0.000	0.000	Merged-chr2-11040200-20
NR7994--MA0511.2.RUNX2	chr5	64651525	64651533	+	0.000	0.000	Merged-chr5-64651532-36
NR10547--MA0684.1.RUNX3	chr9	57800765	57800774	+	0.000	0.000	Merged-chr9-57800660-12
NR10875--MA0002.2.RUNX1	chr9	108083384	108083394	+	0.000	0.000	Merged-chr9-108083224-47
NR2953--MA0002.2.RUNX1	chr13	55641101	55641111	-	0.000	0.000	Merged-chr13-55640933-22
NR9227--MA0002.2.RUNX1	chr6	148748273	148748283	+	0.000	0.000	Merged-chr6-148748111-1
NR5867--MA0002.2.RUNX1	chr2	34982369	34982379	+	0.000	0.000	Merged-chr2-34982434-20
NR3001--MA0511.2.RUNX2	chr13	73955717	73955725	-	0.000	0.000	Merged-chr13-73955669-7
NR5125--MA0684.1.RUNX3	chr18	14985725	14985734	-	0.000	0.000	Merged-chr18-14985821-9
NR3568--MA0002.2.RUNX1	chr14	64487042	64487052	+	0.000	0.000	Merged-chr14-64487000-12
NR7385--MA0002.2.RUNX1	chr4	83234308	83234318	-	0.000	0.000	Merged-chr4-83234214-31
NR2714--MA0002.2.RUNX1	chr12	118439165	118439175	-	0.000	0.000	Merged-chr12-118439012-3
NR1080--MA0684.1.RUNX3	chr10	60290309	60290318	-	0.000	0.000	Merged-chr10-60290356-31
NR7407--MA0511.2.RUNX2	chr4	88088937	88088945	-	0.000	0.000	Merged-chr4-88088936-18
NR10222--MA0002.2.RUNX1	chr8	115462236	115462246	-	0.000	0.000	Merged-chr8-115462396-21
NR6802--MA0002.2.RUNX1	chr3	94916042	94916052	-	0.000	0.000	Merged-chr3-94916123-28
NR3776--MA0511.2.RUNX2	chr14	123163086	123163094	+	0.000	0.000	Merged-chr14-123163033-38
NR170--MA0002.2.RUNX1	chr1	59180217	59180227	-	0.000	0.000	Merged-chr1-59180254-19
NR441--MA0002.2.RUNX1	chr1	127557421	127557431	-	0.000	0.000	Merged-chr1-127557367-11
NR7516--MA0511.2.RUNX2	chr4	108371652	108371660	+	0.000	0.000	Merged-chr4-108371608-19
NR5294--MA0511.2.RUNX2	chr18	66441215	66441223	+	0.000	0.000	Merged-chr18-66441212-1
NR4169--MA0684.1.RUNX3	chr16	3776569	3776578	+	0.000	0.000	Merged-chr16-3776489-17
NR7398--MA0002.2.RUNX1	chr4	85709849	85709859	+	0.000	0.000	Merged-chr4-85709823-9
NR9034--MA0511.2.RUNX2	chr6	130288355	130288363	+	0.000	0.000	Merged-chr6-130288327-19
NR5118--MA0002.2.RUNX1	chr18	14985706	14985716	+	0.000	0.000	Merged-chr18-14985821-9
NR3709--MA0002.2.RUNX1	chr14	103844082	103844092	-	0.000	0.000	Merged-chr14-103843962-25
NR10506--MA0002.2.RUNX1	chr9	53430251	53430261	+	0.000	0.000	Merged-chr9-53430212-10
NR3123--MA0511.2.RUNX2	chr13	95913144	95913152	-	0.000	0.000	Merged-chr13-95913173-23
NR5181--MA0684.1.RUNX3	chr18	34827830	34827839	-	0.000	0.000	Merged-chr18-34827772-23
NR331--MA0684.1.RUNX3	chr1	91049441	91049450	+	0.000	0.000	Merged-chr1-91049511-13
NR1966--MA0511.2.RUNX2	chr11	95000876	95000884	-	0.000	0.000	Merged-chr11-95001009-42
NR10615--MA0002.2.RUNX1	chr9	69092610	69092620	+	0.000	0.000	Merged-chr9-69092509-18
NR7512--MA0684.1.RUNX3	chr4	107196641	107196650	+	0.000	0.000	Merged-chr4-107196669-22
NR5290--MA0684.1.RUNX3	chr18	65691625	65691634	+	0.000	0.000	Merged-chr18-65691617-34
NR933--MA0511.2.RUNX2	chr10	13970473	13970481	-	0.000	0.000	Merged-chr10-13970545-12
NR7364--MA0002.2.RUNX1	chr4	63847309	63847319	+	0.000	0.000	Merged-chr4-63847263-40
NR3010--MA0684.1.RUNX3	chr13	75901212	75901221	+	0.000	0.000	Merged-chr13-75901199-5
NR9000--MA0511.2.RUNX2	chr6	127302987	127302995	+	0.000	0.000	Merged-chr6-127302896-25
NR3385--MA0002.2.RUNX1	chr14	25560069	25560079	-	0.000	0.000	Merged-chr14-25560139-23
NR8713--MA0002.2.RUNX1	chr6	82744675	82744685	-	0.000	0.000	Merged-chr6-82744737-54
NR6762--MA0002.2.RUNX1	chr3	87387617	87387627	+	0.000	0.000	Merged-chr3-87387698-10
NR5194--MA0684.1.RUNX3	chr18	37814060	37814069	-	0.000	0.000	Merged-chr18-37813954-31
NR4877--MA0002.2.RUNX1	chr17	51789246	51789256	+	0.000	0.000	Merged-chr17-51789354-14
NR3308--MA0002.2.RUNX1	chr13	115179427	115179437	+	0.000	0.000	Merged-chr13-115179427-17
NR7668--MA0684.1.RUNX3	chr4	138257515	138257524	+	0.000	0.000	Merged-chr4-138257384-22
NR3659--MA0511.2.RUNX2	chr14	77861400	77861408	+	0.000	0.000	Merged-chr14-77861310-50
NR10291--MA0002.2.RUNX1	chr8	123032959	123032969	-	0.000	0.000	Merged-chr8-123033029-47
NR9410--MA0684.1.RUNX3	chr7	72114849	72114858	+	0.000	0.000	Merged-chr7-72114875-2
NR4863--MA0684.1.RUNX3	chr17	50167698	50167707	+	0.000	0.000	Merged-chr17-50167764-6
NR4942--MA0511.2.RUNX2	chr17	65817917	65817925	-	0.000	0.000	Merged-chr17-65817855-23
NR9679--MA0511.2.RUNX2	chr7	117635774	117635782	+	0.000	0.000	Merged-chr7-117635751-13
NR781--MA0002.2.RUNX1	chr1	180810552	180810562	+	0.000	0.000	Merged-chr1-180810648-13
NR3275--MA0684.1.RUNX3	chr13	112211292	112211301	+	0.000	0.000	Merged-chr13-112211274-7
NR9437--MA0002.2.RUNX1	chr7	75891660	75891670	+	0.000	0.000	Merged-chr7-75891656-12
NR10866--MA0684.1.RUNX3	chr9	105499567	105499576	-	0.000	0.000	Merged-chr9-105499679-15
NR4952--MA0002.2.RUNX1	chr17	71216501	71216511	+	0.000	0.000	Merged-chr17-71216494-9
NR8219--MA0511.2.RUNX2	chr5	113621184	113621192	-	0.000	0.000	Merged-chr5-113621220-18
NR3384--MA0684.1.RUNX3	chr14	25534437	25534446	-	0.000	0.000	Merged-chr14-25534315-15
NR1104--MA0684.1.RUNX3	chr10	67662499	67662508	+	0.000	0.000	Merged-chr10-67662488-5
NR8564--MA0002.2.RUNX1	chr6	41141082	41141092	+	0.000	0.000	Merged-chr6-41141136-19
NR10575--MA0002.2.RUNX1	chr9	62020497	62020507	-	0.000	0.000	Merged-chr9-62020503-14
NR10099--MA0002.2.RUNX1	chr8	84876775	84876785	+	0.000	0.000	Merged-chr8-84876953-6
NR2801--MA0684.1.RUNX3	chr13	19219834	19219843	+	0.000	0.000	Merged-chr13-19219739-41
NR3529--MA0511.2.RUNX2	chr14	61518777	61518785	+	0.000	0.000	Merged-chr14-61518892-20
NR2382--MA0002.2.RUNX1	chr12	78356654	78356664	-	0.000	0.000	Merged-chr12-78356695-8
NR7075--MA0511.2.RUNX2	chr3	142892308	142892316	+	0.000	0.000	Merged-chr3-142892335-19
NR6741--MA0002.2.RUNX1	chr3	84126137	84126147	-	0.000	0.000	Merged-chr3-84126096-28
NR4856--MA0002.2.RUNX1	chr17	50071769	50071779	+	0.000	0.000	Merged-chr17-50071769-42
NR1164--MA0511.2.RUNX2	chr10	77962993	77963001	+	0.000	0.000	Merged-chr10-77962952-24
NR10578--MA0511.2.RUNX2	chr9	62080713	62080721	+	0.000	0.000	Merged-chr9-62080517-9
NR4171--MA0002.2.RUNX1	chr16	3982463	3982473	-	0.000	0.000	Merged-chr16-3982293-15
NR3416--MA0684.1.RUNX3	chr14	30675111	30675120	+	0.000	0.000	Merged-chr14-30675172-26
NR7184--MA0511.2.RUNX2	chr3	157938676	157938684	-	0.000	0.000	Merged-chr3-157938783-43
NR2891--MA0684.1.RUNX3	chr13	41302822	41302831	+	0.000	0.000	Merged-chr13-41302926-20
NR826--MA0002.2.RUNX1	chr1	184908695	184908705	-	0.000	0.000	Merged-chr1-184908710-36
NR2871--MA0002.2.RUNX1	chr13	37124152	37124162	+	0.000	0.000	Merged-chr13-37124169-8
NR7008--MA0002.2.RUNX1	chr3	135662284	135662294	+	0.000	0.000	Merged-chr3-135662466-47
NR7613--MA0684.1.RUNX3	chr4	132748881	132748890	+	0.000	0.000	Merged-chr4-132748989-25
NR4--MA0002.2.RUNX1	chr1	6467286	6467296	+	0.000	0.000	Merged-chr1-6467226-38
NR2090--MA0002.2.RUNX1	chr11	109694173	109694183	+	0.000	0.000	Merged-chr11-109694201-12
NR10510--MA0511.2.RUNX2	chr9	53436426	53436434	+	0.000	0.000	Merged-chr9-53436232-20
NR5837--MA0684.1.RUNX3	chr2	30112734	30112743	-	0.000	0.000	Merged-chr2-30112786-18
NR9449--MA0684.1.RUNX3	chr7	78763121	78763130	-	0.000	0.000	Merged-chr7-78763113-9
NR1044--MA0002.2.RUNX1	chr10	53461315	53461325	-	0.000	0.000	Merged-chr10-53461441-37
NR2536--MA0002.2.RUNX1	chr12	102605791	102605801	-	0.000	0.000	Merged-chr12-102605790-11
NR4772--MA0511.2.RUNX2	chr17	29693746	29693754	+	0.000	0.000	Merged-chr17-29693798-13
NR825--MA0684.1.RUNX3	chr1	184576648	184576657	+	0.000	0.000	Merged-chr1-184576440-44
NR1296--MA0002.2.RUNX1	chr10	95781079	95781089	+	0.000	0.000	Merged-chr10-95781275-17
NR8490--MA0002.2.RUNX1	chr6	13078913	13078923	+	0.000	0.000	Merged-chr6-13078885-13
NR10239--MA0684.1.RUNX3	chr8	116717266	116717275	+	0.000	0.000	Merged-chr8-116717291-13
NR4801--MA0002.2.RUNX1	chr17	34630397	34630407	+	0.000	0.000	Merged-chr17-34630470-19
NR2330--MA0511.2.RUNX2	chr12	69530053	69530061	+	0.000	0.000	Merged-chr12-69529974-44
NR7067--MA0511.2.RUNX2	chr3	142281331	142281339	+	0.000	0.000	Merged-chr3-142281213-32
NR9124--MA0002.2.RUNX1	chr6	140819581	140819591	-	0.000	0.000	Merged-chr6-140819599-25
NR4577--MA0002.2.RUNX1	chr16	92654066	92654076	+	0.000	0.000	Merged-chr16-92654045-22
NR7239--MA0002.2.RUNX1	chr4	21842815	21842825	-	0.000	0.000	Merged-chr4-21842691-16
NR643--MA0002.2.RUNX1	chr1	164053769	164053779	+	0.000	0.000	Merged-chr1-164053798-7
NR1013--MA0511.2.RUNX2	chr10	40171385	40171393	-	0.000	0.000	Merged-chr10-40171372-15
NR89--MA0002.2.RUNX1	chr1	40236408	40236418	-	0.000	0.000	Merged-chr1-40236250-26
NR772--MA0684.1.RUNX3	chr1	180410442	180410451	+	0.000	0.000	Merged-chr1-180410391-12
NR5145--MA0002.2.RUNX1	chr18	24091327	24091337	-	0.000	0.000	Merged-chr18-24091178-3
NR646--MA0511.2.RUNX2	chr1	164079560	164079568	-	0.000	0.000	Merged-chr1-164079439-12
NR9028--MA0002.2.RUNX1	chr6	130136694	130136704	-	0.000	0.000	Merged-chr6-130136655-31
NR10186--MA0684.1.RUNX3	chr8	110813252	110813261	+	0.000	0.000	Merged-chr8-110813191-16
NR1166--MA0002.2.RUNX1	chr10	77963002	77963012	-	0.000	0.000	Merged-chr10-77962952-24
NR4814--MA0002.2.RUNX1	chr17	35526816	35526826	+	0.000	0.000	Merged-chr17-35526917-14
NR881--MA0684.1.RUNX3	chr1	192778940	192778949	+	0.000	0.000	Merged-chr1-192778895-23
NR6623--MA0684.1.RUNX3	chr3	37606147	37606156	-	0.000	0.000	Merged-chr3-37605967-27
NR927--MA0002.2.RUNX1	chr10	12985259	12985269	-	0.000	0.000	Merged-chr10-12985296-24
NR5528--MA0511.2.RUNX2	chr19	29347396	29347404	-	0.000	0.000	Merged-chr19-29347328-12
NR3577--MA0511.2.RUNX2	chr14	65330858	65330866	-	0.000	0.000	Merged-chr14-65330788-23
NR8535--MA0002.2.RUNX1	chr6	33675651	33675661	-	0.000	0.000	Merged-chr6-33675584-7
NR5114--MA0511.2.RUNX2	chr18	14985708	14985716	-	0.000	0.000	Merged-chr18-14985821-9
NR9868--MA0511.2.RUNX2	chr7	143644145	143644153	+	0.000	0.000	Merged-chr7-143644190-29
NR2753--MA0684.1.RUNX3	chr13	8742951	8742960	+	0.000	0.000	Merged-chr13-8742974-25
NR9454--MA0511.2.RUNX2	chr7	80209934	80209942	-	0.000	0.000	Merged-chr7-80209951-53
NR11210--MA0002.2.RUNX1	chrX	167037990	167038000	+	0.000	0.000	Merged-chrX-167038027-22
NR751--MA0684.1.RUNX3	chr1	178218441	178218450	-	0.000	0.000	Merged-chr1-178218511-16
NR8230--MA0002.2.RUNX1	chr5	114041829	114041839	-	0.000	0.000	Merged-chr5-114041714-24
NR11191--MA0002.2.RUNX1	chrX	159447367	159447377	+	0.000	0.000	Merged-chrX-159447377-17
NR5048--MA0684.1.RUNX3	chr17	86278294	86278303	+	0.000	0.000	Merged-chr17-86278304-8
NR2114--MA0002.2.RUNX1	chr11	114350985	114350995	-	0.000	0.000	Merged-chr11-114351048-6
NR1688--MA0684.1.RUNX3	chr11	48935110	48935119	+	0.000	0.000	Merged-chr11-48935044-1
NR926--MA0684.1.RUNX3	chr10	12985158	12985167	-	0.000	0.000	Merged-chr10-12985296-24
NR1069--MA0684.1.RUNX3	chr10	59392124	59392133	+	0.000	0.000	Merged-chr10-59392092-23
NR8134--MA0002.2.RUNX1	chr5	99499892	99499902	+	0.000	0.000	Merged-chr5-99499835-48
NR10416--MA0002.2.RUNX1	chr9	22366959	22366969	+	0.000	0.000	Merged-chr9-22366928-17
NR1419--MA0511.2.RUNX2	chr10	118628209	118628217	-	0.000	0.000	Merged-chr10-118628235-24
NR10816--MA0684.1.RUNX3	chr9	96785404	96785413	+	0.000	0.000	Merged-chr9-96785400-18
NR7294--MA0684.1.RUNX3	chr4	47300827	47300836	-	0.000	0.000	Merged-chr4-47300829-7
NR10082--MA0511.2.RUNX2	chr8	81704155	81704163	-	0.000	0.000	Merged-chr8-81703996-53
NR4012--MA0002.2.RUNX1	chr15	79199875	79199885	-	0.000	0.000	Merged-chr15-79199937-2
NR4678--MA0002.2.RUNX1	chr17	12165580	12165590	-	0.000	0.000	Merged-chr17-12165459-54
NR10210--MA0511.2.RUNX2	chr8	114879899	114879907	-	0.000	0.000	Merged-chr8-114879936-19
NR4949--MA0002.2.RUNX1	chr17	71192225	71192235	-	0.000	0.000	Merged-chr17-71192022-46
NR7069--MA0002.2.RUNX1	chr3	142281338	142281348	-	0.000	0.000	Merged-chr3-142281213-32
NR2998--MA0002.2.RUNX1	chr13	73491289	73491299	+	0.000	0.000	Merged-chr13-73491277-13
NR2603--MA0002.2.RUNX1	chr12	108601089	108601099	+	0.000	0.000	Merged-chr12-108601181-28
NR10178--MA0684.1.RUNX3	chr8	107360744	107360753	-	0.000	0.000	Merged-chr8-107360738-8
NR744--MA0002.2.RUNX1	chr1	177670800	177670810	-	0.000	0.000	Merged-chr1-177670807-27
NR9149--MA0684.1.RUNX3	chr6	143816692	143816701	-	0.000	0.000	Merged-chr6-143816694-7
NR67--MA0684.1.RUNX3	chr1	36883849	36883858	+	0.000	0.000	Merged-chr1-36883943-16
NR5123--MA0684.1.RUNX3	chr18	14985713	14985722	-	0.000	0.000	Merged-chr18-14985821-9
NR5961--MA0002.2.RUNX1	chr2	65133924	65133934	-	0.000	0.000	Merged-chr2-65133825-19
NR330--MA0002.2.RUNX1	chr1	91049441	91049451	-	0.000	0.000	Merged-chr1-91049511-13
NR6672--MA0002.2.RUNX1	chr3	58671329	58671339	-	0.000	0.000	Merged-chr3-58671349-14
NR5597--MA0511.2.RUNX2	chr19	40300140	40300148	+	0.000	0.000	Merged-chr19-40300210-18
NR9006--MA0684.1.RUNX3	chr6	127617443	127617452	+	0.000	0.000	Merged-chr6-127617353-34
NR6467--MA0002.2.RUNX1	chr2	168429763	168429773	-	0.000	0.000	Merged-chr2-168429700-17
NR8--MA0684.1.RUNX3	chr1	7147198	7147207	+	0.000	0.000	Merged-chr1-7147128-26
NR1095--MA0511.2.RUNX2	chr10	66953973	66953981	-	0.000	0.000	Merged-chr10-66953660-61
NR9367--MA0684.1.RUNX3	chr7	55957322	55957331	+	0.000	0.000	Merged-chr7-55957390-5
NR442--MA0511.2.RUNX2	chr1	127619490	127619498	-	0.000	0.000	Merged-chr1-127619429-18
NR138--MA0002.2.RUNX1	chr1	52753936	52753946	-	0.000	0.000	Merged-chr1-52754097-20
NR1028--MA0002.2.RUNX1	chr10	44565400	44565410	+	0.000	0.000	Merged-chr10-44565261-15
NR2602--MA0684.1.RUNX3	chr12	108601019	108601028	-	0.000	0.000	Merged-chr12-108601181-28
NR8222--MA0002.2.RUNX1	chr5	113672598	113672608	+	0.000	0.000	Merged-chr5-113672609-14
NR4862--MA0002.2.RUNX1	chr17	50167698	50167708	-	0.000	0.000	Merged-chr17-50167764-6
NR2106--MA0002.2.RUNX1	chr11	113005337	113005347	-	0.000	0.000	Merged-chr11-113005354-7
NR10091--MA0684.1.RUNX3	chr8	83767866	83767875	+	0.000	0.000	Merged-chr8-83767708-6
NR1014--MA0684.1.RUNX3	chr10	40171384	40171393	-	0.000	0.000	Merged-chr10-40171372-15
NR8997--MA0002.2.RUNX1	chr6	126995691	126995701	+	0.000	0.000	Merged-chr6-126995755-15
NR104--MA0002.2.RUNX1	chr1	40585667	40585677	+	0.000	0.000	Merged-chr1-40585603-1
NR4180--MA0511.2.RUNX2	chr16	4584024	4584032	+	0.000	0.000	Merged-chr16-4584045-35
NR504--MA0684.1.RUNX3	chr1	135268271	135268280	-	0.000	0.000	Merged-chr1-135268339-27
NR8854--MA0002.2.RUNX1	chr6	108717915	108717925	+	0.000	0.000	Merged-chr6-108717791-30
NR9089--MA0002.2.RUNX1	chr6	136743940	136743950	+	0.000	0.000	Merged-chr6-136743937-14
NR879--MA0002.2.RUNX1	chr1	192736681	192736691	+	0.000	0.000	Merged-chr1-192736716-7
NR8235--MA0002.2.RUNX1	chr5	114246943	114246953	-	0.000	0.000	Merged-chr5-114246791-23
NR9489--MA0684.1.RUNX3	chr7	84386627	84386636	+	0.000	0.000	Merged-chr7-84386751-45
NR6555--MA0002.2.RUNX1	chr3	9034459	9034469	-	0.000	0.000	Merged-chr3-9034452-42
NR4004--MA0002.2.RUNX1	chr15	78515785	78515795	+	0.000	0.000	Merged-chr15-78515914-15
NR6240--MA0511.2.RUNX2	chr2	130555014	130555022	-	0.000	0.000	Merged-chr2-130555023-33
NR4190--MA0002.2.RUNX1	chr16	10806272	10806282	+	0.000	0.000	Merged-chr16-10806280-14
NR6812--MA0684.1.RUNX3	chr3	96338257	96338266	+	0.000	0.000	Merged-chr3-96338308-3
NR9869--MA0684.1.RUNX3	chr7	143644145	143644154	+	0.000	0.000	Merged-chr7-143644190-29
NR2228--MA0002.2.RUNX1	chr12	25270161	25270171	-	0.000	0.000	Merged-chr12-25270049-10
NR11162--MA0002.2.RUNX1	chrX	106622660	106622670	-	0.000	0.000	Merged-chrX-106622619-36
NR2956--MA0002.2.RUNX1	chr13	56476959	56476969	-	0.000	0.000	Merged-chr13-56477022-46
NR3068--MA0684.1.RUNX3	chr13	90981481	90981490	-	0.000	0.000	Merged-chr13-90981461-11
NR8453--MA0002.2.RUNX1	chr5	149641831	149641841	+	0.000	0.000	Merged-chr5-149641711-30
NR8519--MA0002.2.RUNX1	chr6	30347013	30347023	-	0.000	0.000	Merged-chr6-30346913-17
NR782--MA0511.2.RUNX2	chr1	180884782	180884790	+	0.000	0.000	Merged-chr1-180884632-22
NR6839--MA0002.2.RUNX1	chr3	101588972	101588982	-	0.000	0.000	Merged-chr3-101588946-10
NR5079--MA0511.2.RUNX2	chr17	88654036	88654044	-	0.000	0.000	Merged-chr17-88654141-3
NR2942--MA0684.1.RUNX3	chr13	53065305	53065314	+	0.000	0.000	Merged-chr13-53065510-28
NR10196--MA0511.2.RUNX2	chr8	111998969	111998977	+	0.000	0.000	Merged-chr8-111998914-9
NR8710--MA0684.1.RUNX3	chr6	72841926	72841935	+	0.000	0.000	Merged-chr6-72841906-9
NR3256--MA0511.2.RUNX2	chr13	111269819	111269827	+	0.000	0.000	Merged-chr13-111269948-21
NR1149--MA0684.1.RUNX3	chr10	75697171	75697180	+	0.000	0.000	Merged-chr10-75697186-22
NR8770--MA0511.2.RUNX2	chr6	90583354	90583362	-	0.000	0.000	Merged-chr6-90583387-2
NR4854--MA0002.2.RUNX1	chr17	47515652	47515662	-	0.000	0.000	Merged-chr17-47515680-12
NR9640--MA0002.2.RUNX1	chr7	114671162	114671172	-	0.000	0.000	Merged-chr7-114671342-44
NR7960--MA0002.2.RUNX1	chr5	44220689	44220699	-	0.000	0.000	Merged-chr5-44220668-26
NR8737--MA0002.2.RUNX1	chr6	86754842	86754852	-	0.000	0.000	Merged-chr6-86754818-10
NR6808--MA0511.2.RUNX2	chr3	95697805	95697813	+	0.000	0.000	Merged-chr3-95697809-14
NR4857--MA0511.2.RUNX2	chr17	50148364	50148372	-	0.000	0.000	Merged-chr17-50148334-29
NR2511--MA0511.2.RUNX2	chr12	99633811	99633819	-	0.000	0.000	Merged-chr12-99633921-16
NR3904--MA0002.2.RUNX1	chr15	58750401	58750411	-	0.000	0.000	Merged-chr15-58750240-28
NR699--MA0511.2.RUNX2	chr1	171939569	171939577	+	0.000	0.000	Merged-chr1-171939454-57
NR3318--MA0684.1.RUNX3	chr13	119653361	119653370	+	0.000	0.000	Merged-chr13-119653292-20
NR9308--MA0511.2.RUNX2	chr7	30086435	30086443	+	0.000	0.000	Merged-chr7-30086479-1
NR205--MA0002.2.RUNX1	chr1	62829800	62829810	+	0.000	0.000	Merged-chr1-62829921-36
NR10238--MA0002.2.RUNX1	chr8	116717266	116717276	-	0.000	0.000	Merged-chr8-116717291-13
NR4867--MA0002.2.RUNX1	chr17	50310626	50310636	-	0.000	0.000	Merged-chr17-50310494-22
NR2250--MA0002.2.RUNX1	chr12	32285223	32285233	+	0.000	0.000	Merged-chr12-32285209-18
NR6881--MA0684.1.RUNX3	chr3	108718344	108718353	+	0.000	0.000	Merged-chr3-108718262-42
NR2001--MA0511.2.RUNX2	chr11	98948109	98948117	+	0.000	0.000	Merged-chr11-98948156-24
NR6404--MA0002.2.RUNX1	chr2	160657998	160658008	+	0.000	0.000	Merged-chr2-160657923-30
NR4248--MA0002.2.RUNX1	chr16	23197032	23197042	+	0.000	0.000	Merged-chr16-23196963-14
NR3994--MA0002.2.RUNX1	chr15	76795408	76795418	-	0.000	0.000	Merged-chr15-76795426-7
NR2031--MA0684.1.RUNX3	chr11	101199655	101199664	+	0.000	0.000	Merged-chr11-101199720-6
NR665--MA0511.2.RUNX2	chr1	165691743	165691751	+	0.000	0.000	Merged-chr1-165691684-32
NR9003--MA0511.2.RUNX2	chr6	127617443	127617451	+	0.000	0.000	Merged-chr6-127617353-34
NR4710--MA0684.1.RUNX3	chr17	18957940	18957949	+	0.000	0.000	Merged-chr17-18957901-23
NR4979--MA0511.2.RUNX2	chr17	74745175	74745183	-	0.000	0.000	Merged-chr17-74745133-7
NR360--MA0511.2.RUNX2	chr1	95674259	95674267	-	0.000	0.000	Merged-chr1-95674241-20
NR6417--MA0002.2.RUNX1	chr2	164017274	164017284	-	0.000	0.000	Merged-chr2-164017275-1
NR4195--MA0002.2.RUNX1	chr16	11054664	11054674	+	0.000	0.000	Merged-chr16-11054655-12
NR9093--MA0511.2.RUNX2	chr6	137316449	137316457	-	0.000	0.000	Merged-chr6-137316445-24
NR9159--MA0511.2.RUNX2	chr6	144602993	144603001	+	0.000	0.000	Merged-chr6-144603024-14
NR4866--MA0684.1.RUNX3	chr17	50310589	50310598	+	0.000	0.000	Merged-chr17-50310494-22
NR4323--MA0002.2.RUNX1	chr16	35905582	35905592	+	0.000	0.000	Merged-chr16-35905598-39
NR2372--MA0002.2.RUNX1	chr12	75837679	75837689	-	0.000	0.000	Merged-chr12-75837700-7
NR11120--MA0002.2.RUNX1	chrX	77640459	77640469	+	0.000	0.000	Merged-chrX-77640531-25
NR4674--MA0511.2.RUNX2	chr17	12163002	12163010	-	0.000	0.000	Merged-chr17-12163028-32
NR8206--MA0002.2.RUNX1	chr5	111235963	111235973	+	0.000	0.000	Merged-chr5-111235959-11
NR9903--MA0002.2.RUNX1	chr8	14088823	14088833	+	0.000	0.000	Merged-chr8-14088778-16
NR4260--MA0511.2.RUNX2	chr16	24468008	24468016	-	0.000	0.000	Merged-chr16-24467843-15
NR1770--MA0002.2.RUNX1	chr11	60937936	60937946	+	0.000	0.000	Merged-chr11-60937827-26
NR10598--MA0684.1.RUNX3	chr9	65491674	65491683	+	0.000	0.000	Merged-chr9-65491594-16
NR959--MA0002.2.RUNX1	chr10	21964441	21964451	-	0.000	0.000	Merged-chr10-21964511-16
NR8315--MA0002.2.RUNX1	chr5	134258639	134258649	-	0.000	0.000	Merged-chr5-134258630-9
NR4684--MA0002.2.RUNX1	chr17	12722759	12722769	-	0.000	0.000	Merged-chr17-12722736-16
NR2133--MA0002.2.RUNX1	chr11	116398157	116398167	-	0.000	0.000	Merged-chr11-116398180-34
NR6016--MA0002.2.RUNX1	chr2	72536031	72536041	+	0.000	0.000	Merged-chr2-72536133-16
NR4065--MA0002.2.RUNX1	chr15	89131568	89131578	-	0.000	0.000	Merged-chr15-89131620-40
NR5910--MA0684.1.RUNX3	chr2	52952755	52952764	+	0.000	0.000	Merged-chr2-52952534-7
NR9850--MA0002.2.RUNX1	chr7	142396753	142396763	+	0.000	0.000	Merged-chr7-142396800-18
NR4859--MA0002.2.RUNX1	chr17	50148371	50148381	-	0.000	0.000	Merged-chr17-50148334-29
NR6668--MA0684.1.RUNX3	chr3	55139437	55139446	-	0.000	0.000	Merged-chr3-55139425-1
