#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Maf/DKO_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_1_selected/log2fc_1_selected/all.df.numx.c5-DKO_Th1_vs_Bcl6KO_Th1-log2fc-1_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_1_selected/log2fc_1_selected/all.df.numx.c5-DKO_Th1_vs_Bcl6KO_Th1-log2fc-1_up.bed
NR7919--MA0501.1.MAF::NFE2	chr3	133626798	133626812	-	0.000	0.000	Merged-chr3-133626779-42
NR11389--MA0501.1.MAF::NFE2	chr8	77376674	77376688	+	0.000	0.000	Merged-chr8-77376569-21
NR3802--MA0089.1.MAFG::NFE2L1	chr14	53369885	53369890	+	0.000	0.000	Merged-chr14-53369975-12
NR9919--MA0089.1.MAFG::NFE2L1	chr6	97447145	97447150	+	0.000	0.000	Merged-chr6-97447180-22
NR2616--MA0501.1.MAF::NFE2	chr12	41090047	41090061	+	0.000	0.000	Merged-chr12-41090116-16
NR597--MA0089.1.MAFG::NFE2L1	chr1	151236796	151236801	+	0.000	0.000	Merged-chr1-151236737-36
NR825--MA0496.2.MAFK	chr1	181157217	181157235	-	0.000	0.000	Merged-chr1-181157308-13
NR6791--MA0089.1.MAFG::NFE2L1	chr2	114059831	114059836	-	0.000	0.000	Merged-chr2-114059851-34
NR3270--MA0496.2.MAFK	chr13	52915690	52915708	-	0.000	0.000	Merged-chr13-52915528-4
NR2598--MA0089.1.MAFG::NFE2L1	chr12	36423453	36423458	-	0.000	0.000	Merged-chr12-36423339-1
NR4669--MA0496.2.MAFK	chr16	22794956	22794974	+	0.000	0.000	Merged-chr16-22794765-7
NR11824--MA0089.1.MAFG::NFE2L1	chr9	15104004	15104009	+	0.000	0.000	Merged-chr9-15103870-28
NR2993--MA0659.1.MAFG	chr12	116315653	116315673	+	0.000	0.000	Merged-chr12-116315725-53
NR7084--MA0495.2.MAFF	chr2	145804907	145804927	+	0.000	0.000	Merged-chr2-145804796-32
NR11311--MA0659.1.MAFG	chr8	54660905	54660925	-	0.000	0.000	Merged-chr8-54660891-16
NR8724--MA0591.1.Bach1::Mafk	chr4	144916724	144916738	+	0.000	0.000	Merged-chr4-144916675-7
NR1212--MA0495.2.MAFF	chr10	53346649	53346669	-	0.000	0.000	Merged-chr10-53346835-25
NR7469--MA0089.1.MAFG::NFE2L1	chr3	8971816	8971821	+	0.000	0.000	Merged-chr3-8971852-23
NR10653--MA0496.2.MAFK	chr7	73517588	73517606	-	0.000	0.000	Merged-chr7-73517689-25
NR554--MA0591.1.Bach1::Mafk	chr1	138952346	138952360	+	0.000	0.000	Merged-chr1-138952405-35
NR1943--MA0089.1.MAFG::NFE2L1	chr11	54237148	54237153	+	0.000	0.000	Merged-chr11-54237226-5
NR3056--MA0495.2.MAFF	chr13	6626710	6626730	+	0.000	0.000	Merged-chr13-6626818-32
NR11043--MA0591.1.Bach1::Mafk	chr7	126725177	126725191	-	0.000	0.000	Merged-chr7-126725257-13
NR11909--MA0501.1.MAF::NFE2	chr9	51961322	51961336	+	0.000	0.000	Merged-chr9-51961362-1
NR1214--MA0659.1.MAFG	chr10	53346649	53346669	-	0.000	0.000	Merged-chr10-53346835-25
NR9426--MA0089.1.MAFG::NFE2L1	chr5	134304058	134304063	-	0.000	0.000	Merged-chr5-134304232-28
NR9999--MA0501.1.MAF::NFE2	chr6	108454700	108454714	+	0.000	0.000	Merged-chr6-108454895-45
NR9992--MA0089.1.MAFG::NFE2L1	chr6	107749923	107749928	-	0.000	0.000	Merged-chr6-107750047-3
NR4696--MA0496.2.MAFK	chr16	24854664	24854682	+	0.000	0.000	Merged-chr16-24854563-13
NR5482--MA0495.2.MAFF	chr17	86206502	86206522	+	0.000	0.000	Merged-chr17-86206449-38
NR2082--MA0496.2.MAFK	chr11	74973440	74973458	+	0.000	0.000	Merged-chr11-74973432-13
NR7995--MA0659.1.MAFG	chr3	144134643	144134663	-	0.000	0.000	Merged-chr3-144134560-2
NR5674--MA0496.2.MAFK	chr18	39877922	39877940	-	0.000	0.000	Merged-chr18-39877975-43
NR9513--MA0089.1.MAFG::NFE2L1	chr5	147187278	147187283	-	0.000	0.000	Merged-chr5-147187234-26
NR4386--MA0591.1.Bach1::Mafk	chr15	73318870	73318884	-	0.000	0.000	Merged-chr15-73318798-19
NR4164--MA0089.1.MAFG::NFE2L1	chr15	21885342	21885347	-	0.000	0.000	Merged-chr15-21885373-15
NR216--MA0089.1.MAFG::NFE2L1	chr1	61203263	61203268	-	0.000	0.000	Merged-chr1-61203375-24
NR10345--MA0591.1.Bach1::Mafk	chr6	145256833	145256847	+	0.000	0.000	Merged-chr6-145256997-16
NR1572--MA0117.2.Mafb	chr10	115332621	115332632	-	0.000	0.000	Merged-chr10-115332593-43
NR10459--MA0659.1.MAFG	chr7	16343735	16343755	-	0.000	0.000	Merged-chr7-16343810-22
NR998--MA0117.2.Mafb	chr1	193726527	193726538	-	0.000	0.000	Merged-chr1-193726610-1
NR9890--MA0089.1.MAFG::NFE2L1	chr6	91156637	91156642	+	0.000	0.000	Merged-chr6-91156791-33
NR9918--MA0495.2.MAFF	chr6	97447130	97447150	-	0.000	0.000	Merged-chr6-97447180-22
NR4468--MA0496.2.MAFK	chr15	85469118	85469136	+	0.000	0.000	Merged-chr15-85469002-5
NR1465--MA0659.1.MAFG	chr10	93567012	93567032	-	0.000	0.000	Merged-chr10-93567136-2
NR5587--MA0117.2.Mafb	chr18	13787133	13787144	-	0.000	0.000	Merged-chr18-13787099-71
NR10692--MA0089.1.MAFG::NFE2L1	chr7	79190874	79190879	-	0.000	0.000	Merged-chr7-79190820-25
NR5050--MA0659.1.MAFG	chr16	97442080	97442100	+	0.000	0.000	Merged-chr16-97442198-19
NR9337--MA0089.1.MAFG::NFE2L1	chr5	114024791	114024796	-	0.000	0.000	Merged-chr5-114024714-10
NR9172--MA0117.2.Mafb	chr5	92353787	92353798	-	0.000	0.000	Merged-chr5-92353751-46
NR10461--MA0496.2.MAFK	chr7	16343736	16343754	+	0.000	0.000	Merged-chr7-16343810-22
NR1154--MA0591.1.Bach1::Mafk	chr10	39764841	39764855	-	0.000	0.000	Merged-chr10-39764888-24
NR8174--MA0496.2.MAFK	chr4	32387816	32387834	+	0.000	0.000	Merged-chr4-32387941-10
NR9611--MA0659.1.MAFG	chr6	22314618	22314638	-	0.000	0.000	Merged-chr6-22314730-22
NR7468--MA0501.1.MAF::NFE2	chr3	8845798	8845812	+	0.000	0.000	Merged-chr3-8845963-11
NR11444--MA0089.1.MAFG::NFE2L1	chr8	86484982	86484987	-	0.000	0.000	Merged-chr8-86484982-16
NR5366--MA0501.1.MAF::NFE2	chr17	70746963	70746977	+	0.000	0.000	Merged-chr17-70746811-20
NR6106--MA0591.1.Bach1::Mafk	chr19	33429572	33429586	+	0.000	0.000	Merged-chr19-33429713-40
NR8199--MA0501.1.MAF::NFE2	chr4	41295746	41295760	+	0.000	0.000	Merged-chr4-41295781-15
NR5351--MA0501.1.MAF::NFE2	chr17	65826440	65826454	+	0.000	0.000	Merged-chr17-65826425-32
NR7465--MA0089.1.MAFG::NFE2L1	chr3	8718376	8718381	-	0.000	0.000	Merged-chr3-8718167-60
NR805--MA0089.1.MAFG::NFE2L1	chr1	179578778	179578783	-	0.000	0.000	Merged-chr1-179578897-31
NR1477--MA0495.2.MAFF	chr10	95442378	95442398	-	0.000	0.000	Merged-chr10-95442476-5
NR4944--MA0501.1.MAF::NFE2	chr16	89974505	89974519	-	0.000	0.000	Merged-chr16-89974505-28
NR8972--MA0089.1.MAFG::NFE2L1	chr5	28382568	28382573	-	0.000	0.000	Merged-chr5-28382451-39
NR2013--MA0089.1.MAFG::NFE2L1	chr11	68447539	68447544	+	0.000	0.000	Merged-chr11-68447453-15
NR5418--MA0089.1.MAFG::NFE2L1	chr17	74864912	74864917	-	0.000	0.000	Merged-chr17-74864979-18
NR1904--MA0117.2.Mafb	chr11	49271586	49271597	+	0.000	0.000	Merged-chr11-49271409-24
NR1009--MA0659.1.MAFG	chr10	3238612	3238632	-	0.000	0.000	Merged-chr10-3238463-21
NR591--MA0089.1.MAFG::NFE2L1	chr1	147237318	147237323	+	0.000	0.000	Merged-chr1-147237183-6
NR6111--MA0496.2.MAFK	chr19	33429570	33429588	+	0.000	0.000	Merged-chr19-33429713-40
NR5505--MA0089.1.MAFG::NFE2L1	chr17	87513843	87513848	-	0.000	0.000	Merged-chr17-87513976-28
NR8898--MA0089.1.MAFG::NFE2L1	chr5	10245992	10245997	-	0.000	0.000	Merged-chr5-10245943-14
NR6796--MA0496.2.MAFK	chr2	114059829	114059847	-	0.000	0.000	Merged-chr2-114059851-34
NR8106--MA0591.1.Bach1::Mafk	chr3	157802965	157802979	-	0.000	0.000	Merged-chr3-157802919-1
NR8419--MA0089.1.MAFG::NFE2L1	chr4	102981887	102981892	-	0.000	0.000	Merged-chr4-102981884-20
NR3822--MA0089.1.MAFG::NFE2L1	chr14	55745065	55745070	+	0.000	0.000	Merged-chr14-55745136-2
NR7450--MA0089.1.MAFG::NFE2L1	chr2	178686225	178686230	-	0.000	0.000	Merged-chr2-178686291-2
NR1011--MA0496.2.MAFK	chr10	3238613	3238631	+	0.000	0.000	Merged-chr10-3238463-21
NR9657--MA0501.1.MAF::NFE2	chr6	31495466	31495480	-	0.000	0.000	Merged-chr6-31495545-14
NR6382--MA0117.2.Mafb	chr2	19634169	19634180	-	0.000	0.000	Merged-chr2-19634112-21
NR4677--MA0089.1.MAFG::NFE2L1	chr16	23272310	23272315	+	0.000	0.000	Merged-chr16-23272438-10
NR859--MA0591.1.Bach1::Mafk	chr1	183052784	183052798	-	0.000	0.000	Merged-chr1-183052837-15
NR9401--MA0117.2.Mafb	chr5	124943817	124943828	+	0.000	0.000	Merged-chr5-124943788-2
NR484--MA0117.2.Mafb	chr1	127322598	127322609	+	0.000	0.000	Merged-chr1-127322582-29
NR225--MA0089.1.MAFG::NFE2L1	chr1	64301355	64301360	+	0.000	0.000	Merged-chr1-64301347-19
NR601--MA0089.1.MAFG::NFE2L1	chr1	151698037	151698042	+	0.000	0.000	Merged-chr1-151698105-31
NR9795--MA0591.1.Bach1::Mafk	chr6	67668207	67668221	+	0.000	0.000	Merged-chr6-67668321-12
NR5329--MA0089.1.MAFG::NFE2L1	chr17	56884950	56884955	-	0.000	0.000	Merged-chr17-56885050-19
NR6258--MA0089.1.MAFG::NFE2L1	chr19	58850844	58850849	+	0.000	0.000	Merged-chr19-58850860-26
NR1776--MA0089.1.MAFG::NFE2L1	chr11	11825896	11825901	+	0.000	0.000	Merged-chr11-11826008-38
NR10800--MA0089.1.MAFG::NFE2L1	chr7	101027763	101027768	+	0.000	0.000	Merged-chr7-101027827-19
NR1285--MA0089.1.MAFG::NFE2L1	chr10	67498177	67498182	+	0.000	0.000	Merged-chr10-67498312-2
NR1673--MA0591.1.Bach1::Mafk	chr10	124138701	124138715	-	0.000	0.000	Merged-chr10-124138683-21
NR12223--MA0117.2.Mafb	chr9	101249844	101249855	+	0.000	0.000	Merged-chr9-101249791-43
NR10990--MA0089.1.MAFG::NFE2L1	chr7	120934778	120934783	-	0.000	0.000	Merged-chr7-120934804-24
NR11179--MA0089.1.MAFG::NFE2L1	chr7	143625360	143625365	+	0.000	0.000	Merged-chr7-143625204-46
NR4662--MA0495.2.MAFF	chr16	22794955	22794975	+	0.000	0.000	Merged-chr16-22794765-7
NR10135--MA0089.1.MAFG::NFE2L1	chr6	125433759	125433764	+	0.000	0.000	Merged-chr6-125433874-28
NR9259--MA0089.1.MAFG::NFE2L1	chr5	103680584	103680589	-	0.000	0.000	Merged-chr5-103680526-14
NR9635--MA0089.1.MAFG::NFE2L1	chr6	29838691	29838696	-	0.000	0.000	Merged-chr6-29838666-29
NR123--MA0089.1.MAFG::NFE2L1	chr1	40358882	40358887	+	0.000	0.000	Merged-chr1-40359035-4
NR4693--MA0591.1.Bach1::Mafk	chr16	24854666	24854680	+	0.000	0.000	Merged-chr16-24854563-13
NR9782--MA0659.1.MAFG	chr6	65765317	65765337	+	0.000	0.000	Merged-chr6-65765316-29
NR11857--MA0089.1.MAFG::NFE2L1	chr9	37244836	37244841	+	0.000	0.000	Merged-chr9-37244873-24
NR2528--MA0089.1.MAFG::NFE2L1	chr12	17511194	17511199	-	0.000	0.000	Merged-chr12-17511273-48
NR5053--MA0496.2.MAFK	chr16	97442081	97442099	+	0.000	0.000	Merged-chr16-97442198-19
NR1007--MA0591.1.Bach1::Mafk	chr10	3238615	3238629	-	0.000	0.000	Merged-chr10-3238463-21
NR1183--MA0089.1.MAFG::NFE2L1	chr10	44402219	44402224	+	0.000	0.000	Merged-chr10-44402226-5
NR4785--MA0659.1.MAFG	chr16	45310575	45310595	-	0.000	0.000	Merged-chr16-45310615-7
NR6027--MA0501.1.MAF::NFE2	chr19	17256650	17256664	+	0.000	0.000	Merged-chr19-17256835-48
NR5879--MA0501.1.MAF::NFE2	chr18	80980252	80980266	-	0.000	0.000	Merged-chr18-80980321-3
NR11805--MA0117.2.Mafb	chr9	14171987	14171998	-	0.000	0.000	Merged-chr9-14171965-37
NR5905--MA0089.1.MAFG::NFE2L1	chr18	86557915	86557920	-	0.000	0.000	Merged-chr18-86558016-9
NR10931--MA0591.1.Bach1::Mafk	chr7	115311006	115311020	-	0.000	0.000	Merged-chr7-115311049-7
NR7121--MA0496.2.MAFK	chr2	148537466	148537484	+	0.000	0.000	Merged-chr2-148537326-5
NR1137--MA0591.1.Bach1::Mafk	chr10	37321080	37321094	-	0.000	0.000	Merged-chr10-37320977-4
NR12371--MA0117.2.Mafb	chr9	120116469	120116480	+	0.000	0.000	Merged-chr9-120116499-4
NR7098--MA0089.1.MAFG::NFE2L1	chr2	146265178	146265183	-	0.000	0.000	Merged-chr2-146265229-24
NR604--MA0591.1.Bach1::Mafk	chr1	152053410	152053424	+	0.000	0.000	Merged-chr1-152053412-31
NR9796--MA0501.1.MAF::NFE2	chr6	67668210	67668224	+	0.000	0.000	Merged-chr6-67668321-12
NR12328--MA0591.1.Bach1::Mafk	chr9	116283901	116283915	-	0.000	0.000	Merged-chr9-116283998-37
NR10610--MA0496.2.MAFK	chr7	58730409	58730427	-	0.000	0.000	Merged-chr7-58730426-6
NR7776--MA0089.1.MAFG::NFE2L1	chr3	101651486	101651491	+	0.000	0.000	Merged-chr3-101651434-38
NR12179--MA0591.1.Bach1::Mafk	chr9	92602543	92602557	-	0.000	0.000	Merged-chr9-92602445-4
NR6356--MA0089.1.MAFG::NFE2L1	chr2	14992631	14992636	-	0.000	0.000	Merged-chr2-14992808-37
NR12330--MA0591.1.Bach1::Mafk	chr9	116319687	116319701	+	0.000	0.000	Merged-chr9-116319642-35
NR6732--MA0089.1.MAFG::NFE2L1	chr2	102701607	102701612	-	0.000	0.000	Merged-chr2-102701497-15
NR9794--MA0495.2.MAFF	chr6	67668204	67668224	-	0.000	0.000	Merged-chr6-67668321-12
NR6972--MA0591.1.Bach1::Mafk	chr2	131386615	131386629	+	0.000	0.000	Merged-chr2-131386542-16
NR6067--MA0089.1.MAFG::NFE2L1	chr19	29185756	29185761	+	0.000	0.000	Merged-chr19-29185697-46
NR10548--MA0501.1.MAF::NFE2	chr7	44344733	44344747	-	0.000	0.000	Merged-chr7-44344765-20
NR2267--MA0591.1.Bach1::Mafk	chr11	101697344	101697358	-	0.000	0.000	Merged-chr11-101697250-12
NR819--MA0495.2.MAFF	chr1	181157216	181157236	-	0.000	0.000	Merged-chr1-181157308-13
NR6369--MA0089.1.MAFG::NFE2L1	chr2	18519387	18519392	-	0.000	0.000	Merged-chr2-18519177-24
NR11536--MA0501.1.MAF::NFE2	chr8	110079909	110079923	-	0.000	0.000	Merged-chr8-110079856-46
NR5311--MA0117.2.Mafb	chr17	52602104	52602115	+	0.000	0.000	Merged-chr17-52601915-5
NR2080--MA0495.2.MAFF	chr11	74973439	74973459	-	0.000	0.000	Merged-chr11-74973432-13
NR9659--MA0089.1.MAFG::NFE2L1	chr6	34346748	34346753	+	0.000	0.000	Merged-chr6-34346731-18
NR3264--MA0495.2.MAFF	chr13	52915689	52915709	+	0.000	0.000	Merged-chr13-52915528-4
NR823--MA0501.1.MAF::NFE2	chr1	181157216	181157230	-	0.000	0.000	Merged-chr1-181157308-13
NR4351--MA0117.2.Mafb	chr15	64364587	64364598	+	0.000	0.000	Merged-chr15-64364676-9
NR41--MA0591.1.Bach1::Mafk	chr1	15544446	15544460	+	0.000	0.000	Merged-chr1-15544410-27
NR3061--MA0501.1.MAF::NFE2	chr13	6626996	6627010	-	0.000	0.000	Merged-chr13-6626818-32
NR8092--MA0501.1.MAF::NFE2	chr3	155235656	155235670	+	0.000	0.000	Merged-chr3-155235663-12
NR4466--MA0495.2.MAFF	chr15	85469117	85469137	-	0.000	0.000	Merged-chr15-85469002-5
NR10647--MA0495.2.MAFF	chr7	73517587	73517607	+	0.000	0.000	Merged-chr7-73517689-25
NR6625--MA0117.2.Mafb	chr2	75148091	75148102	+	0.000	0.000	Merged-chr2-75148078-33
NR5052--MA0501.1.MAF::NFE2	chr16	97442080	97442094	-	0.000	0.000	Merged-chr16-97442198-19
NR11288--MA0089.1.MAFG::NFE2L1	chr8	41334269	41334274	+	0.000	0.000	Merged-chr8-41334366-24
NR9785--MA0496.2.MAFK	chr6	65765318	65765336	-	0.000	0.000	Merged-chr6-65765316-29
NR4676--MA0496.2.MAFK	chr16	23175325	23175343	-	0.000	0.000	Merged-chr16-23175130-44
NR5416--MA0591.1.Bach1::Mafk	chr17	74808032	74808046	+	0.000	0.000	Merged-chr17-74808088-1
NR9735--MA0591.1.Bach1::Mafk	chr6	53709848	53709862	-	0.000	0.000	Merged-chr6-53709881-31
NR4407--MA0089.1.MAFG::NFE2L1	chr15	77071768	77071773	-	0.000	0.000	Merged-chr15-77071598-27
NR4390--MA0495.2.MAFF	chr15	73627474	73627494	+	0.000	0.000	Merged-chr15-73627530-51
NR8902--MA0089.1.MAFG::NFE2L1	chr5	10254968	10254973	-	0.000	0.000	Merged-chr5-10254903-14
NR2571--MA0591.1.Bach1::Mafk	chr12	28835841	28835855	-	0.000	0.000	Merged-chr12-28835846-42
NR12201--MA0089.1.MAFG::NFE2L1	chr9	95316841	95316846	+	0.000	0.000	Merged-chr9-95316947-35
NR3913--MA0496.2.MAFK	chr14	70096506	70096524	+	0.000	0.000	Merged-chr14-70096534-4
NR3912--MA0591.1.Bach1::Mafk	chr14	70096508	70096522	-	0.000	0.000	Merged-chr14-70096534-4
NR3062--MA0089.1.MAFG::NFE2L1	chr13	8783973	8783978	+	0.000	0.000	Merged-chr13-8783962-14
NR9072--MA0591.1.Bach1::Mafk	chr5	64919054	64919068	+	0.000	0.000	Merged-chr5-64918962-32
NR10687--MA0501.1.MAF::NFE2	chr7	78583770	78583784	-	0.000	0.000	Merged-chr7-78583930-15
NR4392--MA0659.1.MAFG	chr15	73627474	73627494	+	0.000	0.000	Merged-chr15-73627530-51
NR122--MA0501.1.MAF::NFE2	chr1	40315683	40315697	-	0.000	0.000	Merged-chr1-40315664-11
NR8713--MA0089.1.MAFG::NFE2L1	chr4	144906880	144906885	-	0.000	0.000	Merged-chr4-144906777-28
NR2521--MA0117.2.Mafb	chr12	16474684	16474695	+	0.000	0.000	Merged-chr12-16474710-17
NR11579--MA0501.1.MAF::NFE2	chr8	115771214	115771228	-	0.000	0.000	Merged-chr8-115771261-45
NR8007--MA0591.1.Bach1::Mafk	chr3	144866081	144866095	-	0.000	0.000	Merged-chr3-144866134-1
NR5812--MA0089.1.MAFG::NFE2L1	chr18	69644805	69644810	-	0.000	0.000	Merged-chr18-69644802-19
NR7866--MA0495.2.MAFF	chr3	123192153	123192173	+	0.000	0.000	Merged-chr3-123192207-28
NR4941--MA0495.2.MAFF	chr16	89974505	89974525	-	0.000	0.000	Merged-chr16-89974505-28
NR10455--MA0495.2.MAFF	chr7	16343735	16343755	+	0.000	0.000	Merged-chr7-16343810-22
NR2333--MA0089.1.MAFG::NFE2L1	chr11	109166516	109166521	+	0.000	0.000	Merged-chr11-109166641-10
NR5003--MA0117.2.Mafb	chr16	95152145	95152156	-	0.000	0.000	Merged-chr16-95151987-32
NR8725--MA0659.1.MAFG	chr4	144916721	144916741	+	0.000	0.000	Merged-chr4-144916675-7
NR11386--MA0089.1.MAFG::NFE2L1	chr8	76902051	76902056	-	0.000	0.000	Merged-chr8-76902143-41
NR3188--MA0089.1.MAFG::NFE2L1	chr13	42114012	42114017	-	0.000	0.000	Merged-chr13-42113906-29
NR2166--MA0501.1.MAF::NFE2	chr11	87679007	87679021	-	0.000	0.000	Merged-chr11-87679109-12
NR2551--MA0495.2.MAFF	chr12	25851735	25851755	+	0.000	0.000	Merged-chr12-25851772-17
NR3940--MA0089.1.MAFG::NFE2L1	chr14	74918882	74918887	-	0.000	0.000	Merged-chr14-74918775-39
NR3968--MA0495.2.MAFF	chr14	78273820	78273840	-	0.000	0.000	Merged-chr14-78273841-14
NR9961--MA0501.1.MAF::NFE2	chr6	100601867	100601881	+	0.000	0.000	Merged-chr6-100601796-17
