#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Tcf7/DKO_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_1_selected/log2fc_1_selected/all.df.numx.c5-DKO_Th1_vs_Bcl6KO_Th1-log2fc-1_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_1_selected/log2fc_1_selected/all.df.numx.c5-DKO_Th1_vs_Bcl6KO_Th1-log2fc-1_up.bed
NR4277--MA0523.1.TCF7L2	chr4	7455298	7455311	+	0.000	0.000	Merged-chr4-7455242-36
NR5662--MA0769.1.Tcf7	chr7	107759963	107759974	-	0.000	0.000	Merged-chr7-107759910-2
NR1245--MA0523.1.TCF7L2	chr12	26059328	26059341	-	0.000	0.000	Merged-chr12-26059295-22
NR2391--MA0523.1.TCF7L2	chr15	80149781	80149794	-	0.000	0.000	Merged-chr15-80149719-49
NR3469--MA0769.1.Tcf7	chr2	48379938	48379949	-	0.000	0.000	Merged-chr2-48379752-8
NR2979--MA1421.1.TCF7L1	chr18	4280613	4280624	+	0.000	0.000	Merged-chr18-4280777-15
NR5033--MA0523.1.TCF7L2	chr6	5997666	5997679	+	0.000	0.000	Merged-chr6-5997718-16
NR551--MA0523.1.TCF7L2	chr10	43783356	43783369	+	0.000	0.000	Merged-chr10-43783399-14
NR3160--MA0769.1.Tcf7	chr18	82607534	82607545	+	0.000	0.000	Merged-chr18-82607647-23
NR5396--MA1421.1.TCF7L1	chr6	144953040	144953051	-	0.000	0.000	Merged-chr6-144953133-29
NR4866--MA0523.1.TCF7L2	chr5	103746717	103746730	-	0.000	0.000	Merged-chr5-103746858-38
NR4219--MA0769.1.Tcf7	chr3	146192789	146192800	+	0.000	0.000	Merged-chr3-146192596-55
NR1108--MA0523.1.TCF7L2	chr11	101199604	101199617	+	0.000	0.000	Merged-chr11-101199720-6
NR2517--MA0523.1.TCF7L2	chr16	21689397	21689410	-	0.000	0.000	Merged-chr16-21689391-19
NR2121--MA0523.1.TCF7L2	chr14	78448463	78448476	-	0.000	0.000	Merged-chr14-78448544-66
NR2075--MA0769.1.Tcf7	chr14	68078402	68078413	-	0.000	0.000	Merged-chr14-68078565-20
NR2980--MA0523.1.TCF7L2	chr18	4280613	4280626	+	0.000	0.000	Merged-chr18-4280777-15
NR509--MA0523.1.TCF7L2	chr10	19406885	19406898	-	0.000	0.000	Merged-chr10-19406936-14
NR3720--MA0769.1.Tcf7	chr2	144860599	144860610	-	0.000	0.000	Merged-chr2-144860708-1
NR6430--MA0769.1.Tcf7	chr9	114455646	114455657	-	0.000	0.000	Merged-chr9-114455654-16
NR4069--MA1421.1.TCF7L1	chr3	115584852	115584863	-	0.000	0.000	Merged-chr3-115584831-13
NR4022--MA0769.1.Tcf7	chr3	101029429	101029440	+	0.000	0.000	Merged-chr3-101029545-28
NR36--MA0769.1.Tcf7	chr1	38723949	38723960	-	0.000	0.000	Merged-chr1-38723833-22
NR4744--MA1421.1.TCF7L1	chr5	64764617	64764628	+	0.000	0.000	Merged-chr5-64764597-23
NR2086--MA0523.1.TCF7L2	chr14	71075870	71075883	+	0.000	0.000	Merged-chr14-71075875-24
NR2989--MA0523.1.TCF7L2	chr18	13010852	13010865	-	0.000	0.000	Merged-chr18-13010968-6
NR1447--MA0523.1.TCF7L2	chr12	105538381	105538394	+	0.000	0.000	Merged-chr12-105538395-6
NR1376--MA1421.1.TCF7L1	chr12	84933886	84933897	+	0.000	0.000	Merged-chr12-84934066-14
NR3468--MA1421.1.TCF7L1	chr2	48379938	48379949	-	0.000	0.000	Merged-chr2-48379752-8
NR5224--MA0769.1.Tcf7	chr6	94681555	94681566	+	0.000	0.000	Merged-chr6-94681460-83
NR5934--MA1421.1.TCF7L1	chr8	81492064	81492075	-	0.000	0.000	Merged-chr8-81491835-29
NR100--MA0523.1.TCF7L2	chr1	66552807	66552820	-	0.000	0.000	Merged-chr1-66552771-47
NR1769--MA0769.1.Tcf7	chr13	97439971	97439982	+	0.000	0.000	Merged-chr13-97439792-27
NR3880--MA1421.1.TCF7L1	chr2	181483763	181483774	-	0.000	0.000	Merged-chr2-181483913-67
NR3526--MA0523.1.TCF7L2	chr2	75148121	75148134	+	0.000	0.000	Merged-chr2-75148078-33
NR5569--MA0769.1.Tcf7	chr7	79300946	79300957	+	0.000	0.000	Merged-chr7-79300921-71
NR5547--MA1421.1.TCF7L1	chr7	74343749	74343760	+	0.000	0.000	Merged-chr7-74343758-7
NR1009--MA0523.1.TCF7L2	chr11	75154336	75154349	-	0.000	0.000	Merged-chr11-75154404-32
NR1868--MA0523.1.TCF7L2	chr13	112809879	112809892	+	0.000	0.000	Merged-chr13-112809842-36
NR6507--MA0523.1.TCF7L2	chrX	17521301	17521314	-	0.000	0.000	Merged-chrX-17521323-26
NR3889--MA1421.1.TCF7L1	chr3	10212024	10212035	-	0.000	0.000	Merged-chr3-10212114-17
NR6111--MA0523.1.TCF7L2	chr8	128183814	128183827	-	0.000	0.000	Merged-chr8-128183667-3
NR5656--MA0523.1.TCF7L2	chr7	107659352	107659365	-	0.000	0.000	Merged-chr7-107659322-39
NR3949--MA0769.1.Tcf7	chr3	79336242	79336253	+	0.000	0.000	Merged-chr3-79336264-23
NR6444--MA0769.1.Tcf7	chr9	116283893	116283904	-	0.000	0.000	Merged-chr9-116283998-37
NR5304--MA0523.1.TCF7L2	chr6	124076643	124076656	+	0.000	0.000	Merged-chr6-124076684-2
NR1312--MA1421.1.TCF7L1	chr12	59170104	59170115	-	0.000	0.000	Merged-chr12-59170039-43
NR5484--MA0769.1.Tcf7	chr7	29251385	29251396	-	0.000	0.000	Merged-chr7-29251339-19
NR3967--MA0769.1.Tcf7	chr3	84595450	84595461	-	0.000	0.000	Merged-chr3-84595329-34
NR5437--MA0523.1.TCF7L2	chr7	4087643	4087656	-	0.000	0.000	Merged-chr7-4087604-2
NR5269--MA0523.1.TCF7L2	chr6	108526365	108526378	+	0.000	0.000	Merged-chr6-108526296-8
NR6216--MA0769.1.Tcf7	chr9	53856645	53856656	+	0.000	0.000	Merged-chr9-53856540-10
NR1784--MA1421.1.TCF7L1	chr13	101866944	101866955	-	0.000	0.000	Merged-chr13-101867000-14
NR231--MA1421.1.TCF7L1	chr1	133012465	133012476	+	0.000	0.000	Merged-chr1-133012523-20
NR3770--MA0769.1.Tcf7	chr2	157746753	157746764	+	0.000	0.000	Merged-chr2-157746803-36
NR6480--MA0769.1.Tcf7	chr9	121925042	121925053	+	0.000	0.000	Merged-chr9-121925182-15
NR2744--MA0523.1.TCF7L2	chr17	5748008	5748021	-	0.000	0.000	Merged-chr17-5748141-46
NR1359--MA1421.1.TCF7L1	chr12	81780110	81780121	+	0.000	0.000	Merged-chr12-81780116-20
NR5499--MA1421.1.TCF7L1	chr7	43481485	43481496	-	0.000	0.000	Merged-chr7-43481332-27
NR1893--MA0523.1.TCF7L2	chr13	117230515	117230528	-	0.000	0.000	Merged-chr13-117230467-15
NR5050--MA0769.1.Tcf7	chr6	15716969	15716980	-	0.000	0.000	Merged-chr6-15716932-11
NR2319--MA0523.1.TCF7L2	chr15	59805125	59805138	-	0.000	0.000	Merged-chr15-59805045-21
NR4296--MA1421.1.TCF7L1	chr4	33791678	33791689	+	0.000	0.000	Merged-chr4-33791808-5
NR4874--MA0523.1.TCF7L2	chr5	105010601	105010614	+	0.000	0.000	Merged-chr5-105010527-49
NR2525--MA0523.1.TCF7L2	chr16	25587915	25587928	+	0.000	0.000	Merged-chr16-25587871-42
NR233--MA0769.1.Tcf7	chr1	133012465	133012476	+	0.000	0.000	Merged-chr1-133012523-20
NR121--MA0523.1.TCF7L2	chr1	78591518	78591531	-	0.000	0.000	Merged-chr1-78591432-38
NR2153--MA1421.1.TCF7L1	chr14	103017271	103017282	-	0.000	0.000	Merged-chr14-103017290-44
NR1346--MA1421.1.TCF7L1	chr12	76950384	76950395	+	0.000	0.000	Merged-chr12-76950525-26
NR1246--MA0769.1.Tcf7	chr12	26059330	26059341	-	0.000	0.000	Merged-chr12-26059295-22
NR2587--MA1421.1.TCF7L1	chr16	51719825	51719836	+	0.000	0.000	Merged-chr16-51719841-20
NR4838--MA0769.1.Tcf7	chr5	98018288	98018299	+	0.000	0.000	Merged-chr5-98018284-53
NR4679--MA1421.1.TCF7L1	chr5	22740159	22740170	-	0.000	0.000	Merged-chr5-22740212-9
NR5292--MA0769.1.Tcf7	chr6	119749241	119749252	+	0.000	0.000	Merged-chr6-119749325-22
NR2306--MA0523.1.TCF7L2	chr15	55897178	55897191	-	0.000	0.000	Merged-chr15-55897197-36
NR8--MA0523.1.TCF7L2	chr1	10325502	10325515	-	0.000	0.000	Merged-chr1-10325689-27
NR2336--MA0769.1.Tcf7	chr15	63989862	63989873	+	0.000	0.000	Merged-chr15-63989879-13
NR1083--MA1421.1.TCF7L1	chr11	97905703	97905714	-	0.000	0.000	Merged-chr11-97905718-19
NR6484--MA0523.1.TCF7L2	chr9	122398993	122399006	+	0.000	0.000	Merged-chr9-122399009-31
NR4994--MA0523.1.TCF7L2	chr5	146974238	146974251	-	0.000	0.000	Merged-chr5-146974233-28
NR6324--MA1421.1.TCF7L1	chr9	84030870	84030881	+	0.000	0.000	Merged-chr9-84030961-27
NR2742--MA1421.1.TCF7L1	chr17	5748002	5748013	-	0.000	0.000	Merged-chr17-5748141-46
NR6530--MA1421.1.TCF7L1	chrX	57189512	57189523	-	0.000	0.000	Merged-chrX-57189507-26
NR1767--MA1421.1.TCF7L1	chr13	97439971	97439982	+	0.000	0.000	Merged-chr13-97439792-27
NR976--MA0523.1.TCF7L2	chr11	63146800	63146813	-	0.000	0.000	Merged-chr11-63146790-18
NR4995--MA0769.1.Tcf7	chr5	146974240	146974251	-	0.000	0.000	Merged-chr5-146974233-28
NR1466--MA1421.1.TCF7L1	chr12	107560345	107560356	-	0.000	0.000	Merged-chr12-107560295-13
NR5086--MA1421.1.TCF7L1	chr6	37037504	37037515	+	0.000	0.000	Merged-chr6-37037443-39
NR6347--MA0523.1.TCF7L2	chr9	89900360	89900373	+	0.000	0.000	Merged-chr9-89900406-12
NR4447--MA1421.1.TCF7L1	chr4	118449812	118449823	-	0.000	0.000	Merged-chr4-118449765-23
NR1672--MA1421.1.TCF7L1	chr13	52915457	52915468	-	0.000	0.000	Merged-chr13-52915528-4
NR4051--MA1421.1.TCF7L1	chr3	108124345	108124356	+	0.000	0.000	Merged-chr3-108124378-33
NR6143--MA1421.1.TCF7L1	chr9	14995766	14995777	+	0.000	0.000	Merged-chr9-14995745-32
NR1730--MA0769.1.Tcf7	chr13	84769229	84769240	-	0.000	0.000	Merged-chr13-84769190-19
NR288--MA0523.1.TCF7L2	chr1	152053525	152053538	+	0.000	0.000	Merged-chr1-152053412-31
NR3749--MA0523.1.TCF7L2	chr2	150578759	150578772	-	0.000	0.000	Merged-chr2-150578789-44
NR3521--MA0523.1.TCF7L2	chr2	71360383	71360396	-	0.000	0.000	Merged-chr2-71360379-16
NR5613--MA0523.1.TCF7L2	chr7	96910488	96910501	+	0.000	0.000	Merged-chr7-96910268-22
NR2714--MA0523.1.TCF7L2	chr16	94454260	94454273	-	0.000	0.000	Merged-chr16-94454291-19
NR1004--MA0523.1.TCF7L2	chr11	74100878	74100891	-	0.000	0.000	Merged-chr11-74100988-13
NR6502--MA0523.1.TCF7L2	chrX	12045084	12045097	+	0.000	0.000	Merged-chrX-12045282-1
NR292--MA0769.1.Tcf7	chr1	152733251	152733262	-	0.000	0.000	Merged-chr1-152733286-16
NR5848--MA0769.1.Tcf7	chr8	25625527	25625538	-	0.000	0.000	Merged-chr8-25625343-73
NR2776--MA1421.1.TCF7L1	chr17	19303975	19303986	-	0.000	0.000	Merged-chr17-19304000-8
NR3158--MA1421.1.TCF7L1	chr18	82607534	82607545	+	0.000	0.000	Merged-chr18-82607647-23
NR2885--MA0523.1.TCF7L2	chr17	52468547	52468560	+	0.000	0.000	Merged-chr17-52468640-52
NR4215--MA1421.1.TCF7L1	chr3	146192742	146192753	-	0.000	0.000	Merged-chr3-146192596-55
NR4047--MA1421.1.TCF7L1	chr3	108124309	108124320	-	0.000	0.000	Merged-chr3-108124378-33
NR877--MA0523.1.TCF7L2	chr11	10516286	10516299	+	0.000	0.000	Merged-chr11-10516316-25
NR2028--MA0769.1.Tcf7	chr14	55745071	55745082	+	0.000	0.000	Merged-chr14-55745136-2
NR3196--MA1421.1.TCF7L1	chr19	7375060	7375071	-	0.000	0.000	Merged-chr19-7375131-8
NR974--MA1421.1.TCF7L1	chr11	63146787	63146798	-	0.000	0.000	Merged-chr11-63146790-18
NR3364--MA0769.1.Tcf7	chr2	6569286	6569297	+	0.000	0.000	Merged-chr2-6569390-16
NR1990--MA0769.1.Tcf7	chr14	48427779	48427790	-	0.000	0.000	Merged-chr14-48427656-16
NR40--MA0523.1.TCF7L2	chr1	39895712	39895725	-	0.000	0.000	Merged-chr1-39895697-26
NR3517--MA0523.1.TCF7L2	chr2	70922774	70922787	+	0.000	0.000	Merged-chr2-70922738-17
NR153--MA1421.1.TCF7L1	chr1	87637227	87637238	-	0.000	0.000	Merged-chr1-87637275-111
NR5479--MA0523.1.TCF7L2	chr7	29141614	29141627	-	0.000	0.000	Merged-chr7-29141670-31
NR1487--MA1421.1.TCF7L1	chr12	111367215	111367226	+	0.000	0.000	Merged-chr12-111367204-5
NR6513--MA0769.1.Tcf7	chrX	41400781	41400792	-	0.000	0.000	Merged-chrX-41400640-20
NR4678--MA0769.1.Tcf7	chr5	22587659	22587670	-	0.000	0.000	Merged-chr5-22587622-39
NR4072--MA1421.1.TCF7L1	chr3	115584912	115584923	-	0.000	0.000	Merged-chr3-115584831-13
NR3336--MA0523.1.TCF7L2	chr19	60877250	60877263	+	0.000	0.000	Merged-chr19-60877259-13
NR140--MA1421.1.TCF7L1	chr1	84742384	84742395	+	0.000	0.000	Merged-chr1-84742431-28
NR5481--MA1421.1.TCF7L1	chr7	29251319	29251330	-	0.000	0.000	Merged-chr7-29251339-19
NR5200--MA0523.1.TCF7L2	chr6	88782957	88782970	-	0.000	0.000	Merged-chr6-88783083-54
NR4745--MA0523.1.TCF7L2	chr5	64764617	64764630	+	0.000	0.000	Merged-chr5-64764597-23
NR2228--MA0523.1.TCF7L2	chr14	122902341	122902354	-	0.000	0.000	Merged-chr14-122902262-49
NR3073--MA0523.1.TCF7L2	chr18	60375884	60375897	-	0.000	0.000	Merged-chr18-60375896-42
NR1646--MA0769.1.Tcf7	chr13	43191846	43191857	+	0.000	0.000	Merged-chr13-43191968-21
NR2363--MA1421.1.TCF7L1	chr15	73318832	73318843	-	0.000	0.000	Merged-chr15-73318798-19
NR1680--MA1421.1.TCF7L1	chr13	58622888	58622899	-	0.000	0.000	Merged-chr13-58622912-13
NR3719--MA0523.1.TCF7L2	chr2	144471435	144471448	+	0.000	0.000	Merged-chr2-144471486-9
NR187--MA1421.1.TCF7L1	chr1	106374908	106374919	-	0.000	0.000	Merged-chr1-106375068-41
NR3420--MA1421.1.TCF7L1	chr2	29666799	29666810	-	0.000	0.000	Merged-chr2-29666836-9
NR5247--MA0523.1.TCF7L2	chr6	100255577	100255590	+	0.000	0.000	Merged-chr6-100255672-12
NR4889--MA1421.1.TCF7L1	chr5	107754915	107754926	-	0.000	0.000	Merged-chr5-107754930-37
NR6260--MA0523.1.TCF7L2	chr9	70310227	70310240	-	0.000	0.000	Merged-chr9-70310142-32
NR6304--MA0523.1.TCF7L2	chr9	80318138	80318151	-	0.000	0.000	Merged-chr9-80318250-48
NR393--MA1421.1.TCF7L1	chr1	177667278	177667289	+	0.000	0.000	Merged-chr1-177667213-17
NR3361--MA0523.1.TCF7L2	chr2	6547508	6547521	-	0.000	0.000	Merged-chr2-6547586-22
NR517--MA0769.1.Tcf7	chr10	22163948	22163959	+	0.000	0.000	Merged-chr10-22163837-17
NR1570--MA0769.1.Tcf7	chr13	5806325	5806336	+	0.000	0.000	Merged-chr13-5806398-17
NR3553--MA1421.1.TCF7L1	chr2	83745486	83745497	-	0.000	0.000	Merged-chr2-83745257-69
NR2969--MA0769.1.Tcf7	chr17	88480582	88480593	-	0.000	0.000	Merged-chr17-88480530-23
NR5081--MA1421.1.TCF7L1	chr6	34364727	34364738	+	0.000	0.000	Merged-chr6-34364838-25
NR4513--MA0523.1.TCF7L2	chr4	133298710	133298723	-	0.000	0.000	Merged-chr4-133298699-41
NR1682--MA0769.1.Tcf7	chr13	58622888	58622899	-	0.000	0.000	Merged-chr13-58622912-13
NR3938--MA0769.1.Tcf7	chr3	61368939	61368950	-	0.000	0.000	Merged-chr3-61368860-22
NR2199--MA0769.1.Tcf7	chr14	118828073	118828084	+	0.000	0.000	Merged-chr14-118827968-19
NR3538--MA0523.1.TCF7L2	chr2	78860080	78860093	+	0.000	0.000	Merged-chr2-78860154-39
NR3310--MA0523.1.TCF7L2	chr19	55792729	55792742	-	0.000	0.000	Merged-chr19-55792789-50
NR1221--MA0769.1.Tcf7	chr11	121777144	121777155	-	0.000	0.000	Merged-chr11-121777303-26
NR3074--MA0769.1.Tcf7	chr18	60375876	60375887	-	0.000	0.000	Merged-chr18-60375896-42
NR5933--MA1421.1.TCF7L1	chr8	81491125	81491136	+	0.000	0.000	Merged-chr8-81491083-2
NR4055--MA1421.1.TCF7L1	chr3	108644997	108645008	-	0.000	0.000	Merged-chr3-108645070-17
NR3275--MA0523.1.TCF7L2	chr19	38934989	38935002	-	0.000	0.000	Merged-chr19-38934925-15
NR4164--MA0769.1.Tcf7	chr3	137998812	137998823	-	0.000	0.000	Merged-chr3-137998842-44
NR5874--MA0523.1.TCF7L2	chr8	46543319	46543332	-	0.000	0.000	Merged-chr8-46543326-23
NR1785--MA0523.1.TCF7L2	chr13	101866942	101866955	-	0.000	0.000	Merged-chr13-101867000-14
NR1360--MA0769.1.Tcf7	chr12	81780110	81780121	+	0.000	0.000	Merged-chr12-81780116-20
NR232--MA0523.1.TCF7L2	chr1	133012465	133012478	+	0.000	0.000	Merged-chr1-133012523-20
NR3525--MA0523.1.TCF7L2	chr2	73271899	73271912	+	0.000	0.000	Merged-chr2-73271837-19
NR4004--MA1421.1.TCF7L1	chr3	97274117	97274128	+	0.000	0.000	Merged-chr3-97274158-19
NR213--MA0769.1.Tcf7	chr1	127796578	127796589	-	0.000	0.000	Merged-chr1-127796546-56
NR4388--MA0769.1.Tcf7	chr4	89302313	89302324	-	0.000	0.000	Merged-chr4-89302202-17
NR6462--MA0523.1.TCF7L2	chr9	118731056	118731069	-	0.000	0.000	Merged-chr9-118731153-14
NR6294--MA0523.1.TCF7L2	chr9	78553220	78553233	-	0.000	0.000	Merged-chr9-78553202-20
NR2346--MA1421.1.TCF7L1	chr15	66818809	66818820	-	0.000	0.000	Merged-chr15-66818844-13
NR325--MA0769.1.Tcf7	chr1	159938619	159938630	+	0.000	0.000	Merged-chr1-159938641-24
NR6205--MA0523.1.TCF7L2	chr9	52075566	52075579	-	0.000	0.000	Merged-chr9-52075566-6
NR4294--MA0769.1.Tcf7	chr4	31941744	31941755	+	0.000	0.000	Merged-chr4-31941792-10
NR5847--MA1421.1.TCF7L1	chr8	25625527	25625538	-	0.000	0.000	Merged-chr8-25625343-73
NR3587--MA1421.1.TCF7L1	chr2	101979162	101979173	-	0.000	0.000	Merged-chr2-101979094-60
NR3306--MA0523.1.TCF7L2	chr19	55364329	55364342	-	0.000	0.000	Merged-chr19-55364335-1
NR2455--MA0523.1.TCF7L2	chr15	95826726	95826739	-	0.000	0.000	Merged-chr15-95826706-34
NR2674--MA0769.1.Tcf7	chr16	84982746	84982757	-	0.000	0.000	Merged-chr16-84982791-18
NR544--MA1421.1.TCF7L1	chr10	41620211	41620222	+	0.000	0.000	Merged-chr10-41620205-22
NR5885--MA1421.1.TCF7L1	chr8	57477163	57477174	-	0.000	0.000	Merged-chr8-57477126-15
NR1347--MA0523.1.TCF7L2	chr12	76950384	76950397	+	0.000	0.000	Merged-chr12-76950525-26
NR5994--MA0523.1.TCF7L2	chr8	111771939	111771952	-	0.000	0.000	Merged-chr8-111771953-9
NR4381--MA1421.1.TCF7L1	chr4	88079061	88079072	-	0.000	0.000	Merged-chr4-88079193-33
NR3518--MA0769.1.Tcf7	chr2	70922738	70922749	+	0.000	0.000	Merged-chr2-70922738-17
NR3081--MA0523.1.TCF7L2	chr18	61479977	61479990	+	0.000	0.000	Merged-chr18-61480035-15
NR5872--MA1421.1.TCF7L1	chr8	41334274	41334285	-	0.000	0.000	Merged-chr8-41334366-24
NR4162--MA1421.1.TCF7L1	chr3	137998812	137998823	-	0.000	0.000	Merged-chr3-137998842-44
NR5935--MA0769.1.Tcf7	chr8	81492050	81492061	-	0.000	0.000	Merged-chr8-81491835-29
